Orthogroup	Loxodonta_africana	Homo_sapiens
OG0012902	XP_023408357.1	NP_001381931.1
OG0012904	XP_023408327.1	XP_016859799.2
OG0012905	XP_010591848.1	NP_056988.3
OG0012906	XP_023408280.1	XP_005263954.1
OG0012907	XP_023396911.1	NP_659431.5
OG0012908	XP_003416146.1	NP_008818.3
OG0012909	XP_010594222.1	NP_071881.1, XP_011531326.1
OG0012910	XP_023413034.1	NP_001411113.1, NP_001138523.1
OG0012911	XP_023413029.1	NP_001275880.1
OG0012912	XP_003417597.1	NP_002345.2
OG0012913	XP_023413028.1	NP_001393603.1
OG0012914	XP_010595574.1	XP_005264629.1
OG0012915	XP_023412993.1	NP_001008708.1
OG0012916	XP_023412988.1	NP_003119.2
OG0012917	XP_003417649.1	NP_689598.2
OG0012918	XP_010595555.1	NP_001352409.1
OG0012919	XP_003417615.3	XP_011531241.1
OG0012920	XP_023412959.1	NP_002899.1
OG0012921	XP_003417606.1	NP_001188472.1
OG0012922	XP_003417648.1	NP_006421.2
OG0012923	XP_023408291.1	NP_001341141.1
OG0012925	XP_003413687.2	NP_003029.2
OG0012926	XP_003413697.1	NP_002389.1
OG0012927	XP_023408478.1	NP_612467.1
OG0012928	XP_023408477.1	NP_064528.1
OG0012929	XP_003413594.1	NP_775816.1
OG0012930	XP_023408490.1	NP_055726.4
OG0012931	XP_010591936.2	NP_006848.1
OG0012932	XP_003413712.1	NP_071505.2
OG0012933	XP_003413714.1	XP_047300645.1, NP_057381.3
OG0012934	XP_003413719.1	NP_653183.2
OG0012935	XP_003419851.1	NP_775738.3
OG0012936	XP_023408284.1	NP_997245.2, XP_005263980.1
OG0012937	XP_003404554.2	NP_002293.2
OG0012938	XP_023400945.1	NP_000146.2
OG0012939	XP_010591989.2	NP_598377.4, XP_047272832.1
OG0012940	XP_010589138.1	NP_065122.1
OG0012941	XP_003404744.1	NP_291027.3
OG0012942	XP_023408772.1	XP_011532780.1, NP_891555.2
OG0012943	XP_010591592.1	NP_005101.1
OG0012944	XP_010591571.1	NP_001397758.1
OG0012945	XP_010591546.1	NP_942568.2, NP_055858.2
OG0012946	XP_010591532.1	NP_057259.2
OG0012947	XP_023407959.1	NP_000834.2
OG0012948	XP_003405061.1	XP_011541883.1
OG0012949	XP_023404802.1	XP_016865110.1
OG0012950	XP_010588773.1	XP_005271966.1
OG0012951	XP_003404522.1	NP_000934.1
OG0012952	XP_023404416.1	NP_005564.1
OG0012953	XP_023404222.1	NP_001157858.1
OG0012954	XP_003404500.1	XP_047273804.1
OG0012955	XP_003405070.1	NP_005723.2
OG0012956	XP_010588336.2	NP_001287720.1
OG0012957	XP_023404896.1	XP_011541731.1
OG0012958	XP_010588996.1	NP_542387.1
OG0012959	XP_010589023.1	NP_068817.1
OG0012960	XP_010589054.1	NP_001129058.1
OG0012961	XP_003404551.1	NP_001387330.1
OG0012962	XP_010589110.2	NP_004878.3
OG0012963	XP_003404555.1	NP_000349.1
OG0012964	XP_010589155.1	NP_059111.2
OG0012965	XP_010589176.1	NP_001372923.1
OG0012966	XP_003404567.1	NP_004652.2
OG0012967	XP_003404570.1	XP_011541790.1, NP_057688.3
OG0012968	XP_010586250.1	NP_001340926.1
OG0012969	XP_010586243.1	NP_001356387.1
OG0012970	XP_010586236.1	NP_001342476.1
OG0012971	XP_010586224.1	NP_060208.2
OG0012972	XP_023401007.1	XP_011516307.1
OG0012973	XP_010586212.1	NP_001317569.1
OG0012974	XP_023400991.1	NP_001382973.1
OG0012975	XP_003407374.1	NP_001026859.1
OG0012976	XP_003407364.1	NP_060695.2
OG0012977	XP_003407363.1	NP_001488.2
OG0012978	XP_010586177.1	NP_001305687.1
OG0012979	XP_023400958.1	NP_001356988.2
OG0012980	XP_023400950.1	NP_001268357.1
OG0012981	XP_010586166.1	NP_001397891.1
OG0012982	XP_003407353.1	NP_001171869.1
OG0012983	XP_010586163.1	NP_940975.2
OG0012984	XP_003407667.1	XP_047278737.1
OG0012985	XP_003407348.1	NP_009057.1
OG0012986	XP_010586157.1	NP_004620.1
OG0012987	XP_003407338.1	NP_001037729.1
OG0012988	XP_003407644.1	NP_758516.1
OG0012989	XP_010586138.1	NP_001121699.1
OG0012990	XP_023400902.1	XP_047278750.1
OG0012991	XP_023400896.1	NP_057953.1
OG0012992	XP_003407895.1	NP_055105.2
OG0012993	XP_003407891.1	NP_001358586.1
OG0012994	XP_023400874.1	XP_016870820.1
OG0012995	XP_010586108.1	NP_775822.3
OG0012996	XP_010586101.1	NP_055866.1
OG0012997	XP_010586326.1	NP_001018126.1, XP_047279302.1
OG0012998	XP_023400860.1	NP_003443.2
OG0012999	XP_023400859.1	NP_000026.2
OG0013000	XP_003407863.1	NP_006678.1
OG0013001	XP_003407858.1	NP_699197.3
OG0013002	XP_003407556.1	XP_005251740.1
OG0013003	XP_003407838.1	NP_001304879.1
OG0013004	XP_023400776.1	XP_011516787.1, NP_001333819.1
OG0013005	XP_003407831.1	NP_001235.1
OG0013006	XP_010586001.1	XP_016870273.1, NP_002572.2
OG0013007	XP_003407824.1	NP_001362819.1
OG0013009	XP_003407561.1	NP_001304872.1
OG0013010	XP_010587239.1	XP_011512617.1, NP_001122.2
OG0013011	XP_003404178.1	NP_997293.2
OG0013012	XP_023398756.1	XP_016865905.1, NP_859528.1
OG0013013	XP_023402930.1	NP_001231367.1
OG0013014	XP_023397435.1	NP_001381570.1
OG0013015	XP_023397109.1	NP_667341.1, XP_054185734.1, NP_001138938.1, NP_001138939.1
OG0013016	XP_003422325.1	NP_067007.3
OG0013017	XP_003422283.1	NP_067000.1
OG0013018	XP_023397134.1	NP_008860.4
OG0013019	XP_003422274.2	XP_047274795.1
OG0013020	XP_010598902.1	XP_047275155.1
OG0013021	XP_023395943.1	NP_001014840.1
OG0013022	XP_023395965.1	XP_005249355.1, NP_077270.1
OG0013023	XP_010586362.1	NP_872354.1
OG0013024	XP_003404273.1	NP_002745.1
OG0013025	XP_023401994.1	NP_065990.1, NP_001397816.1, NP_001363818.1
OG0013026	XP_003404256.1	NP_006699.2
OG0013027	XP_023400534.1	NP_002053.3
OG0013028	XP_003403981.1	NP_001128577.1
OG0013029	XP_010587438.1	XP_005248961.1
OG0013030	XP_023401824.1	XP_006715102.3
OG0013031	XP_023401827.1	NP_001345459.1
OG0013032	XP_010586074.1	XP_011512591.1
OG0013033	XP_003403965.1	NP_004266.2
OG0013034	XP_023401429.1	XP_016866535.1
OG0013035	XP_010585846.1	XP_016867022.2
OG0013036	XP_003404225.1	NP_006434.1
OG0013037	XP_003404222.1	NP_055160.2
OG0013038	XP_003403946.1	NP_001012992.1
OG0013039	XP_003403945.1	NP_006493.1
OG0013040	XP_010585591.1	XP_016866410.1
OG0013041	XP_003404486.1	NP_001353298.1
OG0013042	XP_003404484.1	NP_060570.2
OG0013043	XP_003404483.1	NP_036420.1, XP_011513307.1
OG0013044	XP_023400516.1	XP_006715308.2
OG0013045	XP_003404179.1	XP_006715125.1, NP_055279.3
OG0013046	XP_010585195.1	NP_001026794.1
OG0013047	XP_003404174.1	NP_004273.1, XP_005249547.1
OG0013048	XP_003404454.2	XP_011533950.1
OG0013049	XP_010585113.1	NP_060838.3
OG0013050	XP_003404446.1	NP_055804.2, NP_001337403.1
OG0013051	XP_003404443.1	NP_001153605.1
OG0013052	XP_023399954.1	NP_060103.2
OG0013053	XP_010584835.1	XP_054187850.1
OG0013054	XP_023399936.1	XP_011534540.1
OG0013055	XP_010584704.1	NP_002517.1
OG0013056	XP_023399704.1	NP_862820.1
OG0013057	XP_003404399.1	NP_002034.3
OG0013058	XP_023403589.1	NP_056138.1
OG0013059	XP_003404377.1	NP_115900.1
OG0013060	XP_003404365.1	XP_011534364.1
OG0013061	XP_003404362.2	NP_116119.2, XP_011534494.1
OG0013062	XP_003404351.1	NP_055269.1
OG0013063	XP_003404103.1	NP_001104768.2
OG0013064	XP_023398663.1	XP_011533852.1
OG0013065	XP_003404348.1	NP_055612.2
OG0013066	XP_003404097.1	NP_612417.1
OG0013067	XP_023396819.1	NP_060811.1
OG0013068	XP_003416355.1	NP_008937.1
OG0013069	XP_023413679.1	NP_001554.2
OG0013070	XP_003404121.1	NP_067633.2
OG0013072	XP_023397876.1	NP_001399948.1
OG0013073	XP_003415917.1	NP_783318.1
OG0013074	XP_023410863.1	NP_872412.3
OG0013075	XP_023401759.1	NP_689625.2
OG0013076	XP_023410866.1	NP_054777.2, XP_011530198.1
OG0013077	XP_023408993.1	NP_997722.1
OG0013078	XP_003408304.1	NP_775820.2
OG0013079	XP_023401825.1	NP_065748.1
OG0013080	XP_023401434.1	NP_060360.3
OG0013081	XP_023401436.1	NP_056483.3
OG0013082	XP_023401694.1	NP_056986.2
OG0013083	XP_003408470.1	NP_077721.2
OG0013084	XP_003408474.1	NP_001351803.1
OG0013085	XP_003408476.1	NP_612464.1
OG0013086	XP_003408313.1	NP_110407.2
OG0013087	XP_003408477.1	NP_001185461.1
OG0013088	XP_023401715.1	NP_116258.2
OG0013089	XP_003408489.1	NP_937756.1
OG0013090	XP_003408492.1	NP_003747.1
OG0013091	XP_010586771.1	NP_002537.3
OG0013092	XP_003408217.1	NP_005319.1
OG0013093	XP_003408331.1	NP_060494.1
OG0013094	XP_003408333.1	NP_659400.3
OG0013095	XP_023401746.1	XP_005251168.1
OG0013096	XP_003408337.1	NP_004996.1
OG0013097	XP_010586799.1	XP_047277559.1
OG0013098	XP_003408353.1	NP_690848.1, XP_011515185.1
OG0013099	XP_010586821.1	XP_011515267.1
OG0013100	XP_003408241.1, XP_010585437.2	NP_059140.1
OG0013101	XP_023401805.1	XP_047277972.1
OG0013102	XP_023401453.1	NP_997297.2
OG0013103	XP_023397383.1	NP_443156.2, XP_005250829.1
OG0013104	XP_023397380.1	NP_056171.3, NP_874365.3
OG0013105	XP_023397358.1	NP_848659.2, XP_016868867.1
OG0013106	XP_023397363.1	XP_011515323.1
OG0013107	XP_010600478.1	NP_036294.2
OG0013108	XP_003422978.1	NP_079527.1
OG0013109	XP_023405616.1	XP_011511992.1, NP_938167.1
OG0013110	XP_003411449.1	NP_068746.2
OG0013111	XP_003411374.1	NP_775807.2
OG0013112	XP_003415911.1	NP_000803.2
OG0013113	XP_023410797.1	NP_006578.2
OG0013114	XP_003415971.1	NP_997213.1, XP_016863273.1
OG0013115	XP_023410819.1	NP_001274684.1
OG0013116	XP_023410789.1	NP_573574.2
OG0013117	XP_003415977.1	NP_078868.1
OG0013118	XP_010593990.2	XP_011532676.1, NP_689614.2
OG0013119	XP_010593993.1	XP_047271950.1
OG0013120	XP_023410791.1	NP_001258647.1
OG0013121	XP_023410792.1	NP_000929.1
OG0013122	XP_003415944.1	NP_115689.1
OG0013123	XP_010594008.1	NP_060697.4, XP_016863848.1
OG0013124	XP_010594011.1	NP_001317627.1
OG0013125	XP_010592460.2	XP_011530549.1, NP_079019.3
OG0013126	XP_010592458.1	XP_047272056.1, NP_005411.1
OG0013127	XP_003414216.1	NP_149113.3
OG0013128	XP_003414110.1	NP_653247.1
OG0013129	XP_003414209.1	NP_000779.1
OG0013130	XP_003414205.2	NP_001287658.1
OG0013131	XP_010592439.1	NP_001257918.1, XP_011530119.1
OG0013132	XP_003414265.1	NP_001648.1
OG0013133	XP_003407286.1	NP_476509.1, NP_057171.2
OG0013134	XP_003407124.1	NP_000896.1
OG0013135	XP_003421265.1	NP_001010867.1, NP_001297256.1
OG0013136	XP_003421261.1	XP_011542573.1
OG0013137	XP_023395767.1, XP_023395739.1	NP_001352629.1
OG0013138	XP_023395759.1	NP_037387.2
OG0013139	XP_010585715.1	XP_047277009.1
OG0013140	XP_010585711.1	NP_116231.2
OG0013141	XP_003407316.1	NP_001369145.1
OG0013142	XP_023400432.1	NP_001353051.1
OG0013143	XP_003407312.1	XP_047285908.1, NP_001185838.1
OG0013144	XP_010585700.1	XP_011514785.1
OG0013145	XP_003407300.1	NP_060547.2
OG0013146	XP_003407297.1	NP_055205.2
OG0013147	XP_003407298.1	XP_011514763.1, NP_071426.1
OG0013148	XP_023400365.1	NP_065102.1
OG0013149	XP_010585765.2	NP_001353039.1
OG0013150	XP_010585692.1	NP_001129474.1
OG0013151	XP_003407291.1	NP_003932.3
OG0013152	XP_003407209.1	NP_003121.1
OG0013153	XP_003407029.1	XP_011514879.1
OG0013154	XP_003407204.2	NP_149098.2
OG0013155	XP_003407198.1	NP_061877.1
OG0013156	XP_023400196.1	XP_005268787.1
OG0013157	XP_003407197.1	NP_000457.1
OG0013158	XP_003407177.1	NP_057200.1
OG0013159	XP_023400418.1	NP_005213.3
OG0013160	XP_023400416.1	NP_612435.1
OG0013161	XP_023400160.1	NP_056019.1, XP_006715722.1
OG0013162	XP_010585743.1	NP_001129396.1, NP_001333902.1
OG0013163	XP_003407155.1	NP_001106177.1
OG0013164	XP_003407145.1	NP_005915.2
OG0013165	XP_023400142.1	NP_848512.1
OG0013166	XP_003407137.1	NP_001002926.1
OG0013167	XP_023400129.1	NP_003103.2
OG0013168	XP_010585523.1	NP_061189.2
OG0013169	XP_023400405.1	NP_115970.2
OG0013170	XP_003407129.1	NP_001357372.1
OG0013171	XP_010585506.1	NP_061975.2
OG0013172	XP_003407110.1	NP_006726.1
OG0013173	XP_003407111.1	NP_005513.2, NP_705873.3
OG0013174	XP_010585505.1	NP_689953.1
OG0013175	XP_010585481.1	NP_001002010.2
OG0013176	XP_003407011.1	NP_001334970.1
OG0013177	XP_003406984.1	NP_001193409.1
OG0013178	XP_003407285.1	NP_061944.2
OG0013179	XP_003415581.1	NP_009033.1
OG0013180	XP_023410354.1	NP_597724.1
OG0013181	XP_003417593.1	NP_004566.2
OG0013182	XP_003415375.2	NP_001161719.1
OG0013183	XP_023410067.1	NP_001268885.1
OG0013184	XP_023410098.1	XP_011539114.1
OG0013185	XP_023410363.1	XP_005270689.1
OG0013186	XP_003415565.1	NP_001181936.1
OG0013187	XP_010593545.2	NP_055386.2, XP_005270802.1
OG0013188	XP_003415557.1	NP_057121.2
OG0013189	XP_023410322.1	NP_001106954.1, XP_005270567.1
OG0013190	XP_003415357.1	NP_078916.3
OG0013191	XP_010593522.1	NP_078976.2
OG0013192	XP_023410072.1	NP_000822.2
OG0013193	XP_003415549.1	NP_112570.2
OG0013194	XP_003415548.1	NP_001317422.1
OG0013195	XP_023410308.1	XP_016857829.1
OG0013196	XP_010593512.1	NP_060537.3
OG0013197	XP_003415347.1	NP_060295.1, XP_011539938.1
OG0013198	XP_010593502.1	NP_071394.2
OG0013199	XP_003415538.1	NP_001014839.1
OG0013200	XP_003416387.1	NP_079021.4
OG0013201	XP_003411130.2	NP_004790.2
OG0013202	XP_023405427.1	XP_047305587.1
OG0013203	XP_010589603.1	XP_011540610.1
OG0013204	XP_003411141.1	NP_078879.2
OG0013205	XP_003411144.1	NP_055589.1
OG0013206	XP_023405411.1	NP_001309184.1
OG0013207	XP_023410100.1	NP_001432.2
OG0013208	XP_010593629.1	NP_001136020.1
OG0013209	XP_023410461.1	XP_011539361.1
OG0013210	XP_003415609.2	NP_000365.3, XP_047285914.1
OG0013211	XP_003415607.1	NP_003729.3
OG0013212	XP_023410414.1	NP_001363415.1
OG0013213	XP_023410398.1	NP_001336057.1
OG0013214	XP_023410395.1	NP_055467.3
OG0013215	XP_003415593.1	NP_005364.1
OG0013216	XP_010599301.1	NP_060277.1
OG0013217	XP_010599297.1	NP_001025162.1
OG0013218	XP_023396410.1	XP_011535239.1
OG0013219	XP_023396409.1	NP_001140155.1
OG0013220	XP_003421662.1	XP_047286855.1, NP_009123.1
OG0013221	XP_003405647.1	NP_078961.3
OG0013222	XP_003405264.1	NP_056151.2
OG0013223	XP_023414904.1	NP_001019554.1
OG0013224	XP_003405268.1	NP_001129277.1
OG0013225	XP_003405270.1	NP_001138498.1
OG0013226	XP_003405272.1	NP_005584.2
OG0013227	XP_003405649.1	NP_078836.1, XP_047285505.1
OG0013228	XP_023415031.1	NP_115606.2
OG0013229	XP_003405285.1	NP_689801.1
OG0013230	XP_010597440.1	NP_005438.2
OG0013231	XP_003405316.1	NP_067052.2, NP_001316630.1
OG0013232	XP_003405667.1	NP_689648.2
OG0013233	XP_003405318.1	NP_002099.1
OG0013234	XP_023395467.1	NP_001354814.1
OG0013235	XP_003405322.1	NP_003267.1, XP_016875403.1
OG0013236	XP_003405325.1	NP_710154.1
OG0013237	XP_003405334.1	NP_071941.1
OG0013238	XP_003405339.1	NP_666018.3
OG0013239	XP_010599811.1	NP_055318.2
OG0013240	XP_023395488.1	XP_006719468.1
OG0013241	XP_003405342.1	NP_060840.2
OG0013242	XP_003405343.1	NP_057137.1
OG0013243	XP_023395501.1	NP_004307.2
OG0013245	XP_003405351.1	NP_037452.1
OG0013246	XP_023412871.1	NP_071920.1, XP_005263235.1
OG0013247	XP_010595515.1	NP_001397779.1
OG0013248	XP_023412869.1	NP_001074000.1, XP_047272034.1
OG0013249	XP_003417591.1	NP_612373.2
OG0013250	XP_023412892.1	NP_001336727.1
OG0013251	XP_010595529.1	NP_001345164.1
OG0013252	XP_003417592.1	NP_659416.1
OG0013253	XP_003418541.1	NP_005029.1
OG0013254	XP_023414246.1	NP_001353772.1
OG0013255	XP_023410734.1	NP_036596.3
OG0013256	XP_003414264.1	NP_001303892.1, NP_001720.1, XP_011530513.1
OG0013257	XP_003420593.2	NP_055534.2
OG0013258	XP_003422853.1	NP_005223.4
OG0013259	XP_003420303.1	NP_001073861.1
OG0013260	XP_010598097.1	NP_001350420.1
OG0013261	XP_003420317.1	NP_001078898.1
OG0013262	XP_003420270.1	NP_919047.2
OG0013263	XP_023394954.1	XP_047276976.1
OG0013264	XP_003420320.1	NP_995327.1, NP_001356626.1
OG0013265	XP_023394957.1	NP_001305121.1
OG0013266	XP_023395731.1	XP_047276274.1, NP_848658.3
OG0013267	XP_023395733.1	XP_047276814.1
OG0013268	XP_023414370.1	XP_011513863.1
OG0013269	XP_023414385.1	NP_149043.2
OG0013270	XP_010596577.1	XP_005249923.1
OG0013271	XP_003418657.1	NP_872353.2
OG0013272	XP_003418656.1	XP_011513549.1, NP_056147.2
OG0013273	XP_003418655.1	NP_006546.1
OG0013274	XP_010596569.1	NP_114403.1
OG0013275	XP_023395326.1	XP_006716214.1
OG0013276	XP_023395289.1	NP_001182149.1, XP_011514003.1
OG0013277	XP_010598415.2	NP_036388.2
OG0013278	XP_023395316.1	NP_001381127.1
OG0013279	XP_023403846.1	NP_001291348.1
OG0013280	XP_003410063.1	NP_001135931.2
OG0013281	XP_003409856.1	NP_001003801.1
OG0013282	XP_010588392.1	NP_733751.2
OG0013283	XP_023395581.1	NP_001340295.1
OG0013284	XP_023406699.1	NP_002018.1
OG0013285	XP_010590719.1	NP_115786.1
OG0013286	XP_003412552.1	NP_055235.1, XP_011542790.1
OG0013287	XP_023406875.1	NP_075447.1
OG0013288	XP_023406871.1	NP_001167538.1
OG0013289	XP_003412455.1	XP_024303075.2
OG0013290	XP_003412581.2	NP_055277.1
OG0013291	XP_023406705.1	XP_011542726.1, NP_001027006.2
OG0013292	XP_003412591.1	XP_016869335.1, NP_079063.2
OG0013293	XP_010590775.2	NP_000628.2, NP_001182031.1
OG0013294	XP_010590777.1	XP_016868469.1
OG0013295	XP_010590781.1	NP_001271168.1, NP_057211.4
OG0013296	XP_023406915.1	NP_065895.2
OG0013297	XP_010590865.1	NP_001007091.2
OG0013298	XP_023406939.1	NP_001349986.1
OG0013299	XP_023406709.1	NP_001359002.1, NP_006198.1
OG0013300	XP_023406941.1	NP_001339561.2
OG0013301	XP_010590822.1	NP_001382136.1
OG0013302	XP_010590835.1	XP_016863675.2
OG0013303	XP_010593946.1	XP_005263275.2, NP_078905.2
OG0013304	XP_023410726.1	XP_016863874.1
OG0013305	XP_023410725.1	NP_060718.3, XP_047271850.1
OG0013306	XP_023410763.1	NP_005268.1
OG0013307	XP_010599657.1	NP_004409.1, XP_016859035.1
OG0013308	XP_003413729.1	XP_047299559.1, NP_001956.4
OG0013309	XP_010587945.1, XP_023403315.1	NP_001019850.1
OG0013310	XP_023409742.1	NP_005978.2, NP_001186757.1, NP_003116.2
OG0013311	XP_003415122.1	NP_001182500.1
OG0013312	XP_023406157.1	XP_011508620.1
OG0013313	NP_001272956.1	NP_060739.2
OG0013314	XP_003411846.2	NP_997198.2
OG0013315	XP_023406345.1	NP_001335658.1
OG0013316	XP_023406190.1	XP_006711945.1, NP_937825.2
OG0013317	XP_023406200.1, XP_010590231.1	NP_004930.1
OG0013318	XP_010590235.2	NP_001092688.1
OG0013319	XP_003411952.1	NP_001006658.1
OG0013320	XP_003411954.1	NP_055528.1
OG0013321	XP_010590243.1	NP_001339846.1
OG0013322	XP_023406141.1	NP_001293066.1, XP_011531514.1
OG0013323	XP_023406228.1	NP_001333809.1
OG0013324	XP_003411970.1	NP_000173.2
OG0013325	XP_010590346.1	XP_005264350.1, NP_002237.1
OG0013326	XP_003411882.2	NP_001025052.1, XP_011530816.1
OG0013327	XP_003411971.1	XP_016859451.1
OG0013328	XP_023406294.1	NP_068603.4
OG0013329	XP_003411884.1	NP_060347.2
OG0013330	XP_003411887.1	XP_011531437.1, NP_115993.3
OG0013331	XP_003411986.2	XP_047301759.1
OG0013332	XP_003411987.1	NP_003344.1
OG0013333	XP_003411993.1	NP_001308287.1
OG0013334	XP_023411011.1	NP_001240755.1
OG0013335	XP_010594145.1	NP_055761.2
OG0013336	XP_003416128.1	NP_036545.1
OG0013337	XP_023411062.1	NP_001317392.1
OG0013338	XP_003416133.1	NP_620156.1
OG0013339	XP_003416141.1	NP_003609.2
OG0013340	XP_003416138.1	NP_001138923.2
OG0013341	XP_003416167.1	NP_079540.2
OG0013342	XP_010594217.2	NP_612379.2
OG0013343	XP_023411009.1	NP_579875.1
OG0013344	XP_003422070.2	NP_056156.2
OG0013345	XP_010599658.1	NP_064536.2
OG0013346	XP_003417500.1	NP_689728.3
OG0013347	XP_010598240.1	NP_005658.1
OG0013348	XP_023395146.1	NP_001185883.1
OG0013349	XP_010598243.2	NP_006830.2
OG0013350	XP_003420455.2	XP_011531441.1, NP_116216.2
OG0013351	XP_003420473.1	NP_001243654.1
OG0013352	XP_023395141.1	NP_001381392.1, XP_016859324.1
OG0013354	XP_003420463.3	NP_003840.2
OG0013355	XP_003413745.2	NP_853553.1
OG0013356	XP_010591966.1	NP_116062.2
OG0013357	XP_023408563.1	NP_036609.1
OG0013358	XP_023408556.1	NP_004073.2
OG0013359	XP_023408298.1	NP_001124459.1
OG0013360	XP_023408523.1	NP_001014972.1
OG0013361	XP_003409644.1	NP_001356735.1
OG0013362	XP_003409639.1	NP_057051.4
OG0013363	XP_003409462.1	NP_060834.2
OG0013364	XP_003409645.1	NP_064575.1, NP_001273281.1
OG0013365	XP_003409642.1	NP_001010922.1
OG0013366	XP_010587914.1	XP_047285080.1
OG0013367	XP_003422003.2	NP_001091081.1, NP_001337109.1
OG0013368	XP_003422002.1	NP_005258.2, XP_011507719.1
OG0013369	XP_003409552.1	NP_009190.2
OG0013370	XP_003409546.1	NP_004689.1
OG0013371	XP_003409545.1	NP_056018.2
OG0013372	XP_003409404.1	NP_060330.2
OG0013373	XP_003409518.1	NP_001258016.1
OG0013374	XP_003409521.1	NP_001191777.1, NP_076946.1
OG0013375	XP_023403083.1	XP_011507936.1
OG0013376	XP_003409511.1	NP_001397789.1
OG0013377	XP_010587733.1	NP_001288246.1
OG0013378	XP_010587732.2	NP_001317652.1
OG0013379	XP_003409502.1	NP_001004432.1
OG0013380	XP_023403251.1	NP_001136254.1
OG0013381	XP_003409626.2	NP_061972.1
OG0013383	XP_003407039.1	NP_001095856.1
OG0013385	XP_003419579.1	NP_001998.1
OG0013386	XP_003419676.1	XP_047283433.1, NP_001138408.1
OG0013387	XP_003406949.1	NP_001229877.1, NP_060019.2
OG0013388	XP_023400251.1	NP_001138740.2
OG0013389	XP_023400008.1	NP_000159.3, XP_047276161.1
OG0013390	XP_003406944.1	NP_064577.1
OG0013391	XP_003406953.2	NP_001357888.1
OG0013392	XP_010585467.1	NP_055211.2
OG0013393	XP_023400402.1	NP_003005.2
OG0013394	XP_023410893.1, XP_003407256.1	XP_016868132.1
OG0013395	XP_003407054.1	NP_002727.2
OG0013396	XP_023400281.1	NP_001372525.1
OG0013397	XP_003407246.1	NP_068749.3
OG0013398	XP_023400261.1	NP_055192.1
OG0013399	XP_003407230.1	NP_940869.2
OG0013400	XP_003407228.1	XP_016868329.1
OG0013402	XP_023397983.1	NP_079368.3, XP_016873844.1
OG0013403	XP_003423106.1	NP_001020466.1
OG0013404	XP_023397985.1	NP_001012302.2
OG0013405	XP_023398113.1	XP_054184864.1, NP_775844.2
OG0013406	XP_010600659.1	NP_001273510.1
OG0013407	XP_003412335.2	NP_665803.2
OG0013408	XP_023406512.1	XP_047282675.1
OG0013409	XP_003412181.1	NP_001008392.2, XP_047282985.1
OG0013410	XP_023406686.1	NP_002892.1
OG0013412	XP_003412348.1	NP_001275655.1
OG0013413	XP_003419427.1	NP_689929.2
OG0013414	XP_003421397.1	NP_444251.1
OG0013415	XP_023396318.1	NP_001137467.1
OG0013416	XP_023396311.1	NP_001078927.1
OG0013417	XP_003421387.1	NP_057043.1, NP_001334819.1
OG0013418	XP_003421423.1	NP_001005210.2
OG0013419	XP_010590358.1	NP_056046.2
OG0013420	XP_010590359.1	NP_001305268.1
OG0013421	XP_023406409.1	NP_001317201.1
OG0013422	XP_010590377.1	NP_001074016.1
OG0013423	XP_023406415.1	NP_001363500.1
OG0013424	XP_023406680.1	NP_002325.2, XP_016873223.1
OG0013425	XP_003412305.1	NP_001254711.1
OG0013426	XP_003412309.1	NP_443086.1
OG0013427	XP_003412310.3	NP_476515.2
OG0013428	XP_023406458.1	NP_001243624.1
OG0013429	XP_023398118.1	NP_065109.1
OG0013430	XP_010600741.1	NP_001229766.1
OG0013431	XP_010600743.2	NP_002448.5
OG0013432	XP_010599968.1	NP_001165694.1
OG0013433	XP_023397586.1	NP_060631.2
OG0013434	XP_023397582.1	XP_047283943.1
OG0013435	XP_023397609.1	NP_003815.1
OG0013436	XP_023415280.1	NP_001339283.1
OG0013437	XP_003419441.1	NP_009034.2
OG0013438	XP_023415300.1	NP_001230679.1
OG0013439	XP_003419447.1	NP_003943.2
OG0013440	XP_023415510.1	NP_001159694.1
OG0013441	XP_010597304.1	XP_006718715.1
OG0013442	XP_003419449.1	NP_037378.1
OG0013443	XP_023415312.1	NP_066996.3
OG0013444	XP_023415314.1	NP_997237.2
OG0013445	XP_003419601.1	NP_055393.1
OG0013446	XP_023415323.1	NP_001397954.1
OG0013447	XP_010597317.1	NP_006319.1
OG0013448	XP_010597326.1	NP_065203.2
OG0013449	XP_003419628.1	NP_005137.1
OG0013450	XP_023415344.1	NP_006433.2
OG0013451	XP_010597328.1	NP_005429.1
OG0013452	XP_023415512.1	NP_058634.4
OG0013453	XP_003419632.1	NP_115569.2
OG0013454	XP_023415515.1	XP_006718549.1
OG0013455	XP_003419475.1	XP_047282918.1, NP_002410.1
OG0013456	XP_023415354.1	NP_203133.1
OG0013457	XP_023415517.1	NP_065731.3
OG0013458	XP_003419640.1	NP_001317237.1
OG0013459	XP_003419649.2	NP_005459.2, XP_011543008.1
OG0013460	XP_003419650.1	NP_037438.2
OG0013461	XP_003419652.1	NP_001658.2
OG0013462	XP_023415520.1	NP_612465.3
OG0013463	XP_010597365.1	XP_011543165.1
OG0013464	XP_023415411.1	XP_011543470.1
OG0013465	XP_003419504.2	XP_047282681.1
OG0013466	XP_023415529.1, XP_023415528.1	NP_473449.2
OG0013467	XP_003419688.1	XP_047282201.1
OG0013468	XP_010597410.1	NP_001073027.1
OG0013469	XP_010597411.2, XP_023415446.1	NP_981967.1
