Orthogroup	Loxodonta_africana	Urocitellus_parryii
OG0015144	XP_023395843.1	XP_026261909.1
OG0015145	XP_023395896.1	XP_026261873.1
OG0015146	XP_003408913.1	XP_026269436.1
OG0015147	XP_010586981.1	XP_026240989.1
OG0015148	XP_023402410.1	XP_026257230.1
OG0015149	XP_003420990.1	XP_026261859.1
OG0015150	XP_003421032.1	XP_026261910.1
OG0015151	XP_003420994.1	XP_026261838.1
OG0015152	XP_003421003.1	XP_026261849.1
OG0015153	XP_023395878.1	XP_026261863.1
OG0015154	XP_010598842.1	XP_026261894.1
OG0015155	XP_023395899.1	XP_026261905.1
OG0015156	XP_003421019.1	XP_026261847.1
OG0015157	XP_003421017.1	XP_026261915.1
OG0015158	XP_003408644.1	XP_026270126.1
OG0015159	XP_003408819.1	XP_026269963.1
OG0015160	XP_010586890.1	XP_026269556.1
OG0015161	XP_023401884.1	XP_026269994.1
OG0015162	XP_023402387.1	XP_026252180.1
OG0015163	XP_023401905.1	XP_026268436.1
OG0015164	XP_003408582.1	XP_026247718.1
OG0015165	XP_010586935.1	XP_026246868.1
OG0015166	XP_003408711.1	XP_026239880.1
OG0015167	XP_003408721.1	XP_026239921.1
OG0015168	XP_023402391.1	XP_026240973.1
OG0015169	XP_003408743.1	XP_026240985.1
OG0015170	XP_003408745.1	XP_026240982.1
OG0015171	XP_003408750.1	XP_026240926.1
OG0015172	XP_003408558.1	XP_026240897.1
OG0015173	XP_023402015.1	XP_026240868.1
OG0015174	XP_003408762.1	XP_026240909.1
OG0015175	XP_010587205.1	XP_026240884.1
OG0015176	XP_003408789.1	XP_026257571.1
OG0015177	XP_003408584.1	XP_026257748.1
OG0015178	XP_010587033.1	XP_026258179.1
OG0015179	XP_010587051.1	XP_026257547.1
OG0015180	XP_003408827.1	XP_026258510.1
OG0015181	XP_003408831.1	XP_026258092.1
OG0015182	XP_023402159.1	XP_026257879.1
OG0015183	XP_010587081.1	XP_026257070.1
OG0015184	XP_003408868.2	XP_026249993.1
OG0015185	XP_010587107.1	XP_026249990.1
OG0015186	XP_003408888.1	XP_026250044.1
OG0015187	XP_003408889.1	XP_026250007.1
OG0015188	XP_023402297.1	XP_026250051.1
OG0015189	XP_010598052.1	XP_026267554.1
OG0015190	XP_010587233.1	XP_026269582.1
OG0015191	XP_023402313.1	XP_026261299.1
OG0015192	XP_010587156.2	XP_026261290.1
OG0015194	XP_023402363.1	XP_026261255.1
OG0015195	XP_023402427.1	XP_026261338.1
OG0015196	XP_023402431.1	XP_026261306.1
OG0015197	XP_023402434.1	XP_026261293.1
OG0015198	XP_010587181.1	XP_026261326.1
OG0015200	XP_010592745.1	XP_026242610.1
OG0015201	XP_023409374.1	XP_026242861.1
OG0015202	XP_003414400.1	XP_026236039.1
OG0015203	XP_003417012.1	XP_026244545.1
OG0015204	XP_003423089.2	XP_026251325.1
OG0015205	XP_023412605.1	XP_026264189.1
OG0015206	XP_023409159.1	XP_026242852.1
OG0015208	XP_003414691.1	XP_026242931.1
OG0015209	XP_003414652.1	XP_026263588.1
OG0015210	XP_010592898.1	XP_026263093.1
OG0015211	XP_010600727.1	XP_026251263.1
OG0015212	XP_010595170.1	XP_026237122.1
OG0015213	XP_023412533.1	XP_026237123.1
OG0015214	XP_003417371.1	XP_026266555.1
OG0015216	XP_023412476.1	XP_026266505.1
OG0015217	XP_023412469.1	XP_026266507.1
OG0015218	XP_010595190.2	XP_026266589.1
OG0015219	XP_023412567.1	XP_026266537.1
OG0015220	XP_023412606.1	XP_026264203.1
OG0015221	XP_010595247.1	XP_026260564.1
OG0015222	XP_003417300.1	XP_026260584.1
OG0015224	XP_003417229.1	XP_026260668.1
OG0015225	XP_003417241.1	XP_026267492.1
OG0015226	XP_003417244.1	XP_026267498.1
OG0015227	XP_003417334.2	XP_026257134.1
OG0015228	XP_003417342.1	XP_026262421.1
OG0015229	XP_023412510.1	XP_026262431.1
OG0015230	XP_003417258.1	XP_026262438.1
OG0015231	XP_003417346.1	XP_026258071.1
OG0015232	XP_003417349.1	XP_026258046.1
OG0015233	XP_010595313.1	XP_026258015.1
OG0015234	XP_010595326.1	XP_026258044.1
OG0015235	XP_003414377.1	XP_026258018.1
OG0015236	XP_003414376.1	XP_026258020.1
OG0015237	XP_003414568.2	XP_026258053.1
OG0015238	XP_010592842.1	XP_026263994.1
OG0015239	XP_010592831.1	XP_026264006.1
OG0015240	XP_003414345.1	XP_026263990.1
OG0015241	XP_010592933.1	XP_026263989.1
OG0015242	XP_023409194.1	XP_026268168.1
OG0015243	XP_003414313.2	XP_026242823.1
OG0015244	XP_023409494.1	XP_026242619.1
OG0015245	XP_003414306.1	XP_026242909.1
OG0015246	XP_003414303.1	XP_026242829.1
OG0015247	XP_003414300.1	XP_026242870.1
OG0015248	XP_023409473.1	XP_026242481.1
OG0015249	XP_003414288.1	XP_026242557.1
OG0015250	XP_023409173.1	XP_026242868.1
OG0015251	XP_003414277.1	XP_026242910.1
OG0015252	XP_023409459.1	XP_026242877.1
OG0015253	XP_003414491.1	XP_026242598.1
OG0015254	XP_003414490.2	XP_026242876.1
OG0015255	XP_023409437.1	XP_026242893.1
OG0015256	XP_003414746.1	XP_026242487.1
OG0015257	XP_003414739.1	XP_026242652.1
OG0015258	XP_023409161.1	XP_026242537.1
OG0015259	XP_010592673.1	XP_026242525.1
OG0015260	XP_003414719.1	XP_026242798.1
OG0015261	XP_003414712.1	XP_026242751.1
OG0015262	XP_003414713.1	XP_026242752.1
OG0015263	XP_003414459.1	XP_026242879.1
OG0015264	XP_010592656.1	XP_026242503.1
OG0015265	XP_003414704.1	XP_026242818.1
OG0015266	XP_010592905.1	XP_026242563.1
OG0015267	XP_023409356.1	XP_026242853.1
OG0015268	XP_023409351.1	XP_026242886.1
OG0015269	XP_003414667.1	XP_026242642.1
OG0015270	XP_003414659.1	XP_026263087.1
OG0015271	XP_003414440.1	XP_026263580.1
OG0015272	XP_023409153.1	XP_026263581.1
OG0015273	XP_003414428.3	XP_026263136.1
OG0015274	XP_003414424.2	XP_026263146.1
OG0015275	XP_003414630.1	XP_026253841.1
OG0015276	XP_003414620.1	XP_026253848.1
OG0015277	XP_003414415.1	XP_026253846.1
OG0015278	XP_003414619.1	XP_026253844.1
OG0015279	XP_003414613.1	XP_026253855.1
OG0015280	XP_023409146.1	XP_026236037.1
OG0015281	XP_003414596.1	XP_026267660.1
OG0015282	XP_003414392.1	XP_026244688.1
OG0015283	XP_003414572.1	XP_026244675.1
OG0015284	XP_003416883.2	XP_026244787.1
OG0015285	XP_010594938.1	XP_026244662.1
OG0015286	XP_023411891.1	XP_026244678.1
OG0015287	XP_023411960.1	XP_026244640.1
OG0015288	XP_003417028.1	XP_026244627.1
OG0015289	XP_003417033.1	XP_026244592.1
OG0015290	XP_003416828.1	XP_026244775.1
OG0015291	XP_023411896.1	XP_026244613.1
OG0015292	XP_003417015.1	XP_026244575.1
OG0015293	XP_003416853.1	XP_026244577.1
OG0015294	XP_010594786.1	XP_026244632.1
OG0015295	XP_023412024.1	XP_026244615.1
OG0015296	XP_003416860.1	XP_026244734.1
OG0015297	XP_010594790.1	XP_026244711.1
OG0015298	XP_023411904.1	XP_026244659.1
OG0015299	XP_003416888.1	XP_026249741.1
OG0015300	XP_010594812.1	XP_026249710.1
OG0015301	XP_010600286.2	XP_026270991.1
OG0015303	XP_023398182.1	XP_026251214.1
OG0015304	XP_003423093.1	XP_026251239.1
OG0015306	XP_003423088.1	XP_026251273.1
OG0015307	XP_023397739.1	XP_026251286.1
OG0015308	XP_010600352.2	XP_026251375.1
OG0015309	XP_023397742.1	XP_026251264.1
OG0015310	XP_010598327.2	XP_026251204.1
OG0015311	XP_023395176.1	XP_026251287.1
OG0015312	XP_010598289.1	XP_026251373.1
OG0015313	XP_003422778.1	XP_026251281.1
OG0015314	XP_010585849.1	XP_026251378.1
OG0015315	XP_023400581.1	XP_026242249.1
OG0015316	XP_003407654.1	XP_026242333.1
OG0015318	XP_003407676.1	XP_026242129.1
OG0015319	XP_010585878.1	XP_026242029.1
OG0015320	XP_003407704.1	XP_026242036.1
OG0015321	XP_010585896.1	XP_026242272.1
OG0015323	XP_003407760.1	XP_026242182.1
OG0015324	XP_023401074.1	XP_026242323.1
OG0015325	XP_003407788.1	XP_026242015.1
OG0015326	XP_023401076.1	XP_026242304.1
OG0015327	XP_003407818.1	XP_026266148.1
OG0015329	XP_023413371.1	XP_026254274.1
OG0015330	XP_003405198.2	XP_026254275.1
OG0015331	XP_010596680.1	XP_026254158.1
OG0015332	XP_010597636.1	XP_026267243.1
OG0015334	XP_023408293.1	XP_026243038.1
OG0015335	XP_010596179.1	XP_026254129.1
OG0015336	XP_003405179.1	XP_026254087.1
OG0015337	XP_003405604.1	XP_026254260.1
OG0015338	XP_003405201.1	XP_026254182.1
OG0015339	XP_023413886.1	XP_026254167.1
OG0015340	XP_003405618.1	XP_026254225.1
OG0015341	XP_010596753.1	XP_026248761.1
OG0015342	XP_003405629.3	XP_026242461.1
OG0015343	XP_023414391.1	XP_026242470.1
OG0015344	XP_003405638.1	XP_026242432.1
OG0015345	XP_003405252.1	XP_026242460.1
OG0015346	XP_003405256.1	XP_026242387.1
OG0015347	XP_010597192.1	XP_026242459.1
OG0015348	XP_010597212.1	XP_026265144.1
OG0015349	XP_023398074.1	XP_026269388.1
OG0015350	XP_023398400.1	XP_026269365.1
OG0015351	XP_003422896.1	XP_026269384.1
OG0015353	XP_003419766.1	XP_026250070.1
OG0015354	XP_023415645.1	XP_026238115.1
OG0015355	XP_010597615.1	XP_026261718.1
OG0015356	XP_003419818.1	XP_026267256.1
OG0015357	XP_003419823.1	XP_026265957.1
OG0015358	XP_003419894.2	XP_026266002.1
OG0015359	XP_023415713.1	XP_026265940.1
OG0015360	XP_003405371.1	XP_026265771.1
OG0015361	XP_010598302.2	XP_026265767.1
OG0015362	XP_003405362.1	XP_026254383.1
OG0015363	XP_010599848.2	XP_026254282.1
OG0015364	XP_010591860.1	XP_026264380.1
OG0015365	XP_023395137.1	XP_026269397.1
OG0015366	XP_023408317.1	XP_026268341.1
OG0015367	XP_023411010.1	XP_026241534.1
OG0015368	XP_023411096.1	XP_026241483.1
OG0015369	XP_003416153.1	XP_026241533.1
OG0015370	XP_023413027.1	XP_026241554.1
OG0015371	XP_003417623.1	XP_026255717.1
OG0015372	XP_010595564.1	XP_026255674.1
OG0015373	XP_003417618.1	XP_026255696.1
OG0015374	XP_023412936.1	XP_026255697.1
OG0015375	XP_003413707.2	XP_026243025.1
OG0015376	XP_023408294.1	XP_026260915.1
OG0015377	XP_023398082.1	XP_026269382.1
OG0015378	XP_010597633.1	XP_026267246.1
OG0015379	XP_003419888.1, XP_023415697.1	XP_026267283.1
OG0015380	XP_003404514.1	XP_026269620.1
OG0015381	XP_003404553.1	XP_026254028.1
OG0015382	XP_023405151.1	XP_026257072.1
OG0015383	XP_003407723.1	XP_026254389.1
OG0015384	XP_003407665.1	XP_026243675.1
OG0015385	XP_010592128.1	XP_026254039.1
OG0015386	XP_010591378.1	XP_026237414.1
OG0015387	XP_023408760.1	XP_026268088.1
OG0015388	XP_023408059.1	XP_026268099.1
OG0015389	XP_003404751.1	XP_026268095.1
OG0015390	XP_003404743.1	XP_026268877.1
OG0015391	XP_003404741.1	XP_026268891.1
OG0015392	XP_003404737.2	XP_026253958.1
OG0015393	XP_003404533.1	XP_026271265.1
OG0015394	XP_010588716.1	XP_026251988.1
OG0015395	XP_003404510.1	XP_026264289.1
OG0015396	XP_010588505.1	XP_026264290.1
OG0015397	XP_010588279.2	XP_026255962.1
OG0015398	XP_023403964.1	XP_026255985.1
OG0015399	XP_003404827.2	XP_026255934.1
OG0015400	XP_010588926.1	XP_026255976.1
OG0015401	XP_003404548.1	XP_026253970.1
OG0015402	XP_003404832.1	XP_026253961.1
OG0015403	XP_010589169.1	XP_026266476.1
OG0015404	XP_023405096.1	XP_026257061.1
OG0015405	XP_003404566.1	XP_026257001.1
OG0015407	XP_003404571.1	XP_026257012.1
OG0015408	XP_023405235.1	XP_026256994.1
OG0015409	XP_003407398.1	XP_026247274.1
OG0015410	XP_003407393.1	XP_026254388.1
OG0015411	XP_010586226.1	XP_026254371.1
OG0015412	XP_010586220.1	XP_026253356.1
OG0015413	XP_003407697.1	XP_026254283.1
OG0015414	XP_003407375.1	XP_026243693.1
OG0015415	XP_023400978.1	XP_026243669.1
OG0015416	XP_023401128.1	XP_026243744.1
OG0015417	XP_023400964.1	XP_026243724.1
OG0015418	XP_003407349.1	XP_026270574.1
OG0015419	XP_023400940.1	XP_026270546.1
OG0015420	XP_003407347.1	XP_026235613.1
OG0015421	XP_003407346.1	XP_026270827.1
OG0015422	XP_010586149.1	XP_026235349.1
OG0015423	XP_023400926.1	XP_026235718.1
OG0015424	XP_003407641.2	XP_026234979.1
OG0015425	XP_023401095.1	XP_026271180.1
OG0015426	XP_003407914.1	XP_026235714.1
OG0015427	XP_023400893.1	XP_026270894.1
OG0015428	XP_003407898.1	XP_026271215.1
OG0015429	XP_023401120.1	XP_026235751.1
OG0015430	XP_003407893.1	XP_026270637.1
OG0015431	XP_003407892.1	XP_026270667.1
OG0015432	XP_003407624.1	XP_026271142.1
OG0015433	XP_010586106.1	XP_026235097.1
OG0015434	XP_003407614.1	XP_026270966.1
OG0015435	XP_023400847.1	XP_026236149.1
OG0015436	XP_023400833.1	XP_026246925.1
OG0015437	XP_003407582.1	XP_026246935.1
OG0015438	XP_010586047.1	XP_026246900.1
OG0015439	XP_003407854.1	XP_026246963.1
OG0015440	XP_023400808.1	XP_026249108.1
OG0015441	XP_003407834.1	XP_026249097.1
OG0015442	XP_023401110.1	XP_026264435.1
OG0015443	XP_023400767.1	XP_026264431.1
OG0015444	XP_003404230.1	XP_026239326.1
OG0015445	XP_003404493.1	XP_026250272.1
OG0015446	XP_003422500.1	XP_026270112.1
OG0015447	XP_023397449.1	XP_026270096.1
OG0015448	XP_003422498.1	XP_026270105.1
OG0015449	XP_023397412.1	XP_026270119.1
OG0015450	XP_003422496.1, XP_023407169.1	XP_026270122.1
OG0015451	XP_023397108.1	XP_026271244.1
OG0015452	XP_023397123.1	XP_026271206.1
OG0015453	XP_003422282.1	XP_026271145.1
OG0015454	XP_010599834.1	XP_026271174.1
OG0015455	XP_003422297.1	XP_026271165.1
OG0015456	XP_023397167.1	XP_026271146.1
OG0015457	XP_023397172.1	XP_026271193.1
OG0015458	XP_023395968.1	XP_026239407.1
OG0015459	XP_003421108.1	XP_026239395.1
OG0015460	XP_023395964.1	XP_026239469.1
OG0015461	XP_010586272.1	XP_026239499.1
OG0015462	XP_023400612.1	XP_026239323.1
OG0015463	XP_023401871.1	XP_026239366.1
OG0015464	XP_023401815.1	XP_026239241.1
OG0015465	XP_023401408.1	XP_026239142.1
OG0015466	XP_003403958.2	XP_026239351.1
OG0015467	XP_003403955.1	XP_026239157.1
OG0015468	XP_010585764.1	XP_026239353.1
OG0015469	XP_023401174.1	XP_026239377.1
OG0015470	XP_023398974.1	XP_026250256.1
OG0015471	XP_003404490.1	XP_026256686.1
OG0015472	XP_003404466.1	XP_026254750.1
OG0015473	XP_003404459.1	XP_026252602.1
OG0015474	XP_010584987.1	XP_026265313.1
OG0015475	XP_003404429.1	XP_026266774.1
OG0015476	XP_003404428.2	XP_026267043.1
OG0015477	XP_003404144.1	XP_026266261.1
OG0015478	XP_023409493.1	XP_026266813.1
OG0015479	XP_003404415.1	XP_026266469.1
OG0015480	XP_003404136.1	XP_026266959.1
OG0015481	XP_023399616.1	XP_026267011.1
OG0015482	XP_010587008.1	XP_026267131.1
OG0015483	XP_003404381.1	XP_026248532.1
OG0015484	XP_003404125.1	XP_026258320.1
OG0015485	XP_023398567.1	XP_026245441.1
OG0015486	XP_003422035.1	XP_026236103.1
OG0015487	XP_003422028.1	XP_026236536.1
OG0015488	XP_010587130.1	XP_026247144.1
OG0015489	XP_003404363.1	XP_026245428.1
OG0015490	XP_023400358.1	XP_026265634.1
OG0015491	XP_003415916.1	XP_026243067.1
OG0015492	XP_003422472.1	XP_026258809.1
OG0015494	XP_010599999.1	XP_026265659.1
OG0015495	XP_010589738.1	XP_026243143.1
OG0015496	XP_003411372.2	XP_026243297.1
OG0015497	XP_010592489.2	XP_026258384.1
OG0015498	XP_023401437.1	XP_026240729.1
OG0015499	XP_023401438.1	XP_026240581.1
OG0015500	XP_010586742.1	XP_026238911.1
OG0015501	XP_003408479.1	XP_026240334.1
OG0015502	XP_003408205.1	XP_026249660.1
OG0015503	XP_010586769.1	XP_026249670.1
OG0015504	XP_023401725.1	XP_026249659.1
OG0015505	XP_003408326.2	XP_026249652.1
OG0015506	XP_003408219.1	XP_026262462.1
OG0015507	XP_003408224.1	XP_026263187.1
OG0015508	XP_010586862.1	XP_026263152.1
OG0015510	XP_003422461.1	XP_026265658.1
OG0015511	XP_010600033.1	XP_026265546.1
OG0015514	XP_003422982.2	XP_026265556.1
OG0015515	XP_023408726.1	XP_026256293.1
OG0015516	XP_010600641.1	XP_026251065.1
OG0015517	XP_003411369.1	XP_026242452.1
OG0015518	XP_003415968.1	XP_026242385.1
OG0015519	XP_003415923.1	XP_026242091.1
OG0015520	XP_010593976.1	XP_026241226.1
OG0015521	XP_023410838.1	XP_026242028.1
OG0015523	XP_003415945.1	XP_026241740.1
OG0015524	XP_003415946.1	XP_026250812.1
OG0015526	XP_003414214.1	XP_026258362.1
OG0015527	XP_010592453.1	XP_026258354.1
OG0015528	XP_003414270.2	XP_026264265.1
OG0015529	XP_010592437.1	XP_026264269.1
OG0015531	XP_010586860.2	XP_026263644.1
OG0015532	NP_001267788.1	XP_026267481.1
OG0015533	XP_003407138.1	XP_026264712.1
OG0015534	XP_003407101.1	XP_026256040.1
OG0015535	XP_003407038.1	XP_026257356.1
OG0015538	XP_010585709.1	XP_026248573.1
OG0015540	XP_010585697.1	XP_026267469.1
OG0015541	XP_003407077.1	XP_026244529.1
OG0015542	XP_003407292.1	XP_026244527.1
OG0015543	XP_010585761.1	XP_026244494.1
OG0015544	XP_003407030.1	XP_026255168.1
OG0015545	XP_003407202.1	XP_026270834.1
OG0015546	XP_010585576.1	XP_026268843.1
OG0015547	XP_003407201.1	XP_026268836.1
OG0015548	XP_003407183.1	XP_026247329.1
OG0015549	XP_023400173.1	XP_026247359.1
OG0015550	XP_003407176.1	XP_026247327.1
OG0015551	XP_003407166.1	XP_026247357.1
OG0015552	XP_003407165.2	XP_026247314.1
OG0015553	XP_023400161.1	XP_026253041.1
OG0015556	XP_003407144.1	XP_026264459.1
OG0015557	XP_003407142.1	XP_026264022.1
OG0015558	XP_003407139.1	XP_026264312.1
OG0015559	XP_003407136.1	XP_026264690.1
OG0015560	XP_003407134.1	XP_026264294.1
OG0015561	XP_010585521.1	XP_026264304.1
OG0015562	XP_003407130.1	XP_026270603.1
OG0015563	XP_003406981.1	XP_026256013.1
OG0015564	XP_003407107.2	XP_026256032.1
OG0015565	XP_003407105.1	XP_026256033.1
OG0015566	XP_003407104.1	XP_026256037.1
OG0015567	XP_003407102.1	XP_026256036.1
OG0015569	XP_010585499.1	XP_026263251.1
OG0015571	XP_023400081.1	XP_026257337.1
OG0015572	XP_003407266.1	XP_026236688.1
OG0015573	XP_003407280.1	XP_026266353.1
OG0015574	XP_003407281.1	XP_026266350.1
OG0015575	XP_010585689.1	XP_026244509.1
OG0015576	XP_023410080.1	XP_026253522.1
OG0015577	XP_023410341.1	XP_026249291.1
OG0015579	XP_003411238.1	XP_026266465.1
OG0015580	XP_023410420.1	XP_026253589.1
OG0015581	XP_003423385.1	XP_026267801.1
OG0015582	XP_010599328.1, XP_023396419.1	XP_026267810.1
OG0015583	XP_003405287.1	XP_026247216.1
OG0015584	XP_023414270.1	XP_026240533.1
OG0015585	XP_023396429.1	XP_026267782.1
OG0015586	XP_003415381.1	XP_026266169.1
OG0015587	XP_003415380.1	XP_026266190.1
OG0015588	XP_003415583.1	XP_026266196.1
OG0015591	XP_010593525.1	XP_026249288.1
OG0015592	XP_010593523.2	XP_026249280.1
OG0015593	XP_003415539.1	XP_026249194.1
OG0015594	XP_010593499.1	XP_026249175.1
OG0015595	XP_023411434.1	XP_026262663.1
OG0015596	XP_003411125.1	XP_026238159.1
OG0015597	XP_003411127.1	XP_026238406.1
OG0015598	XP_003411133.1	XP_026237501.1
OG0015599	XP_003411243.1	XP_026253543.1
OG0015600	XP_003415627.1	XP_026253485.1
OG0015601	XP_023410440.1	XP_026253581.1
OG0015602	XP_003415608.2	XP_026253580.1
OG0015603	XP_010593675.1	XP_026253549.1
OG0015604	XP_003415599.1	XP_026253609.1
OG0015605	XP_023410083.1	XP_026253476.1
OG0015606	XP_010593588.1	XP_026253479.1
OG0015607	XP_003421627.2	XP_026267796.1
OG0015608	XP_003421622.1	XP_026267789.1
OG0015609	XP_010599298.2	XP_026267794.1
OG0015610	XP_003421652.1	XP_026269974.1
OG0015611	XP_003405262.1	XP_026265145.1, XP_026252780.1
OG0015612	XP_003405271.1	XP_026247198.1
OG0015613	XP_023414974.1	XP_026247202.1
OG0015614	XP_003405293.1	XP_026252954.1
OG0015615	XP_003405319.1	XP_026252704.1
OG0015616	XP_003405672.1	XP_026253794.1
OG0015617	XP_010595522.1	XP_026248513.1
OG0015618	XP_023412868.1	XP_026240495.1
OG0015620	XP_010595486.1	XP_026240481.1
OG0015621	XP_010595485.2	XP_026240518.1
OG0015622	XP_023414263.1	XP_026240520.1
OG0015623	XP_023414228.1	XP_026251744.1
OG0015624	XP_003415843.1	XP_026251624.1
OG0015625	XP_003415848.1	XP_026245520.1
OG0015626	XP_003405347.1	XP_026252483.1
OG0015627	XP_003418556.1	XP_026240522.1
OG0015628	XP_023406716.1	XP_026237544.1
OG0015630	XP_003410074.1	XP_026269622.1
OG0015632	XP_003412560.1	XP_026265132.1
OG0015633	XP_003412607.1	XP_026258696.1
OG0015634	XP_003420298.1	XP_026268487.1
OG0015635	XP_023394910.1	XP_026261204.1
OG0015636	XP_003420920.1	XP_026235704.1
OG0015637	XP_003418623.1	XP_026255262.1
OG0015638	XP_023414384.1	XP_026255263.1
OG0015640	XP_010598408.1	XP_026266970.1
OG0015643	XP_023403850.1	XP_026261967.1
OG0015644	XP_003422904.1	XP_026261972.1
OG0015645	XP_003412546.1	XP_026236065.1
OG0015646	XP_023406846.1	XP_026265105.1
OG0015647	XP_010590737.1	XP_026270035.1
OG0015649	XP_003412580.2	XP_026260476.1
OG0015650	XP_023406882.1	XP_026260512.1
OG0015651	XP_003412588.1	XP_026260475.1
OG0015652	XP_003412592.1	XP_026265235.1
OG0015653	XP_023406914.1, XP_010590788.1	XP_026258693.1
OG0015654	XP_003412381.1	XP_026245240.1
OG0015655	XP_010590831.1	XP_026245248.1
OG0015656	XP_003415869.1	XP_026238123.1
OG0015657	XP_023410764.1	XP_026238121.1
OG0015658	XP_003412010.1	XP_026235942.1
OG0015659	XP_010598441.1	XP_026265151.1
OG0015660	XP_010598078.1	XP_026254363.1
OG0015661	XP_003411935.1	XP_026270920.1
OG0015662	XP_023396914.1	XP_026269880.1
OG0015663	XP_003409498.1	XP_026259771.1
OG0015664	XP_023406173.1	XP_026267006.1
OG0015665	XP_003411948.1	XP_026240345.1
OG0015666	XP_003411860.1	XP_026262142.1
OG0015667	XP_003411965.1	XP_026254460.1
OG0015668	XP_003411968.1	XP_026248181.1
OG0015669	XP_023406355.1	XP_026263263.1
OG0015670	XP_003411982.1	XP_026257310.1
OG0015671	XP_023406356.1	XP_026242291.1
OG0015672	XP_010590347.2	XP_026270692.1
OG0015673	XP_010590296.1	XP_026265492.1
OG0015674	XP_003411992.1	XP_026245506.1
OG0015675	XP_023406309.1	XP_026266126.1
OG0015676	XP_023406330.1	XP_026262949.1
OG0015677	XP_010594154.2	XP_026255211.1
OG0015678	XP_003416120.1	XP_026251856.1
OG0015679	XP_010594166.1	XP_026261667.1
OG0015680	XP_010594177.1	XP_026238261.1
OG0015681	XP_003416139.1	XP_026265904.1
OG0015682	XP_003422047.1	XP_026269838.1
OG0015683	XP_003422068.1	XP_026269868.1
OG0015684	XP_023396890.1	XP_026237538.1
OG0015685	XP_003417447.1	XP_026235744.1
OG0015686	XP_010598247.1	XP_026265283.1
OG0015687	XP_010598250.1	XP_026269906.1
OG0015688	XP_010598259.1	XP_026269895.1
OG0015689	XP_023408584.1	XP_026251862.1
OG0015690	XP_003413743.1	XP_026253259.1
OG0015691	XP_003413742.1	XP_026253200.1
OG0015692	XP_023408561.1	XP_026253201.1
OG0015693	XP_003413628.1	XP_026253213.1
OG0015694	XP_003413727.1	XP_026267517.1
OG0015695	XP_003413724.1	XP_026267531.1
OG0015696	XP_003409646.1	XP_026249969.1
OG0015697	XP_003409651.1	XP_026249949.1
OG0015698	XP_023403267.1	XP_026249921.1
OG0015699	XP_003409658.3	XP_026263081.1
OG0015700	XP_003409673.1	XP_026236209.1
OG0015701	XP_003422015.2	XP_026238068.1
OG0015703	XP_023396813.1	XP_026236764.1
OG0015705	XP_003422012.1	XP_026236759.1
OG0015706	XP_003409554.1	XP_026259796.1
OG0015707	XP_003409514.1	XP_026259797.1
OG0015708	XP_003409507.1	XP_026259677.1
OG0015709	XP_023403242.1	XP_026249897.1
OG0015710	XP_003409631.1	XP_026249908.1
OG0015711	XP_003411861.1	XP_026270404.1
OG0015712	XP_023409732.1	XP_026235989.1
OG0015713	XP_003422422.1	XP_026267095.1
OG0015714	XP_003419445.1	XP_026252369.1
OG0015715	XP_010585449.1	XP_026268005.1
OG0015716	XP_023400007.1	XP_026266444.1
OG0015717	XP_023400012.1	XP_026243385.1
OG0015718	XP_003407233.1	XP_026240728.1
OG0015719	XP_023411611.1	XP_026256184.1
OG0015720	XP_003423118.1	XP_026237686.1
OG0015721	XP_003423117.1	XP_026235180.1
OG0015722	XP_023397984.1	XP_026235159.1
OG0015723	XP_003423281.1	XP_026235183.1
OG0015724	XP_023398116.1	XP_026235149.1
OG0015725	XP_023398111.1	XP_026235153.1
OG0015726	XP_023406513.1	XP_026260671.1
OG0015727	XP_003412342.1	XP_026260724.1
OG0015728	XP_010597442.2	XP_026267419.1
OG0015729	XP_003421386.2	XP_026262301.1
OG0015730	XP_010590360.1	XP_026254958.1
OG0015731	XP_003412286.1	XP_026254859.1
OG0015732	XP_003412285.2	XP_026254848.1
OG0015733	XP_003412301.1	XP_026254978.1
OG0015734	XP_023406433.1	XP_026254939.1
OG0015735	XP_010590404.1	XP_026254899.1
OG0015736	XP_003412311.1	XP_026254846.1
OG0015737	XP_003412158.1	XP_026254977.1
OG0015738	XP_003412315.1	XP_026254965.1
OG0015739	XP_010599967.2	XP_026235776.1
OG0015740	XP_023397352.1	XP_026269425.1
OG0015741	XP_010599974.1	XP_026267091.1
OG0015742	XP_023415504.1	XP_026252366.1
OG0015743	XP_023415311.1	XP_026252399.1
OG0015744	XP_003419456.1	XP_026252281.1
OG0015745	XP_003419607.1	XP_026252380.1
OG0015746	XP_003419617.1	XP_026252357.1
OG0015747	XP_003419616.1	XP_026252243.1
OG0015748	XP_023415340.1	XP_026252493.1
OG0015749	XP_003419623.1	XP_026252293.1
OG0015750	XP_003419463.1	XP_026252372.1
OG0015751	XP_003419629.1	XP_026252294.1
OG0015752	XP_003419637.1	XP_026252432.1
OG0015753	XP_003419635.1	XP_026252434.1
OG0015754	XP_010597357.1	XP_026252290.1
OG0015755	XP_023415379.1	XP_026252291.1
OG0015756	XP_003419483.1	XP_026252328.1
OG0015757	XP_023415372.1	XP_026252377.1
OG0015758	XP_003419489.1	XP_026252454.1
OG0015759	XP_023415524.1	XP_026270252.1
OG0015760	XP_003419494.1	XP_026270253.1
OG0015761	XP_010597489.1	XP_026263419.1
