Orthogroup	Loxodonta_africana	Echinops_telfairi
OG0014173	XP_023396776.1	XP_004696943.1
OG0014174	XP_003421987.1	XP_004697333.2
OG0014175	XP_010588686.1	XP_045142179.1
OG0014176	XP_023403938.1	XP_004706482.1
OG0014177	XP_023403923.1	XP_004711373.1
OG0014178	XP_010588652.1	XP_004711361.1
OG0014179	XP_003410368.1	XP_004713165.1
OG0014180	XP_003410365.1	XP_004718041.1
OG0014181	XP_023414859.1	XP_045140396.1
OG0014182	XP_003419064.1	XP_012861375.1
OG0014183	XP_010596947.1	XP_004696992.1
OG0014184	XP_010596959.1	XP_030744543.2
OG0014185	XP_023414876.1	XP_045140820.1
OG0014186	XP_023414934.1	XP_045140695.1
OG0014187	XP_003419031.1	XP_030744694.1
OG0014188	XP_003419076.1	XP_004696964.1
OG0014189	XP_003419081.1	XP_045140553.1
OG0014190	XP_023414911.1	XP_004696956.1
OG0014191	XP_003419085.1	XP_004696955.1
OG0014192	XP_010596983.2	XP_004696949.2
OG0014193	XP_023396792.1	XP_045140529.1
OG0014194	XP_023396780.1	XP_004696941.1
OG0014195	XP_023396770.1	XP_045140351.1
OG0014196	XP_003410463.1	XP_004716002.1
OG0014197	XP_010588820.1	XP_045151777.1
OG0014198	XP_023404371.1	XP_045140160.1
OG0014199	XP_003410537.1	XP_012860320.1
OG0014200	XP_003410536.1	XP_004703370.1
OG0014201	XP_003410445.2	XP_004703517.1
OG0014202	XP_003410437.1	XP_004703512.1
OG0014203	XP_003410435.1	XP_004703355.1
OG0014204	XP_023404275.1	XP_004703503.2
OG0014205	XP_010588775.2	XP_045140262.1
OG0014206	XP_023404297.1	XP_004703340.1
OG0014207	XP_003410516.1	XP_004703498.1
OG0014208	XP_003414236.1	XP_004703478.1
OG0014209	XP_010592368.1	XP_045140274.1
OG0014210	XP_010592395.1	XP_012860308.1
OG0014211	XP_003414156.1	XP_012860282.1
OG0014212	XP_023409095.1	XP_045140071.1
OG0014213	XP_023409107.1	XP_045140283.1
OG0014214	XP_023409111.1	XP_045139952.1
OG0014215	XP_003414198.1	XP_004703259.1
OG0014216	XP_003412879.2	XP_004712355.1
OG0014217	XP_003410242.2	XP_045142196.1
OG0014218	XP_003410389.1	XP_004706500.1
OG0014219	XP_003418986.1	XP_004706574.1
OG0014220	XP_003419011.1	XP_045142066.1
OG0014221	XP_003419015.1	XP_004706518.1
OG0014222	XP_023414836.1	XP_004706443.1
OG0014223	XP_010596923.2	XP_004706446.1
OG0014224	XP_023396173.1	XP_004706522.1
OG0014225	XP_003421292.1	XP_045142084.1
OG0014226	XP_010591268.1	XP_045142136.1
OG0014228	XP_010591257.1	XP_030740300.1
OG0014229	XP_003412908.1	XP_045142096.1
OG0014230	XP_023407259.1	XP_045142122.1
OG0014231	XP_023407537.1	XP_045142088.1
OG0014232	XP_003413029.1	XP_045142094.1
OG0014233	XP_003412885.1	XP_004709854.1
OG0014234	XP_010591226.1	XP_045150201.1
OG0014235	XP_023407467.1	XP_045143442.1
OG0014236	XP_010591202.1	XP_045143514.1
OG0014237	XP_023407465.1	XP_045143455.1
OG0014238	XP_010591198.1	XP_045143458.1
OG0014239	XP_023407445.1	XP_012862602.1
OG0014240	XP_023407242.1	XP_045143464.1
OG0014241	XP_023407412.1	XP_012862606.1
OG0014242	XP_023407401.1	XP_045143438.1
OG0014243	XP_023411307.1	XP_004704162.1
OG0014244	XP_003412959.2	XP_004713520.1
OG0014245	XP_023401149.1	XP_045141222.1
OG0014246	XP_003408192.1	XP_045141082.1
OG0014247	XP_023397714.1	XP_012864043.1
OG0014248	XP_010600335.1	XP_012864042.2
OG0014249	XP_003412917.1	XP_004708658.1
OG0014250	XP_003412923.1	XP_004708671.1
OG0014251	XP_003412927.1	XP_004713512.1
OG0014252	XP_003412931.2	XP_045152352.1
OG0014253	XP_010591116.1	XP_004713501.1
OG0014254	XP_003412941.1	XP_004713494.1
OG0014255	XP_023407236.1	XP_045152392.1
OG0014256	XP_003413064.1, XP_010591285.1	XP_004713530.1
OG0014257	XP_023407238.1	XP_004713481.2
OG0014258	XP_003412967.1	XP_004713517.1
OG0014259	XP_003412971.1	XP_004712350.1
OG0014261	XP_010594226.1	XP_045153602.1
OG0014262	XP_003416304.1	XP_045153603.1
OG0014263	XP_003416318.1	XP_004704294.2
OG0014264	XP_010594343.1	XP_045153604.1
OG0014265	XP_003416291.2	XP_030743513.1
OG0014266	XP_003416289.1	XP_004704142.1
OG0014267	XP_010594334.1	XP_045153606.1
OG0014268	XP_003416315.1	XP_045153516.1
OG0014269	XP_010594331.1	XP_004704135.1
OG0014270	XP_003416281.1	XP_004708640.1
OG0014271	XP_010586365.1	XP_004698478.2
OG0014272	XP_003416484.1	XP_004712575.1
OG0014273	XP_023413374.1	XP_030740645.2
OG0014274	XP_010595864.1	XP_045143307.1
OG0014275	XP_003417916.1	XP_012862462.1
OG0014276	XP_010595872.1	XP_004711713.1
OG0014277	XP_003417905.1	XP_004712248.1
OG0014278	XP_003416540.1	XP_004712277.1
OG0014279	XP_023411584.1	XP_004712249.2
OG0014280	XP_010594511.1	XP_004718136.2
OG0014281	XP_003416524.1	XP_030743030.2
OG0014282	XP_003416523.1	XP_004712533.1
OG0014283	XP_010594485.1	XP_012862659.1
OG0014284	XP_003416487.1	XP_004712534.1
OG0014285	XP_010594481.1	XP_030743038.2
OG0014286	XP_023396018.1	XP_045154634.1
OG0014287	XP_010599802.1	XP_004717458.2
OG0014288	XP_003406257.2	XP_030743214.1
OG0014290	XP_003406252.1	XP_045152387.1
OG0014291	XP_003406242.2	XP_004701516.1
OG0014292	XP_003406227.1	XP_004701533.1
OG0014293	XP_023398703.1	XP_045154496.1
OG0014294	XP_023398660.1	XP_045154757.1
OG0014295	XP_023398653.1	XP_045155390.1
OG0014296	XP_003406046.1	XP_045154009.1
OG0014297	XP_003406045.3	XP_004703842.1
OG0014298	XP_010601170.1	XP_045153973.1
OG0014299	XP_003405872.1	XP_045154579.1
OG0014300	XP_003405861.2	XP_004703967.2
OG0014301	XP_023398637.1	XP_045153928.1
OG0014302	XP_003405859.1	XP_045155497.1
OG0014303	XP_023398827.1	XP_012860404.1
OG0014304	XP_003405852.2	XP_004703817.1
OG0014305	XP_003405851.1	XP_004703818.1, XP_045155077.1
OG0014306	XP_023398826.1	XP_045153892.1
OG0014307	XP_010601142.2	XP_045154975.1
OG0014308	XP_023398823.1	XP_004703807.1
OG0014309	XP_003405840.1	XP_004703806.1
OG0014310	XP_003405838.1	XP_004703951.1
OG0014311	XP_010601119.2	XP_045153835.1
OG0014312	XP_003406025.1	XP_004703944.1
OG0014313	XP_003406259.1	XP_004701494.1
OG0014314	XP_003406249.2	XP_004701508.1
OG0014315	XP_023398575.1	XP_004701515.1
OG0014316	XP_023398566.1	XP_030743092.1
OG0014317	XP_003406014.1	XP_045153327.1
OG0014318	XP_010601087.1	XP_004701528.1
OG0014319	XP_010601082.1	XP_045152048.1
OG0014320	XP_003406226.1	XP_030743251.1
OG0014322	XP_003406123.1	XP_012859792.1
OG0014323	XP_010601053.1	XP_004701546.1
OG0014324	XP_010601021.1	XP_045151601.1
OG0014325	XP_003406210.1	XP_045150868.1
OG0014326	XP_003406205.1	XP_004701566.1
OG0014327	XP_003406204.1	XP_004701567.1
OG0014328	XP_003405995.2	XP_004701578.1
OG0014329	XP_003406195.2	XP_012859767.2
OG0014330	XP_003406179.1	XP_004701594.1
OG0014331	XP_023398020.1	XP_045151459.1
OG0014332	XP_023398051.1	XP_004701596.2
OG0014333	XP_003406173.2	XP_045152610.1
OG0014334	XP_003406152.1	XP_004701623.1
OG0014335	XP_023397775.1	XP_045152683.1
OG0014336	XP_010600539.1	XP_045152704.1
OG0014337	XP_003406137.1	XP_045153082.1
OG0014338	XP_003406130.2	XP_045151418.1
OG0014339	XP_003406127.1	XP_030743372.1
OG0014340	XP_010600435.1	XP_004701648.2
OG0014341	XP_023398804.1	XP_004701659.1
OG0014342	XP_023397314.1	XP_045150851.1
OG0014343	XP_010600302.1	XP_012859808.1
OG0014344	XP_010600270.1	XP_012859871.2
OG0014345	XP_003405942.1	XP_004701854.1
OG0014346	XP_010584670.1	XP_004701855.2
OG0014347	XP_010600249.1	XP_004701676.1
OG0014348	XP_023397020.1	XP_004701859.1
OG0014349	XP_023398802.1	XP_045150613.1
OG0014350	XP_010599962.1	XP_004701698.1
OG0014351	XP_003406087.1	XP_004701702.1
OG0014352	XP_003406085.1	XP_030743049.2
OG0014353	XP_003406084.1	XP_012859814.1
OG0014354	XP_003411908.1	XP_045142738.1
OG0014355	XP_023406150.1	XP_004707711.1
OG0014356	XP_003405952.1	XP_004701846.1
OG0014357	XP_003410880.1	XP_004706714.1
OG0014358	XP_023409723.1	XP_004716620.2
OG0014359	XP_023409924.1	XP_045154305.1
OG0014360	XP_023404075.1	XP_045154123.1
OG0014361	XP_023404078.1	XP_012859387.2
OG0014362	XP_003410320.1	XP_004700177.3
OG0014363	XP_023404933.1	XP_004706706.1
OG0014364	XP_023404946.1	XP_004706838.1
OG0014365	XP_010597710.1	XP_045154075.1
OG0014366	XP_010597723.2	XP_004699966.2
OG0014368	XP_003415257.1	XP_012861161.1
OG0014369	XP_003415070.1	XP_004706829.1
OG0014370	XP_003415068.1	XP_004706831.1
OG0014371	XP_003415251.1	XP_030743742.1
OG0014372	XP_003415246.1	XP_004716594.1
OG0014373	XP_023409722.1	XP_045154375.1
OG0014375	XP_023409719.1	XP_012863739.2
OG0014376	XP_010593165.1	XP_004714864.2
OG0014377	XP_023404070.1	XP_045154120.1
OG0014378	XP_010597725.1	XP_045154136.1
OG0014380	XP_010591041.1	XP_004715492.1
OG0014381	XP_003412733.1	XP_045152924.1
OG0014382	XP_003408483.2	XP_004697735.2
OG0014383	XP_003420557.1	XP_004713452.1
OG0014384	XP_023409686.1	XP_004710090.1
OG0014385	XP_003421280.2	XP_004715678.1
OG0014386	XP_003421744.1	XP_030744884.1
OG0014387	XP_023397666.1	XP_045146763.1
OG0014389	XP_023397733.1	XP_045151900.1
OG0014392	XP_023410910.1	XP_004710075.1
OG0014393	XP_023410968.1	XP_004710016.1
OG0014394	XP_010594072.1	XP_045146718.1
OG0014395	XP_003416022.1	XP_004710001.1
OG0014396	XP_003416017.1	XP_045146711.1
OG0014397	XP_023410952.1	XP_045146679.1
OG0014398	XP_003416076.1	XP_004709992.1
OG0014399	XP_023410941.1	XP_004710055.1
OG0014400	XP_010594050.1	XP_045146610.1
OG0014401	XP_023410933.1	XP_045146708.1
OG0014402	XP_003415999.1	XP_004709973.1
OG0014403	XP_003415997.1	XP_004709971.1
OG0014404	XP_023410918.1	XP_045146681.1
OG0014405	XP_003416103.1	XP_045146648.1
OG0014406	XP_023394890.1	XP_012863928.1
OG0014407	XP_010596055.1	XP_045145343.1
OG0014408	XP_023413714.1	XP_045145336.1
OG0014409	XP_010596029.1	XP_004713247.2
OG0014410	XP_003418020.1	XP_012862813.1
OG0014411	XP_023413677.1	XP_004713275.1
OG0014412	XP_023413684.1	XP_045144237.1
OG0014413	XP_023413612.1	XP_045144221.1
OG0014414	XP_003418088.1	XP_004713228.1
OG0014415	XP_023413608.1	XP_004713210.1
OG0014416	XP_023413629.1	XP_045144231.1
OG0014417	XP_023413606.1	XP_004713266.1
OG0014418	XP_010598210.1	XP_012862806.1
OG0014419	XP_023395118.1	XP_004713184.1
OG0014420	XP_003412739.1	XP_030743567.1
OG0014421	XP_010591044.1	XP_030743571.2
OG0014422	XP_003412790.1	XP_004715496.1
OG0014423	XP_003412779.1	XP_004716728.1
OG0014424	XP_010591014.1	XP_045146156.1
OG0014425	XP_010591013.1	XP_012863540.2
OG0014426	XP_003412818.3	XP_004715967.1
OG0014427	XP_023407199.1	XP_004715956.2
OG0014428	XP_023407197.1	XP_030743442.2
OG0014429	XP_003412752.1	XP_004714186.2
OG0014430	XP_003412749.1	XP_004714203.1
OG0014431	XP_003420068.1	XP_045146537.1
OG0014432	XP_003414869.1	XP_004717786.1
OG0014433	XP_023409584.1	XP_045154530.1
OG0014434	XP_010592987.1	XP_004710103.1, XP_045141795.1
OG0014435	XP_023409669.1	XP_045154499.1
OG0014436	XP_003414901.1	XP_045154487.1
OG0014437	XP_003414838.1	XP_004710142.1
OG0014438	XP_023409634.1	XP_045154492.1
OG0014439	XP_010592968.1	XP_012861982.2
OG0014440	XP_023409629.1	XP_004710129.2
OG0014441	XP_023409626.1	XP_004710121.1
OG0014442	XP_003414818.1	XP_004713099.1
OG0014443	XP_003414816.1	XP_004713103.2
OG0014444	XP_003414889.1	XP_004713116.1
OG0014445	XP_010592948.1	XP_012864106.2
OG0014447	XP_023395232.1	XP_045144274.1
OG0014448	XP_003420538.1	XP_004713422.1
OG0014449	XP_010598017.1	XP_004715657.2
OG0014450	XP_023396569.1	XP_004717634.1
OG0014451	XP_023396555.1	XP_045141418.1
OG0014452	XP_023396539.1	XP_004717616.1
OG0014453	XP_023396520.1	XP_045141435.1
OG0014454	XP_023396950.1	XP_045146506.1
OG0014455	XP_010592966.1	XP_045154536.1
OG0014456	XP_003418125.1	XP_045147932.1, XP_004704577.1
OG0014457	XP_023395727.1	XP_045144287.1
OG0014458	XP_003419930.1	XP_004700208.1
OG0014459	XP_010601106.1	XP_004701502.1
OG0014460	XP_003405037.1	XP_004703697.2
OG0014461	XP_003405043.1	XP_004706704.1
OG0014462	XP_023409294.1	XP_004707062.1
OG0014463	XP_010590384.1	XP_004708403.1
OG0014464	XP_003405471.3	XP_004711549.1
OG0014465	XP_010586303.1, XP_010586305.1, XP_010586309.2	XP_004712661.1
OG0014466	XP_003407510.1	XP_004712665.2
OG0014467	XP_010600574.2, XP_023414560.1	XP_004712722.1
OG0014468	XP_003417537.1	XP_004716321.1
OG0014469	XP_003422946.1, XP_023398030.1	XP_004717161.1
OG0014470	XP_003422240.2	XP_004717466.1
OG0014471	XP_003412754.1	XP_004717685.1
OG0014472	XP_010595464.1	XP_012863075.2
OG0014473	XP_003421908.1	XP_012863934.1
OG0014474	XP_010599485.1, XP_003421851.1	XP_012863942.1, XP_012864090.1
OG0014475	XP_023408606.1	XP_030740336.2
OG0014476	XP_003410717.3	XP_045151929.1
OG0014478	XP_023411690.1	XP_045140308.1
OG0014479	XP_023397037.1	XP_045140987.1
OG0014480	XP_023397376.1	XP_045142721.1
OG0014481	XP_023406616.1	XP_045146905.1
OG0014482	XP_023399356.1	XP_045148317.1
OG0014484	XP_023401758.1, XP_023401762.1	XP_045150711.1
OG0014484	XP_023400200.1	XP_045150845.1
OG0014486	XP_003417440.2	XP_045155612.1
OG0014487	XP_010592834.1	XP_045155884.1
OG0014508	XP_023395143.1	XP_030744339.1
OG0014509	XP_023411847.1	XP_004711937.1
OG0014510	XP_023411580.1	XP_004712250.1
OG0014511	XP_003414020.2	XP_004704460.2
OG0014512	XP_010595293.1	XP_004709384.1
OG0014513	XP_003420541.1	XP_004713426.1
OG0014514	XP_023414949.1	XP_045140404.1
OG0014515	XP_010599791.1	XP_004714619.1
OG0014516	XP_010594417.1	XP_004704775.1
OG0014517	XP_003411274.1	XP_004699379.1
OG0014518	XP_010586688.1	XP_004697783.1
OG0014519	XP_003420222.1	XP_004717790.1
OG0014520	XP_023404267.1	NP_001268234.1
OG0014521	XP_023403443.1	XP_004715232.1
OG0014522	XP_010590503.1	XP_030741687.1
OG0014523	XP_003407049.1	XP_045144750.1
OG0014524	XP_023395195.1	XP_045145304.1
OG0014525	XP_003405234.1	XP_004700854.1
OG0014527	XP_010585560.1	XP_004702721.1
OG0014528	XP_010598563.1	XP_045145753.1
OG0014529	XP_023409935.1	XP_030740975.1
OG0014530	XP_023397130.1	XP_004711752.1
OG0014531	XP_003418421.1	XP_004711990.1
OG0014532	XP_003414933.1	XP_045153891.1
OG0014533	XP_003404679.1	XP_004696818.1
OG0014534	XP_010591342.1	XP_004705436.2
OG0014535	XP_023404271.1	XP_004711900.1
OG0014536	XP_003408837.1	XP_004698789.1
OG0014537	XP_003417303.1	XP_004709194.1
OG0014540	XP_010594493.1	XP_004712525.1
OG0014541	XP_003411719.1	XP_004717004.1
OG0014542	NP_001267787.1	XP_004702435.1
OG0014543	XP_003415366.1	XP_004704995.1
OG0014544	XP_003414260.1	XP_004703264.1
OG0014545	XP_010589622.2	XP_004699657.1
OG0014546	XP_010591024.2	XP_030743359.2
OG0014547	XP_003414758.1	XP_004707191.1
OG0014548	XP_003411430.1	XP_004706360.1
OG0014549	XP_023400245.1	XP_004696373.1
OG0014550	XP_003406626.1	XP_004710439.1
OG0014551	XP_010590566.1	XP_004717129.1
OG0014552	XP_003416973.1	XP_004709242.1
OG0014553	XP_003422263.1	XP_004711748.1
OG0014554	XP_010600752.1, XP_023398038.1	XP_004717102.1
OG0014555	XP_010598753.1	XP_045144861.1
OG0014557	XP_023407612.1	XP_004705553.1
OG0014558	NP_001290189.1, XP_003405989.2	XP_004701798.2
OG0014560	XP_023409728.1	XP_012861150.1
OG0014561	XP_023414152.1	XP_045141667.1
OG0014562	XP_003410541.1	XP_004703389.1
OG0014563	XP_003404649.1	XP_004696782.1
OG0014564	XP_010598913.2	XP_045148903.1
OG0014565	XP_003419338.3	XP_045152631.1
OG0014566	XP_003417420.1	XP_045155442.1
OG0014567	XP_003406321.1	XP_004703079.1
OG0014568	XP_003419079.2	XP_004696961.1
OG0014569	XP_023411894.1	XP_004706967.1
OG0014571	XP_003421585.1	XP_004717530.1
OG0014573	XP_023412494.1	XP_004709328.1
OG0014574	XP_003421125.1	XP_004697605.1
OG0014575	XP_023402333.1	XP_004701992.1
OG0014576	XP_003416737.2	XP_045155221.1
OG0014579	XP_003414021.1	XP_004704353.1
OG0014581	XP_023408621.1	XP_012863996.3
OG0014582	XP_023414423.1	XP_045143008.1
OG0014583	XP_010597036.2	XP_012863787.1
OG0014584	XP_010588107.2	XP_004718123.2
OG0014585	XP_023415142.1	XP_045150474.1
OG0014586	XP_003407487.1	XP_004713338.1
OG0014587	XP_023403075.1	NP_001277387.1
OG0014588	XP_003414743.1	XP_004707176.1
OG0014589	XP_023398389.1	XP_012859583.3
OG0014590	XP_003408772.1	XP_012859180.2
OG0014591	XP_003408289.2	XP_004697542.1
OG0014592	XP_010598143.1	XP_004709781.1
OG0014593	XP_010598063.2	XP_004714075.1
OG0014594	XP_023401407.1	XP_004698473.1
OG0014595	XP_010586529.1	XP_004703726.2
OG0014596	XP_010586278.1	XP_004710798.1
OG0014597	XP_010593582.1	XP_004704973.2
OG0014598	XP_010587139.2	XP_030740867.1
OG0014599	XP_023402789.1	XP_030742741.1
OG0014600	XP_003412364.1	XP_004711663.1
OG0014601	XP_003413007.1	XP_004712291.2
OG0014602	XP_003407274.2	XP_004702626.1
OG0014603	XP_010584854.2	XP_012862149.1
OG0014605	XP_023409578.1	XP_004710135.1
OG0014606	XP_003422854.1	XP_004714052.1
OG0014607	XP_003418602.1	XP_045149119.1
OG0014608	XP_003419958.1	XP_004717200.1
OG0014609	XP_003405750.1	XP_004700047.1
OG0014610	XP_003415582.1	XP_004704981.1
OG0014611	XP_023414469.1	XP_004712785.1
OG0014613	XP_003410473.1	XP_012860311.2
OG0014614	XP_003404182.1	XP_004696615.2
OG0014615	XP_003407367.1	XP_004712416.1
OG0014616	XP_003410602.1	XP_012862230.1
OG0014617	XP_003414305.1	XP_004707244.1
OG0014619	XP_023397054.1, XP_010599785.1, XP_003404760.1	XP_004696919.1
OG0014620	XP_003413508.1	XP_004705482.1
OG0014621	XP_003407795.1	XP_004716520.1
OG0014622	XP_010592327.1	XP_004715203.1
OG0014623	XP_023410762.1	XP_004696183.1
OG0014624	XP_023415554.1	XP_004713692.1
OG0014625	XP_010589892.2	XP_004698261.1
OG0014626	XP_010598176.1	XP_030743325.2
OG0014627	XP_023412565.1	XP_045155797.1
OG0014628	XP_023415144.1	XP_012859936.1
OG0014629	XP_003410611.1	XP_004716062.1
OG0014632	XP_023412382.1	XP_004704640.1
OG0014634	XP_003414934.1	XP_004706804.1
OG0014635	XP_010586933.2	XP_004698639.1
OG0014636	XP_003421034.1	XP_004698958.1
OG0014637	XP_023414146.1	NP_001276970.1
OG0014638	XP_023414257.1	XP_004708794.1
OG0014639	XP_023408281.1	XP_030744340.1
OG0014640	XP_003406860.1	XP_004710431.1
OG0014641	XP_003421114.1	XP_030742064.2
OG0014642	XP_010596339.1	XP_004700606.1
OG0014643	XP_003408232.1	XP_004697452.1
OG0014644	XP_003410682.1	XP_004717444.1
OG0014645	XP_023402709.1	XP_045147555.1
OG0014646	XP_003415028.1	XP_004714786.1
OG0014647	XP_023413630.1	XP_045148127.1
OG0014648	XP_023409741.1	XP_045154304.1
OG0014650	XP_010586976.2	XP_004698687.1
OG0014651	XP_010598997.1	XP_004711414.1
OG0014652	XP_003405088.1	XP_004711508.3
OG0014653	XP_003405078.1	XP_004711417.1
OG0014654	XP_003414768.1	XP_012861312.1
OG0014655	XP_003414488.1	XP_004707199.1
OG0014656	XP_023401475.1	XP_045142342.1
OG0014658	XP_023397744.1	XP_004714046.1
OG0014659	XP_010591782.1	XP_004715598.1
OG0014660	XP_003412108.1	XP_004717180.1
OG0014661	XP_010590631.1	XP_004717181.1
OG0014662	XP_003415018.1	XP_004714785.1
OG0014663	XP_023396341.1, XP_003421494.1	XP_004717567.1
OG0014664	XP_010599235.2	XP_045146480.1
OG0014665	XP_010599251.1	XP_004717573.1
OG0014666	XP_023413221.1	XP_004705884.2
OG0014669	XP_010594430.1	XP_004704762.1
OG0014670	XP_003406326.1	XP_045151992.1
OG0014671	XP_010585425.2	XP_004704002.1
OG0014672	XP_003404081.1	XP_004702037.2
OG0014673	XP_003421616.1	XP_004714647.1
OG0014674	XP_003406896.1	XP_012862156.1, XP_030743536.1
OG0014675	XP_023399790.1	XP_004710424.1
OG0014676	XP_023399485.1	XP_045152210.1
OG0014677	XP_023399947.1	XP_045152077.1
OG0014678	XP_003406738.3	XP_004715990.1
OG0014679	XP_023399906.1	XP_012860217.1
OG0014680	XP_023399907.1	XP_045152004.1
OG0014681	XP_023399533.1	XP_004703063.1
OG0014682	XP_010585404.1	XP_004703164.3
OG0014683	XP_010585032.1	XP_004703052.2
OG0014684	XP_003404104.1	XP_004702038.1
OG0014686	XP_023410905.1	XP_045150657.1
OG0014687	XP_003404043.1	XP_045150528.1
OG0014688	XP_003404040.1	XP_030742709.2
OG0014689	XP_023402412.1	XP_004702029.1
OG0014690	XP_003403999.1	XP_004702025.1
OG0014691	XP_003404026.1	XP_045150516.1
OG0014692	XP_023406390.1	XP_045150431.1
OG0014694	XP_010601057.1	XP_004702176.1
OG0014695	XP_003404167.2	XP_004702002.1
OG0014696	XP_023401714.1	XP_030742699.1
OG0014697	XP_003419246.1	XP_004701991.1
OG0014698	XP_003404317.1	XP_004702258.1
OG0014699	XP_010595636.2	XP_004702071.2
OG0014700	XP_003404313.1	XP_045150234.1
OG0014701	XP_003404299.1	XP_012859941.2
OG0014702	XP_023395145.1	XP_045150559.1
OG0014703	XP_003404285.1	XP_045150282.1
OG0014704	XP_003404073.2	XP_030742590.1
OG0014705	XP_023400252.1	XP_004714645.1
OG0014706	XP_003407865.1	XP_030743767.1
OG0014707	XP_010585794.1	XP_045144395.1
OG0014708	XP_023400512.1	XP_045144462.1
OG0014709	XP_003407457.1	XP_004713868.1
OG0014710	XP_003420509.1	XP_004714604.1
OG0014711	XP_023395190.1	XP_004714515.1
OG0014712	XP_023395980.1	XP_004713977.2
OG0014713	XP_003421136.1	XP_004717791.1
OG0014714	XP_003406727.1	XP_030742251.1
OG0014715	XP_010585380.2	XP_030742074.1
OG0014717	XP_003406677.1	XP_004715773.2
OG0014718	XP_023399882.1	XP_004715769.1
OG0014719	XP_023399879.1	XP_012863458.1
OG0014720	XP_023399866.1	XP_045148380.1
OG0014721	XP_023399259.1	XP_004715739.1
OG0014722	XP_003406900.1	XP_004715691.2
OG0014723	XP_023399323.1	XP_045148330.1
OG0014724	XP_023399865.1	XP_012863442.1
OG0014725	XP_023399853.1	XP_004710518.2
OG0014727	XP_023399081.1	XP_045148554.1
OG0014730	XP_023399004.1	XP_045148567.1
OG0014731	XP_023399831.1	XP_045148756.1
OG0014732	XP_003406867.1	XP_045148575.1
OG0014733	XP_023399836.1	XP_045148578.1
OG0014734	XP_023399042.1	XP_004710472.1
OG0014735	XP_010584779.1	XP_045148590.1
OG0014736	XP_010584775.1	XP_045148718.1
OG0014737	XP_023399817.1	XP_030742029.1
OG0014738	XP_010585231.2	XP_004710456.1
OG0014739	XP_023398954.1	XP_004710451.1
OG0014740	XP_010585229.1	XP_012862084.1
OG0014741	XP_003406748.1	XP_004710449.1
OG0014742	XP_010585226.1	XP_045148597.1
OG0014743	XP_023399937.1	XP_004717978.1
OG0014744	XP_003406713.1	XP_004710447.1
OG0014745	XP_023398945.1	XP_045148604.1
OG0014746	XP_023399806.1	XP_012862072.2
OG0014747	XP_010584753.1	XP_045148608.1
OG0014748	XP_023399799.1	XP_045148614.1
OG0014749	XP_023398852.1	XP_045148628.1
OG0014751	XP_010598659.1	XP_004710409.1
OG0014752	XP_003420830.1	XP_004710393.1
OG0014753	XP_003420825.1	XP_004710553.1
OG0014754	XP_003420823.2	XP_004710381.1
OG0014755	XP_010598632.1	XP_004710377.1
OG0014756	XP_023395663.1	XP_045148520.1
OG0014757	XP_003420876.1	XP_004715819.1
OG0014759	XP_023397280.1	XP_045148810.1
OG0014760	XP_023397289.1	XP_004715871.1
OG0014761	XP_023397297.1	XP_045148969.1
OG0014762	XP_010599925.1	XP_045148847.1
OG0014763	XP_003420799.1	XP_045148741.1
OG0014764	XP_003420805.1	XP_004715850.1
OG0014765	XP_023395595.1	XP_045148413.1
OG0014766	XP_010594396.1	XP_004715882.1
OG0014767	XP_010594401.1	XP_004704971.1
OG0014768	XP_010594403.1	XP_012860656.1
OG0014769	XP_003404876.2	XP_004697123.1
OG0014770	XP_003408085.1	XP_004703771.1
OG0014771	XP_003410598.1	XP_004710945.1
OG0014772	XP_003410649.1	XP_004712673.1
OG0014773	XP_010589837.1	XP_004696755.1
OG0014774	XP_023407753.1	XP_004705193.1
OG0014776	XP_010588973.1	XP_004716157.1
OG0014777	XP_003410614.1	XP_004712694.1
OG0014778	XP_010589007.1	XP_004712697.2
OG0014780	XP_023404675.1	XP_045141573.1
OG0014782	XP_023404691.1	XP_045141550.1
OG0014783	XP_003410785.1	XP_045141519.1
OG0014784	XP_023404512.1	XP_045141525.1
OG0014785	XP_010588909.1	XP_004702358.1
OG0014786	XP_003410735.1	XP_045145941.1
OG0014787	XP_010592176.1	XP_004697077.1
OG0014788	XP_023408382.1	XP_045140729.1
OG0014789	XP_003404593.1	XP_004696728.1
OG0014790	XP_003404595.1	XP_004696730.1
OG0014791	XP_003404856.1	XP_004697091.1
OG0014792	XP_003404616.1	XP_004696738.1
OG0014793	XP_003404873.1	XP_004696753.1
OG0014794	XP_003404628.1	XP_004696754.2
OG0014795	XP_023401418.1	XP_004703672.1
OG0014796	XP_003407966.1	XP_004703674.1
OG0014797	XP_010586451.1	XP_004703658.1
OG0014798	XP_003408098.1	XP_004703654.1
OG0014799	XP_023401254.1	XP_004703643.1
OG0014800	XP_003408103.1	XP_004703641.1
OG0014801	XP_023401263.1	XP_045141046.1
OG0014802	XP_003408108.1	XP_004703635.1
OG0014803	XP_023401277.1	XP_045141061.1
OG0014804	XP_003408124.1	XP_045141076.1
OG0014805	XP_003417142.2	XP_004704694.1
OG0014806	XP_003416326.1	XP_004704695.1
OG0014807	XP_023411309.1	XP_004704696.1
OG0014808	XP_003416337.1	XP_045149831.1
OG0014809	XP_023411356.1	XP_004704720.1
OG0014810	XP_023411370.1	XP_045149541.1
OG0014811	XP_023411316.1	XP_045149742.1
