Orthogroup	Loxodonta_africana	Saimiri_boliviensis_boliviensis
OG0012239	XP_003416807.1	XP_039319792.1, XP_003929231.2
OG0012240	XP_023411927.1	XP_010338105.1
OG0012241	XP_003416953.1	XP_003929243.1
OG0012242	XP_003416951.1	XP_003929242.2
OG0012243	XP_023412191.1	XP_039332000.1
OG0012244	XP_003416954.1	XP_010338112.1
OG0012245	XP_010594897.1	XP_003929254.2
OG0012246	XP_003416961.1	XP_003929270.1
OG0012247	XP_023412222.1	XP_010338154.1
OG0012248	XP_023412226.1	XP_003929285.1
OG0012249	XP_010594987.1	XP_010338162.2
OG0012250	XP_010598454.1	XP_039332724.1
OG0012251	XP_010598455.1	XP_039331840.1
OG0012252	XP_010598446.1	XP_003929318.2
OG0012254	XP_023395385.1	XP_003929364.1
OG0012255	XP_003420720.1	XP_003929335.1
OG0012256	XP_003420716.1	XP_039332196.1
OG0012257	XP_023395505.1	XP_039331711.1
OG0012258	XP_003420706.1	XP_039331690.1
OG0012259	XP_003420704.1	XP_003929344.1
OG0012260	XP_003420728.2	XP_003929362.1
OG0012261	XP_003420699.1	XP_039332094.1
OG0012262	XP_003411190.1	XP_039329892.1
OG0012263	XP_023405265.1	XP_003921502.1
OG0012264	XP_023405269.1	XP_039329479.1
OG0012266	XP_010589520.1	XP_003921535.1
OG0012267	XP_010589523.1	XP_039329782.1
OG0012268	XP_023405299.1	XP_039329516.1
OG0012269	XP_003411108.1	XP_003921572.1
OG0012270	XP_023405325.1	XP_003921570.1
OG0012271	XP_010589546.1	XP_003921574.1
OG0012272	XP_010589548.1	XP_003921577.1
OG0012273	XP_003411118.2	XP_039330143.1
OG0012274	XP_023405353.1	XP_010347167.1
OG0012275	XP_010589565.1	XP_003921594.1
OG0012276	XP_023405426.1	XP_039330060.1
OG0012277	XP_010589573.2	XP_039330138.1
OG0012278	XP_023407948.1	XP_003939722.1
OG0012280	XP_010591476.1	XP_039330390.1
OG0012281	XP_023407911.1	XP_039330059.1
OG0012283	XP_023408275.1	XP_003939686.2
OG0012284	XP_023407907.1	XP_003939687.1
OG0012285	XP_003413546.1	XP_039330516.1
OG0012286	XP_003413542.1	XP_010348587.1
OG0012287	XP_003413242.1	XP_010348582.1
OG0012288	XP_023408270.1	XP_039330419.1
OG0012289	XP_003413534.1	XP_039330415.1
OG0012290	XP_023408268.1	XP_003927975.3
OG0012291	XP_003413224.1	XP_039330146.1
OG0012292	XP_023413774.1	XP_003944618.2
OG0012293	XP_023413790.1	XP_039316245.1
OG0012294	XP_023413756.1	XP_039331366.1
OG0012295	XP_003418102.1	XP_039334674.1
OG0012296	XP_023413836.1	XP_039330304.1
OG0012297	XP_003418108.1	XP_003922886.2
OG0012298	XP_003418114.2	XP_003922881.2
OG0012299	XP_003418116.2	XP_003922878.1
OG0012300	XP_003418118.1	XP_039317062.1, XP_039325444.1
OG0012301	XP_023413863.1	XP_010331990.1
OG0012302	XP_023413866.1	XP_010331975.2
OG0012303	XP_023413876.1	XP_039315891.1
OG0012304	XP_010596182.2	XP_039330547.1
OG0012305	XP_003418129.2	XP_039332433.1
OG0012306	XP_023413758.1	XP_039336570.1
OG0012307	XP_023413887.1	XP_039318086.1
OG0012308	XP_023413891.1	XP_039336457.1
OG0012309	XP_003418207.2	XP_003938109.1
OG0012310	XP_010595147.1	XP_003944665.1
OG0012311	XP_010595146.1	XP_003944666.1
OG0012312	XP_010595122.1	XP_003939962.1
OG0012313	XP_003417128.1	XP_010349001.2
OG0012314	XP_003417206.3	XP_003939975.2
OG0012315	XP_010595108.1	XP_003939978.1
OG0012316	XP_023412424.1	XP_003939996.1
OG0012317	XP_023412274.1	XP_039332607.1
OG0012318	XP_003417100.1	XP_039336576.1
OG0012319	XP_023412273.1	XP_010349008.2
OG0012320	XP_010595062.1	XP_010345129.1
OG0012321	XP_010595053.1	XP_003936366.2, XP_039333938.1
OG0012322	XP_003417077.2	XP_003936367.1, XP_039333924.1
OG0012323	XP_023412268.1	XP_039333798.1
OG0012324	XP_003417172.1	XP_003936395.2
OG0012325	XP_010595030.2	XP_003936344.1
OG0012326	XP_003417226.1	XP_003936343.2
OG0012327	XP_003417170.1	XP_010345082.1
OG0012328	XP_010595033.1	XP_039319827.1
OG0012329	XP_023412265.1	XP_010345053.1
OG0012331	XP_003420707.1	XP_003929357.2
OG0012332	XP_003411089.1	XP_003921521.2
OG0012333	XP_023413852.1	XP_010332059.1
OG0012334	XP_023413063.1	XP_003928443.1
OG0012336	XP_023413326.1	XP_039333766.1
OG0012337	XP_003418483.2	XP_003933364.2
OG0012338	XP_003411276.1	XP_003921454.2
OG0012339	XP_023413282.1	XP_039334047.1
OG0012340	XP_023413067.1	XP_010337523.2
OG0012341	XP_023413076.1	XP_010337309.2
OG0012342	XP_023413080.1	XP_010337510.2
OG0012343	XP_023405414.1	XP_010345828.2
OG0012345	XP_010594610.2	XP_039316562.1
OG0012346	XP_003416598.1	XP_039316631.1
OG0012347	XP_003416692.1	XP_039316674.1
OG0012348	XP_023411800.1	XP_039316672.1
OG0012349	XP_023411615.1	XP_039316648.1
OG0012350	XP_023411812.1	XP_003934157.2
OG0012351	XP_003416601.1	XP_003934160.1
OG0012352	XP_010594693.1	XP_039316242.1
OG0012353	XP_023411816.1	XP_039316394.1
OG0012354	XP_023411598.1	XP_003934185.1
OG0012355	XP_010594535.1	XP_039316385.1
OG0012356	XP_010594534.1	XP_010343144.2
OG0012357	XP_003416607.1	XP_003934189.1
OG0012358	XP_023411597.1	XP_039316670.1
OG0012359	XP_023397506.1	XP_039316439.1
OG0012361	XP_023397509.1	XP_010343024.2
OG0012362	XP_023397508.1	XP_003934232.2
OG0012363	XP_023397458.1	XP_010343025.1
OG0012364	XP_003422544.1	XP_039316497.1
OG0012365	XP_003422563.1	XP_003934237.1
OG0012366	XP_023397498.1	XP_003934252.1
OG0012367	XP_023411733.1	XP_039316213.1
OG0012368	XP_023411683.1	XP_039316238.1
OG0012369	XP_003416641.1	XP_039323664.1
OG0012370	XP_023411675.1	XP_010329920.2
OG0012371	XP_023411602.1	XP_003943801.1
OG0012372	XP_023411662.1	XP_039326211.1
OG0012373	XP_023411666.1	XP_010329926.1
OG0012374	XP_003418835.1	XP_003930093.1
OG0012375	XP_023414746.1	XP_003930096.1
OG0012376	XP_023414781.1	XP_039334095.1
OG0012377	XP_003418909.1	XP_010339156.2
OG0012378	XP_010596826.1	XP_010338972.1
OG0012379	XP_010596875.1	XP_003930125.1
OG0012380	XP_023414777.1	XP_003930128.1
OG0012381	XP_023414697.1	XP_010338990.1
OG0012382	XP_023414690.1	XP_003930137.1
OG0012383	XP_010596808.1	XP_010339003.1
OG0012384	XP_010596803.1	XP_003930162.1
OG0012385	XP_003418890.1	XP_003930163.1
OG0012386	XP_010596870.1	XP_003930164.2
OG0012387	XP_003418970.1	XP_003930180.1
OG0012388	XP_010596869.1	XP_003928769.1
OG0012389	XP_003418969.2	XP_003928763.1
OG0012390	XP_023414670.1	XP_039333985.1
OG0012391	XP_023414772.1	XP_003930273.1
OG0012392	XP_023414771.1	XP_039333995.1
OG0012393	XP_003418870.1	XP_010339093.1
OG0012394	XP_003418869.1	XP_003930255.1
OG0012395	XP_003418951.2	XP_003930240.2
OG0012396	XP_010596750.1	XP_039334052.1
OG0012397	XP_003418862.1	XP_003930229.1
OG0012398	XP_023414594.1	XP_003930221.2
OG0012399	XP_003418944.1	XP_039334311.1
OG0012400	XP_003418856.2	XP_010339070.1
OG0012401	XP_003418857.1	XP_003930215.1
OG0012402	XP_003418853.1	XP_003930207.1
OG0012404	XP_023414574.1	XP_010339041.1
OG0012405	XP_023414571.1	XP_039334107.1
OG0012406	XP_003418848.1	XP_010339030.1
OG0012407	XP_023414761.1	XP_010339025.1
OG0012408	XP_003421934.1	XP_039334210.1
OG0012409	XP_003421931.1	XP_039333976.1
OG0012410	XP_010599536.1	XP_003928805.1
OG0012411	XP_003421933.1	XP_039334118.1
OG0012412	XP_023413097.1	XP_039334175.1
OG0012413	XP_010595597.1	XP_003928801.1
OG0012414	XP_023413117.1	XP_039333698.1
OG0012415	XP_023413135.1	XP_010337687.1
OG0012416	XP_023413140.1	XP_010337670.1
OG0012417	XP_003417674.1	XP_003928772.1
OG0012418	XP_010595632.1	XP_039334194.1
OG0012419	XP_023413170.1	XP_010337447.2
OG0012420	XP_010595640.1	XP_039333939.1
OG0012421	XP_010595646.2	XP_003928533.1
OG0012422	XP_023413052.1	XP_003928526.1
OG0012424	XP_010595657.2	XP_039333772.1
OG0012426	XP_010595691.1	XP_039333756.1
OG0012427	XP_023413260.1	XP_039333809.1
OG0012428	XP_003417718.1	XP_010337352.1
OG0012429	XP_023413279.1	XP_003928451.1
OG0012430	XP_023413286.1	XP_039334326.1
OG0012431	XP_023413294.1	XP_003928465.2
OG0012432	XP_023413069.1	XP_010337524.1
OG0012434	XP_003417828.1	XP_003928428.1
OG0012435	XP_023413081.1	XP_010337278.1
OG0012436	XP_023413337.1	XP_039333867.1
OG0012437	XP_023413085.1	XP_039333786.1
OG0012438	XP_023413338.1	XP_039333795.1
OG0012439	XP_003417842.1	XP_039333797.1
OG0012440	XP_003417755.1	XP_003928388.1
OG0012441	XP_023413093.1	XP_003928576.2
OG0012442	XP_010587865.1	XP_010342317.1
OG0012443	XP_003412666.1	XP_010328364.1
OG0012444	XP_010587862.1	XP_010342311.1
OG0012445	XP_010587855.1	XP_010342304.1
OG0012446	XP_023403208.1	XP_003933452.1
OG0012447	XP_003409590.1	XP_039316809.1
OG0012448	XP_003409584.1	XP_003933437.1
OG0012449	XP_003409582.1	XP_003933435.1
OG0012450	XP_023403196.1	XP_003933432.1
OG0012451	XP_003409579.1	XP_039316844.1
OG0012452	XP_010587809.1	XP_039316763.1
OG0012453	XP_003409570.1	XP_003933310.2
OG0012454	XP_023403177.1	XP_003933321.2
OG0012455	XP_003418522.1	XP_003933322.1
OG0012456	XP_023414159.1	XP_039316793.1
OG0012457	XP_023414164.1	XP_039316702.1
OG0012458	XP_003418521.1	XP_039316903.1
OG0012459	XP_003418505.1	XP_010342145.2
OG0012460	XP_023414168.1	XP_010342148.1
OG0012461	XP_003418507.1	XP_003933344.1
OG0012462	XP_003418524.1	XP_039316697.1
OG0012463	XP_010596406.2	XP_039316841.1
OG0012464	XP_023414173.1	XP_010342153.1
OG0012465	XP_010596414.1	XP_003933356.3
OG0012466	XP_003418532.1	XP_003933357.1
OG0012467	XP_010589440.1	XP_010329426.1
OG0012468	XP_003411253.1	XP_003921398.1
OG0012469	XP_023405186.1	XP_003921405.1
OG0012470	XP_023405187.1	XP_003921408.3
OG0012471	XP_003411262.1	XP_003921414.2
OG0012472	XP_003411266.1	XP_010345487.2
OG0012473	XP_023405215.1	XP_010345543.1
OG0012474	XP_010589478.1	XP_039329974.1
OG0012475	XP_010589481.1	XP_003921443.1
OG0012476	XP_003411273.1	XP_010345707.2
OG0012477	XP_010589484.1	XP_003921447.1
OG0012478	XP_003411275.1	XP_003921449.1
OG0012479	XP_010589496.1	XP_003921469.1
OG0012480	XP_023405246.1	XP_010345975.1
OG0012481	XP_003410178.3	XP_003930481.2
OG0012482	XP_003410900.1	XP_010334357.2
OG0012483	XP_003410285.2	XP_003938349.1
OG0012484	XP_003410264.1	XP_003938319.1
OG0012485	XP_023409754.1	XP_003941924.3
OG0012486	XP_003411028.3	XP_003925027.3, XP_039315867.1
OG0012487	XP_003406800.1	XP_003924807.1
OG0012488	XP_023403969.1	XP_010347193.2
OG0012489	XP_003410280.1	XP_010347188.1
OG0012490	XP_003410268.1	XP_039321917.1
OG0012491	XP_023404023.1	XP_003938324.2
OG0012492	XP_010588506.1	XP_003938317.1
OG0012493	XP_003410255.1	XP_003938301.2
OG0012494	XP_010588499.1	XP_003938298.1
OG0012495	XP_023403986.1	XP_039322176.1
OG0012496	XP_010588700.1	XP_003944187.1
OG0012497	XP_023404122.1	XP_039319373.1
OG0012498	XP_010588717.1	XP_003930472.1
OG0012499	XP_010588721.1	XP_003930455.1
OG0012500	XP_023397406.1	XP_039319376.1
OG0012501	XP_023394435.1	XP_003930411.1
OG0012502	XP_010597246.1	XP_003932260.1
OG0012503	XP_010589268.1	XP_010334362.1
OG0012504	XP_003411012.1	XP_039336567.1
OG0012505	XP_023404906.1	XP_003925352.1
OG0012506	XP_023404961.1	XP_003925343.1
OG0012507	XP_010589245.1	XP_003925332.1
OG0012508	XP_003410914.1	XP_003925375.1
OG0012509	XP_010589292.1	XP_010334475.2
OG0012510	XP_003410931.1	XP_003925393.1
OG0012511	XP_003411031.1	XP_010334404.1
OG0012512	XP_023404911.1	XP_003925488.2
OG0012513	XP_010589309.1	XP_039315895.1
OG0012514	XP_003410937.1	XP_003925404.1
OG0012515	XP_003415101.1	XP_003925432.1
OG0012516	XP_003415103.2	XP_003925436.3
OG0012517	XP_003414930.1	XP_003928157.1
OG0012518	XP_010593235.1	XP_003928137.1
OG0012519	XP_023405081.1	XP_039320240.1
OG0012520	XP_010589344.1	XP_039320237.1
OG0012521	XP_010589353.1	XP_003935378.1
OG0012522	XP_023405094.1	XP_039320259.1
OG0012523	XP_003410968.1	XP_039320221.1
OG0012524	XP_003410972.1	XP_039320187.1
OG0012525	XP_010589362.1	XP_039320172.1
OG0012526	XP_023405104.1	XP_003930339.2
OG0012527	XP_003410977.1	XP_010339334.2
OG0012528	XP_003410979.1	XP_003930344.1
OG0012529	XP_023404894.1	XP_039320135.1
OG0012530	XP_003410986.1	XP_003930358.3
OG0012531	XP_003410989.1	XP_003945184.2, XP_039328167.1
OG0012532	XP_003410990.2	XP_003930362.1
OG0012533	XP_003415206.2	XP_003937897.2
OG0012534	XP_023409707.1	XP_003937891.2
OG0012535	XP_003415199.1	XP_003921830.1, XP_039316026.1
OG0012536	XP_003415198.1	XP_010346761.2
OG0012537	XP_003415187.1	XP_010346911.2
OG0012538	XP_023409702.1	XP_010346698.1
OG0012539	XP_010593112.2	XP_003937847.1
OG0012540	XP_003415170.1	XP_003937825.1
OG0012541	XP_003415151.1	XP_003937806.1
OG0012542	XP_023409782.1	XP_003941910.1
OG0012543	XP_023409755.1	XP_010327934.2
OG0012544	XP_003415133.1	XP_003941928.1
OG0012545	XP_023399915.1	XP_003924751.1
OG0012546	XP_023399646.1	XP_010333917.2
OG0012547	XP_023399645.1	XP_039319581.1
OG0012548	XP_010585414.1	XP_039319444.1
OG0012549	XP_010585065.1	XP_003924768.1
OG0012550	XP_003406791.1	XP_003924786.1
OG0012551	XP_010585417.1	XP_039319646.1
OG0012552	XP_010585089.1	XP_039319707.1, XP_003923950.2
OG0012553	XP_003406386.1	XP_003924801.1
OG0012554	XP_023399918.1	XP_039319680.1
OG0012555	XP_003406393.1	XP_039319824.1
OG0012556	XP_003406402.1	XP_010333794.1
OG0012557	XP_003406406.1	XP_039319754.1
OG0012558	XP_003406407.1	XP_039319566.1
OG0012559	XP_023399701.1	XP_039319813.1
OG0012560	XP_010585118.1	XP_039319537.1
OG0012561	XP_003406815.1	XP_039319650.1
OG0012562	XP_023399925.1	XP_003924837.1
OG0012563	XP_010585424.1	XP_003924844.1
OG0012564	XP_003406414.1	XP_003924845.1
OG0012565	XP_023399737.1	XP_003924855.2
OG0012566	XP_023399928.1	XP_010333872.2
OG0012567	XP_010585148.1	XP_003924889.1
OG0012568	XP_010585432.1	XP_003924900.1
OG0012569	XP_010585154.1	XP_003924901.1
OG0012570	XP_003406434.1	XP_003924902.1
OG0012571	XP_010585162.1	XP_039319488.1
OG0012572	XP_003408556.1	XP_003924468.1
OG0012573	XP_003408811.1	XP_003924586.1
OG0012574	XP_023402284.1	XP_003939894.1
OG0012575	XP_010598801.1	XP_003924385.1
OG0012576	XP_003420985.1	XP_003924384.1
OG0012577	XP_003420992.1	XP_010333349.1
OG0012578	XP_023395891.1	XP_039324580.1
OG0012579	XP_023395856.1	XP_010333331.1
OG0012580	XP_010598833.1	XP_010333318.1
OG0012581	XP_010598841.1	XP_003924338.1
OG0012582	XP_003421014.1	XP_003924312.2
OG0012583	XP_010598852.1	XP_010333289.1
OG0012584	XP_003408766.1	XP_003924275.1
OG0012585	XP_003408748.1	XP_003924277.1
OG0012586	XP_010586883.1	XP_039325257.1
OG0012587	XP_010586885.1	XP_003923842.1
OG0012588	XP_003408908.1	XP_003924252.1
OG0012589	XP_023401886.1	XP_003924246.1
OG0012590	XP_003408506.2	XP_039324878.1
OG0012591	XP_003408516.1	XP_039325330.1
OG0012592	XP_023401898.1	XP_010339411.1
OG0012593	XP_010586916.1	XP_003930608.1
OG0012594	XP_003408564.1	XP_003930606.1
OG0012595	XP_003408586.1	XP_003930600.1
OG0012596	XP_023401912.1	XP_003930599.1
OG0012597	XP_003408525.1	XP_003930596.1
OG0012598	XP_023401915.1	XP_039324929.1
OG0012599	XP_023401919.1	XP_003930589.1
OG0012600	XP_023401921.1	XP_039324918.1
OG0012601	XP_003408640.1	XP_010339384.1
OG0012602	XP_003408643.2	XP_003930579.1
OG0012603	XP_023402389.1	XP_010339381.2
OG0012604	XP_003408661.1	XP_003930635.2
OG0012605	XP_003408675.1	XP_039325026.1
OG0012606	XP_010586944.1	XP_003930564.1
OG0012607	XP_003408693.1	XP_039324663.1
OG0012608	XP_010586947.1	XP_039324585.1
OG0012609	XP_010586966.1	XP_039325269.1
OG0012610	XP_003408724.1	XP_039324955.1
OG0012611	XP_003408728.1	XP_010339426.2
OG0012612	XP_003408738.1	XP_003924448.1
OG0012613	XP_023402390.1	XP_010333436.1
OG0012614	XP_010586980.1	XP_039325224.1
OG0012615	XP_003408552.3	XP_003924460.1
OG0012616	XP_003408744.1	XP_003924464.1
OG0012617	XP_023402022.1	XP_003924482.1
OG0012618	XP_003408767.1	XP_003924497.1
OG0012619	XP_003408563.1	XP_010333479.1
OG0012620	XP_003408768.1	XP_003924501.1
OG0012621	XP_023402405.1	XP_003924510.1
OG0012622	XP_003408773.1	XP_010333492.1
OG0012623	XP_003408569.2	XP_010333495.1
OG0012624	XP_023402066.1	XP_003924521.1
OG0012625	XP_003408782.1	XP_003924525.2
OG0012626	XP_023402406.1	XP_003924529.1
OG0012627	XP_023402085.1	XP_039325100.1
OG0012628	XP_023402086.1	XP_003924541.2, XP_039323958.1
OG0012629	XP_010587022.1	XP_039325116.1
OG0012630	XP_023402104.1	XP_010333542.1
OG0012631	XP_003408797.1	XP_039324643.1
OG0012632	XP_003408801.1	XP_003924561.3
OG0012633	XP_023402123.1	XP_039324840.1
OG0012634	XP_023402126.1	XP_003924584.1
OG0012635	XP_023402136.1	XP_003924602.1
OG0012636	XP_023402145.1	XP_010333609.2
OG0012637	XP_023402142.1	XP_003924618.1
OG0012638	XP_023402170.1	XP_010333618.2
OG0012639	XP_003408610.1	XP_003924643.1
OG0012640	XP_010587093.1	XP_039325121.1
OG0012641	XP_003408864.1	XP_010348886.1
OG0012642	XP_003408871.1	XP_010348867.2
OG0012643	XP_003408894.1	XP_039325068.1
OG0012645	XP_023402324.1	XP_010350681.1
OG0012646	XP_010587142.1	XP_039318694.1
OG0012647	XP_003408910.2	XP_039318697.1
OG0012648	XP_023402319.1	XP_039318770.1
OG0012649	XP_023402318.1	XP_039318755.1
OG0012650	XP_010587175.1	XP_039318828.1
OG0012651	XP_003408697.1	XP_039318837.1
OG0012652	XP_003408712.1	XP_039325165.1
OG0012653	XP_023402189.1	XP_003924653.1
OG0012654	XP_023402428.1	XP_003933404.2
OG0012655	XP_003414529.1	XP_039331931.1
OG0012656	XP_003414447.1	XP_003931321.1
OG0012657	XP_023409144.1	XP_010341932.1
OG0012658	XP_023397741.1	XP_010350486.2
OG0012659	XP_003407671.1	XP_039330970.1
OG0012660	XP_023400643.1	XP_039330774.1
OG0012661	XP_003417354.1	XP_010340595.1
OG0012662	XP_003414325.1	XP_003943696.1
OG0012663	XP_003414781.1	XP_003942835.2
OG0012664	XP_003414728.1	XP_039332463.1
OG0012665	XP_023409158.1	XP_003931275.2
OG0012666	XP_010592606.1	XP_003931383.1
OG0012667	XP_023411986.1	XP_010340367.1
OG0012668	XP_010600358.1	XP_003941421.2
OG0012669	XP_003417355.1	XP_039332679.1
OG0012670	XP_023412518.1	XP_039331776.1
OG0012671	XP_023412545.1	XP_039332130.1
OG0012673	XP_010595179.1	XP_039332975.1
OG0012674	XP_010595186.1	XP_039332307.1
OG0012675	XP_003417400.1	XP_039332309.1
OG0012676	XP_023412479.1	XP_039331832.1
OG0012677	XP_003417415.1	XP_039332230.1
OG0012678	XP_023412576.1	XP_039332951.1
OG0012679	XP_003417249.1	XP_039332766.1
OG0012680	XP_023412577.1	XP_039332118.1
OG0012681	XP_023412487.1	XP_039332497.1
OG0012682	XP_003417399.1	XP_039332827.1
OG0012683	XP_010595362.1	XP_010340649.1
OG0012684	XP_010595220.1	XP_039331666.1
OG0012685	XP_023412620.1	XP_010340665.2
OG0012686	XP_023412630.1	XP_010340673.2
OG0012687	XP_010595371.1	XP_003931742.2
OG0012688	XP_023412642.1	XP_039332366.1
OG0012689	XP_023412496.1	XP_039332990.1
OG0012690	XP_010595238.2	XP_010340697.1
OG0012691	XP_010595243.1	XP_039332057.1
OG0012692	XP_003417427.1	XP_003931765.2
OG0012693	XP_003417301.1	XP_039332321.1
OG0012694	XP_023412658.1	XP_010340720.1
OG0012695	XP_023412662.1	XP_010340732.2
OG0012696	XP_003417312.2	XP_039328170.1, XP_003931791.1
OG0012697	XP_023412678.1	XP_010340752.1
OG0012698	XP_003417345.1	XP_003931857.2
OG0012699	XP_023412768.1	XP_010340803.1
OG0012700	XP_023412755.1	XP_039332789.1
OG0012701	XP_003417353.1	XP_003942516.1
OG0012702	XP_010595330.1	XP_039332523.1
OG0012703	XP_010595332.1	XP_010328612.1
OG0012704	XP_023409552.1	XP_039332365.1
OG0012705	XP_003414364.2	XP_039332341.1
OG0012706	XP_003414557.1	XP_003929102.1
OG0012707	XP_003414559.2	XP_039332985.1
OG0012708	XP_003414561.1	XP_003942466.1
OG0012709	XP_023409200.1	XP_039332901.1
OG0012710	XP_023409522.1	XP_039332926.1
OG0012711	XP_023409195.1	XP_039332889.1
OG0012712	XP_023409502.1	XP_039332868.1
OG0012713	XP_003414540.2	XP_039332863.1
OG0012714	XP_023409189.1	XP_003943695.1
OG0012715	XP_023409498.1	XP_003943701.1
OG0012716	XP_023409497.1	XP_003943699.1
OG0012717	XP_003414317.1	XP_003942777.1
OG0012718	XP_003414316.2	XP_003942775.3
OG0012719	XP_023409496.1	XP_010328879.1
OG0012720	XP_003414310.1	XP_003942786.2
OG0012721	XP_003414304.1	XP_003942791.1
OG0012722	XP_003414296.1	XP_003942804.1
OG0012723	XP_010592768.1	XP_039332423.1
OG0012724	XP_023409172.1	XP_039332844.1
OG0012725	XP_003414280.1	XP_003942821.1
OG0012726	XP_010592758.1, XP_010592757.1	XP_039332246.1
OG0012727	XP_003414278.1	XP_039331890.1
OG0012728	XP_010592729.1	XP_003942925.3
OG0012729	XP_003414753.2	XP_003942873.1
OG0012730	XP_010592722.2	XP_003942879.1
OG0012731	XP_003414749.1	XP_003942883.1
OG0012732	XP_003414738.1	XP_039332749.1
OG0012733	XP_003414736.2	XP_010340104.1
OG0012734	XP_023409404.1	XP_010340113.1
OG0012735	XP_003414731.1	XP_003931242.1
OG0012736	XP_003414727.1	XP_039332768.1
OG0012737	XP_003414724.1	XP_003931248.2
OG0012738	XP_010592661.2	XP_039332832.1
OG0012739	XP_023409157.1	XP_039332335.1
OG0012740	XP_003414693.1	XP_039332686.1
OG0012741	XP_023409365.1	XP_039332688.1
OG0012742	XP_010592645.1	XP_010340188.1
OG0012743	XP_003414684.1	XP_003931317.1
OG0012744	XP_003414681.1	XP_010340424.2
OG0012745	XP_023409154.1	XP_039332235.1
OG0012746	XP_010592901.1	XP_039332030.1
OG0012747	XP_023409334.1	XP_003931371.1
OG0012748	XP_023409327.1	XP_010340242.1
OG0012749	XP_023409324.1	XP_039332391.1
OG0012750	XP_003414647.1	XP_003931390.1
OG0012751	XP_003414425.1	XP_039332480.1
OG0012752	XP_023409306.1	XP_039332964.1
OG0012753	XP_003414634.1	XP_039332978.1
OG0012754	XP_023409149.1	XP_039332793.1
OG0012755	XP_010592571.1	XP_039332431.1
OG0012756	XP_010592565.1	XP_039332428.1
OG0012757	XP_023409268.1	XP_003929118.1
OG0012758	XP_010592552.1	XP_039332103.1
OG0012759	XP_003414611.1	XP_003929111.1
OG0012760	XP_010592888.2	XP_003929097.1
OG0012761	XP_010592538.2	XP_003933093.1
OG0012762	XP_023409231.1	XP_010341916.1
OG0012763	XP_023409229.1	XP_039332963.1
OG0012764	XP_003414577.1	XP_039332359.1
OG0012765	XP_003414385.1	XP_039332329.1
OG0012766	XP_010592503.1	XP_010340329.2
OG0012767	XP_003416908.1	XP_003931464.1
OG0012768	XP_003416994.1	XP_003931462.1
OG0012769	XP_003416997.1	XP_010340344.1
OG0012770	XP_003417020.1	XP_039331883.1
OG0012771	XP_003417014.1	XP_003931477.1
OG0012772	XP_003417038.1	XP_003931489.1
OG0012773	XP_023411997.1	XP_039332798.1
OG0012774	XP_010594771.1	XP_010340384.1
OG0012775	XP_003416804.1	XP_003931504.1
OG0012776	XP_010594773.1	XP_003931500.2
OG0012777	XP_003416848.1	XP_039332156.1
OG0012778	XP_010594776.1	XP_003931513.1
OG0012779	XP_003416851.1	XP_039332474.1
OG0012780	XP_003417018.1	XP_003929375.1
OG0012782	XP_003416854.1	XP_010338259.2
OG0012783	XP_003416856.1	XP_039331674.1
OG0012784	XP_023412046.1	XP_003933133.1
OG0012785	XP_023411901.1	XP_003933134.1
OG0012786	XP_023411900.1	XP_039332017.1
OG0012787	XP_023412050.1	XP_010341964.1
OG0012788	XP_023412054.1	XP_010341963.1
OG0012789	XP_003416885.1	XP_010341960.1
OG0012790	XP_023412064.1	XP_039332070.1
OG0012791	XP_003416892.1	XP_003933106.1
OG0012793	XP_010600285.1	XP_039317241.1
OG0012794	XP_023398184.1	XP_039317322.1
OG0012795	XP_023397961.1	XP_003941395.1
OG0012796	XP_023397962.1	XP_003941399.1
OG0012797	XP_003423099.1	XP_039317325.1
OG0012800	XP_023397738.1	XP_010350482.1
OG0012801	XP_010598323.1	XP_039317162.1
OG0012802	XP_023398103.1	XP_039317138.1
OG0012803	XP_003420495.1	XP_003941436.1
OG0012804	XP_003407502.1	XP_039317274.1
OG0012805	XP_010585857.1	XP_010339714.1
OG0012806	XP_023400601.1	XP_003920914.2
OG0012807	XP_003407630.1	XP_039317404.1
OG0012808	XP_003407471.1	XP_039330884.1
OG0012809	XP_023400625.1	XP_039330904.1
OG0012810	XP_010586288.1	XP_003940098.2
OG0012811	XP_003407727.1	XP_003940087.1
OG0012812	XP_003407738.1	XP_039330826.1
OG0012813	XP_010586291.2	XP_039330841.1
OG0012814	XP_003407741.2	XP_010349582.1
OG0012815	XP_003407754.1	XP_003940636.1
OG0012816	XP_010585912.2	XP_010349632.1
OG0012817	XP_003407772.2	XP_039330675.1
OG0012818	XP_003407778.1	XP_003940669.2
OG0012819	XP_003407783.1	XP_010349661.1
OG0012820	XP_003407784.1	XP_010349664.1
OG0012821	XP_010585934.1	XP_039331232.1
OG0012822	XP_023400719.1	XP_003940699.1
OG0012823	XP_003407815.1	XP_039330691.1
OG0012824	XP_010585966.1	XP_039330866.1
OG0012825	XP_003405611.1	XP_003926500.1
OG0012826	XP_023395779.1	XP_039319105.1
OG0012827	XP_010585561.1	XP_010343743.1
OG0012828	XP_023408302.1	XP_003941352.1
OG0012830	XP_003413706.1	XP_003922717.1
OG0012831	XP_003413596.1	XP_003922715.1
OG0012832	XP_023408295.1	XP_039317491.1
OG0012834	XP_023395355.1	XP_039328412.1
OG0012835	XP_003405595.3	XP_003939345.1
