Orthogroup	Mus_musculus	Homo_sapiens
OG0012031	NP_080526.2	NP_060146.2
OG0012032	XP_006517525.3	NP_078993.4
OG0012033	XP_036014072.1	XP_011541626.1
OG0012034	NP_612185.1	XP_006714780.1, NP_114431.2
OG0012035	XP_011242797.1	XP_047273173.1
OG0012037	NP_034959.2	NP_002430.3
OG0012038	NP_001157099.1	NP_991111.2, XP_011541536.1
OG0012039	NP_766176.1	XP_011541606.1
OG0012040	XP_006517773.1, NP_001156417.1	NP_001350747.1
OG0012041	NP_001348466.1	NP_001336478.1
OG0012042	NP_067285.2	NP_689618.4
OG0012043	NP_083429.1	NP_004857.4
OG0012044	NP_079906.2	NP_060516.2
OG0012045	NP_034299.2	NP_001983.2
OG0012046	NP_034300.3	NP_001243495.1, NP_004092.1
OG0012047	XP_030103201.1, NP_001357857.1	XP_011541600.1
OG0012048	NP_705806.1	NP_653200.2
OG0012049	NP_001380595.1	NP_000453.2
OG0012050	NP_766330.2	NP_060232.2
OG0012051	NP_758514.2	XP_047288096.1, NP_689547.2
OG0012052	NP_444310.3	NP_000684.2
OG0012053	NP_001029049.2	XP_016877462.1, NP_620688.2
OG0012054	NP_964001.2	NP_663780.2
OG0012055	NP_001074814.2	NP_001262.3
OG0012056	NP_075820.1	NP_071446.2
OG0012057	NP_835171.2	NP_061138.3
OG0012058	NP_766599.2	NP_002159.2, NP_001276839.1
OG0012059	NP_034324.2, XP_006540667.1	NP_001996.1
OG0012060	XP_011249086.1	NP_001373990.1
OG0012062	NP_083611.2, XP_006508354.1	NP_775799.2
OG0012063	XP_006511305.1, NP_997143.1	NP_001139813.1
OG0012064	NP_062660.1, XP_036011040.1	XP_005254183.1
OG0012065	NP_083849.1	NP_005521.1
OG0012066	NP_112151.2, XP_006504265.1	NP_065828.2, XP_005248044.2
OG0012067	NP_001230052.1	XP_011511892.2
OG0012068	XP_006504281.1, NP_001357734.1	XP_047271641.1, NP_001180211.2
OG0012069	NP_067391.3	XP_047306022.1, NP_056503.1
OG0012070	NP_001411529.1	NP_036293.1
OG0012071	XP_006504113.1	XP_011512129.1, NP_683692.2
OG0012072	XP_036021288.1	NP_714928.1
OG0012073	NP_058066.2	NP_005330.1
OG0012074	NP_112457.1, XP_006504267.1	NP_783864.1
OG0012075	NP_001408138.1	NP_001191676.1
OG0012076	XP_017176698.1, NP_001357743.1	NP_079219.1
OG0012077	NP_001297540.1	XP_011511961.1
OG0012078	XP_036021100.1, NP_795980.2	NP_001138462.1
OG0012079	NP_001350277.1	NP_001162589.1
OG0012080	NP_766078.1	NP_001397643.1
OG0012081	NP_659194.1	NP_060646.2
OG0012082	NP_001366160.1	XP_011512208.1, NP_775734.2
OG0012083	NP_598672.1	NP_660333.2, XP_047305659.1
OG0012084	NP_705797.1	XP_011511727.1
OG0012085	XP_011247694.1	NP_001338.2, XP_047305643.1
OG0012086	NP_001074628.1	XP_011541542.1, NP_570128.2
OG0012087	XP_006507654.1, NP_808363.3	NP_001074001.1
OG0012088	NP_653100.1	XP_047271859.1
OG0012089	NP_663394.1	NP_079406.4
OG0012090	NP_033849.3	XP_016871769.1, NP_066279.2
OG0012091	NP_570948.1	NP_149091.1, XP_011538639.1
OG0012092	NP_001277609.1	NP_057064.1
OG0012093	NP_081326.1	NP_001276899.1, XP_011532924.1
OG0012094	NP_064300.2	NP_066305.2
OG0012095	NP_076357.2, XP_006516673.1	NP_001026.2, XP_006711865.1
OG0012096	XP_006516627.1	NP_665860.2
OG0012097	NP_001158070.1	NP_892017.2
OG0012098	NP_001350429.1	NP_775779.1
OG0012099	NP_079912.1	NP_115700.1
OG0012100	NP_001074806.1	NP_065859.3
OG0012101	NP_941034.2	NP_001004342.3
OG0012102	XP_006531467.1, NP_076198.2	XP_011542319.1
OG0012103	NP_758492.2	NP_060700.2
OG0012104	NP_001334120.1	NP_689416.1
OG0012105	NP_077206.3	NP_937858.2
OG0012106	NP_848736.2	NP_115815.2
OG0012107	XP_006514339.1, NP_001104591.1	NP_005427.2
OG0012108	NP_001346247.1	XP_011537758.1
OG0012109	NP_001005419.2	NP_116193.2
OG0012110	NP_058560.1	NP_660161.1
OG0012111	XP_006513930.1	NP_001393294.1
OG0012112	NP_444413.1	XP_011538446.1, NP_076950.1
OG0012113	XP_011241862.1, NP_932113.2	NP_036471.1
OG0012114	XP_011241624.1	NP_001355811.1
OG0012115	NP_038639.2	NP_060525.3, NP_001316835.1
OG0012116	NP_079549.1	NP_000272.1
OG0012117	NP_083359.1	NP_061931.1
OG0012118	NP_001361685.1	NP_001352009.1
OG0012119	NP_035089.1	NP_689848.1
OG0012120	NP_001303300.1	NP_000908.2
OG0012121	NP_083974.1	XP_016871109.1
OG0012122	NP_001361686.1	NP_004025.1
OG0012123	XP_036014801.1	NP_001378870.1
OG0012124	NP_001297360.1	NP_001107605.1, NP_079151.2
OG0012125	XP_006519097.1	XP_005269705.1
OG0012126	NP_034941.2	NP_003626.1
OG0012127	NP_082704.1	XP_006717719.1, NP_775811.2
OG0012128	NP_079642.1	NP_976043.1
OG0012129	XP_006519739.1, NP_082551.1	NP_001292510.1
OG0012130	NP_598845.1, XP_030103456.1	NP_005720.1, XP_005269436.1
OG0012131	NP_997112.1	NP_001012991.1
OG0012132	XP_006519199.1, NP_808484.2	NP_001375201.1
OG0012133	NP_001004436.2	NP_055860.1
OG0012134	NP_694767.3	NP_079032.2
OG0012135	NP_899032.2, XP_006519275.1	NP_001372216.1
OG0012136	NP_001395574.1	NP_001397755.1
OG0012137	NP_001347643.1	XP_047272594.1
OG0012138	XP_006517515.1, NP_848484.2	NP_055428.1
OG0012139	NP_038670.1	NP_004408.1
OG0012140	NP_032031.1	NP_003853.1
OG0012141	XP_017170240.1	NP_001265268.1
OG0012142	NP_034826.2	NP_005556.1, XP_047273127.1
OG0012143	XP_030101614.1, NP_740749.1	XP_011532787.1
OG0012144	XP_006533350.1	NP_001382389.1
OG0012145	NP_795973.2, XP_017170095.1	NP_001353581.1
OG0012146	NP_001333689.1	NP_001182484.1
OG0012147	NP_082461.1	NP_775762.1
OG0012148	NP_001074438.1	NP_060342.2
OG0012149	XP_006532454.1, NP_598950.2	NP_938080.1
OG0012150	NP_694719.2	NP_064552.3
OG0012151	NP_001103681.1, NP_038500.2	NP_001146.2
OG0012152	XP_006525531.1	XP_006714818.1
OG0012153	NP_001390238.1	NP_001350918.1
OG0012154	NP_840061.1	NP_055798.3
OG0012155	NP_849259.2	NP_689619.1
OG0012156	NP_067271.1	NP_689620.2
OG0012157	NP_001157963.1	NP_001287944.1
OG0012158	NP_570614.2	XP_047272635.1, NP_001096045.1
OG0012159	NP_035017.2	NP_002486.1
OG0012160	NP_001028400.2	NP_852478.1
OG0012161	NP_598819.2	NP_057030.3
OG0012162	NP_067434.3	NP_002193.2
OG0012163	XP_006517781.1	XP_005248653.1
OG0012164	NP_034460.3	XP_011541448.1, NP_940851.1
OG0012165	NP_067531.1	NP_057724.2
OG0012166	NP_032028.1	NP_004456.1, XP_005248321.1
OG0012167	NP_001159535.1	NP_001128320.1, XP_047272540.1
OG0012168	NP_796329.2	NP_001005473.1, XP_016864927.1
OG0012169	NP_001230766.1, XP_030104134.1	NP_000578.2
OG0012170	XP_006520066.1, NP_084444.3	NP_001272368.1
OG0012171	NP_001078879.1	XP_005248298.1
OG0012172	NP_080672.3	NP_060791.3
OG0012173	NP_032563.2	NP_001161067.1
OG0012174	XP_006520120.1	NP_057191.2
OG0012175	NP_766546.1	NP_001035536.1
OG0012176	NP_035542.2	XP_016865268.1, NP_001258875.2
OG0012177	NP_808265.2	NP_001096032.1, XP_047273186.1
OG0012178	NP_666826.1	NP_001005188.1
OG0012179	NP_001359483.1	NP_940900.2, XP_011541106.2
OG0012180	NP_665689.1	NP_694552.2
OG0012181	NP_808447.2, XP_006533546.1	NP_653282.2
OG0012182	XP_006510654.1, NP_001106794.1	XP_011540868.1, NP_001073876.2
OG0012183	NP_835214.2	NP_056076.1
OG0012184	XP_030100601.1, NP_075766.1	NP_116190.3
OG0012185	NP_001355774.1	NP_064613.2
OG0012186	NP_001392026.1	NP_006156.2
OG0012187	NP_038828.2	NP_003649.2, XP_011541345.1
OG0012188	XP_006510505.1	NP_001364953.1
OG0012189	NP_038960.2	NP_037396.3
OG0012190	NP_001139432.1	NP_938018.1
OG0012191	NP_065264.2	NP_055127.2, XP_047282640.1
OG0012192	NP_035864.2	NP_001186851.1, NP_733746.1
OG0012193	XP_017168808.1	NP_001373953.1
OG0012194	NP_081420.2	NP_056128.1
OG0012195	NP_573489.2	XP_011541303.1
OG0012196	NP_082165.1	NP_001365147.1
OG0012197	NP_001346188.1	NP_055622.3
OG0012198	NP_038579.2	NP_000181.2
OG0012199	NP_033502.2	NP_006751.1
OG0012200	NP_663378.1	XP_005271670.1
OG0012201	NP_032374.1	NP_001549.2, XP_047282838.1
OG0012202	NP_031494.2	NP_000473.2
OG0012203	NP_035882.1	NP_003895.1
OG0012204	NP_077195.2	NP_056338.2
OG0012205	NP_064670.1	NP_006019.1, NP_001350492.1
OG0012206	NP_001363880.1	NP_848605.1, XP_011541038.1
OG0012207	NP_080141.2	NP_542390.2
OG0012208	NP_035266.1	XP_005271650.1, NP_006226.2
OG0012209	NP_084212.2, XP_006510747.1	NP_004389.2
OG0012210	NP_997610.1	XP_011540923.1, NP_714916.3
OG0012211	NP_001074621.1	XP_011541156.1
OG0012212	NP_780771.1	NP_059986.1
OG0012213	NP_001391965.1	NP_001287939.2
OG0012214	NP_082200.1	NP_079484.1
OG0012215	XP_030099868.1	NP_001073932.1
OG0012216	XP_030100571.1	NP_001305668.1
OG0012217	NP_032637.3	XP_011541136.1, NP_002415.1
OG0012218	NP_001297646.1	XP_016873609.1, NP_071405.2
OG0012219	NP_950182.1	XP_005271770.1
OG0012220	XP_006509925.1	NP_065853.3
OG0012221	XP_006509912.1	NP_004612.2, XP_011541270.1
OG0012222	XP_006534549.1, NP_084208.1	NP_872344.3
OG0012223	XP_006532997.1	XP_047291295.1, NP_001118230.1
OG0012224	XP_036012633.1, NP_808444.1	NP_001108446.1
OG0012225	XP_006533630.1	XP_047292272.1
OG0012226	NP_080835.1	NP_116120.1
OG0012227	NP_062273.2	XP_011522362.1
OG0012228	NP_001076800.1	NP_001307582.1
OG0012229	XP_006532981.1	NP_001164638.1
OG0012230	NP_077173.1	NP_003553.2
OG0012231	NP_061210.2	XP_011522081.1
OG0012232	NP_080293.1	NP_001137247.1, NP_056158.2
OG0012233	NP_062723.1	NP_009209.1
OG0012234	XP_036012737.1	XP_016880202.1, NP_057066.2
OG0012235	NP_694783.1	NP_001350571.1, NP_001002914.1
OG0012236	NP_780577.1, XP_006532033.1	XP_006721534.1, NP_783861.3
OG0012237	XP_011247023.1	NP_004103.1
OG0012238	NP_001277987.1	NP_001242.2
OG0012239	NP_033261.1	NP_008873.1
OG0012240	NP_001406856.1	XP_011521965.1
OG0012241	NP_001038990.1, XP_011247375.1	NP_653208.2
OG0012242	NP_080191.3	XP_005256913.1
OG0012243	NP_034729.3	NP_004723.2
OG0012244	NP_001019377.1	NP_001160093.1, NP_067033.1
OG0012245	NP_035916.2	NP_001159432.1
OG0012246	NP_001272370.1	NP_057576.2
OG0012247	NP_061238.1	NP_004844.1
OG0012248	NP_001013031.2	NP_001207422.1
OG0012249	XP_006533682.1, NP_001402693.1	NP_997269.2
OG0012250	NP_942561.1	NP_001107039.1
OG0012251	NP_082724.1	NP_859067.2
OG0012252	XP_017169845.1	XP_005256923.1
OG0012253	NP_081474.1	XP_047291320.1, NP_001036162.1, NP_001036163.1
OG0012254	XP_030101968.1	XP_047293016.1
OG0012255	NP_001346059.1	XP_006721634.1, NP_009079.2
OG0012256	NP_001369197.1, NP_001028399.1, XP_006532041.1	XP_016879680.2
OG0012257	NP_071292.1	XP_005256612.1
OG0012258	NP_001395816.1	XP_011522367.1, NP_663729.1
OG0012259	NP_033052.1	NP_057168.1
OG0012260	NP_067324.1, XP_006533914.1	NP_036584.1
OG0012261	NP_079570.1	NP_690878.2
OG0012262	XP_036020022.1	NP_079039.4
OG0012263	NP_001391715.1, XP_006502919.1	NP_001032418.1
OG0012264	NP_898845.1	NP_001353094.1
OG0012265	XP_006503184.1	XP_016856865.1
OG0012265	NP_038873.2	NP_005003.2
OG0012266	NP_038941.1	NP_055310.1
OG0012267	NP_766284.2	XP_011538764.1
OG0012268	NP_001116424.1	NP_001138984.1
OG0012269	XP_006503471.1	NP_004614.3
OG0012270	NP_001334088.1	NP_056362.1
OG0012271	NP_079776.1	NP_001317531.1
OG0012272	NP_083841.4	NP_001291972.1
OG0012273	NP_082631.1	NP_060557.3
OG0012274	NP_034079.2	NP_000089.1
OG0012275	NP_083030.1	NP_060357.1
OG0012276	XP_006503039.1, NP_001161408.2	NP_001004339.2
OG0012277	NP_001241683.1, NP_081004.2	NP_001185890.1
OG0012278	XP_030109548.1	NP_056473.3
OG0012279	XP_030109373.1, NP_848814.3	NP_001229588.1
OG0012280	XP_036019573.1, NP_001408102.1	NP_000806.2
OG0012281	NP_035515.2	XP_005244832.1, NP_003027.1
OG0012282	XP_030109754.1	NP_079124.1
OG0012283	NP_766466.4, XP_017175716.1	NP_001229601.2
OG0012284	NP_038811.2	NP_258428.2
OG0012285	NP_780496.2	XP_011539625.1, NP_997239.2
OG0012286	XP_011248597.1, NP_001028661.2	XP_047275977.1, NP_997279.2
OG0012287	XP_017175471.1, NP_032262.2, NP_001288734.1	NP_061962.2
OG0012288	NP_766293.2	NP_722519.2
OG0012289	NP_766292.2	NP_060668.2, XP_047280798.1
OG0012290	NP_776135.2	NP_001366543.1
OG0012291	NP_071303.1, XP_006539148.1	NP_443192.1
OG0012292	XP_011246811.1	NP_076948.2
OG0012293	NP_001297590.1	XP_047290886.1, NP_004904.2
OG0012294	NP_031688.2	NP_004924.1
OG0012295	NP_033828.2	NP_001025189.1, NP_000476.1
OG0012296	NP_722470.2	NP_001305436.1
OG0012297	NP_619597.2	NP_002452.1, XP_011521388.1
OG0012298	NP_031634.2	NP_001730.1, XP_005256191.1
OG0012299	NP_065630.1	NP_065706.2
OG0012300	NP_001401852.1	NP_079011.3
OG0012301	XP_006530998.1	NP_001152849.1
OG0012302	XP_006531208.3	XP_005255916.3
OG0012303	XP_011246731.1, NP_001029152.2	NP_940893.1
OG0012304	XP_006530908.1	NP_001259004.1
OG0012305	NP_075884.1	XP_047290367.1, NP_001269395.1
OG0012306	XP_006531527.1, NP_083704.1	NP_631913.3
OG0012307	NP_067416.2	XP_006721388.1
OG0012308	NP_080924.1	XP_011521155.1
OG0012309	NP_032316.2	XP_047290005.1, NP_002144.1
OG0012310	NP_001124340.1	NP_001123561.1
OG0012311	NP_065609.2	XP_047290172.1, NP_061848.2
OG0012312	NP_835187.2	NP_077282.3, XP_011521619.1
OG0012313	NP_001355244.1	NP_036333.2
OG0012314	NP_598734.1	NP_056201.2
OG0012315	XP_006530981.1, NP_666328.2	XP_005256095.1
OG0012316	NP_033807.2	NP_001025178.1, NP_001119.3
OG0012317	NP_853522.2, NP_001273383.1, NP_001034789.2, XP_017168310.1	NP_853514.1, XP_024306022.1
OG0012318	NP_080553.1	NP_054781.1
OG0012319	NP_001357994.1	NP_005643.2, XP_005256178.1
OG0012320	NP_035031.2	NP_775188.1
OG0012321	NP_001390999.1	NP_055144.3
OG0012322	NP_778189.1	NP_940845.1
OG0012323	NP_001344262.1, XP_017168231.1	NP_001013860.1
OG0012324	NP_032315.2	NP_000187.3, XP_047290004.1
OG0012325	XP_011246701.1	NP_001094385.1
OG0012326	NP_001074801.1	NP_004585.1
OG0012327	NP_001164259.1	NP_060766.5
OG0012328	NP_001365935.1	NP_037436.1
OG0012329	NP_808456.1	NP_848611.2
OG0012330	NP_071704.3	NP_074036.1
OG0012331	NP_080033.3	NP_001397986.1
OG0012332	NP_932154.1	NP_065976.3, XP_047282191.1
OG0012333	XP_036009870.1, NP_665833.4	NP_037410.1
OG0012334	NP_780649.1	NP_001305324.1, NP_114154.1
OG0012335	NP_001012402.1	NP_001009606.3
OG0012336	XP_036016319.1	NP_055402.2
OG0012337	NP_001005477.1	NP_064447.1, XP_047275572.1
OG0012338	NP_034843.2	XP_016856805.1
OG0012339	NP_034153.2	NP_001910.2
OG0012340	NP_898972.1	NP_001392593.1
OG0012341	XP_006524012.1, NP_001073398.2	NP_001137452.1
OG0012343	NP_780385.1	NP_001002912.4, XP_016855764.1
OG0012344	NP_081192.2, NP_001346237.1	NP_001139184.1
OG0012345	XP_036020874.1, NP_766097.1	NP_694578.1
OG0012346	XP_006504447.1	NP_127492.1
OG0012347	NP_064406.1	NP_852136.1
OG0012348	NP_291039.1	NP_071496.1
OG0012349	XP_036020724.1	NP_002305.1
OG0012350	NP_034033.1	NP_001296.1
OG0012351	XP_030110611.1	XP_006715910.1
OG0012352	XP_036020581.1	NP_001161819.1
OG0012353	XP_036020878.1	NP_005329.3
OG0012354	NP_598675.2	NP_001354696.1, NP_008920.5
OG0012355	NP_082167.2	NP_690852.1
OG0012356	NP_001346343.1	XP_005250521.1, NP_060091.1
OG0012357	NP_035423.2	NP_116581.3, NP_001091084.2
OG0012358	NP_001289867.1	XP_047275735.1
OG0012359	NP_035871.2, XP_036020893.1	NP_003377.2
OG0012360	NP_001412719.1	NP_057272.1
OG0012361	NP_666276.1	XP_047276334.1
OG0012362	NP_081984.1	NP_036304.2
OG0012363	NP_001290195.1	NP_006067.3, XP_005250363.1
OG0012364	XP_017176362.1	NP_062552.2
OG0012365	XP_030110658.1	NP_659467.1
OG0012366	NP_067367.3, XP_006504614.1	NP_001350600.1
OG0012367	XP_006504947.1	NP_065162.1
OG0012368	XP_006504802.1	XP_047276037.1
OG0012369	XP_030110765.1	NP_079526.1
OG0012370	XP_011239276.1, NP_777275.2	NP_891554.1, XP_047276792.1
OG0012371	XP_006504782.1, NP_001153737.1	NP_060251.2, XP_011513742.1
OG0012372	NP_080545.2	NP_057033.2
OG0012373	NP_932097.1	NP_001026788.1
OG0012374	NP_080646.1	NP_892003.2
OG0012375	XP_006507602.1	NP_004595.2
OG0012376	NP_001408690.1	NP_001093254.2
OG0012377	NP_001334581.1	XP_047290852.1
OG0012378	NP_001291195.1	NP_006653.2
OG0012379	NP_075692.1	NP_077001.1
OG0012380	NP_653105.3	XP_011544091.1, NP_056342.3
OG0012381	NP_598447.1	XP_005255280.3, NP_055113.3
OG0012382	XP_006507264.1	NP_015556.1
OG0012383	NP_001157247.1	XP_011544284.1
OG0012384	NP_001357694.1	XP_047289937.1
OG0012385	NP_081160.1	NP_001339102.1
OG0012386	NP_898954.2, XP_006508410.1	NP_001103130.1, NP_001340308.1
OG0012387	NP_083696.2	NP_001014999.1
OG0012389	NP_062712.1	NP_036517.1, NP_001035948.1
OG0012390	NP_612183.1, XP_036008620.1	NP_061160.3
OG0012391	XP_017167830.1	NP_055986.1
OG0012392	NP_997122.1	NP_001511.2
OG0012393	NP_001390011.1	NP_008841.2
OG0012394	NP_062303.2	NP_006530.1
OG0012395	NP_001074707.1	NP_078951.2
OG0012396	NP_083034.1	XP_047289757.1, NP_055859.1
OG0012397	NP_031698.2	NP_001793.1, XP_024305911.1
OG0012398	NP_001357810.1, XP_036009123.1	NP_001352217.1
OG0012399	NP_001158052.1	NP_001158051.1
OG0012400	NP_082361.2	NP_665872.2
OG0012401	NP_057878.1	NP_001363185.1, NP_001879.1
OG0012402	NP_081974.3	NP_001136197.1
OG0012403	NP_848873.1, XP_006507967.1	NP_001311301.1
OG0012404	NP_001361534.1	NP_001381733.1
OG0012405	NP_082091.4, XP_006508275.1	NP_064710.5
OG0012406	NP_892040.1	NP_001185951.2
OG0012407	NP_001390574.1	XP_047290159.1
OG0012408	NP_001389724.1	NP_001035203.1
OG0012409	NP_291042.2	NP_001121895.1
OG0012410	XP_011244355.1	XP_054185031.1
OG0012411	NP_001034610.1	NP_060897.3
OG0012412	NP_083037.1	NP_002573.1
OG0012413	XP_006522171.1	NP_001295071.1
OG0012414	NP_083858.1	XP_011520817.1
OG0012415	XP_006522723.1	NP_056041.1
OG0012416	NP_001289547.1	XP_006720943.2
OG0012417	NP_036085.1	NP_002475.2
OG0012418	NP_001073282.1	NP_115958.2
OG0012419	NP_082577.2, XP_006522671.1	XP_011520674.1
OG0012420	NP_001365941.1	NP_056061.1
OG0012421	NP_663334.1, XP_030104875.1	NP_660296.1
OG0012422	NP_080669.1	NP_001292070.1
OG0012423	NP_079847.1	NP_057153.8
OG0012424	NP_080784.1	NP_001258978.1, NP_057376.2
OG0012425	XP_006524968.4, NP_598492.2	XP_054187853.1, NP_071402.1
OG0012426	NP_035192.2	XP_011520823.1
OG0012427	XP_036016505.1, NP_766523.2	NP_001139287.1
OG0012428	NP_001396761.1	NP_001752.2
OG0012429	NP_001288713.1	XP_005255212.1
OG0012430	NP_783613.1	XP_047289914.1, NP_872369.2
OG0012431	NP_001273649.1	XP_011520938.1
OG0012432	NP_080481.1	XP_005255186.1
OG0012433	NP_036086.1	NP_036357.1
OG0012434	NP_001001183.1	NP_001243470.1, NP_078876.2
OG0012435	NP_001159401.1, XP_017173031.1	XP_011520658.1
OG0012436	NP_082377.3	NP_001005920.3
OG0012437	NP_001157238.1	NP_660337.3, XP_047289678.1
OG0012438	NP_666111.1	NP_001339204.1
OG0012439	XP_036016651.1	NP_612427.2
OG0012440	NP_001271288.1	NP_001070818.1
OG0012441	NP_084369.2	NP_078847.2
OG0012442	NP_001034577.1	NP_060842.3
OG0012443	NP_080395.1	NP_054885.1
OG0012444	NP_001039272.1	NP_073605.4
OG0012445	NP_034490.1	NP_000840.2
OG0012446	NP_032622.1	XP_011539585.1, NP_001035799.1
OG0012447	NP_080474.2	NP_001309177.1, NP_064526.1
OG0012448	NP_035634.1	NP_009200.2
OG0012449	NP_080121.1	NP_060531.2
OG0012450	NP_001157039.1, XP_036019034.1	NP_001010883.2
OG0012451	NP_001365916.1	NP_006104.4
OG0012452	NP_034152.2	NP_001909.4, NP_001386898.1
OG0012453	XP_006502203.1	NP_919268.1
OG0012454	NP_075734.3, XP_036018753.1	NP_060204.1
OG0012455	NP_808332.3	NP_055654.3
OG0012456	XP_006501794.1	NP_001287916.1
OG0012457	NP_663369.2	NP_001107578.1
OG0012458	NP_032155.1	XP_047273987.1
OG0012459	NP_038895.1	NP_001398985.1
OG0012460	NP_001108137.1	NP_001157945.1
OG0012461	NP_080382.2	NP_001929.1
OG0012462	NP_083152.1	NP_057124.3
OG0012463	NP_080338.1	NP_001006606.2
OG0012464	XP_006534839.1	XP_016857758.1
OG0012465	NP_001365195.1	XP_047274417.1
OG0012466	NP_001001804.2	NP_775838.3
OG0012467	NP_001342163.1	NP_036394.1
OG0012468	NP_848812.1	NP_006527.1
OG0012469	XP_017175068.1, NP_766452.2	NP_660155.2
OG0012470	NP_080932.2	NP_694991.2
OG0012471	XP_036019195.1	NP_079341.2
OG0012472	NP_573485.2	NP_071442.2
OG0012473	XP_006501723.1	XP_016858228.1
OG0012474	NP_573510.2	NP_055832.3
OG0012475	XP_011238417.1	NP_777283.1
OG0012476	NP_036158.3	NP_112227.1
OG0012477	XP_006501282.1	XP_016856426.1
OG0012478	NP_114076.2	NP_002431.2
OG0012479	NP_666065.1	NP_001893.2
OG0012480	NP_001366460.2	NP_001381331.1
OG0012481	NP_444325.3	NP_001172085.1, XP_047297719.1
OG0012482	NP_001028334.1	NP_112195.2
OG0012483	NP_112466.1	NP_002470.2
OG0012484	NP_038778.1	NP_036528.1
OG0012485	XP_011238431.1, NP_036118.2	NP_077306.3
OG0012486	NP_075630.2	NP_071766.2
OG0012487	NP_853543.1	NP_001127925.1, NP_817123.1
OG0012488	NP_001138327.1	NP_001291260.1
OG0012489	NP_663485.1	NP_002862.2
OG0012490	NP_722469.1	NP_060555.2
OG0012491	XP_006529432.1	NP_001376546.1
OG0012492	NP_598425.2	NP_005549.2
OG0012493	NP_083148.4	NP_060735.4
OG0012494	XP_006529895.1	NP_001284636.1
OG0012495	XP_006529779.1	XP_011507548.1
OG0012496	XP_006529280.1, NP_573502.2	XP_016856341.1, NP_957705.1
OG0012497	NP_032577.1	NP_116584.2
OG0012499	NP_032085.1	NP_056529.1
OG0012500	NP_081171.1	NP_001139643.1
OG0012501	NP_067396.3	NP_653168.2, XP_005273401.1
OG0012502	NP_001074705.1	XP_024304957.1
OG0012503	NP_001344454.1	NP_203131.1
OG0012504	NP_001392438.1	NP_001348.2
OG0012505	NP_780669.1	NP_055854.1
OG0012506	NP_001333046.1	NP_055964.3
OG0012507	NP_081152.2	NP_112196.3
OG0012508	NP_001128213.1	NP_001186014.1
OG0012509	NP_036061.1	NP_001001740.1, NP_071902.2
OG0012510	NP_079750.1	NP_071383.1
OG0012511	NP_038890.3, XP_006496938.1	NP_001353375.1
OG0012513	NP_796230.1, NP_031479.1	NP_004896.1
OG0012514	NP_001182118.1	NP_001182119.1
OG0012515	NP_001137428.1	NP_001129579.1
OG0012516	XP_006496972.2	NP_001353698.1
OG0012517	NP_473428.1, NP_001263384.1	NP_008927.1
OG0012518	NP_035934.1	NP_003842.1
OG0012519	NP_062318.2, XP_036008326.1	NP_001292353.1
OG0012520	XP_006496891.1	NP_001351815.1
OG0012521	NP_001344319.1	NP_001337177.1
OG0012522	NP_035915.3, XP_006496881.1	NP_001357003.1
OG0012523	NP_058085.2, XP_036008205.1	NP_004492.2, NP_114032.2
OG0012524	NP_848768.1, NP_001404405.1	NP_057086.2
OG0012525	XP_017175608.1	NP_001374479.1
OG0012526	NP_031441.2	NP_001609.2
OG0012527	NP_573488.2	NP_073572.2
OG0012528	NP_666055.1	NP_689821.3
OG0012529	NP_001363968.1	NP_001354408.1
OG0012530	NP_663489.4	NP_001108585.2, NP_079436.4
OG0012531	NP_780336.1	NP_055991.1
OG0012532	NP_775554.2	NP_001026855.2
OG0012533	XP_036018813.1, NP_057910.3	NP_006608.1
OG0012534	NP_766114.1	XP_011507555.2, NP_001099139.2
OG0012535	NP_033966.1	NP_005989.3
OG0012536	NP_064387.1	NP_001243538.1, NP_653181.1
OG0012537	NP_277068.1	NP_064516.2
OG0012538	NP_031738.2	NP_001281267.1
OG0012539	NP_001344296.2	NP_002446.3
OG0012540	XP_006501676.1	NP_001393174.1
OG0012541	XP_030108249.1, NP_033732.2	NP_000739.1
OG0012543	XP_017175032.1	XP_047291868.1
OG0012544	NP_598615.1	NP_036569.1
OG0012545	XP_030106421.1, NP_001094508.1	NP_998767.1
OG0012546	XP_036016986.1	XP_005258372.3
OG0012547	NP_001349204.1	NP_001340669.1
OG0012548	NP_001390829.1	XP_011524491.1
OG0012549	NP_067423.2	NP_001311397.1, NP_001229804.1
OG0012550	NP_694698.3	NP_055083.1
OG0012551	NP_081892.2	NP_001295055.1
OG0012552	NP_997506.1	NP_001178253.2
OG0012553	NP_001351902.1	NP_060301.2, XP_011524347.1
OG0012554	NP_031909.2	NP_001934.2, XP_047293271.1
OG0012555	NP_951010.1	NP_001385422.1
OG0012556	NP_997413.2	XP_016881019.1
OG0012557	NP_082617.2, XP_030106474.1	NP_001129465.1
OG0012558	XP_006526404.1, NP_083899.1	NP_037458.3
OG0012559	XP_017173356.1	NP_775776.2
OG0012560	XP_006526114.1	XP_047293847.1, NP_001305763.1
OG0012561	NP_001139759.1	NP_001094089.1
OG0012562	XP_006526131.1, NP_001077097.1	XP_016881478.1
OG0012563	NP_569716.2	XP_011524043.1, NP_569057.2
OG0012564	NP_031619.3	NP_004057.1
OG0012565	NP_083163.3	XP_011523944.1, NP_056110.2
OG0012566	XP_006524912.1	XP_024306878.2
OG0012567	NP_082664.1	XP_016881271.1, NP_066552.2
OG0012568	XP_017172989.1	NP_003565.4
OG0012569	XP_036017093.1, NP_573500.2	NP_694545.1
