Orthogroup	Mus_musculus	Rattus_norvegicus
OG0010407	NP_666145.3, XP_036013200.1	NP_001386578.1
OG0010408	NP_001156608.1, XP_006515924.1	NP_001178704.1, XP_006240756.1
OG0010409	NP_796264.2	NP_001388746.1
OG0010410	NP_079670.1	NP_001128646.1
OG0010411	NP_076159.3	NP_001359041.1, XP_017448482.1
OG0010412	XP_006506784.1, NP_083629.1	NP_001100063.1
OG0010413	XP_006506001.1	NP_001020942.1, XP_017448282.1
OG0010414	NP_775582.2	XP_063142760.1, NP_001387781.1
OG0010415	NP_851009.2	XP_063141841.1, NP_001258068.1
OG0010416	XP_006505429.1	XP_063142342.1
OG0010416	NP_080913.1	NP_001102099.1
OG0010417	NP_035283.1	XP_006236607.1, NP_703197.1
OG0010418	XP_036008301.1	XP_063142105.1
OG0010418	NP_084511.1	NP_001414213.1
OG0010419	NP_036186.2	NP_001007647.1
OG0010420	XP_017168906.1, NP_783609.1	NP_001100278.1
OG0010421	NP_001391862.1	NP_001414409.1, XP_038938195.1, XP_038952178.2
OG0010422	NP_766391.2, XP_006515148.1	XP_038934053.1, NP_001414020.1
OG0010423	NP_766163.2	NP_001386592.1, XP_038934059.1
OG0010424	NP_536712.2	NP_001102692.1, XP_008760939.1
OG0010425	XP_036021645.1	XP_063142549.1
OG0010426	NP_001276553.1	XP_006236194.1
OG0010427	XP_006505167.1, NP_525024.1	XP_017447983.1, NP_001107873.1
OG0010428	NP_598700.1	NP_001100055.1
OG0010429	NP_937894.1	NP_001037743.1, XP_006236206.1
OG0010430	NP_001035874.1, NP_062756.2	NP_446119.2
OG0010431	NP_001033679.1	XP_006238818.1
OG0010432	XP_006503254.1, NP_001014900.2	NP_001101440.1, XP_006238821.1
OG0010433	NP_598477.2	NP_001094139.1, XP_063143502.1
OG0010434	NP_001078971.1	NP_001101446.1
OG0010435	XP_036019483.1	NP_001129230.2, XP_063144057.1
OG0010436	NP_075912.2	XP_063144405.1, NP_001025225.1
OG0010437	NP_059503.2	NP_001041649.1
OG0010438	NP_032411.3, XP_006502867.1	NP_001094225.1
OG0010439	NP_663527.2, XP_036019938.1	NP_001020907.1, XP_038966273.1
OG0010440	NP_001361052.1	XP_006238948.3
OG0010441	NP_038746.1	XP_063144089.1, NP_001008377.1
OG0010442	NP_001128205.1	NP_001128204.1
OG0010443	NP_075373.1	NP_001099188.2
OG0010444	NP_001028806.2	NP_001413923.1
OG0010445	NP_077160.1	NP_001100143.1, XP_038965504.1
OG0010446	NP_001092773.1	NP_001389162.1
OG0010447	NP_033211.2	XP_038967108.1, NP_001386135.1
OG0010448	NP_031849.1	NP_058695.2
OG0010449	NP_080927.1	XP_063144049.1, NP_001007748.1
OG0010450	NP_080823.1	NP_001102733.1
OG0010451	NP_058057.3	XP_006238708.1, NP_001005543.1
OG0010452	XP_006503421.1	XP_063143480.1, NP_001020827.1
OG0010453	NP_080238.2	NP_001101432.1, XP_038965921.1
OG0010454	NP_080930.1	NP_001385980.1
OG0010455	XP_036020394.1, NP_001025083.1	NP_001388250.1
OG0010456	NP_038835.2	NP_071523.1
OG0010457	XP_036020445.1	XP_063143098.1
OG0010457	NP_001371125.1	NP_001385988.1
OG0010458	NP_001355946.1	NP_446270.1
OG0010458	NP_001342104.1	XP_006238687.1
OG0010459	XP_006502927.1	XP_038966082.1
OG0010459	NP_035343.2	NP_062122.2
OG0010460	NP_035717.2	NP_445997.1, XP_006238782.1
OG0010461	NP_081065.2, XP_006503434.1	XP_008762314.1
OG0010462	NP_033762.1	NP_001099500.1, XP_063130167.1
OG0010463	NP_001034765.2	NP_001100730.1
OG0010464	NP_062695.2	NP_001019965.1, XP_008768777.1
OG0010465	NP_001171038.1, XP_006513992.1	XP_038936045.1
OG0010466	NP_079878.1	NP_001101560.1
OG0010467	XP_011241894.1	XP_063120486.1
OG0010468	NP_032550.2	XP_063120368.1, NP_112312.1
OG0010469	NP_444302.4, XP_036011484.1	XP_063120168.1, NP_001131117.1
OG0010470	NP_062622.1, XP_006513959.1	NP_071984.2, XP_038935781.1
OG0010471	XP_006513691.1	XP_038936019.2
OG0010472	XP_006513689.1	XP_006241315.1
OG0010472	NP_666351.2	NP_001101552.2
OG0010473	XP_011241696.1	NP_001178709.1, XP_006241303.1
OG0010474	NP_001264117.1	NP_001100248.1
OG0010474	XP_006513818.1	XP_017450215.2
OG0010475	NP_001004164.2	XP_017450686.2, NP_001414087.1
OG0010476	NP_001140162.1	XP_006241292.1, NP_001381255.1
OG0010477	XP_006514330.1, NP_083525.1	XP_038934150.1
OG0010478	NP_032803.2	NP_036751.2, XP_063119065.1
OG0010479	NP_444354.2	XP_063134090.1
OG0010480	NP_001351374.1	NP_847900.1, XP_006255484.1
OG0010481	NP_084389.2	NP_001102971.1, XP_038953914.1
OG0010482	NP_001157707.1, NP_082220.1	NP_001014293.2, XP_063134249.1, XP_063134408.1
OG0010483	XP_006501392.1, NP_659145.1	NP_001386160.1, XP_063138191.1
OG0010484	NP_001074562.1	XP_006232601.1, NP_068531.1
OG0010485	XP_006501077.1	NP_001077280.1
OG0010486	NP_997617.1, XP_006501692.1	NP_958820.2, XP_006232570.1
OG0010487	NP_001357702.1, XP_011238281.1	XP_063138440.1, NP_001388904.1
OG0010488	NP_001390802.1	XP_017455664.2
OG0010489	NP_848748.2, XP_017168500.1	XP_038951011.1, NP_001406494.1
OG0010490	NP_001239549.1, XP_006509579.1	NP_001100780.1, XP_017455592.1
OG0010491	NP_080000.1	XP_038935667.1, NP_001020223.1
OG0010492	XP_036012021.1	XP_038936521.1
OG0010494	NP_083007.2	NP_001258098.1
OG0010494	XP_017170618.1	XP_063117866.1
OG0010495	XP_006509183.1, NP_665840.2	XP_038950655.1, NP_001102345.2
OG0010496	XP_006506197.1	NP_001256967.1, XP_063142059.1
OG0010497	NP_085113.2	NP_076451.1
OG0010498	NP_631969.1	NP_001032592.1
OG0010499	NP_033752.1	NP_001100709.1
OG0010500	NP_001355685.1	NP_446301.2
OG0010501	NP_001004357.2	NP_001414577.1, XP_038964955.1
OG0010502	NP_001368882.1, NP_001368881.1	XP_006236445.1, NP_001102862.1
OG0010503	NP_001033693.1	NP_001102847.1, XP_006236431.1
OG0010504	XP_006506424.1	NP_001182206.1
OG0010505	NP_001028602.2, XP_036022151.1	XP_038964944.1
OG0010506	NP_766481.2	NP_001102093.2, XP_006236408.1
OG0010507	NP_796159.3	NP_001128025.1, XP_006236368.1
OG0010508	XP_011239688.1, NP_796174.2	XP_008761085.3, XP_063142896.1
OG0010509	XP_006506653.1, NP_081789.1	XP_038963704.1, NP_001102090.1
OG0010510	NP_001035776.1, NP_892041.2, XP_006531982.1	NP_001386521.1
OG0010511	NP_062384.1	NP_064485.2
OG0010511	XP_006514824.1	XP_063129585.1
OG0010512	NP_059097.2, XP_036012744.1	NP_001011912.1, XP_006251273.1
OG0010513	XP_006535689.1	XP_063141514.1
OG0010514	NP_694716.2	NP_001100043.2
OG0010515	NP_080725.2	XP_006236020.1, NP_001020319.1
OG0010516	XP_006535796.1, NP_082510.1	XP_017448166.1, NP_001178788.1
OG0010517	NP_033196.1	NP_058917.1
OG0010518	NP_598668.1	NP_001414016.1
OG0010519	NP_033537.1	NP_058934.2
OG0010519	XP_017170532.1	XP_017449544.1
OG0010520	XP_036009810.1	NP_001406693.1, XP_006253101.1
OG0010521	NP_775304.1	NP_598281.1
OG0010521	XP_030099091.1	XP_038950107.1
OG0010522	NP_038862.2, XP_011240430.1	NP_001263641.2
OG0010523	XP_006509202.1	NP_001128219.1, XP_038950750.1
OG0010524	NP_034214.2	XP_038950722.1, NP_001362245.1
OG0010525	NP_032350.1	NP_076463.2
OG0010526	NP_780310.1	NP_001008356.1
OG0010527	NP_001074656.1, XP_036010000.1	NP_001100791.1
OG0010528	NP_001414275.1	XP_038951141.1, NP_001414271.1
OG0010529	NP_031944.3	NP_446309.1
OG0010530	XP_006509285.3, NP_473385.2	XP_003751665.2
OG0010531	XP_006509243.1, NP_079962.1	XP_063131511.1, NP_001019944.1
OG0010532	XP_006509112.1, NP_694775.1	NP_001100789.2, XP_017455624.1
OG0010533	NP_113551.2, XP_006509038.1	NP_001099557.2, XP_008769518.1
OG0010534	XP_006509157.1	NP_001099555.1
OG0010535	NP_780300.2	NP_001099554.2
OG0010536	NP_001344235.1, XP_017168513.1	NP_001004212.1, XP_038950316.1
OG0010537	XP_006509585.1, NP_084386.1	XP_006253262.1, NP_001178821.1
OG0010538	NP_001035789.1	XP_063131499.1, NP_001100782.2
OG0010539	XP_017168289.1, NP_808410.1	XP_017455857.1
OG0010540	NP_598730.1	NP_001129072.1
OG0010541	XP_017168350.1	XP_008769481.1
OG0010541	NP_796278.1	NP_001402007.1
OG0010542	XP_030099626.1	XP_017455603.1
OG0010543	NP_062746.1	NP_001013920.2
OG0010544	NP_898856.1, XP_017168358.1, NP_631968.1	NP_001032609.2, XP_038951147.1
OG0010545	XP_036010291.1, NP_444401.2	NP_001032404.2, XP_038950665.1
OG0010546	XP_030111080.1, NP_570939.1	NP_001178942.1
OG0010547	NP_062417.1	NP_001103021.1
OG0010548	NP_766127.1, NP_001277932.1	NP_001099974.1
OG0010549	NP_001007473.1, XP_006506419.1	NP_001178943.1
OG0010550	NP_001074669.1	NP_001414358.1, XP_063137666.1
OG0010551	NP_032438.2, XP_006501109.1	XP_017446554.1, NP_071531.2
OG0010552	NP_038737.1	XP_006240032.1, NP_001102175.1
OG0010553	NP_067359.2	XP_038968845.1, NP_620236.1
OG0010554	NP_001008421.1	NP_001014098.1, XP_063117959.1
OG0010555	NP_033098.2	XP_006239971.1, NP_037154.2
OG0010556	NP_056579.2	XP_008762860.2, NP_001414013.1
OG0010557	XP_006515278.2	XP_063118582.1, NP_001414375.1
OG0010558	XP_006515006.1, NP_076186.1	NP_001102746.1
OG0010559	XP_036013444.1, NP_067404.2	NP_001385707.1
OG0010560	NP_033823.2, XP_006515141.1	NP_062160.2
OG0010561	NP_001349278.1, XP_006515179.1	XP_038969041.1, NP_001414412.1
OG0010562	NP_079599.1	NP_001258151.1
OG0010563	NP_001185897.1	NP_001414033.1, XP_038969030.1
OG0010564	NP_001395531.1	XP_017449617.1, NP_001382498.1
OG0010565	NP_694722.2	NP_996727.2, XP_038967845.1
OG0010566	XP_011242189.1	XP_038969025.2
OG0010566	NP_001075952.1	NP_001414190.1
OG0010567	NP_114081.2	XP_038968933.1, NP_001263649.1
OG0010568	NP_653108.2, XP_036021359.1	XP_063118130.1, NP_001014217.2
OG0010569	NP_001412672.1	XP_008762734.1, NP_001007657.1
OG0010570	XP_006503712.1	XP_063117701.1
OG0010570	NP_598679.1	NP_001386324.1
OG0010571	NP_997635.1, NP_082131.2	NP_001120998.1
OG0010572	NP_080574.5	NP_446244.2, XP_038967535.1
OG0010573	NP_710147.1, NP_001405205.1	XP_063117699.1, NP_001011981.1
OG0010574	NP_001334257.1	NP_001100179.2, XP_038967837.1
OG0010575	NP_694876.1	NP_001102173.1, XP_038968398.1
OG0010576	NP_796061.2, XP_006524459.2	XP_017449897.2
OG0010577	NP_035853.2	NP_058850.2
OG0010578	NP_001239407.1	XP_038967824.1, NP_001264208.1
OG0010579	NP_080693.2	XP_038969023.1, NP_001009712.1
OG0010580	NP_690030.3, XP_006525088.1	NP_001100176.1, XP_006239816.1
OG0010581	NP_056615.1	NP_001162574.1, XP_006239685.1
OG0010582	NP_001400685.1	XP_006239684.1
OG0010583	NP_001074648.1	NP_001401882.1
OG0010584	NP_001019977.1, XP_006523621.1	XP_038968383.1, NP_001102171.1
OG0010585	XP_006525058.1, NP_082887.2	NP_001008319.1, XP_038967822.1
OG0010586	NP_620089.2	NP_620212.2, XP_063139126.1
OG0010587	NP_001407342.1, NP_032613.1	XP_063140597.1, NP_075232.1
OG0010588	NP_056562.1	XP_006235053.1, NP_112410.1
OG0010589	XP_030111497.1	NP_001102710.1
OG0010590	NP_848500.3, NP_001029101.1	NP_001009658.1, XP_038963237.1
OG0010591	NP_001153599.1	NP_001100065.1, XP_006236694.1
OG0010592	NP_033988.1	NP_113727.2
OG0010593	XP_030111355.1	XP_038963735.1
OG0010593	NP_848723.1	NP_001102103.1
OG0010594	NP_659165.1	NP_620807.1, XP_006236720.1
OG0010595	NP_001074211.1, NP_058568.1	NP_446007.1
OG0010596	NP_058074.2	NP_114015.1, XP_038964377.1
OG0010597	NP_062689.2	NP_001121664.1
OG0010598	NP_001357224.1	XP_063142354.1, NP_001102104.1
OG0010599	NP_001074735.1	XP_008761307.1
OG0010600	NP_082224.1	XP_038964083.1, NP_001019501.1
OG0010601	NP_001334242.1	XP_008761316.1
OG0010602	XP_036008294.1	NP_001100071.1
OG0010603	NP_660258.2, XP_006506113.1	NP_001100074.2, XP_038963276.1
OG0010604	NP_082781.1, NP_001156899.1, XP_011239788.1	XP_003749834.1
OG0010605	NP_796051.2	NP_001102716.1
OG0010605	XP_036008283.1	XP_063142596.1
OG0010606	XP_030111198.1, NP_780684.1, NP_001171184.1	NP_851601.2
OG0010607	NP_001371042.1	NP_001178498.1, XP_006233131.1
OG0010608	NP_035646.2, XP_006501292.1	XP_063137397.1, NP_036942.2
OG0010609	NP_001034460.2	NP_001101177.1
OG0010610	NP_001391336.1, XP_006502406.1	XP_038957992.1
OG0010611	XP_017174992.1, NP_035327.2	NP_062116.2
OG0010612	NP_001161378.1	NP_001258146.1, XP_063137976.1
OG0010613	NP_034893.1	NP_001099922.1
OG0010614	NP_083168.3, XP_036019255.1	XP_038959735.1
OG0010615	NP_081738.2	XP_006233090.1, NP_001162112.1
OG0010616	NP_035058.2	NP_077334.2
OG0010617	XP_006502351.1, NP_084209.3	XP_006233076.1, NP_001101173.2
OG0010618	NP_001159421.1	NP_113972.2, XP_006233054.1
OG0010619	NP_001289400.1	XP_038958307.1, NP_001101169.2
OG0010620	NP_666246.1	XP_006233039.1, NP_001014277.1
OG0010621	NP_075699.3	NP_001013218.1, XP_038958626.1
OG0010622	NP_001396846.1, XP_011238310.1	XP_006233004.1, NP_446334.1
OG0010623	NP_001021383.1, NP_062507.1	NP_068614.1
OG0010624	NP_001391048.1	NP_001007699.1, XP_038958285.1
OG0010625	NP_079692.1	NP_001102028.1, XP_063138240.1
OG0010626	XP_030108728.1	XP_038958621.1
OG0010626	NP_083707.1	NP_001020188.1
OG0010628	NP_082905.1	NP_001002290.1
OG0010629	NP_082258.2, XP_006502185.1	NP_001005540.1, XP_008759602.1
OG0010630	NP_064315.1, XP_030108559.1	NP_001257891.1
OG0010631	NP_001073290.1	XP_038963508.1
OG0010632	NP_035914.1	NP_112639.1
OG0010634	NP_839990.2, XP_006514769.2	XP_063129860.1
OG0010635	NP_001033017.1	NP_001129387.1, XP_038948384.1
OG0010636	XP_036012653.1, NP_796007.1	XP_017454824.1, NP_001102782.1
OG0010637	NP_056600.1	NP_001020310.1, XP_038948229.1
OG0010638	NP_598498.1	XP_038963729.1, NP_001014209.1
OG0010639	NP_032970.2	NP_058975.1
OG0010640	NP_619595.3, XP_036013805.1	NP_001014168.1, XP_038951826.1
OG0010641	NP_001170984.1, NP_079755.1	XP_038951997.1, NP_001102922.1
OG0010642	NP_001413426.1	NP_071553.2, XP_063132789.1
OG0010643	NP_067328.1, XP_017170439.1	NP_446207.1
OG0010644	NP_001156598.1, XP_006515146.1	NP_001385716.1, XP_038934049.1
OG0010645	XP_006515290.1	NP_037353.2, XP_063117642.1
OG0010646	NP_001019649.1, XP_006515253.1	XP_063118820.1
OG0010647	NP_083428.1, XP_030102824.1	NP_001102176.1
OG0010648	NP_036089.1, XP_006535779.1	XP_006236009.1, NP_001014208.1
OG0010649	NP_035391.2	NP_536319.3, XP_038962988.1
OG0010650	XP_006503645.2	XP_038964217.1
OG0010651	NP_081295.2	XP_006230625.1, NP_001102394.1
OG0010652	NP_001107794.1, XP_006536323.1	NP_612534.1, XP_063133963.1
OG0010653	XP_006500373.1, NP_898929.2	NP_001101222.2, XP_063139748.1
OG0010654	NP_083911.1	XP_006234699.1, NP_001028864.1
OG0010655	NP_064663.2	NP_001013221.1
OG0010656	NP_062709.3	NP_001099962.2, XP_038960457.1
OG0010657	NP_997598.1	NP_001103076.1
OG0010658	NP_080910.1	XP_017447390.1, NP_001102055.1
OG0010659	NP_659053.1	XP_038960459.1, NP_001025087.1
OG0010660	NP_663355.1	NP_001161995.1
OG0010661	NP_659032.3	NP_113722.2, XP_006234683.1
OG0010662	NP_064333.2	NP_001019926.1, XP_017447037.1
OG0010663	NP_954693.1, XP_006499655.1	NP_852045.1, XP_006234527.1
OG0010664	NP_663501.2	XP_038961846.1
OG0010665	NP_032974.2	NP_113783.2
OG0010666	XP_011237590.1, NP_034298.1	NP_075213.2
OG0010667	NP_001342004.2	NP_001386435.1
OG0010668	NP_079869.1	NP_001137383.1, XP_038964475.1
OG0010669	NP_064673.2, XP_006508708.1	XP_038941360.1, NP_001178825.2
OG0010670	XP_006508551.2	NP_114462.2, XP_038948630.1
OG0010671	NP_001399159.1	NP_001028929.1
OG0010672	NP_666318.2, XP_006508676.1	XP_038935131.1, NP_001386374.1
OG0010673	NP_758456.2	NP_001101037.1, XP_008758342.1
OG0010674	NP_032539.2	XP_063142794.1, NP_001099791.2
OG0010675	NP_068563.2	XP_006230797.1, NP_001011937.1
OG0010676	NP_001361616.1	NP_001012217.1, XP_038941428.1
OG0010677	XP_011246936.1, NP_001028619.3	NP_001413915.1
OG0010678	NP_063914.1	NP_001029282.1
OG0010679	NP_084385.2	XP_063142911.1, NP_001099796.2
OG0010680	NP_001019888.1	NP_001019461.1
OG0010681	XP_006531724.1	XP_063142916.1
OG0010681	NP_034115.2	NP_001019413.1
OG0010682	NP_001240761.1	XP_006230763.1
OG0010683	NP_082153.3	NP_001020816.1, XP_008758328.1
OG0010684	XP_011246907.1	XP_008758360.3
OG0010685	NP_001349301.1	XP_038948520.1
OG0010686	XP_006531675.1, NP_659117.2	XP_006231009.1
OG0010687	XP_006531891.1, NP_080445.1	NP_001008349.1, XP_006230866.1
OG0010688	XP_011246909.1	XP_063131945.1, NP_445932.2
OG0010689	NP_080522.1	NP_001041348.1, XP_063120469.1
OG0010690	NP_001104787.1	NP_001229562.1
OG0010690	XP_006531849.1	XP_008758274.1
OG0010691	NP_001104261.1	NP_001104263.1
OG0010692	NP_001356292.1	NP_446298.2, XP_017444150.1
OG0010693	NP_705825.2, XP_006526640.1	XP_006230823.1, NP_001099801.1
OG0010694	XP_006527399.1	XP_038940000.1
OG0010694	NP_081919.1	NP_001101988.1
OG0010695	XP_011245633.1	NP_001386609.1, XP_038940024.1
OG0010696	NP_080067.1	NP_001178033.1
OG0010697	NP_080605.1	NP_446400.1
OG0010699	NP_001348973.1, NP_666205.1	NP_001030001.2
OG0010700	NP_001153828.1	XP_038934113.1, NP_001162132.1
OG0010701	NP_032086.1, NP_001280550.1	NP_001385713.1
OG0010702	NP_932110.1, XP_030106934.1	NP_001029073.1, XP_063127683.1
OG0010703	XP_006526770.2	XP_006231087.1, NP_001099805.1
OG0010704	XP_006526990.1	XP_006231092.1, NP_001163958.1
OG0010705	NP_068690.3	NP_775160.1
OG0010706	NP_666206.1	XP_006231137.1, NP_445897.2
OG0010707	NP_079609.2	NP_001008372.1, XP_063124437.1
OG0010708	NP_082189.1, XP_006527410.1	NP_001258240.1, XP_038935734.1
OG0010709	NP_031676.3, XP_006526684.1	NP_062168.2
OG0010710	NP_001365847.1	NP_001402879.1
OG0010711	NP_987075.1	NP_001001506.1
OG0010712	NP_001074547.1	NP_446293.1
OG0010713	NP_796352.2, XP_017168354.1	NP_001178022.1
OG0010714	NP_001004176.2, XP_006501708.1	NP_001101145.2
OG0010715	XP_017168435.1, NP_080509.2	XP_063134029.1, NP_001020837.1
OG0010716	NP_033964.1	NP_612535.1
OG0010716	XP_006501019.1	XP_038958189.1
OG0010717	NP_001091640.1	NP_001414697.1, XP_038959561.1
OG0010718	NP_001074880.1, XP_006500849.1	NP_714962.1, XP_038957744.1
OG0010719	XP_017175080.1, NP_080898.2, NP_001364039.1	NP_001020210.2
OG0010720	NP_033376.2	XP_006232340.1, NP_001006978.2
OG0010721	NP_766267.2, XP_006535509.1	XP_038957920.1, NP_001358170.1
OG0010722	NP_031711.1	NP_001102774.1, XP_038939997.1
OG0010723	XP_006526361.1	XP_063133449.1
OG0010724	NP_081278.1	NP_001102356.1
OG0010725	XP_006526354.1, NP_775617.1	NP_001385564.1
OG0010726	NP_080748.3	NP_631925.2, XP_017454154.1
OG0010727	XP_006529983.1	NP_001414518.1, XP_063128308.1
OG0010728	NP_064317.2, XP_006529316.1	XP_017454155.1, NP_001093949.1
OG0010729	NP_780315.1	XP_006249726.1, NP_001032865.1
OG0010730	NP_062305.1	NP_620795.2, XP_008767646.1
OG0010731	NP_001020327.1, NP_084231.2	NP_001020168.1
OG0010732	NP_032593.1	NP_058983.1
OG0010733	NP_443737.2, XP_006498522.1	XP_038962031.2
OG0010734	XP_006497686.1	XP_063139269.1
OG0010734	NP_031422.3	NP_113759.2
OG0010735	XP_006497839.1	XP_063139677.1, NP_001406448.1
OG0010736	XP_006498256.2	NP_001099950.1, XP_008759931.1
OG0010737	XP_036022111.1, NP_001366146.1	NP_001100077.1, XP_063141888.1
OG0010738	NP_084141.2	XP_006252918.1, NP_001099535.1
OG0010739	XP_030101137.1	XP_038935663.1
OG0010739	NP_081906.1	NP_001020945.1
OG0010740	XP_006530883.1, NP_001123666.1	NP_001383034.1
OG0010741	NP_032980.2	NP_037146.1, XP_063122766.1
OG0010742	NP_783858.1	NP_001100345.1
OG0010743	NP_001357739.1, XP_030100952.1	XP_063120443.1
OG0010744	NP_001334010.1	NP_997481.2, XP_006240933.1
OG0010745	NP_081682.1, NP_001343341.1	XP_063142735.1, NP_071992.2
OG0010746	NP_808406.1, NP_001345227.1	XP_038964284.1, NP_001102959.1
OG0010747	NP_084527.2	NP_001005902.1, XP_038963296.1
OG0010748	NP_598694.3	NP_037199.2
OG0010749	NP_659168.1, XP_036021947.1	XP_063141890.1, NP_001100080.2
OG0010750	XP_006506395.1, NP_941070.1	NP_001128095.2, XP_038964100.1
OG0010751	XP_006506063.1, NP_766319.3	XP_006236988.1, NP_001102107.2
OG0010752	NP_075779.2	NP_001008315.1, XP_038963349.1
OG0010753	NP_598684.4	NP_001102110.2, XP_038963762.1
OG0010754	NP_733773.2, XP_006505914.1	NP_001020153.1, XP_063141941.1
OG0010755	NP_659048.1	NP_001008562.1
OG0010756	NP_619618.1	NP_001292208.1
OG0010757	NP_061372.2	NP_001258180.1
OG0010757	XP_006506468.1	XP_017448131.1
OG0010758	NP_001333566.1	XP_063141649.1, NP_001414230.1
OG0010759	NP_001074580.1	NP_446123.2, XP_063141458.1
OG0010760	NP_035796.2	NP_476553.1, XP_006236998.1
OG0010761	XP_036014507.1	NP_037351.2, XP_063130116.1
OG0010762	NP_083210.3, XP_011243074.1	NP_001014159.2, XP_063130450.1
OG0010763	XP_006517984.1, NP_031896.3	XP_063129983.1, NP_446359.1
OG0010764	XP_006518549.1, NP_033915.1	XP_063131356.1, NP_783185.1
OG0010765	NP_081769.2	NP_001296388.1, XP_038950543.1
OG0010766	XP_030103744.1	NP_001100760.1
OG0010766	NP_062529.2	NP_001401986.1
OG0010767	NP_033414.1	XP_006252723.1, NP_072114.2
OG0010768	NP_001412772.1	XP_006252643.1, NP_001129338.1
OG0010769	NP_061216.2	NP_062242.2
OG0010770	NP_035979.1	NP_001013152.2, XP_063131360.1
OG0010771	NP_001020550.1, XP_006518884.1	NP_001094352.1
OG0010772	XP_006511893.1	XP_038937910.1
OG0010772	NP_081630.2	NP_001102766.2
OG0010773	NP_663595.1	NP_001102248.1, XP_038937714.1
OG0010774	XP_006511816.1	XP_038937498.1, NP_001341133.1
OG0010775	NP_780611.3	NP_001386249.1
OG0010776	NP_598745.2, XP_030100428.1	NP_001100323.1, XP_006243790.1
OG0010777	NP_061367.1	NP_001020915.2
OG0010778	NP_032343.3	NP_997499.2
OG0010779	NP_821139.2	NP_997482.2
OG0010780	NP_666338.2	NP_036632.1
OG0010781	NP_032269.3, XP_006511702.2	NP_077328.1, XP_038936729.1
OG0010782	NP_001004192.1	XP_063122183.1, NP_001102859.1
OG0010783	NP_598555.2	NP_001007625.1
OG0010784	NP_083220.3	NP_001386206.1
OG0010785	XP_006511685.1, NP_001346501.1	NP_112610.1, XP_006243922.1
OG0010786	NP_001012236.1, NP_035767.4	NP_001020160.1
OG0010787	NP_001400498.1, NP_033237.2	NP_001400502.1, XP_006243833.1
OG0010788	NP_001074850.1, XP_006512360.1	NP_001102252.1, XP_063121907.1
OG0010789	NP_001074809.2, XP_036010808.1	NP_001388092.1, XP_038937538.1
OG0010790	XP_030100495.1, NP_082588.2	XP_006244032.1, NP_001102253.1
OG0010791	NP_631881.1	NP_579830.2
OG0010791	NP_035861.2	XP_002730032.2
OG0010792	NP_001344414.1, NP_109617.1	NP_446250.1, NP_001344426.1
OG0010793	NP_598735.2, XP_006511984.1	NP_001100339.1
OG0010794	NP_001405792.1	NP_001094195.1, XP_063121733.1
OG0010795	NP_034750.1	NP_853666.1, XP_038937602.1
OG0010796	XP_030099716.1, NP_932769.1	NP_001100778.1, XP_006252965.1
OG0010797	NP_001408485.1, NP_075801.1, NP_001369144.1	NP_001264151.1
OG0010798	NP_001139024.1	NP_001139198.1
OG0010799	NP_663572.1	XP_006252975.1, NP_001102344.1
OG0010800	NP_001020093.2	NP_001108495.1, XP_063131257.1
OG0010801	NP_032133.2, NP_001156754.1	NP_001037705.1
OG0010802	NP_057894.2, XP_036009635.1	NP_036966.2
OG0010803	NP_001391344.1	XP_006252998.1, NP_001040580.1
OG0010804	NP_031950.2	XP_063131445.1, NP_001100774.1
OG0010805	XP_006509782.1	XP_038950248.1
OG0010805	NP_075706.1	NP_973717.1
OG0010806	NP_001273873.1	NP_001273895.1
OG0010806	NP_034722.1	NP_620230.1
OG0010807	NP_898993.1	NP_001386372.1, NP_001386369.1
OG0010808	NP_081836.1, XP_017168452.1	NP_001100773.2, XP_063131444.1
OG0010809	NP_444478.2, XP_006509600.1	NP_443215.2
OG0010810	NP_082893.1	NP_955407.1, XP_006252922.1
OG0010811	XP_011240644.1, NP_115774.2	NP_064471.1
OG0010812	NP_071864.2, XP_030099565.1	NP_001100771.1
OG0010813	XP_017168360.1	XP_038950925.1
OG0010813	NP_001158151.1	NP_001414552.1
OG0010814	NP_765984.1	NP_001128724.1, XP_038940897.1
OG0010815	NP_081761.2	XP_038950406.1, NP_001100770.2
OG0010816	XP_006509747.2	XP_038950683.1
OG0010816	NP_808434.2	NP_001102577.2
OG0010817	NP_922935.1	NP_001258257.1, XP_006252857.1
OG0010818	NP_666082.2	XP_038953459.1, NP_001013891.1
OG0010819	NP_083321.2	XP_017456914.1, NP_001387895.1
OG0010820	NP_034765.3	NP_001100634.1, XP_006255316.1
OG0010821	NP_080675.2	NP_001041312.1, XP_038953464.1
OG0010822	XP_011240690.2, NP_034052.3	NP_113935.2
OG0010823	XP_006510084.1	XP_017450979.2
OG0010823	NP_034617.1	NP_758827.1
OG0010824	NP_001158086.1	NP_001358494.1, XP_006242740.1
OG0010825	XP_011240739.1	NP_599195.1, XP_063120900.1
OG0010826	NP_001365725.1	XP_038936628.1
OG0010827	NP_001192241.1	NP_001244276.1, XP_006242647.1
OG0010828	NP_083874.1, XP_006508984.1	XP_008767210.1, NP_001102529.1
OG0010829	NP_899105.2	NP_001101547.1
OG0010830	NP_035821.3	XP_063122732.1, NP_036891.2
OG0010831	NP_001397222.1	XP_038938836.1, NP_446372.2
OG0010832	NP_084360.2	XP_006244347.1, NP_955431.1
OG0010833	NP_059089.1	XP_038940263.1, NP_001386216.1
OG0010834	NP_071723.1	NP_001100346.1, XP_006244369.1
