Orthogroup	Mus_musculus	Ursus_americanus
OG0012373	NP_932097.1	XP_045669317.1
OG0012374	NP_080646.1	XP_045642021.1
OG0012375	XP_006507602.1	XP_045642006.1
OG0012376	NP_001408690.1	XP_045641994.1
OG0012377	NP_001334581.1	XP_045641992.1
OG0012378	NP_001291195.1	XP_045641973.1
OG0012379	NP_075692.1	XP_045641953.1
OG0012380	NP_653105.3	XP_045641939.1
OG0012381	NP_598447.1	XP_045641937.1
OG0012382	XP_006507264.1	XP_045641930.1
OG0012383	NP_001157247.1	XP_045641900.1
OG0012384	NP_001357694.1	XP_045641904.1
OG0012385	NP_081160.1	XP_045642220.1
OG0012386	NP_898954.2, XP_006508410.1	XP_045642209.1
OG0012387	NP_083696.2	XP_045641886.1
OG0012388	NP_780312.1	XP_045641887.1
OG0012389	NP_062712.1	XP_045641878.1
OG0012390	NP_612183.1, XP_036008620.1	XP_045641876.1
OG0012391	XP_017167830.1	XP_045631202.1
OG0012392	NP_997122.1	XP_045631179.1
OG0012393	NP_001390011.1	XP_045632373.1
OG0012394	NP_062303.2	XP_045632440.1
OG0012395	NP_001074707.1	XP_045632393.1
OG0012396	NP_083034.1	XP_045632361.1
OG0012397	NP_031698.2	XP_045632397.1
OG0012398	NP_001357810.1, XP_036009123.1	XP_045632434.1
OG0012399	NP_001158052.1	XP_045632446.1
OG0012400	NP_082361.2	XP_045632379.1
OG0012401	NP_057878.1	XP_045632382.1
OG0012402	NP_081974.3	XP_045655832.1
OG0012403	NP_848873.1, XP_006507967.1	XP_045626850.1
OG0012404	NP_001361534.1	XP_045626881.1
OG0012405	NP_082091.4, XP_006508275.1	XP_045626884.1
OG0012406	NP_892040.1	XP_045626851.1
OG0012407	NP_001390574.1	XP_045626846.1
OG0012408	NP_001389724.1	XP_045631996.1
OG0012409	NP_291042.2	XP_045632050.1
OG0012410	XP_011244355.1	XP_045632053.1
OG0012411	NP_001034610.1	XP_045632026.1
OG0012412	NP_083037.1	XP_045632039.1
OG0012413	XP_006522171.1	XP_045632011.1
OG0012414	NP_083858.1	XP_045640307.1
OG0012415	XP_006522723.1	XP_045640317.1
OG0012416	NP_001289547.1	XP_045639855.1
OG0012417	NP_036085.1	XP_045640793.1
OG0012418	NP_001073282.1	XP_045639897.1
OG0012419	NP_082577.2, XP_006522671.1	XP_045640213.1
OG0012420	NP_001365941.1	XP_045640219.1
OG0012421	NP_663334.1, XP_030104875.1	XP_045640436.1
OG0012422	NP_080669.1	XP_045640773.1
OG0012423	NP_079847.1	XP_045640568.1
OG0012424	NP_080784.1	XP_045639984.1
OG0012425	XP_006524968.4, NP_598492.2	XP_045640717.1
OG0012426	NP_035192.2	XP_045640675.1
OG0012427	XP_036016505.1, NP_766523.2	XP_045640689.1
OG0012428	NP_001396761.1	XP_045640652.1
OG0012429	NP_001288713.1	XP_045640655.1
OG0012430	NP_783613.1	XP_045639977.1
OG0012431	NP_001273649.1	XP_045640613.1
OG0012432	NP_080481.1	XP_045639994.1
OG0012433	NP_036086.1	XP_045640701.1
OG0012434	NP_001001183.1	XP_045640738.1
OG0012435	NP_001159401.1, XP_017173031.1	XP_045640009.1
OG0012436	NP_082377.3	XP_045639938.1
OG0012437	NP_001157238.1	XP_045639833.1
OG0012438	NP_666111.1	XP_045639840.1
OG0012439	XP_036016651.1	XP_045640372.1
OG0012440	NP_001271288.1	XP_045639759.1
OG0012441	NP_084369.2	XP_045640206.1
OG0012442	NP_001034577.1	XP_045657488.1
OG0012443	NP_080395.1	XP_045652766.1
OG0012444	NP_001039272.1	XP_045657504.1
OG0012445	NP_034490.1	XP_045657308.1
OG0012446	NP_032622.1	XP_045657538.1
OG0012447	NP_080474.2	XP_045657558.1
OG0012448	NP_035634.1	XP_045657574.1
OG0012449	NP_080121.1	XP_045657576.1
OG0012450	NP_001157039.1, XP_036019034.1	XP_045657581.1
OG0012451	NP_001365916.1	XP_045657587.1
OG0012452	NP_034152.2	XP_045657641.1
OG0012453	XP_006502203.1	XP_045657639.1
OG0012454	NP_075734.3, XP_036018753.1	XP_045657663.1
OG0012455	NP_808332.3	XP_045657665.1
OG0012456	XP_006501794.1	XP_045657675.1
OG0012457	NP_663369.2	XP_045657691.1
OG0012458	NP_032155.1	XP_045657708.1
OG0012459	NP_038895.1	XP_045657711.1
OG0012460	NP_001108137.1	XP_045657718.1
OG0012461	NP_080382.2	XP_045657720.1
OG0012462	NP_083152.1	XP_045657729.1
OG0012463	NP_080338.1	XP_045657733.1
OG0012464	XP_006534839.1	XP_045657738.1
OG0012465	NP_001365195.1	XP_045657750.1
OG0012466	NP_001001804.2	XP_045657311.1
OG0012467	NP_001342163.1	XP_045657811.1
OG0012468	NP_848812.1	XP_045657315.1
OG0012469	XP_017175068.1, NP_766452.2	XP_045657834.1
OG0012470	NP_080932.2	XP_045657841.1
OG0012471	XP_036019195.1	XP_045657867.1
OG0012472	NP_573485.2	XP_045657892.1
OG0012473	XP_006501723.1	XP_045657913.1
OG0012474	NP_573510.2	XP_045657930.1
OG0012475	XP_011238417.1	XP_045657940.1
OG0012477	XP_006501282.1	XP_045657946.1
OG0012478	NP_114076.2	XP_045657957.1
OG0012479	NP_666065.1	XP_045657981.1
OG0012480	NP_001366460.2	XP_045657983.1
OG0012481	NP_444325.3	XP_045643435.1
OG0012482	NP_001028334.1	XP_045667252.1
OG0012483	NP_112466.1	XP_045643575.1
OG0012484	NP_038778.1	XP_045643645.1
OG0012485	XP_011238431.1, NP_036118.2	XP_045639782.1
OG0012486	NP_075630.2	XP_045667358.1
OG0012487	NP_853543.1	XP_045637817.1
OG0012488	NP_001138327.1	XP_045643576.1
OG0012489	NP_663485.1	XP_045643593.1
OG0012490	NP_722469.1	XP_045643641.1
OG0012491	XP_006529432.1	XP_045643631.1
OG0012492	NP_598425.2	XP_045643648.1
OG0012493	NP_083148.4	XP_045643852.1
OG0012494	XP_006529895.1	XP_045643664.1
OG0012495	XP_006529779.1	XP_045643689.1
OG0012496	XP_006529280.1, NP_573502.2	XP_045643434.1
OG0012497	NP_032577.1	XP_045643706.1
OG0012499	NP_032085.1	XP_045643777.1
OG0012500	NP_081171.1	XP_045643825.1
OG0012501	NP_067396.3	XP_045643830.1
OG0012502	NP_001074705.1	XP_045632020.1
OG0012503	NP_001344454.1	XP_045667244.1
OG0012504	NP_001392438.1	XP_045667250.1
OG0012505	NP_780669.1	XP_045667310.1
OG0012506	NP_001333046.1	XP_045667327.1
OG0012507	NP_081152.2	XP_045667456.1
OG0012508	NP_001128213.1	XP_045667275.1
OG0012509	NP_036061.1	XP_045667350.1
OG0012510	NP_079750.1	XP_045667345.1
OG0012511	NP_038890.3, XP_006496938.1	XP_045667331.1
OG0012513	NP_796230.1, NP_031479.1	XP_045667324.1
OG0012514	NP_001182118.1	XP_045667374.1
OG0012515	NP_001137428.1	XP_045653917.1
OG0012516	XP_006496972.2	XP_045653652.1
OG0012517	NP_473428.1, NP_001263384.1	XP_045653556.1
OG0012518	NP_035934.1	XP_045653290.1
OG0012519	NP_062318.2, XP_036008326.1	XP_045651754.1
OG0012520	XP_006496891.1	XP_045651776.1
OG0012521	NP_001344319.1	XP_045652031.1
OG0012522	NP_035915.3, XP_006496881.1	XP_045652085.1
OG0012523	NP_058085.2, XP_036008205.1	XP_045652196.1
OG0012524	NP_848768.1, NP_001404405.1	XP_045652392.1
OG0012525	XP_017175608.1	XP_045652474.1
OG0012526	NP_031441.2	XP_045652618.1
OG0012527	NP_573488.2	XP_045652684.1
OG0012528	NP_666055.1	XP_045652719.1
OG0012529	NP_001363968.1	XP_045652831.1
OG0012530	NP_663489.4	XP_045652898.1
OG0012531	NP_780336.1	XP_045652968.1
OG0012532	NP_775554.2	XP_045653016.1
OG0012533	XP_036018813.1, NP_057910.3	XP_045640044.1
OG0012534	NP_766114.1	XP_045640029.1
OG0012535	NP_033966.1	XP_045640112.1
OG0012536	NP_064387.1	XP_045640156.1
OG0012537	NP_277068.1	XP_045640101.1
OG0012538	NP_031738.2	XP_045640131.1
OG0012539	NP_001344296.2	XP_045640137.1
OG0012540	XP_006501676.1	XP_045640202.1
OG0012541	XP_030108249.1, NP_033732.2	XP_045640589.1
OG0012543	XP_017175032.1	XP_045640248.1
OG0012544	NP_598615.1	XP_045640359.1
OG0012545	XP_030106421.1, NP_001094508.1	XP_045645944.1
OG0012546	XP_036016986.1	XP_045633796.1
OG0012547	NP_001349204.1	XP_045633855.1
OG0012548	NP_001390829.1	XP_045633814.1
OG0012549	NP_067423.2	XP_045633837.1
OG0012550	NP_694698.3	XP_045633841.1
OG0012551	NP_081892.2	XP_045628810.1
OG0012552	NP_997506.1	XP_045637821.1
OG0012553	NP_001351902.1	XP_045637841.1
OG0012554	NP_031909.2	XP_045637828.1
OG0012555	NP_951010.1	XP_045637818.1
OG0012556	NP_997413.2	XP_045637742.1
OG0012557	NP_082617.2, XP_030106474.1	XP_045637748.1
OG0012558	XP_006526404.1, NP_083899.1	XP_045637763.1
OG0012559	XP_017173356.1	XP_045637805.1
OG0012560	XP_006526114.1	XP_045637764.1
OG0012561	NP_001139759.1	XP_045637911.1
OG0012562	XP_006526131.1, NP_001077097.1	XP_045637874.1
OG0012563	NP_569716.2	XP_045637924.1
OG0012564	NP_031619.3	XP_045637755.1
OG0012565	NP_083163.3	XP_045637902.1
OG0012566	XP_006524912.1	XP_045637836.1
OG0012567	NP_082664.1	XP_045649826.1
OG0012568	XP_017172989.1	XP_045649838.1
OG0012569	XP_036017093.1, NP_573500.2	XP_045649840.1
OG0012570	NP_001406305.1	XP_045649841.1
OG0012571	XP_011245209.1	XP_045671077.1
OG0012572	NP_783575.2, XP_017170513.1	XP_045666515.1
OG0012573	NP_001288356.1	XP_045663521.1
OG0012574	NP_808288.2	XP_045663546.1
OG0012575	NP_032634.3	XP_045658752.1
OG0012576	NP_542764.2	XP_045658749.1
OG0012577	NP_075679.2	XP_045658711.1
OG0012578	XP_030103435.1, NP_001357821.1	XP_045658719.1
OG0012579	NP_031481.2	XP_045658661.1
OG0012580	NP_035319.1	XP_045658644.1
OG0012581	NP_001240817.1	XP_045658649.1
OG0012582	NP_080679.3	XP_045658610.1
OG0012583	NP_076188.3	XP_045658602.1
OG0012584	NP_659037.2	XP_045658565.1
OG0012585	XP_036013597.1	XP_045658572.1
OG0012586	XP_036013330.1	XP_045658543.1
OG0012587	NP_079732.1	XP_045658539.1
OG0012588	NP_035037.2	XP_045655916.1
OG0012589	NP_663417.1, XP_006515736.1	XP_045655806.1
OG0012590	XP_017170673.1, NP_001299573.1	XP_045656342.1
OG0012591	NP_001028328.2	XP_045655465.1
OG0012592	XP_006516083.1	XP_045655330.1
OG0012593	NP_849243.2	XP_045655282.1
OG0012594	NP_001180195.2	XP_045655240.1
OG0012595	XP_017170423.1, NP_081545.3	XP_045655106.1
OG0012596	NP_839984.1	XP_045655083.1
OG0012597	XP_011242459.1, NP_079717.2	XP_045655042.1
OG0012598	NP_001129031.1, XP_006515698.1	XP_045654962.1
OG0012599	NP_899117.1, XP_017170692.1	XP_045654778.1
OG0012600	NP_001390761.1	XP_045654623.1
OG0012601	NP_001392290.1	XP_045654609.1
OG0012602	NP_082615.1	XP_045654590.1
OG0012603	NP_032721.2	XP_045666264.1
OG0012604	NP_081794.2, XP_006519607.1	XP_045666476.1
OG0012605	XP_036014450.1	XP_045666525.1
OG0012606	NP_001346970.1	XP_045666448.1
OG0012607	XP_006519690.1	XP_045666331.1
OG0012608	NP_001347461.1	XP_045666546.1
OG0012609	NP_001156850.1	XP_045666314.1
OG0012610	NP_083503.1	XP_045666424.1
OG0012611	NP_001177395.1	XP_045666474.1
OG0012612	NP_035514.1	XP_045666556.1
OG0012613	NP_035512.1	XP_045666439.1
OG0012614	NP_083856.1	XP_045666441.1
OG0012615	NP_848479.1	XP_045666378.1
OG0012616	NP_766393.2	XP_045666485.1
OG0012617	NP_598811.3	XP_045666537.1
OG0012618	XP_006516160.1, NP_062525.1	XP_045666455.1
OG0012619	NP_083345.1	XP_045666475.1
OG0012620	NP_076210.1, XP_030102816.1	XP_045666466.1
OG0012621	XP_030102381.1, NP_084264.1	XP_045666284.1
OG0012622	NP_084293.1	XP_045663943.1
OG0012623	XP_030102481.1	XP_045663923.1
OG0012624	NP_796241.3	XP_045663915.1
OG0012625	XP_006516097.1, NP_080520.2	XP_045663906.1
OG0012626	NP_001171032.1	XP_045663888.1
OG0012627	XP_017170611.1	XP_045663870.1
OG0012628	XP_006515747.1	XP_045663859.1
OG0012629	XP_011242435.1	XP_045663846.1
OG0012630	NP_001254554.1	XP_045663843.1
OG0012631	NP_001129547.1	XP_045663820.1
OG0012632	NP_766168.1	XP_045663813.1
OG0012633	NP_598803.1, XP_036013042.1	XP_045663790.1
OG0012634	NP_001392261.1	XP_045663803.1
OG0012635	NP_663420.1	XP_045663757.1
OG0012636	XP_006516052.1	XP_045663720.1
OG0012637	XP_006515772.1, NP_663422.1	XP_045663734.1
OG0012638	NP_036064.3	XP_045663712.1
OG0012639	NP_001277217.1	XP_045663680.1
OG0012640	NP_113568.2	XP_045663666.1
OG0012641	NP_084448.1	XP_045663605.1
OG0012642	NP_080957.2	XP_045663567.1
OG0012643	NP_083256.2, XP_006516371.1	XP_045671748.1
OG0012644	XP_006516221.1, NP_001153382.1	XP_045631402.1
OG0012645	XP_006515533.1	XP_045631394.1
OG0012646	NP_851845.1	XP_045631356.1
OG0012647	NP_001012310.2, XP_011242283.1	XP_045631391.1
OG0012648	NP_081890.1	XP_045631379.1
OG0012649	NP_036103.1	XP_045631388.1
OG0012650	NP_001361650.1	XP_045632121.1
OG0012651	XP_030102765.1	XP_045632150.1
OG0012652	NP_951014.1	XP_045666558.1
OG0012653	NP_001277231.1, XP_036013232.1	XP_045663517.1
OG0012654	NP_001091090.1, XP_006516225.1	XP_045632152.1
OG0012655	NP_034605.1, XP_006532360.1	XP_045637623.1
OG0012656	NP_722502.1	XP_045629068.1
OG0012657	XP_006533512.1, NP_001291368.1	XP_045629545.1
OG0012658	NP_001289885.1	XP_045659638.1
OG0012659	XP_006497869.1, NP_033142.2	XP_045627216.1
OG0012661	NP_081027.1	XP_045631005.1
OG0012662	NP_077769.4, XP_006534439.1	XP_045670280.1
OG0012663	XP_017169791.1, NP_001167570.1	XP_045637573.1
OG0012664	NP_082432.2	XP_045633713.1
OG0012665	NP_032292.3, XP_006532343.1	XP_045669768.1
OG0012666	XP_036012480.1, NP_001028438.1	XP_045629496.1
OG0012667	NP_899109.2	XP_045629234.1
OG0012668	NP_001001714.1	XP_045669633.1
OG0012669	NP_071297.1, NP_001033788.1	XP_045630961.1
OG0012670	XP_011247520.1	XP_045630819.1
OG0012671	NP_082021.1	XP_045630994.1
OG0012672	XP_006532159.1, NP_031647.1	XP_045630925.1
OG0012673	NP_077191.2	XP_045630862.1
OG0012674	NP_038798.2	XP_045630930.1
OG0012675	NP_081480.2	XP_045630909.1
OG0012676	NP_079836.1	XP_045630988.1
OG0012677	NP_001181952.1	XP_045630848.1
OG0012678	XP_006532054.1	XP_045630849.1
OG0012679	XP_006532781.1, NP_001078967.1	XP_045670131.1
OG0012680	NP_083174.2	XP_045669939.1
OG0012681	NP_001395320.1	XP_045670425.1
OG0012682	NP_031651.2	XP_045670234.1
OG0012683	XP_036012322.1, NP_035280.1	XP_045670540.1
OG0012684	NP_001350087.1	XP_045670157.1
OG0012685	XP_030101765.1	XP_045670394.1
OG0012686	XP_036012613.1, NP_766536.2	XP_045670328.1
OG0012687	NP_001350292.1	XP_045669790.1
OG0012688	NP_776116.2	XP_045669899.1
OG0012689	XP_011247257.1, NP_001028439.2	XP_045670347.1
OG0012690	NP_001392072.1	XP_045669776.1
OG0012691	NP_001349767.1	XP_045670146.1
OG0012692	NP_079552.3, XP_036012216.1	XP_045670047.1
OG0012693	NP_001192010.1	XP_045670386.1
OG0012694	NP_065229.2	XP_045669997.1
OG0012695	XP_006534333.1, NP_082290.2	XP_045669853.1
OG0012696	NP_079581.1	XP_045670522.1
OG0012697	NP_001028565.1	XP_045669909.1
OG0012698	NP_031608.1	XP_045670418.1
OG0012699	NP_938040.1	XP_045670191.1
OG0012700	NP_079757.2	XP_045670560.1
OG0012701	NP_056625.2	XP_045670531.1
OG0012702	NP_076402.1	XP_045669897.1
OG0012703	XP_036012949.1, NP_083621.1	XP_045670388.1
OG0012704	NP_766156.2	XP_045670385.1
OG0012705	NP_001106176.1	XP_045670536.1
OG0012706	NP_081359.1, NP_001343401.1	XP_045669787.1
OG0012707	NP_032766.2	XP_045670559.1
OG0012708	NP_001076004.1, NP_950184.2	XP_045670380.1
OG0012709	NP_001390541.1	XP_045670209.1
OG0012710	XP_030101431.1	XP_045670437.1
OG0012711	XP_006533751.1	XP_045670355.1
OG0012712	NP_001392161.1	XP_045670500.1
OG0012713	NP_665828.1	XP_045670497.1
OG0012714	NP_083563.1	XP_045669917.1
OG0012715	XP_006532521.1	XP_045670470.1
OG0012716	NP_659080.2	XP_045670028.1
OG0012717	NP_033838.1	XP_045637678.1
OG0012718	NP_036167.1	XP_045637578.1
OG0012719	NP_081596.1	XP_045637579.1
OG0012720	XP_017170022.1, NP_849263.1	XP_045637533.1
OG0012721	NP_001271340.1	XP_045637536.1
OG0012722	NP_080777.1	XP_045637703.1
OG0012723	NP_998824.1	XP_045637552.1
OG0012724	NP_083194.2	XP_045637600.1
OG0012725	NP_001390532.1	XP_045637514.1
OG0012726	NP_034053.2	XP_045637517.1
OG0012727	NP_001186225.1	XP_045637471.1
OG0012728	NP_034647.1, XP_030101458.1	XP_045637539.1
OG0012729	NP_082998.2	XP_045637596.1
OG0012730	NP_663409.2	XP_045637520.1
OG0012731	NP_033465.1	XP_045637524.1
OG0012732	NP_001073587.1	XP_045633706.1
OG0012733	NP_082425.1, XP_006534361.1	XP_045633698.1
OG0012734	XP_006532154.1	XP_045633717.1
OG0012735	NP_001074904.1	XP_045633735.1
OG0012736	NP_080462.2	XP_045644786.1
OG0012737	XP_006533088.1, NP_001074689.1	XP_045669769.1
OG0012738	XP_006534571.1	XP_045669726.1
OG0012739	NP_766387.2, XP_017170020.1	XP_045669772.1
OG0012740	NP_001392123.1	XP_045628988.1
OG0012741	XP_006532896.1, NP_766131.2	XP_045669694.1
OG0012742	NP_001351064.1	XP_045628972.1
OG0012743	NP_598568.1	XP_045628995.1
OG0012744	NP_082260.1	XP_045628983.1
OG0012745	NP_001350116.1	XP_045629060.1
OG0012746	XP_006534273.1	XP_045629041.1
OG0012747	NP_001344472.1	XP_045629004.1
OG0012748	NP_001390914.1	XP_045628963.1
OG0012749	NP_033572.2, XP_017169965.1	XP_045629282.1
OG0012750	NP_775550.2	XP_045629668.1
OG0012751	NP_001038992.1	XP_045629322.1
OG0012752	XP_036012127.1	XP_045629295.1
OG0012753	NP_077224.1	XP_045629458.1
OG0012754	NP_001350059.1	XP_045629274.1
OG0012755	NP_079690.2	XP_045629430.1
OG0012756	XP_030101706.1	XP_045629438.1
OG0012757	NP_062790.1, XP_006533852.1	XP_045629598.1
OG0012758	XP_006533042.1	XP_045629670.1
OG0012759	NP_033356.2	XP_045629686.1
OG0012760	NP_001039008.1, XP_011247471.1	XP_045629173.1
OG0012761	NP_663406.2	XP_045629462.1
OG0012762	NP_001391057.1	XP_045629087.1
OG0012763	NP_082295.1, XP_036012897.1	XP_045629413.1
OG0012764	NP_954666.1	XP_045629128.1
OG0012765	NP_659075.1	XP_045629320.1
OG0012766	XP_011247072.1	XP_045629534.1
OG0012767	NP_954669.2	XP_045629451.1
OG0012768	NP_081016.2	XP_045629171.1
OG0012769	NP_958808.1	XP_045629310.1
OG0012770	NP_001351039.1	XP_045629076.1
OG0012771	NP_033449.2	XP_045629273.1
OG0012772	NP_777277.2, XP_006533463.1	XP_045629117.1
OG0012773	NP_001004144.1	XP_045629118.1
OG0012774	XP_006533451.1	XP_045629398.1
OG0012775	XP_006533001.1	XP_045629400.1
OG0012776	XP_006533290.1	XP_045629176.1
OG0012777	NP_031780.2	XP_045629106.1
OG0012778	NP_058090.2	XP_045629174.1
OG0012779	NP_080305.2	XP_045629298.1
OG0012780	NP_796341.2	XP_045629185.1
OG0012781	NP_083934.1	XP_045629397.1
OG0012782	NP_031899.2	XP_045629079.1
OG0012783	NP_598417.2	XP_045629213.1
OG0012784	NP_001361617.1	XP_045629614.1
OG0012785	NP_796299.2	XP_045629619.1
OG0012786	NP_001091673.1	XP_045629621.1
OG0012787	NP_001074627.1	XP_045629221.1
OG0012788	XP_006533687.1	XP_045629680.1
OG0012789	NP_659567.2	XP_045629423.1
OG0012790	NP_001363911.1	XP_045629361.1
OG0012791	XP_006532514.1, NP_032797.3	XP_045629455.1
OG0012792	NP_001026978.2	XP_045659622.1
OG0012793	NP_067368.3	XP_045659628.1
OG0012794	NP_032747.2, NP_001407398.1	XP_045659700.1
OG0012795	XP_030107910.1, NP_081361.1	XP_045659711.1
OG0012797	NP_001019787.2	XP_045659730.1
OG0012798	NP_032740.3	XP_045659746.1
OG0012799	NP_001186076.1	XP_045659774.1
OG0012800	NP_001032836.1, XP_006498198.1	XP_045659767.1
OG0012801	NP_997117.2	XP_045627114.1, XP_045627113.1
OG0012802	XP_006497917.1, NP_033526.1	XP_045627237.1
OG0012803	NP_766247.2	XP_045627038.1
OG0012804	XP_006497859.1	XP_045627120.1
OG0012805	NP_001395026.1	XP_045627247.1
OG0012806	NP_659135.1	XP_045627144.1
OG0012807	NP_062655.1	XP_045626974.1
OG0012808	NP_938046.2	XP_045626923.1
OG0012809	NP_766248.3	XP_045627256.1
OG0012810	NP_031957.1	XP_045627258.1
OG0012811	NP_001032851.1, NP_079704.2	XP_045627137.1
OG0012812	XP_006497872.1	XP_045627201.1
OG0012813	NP_001008498.2	XP_045627208.1
OG0012814	NP_083199.1	XP_045627111.1
OG0012815	NP_919316.1	XP_045627197.1
OG0012816	NP_848710.1	XP_045627089.1
OG0012817	NP_001078976.1	XP_045646872.1
OG0012818	NP_001407449.1, NP_001407448.1, NP_058048.1	XP_045646884.1
OG0012819	XP_017174684.1	XP_045646894.1
OG0012820	NP_071705.3, NP_001156906.1	XP_045646902.1
OG0012821	NP_079868.1	XP_045646918.1
OG0012822	NP_796357.1	XP_045646957.1
OG0012823	NP_032526.2	XP_045646973.1
OG0012824	NP_001107596.1	XP_045646978.1
OG0012825	NP_081577.1	XP_045645763.1
OG0012826	NP_075967.2	XP_045635744.1
OG0012827	NP_033878.1	XP_045649194.1
OG0012828	NP_001028599.1	XP_045627627.1
OG0012829	NP_035510.1	XP_045644339.1
OG0012830	NP_033886.2	XP_045644354.1
OG0012831	NP_079743.1	XP_045644355.1
OG0012832	NP_035995.1	XP_045644149.1
OG0012833	NP_033459.1	XP_045654482.1
OG0012834	NP_899120.2	XP_045645912.1
OG0012835	NP_056555.2	XP_045645893.1
OG0012836	NP_035973.1	XP_045645856.1
OG0012837	NP_064347.1	XP_045645810.1
OG0012838	NP_079992.1	XP_045645808.1
OG0012839	NP_058054.2	XP_045645781.1
OG0012840	NP_032947.1	XP_045645771.1
OG0012841	XP_011241766.1, NP_038814.1, NP_001346306.1	XP_045645772.1
OG0012842	NP_032694.2	XP_045645751.1
OG0012843	NP_001161764.1	XP_045645729.1
OG0012844	NP_082506.1	XP_045645744.1
OG0012845	NP_001165053.1	XP_045645710.1
OG0012846	NP_082303.2	XP_045645691.1
OG0012847	NP_808283.3, XP_006513627.1	XP_045645690.1
OG0012848	NP_034139.2	XP_045645669.1
OG0012849	NP_079813.1	XP_045645670.1
OG0012850	NP_001106941.1	XP_045645676.1
OG0012851	NP_796126.4	XP_045645659.1
OG0012852	NP_081880.2	XP_045645644.1
OG0012853	NP_001103688.1	XP_045645640.1
OG0012854	NP_001074506.1	XP_045645631.1
OG0012855	NP_766610.2	XP_045645630.1, XP_045645629.1
OG0012856	NP_083640.1	XP_045645619.1
OG0012857	XP_006514294.1	XP_045645594.1
OG0012858	NP_001014412.1	XP_045645592.1
OG0012859	NP_001156376.1	XP_045645589.1
OG0012860	NP_080846.1	XP_045645568.1
OG0012861	NP_068740.3	XP_045671472.1
OG0012862	NP_031718.1	XP_045671433.1
OG0012863	NP_849250.1	XP_045671450.1
OG0012864	NP_001002005.2, XP_006521202.1	XP_045671473.1
OG0012865	XP_006521018.1	XP_045671454.1
OG0012866	NP_001028446.2, XP_036015261.1	XP_045671400.1
OG0012867	XP_006520885.1	XP_045635420.1
OG0012868	NP_001157106.1, NP_033554.3	XP_045635953.1
OG0012869	NP_058539.2	XP_045635711.1
OG0012870	NP_536718.1	XP_045635584.1
OG0012871	NP_001365767.1	XP_045635587.1
OG0012872	NP_001355589.1	XP_045635430.1
OG0012873	NP_001074635.2	XP_045636054.1
OG0012874	NP_808298.2	XP_045635830.1, XP_045635829.1
OG0012875	NP_001346060.1	XP_045636042.1
OG0012876	NP_898838.2	XP_045635735.1
OG0012877	NP_848742.1	XP_045635427.1
OG0012878	XP_017172261.1, NP_083342.1	XP_045635491.1
OG0012880	NP_150087.1	XP_045635406.1
OG0012881	NP_001076005.2	XP_045635694.1
OG0012882	NP_659061.2	XP_045635405.1
OG0012883	NP_780318.1	XP_045635999.1
OG0012884	NP_001344588.1	XP_045635603.1
OG0012885	NP_083039.2	XP_045635734.1
OG0012886	NP_803412.1, XP_036015335.1	XP_045635893.1
OG0012887	NP_035567.1	XP_045635896.1
OG0012888	NP_001365917.1	XP_045635798.1
OG0012889	NP_001403052.1	XP_045635795.1
OG0012890	NP_082178.2	XP_045635954.1
OG0012891	NP_001398351.1	XP_045635873.1
OG0012892	NP_080207.1	XP_045635844.1
OG0012893	NP_031609.1, XP_006520434.1	XP_045635516.1
OG0012894	NP_663397.1	XP_045635726.1
OG0012895	NP_898995.1	XP_045635626.1
OG0012896	NP_081699.1	XP_045635379.1
OG0012897	NP_001138670.1	XP_045635754.1
OG0012898	NP_067414.2	XP_045636020.1
OG0012899	NP_035370.2	XP_045627819.1
OG0012900	XP_006514336.1, NP_001156428.1	XP_045627560.1
OG0012901	NP_076003.3	XP_045627543.1
OG0012902	XP_006496104.1	XP_045627637.1
OG0012903	NP_082319.1	XP_045627817.1
OG0012904	XP_006496219.1	XP_045627604.1
OG0012905	NP_938045.2, XP_036020208.1	XP_045627615.1
OG0012906	NP_001357757.1	XP_045627738.1
OG0012907	NP_705722.2	XP_045627630.1
OG0012908	NP_001001806.1	XP_045627720.1
OG0012909	NP_114090.1	XP_045627621.1
OG0012910	NP_001264909.1	XP_045644365.1
OG0012911	NP_001391016.1	XP_045643884.1
OG0012912	NP_032558.2	XP_045643894.1
OG0012913	NP_032654.1	XP_045643895.1
OG0012914	NP_001074503.1	XP_045643901.1
OG0012915	NP_080803.1	XP_045643927.1
OG0012916	NP_787030.2	XP_045643936.1
OG0012917	NP_082780.1	XP_045643946.1
OG0012918	NP_001350297.1	XP_045643955.1
OG0012919	NP_080199.1	XP_045643979.1
OG0012920	NP_033070.2	XP_045643991.1
OG0012921	XP_006514891.1	XP_045644013.1
OG0012922	NP_033967.1	XP_045644016.1
OG0012923	XP_011241983.1	XP_045644036.1
OG0012924	NP_776113.1	XP_045644058.1
OG0012925	NP_061349.3	XP_045644070.1
OG0012926	NP_034919.1	XP_045644079.1
OG0012927	NP_849240.1	XP_045644088.1
OG0012928	NP_079719.1	XP_045644089.1
OG0012929	NP_001163960.1	XP_045644097.1
OG0012930	XP_036022028.1	XP_045644109.1
OG0012931	NP_079941.1	XP_045644130.1
OG0012932	NP_035715.1	XP_045644153.1
OG0012933	NP_080099.1	XP_045644165.1
OG0012934	NP_033383.1, XP_006505949.1	XP_045644177.1
OG0012935	NP_001025185.1	XP_045635842.1
OG0012936	XP_006496354.2	XP_045627722.1
OG0012937	NP_034832.2	XP_045650597.1
