Orthogroup	Mus_musculus	Sus_scrofa
OG0010288	NP_065628.1, XP_006524760.1	XP_005665939.1
OG0010289	NP_001192143.1	XP_005665914.1, NP_001177175.1
OG0010290	NP_038571.2	NP_001124202.1, XP_005665911.1
OG0010291	NP_001182227.1, NP_444403.2	XP_020954253.1
OG0010292	NP_666187.2	XP_005665949.1
OG0010293	NP_001277974.1, XP_011244777.1	XP_020954265.1
OG0010294	NP_001272969.1	XP_020953873.1, NP_001233193.1
OG0010295	NP_081461.2	XP_001929274.1
OG0010296	XP_006524019.1, NP_766038.1	XP_013833298.2
OG0010297	XP_011244831.1, NP_001351777.1	XP_005665992.2
OG0010298	NP_001156374.1, NP_001156373.1	XP_001927679.1
OG0010299	XP_036016186.1, NP_038839.2	XP_020954316.1
OG0010300	XP_006518653.1, NP_067517.1	XP_001928289.1
OG0010301	XP_006524503.1, NP_001028577.2	XP_020954328.1
OG0010302	NP_058555.3	NP_001124203.1
OG0010303	NP_663464.2	XP_020954351.1
OG0010304	NP_666191.1	XP_005666050.1
OG0010305	XP_030105834.1	XP_020954357.1
OG0010306	NP_663463.1	XP_005666040.1, NP_001103896.1
OG0010307	NP_001344613.1	NP_001106922.1, XP_020953530.1
OG0010308	NP_001365986.1, XP_017172985.1	NP_001171996.1, XP_020953634.1
OG0010309	XP_006524020.1, NP_065239.1	XP_005666077.1
OG0010310	NP_083614.1, XP_006525137.1	XP_001929549.1
OG0010311	NP_079925.2	XP_001929550.3, XP_013833424.1
OG0010312	NP_081044.1	XP_020954443.1
OG0010313	XP_011244781.1, NP_001013789.1	XP_020955697.1
OG0010314	XP_006524033.1, NP_001013771.1	XP_001929612.1
OG0010315	NP_001344760.1	XP_020954455.1
OG0010316	NP_001154838.1	XP_001928203.2
OG0010317	NP_848704.1	XP_003128478.3
OG0010318	XP_017173054.1, NP_001028665.2	XP_013851620.1
OG0010319	NP_001138532.1	XP_020954469.1
OG0010320	XP_011236686.1, NP_694819.2	XP_020954475.1
OG0010322	NP_776092.1	XP_003356653.2
OG0010323	XP_017170110.1	XP_020954224.1
OG0010324	NP_775562.2	XP_013840602.1
OG0010325	NP_075362.3	XP_003353348.1
OG0010326	XP_036020072.1, NP_038917.2	XP_003121328.1
OG0010327	NP_852071.2, XP_036019465.1	XP_020945502.1
OG0010328	NP_080569.1	NP_001177176.1
OG0010329	NP_062532.2	NP_001070687.1
OG0010330	XP_006537539.1, NP_001074861.1	XP_020945634.1
OG0010331	NP_033342.1	XP_020937806.1
OG0010332	NP_084116.1	XP_013848172.1
OG0010333	NP_001346193.1	XP_020946372.1
OG0010334	NP_694695.3	XP_001925514.4
OG0010335	NP_766004.1	XP_001927511.1
OG0010336	NP_058594.1	XP_001924661.2
OG0010337	NP_082155.1	XP_005652522.1, XP_003121400.3
OG0010338	NP_081848.1, XP_006512913.1	XP_003121397.1
OG0010339	NP_001107804.1	XP_020946871.1
OG0010340	XP_011241407.1, NP_598761.2	XP_001924822.2
OG0010341	NP_034811.2	XP_013848215.2
OG0010342	NP_077212.3	XP_020941295.1
OG0010343	NP_035315.1	NP_001231282.1
OG0010344	NP_035756.2	XP_020956995.1
OG0010345	NP_663536.1	XP_013834211.1
OG0010346	NP_001343500.1, NP_031812.2, NP_001343499.1	NP_001004026.1
OG0010347	NP_059496.1, XP_030109982.1	NP_999406.1
OG0010348	NP_080772.2, XP_006520126.3	XP_005662992.2
OG0010349	NP_001344606.2	NP_001127816.1
OG0010350	NP_032414.1	XP_020944686.1
OG0010351	XP_006521623.1	XP_020944652.1
OG0010352	NP_084408.1	XP_003481399.2
OG0010353	NP_849251.1	NP_001155111.1, XP_005662933.1
OG0010354	NP_001342523.1	XP_020946218.1
OG0010355	NP_001355351.1, XP_006520448.1	XP_013851966.1
OG0010356	XP_006520761.1	XP_020944618.1
OG0010357	NP_083694.1	XP_013851958.1
OG0010358	XP_006521672.2, NP_001357841.1	XP_020944612.1
OG0010359	XP_006521567.1	XP_020944610.1
OG0010360	NP_705776.2	XP_020944590.1
OG0010361	NP_033753.2	XP_020944562.1
OG0010362	NP_001405815.1	XP_020944536.1
OG0010363	NP_061353.1	XP_005662899.2
OG0010364	NP_034288.2	XP_020944530.1
OG0010365	NP_001029048.1, XP_006520831.1	XP_020944521.1
OG0010366	XP_054875619.1	XP_020946018.1
OG0010367	XP_006520832.1, NP_001269372.1	XP_020946105.1
OG0010368	NP_780608.1	XP_003125499.1
OG0010369	NP_001365179.1, XP_006521682.1	XP_020946206.1
OG0010370	NP_079616.2, XP_011243700.1	XP_013843475.2
OG0010371	NP_079843.1, XP_030104554.1	XP_003125491.1
OG0010372	NP_038509.1, XP_036014989.1	XP_013843461.1
OG0010373	NP_067530.2	XP_003125495.2
OG0010374	NP_001157645.1	XP_020946067.1
OG0010375	NP_766548.2	XP_020946122.1
OG0010376	NP_081398.2	XP_020946176.1
OG0010377	NP_848766.2	NP_001131104.1
OG0010378	NP_001345970.1	XP_020956828.1
OG0010379	XP_036020891.1	XP_013834107.1
OG0010380	XP_030110638.2	XP_020956848.1
OG0010381	NP_036020.1	NP_001107759.1
OG0010382	NP_001276755.1	XP_020956977.1
OG0010383	NP_082246.1	XP_020956196.1
OG0010384	NP_001332831.1	XP_003482452.2
OG0010385	NP_064376.1	XP_003129092.3
OG0010386	NP_848845.1, XP_036021019.1	XP_020957052.1
OG0010387	NP_032122.1	XP_003357019.1
OG0010388	NP_808540.2	XP_020957082.1
OG0010389	NP_660128.2	XP_003357020.1
OG0010390	XP_011243790.1, NP_035083.1	XP_020946276.1
OG0010391	XP_006505238.1, NP_082738.1	XP_020934501.1
OG0010392	NP_001156897.1, XP_036016765.1	XP_003359754.1
OG0010393	XP_036021736.1, NP_001003685.2	XP_020934165.1, NP_999200.1
OG0010394	NP_619619.2, NP_001350343.1, XP_006532596.1	XP_020940718.1
OG0010395	XP_006533874.1, NP_112449.1	XP_020939040.1
OG0010396	NP_077172.1	NP_001231819.1
OG0010397	XP_006505251.1, NP_653120.1	XP_020934483.1
OG0010398	NP_084018.1	XP_020934772.1
OG0010399	NP_796178.2, NP_001032829.1	XP_013846269.1
OG0010400	NP_666285.1	XP_003134729.1
OG0010401	NP_035936.3	XP_003130256.1
OG0010402	NP_080309.2	XP_013835141.2
OG0010403	NP_766579.4	XP_003130189.3
OG0010404	XP_006505082.1	NP_001137596.1
OG0010405	NP_035264.2	NP_001090984.2, XP_020957564.1
OG0010406	NP_766594.1, NP_001350741.1	XP_020957929.1, NP_001038069.1
OG0010407	NP_666145.3, XP_036013200.1	XP_013846638.1, NP_001230330.1
OG0010408	NP_001156608.1, XP_006515924.1	XP_020919076.1
OG0010409	NP_796264.2	XP_020957560.1, NP_001090893.1
OG0010410	NP_079670.1	NP_001090936.1
OG0010411	NP_076159.3	XP_020919108.1
OG0010412	XP_006506784.1, NP_083629.1	XP_020919112.1
OG0010413	XP_006506001.1	XP_020934391.1
OG0010414	NP_775582.2	NP_001302659.1, XP_013841216.1
OG0010415	NP_851009.2	XP_003134854.3
OG0010416	XP_006505429.1, NP_080913.1	XP_003361422.1
OG0010417	NP_035283.1	XP_020934875.1
OG0010418	XP_036008301.1, NP_084511.1	XP_020934661.1
OG0010419	NP_036186.2	NP_001239161.1
OG0010420	XP_017168906.1, NP_783609.1	XP_020934985.1
OG0010421	NP_001391862.1	XP_020934199.1
OG0010422	NP_766391.2, XP_006515148.1	XP_020934936.1
OG0010423	NP_766163.2	XP_005673296.2
OG0010424	NP_536712.2	XP_003360205.2
OG0010425	XP_036021645.1	XP_020934094.1
OG0010426	NP_001276553.1	XP_020934066.1
OG0010427	XP_006505167.1, NP_525024.1	XP_020934312.1
OG0010428	NP_598700.1	XP_003134801.1
OG0010429	NP_937894.1	XP_005673273.1
OG0010430	NP_001035874.1, NP_062756.2	XP_020952568.1
OG0010431	NP_001033679.1	NP_001153556.1
OG0010432	XP_006503254.1, NP_001014900.2	XP_003128150.2
OG0010433	NP_598477.2	NP_001121936.1, XP_005665577.1
OG0010434	NP_001078971.1	XP_020951648.1
OG0010435	XP_036019483.1	XP_020951642.1
OG0010436	NP_075912.2	NP_001121927.1
OG0010437	NP_059503.2	XP_003127849.1
OG0010438	NP_032411.3, XP_006502867.1	XP_020951633.1
OG0010439	NP_663527.2, XP_036019938.1	XP_020951626.1
OG0010440	NP_001361052.1	XP_020949088.1
OG0010441	NP_038746.1	XP_005665276.1
OG0010442	NP_001128205.1	XP_003127825.2
OG0010443	NP_075373.1	XP_020949905.1
OG0010444	NP_001028806.2	XP_020952290.1
OG0010445	NP_077160.1	XP_020952292.1
OG0010446	NP_001092773.1	XP_020952291.1
OG0010447	NP_033211.2	XP_020952343.1
OG0010448	NP_031849.1	XP_003128065.2
OG0010449	NP_080927.1	NP_001072137.1, XP_020949274.1
OG0010450	NP_080823.1	XP_003128073.1
OG0010451	NP_058057.3	XP_020952399.1
OG0010452	XP_006503421.1	XP_020953288.1
OG0010453	NP_080238.2	NP_001231705.1
OG0010454	NP_080930.1	XP_003128093.2
OG0010455	XP_036020394.1, NP_001025083.1	XP_020952413.1
OG0010456	NP_038835.2	XP_003128106.1
OG0010457	XP_036020445.1, NP_001371125.1	XP_020952431.1
OG0010458	NP_001355946.1, NP_001342104.1	XP_020952470.1
OG0010459	XP_006502927.1, NP_035343.2	XP_020952499.1
OG0010460	NP_035717.2	XP_020952548.1
OG0010462	NP_033762.1	XP_005656371.1
OG0010463	NP_001034765.2	NP_001231389.1
OG0010464	NP_062695.2	XP_003128628.1
OG0010465	NP_001171038.1, XP_006513992.1	XP_013853567.1
OG0010466	NP_079878.1	NP_001230788.1
OG0010467	XP_011241894.1	XP_020948445.1
OG0010468	NP_032550.2	NP_001230268.1
OG0010469	NP_444302.4, XP_036011484.1	XP_005664305.2
OG0010470	NP_062622.1, XP_006513959.1	XP_003126759.3
OG0010471	XP_006513691.1	XP_020948397.1
OG0010472	XP_006513689.1, NP_666351.2	XP_020948390.1
OG0010473	XP_011241696.1	XP_020948378.1
OG0010474	XP_006513818.1	XP_020948356.1
OG0010475	NP_001004164.2	XP_020948321.1
OG0010476	NP_001140162.1	XP_013853477.1
OG0010477	XP_006514330.1, NP_083525.1	XP_020948316.1
OG0010478	NP_032803.2	XP_020948315.1
OG0010479	NP_444354.2	XP_003129222.2
OG0010480	NP_001351374.1	XP_020957186.1
OG0010481	NP_084389.2	XP_020956318.1
OG0010482	NP_001157707.1, NP_082220.1	XP_020956312.1
OG0010483	XP_006501392.1, NP_659145.1	XP_020957177.1
OG0010484	NP_001074562.1	NP_001239162.1, XP_020956020.1
OG0010485	XP_006501077.1, NP_001344853.2	XP_005656561.2
OG0010486	NP_997617.1, XP_006501692.1	XP_003356982.1
OG0010488	NP_001390802.1	XP_020956245.1
OG0010489	NP_848748.2, XP_017168500.1	XP_005666707.1
OG0010490	NP_001239549.1, XP_006509579.1	XP_020929864.1
OG0010491	NP_080000.1	XP_003126776.2
OG0010494	NP_083007.2, XP_017170618.1	XP_020934687.1
OG0010495	XP_006509183.1, NP_665840.2	XP_020932897.1, NP_001138316.1
OG0010496	XP_006506197.1	XP_020934435.1
OG0010497	NP_085113.2	NP_001233211.1
OG0010499	NP_033752.1	XP_020934320.1
OG0010500	NP_001355685.1	NP_001254763.1
OG0010501	NP_001004357.2	XP_020958265.1
OG0010502	NP_001368882.1, NP_001368881.1	XP_020934566.1
OG0010503	NP_001033693.1	XP_005657788.2, NP_999155.1
OG0010504	NP_001347907.1, XP_006506424.1	XP_003484052.3
OG0010505	NP_001028602.2, XP_036022151.1	XP_003134662.1
OG0010506	NP_766481.2	XP_003134663.1
OG0010507	NP_796159.3	XP_003360164.3
OG0010508	XP_011239688.1, NP_796174.2	XP_020934437.1
OG0010509	XP_006506653.1, NP_081789.1	XP_020934889.1
OG0010510	NP_001035776.1, NP_892041.2, XP_006531982.1	XP_003123649.2
OG0010511	NP_062384.1, XP_006514824.1	XP_020934169.1, NP_999254.1
OG0010512	NP_059097.2, XP_036012744.1	XP_003134936.2
OG0010513	NP_031694.1, XP_006535689.1	NP_001038086.3
OG0010514	NP_694716.2	XP_020934841.1
OG0010515	NP_080725.2	XP_013838979.1
OG0010516	XP_006535796.1, NP_082510.1	XP_020934696.1
OG0010517	XP_006535711.1, NP_033196.1	NP_001231442.1
OG0010518	NP_598668.1	XP_020934691.1
OG0010519	NP_033537.1, XP_017170532.1	NP_001182046.1
OG0010520	XP_036009810.1	XP_020933648.1
OG0010521	NP_775304.1, XP_030099091.1	XP_003359920.3
OG0010522	NP_038862.2, XP_011240430.1	XP_003359916.2
OG0010523	XP_006509202.1	XP_020933258.1
OG0010524	NP_034214.2	XP_020933863.1
OG0010525	NP_032350.1	NP_001233169.1
OG0010526	NP_780310.1	XP_003358565.1
OG0010527	NP_001074656.1, XP_036010000.1	XP_020930780.1
OG0010528	NP_001414275.1	XP_020930781.1
OG0010529	NP_031944.3	NP_001231154.1
OG0010530	XP_006509285.3, NP_473385.2	XP_003133414.2
OG0010531	XP_006509243.1, NP_079962.1	XP_003133415.3
OG0010532	XP_006509112.1, NP_694775.1	XP_020931783.1
OG0010533	NP_113551.2, XP_006509038.1	XP_005671867.2
OG0010534	XP_006509157.1	NP_001161116.1
OG0010535	NP_780300.2	XP_003133444.2
OG0010536	NP_001344235.1, XP_017168513.1	XP_020933982.1
OG0010537	XP_006509585.1, NP_084386.1	XP_003359910.3
OG0010538	NP_001035789.1	XP_003134245.4
OG0010539	XP_017168289.1, NP_808410.1	XP_020933180.1
OG0010540	NP_598730.1	XP_020931244.1
OG0010541	XP_017168350.1, NP_796278.1	XP_020930545.1
OG0010542	XP_030099626.1	XP_020931270.1
OG0010543	NP_062746.1	NP_001231802.1
OG0010544	NP_898856.1, XP_017168358.1, NP_631968.1	XP_020932052.1
OG0010545	XP_036010291.1, NP_444401.2	XP_020931485.1
OG0010546	XP_030111080.1, NP_570939.1	NP_001182045.1
OG0010547	NP_062417.1	XP_003125407.2
OG0010548	NP_766127.1, NP_001277932.1	XP_003481181.2
OG0010549	NP_001007473.1, XP_006506419.1	XP_003125078.1
OG0010550	NP_001074669.1	XP_013852563.1, NP_001153131.1
OG0010551	NP_032438.2, XP_006501109.1	NP_999613.2
OG0010552	NP_038737.1	XP_020941376.1, NP_001231269.1
OG0010553	NP_067359.2	NP_998982.1
OG0010554	NP_001008421.1	XP_020943507.1
OG0010555	NP_033098.2, XP_036013163.1	XP_013843390.2
OG0010556	NP_056579.2	XP_020943486.1
OG0010557	XP_006515278.2	XP_020943482.1
OG0010558	XP_006515006.1, NP_076186.1	XP_003125388.1
OG0010559	XP_036013444.1, NP_067404.2	XP_003354961.3
OG0010560	NP_033823.2, XP_006515141.1	NP_001302613.1, XP_020941351.1
OG0010561	NP_001349278.1, XP_006515179.1	XP_020943439.1
OG0010562	NP_079599.1	XP_003125412.1
OG0010563	NP_001185897.1	XP_020944009.1
OG0010564	NP_001395531.1	NP_001020399.1, XP_020941556.1
OG0010565	NP_694722.2	XP_020943434.1
OG0010566	XP_011242189.1, NP_001075952.1	XP_020943428.1
OG0010567	NP_114081.2	XP_020943388.1
OG0010568	NP_653108.2, XP_036021359.1	XP_020943379.1
OG0010569	NP_001412672.1	XP_020943381.1
OG0010570	XP_006503712.1, NP_598679.1	XP_003125351.2
OG0010571	NP_997635.1, NP_082131.2	XP_003125342.2
OG0010572	NP_080574.5	XP_003354937.2
OG0010573	NP_710147.1, NP_001405205.1	XP_020943348.1
OG0010574	NP_001334257.1	XP_020944070.1
OG0010575	NP_694876.1	NP_001302705.1, XP_020941460.1
OG0010576	NP_796061.2, XP_006524459.2	XP_020943330.1
OG0010577	NP_035853.2	NP_001272903.1, XP_020941334.1
OG0010578	NP_001239407.1	NP_001131095.1, XP_020941219.1
OG0010579	NP_080693.2	XP_020943316.1
OG0010580	NP_690030.3, XP_006525088.1	XP_020943314.1
OG0010581	NP_056615.1	XP_020943299.1
OG0010582	NP_001400685.1	XP_013851672.1
OG0010583	NP_001074648.1	XP_003481294.1
OG0010584	NP_001019977.1, XP_006523621.1	XP_003125277.2
OG0010585	XP_006525058.1, NP_082887.2	XP_013851668.2
OG0010586	NP_620089.2	XP_020942721.1
OG0010587	NP_001407342.1, NP_032613.1	XP_020942689.1
OG0010588	NP_056562.1	XP_020942681.1
OG0010589	XP_030111497.1	XP_020944077.1
OG0010590	NP_848500.3, NP_001029101.1	XP_020942936.1
OG0010591	NP_001153599.1	XP_020941276.1, NP_001153561.1
OG0010592	NP_033988.1	NP_001335699.1
OG0010593	XP_030111355.1	XP_020942947.1
OG0010594	NP_659165.1	XP_005655267.1
OG0010595	NP_001074211.1, NP_058568.1	XP_005655269.1
OG0010596	NP_058074.2	XP_003354791.1
OG0010597	NP_062689.2	XP_020942962.1
OG0010598	NP_001357224.1	XP_020942978.1
OG0010599	NP_001074735.1	XP_020942992.1
OG0010600	NP_082224.1	XP_005662491.1, NP_001231805.1
OG0010601	NP_001334242.1	XP_020943024.1
OG0010602	XP_036008294.1	XP_003481228.1
OG0010603	NP_660258.2, XP_006506113.1	XP_005662521.1
OG0010604	NP_082781.1, NP_001156899.1, XP_011239788.1	XP_003125059.2
OG0010605	NP_796051.2, XP_036008283.1	XP_013851489.2
OG0010606	XP_030111198.1, NP_780684.1, NP_001171184.1	XP_003125081.1
OG0010608	NP_035646.2, XP_006501292.1	XP_020945661.1
OG0010609	NP_001034460.2	XP_001927939.2
OG0010610	NP_001391336.1, XP_006502406.1	XP_020945640.1
OG0010611	XP_017174992.1, NP_035327.2	XP_013852691.2
OG0010612	NP_001161378.1	XP_001927735.3
OG0010613	NP_034893.1	XP_001927657.4
OG0010614	NP_083168.3, XP_036019255.1	XP_020945631.1
OG0010615	NP_081738.2	NP_001302681.1
OG0010616	NP_035058.2	XP_020946348.1
OG0010617	XP_006502351.1, NP_084209.3	XP_020945612.1
OG0010618	NP_001159421.1	XP_003125840.1
OG0010619	NP_001289400.1	XP_020945598.1
OG0010620	NP_666246.1	XP_020944222.1, NP_001231416.1
OG0010621	NP_075699.3	XP_020945578.1
OG0010622	NP_001396846.1, XP_011238310.1	XP_020945564.1
OG0010623	NP_001021383.1, NP_062507.1	XP_020945554.1
OG0010624	NP_001391048.1	XP_005663552.1
OG0010625	NP_079692.1	XP_013852587.1
OG0010628	NP_082905.1	XP_013852561.2
OG0010629	NP_082258.2, XP_006502185.1	XP_020946415.1
OG0010630	NP_064315.1, XP_030108559.1	XP_001928554.1
OG0010632	NP_035914.1	XP_020937674.1
OG0010634	NP_839990.2, XP_006514769.2	XP_020919556.1
OG0010635	NP_001033017.1	XP_020934498.1
OG0010636	XP_036012653.1, NP_796007.1	XP_020919566.1
OG0010637	NP_056600.1	NP_999271.1
OG0010638	NP_598498.1	XP_020935001.1
OG0010639	NP_032970.2	XP_003360255.2
OG0010640	NP_619595.3, XP_036013805.1	XP_020934311.1
OG0010641	NP_001170984.1, NP_079755.1	XP_003134951.1
OG0010642	NP_001413426.1	NP_001231132.1
OG0010643	NP_067328.1, XP_017170439.1	NP_001123720.1, XP_020957605.1
OG0010644	NP_001156598.1, XP_006515146.1	XP_020958254.1
OG0010645	XP_006515290.1	XP_020957718.1, NP_001231193.1
OG0010646	NP_001019649.1, XP_006515253.1	XP_013835288.2
OG0010647	NP_083428.1, XP_030102824.1	XP_003130303.1, XP_013835284.1
OG0010648	NP_036089.1, XP_006535779.1	XP_020919155.1
OG0010649	NP_035391.2	XP_020919154.1
OG0010650	XP_006503645.2	XP_020919143.1
OG0010651	NP_081295.2	NP_001335468.1, XP_020933325.1
OG0010652	NP_001107794.1, XP_006536323.1	XP_013845324.2
OG0010653	XP_006500373.1, NP_898929.2	XP_020938829.1
OG0010654	NP_083911.1	XP_013845612.2
OG0010655	NP_064663.2	XP_003122913.1
OG0010656	NP_062709.3	XP_003122918.2
OG0010657	NP_997598.1	XP_003480759.3
OG0010658	NP_080910.1	XP_003122925.1
OG0010659	NP_659053.1	XP_020938868.1
OG0010660	NP_663355.1	XP_005661108.1
OG0010661	NP_659032.3	NP_001001264.1, XP_013849910.1
OG0010662	NP_064333.2	NP_001233144.1
OG0010663	NP_954693.1, XP_006499655.1	XP_020938696.1
OG0010664	NP_663501.2, XP_006499273.1	XP_003353913.1
OG0010665	NP_032974.2	XP_003122857.1
OG0010666	XP_011237590.1, NP_034298.1	NP_001116457.1, XP_020932497.1
OG0010667	NP_001342004.2	XP_020938817.1
OG0010668	NP_079869.1	XP_013848362.1, XP_005664008.1, XP_003122432.1
OG0010669	NP_064673.2, XP_006508708.1	XP_020938275.1
OG0010670	XP_006508551.2	XP_020938278.1
OG0010671	NP_001399159.1	XP_020938281.1
OG0010672	NP_666318.2, XP_006508676.1	XP_020938346.1
OG0010674	NP_032539.2	XP_020938378.1
OG0010675	NP_068563.2	XP_013849472.2
OG0010676	NP_001361616.1	XP_005660695.1
OG0010677	XP_011246936.1, NP_001028619.3	XP_020938434.1
OG0010678	NP_063914.1, XP_030106864.1	XP_003122543.3
OG0010679	NP_084385.2	XP_005660723.1
OG0010680	NP_001019888.1	XP_003122554.1
OG0010681	XP_006531724.1, NP_034115.2	XP_003122571.3
OG0010683	NP_082153.3	XP_020938477.1
OG0010684	NP_064319.1, XP_011246907.1	XP_003122576.1
OG0010685	NP_001349301.1	XP_005660697.1
OG0010686	XP_006531675.1, NP_659117.2	XP_020938485.1
OG0010687	XP_006531891.1, NP_080445.1	XP_003122610.2
OG0010688	XP_011246909.1	XP_013849561.1
OG0010689	NP_080522.1	NP_001231942.1, XP_020934607.1
OG0010690	NP_001104787.1, XP_006531849.1	XP_013849575.1
OG0010691	NP_001104261.1	XP_003122635.3
OG0010692	NP_001356292.1	XP_020938532.1
OG0010693	NP_705825.2, XP_006526640.1	XP_013849627.2
OG0010694	XP_006527399.1, NP_081919.1	XP_013849628.1
OG0010695	XP_011245633.1	XP_003353847.1
OG0010696	NP_080067.1	XP_003353865.2
OG0010697	NP_080605.1	XP_013849657.1
OG0010699	NP_001348973.1, NP_666205.1	XP_005660847.1
OG0010700	NP_001153828.1	XP_003353875.2
OG0010701	NP_032086.1, NP_001280550.1	NP_999069.1, XP_020936320.1
OG0010702	NP_932110.1, XP_030106934.1	XP_005660853.2
OG0010703	XP_006526770.2	XP_020938580.1
OG0010704	XP_006526990.1	XP_005660869.2
OG0010705	NP_068690.3	NP_001193363.1, XP_020934732.1
OG0010707	NP_079609.2	XP_003122684.2
OG0010708	NP_082189.1, XP_006527410.1	XP_020938594.1
OG0010709	NP_031676.3, XP_006526684.1	NP_001231729.1
OG0010710	NP_001365847.1	XP_005660897.2
OG0010712	NP_001074547.1	XP_020932078.1, XP_020932077.1
OG0010713	NP_796352.2, XP_017168354.1	XP_020957213.1
OG0010714	NP_001004176.2, XP_006501708.1	XP_020956336.1
OG0010715	XP_017168435.1, NP_080509.2	XP_020957216.1
OG0010716	NP_033964.1, XP_006501019.1	XP_020957244.1
OG0010717	NP_001091640.1	XP_020957250.1
OG0010718	NP_001074880.1, XP_006500849.1	XP_020956351.1
OG0010719	XP_017175080.1, NP_080898.2, NP_001364039.1	XP_013834358.2
OG0010720	NP_033376.2	XP_003357085.1
OG0010721	NP_766267.2, XP_006535509.1	XP_020957277.1
OG0010722	NP_031711.1	XP_020931094.1
OG0010723	XP_006526361.1	XP_020931116.1
OG0010724	NP_081278.1	XP_020932152.1
OG0010725	XP_006526354.1, NP_775617.1	XP_020932081.1
OG0010726	NP_080748.3	NP_001095297.1, XP_020930165.1
OG0010727	XP_006529983.1	XP_020930806.1
OG0010728	NP_064317.2, XP_006529316.1	XP_005654226.1
OG0010729	NP_780315.1	XP_003133358.1
OG0010730	NP_062305.1	XP_003133353.1
OG0010731	NP_001020327.1, NP_084231.2	XP_020931453.1
OG0010732	NP_032593.1	XP_020931503.1
OG0010733	NP_443737.2, XP_006498522.1	XP_020931944.1
OG0010734	XP_006497686.1, NP_031422.3	NP_001191694.1
OG0010735	XP_006497839.1, NP_035019.1	XP_020931125.1
OG0010736	XP_006498256.2	NP_001231502.1, XP_013839581.2
OG0010737	XP_036022111.1, NP_001366146.1	XP_003358595.3
OG0010738	NP_084141.2	XP_005661242.1
OG0010739	XP_030101137.1, NP_081906.1	XP_003123503.2
OG0010740	XP_006530883.1, NP_001123666.1	XP_020939385.1
OG0010741	NP_032980.2	XP_020939650.1
OG0010742	NP_783858.1	XP_003354068.1
OG0010743	NP_001357739.1, XP_030100952.1	XP_013846546.1
OG0010744	NP_001334010.1	XP_013850261.1
OG0010745	NP_081682.1, NP_001343341.1	NP_001231576.1, XP_020953871.1
OG0010747	NP_084527.2	XP_005669878.1
OG0010748	NP_598694.3	NP_999498.1
OG0010749	NP_659168.1, XP_036021947.1	XP_020925043.1
OG0010750	XP_006506395.1, NP_941070.1	XP_020925028.1
OG0010751	XP_006506063.1, NP_766319.3	XP_005669866.2
OG0010752	XP_011239733.1, NP_075779.2	XP_020925014.1
OG0010753	NP_598684.4	XP_020924967.1
OG0010754	NP_733773.2, XP_006505914.1	XP_020924953.1
OG0010755	XP_036022103.1, NP_659048.1	XP_020924276.1
OG0010756	XP_006505809.1, NP_619618.1	XP_020924944.1
OG0010757	NP_061372.2, XP_006506468.1	XP_020924880.1
OG0010758	NP_001333566.1	XP_020924862.1
OG0010759	NP_001074580.1, XP_030111209.1	XP_020924859.1
OG0010760	NP_035796.2	XP_001924412.2
OG0010761	XP_036014507.1	XP_020924784.1
OG0010762	NP_083210.3, XP_011243074.1	XP_020924765.1
OG0010763	XP_006517984.1, NP_031896.3	XP_020924727.1
OG0010764	XP_006518549.1, NP_033915.1	XP_020924632.1
OG0010765	NP_081769.2	XP_001929084.3
OG0010766	XP_030103744.1, NP_062529.2	XP_005669702.1
OG0010767	NP_033414.1	NP_001106151.1, XP_020923847.1
OG0010768	NP_001412772.1	XP_020924615.1
OG0010769	NP_061216.2	XP_020924168.1, NP_001001537.1
OG0010770	NP_035979.1	XP_020924588.1
OG0010771	NP_001020550.1, XP_006518884.1	XP_001928286.1
OG0010772	XP_006511893.1, NP_081630.2	XP_020924536.1
OG0010773	NP_663595.1	XP_003358503.1
OG0010774	XP_006511816.1	XP_020924505.1
OG0010775	NP_780611.3	XP_003132286.1
OG0010776	NP_598745.2, XP_030100428.1	XP_020924485.1
OG0010777	NP_061367.1	XP_003132274.1
OG0010778	NP_032343.3	NP_999606.1
OG0010779	NP_821139.2	NP_999604.1, XP_005669627.1
OG0010780	NP_666338.2	NP_999088.1, XP_005669617.1
OG0010781	NP_032269.3, XP_006511702.2	XP_020924432.1
OG0010782	NP_001004192.1	XP_020924394.1
OG0010783	NP_598555.2	XP_020926311.1
OG0010784	NP_083220.3	XP_003132246.1
OG0010785	XP_006511685.1, NP_001346501.1	XP_020926298.1
OG0010786	NP_001012236.1, NP_035767.4	XP_020926287.1, XP_020926288.1
OG0010787	NP_001400498.1, NP_033237.2	XP_020924390.1
OG0010788	NP_001074850.1, XP_006512360.1	XP_003358467.2
OG0010789	NP_001074809.2, XP_036010808.1	XP_020924363.1
OG0010790	XP_030100495.1, NP_082588.2	XP_005669523.1
OG0010791	NP_631881.1, NP_035861.2	XP_020924298.1
OG0010792	NP_001344414.1, NP_109617.1	XP_003358453.3
OG0010793	NP_598735.2, XP_006511984.1	XP_005669509.1
OG0010794	NP_001405792.1	NP_001230753.1
OG0010795	NP_034750.1	XP_020927405.1
OG0010796	XP_030099716.1, NP_932769.1	XP_005654985.1
OG0010797	NP_001408485.1, NP_075801.1, NP_001369144.1	NP_001231575.1
OG0010798	NP_001139024.1	XP_013847789.1
OG0010799	NP_663572.1	XP_020939101.1
OG0010800	NP_001020093.2	XP_003123587.1
OG0010801	NP_032133.2, NP_001156754.1	XP_013846750.2
