Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0011225	NP_034420.2, NP_001405277.1, NP_001405278.1	XP_005337187.1
OG0011226	NP_001019308.1, XP_006500476.1	XP_040131499.1
OG0011227	NP_080527.2, XP_017174713.1	XP_040131321.1
OG0011228	NP_083250.1	XP_005316753.1
OG0011229	NP_001343367.1	XP_005337183.1
OG0011230	NP_277059.1	XP_005316440.1
OG0011231	NP_035376.1	XP_040132340.1
OG0011232	XP_011237950.1, NP_958755.1	XP_005316447.1
OG0011233	NP_062800.1, NP_001403148.1	XP_040130672.1
OG0011234	NP_083893.2	XP_040131318.1
OG0011235	XP_006500266.1	XP_040130907.1
OG0011236	NP_001034312.2	XP_005316472.1, XP_013213119.1
OG0011237	XP_030107747.1, NP_062327.2	XP_005316477.1
OG0011238	NP_062743.1	XP_013215030.1
OG0011239	NP_001342222.1	XP_021581666.1
OG0011240	NP_776095.2	XP_005316509.1
OG0011241	XP_006499227.1, NP_033487.2	XP_005316530.1
OG0011242	NP_542966.2	XP_013214966.1
OG0011243	NP_001342056.1	XP_040130168.1
OG0011244	NP_001153896.1, XP_006500051.1	XP_040131320.1
OG0011245	NP_115769.1	XP_005316543.1
OG0011246	NP_080496.1, NP_001075444.1	XP_005316556.1
OG0011247	XP_011237724.1, NP_663506.2	XP_021582134.1
OG0011248	NP_035904.2, NP_001277922.1	XP_021582209.1
OG0011249	XP_006500537.1, NP_001074560.1	XP_013213104.1
OG0011250	NP_808276.2	XP_005316600.1
OG0011251	NP_067425.2	XP_040131323.1
OG0011252	XP_006498611.1, NP_780759.2	XP_040131326.1
OG0011253	XP_006511146.2, NP_766359.2	XP_040132192.1
OG0011254	XP_006511494.1	XP_005316632.2
OG0011255	NP_001034611.1, XP_017168833.1	XP_005316638.1
OG0011256	NP_034994.2, XP_006510890.1	XP_021580920.1
OG0011257	NP_001074658.1	XP_005337546.1
OG0011258	XP_036011207.1	XP_040131459.1
OG0011259	NP_001028380.1	XP_040131332.1
OG0011260	NP_031425.2, XP_030099887.1	XP_005316677.1
OG0011261	XP_011241034.1	XP_005316678.1
OG0011262	NP_851417.2, XP_011241116.1	XP_005316686.1
OG0011263	NP_796158.2, XP_006511287.1	XP_021582824.1
OG0011264	NP_848483.3, XP_006511611.1	XP_040131911.1
OG0011265	XP_006511173.1	XP_021582966.2
OG0011266	NP_001020783.1	XP_005316735.1
OG0011267	XP_006511071.1, NP_775277.2	XP_021583064.2
OG0011268	NP_001344801.1	XP_005316742.1
OG0011269	NP_035932.2	XP_005316755.1
OG0011270	NP_803411.3	XP_013215440.1
OG0011271	NP_001071099.1	XP_040132292.1
OG0011272	NP_001156389.1, XP_006510804.1	XP_021583338.1
OG0011273	XP_036010978.1, NP_899139.2	XP_005316776.1
OG0011274	NP_080783.4	XP_005316778.1
OG0011275	XP_006511365.1, NP_062637.2	XP_005316786.1
OG0011276	NP_612177.1, XP_006511592.1	XP_005316788.1
OG0011277	NP_001028347.1	XP_005316787.1
OG0011278	XP_036010941.1, NP_795896.4	XP_005316790.1
OG0011279	NP_001391984.1	XP_040131163.1
OG0011280	NP_064311.2	XP_005316824.1
OG0011281	NP_780534.1	XP_021583832.1
OG0011282	NP_082397.1	XP_005316826.1
OG0011283	XP_011241122.1, NP_082874.1	XP_005316830.1
OG0011284	XP_006510923.1	XP_005316841.1
OG0011285	NP_081218.3, XP_006511465.1	XP_005316835.1
OG0011286	XP_006511315.1	XP_040130334.1
OG0011287	NP_080113.1, XP_006510834.1	XP_005316863.1
OG0011289	XP_006511557.1, NP_082912.1	XP_040131180.1
OG0011290	XP_006510928.1	XP_013213533.2
OG0011291	NP_036122.2	XP_005316891.1
OG0011292	NP_850931.2	XP_005316900.1
OG0011293	NP_033014.1, NP_001344186.1	XP_040132242.1
OG0011294	XP_006524677.1, NP_803416.2	XP_040142999.1
OG0011295	NP_081155.1, XP_036015999.1	XP_013217794.1
OG0011296	NP_001355689.1	XP_005334232.1
OG0011297	XP_006523138.1, NP_076333.3	XP_005335456.1
OG0011298	XP_006523068.1, NP_659102.1	XP_005335450.3
OG0011299	NP_035912.2, XP_036015805.1	XP_040143140.1
OG0011300	XP_011244432.1, NP_056570.1	XP_005323596.1
OG0011301	NP_079918.1	XP_040146822.1, XP_005323595.1
OG0011302	NP_083773.1, XP_006523040.1	XP_005323593.1
OG0011303	NP_001186139.1, XP_006523148.1	XP_005323591.2
OG0011304	NP_080778.2, XP_036015996.1	XP_005323590.1
OG0011305	NP_598440.1	XP_040142941.1
OG0011306	NP_083528.1	XP_005323564.1
OG0011307	XP_006523123.1, NP_001038994.2	XP_021580980.1
OG0011308	NP_598420.1	XP_040142963.1
OG0011309	XP_011244453.1, NP_001171357.1	XP_021580932.2
OG0011310	NP_076152.2, XP_011244456.1	XP_021580930.2
OG0011311	XP_006522928.1	XP_013213271.2
OG0011312	NP_001157248.1	XP_005323519.1
OG0011313	XP_011241564.1, NP_666037.1	XP_021575761.1
OG0011314	NP_598759.1, XP_030100663.1	XP_040143151.1
OG0011315	NP_084538.2	XP_005340248.1
OG0011316	NP_034063.1	XP_040143155.1
OG0011317	XP_036011544.1, NP_666118.1	XP_005340233.1
OG0011318	NP_032344.2	XP_005341956.1
OG0011319	NP_780305.1	XP_005337318.1, XP_040145006.1
OG0011320	NP_067478.1	XP_005341396.1
OG0011321	NP_613059.2	XP_005330164.1, XP_040150180.1
OG0011322	NP_081564.3, XP_006500971.1	XP_005325865.1
OG0011323	NP_001398272.1, NP_001273688.1, NP_001035780.1	XP_005338618.1
OG0011324	NP_941061.1, XP_036019039.1	XP_005338620.2
OG0011325	NP_001280490.1	XP_005337624.1
OG0011326	NP_080268.1	XP_040149029.1
OG0011327	NP_001074267.1	XP_005341990.1
OG0011328	NP_001394501.1, NP_001305031.1	XP_040148124.1
OG0011329	XP_006535281.1, NP_765993.1	XP_005339362.1
OG0011330	XP_036021392.1, NP_082254.2	XP_005339369.1
OG0011331	NP_780682.3, XP_006534936.1	XP_040148101.1
OG0011332	NP_444388.2	XP_005337329.1
OG0011333	NP_061354.1	XP_013219193.1
OG0011334	NP_031670.1	XP_005337317.1
OG0011335	NP_001404552.1	XP_013217373.3
OG0011336	NP_082092.2	XP_013220884.1
OG0011337	NP_766043.3, XP_006521977.1	XP_040126515.1
OG0011338	NP_080853.3, XP_006522566.1	XP_005336815.1
OG0011339	NP_777273.3, XP_036015796.1	XP_005336824.1
OG0011341	NP_613065.2	XP_005335117.1
OG0011342	XP_011244201.1, NP_766413.2	XP_040124220.1
OG0011343	XP_017172459.1, NP_777365.2	XP_021588758.1
OG0011344	NP_083368.1	XP_040126389.1, XP_005335111.1
OG0011345	NP_001413965.1	XP_040137905.1, XP_005341047.1
OG0011346	XP_017172393.1, NP_932774.3	XP_021576328.2
OG0011347	XP_011244166.1, NP_001028419.1	XP_005327733.1
OG0011348	NP_766094.1	XP_021583596.1
OG0011349	NP_001395263.1	XP_021583611.1
OG0011350	NP_082077.1, XP_030104893.1	XP_005327736.2
OG0011351	NP_032109.1	XP_040127073.1, XP_021576298.1, XP_005327669.1
OG0011352	NP_001192215.1	XP_040126242.1, XP_040127724.1
OG0011353	NP_759012.1	XP_005327677.1
OG0011354	NP_598863.3, XP_006522834.1	XP_005327680.1
OG0011355	XP_006522501.1	XP_005327682.1
OG0011356	XP_006522189.1, NP_700443.2	XP_005327687.1
OG0011357	NP_001334161.1	XP_005327685.1
OG0011358	XP_030104838.1, NP_038575.2	XP_005327693.1
OG0011359	XP_036015994.1, NP_001035964.1	XP_005327695.1
OG0011360	NP_084311.1, XP_006522145.1	XP_005327705.1
OG0011361	NP_941047.1	XP_005327719.1
OG0011362	XP_006522532.1, NP_780320.2	XP_040126207.1
OG0011363	NP_038689.2, XP_006521932.1	XP_005338946.1
OG0011364	NP_001357928.1	XP_005338930.2
OG0011365	NP_542124.1	XP_005342675.2
OG0011367	NP_766411.1, XP_030104970.1	XP_005340319.1
OG0011368	NP_932780.1, XP_036015814.1	XP_005341836.1
OG0011369	NP_001357779.1, XP_030108392.1	XP_040125971.1
OG0011370	NP_083966.1	XP_005332555.1
OG0011371	XP_006535494.1, NP_001157909.1	XP_040126022.1
OG0011372	NP_001013814.2	XP_040128530.1
OG0011373	NP_001229352.1	XP_005336809.2
OG0011374	NP_001389808.1	XP_040128907.1
OG0011375	NP_080822.1	XP_005335570.1
OG0011376	XP_006517338.1	XP_040129320.1
OG0011377	NP_001410642.1, XP_036009552.1	XP_005340783.1
OG0011378	NP_666159.2	XP_040129323.1
OG0011379	NP_001334464.1, NP_082462.3	XP_040129326.1
OG0011380	XP_006517084.1, NP_001074529.1	XP_040129329.1
OG0011381	NP_001028214.1	XP_005340800.1
OG0011382	XP_006535504.1, NP_033543.2	XP_005330341.1
OG0011383	NP_001013042.1	XP_005330333.1
OG0011384	NP_001106659.1	XP_005330316.1
OG0011385	NP_796330.2	XP_021585496.1
OG0011386	NP_001005767.1	XP_013216514.1
OG0011387	NP_666051.2	XP_040126137.1
OG0011388	XP_011244304.1	XP_005341837.1
OG0011389	NP_080089.1	XP_005325766.1
OG0011390	NP_080736.2	XP_005332570.1
OG0011391	NP_766449.1, XP_006535535.1	XP_021586832.1
OG0011392	XP_006535478.1, NP_619607.2	XP_040126036.1
OG0011393	XP_017175170.1, NP_001313217.1	XP_021590778.2
OG0011394	NP_766120.1, XP_036013867.1	XP_005337143.2
OG0011395	NP_666180.2	XP_040150014.1
OG0011396	NP_666153.1, XP_006516719.1	XP_005335217.1
OG0011397	NP_001028339.1	XP_013215094.1
OG0011398	NP_958746.1	XP_005327550.1
OG0011399	NP_082000.2, XP_017171091.1	XP_040139603.1
OG0011400	NP_620702.1, XP_006516636.1	XP_005327538.1
OG0011401	NP_079656.1	XP_040138088.1
OG0011403	XP_006516931.1	XP_021583532.2
OG0011404	NP_062296.1	XP_005327530.1
OG0011405	NP_033986.1	XP_005329187.1
OG0011406	NP_722484.2	XP_021584665.1
OG0011407	NP_786925.2, XP_036013885.1	XP_040138050.1
OG0011408	NP_705774.1	XP_040139597.1
OG0011409	NP_001389841.1	XP_040138029.1
OG0011410	NP_001334422.1, XP_006516619.1, NP_034554.2	XP_040139579.1
OG0011411	NP_085112.1	XP_005337096.1
OG0011412	NP_038952.1	XP_005337129.1
OG0011413	NP_062302.1	XP_021590107.1
OG0011414	XP_017172848.1	XP_013219996.1
OG0011415	NP_071880.1	XP_040137939.1, XP_005324632.1
OG0011416	NP_082240.1	XP_005324451.1
OG0011417	XP_036018146.1	XP_021588955.1
OG0011418	NP_001366327.1	XP_005315828.1
OG0011419	XP_011237615.1, NP_573470.2	XP_021584659.1
OG0011420	XP_036018189.1, NP_796048.2	XP_021588786.2
OG0011421	NP_001071152.1	XP_005324625.1
OG0011422	NP_766024.1	XP_040150405.1
OG0011423	NP_080391.2	XP_005324649.1
OG0011424	NP_038582.2, XP_006498852.1	XP_005324686.3
OG0011425	NP_058084.3	XP_005324692.1
OG0011426	NP_112546.1, XP_006500509.1	XP_005324715.1
OG0011427	NP_034352.1	XP_005324713.1
OG0011428	XP_006499974.1, NP_001020747.2	XP_005324717.1
OG0011429	NP_034706.3, XP_036014540.1	XP_005324751.2
OG0011430	XP_036018457.1, NP_542125.3	XP_005324727.2
OG0011431	NP_031763.2	XP_005324443.1
OG0011432	XP_006498111.1, NP_766443.2	XP_005315842.1
OG0011433	NP_001357771.1	XP_013218237.1
OG0011434	NP_795954.2	XP_021581436.1
OG0011435	NP_001407274.1	XP_005324427.1
OG0011436	NP_084301.2, XP_017168385.1	XP_040150567.1
OG0011437	NP_001074902.2, XP_006496133.1	XP_021581420.1
OG0011438	NP_112456.2	XP_005324402.1
OG0011439	NP_001034799.1	XP_005324401.1
OG0011440	XP_036020292.1, NP_001108135.1	XP_005324391.1
OG0011441	NP_001289891.1	XP_005340922.1
OG0011442	NP_080876.1	XP_040150640.1
OG0011443	NP_775620.2, XP_006496091.1	XP_021591369.2
OG0011444	NP_001038978.3, XP_006496385.1	XP_021588775.1
OG0011445	NP_001070871.1	XP_040150713.1
OG0011446	XP_006496032.1, NP_035910.1	XP_013218235.2
OG0011447	NP_073558.2, NP_001036124.1	XP_005335177.1
OG0011448	XP_011236775.1, NP_644676.1	XP_040150746.1
OG0011449	NP_001297571.1	XP_013221062.1
OG0011450	XP_006496126.1, NP_796138.2	XP_005331911.1
OG0011451	XP_006495955.1	XP_005331894.1
OG0011452	NP_067288.2	XP_021585621.1
OG0011453	NP_919314.2, XP_006496542.1	XP_021585683.1
OG0011454	XP_006496570.1	XP_005330555.1
OG0011455	XP_036020902.1, NP_898843.1	XP_013216309.3
OG0011456	NP_001001565.1, NP_001001566.1	XP_005330573.1
OG0011457	XP_011236977.1, NP_034694.3	XP_005330580.1
OG0011458	NP_001001883.1	XP_013213656.1
OG0011459	NP_001158154.1	XP_005338966.1
OG0011460	NP_031407.2	XP_005341214.2
OG0011461	NP_077226.2, XP_036021544.1	XP_005330537.1
OG0011462	NP_031825.2	XP_021584932.1
OG0011464	NP_001277198.1	XP_005335404.1
OG0011465	NP_001005520.2	XP_005339454.1
OG0011466	XP_011246247.1	XP_040133246.1
OG0011467	NP_780652.2, NP_001406522.1	XP_005330365.1
OG0011468	NP_080956.1	XP_005330363.1
OG0011469	XP_006529597.1	XP_040133598.1
OG0011470	NP_849205.1	XP_021584917.1
OG0011471	NP_001181954.1	XP_005329563.1
OG0011472	XP_011246354.1, NP_062751.2	XP_040134473.1
OG0011473	NP_001074496.2, XP_017175995.1	XP_040132811.1
OG0011474	NP_038863.1, XP_017174940.1	XP_021588978.1
OG0011475	NP_033087.2	XP_005335406.1
OG0011476	NP_001344403.1	XP_021589334.1
OG0011477	NP_001334139.1	XP_013218614.1
OG0011478	XP_006497242.1, NP_941055.1	XP_005335919.1
OG0011479	NP_899198.1, XP_006496762.1	XP_005319917.1
OG0011480	NP_034763.3	XP_005341007.1
OG0011481	NP_001074773.1, XP_030109280.1	XP_040145008.1
OG0011482	NP_766433.2	XP_005341902.1
OG0011483	XP_006496770.1, NP_032937.1	XP_021576822.2
OG0011484	NP_001028211.1	XP_005341885.4
OG0011485	NP_001292605.1	XP_005341877.1
OG0011486	XP_006496699.1, NP_031675.1	XP_013220244.2
OG0011487	XP_006496947.1, NP_001334115.1	XP_040143208.1
OG0011488	NP_034068.3, XP_036013272.1	XP_021591681.1
OG0011489	NP_033943.2	XP_005339429.1
OG0011490	NP_001399744.1, NP_001399743.1	XP_005339450.1
OG0011491	NP_035595.2	XP_005339457.1
OG0011492	NP_001399553.1, XP_006529744.1, NP_839991.2	XP_005330451.2
OG0011494	NP_001341422.1	XP_040140347.1
OG0011495	NP_031533.2	XP_013211340.1
OG0011496	NP_058675.1	XP_005335605.2
OG0011497	XP_011246175.1	XP_005316041.1
OG0011498	NP_033919.1	XP_005316059.1
OG0011499	XP_006528733.1	XP_040148668.1
OG0011500	XP_030107130.1, NP_035432.3	XP_005341194.3
OG0011501	NP_683747.1	XP_005334878.1
OG0011502	NP_035207.1	XP_005334868.1
OG0011503	NP_001087219.1, XP_011246114.1	XP_005334866.1
OG0011504	NP_780437.1, XP_006527771.1	XP_005324052.1
OG0011505	XP_011245731.2	XP_040134752.1
OG0011506	NP_613072.1	XP_005338718.1
OG0011507	NP_001277503.1	XP_005338748.1
OG0011508	NP_613069.3	XP_005338744.1
OG0011509	NP_058043.3	XP_005339829.1
OG0011510	NP_997516.1, XP_006528400.1	XP_005340213.1
OG0011511	NP_001074752.1	XP_005340228.1
OG0011512	NP_666347.2	XP_021576968.2
OG0011513	XP_006528338.1	XP_005340052.1
OG0011514	XP_011245807.1, NP_780567.1	XP_040137682.1
OG0011515	NP_001074018.1	XP_005328892.1
OG0011516	XP_006528469.1, NP_853557.1	XP_005328898.1
OG0011517	XP_006528644.1, NP_766081.1	XP_040139609.1
OG0011518	NP_075759.3	XP_005323443.1
OG0011519	XP_011246038.1	XP_040139897.1
OG0011520	NP_997508.1	XP_013213208.1
OG0011521	XP_006529064.1, NP_001345521.1	XP_005323411.1
OG0011522	NP_598751.3	XP_005319445.1
OG0011523	XP_006541475.1, NP_001357872.1	XP_040140685.1
OG0011524	NP_001078966.1	XP_005319439.1
OG0011525	NP_080849.1, XP_006541457.1	XP_005319423.1
OG0011526	NP_598451.1	XP_040140867.1
OG0011527	NP_001300678.1	XP_005319376.1
OG0011528	NP_775552.1	XP_013211479.1
OG0011529	NP_598490.1	XP_005337754.2, XP_040141508.1
OG0011530	XP_006541498.1	XP_040141542.1
OG0011531	NP_001277397.1, NP_001070670.1	XP_040141585.1
OG0011532	NP_032176.2, XP_011249280.1	XP_005337746.1
OG0011533	NP_001349814.1	XP_040140169.1
OG0011534	NP_032058.2, XP_006527879.1	XP_040142480.1
OG0011535	NP_001074823.2	XP_021591100.1
OG0011536	XP_011245825.1, NP_059065.2	XP_005338564.1
OG0011537	NP_082909.1	XP_005340647.1
OG0011538	NP_001413247.1	XP_005340660.1
OG0011539	XP_006527922.1, NP_032504.3	XP_021576119.1
OG0011540	XP_030107118.1, NP_032909.2	XP_005340706.1
OG0011541	NP_001300654.1, NP_001366110.1	XP_005340712.1
OG0011542	NP_808372.1	XP_021581234.1
OG0011543	XP_006528238.1, NP_065646.1	XP_005343094.2
OG0011544	NP_109613.1	XP_021580903.2
OG0011546	NP_808350.1	XP_005339776.1
OG0011547	NP_001405753.1	XP_005340568.2
OG0011548	NP_001011819.1, NP_666748.2, NP_666747.2	XP_005337343.1, XP_005342813.1
OG0011549	NP_666643.1, NP_001012269.2	XP_005341542.1
OG0011550	NP_064316.1	XP_021587294.1, XP_021587293.1
OG0011551	NP_076015.2	XP_005317322.1
OG0011552	NP_001297542.1	XP_021577413.1, XP_040135619.1, XP_013220622.1
OG0011553	NP_075662.2	XP_005342607.1
OG0011554	NP_001136388.1, XP_036010914.1	XP_005325783.1
OG0011555	NP_667051.1, NP_064685.2	XP_005323184.1
OG0011556	NP_035066.1	XP_040126237.1, XP_040126238.1
OG0011558	NP_898920.3, XP_006531466.1	XP_005336355.1
OG0011559	XP_030110604.1, XP_036018565.1, NP_083963.1	XP_040142255.1
OG0011560	NP_001292193.1	XP_005326740.2
OG0011562	XP_006523965.1	XP_040138186.1
OG0011563	XP_036016105.1, NP_057919.2	XP_021584438.1
OG0011565	NP_653094.2, XP_006530716.1, XP_011246729.1, NP_941074.1	XP_005318344.3
OG0011566	NP_001034215.1	XP_021582704.1
OG0011567	NP_877957.1	XP_013212871.1
OG0011569	NP_032048.1	XP_013213491.1
OG0011571	NP_996905.1	XP_005334015.1
OG0011572	NP_997414.2	XP_021584429.1
OG0011573	NP_954609.1, NP_001001452.1	XP_005326762.1
OG0011575	NP_444454.1, NP_444448.1, NP_444449.2, NP_444451.2, NP_444450.2, NP_035813.2, NP_035814.2	XP_013221929.1
OG0011576	XP_006516207.1, NP_079764.2	XP_040129956.1, XP_040129953.1, XP_040129955.1, XP_040129954.1
OG0011581	NP_034553.2	XP_005341416.1
OG0011582	NP_034005.2	XP_005331962.1
OG0011583	NP_034964.1	XP_005324432.1
OG0011584	NP_291081.2	XP_005341065.1
OG0011585	NP_077789.1	XP_021584513.1
OG0011586	XP_006495554.1	XP_021577508.1
OG0011587	NP_031764.2	XP_021583101.1
OG0011588	NP_085099.2	XP_040126312.1
OG0011589	NP_033934.2	XP_005327476.1
OG0011590	NP_032124.1	XP_005332465.1
OG0011591	NP_112455.2	XP_013214905.1
OG0011592	NP_031928.2	XP_005317937.1
OG0011593	NP_034391.1	XP_005338229.2
OG0011595	NP_032347.1	XP_005317648.1
OG0011596	NP_109629.1	XP_040146872.1
OG0011597	NP_001106801.1	XP_021589808.1, XP_021589806.1, XP_005336646.1
OG0011598	NP_001411857.1	XP_005324784.1
OG0011599	NP_032855.2, XP_006509911.1	XP_005329164.1
OG0011601	NP_031768.2	XP_040126450.1
OG0011602	NP_001153054.1	XP_040150486.1
OG0011603	NP_038629.2	XP_005334163.1
OG0011604	NP_058601.2	XP_005332629.1
OG0011605	XP_030099918.1, NP_034417.1	XP_005337245.1
OG0011606	NP_082559.1	XP_005316797.1
OG0011607	NP_061292.2	XP_005332691.1
OG0011608	NP_034453.1	XP_005331769.1
OG0011609	NP_683740.1	XP_040129000.1, XP_005325688.1
OG0011610	NP_031672.2	XP_005319012.1
OG0011611	NP_031415.2	XP_040150433.1
OG0011612	NP_032827.1	XP_005326494.1
OG0011613	NP_683749.1	XP_005339053.2
OG0011614	XP_006518783.1, NP_032990.1	XP_005338042.1
OG0011615	NP_033761.2, NP_001167640.1	XP_040145026.1
OG0011616	NP_033757.1	XP_005326866.1
OG0011617	NP_001411715.1	XP_040142478.1
OG0011618	NP_001192250.1	XP_005317442.1
OG0011619	XP_006526967.1	XP_040139733.1
OG0011620	XP_006505185.1, NP_899131.1	XP_005331865.1
OG0011621	NP_001161980.1	XP_005318823.1
OG0011622	XP_006498924.1, NP_038627.1	XP_013214042.1
OG0011623	NP_031446.2	XP_005324245.1
OG0011624	NP_032034.1	XP_021582319.1
OG0011625	NP_034099.2, XP_006532190.1	XP_005335842.1
OG0011626	NP_077205.3	XP_040145092.1
OG0011627	NP_081487.1	XP_005316233.1
OG0011628	NP_080104.2	XP_005333227.1
OG0011629	NP_079967.1	XP_005320085.1
OG0011630	NP_038503.4, XP_006532105.1	XP_005328289.1
OG0011631	NP_082449.1	XP_021580601.1
OG0011632	NP_666144.3	XP_005332641.1
OG0011633	NP_032964.1	XP_040137953.1
OG0011634	NP_038588.2	XP_005328565.2
OG0011635	NP_032392.1	XP_005336588.1
OG0011636	NP_033241.1, NP_001404404.1	XP_005331043.1
OG0011637	NP_079944.1	XP_005323255.1
OG0011638	XP_036014136.1	XP_005326372.1
OG0011639	NP_001277556.1	XP_005330714.1
OG0011640	NP_032715.2	XP_005325802.1
OG0011641	NP_035328.2	XP_013220727.1, XP_005319740.3
OG0011642	NP_001399626.1	XP_040128842.1
OG0011643	NP_056594.2	XP_005332232.1
OG0011644	NP_033775.1	XP_013221169.2
OG0011645	NP_035459.1	XP_005327991.1
OG0011646	NP_036018.1, XP_006538475.4	XP_005326400.1
OG0011647	NP_620392.2	XP_040142514.1, XP_040142515.1
OG0011648	NP_084247.1	XP_005322412.1
OG0011649	NP_001366177.1	XP_040142688.1
OG0011650	NP_899080.2, NP_115930.1	XP_005330662.1
OG0011651	NP_573517.1	XP_021584294.1
OG0011652	NP_031445.2	XP_013211962.2
OG0011653	NP_665827.2	XP_005321728.1
OG0011654	NP_783576.2	XP_040133243.1
OG0011655	NP_034123.1	XP_021584075.1
OG0011656	NP_032726.1, XP_006523860.1	XP_005334171.1
OG0011657	NP_034173.1	XP_005330569.2
OG0011658	NP_032334.2	XP_021578169.1
OG0011659	NP_001346046.1	XP_005323456.1
OG0011660	NP_001177373.1	XP_005330517.1
OG0011661	NP_991338.1	XP_005323006.1
OG0011662	NP_032962.1	XP_005339410.1
OG0011663	NP_034359.2	XP_005317116.2
OG0011664	NP_038619.2	XP_005332229.1
OG0011665	NP_001036071.1	XP_005336042.1
OG0011666	NP_114079.1	XP_005317575.1
OG0011667	NP_001351434.1	XP_021583139.1
OG0011668	NP_765983.1, NP_001033797.1	XP_005331247.1
OG0011669	NP_079606.3, XP_006541133.1	XP_040135125.1
OG0011670	NP_001390070.1	XP_005320071.1
OG0011671	NP_084063.1, XP_006520345.2	XP_021591133.1
OG0011672	NP_001400133.1	XP_005318898.1
OG0011673	XP_030110371.1, NP_660261.1	XP_021589943.2
OG0011674	NP_033092.3	XP_005318883.1
OG0011675	NP_034333.1	XP_005339760.1
OG0011676	NP_033842.3	XP_005329048.1
OG0011677	NP_032104.2	XP_005320304.1
OG0011678	NP_996911.1	XP_005326674.1
OG0011679	NP_997125.2	XP_005319297.1
OG0011680	NP_033206.2	XP_005332658.1
OG0011681	NP_001407313.1	XP_005319764.1
OG0011682	NP_001365948.1	XP_040146994.1
OG0011683	XP_036012271.1	XP_021584045.1
OG0011684	NP_001034211.1	XP_021578947.2
OG0011685	NP_001333597.1, NP_038787.1	XP_005337872.2
OG0011686	NP_064363.2	XP_005317271.2
OG0011687	NP_109602.2	XP_005343086.2
OG0011688	NP_001035988.1	XP_013212761.3
OG0011689	NP_032779.2	NP_001276794.1
OG0011690	NP_062361.1	XP_040142291.1
OG0011691	XP_006497725.1	XP_013212090.2
OG0011692	NP_001094934.1	XP_013221349.1, XP_005338524.2
OG0011693	NP_001138905.1	XP_005318969.1
OG0011694	XP_006501933.3	XP_005331385.2
OG0011695	NP_001074959.1	XP_013211281.1
OG0011696	NP_001316789.1	XP_005335861.2
OG0011697	NP_081928.2	XP_005322622.2
OG0011698	NP_001414166.1	XP_021585631.1
OG0011699	NP_001157833.1	XP_005319216.1
OG0011700	NP_796085.3, XP_006519190.1	XP_005317277.1
OG0011701	XP_006510692.1, NP_001014761.1	XP_005328376.1
OG0011702	NP_076274.1	XP_005333303.1
OG0011703	NP_035803.1, XP_006537848.1	XP_005329766.1
OG0011704	NP_570947.2	NP_001278160.1
OG0011705	XP_011236945.1	XP_021585652.1
OG0011706	NP_033426.1	XP_040145065.1
OG0011707	NP_032738.1	XP_040146882.1
OG0011708	NP_598570.1	XP_005326632.1
OG0011709	NP_001153841.1	XP_040149955.1
OG0011710	XP_006507808.1	XP_005323918.1
OG0011711	NP_001399939.1	XP_040128344.1
OG0011712	NP_064340.1	XP_005325053.1
OG0011713	NP_663603.3	XP_013213466.1
OG0011714	XP_006529171.1, NP_033921.3	XP_040134478.1
OG0011715	NP_001346112.1, NP_083643.1	XP_040126537.1, XP_005342812.2
OG0011716	NP_032897.2	XP_021584242.1
OG0011717	NP_775567.2	XP_005330479.1
OG0011718	NP_035711.2	XP_021579651.1
OG0011719	NP_598473.1	XP_040134938.1
OG0011720	NP_035403.1	XP_005319793.1
OG0011721	NP_001008499.1	XP_005329824.1
OG0011722	NP_001342657.1	XP_005342732.2
OG0011723	NP_058543.2	XP_005328742.1
OG0011724	NP_780584.2	XP_040129661.1
OG0011725	XP_006502296.1, NP_083606.2	XP_005330735.2
OG0011726	NP_001407194.1	XP_005320975.1
OG0011727	NP_038840.2	XP_021584942.1, XP_005329618.1
OG0011728	NP_598911.1	XP_040140110.1
OG0011729	NP_001185927.1	XP_005340361.1
OG0011730	NP_036101.1	XP_005321813.1
OG0011731	XP_011248064.1, NP_067263.1	XP_040126405.1
OG0011732	NP_038521.1	XP_013220724.1
OG0011733	XP_006528324.1	XP_040142717.1
OG0011734	NP_081696.1	XP_005320201.1
OG0011735	NP_080584.1	XP_005341116.1
OG0011736	NP_062811.1	XP_021577686.2
OG0011737	NP_033330.1	XP_040124511.1
OG0011738	NP_080665.1	XP_005327866.1
OG0011739	XP_006501198.1	XP_040143609.1
OG0011740	NP_666067.1	XP_013212052.3
OG0011741	NP_001139132.1, XP_011236866.1	XP_021591054.1
OG0011742	NP_079850.1	XP_005337581.1
OG0011743	NP_033168.2	XP_040135177.1
OG0011744	NP_001400590.1	XP_005322544.1
OG0011745	NP_062726.3	XP_005329439.1
OG0011746	NP_038711.2	XP_005318896.1
OG0011747	NP_081868.1	NP_001273170.1
OG0011748	NP_987103.1	XP_005329288.1
OG0011749	NP_038695.1	XP_005321482.2
OG0011750	NP_598538.1	XP_005341634.1
OG0011751	NP_058677.1	XP_005317713.1
OG0011752	NP_059095.1	XP_005338488.1
OG0011753	NP_444418.1	XP_005322531.1
OG0011754	NP_001346078.1	XP_005332253.1
OG0011755	NP_033048.2	XP_005316673.1
OG0011756	NP_067399.2	XP_005328435.1
OG0011757	NP_032631.3, XP_017168649.1	XP_005329151.2
OG0011758	XP_006524644.1, NP_001030057.1	XP_005318818.2
OG0011759	NP_034454.2	XP_005335294.1
