Orthogroup	Homo_sapiens	Ictidomys_tridecemlineatus
OG0010625	XP_011507723.1, NP_872384.2	XP_040143511.1, XP_005331485.1
OG0010626	NP_444283.2	XP_040143512.1
OG0010627	NP_001014364.1	XP_040145056.1
OG0010628	XP_047277120.1, NP_001020402.1	XP_005331301.1
OG0010629	NP_005158.5	XP_040143302.1
OG0010630	NP_001365898.1, XP_006710692.1	XP_021590437.1
OG0010631	NP_112573.1, XP_006712172.1	XP_013219780.3
OG0010632	NP_005152.1	XP_021586308.1, XP_040140273.1, XP_040140272.1
OG0010635	NP_001093629.1	XP_040147864.1
OG0010636	NP_940972.2	XP_040147869.1, XP_005337605.1
OG0010637	NP_008940.2, XP_011513397.1	XP_005337604.1
OG0010638	NP_061167.1	XP_005337466.1
OG0010639	NP_002778.1	XP_005319276.1
OG0010640	XP_011513827.2	XP_005319270.1
OG0010641	NP_619646.1	XP_005319269.1
OG0010642	XP_016867484.1	XP_021577964.1
OG0010643	NP_000102.1	XP_040147582.1
OG0010644	NP_006339.4	XP_005319507.1
OG0010645	NP_001231191.1	XP_005319511.1
OG0010646	NP_001288090.1, NP_689963.2	XP_040146810.1
OG0010647	NP_001342459.1	XP_005319575.1
OG0010648	NP_002544.1	XP_005319520.1
OG0010649	NP_005036.2, NP_774959.1	XP_040146813.1
OG0010650	XP_047276166.1	XP_040147636.1
OG0010651	NP_444510.2	XP_040139783.1
OG0010652	XP_006718316.1, NP_068743.3	XP_040139823.1
OG0010653	NP_001363454.1	XP_005330099.1
OG0010654	NP_054905.2	XP_040140436.1
OG0010655	XP_006718317.1	XP_040144796.1, XP_005327456.1
OG0010656	NP_057041.2, XP_011518456.1	XP_040139665.1
OG0010657	XP_011518282.1	XP_005327483.1
OG0010658	NP_001160164.1, XP_016872542.1	XP_005327484.1
OG0010659	NP_001070710.1	XP_005327494.1
OG0010660	NP_006351.2	XP_005327498.1
OG0010661	NP_077744.4	XP_005327500.1
OG0010662	NP_004214.1	XP_005331644.1
OG0010663	NP_848665.1	XP_040142781.1
OG0010664	XP_011543371.1, NP_002550.2	XP_040140270.1
OG0010665	NP_002795.2	XP_005330034.1
OG0010666	NP_000497.1	XP_005330055.1
OG0010667	XP_011518252.1	XP_005330095.1
OG0010668	NP_066951.1	XP_005328731.1
OG0010669	NP_055370.1, XP_016873117.1	XP_040139896.1
OG0010670	NP_861463.1, NP_000209.2	XP_005340461.2
OG0010671	NP_001116103.1, NP_001116102.1, NP_000067.1, NP_001349403.1, NP_001349404.1	XP_040142676.1
OG0010672	NP_620714.2	XP_005333371.1
OG0010673	NP_852615.1, XP_005273880.1, NP_852616.1	XP_021587346.1
OG0010674	XP_011543331.1, NP_002326.2	XP_040142726.1
OG0010676	NP_060327.3, XP_047283133.1	XP_021587424.1
OG0010677	NP_001289013.1, NP_078926.3	XP_040139983.1
OG0010678	NP_003784.2, XP_011543630.1	XP_013217527.2
OG0010679	XP_005273783.1, NP_006833.2	XP_005333454.1
OG0010680	NP_149025.1, XP_016874008.1	XP_040142749.1
OG0010681	NP_001326.3	XP_040140025.1
OG0010682	NP_942600.1, NP_004205.2	XP_040140024.1
OG0010683	NP_001337212.1	XP_005333475.1
OG0010684	NP_004552.2	XP_005333479.1
OG0010685	NP_874369.1	XP_005333483.1
OG0010686	NP_115599.2, XP_011543326.1	XP_021587458.1
OG0010687	XP_047283639.1	XP_040140067.1
OG0010688	NP_002680.2, XP_011543179.1	XP_005333503.1
OG0010689	NP_004918.1	XP_005333510.1
OG0010690	NP_001269377.1	XP_040140078.1
OG0010691	NP_001365886.1	XP_040140088.1, XP_040128765.1
OG0010692	NP_620060.1, NP_055895.1, NP_001363191.1	XP_040142762.1
OG0010693	NP_001153861.1	XP_021587484.2
OG0010694	NP_079047.2	XP_005333573.1
OG0010695	XP_011543072.1, NP_612480.1	XP_021587358.1
OG0010696	NP_001073970.1, XP_047283535.1	XP_005331530.1
OG0010697	NP_002687.1	XP_005331533.1
OG0010698	NP_001036694.1, XP_005274289.1	XP_005331679.2
OG0010699	NP_056937.2	XP_005331548.1
OG0010700	NP_001078841.1	XP_005331549.4
OG0010701	NP_938149.2	XP_005331551.1
OG0010702	NP_073741.3	XP_005331560.1
OG0010703	XP_011543297.1	XP_040142774.1
OG0010704	NP_001120864.1, XP_005274279.1	XP_040140166.1
OG0010705	NP_068373.1, XP_016873212.1	XP_005331565.1
OG0010706	XP_011543324.1, NP_037534.5	XP_005331569.1
OG0010707	NP_060311.1	XP_005331576.1
OG0010708	XP_006718523.1, NP_689931.2	XP_040140183.1
OG0010709	NP_055022.2, NP_001333385.1	XP_021586314.1
OG0010710	XP_016873440.1, NP_821174.1, NP_060340.2	XP_040140188.1
OG0010711	NP_944605.2	XP_005333373.3
OG0010712	XP_016859577.1, NP_002290.2	XP_005315896.1
OG0010713	NP_065775.1, XP_005263207.1	XP_005327621.1
OG0010714	XP_047271885.1, NP_061187.3	XP_040149216.1
OG0010715	NP_001264282.1, XP_011529952.1	XP_040148835.1
OG0010716	NP_036250.2	XP_021583583.1
OG0010717	XP_011530452.1	XP_021590328.1
OG0010718	XP_016863205.1	XP_013218419.2
OG0010719	NP_001345383.1	XP_005335558.1
OG0010720	NP_640336.1	XP_013218892.1
OG0010721	NP_001371054.1	XP_040149276.1
OG0010722	XP_011509788.1, NP_115934.1, NP_001072998.1	XP_005316007.2
OG0010723	NP_060853.3	XP_005315924.1
OG0010724	NP_004796.1	XP_040134208.1, XP_005315923.1
OG0010725	XP_005263764.1	XP_005315932.1
OG0010726	NP_115766.3	XP_005315958.1
OG0010727	XP_047299733.1	XP_040150074.1
OG0010728	NP_002821.1	XP_040150054.1
OG0010729	NP_085054.2, NP_001098669.1, NP_001098668.1	XP_040150050.1
OG0010730	NP_899063.2, XP_011508961.1	XP_005315973.1
OG0010731	XP_011509661.2, NP_061917.3	XP_005315982.2
OG0010732	NP_005906.2	XP_005315895.1
OG0010733	XP_016859830.1, NP_061027.2	XP_040150196.1
OG0010734	NP_001265508.1	XP_040150219.1
OG0010735	NP_001258137.2	XP_040150234.1
OG0010736	NP_001382417.1	XP_013220535.1
OG0010737	NP_056535.1	XP_040147528.1
OG0010738	XP_006722962.1, NP_078854.1	XP_005333082.1
OG0010739	NP_775753.2	XP_005333181.1
OG0010740	NP_060152.2	XP_005336256.1
OG0010741	NP_004149.1	XP_005332141.1
OG0010742	NP_597999.1, XP_011525975.1	XP_005332137.1
OG0010744	XP_047294000.1, NP_061985.2	XP_040146716.1
OG0010745	NP_001257293.1	XP_040147450.1
OG0010746	NP_689746.1, XP_016861240.1	XP_040147637.1, XP_013221379.1
OG0010747	XP_006713832.1	XP_013220717.2
OG0010748	NP_002941.1	XP_040128854.1
OG0010749	NP_079103.2	XP_040147471.1
OG0010750	XP_006713404.1	XP_040147055.1
OG0010751	XP_011531724.2	XP_040147393.1
OG0010752	NP_054879.3	XP_005333847.1
OG0010753	NP_001021100.3, NP_001185722.1	XP_021587697.1
OG0010754	XP_011531688.1	XP_021587710.1
OG0010755	NP_055398.1	XP_005333902.1
OG0010756	NP_055489.1, XP_047305220.1	XP_005331023.1
OG0010757	NP_055824.1	XP_005333941.1
OG0010758	NP_055938.2, XP_016861478.1	XP_040145668.1
OG0010759	NP_001350808.1	XP_005333932.1
OG0010760	NP_003959.3	XP_040145710.1, XP_021587735.1
OG0010761	XP_047305049.1	XP_040145534.1
OG0010762	NP_001380992.1	XP_013216837.2
OG0010763	NP_004935.1	XP_005317299.1
OG0010764	NP_060868.2	XP_021586849.2
OG0010765	NP_075050.3	XP_005317270.1
OG0010766	NP_061195.2	XP_021586828.1
OG0010767	NP_001244957.1	XP_005317260.1
OG0010768	NP_443091.1	XP_013217505.1
OG0010769	NP_002209.2	XP_005317252.1
OG0010770	XP_016862574.1	XP_021586683.1
OG0010771	NP_064548.1, XP_024309410.1	XP_005317233.1
OG0010772	NP_056241.3	XP_005327045.1
OG0010773	NP_004695.1, XP_047305128.1	XP_005327034.1
OG0010774	NP_001336097.1	XP_040125704.1
OG0010775	NP_037418.3	XP_005327118.1
OG0010776	XP_011532108.1	XP_021583185.1
OG0010777	NP_006536.3	XP_013221975.1
OG0010778	NP_149349.2, XP_011531970.1	XP_040125677.1
OG0010779	NP_001186960.1, NP_001186958.1	XP_005327008.1
OG0010780	XP_011531960.1, NP_001631.3	XP_005326983.1
OG0010781	XP_016861949.1, NP_001380510.1	XP_021583147.2
OG0010782	XP_011532317.1, NP_001073997.2	XP_040125631.1
OG0010783	NP_005042.1, NP_001259002.1, XP_016862454.2	XP_021583116.1
OG0010784	NP_808808.1, NP_808807.2, XP_047304323.1	XP_005326951.1
OG0010785	NP_001398.2	XP_021583102.2
OG0010786	NP_338599.1, NP_009179.2	XP_021583100.1
OG0010787	NP_003065.3	XP_005332995.1
OG0010788	XP_011532153.1	XP_005332993.1
OG0010789	NP_054878.5	XP_013217289.1
OG0010790	NP_653317.2	XP_005332982.1
OG0010791	NP_001372612.1	XP_021590674.1
OG0010792	NP_054735.3, NP_001306000.1	XP_005337952.1
OG0010793	XP_011532326.1, NP_073753.3	XP_005337999.1
OG0010794	NP_055819.2, XP_047303704.1	XP_005337957.3
OG0010795	NP_064627.1, XP_016862373.1	XP_040146008.1
OG0010796	NP_057657.2	XP_005333002.1
OG0010797	NP_057049.5	XP_005333007.2
OG0010798	NP_001139256.1	XP_040146168.1
OG0010799	XP_047294979.1, NP_060284.1	XP_040146172.1
OG0010800	XP_011526386.1, NP_061943.2	XP_005333027.1
OG0010801	NP_001483.3, NP_001374367.1	XP_005333031.1
OG0010802	NP_000086.2	XP_005333036.1
OG0010803	NP_001091952.1	XP_005333037.1
OG0010804	XP_016882824.1, NP_006523.1	XP_005333050.1
OG0010805	NP_001316400.1	XP_040146200.1
OG0010807	NP_116072.2	XP_005333058.1
OG0010808	NP_056498.1	XP_005333062.1
OG0010809	NP_000444.1, XP_011526494.1	XP_005333063.1
OG0010810	NP_612410.1	XP_013217257.1
OG0010811	NP_112600.1	XP_005333070.1
OG0010812	NP_078803.4	XP_005333076.1
OG0010813	NP_066010.1	XP_040146228.1
OG0010814	NP_001287854.1, XP_047295370.1	XP_005333088.1
OG0010815	NP_004822.2	XP_005333089.1
OG0010816	NP_079157.3	XP_005333090.1
OG0010817	NP_001369346.1	XP_040146915.1
OG0010818	NP_060191.3	XP_040146927.1
OG0010819	XP_024307480.1	XP_040146307.1, XP_021589581.2
OG0010820	NP_006554.1	XP_021589477.1
OG0010821	NP_115708.1, NP_001093207.1	XP_005336249.1
OG0010822	XP_016881778.1	XP_005336236.2
OG0010823	NP_001411.2	XP_021589554.1
OG0010824	NP_001073972.2, XP_016881744.1	XP_040146361.1
OG0010825	NP_001122321.1	XP_013218756.1
OG0010826	NP_008996.1	XP_005336181.1
OG0010827	NP_001372133.1	XP_021589527.1
OG0010828	NP_940936.2	XP_040146495.1
OG0010829	NP_848620.3	XP_005332312.1
OG0010830	NP_005419.2	XP_005332155.2
OG0010831	XP_006723003.1	XP_040146954.1
OG0010832	NP_001381646.1, NP_001381649.1	XP_040146499.1
OG0010833	NP_006003.1, XP_047295442.1	XP_005332138.1
OG0010834	XP_011526323.1, NP_005925.2	XP_021586680.1
OG0010835	NP_002841.3, XP_016882554.1	XP_040146961.1
OG0010836	NP_057623.2	XP_005332095.1
OG0010837	NP_149053.1	XP_005332090.1
OG0010838	NP_001287778.1	XP_040147043.1
OG0010839	NP_002059.3	XP_005332261.2
OG0010840	NP_001287775.1	XP_021586542.1
OG0010841	NP_003240.1, XP_011526530.1	XP_005332065.1
OG0010842	NP_940934.1	XP_040146964.1
OG0010843	NP_001398070.1	XP_021586524.2
OG0010844	NP_001287765.1	XP_040146648.1
OG0010845	NP_001382186.1, NP_060043.2, XP_011526387.1	XP_005332243.1
OG0010846	XP_016882257.2	XP_005332025.1
OG0010847	NP_000446.1	XP_040146702.1
OG0010848	XP_047294501.1, NP_001245257.1	XP_040146709.1
OG0010849	NP_001919.2, NP_001304264.1	XP_005332003.1
OG0010850	NP_999875.2	XP_040146740.1
OG0010851	NP_005851.1	XP_013216841.1
OG0010852	NP_919442.1	XP_040146739.1
OG0010853	XP_047294925.1	XP_040146755.1
OG0010854	NP_001001913.1	XP_005342815.1
OG0010855	NP_001166176.1	XP_040140679.1
OG0010856	NP_997069.2	XP_005341126.1
OG0010857	NP_689644.2	XP_005337241.2
OG0010858	NP_005582.1	XP_021590142.1
OG0010859	NP_001138343.1	XP_005337258.2
OG0010860	NP_857596.2, XP_011540931.1	XP_005337260.2
OG0010861	XP_005274379.1	XP_013213112.1
OG0010862	XP_047282450.1	XP_021580844.1
OG0010863	NP_001092286.2, XP_016873014.1	XP_040140935.1
OG0010864	XP_005274108.1, NP_057662.3	XP_040140922.1
OG0010865	NP_001365086.1	XP_021580766.1
OG0010866	XP_011543255.1, NP_775853.2	XP_005323248.1
OG0010867	XP_011543306.1	XP_005323240.1
OG0010868	XP_047282606.1	XP_040140860.1, XP_040133073.1
OG0010869	NP_203746.1	XP_021580747.1
OG0010870	NP_002590.1, NP_001137311.1	XP_021580739.1
OG0010871	NP_110440.1	XP_040140833.1
OG0010872	NP_001352055.1, NP_001352054.1	XP_013213128.1
OG0010873	NP_060790.2	XP_005323200.1
OG0010874	NP_060543.5	XP_005323176.1
OG0010875	NP_001155.1, NP_663722.1	XP_021576395.1
OG0010876	NP_056139.1	XP_005341169.1
OG0010877	NP_940876.2, NP_001357427.1, NP_001357428.1	XP_005341130.1
OG0010878	NP_002306.1, NP_001257357.1	XP_005326889.1
OG0010879	NP_001374951.1	XP_040140732.1
OG0010880	NP_001363424.1	XP_021583052.1
OG0010881	NP_001354906.1, XP_005253091.2	XP_040140711.1
OG0010882	NP_001350499.1	XP_005326913.1
OG0010883	NP_001308307.1	XP_040139676.1
OG0010884	NP_000516.3	XP_005326817.1
OG0010885	NP_036271.1	XP_040140578.1
OG0010886	NP_612430.2	XP_005326805.1
OG0010887	NP_006283.1, XP_005253165.1	XP_005332386.1
OG0010888	NP_003467.1	XP_005336002.1
OG0010889	NP_001231892.1	XP_013218650.1
OG0010890	NP_060960.2	XP_040139666.1
OG0010891	NP_000501.1, NP_001018090.1, NP_001369218.1	XP_005327515.1
OG0010892	NP_060310.1	XP_005331601.1
OG0010893	NP_057647.1	XP_005316752.1
OG0010894	NP_001005237.1	XP_005323164.1
OG0010895	NP_443182.1	XP_021585448.1
OG0010896	NP_000312.2	XP_040137458.1
OG0010898	XP_047286238.1, NP_054778.2	XP_005336836.1
OG0010899	NP_008946.1, XP_011533199.1	XP_005336845.1
OG0010900	NP_073754.2	XP_005338197.1
OG0010901	NP_001121698.1, NP_055768.3	XP_005324874.1
OG0010902	NP_055647.2	XP_040137333.1
OG0010903	NP_001245335.1, XP_047286537.1	XP_005324855.1
OG0010904	NP_055872.4	XP_040137305.1
OG0010905	NP_659001.2	XP_040137300.1
OG0010906	NP_851320.1	XP_005317100.1
OG0010907	NP_004791.1	XP_005317075.1
OG0010908	XP_024305104.1	XP_021585408.1
OG0010909	NP_787125.1	XP_005317065.1
OG0010910	NP_000114.3, NP_001191354.2	XP_005317058.1
OG0010911	NP_001185879.1	XP_005317188.2
OG0010912	NP_060287.1	XP_005317044.1
OG0010913	NP_060134.2	XP_005317037.1
OG0010914	XP_011535796.1, NP_005552.3	XP_013216255.1
OG0010915	NP_002920.1, XP_047286449.1	XP_005317024.1
OG0010916	NP_001352384.1	XP_013221671.2
OG0010917	NP_115890.2, NP_001239605.1	XP_005334645.1
OG0010918	XP_011527488.1	XP_040130725.1
OG0010919	XP_011531996.1, NP_001138502.1	XP_040146038.1
OG0010920	NP_001336245.1	XP_021587565.1
OG0010921	NP_001243671.1	XP_021587495.1
OG0010922	XP_011532591.1	XP_013216680.3
OG0010923	NP_005100.1	XP_040145954.1
OG0010924	XP_011532627.1	XP_040145959.1
OG0010925	XP_005264955.1, NP_653320.3	XP_040146054.1
OG0010926	NP_852137.1, NP_612419.1	XP_013216651.2
OG0010928	XP_005264900.1	XP_005317482.1
OG0010929	NP_001394055.1, NP_001394057.1	XP_005317367.1
OG0010930	NP_653316.3	XP_005317478.3
OG0010931	XP_016861187.1, NP_653234.2	XP_021588296.1
OG0010932	NP_473451.3	XP_005317303.1
OG0010933	NP_055111.1	XP_005317229.3
OG0010934	NP_001308150.1	XP_005327063.1
OG0010935	NP_001275879.1	XP_005327125.1
OG0010936	NP_003562.1, XP_016862804.1	XP_021583251.1
OG0010937	NP_001005861.1	XP_013214920.1
OG0010938	NP_064576.1	XP_005328125.1
OG0010939	NP_071414.2, XP_016862511.1	XP_021583983.1
OG0010940	NP_001290175.1	XP_021583958.1
OG0010941	NP_055060.1	XP_005328087.1
OG0010942	NP_001670.1	XP_013220771.2, XP_013215328.1
OG0010943	XP_011511226.1	XP_040125836.1
OG0010944	NP_001362229.1	XP_005328133.1
OG0010945	NP_775823.1	XP_005325785.1
OG0010946	NP_001861.2	XP_005325775.1
OG0010947	NP_001033794.1	XP_005325750.1
OG0010948	NP_001295158.1	XP_005325753.2
OG0010949	NP_751892.1	XP_040126494.1
OG0010950	NP_001258767.1	XP_040125882.1
OG0010951	XP_047304162.1, NP_570847.2	XP_021591003.1
OG0010952	NP_056366.1, XP_005265091.1	XP_040145849.1
OG0010953	NP_006183.2	XP_040131392.1
OG0010954	NP_064542.1, XP_016883448.1	XP_005320510.2
OG0010955	NP_851998.1, NP_002156.2	XP_005320632.1
OG0010956	NP_068556.2	XP_005334664.1
OG0010957	NP_001411341.1	XP_005334666.1
OG0010958	XP_011527598.1	XP_021588411.2
OG0010959	XP_006723661.1, NP_065076.2	XP_040131350.1
OG0010960	NP_065740.2	XP_013211930.1
OG0010961	NP_077025.2	XP_005320523.1
OG0010962	NP_071379.3	XP_013211903.1
OG0010963	NP_036393.1	XP_021578835.1
OG0010964	NP_001191.1	XP_005320546.1
OG0010965	NP_061968.1	XP_005320548.1
OG0010966	NP_003809.1	XP_005320554.1
OG0010967	NP_443202.3	XP_005320571.1
OG0010968	XP_005260741.1, NP_001009984.1	XP_005320580.1
OG0010969	NP_001243467.1, NP_542777.1	XP_005320599.1
OG0010970	NP_001305136.1	XP_021578796.1
OG0010971	NP_001103984.2, XP_016883473.1	XP_040130070.1
OG0010972	NP_003236.3	XP_021578894.1
OG0010973	NP_001011718.1	XP_005320643.2
OG0010974	XP_011526950.1	XP_040132507.1
OG0010975	NP_001137439.1, XP_024307649.1	XP_040131062.1
OG0010976	NP_003899.2	XP_005329974.1
OG0010977	NP_955400.1, XP_047296051.1, NP_056453.1	XP_005329956.1
OG0010978	XP_011527207.1	XP_005329959.1
OG0010979	XP_016883087.1	XP_013215983.2
OG0010980	NP_000548.2, NP_001306067.1	XP_005329946.1
OG0010981	NP_009117.2	XP_013216011.1
OG0010982	NP_938408.1	XP_021585240.1
OG0010983	NP_003107.1	XP_005329940.1
OG0010984	XP_047295877.1	XP_021585237.1
OG0010985	NP_057642.1, NP_361012.3, NP_001372639.1	XP_040131923.1
OG0010986	NP_899662.1, NP_002886.2	XP_040131371.1
OG0010987	NP_689716.4	XP_021585195.1
OG0010988	NP_001335637.1, NP_001025035.1, XP_024307776.1	XP_040129928.1
OG0010989	XP_011527298.1	XP_040130908.1
OG0010990	NP_443078.1	XP_013216001.1
OG0010991	NP_001364232.1	XP_021583283.1
OG0010992	NP_001290387.1	XP_005327185.1
OG0010993	XP_047295886.1, NP_663627.1, NP_001382435.1	XP_040131468.1
OG0010994	NP_055091.2	XP_040131480.1
OG0010995	NP_570966.2, NP_852611.2, XP_016883608.1	XP_005325439.1
OG0010996	NP_003270.1, XP_011527333.1	XP_005325314.1
OG0010997	NP_219489.1	XP_005325310.1
OG0010998	XP_005260296.1, NP_005460.2	XP_005325312.1
OG0010999	NP_066018.1	XP_005325299.1
OG0011000	NP_954580.2, NP_954673.2	XP_013214023.2
OG0011001	NP_001303963.1	XP_005325270.1
OG0011002	NP_001013668.2, XP_047295920.1, NP_001012989.2	XP_005341444.1
OG0011003	NP_003213.1	XP_005341448.1
OG0011004	NP_004729.1	XP_005327138.1
OG0011005	NP_001239267.1, NP_001785.2	XP_040131384.1
OG0011006	NP_653304.2, XP_011526907.1	XP_005325356.2
OG0011007	NP_008933.2	XP_040131728.1
OG0011008	NP_543023.2	XP_005325451.1
OG0011009	NP_536721.1, XP_006723762.1	XP_005325367.1
OG0011010	NP_031372.2	XP_013214098.1, XP_005325370.1
OG0011011	NP_000735.1, NP_001243502.1	XP_021582064.1
OG0011012	XP_047296282.1, NP_065764.1	XP_040131077.1
OG0011013	NP_036601.2, XP_006723832.1	XP_040131386.1
OG0011014	XP_016883328.1, NP_001025042.2	XP_005320690.1
OG0011015	NP_079131.3	XP_005329897.1
OG0011017	XP_047296486.1, NP_112492.2	XP_021581994.1
OG0011018	XP_047296451.1, NP_071444.1, NP_647478.1	XP_005325375.1
OG0011019	NP_065933.2, XP_011527239.1	XP_040131636.1
OG0011020	NP_056977.1	XP_040149338.1
OG0011021	XP_024308883.1, NP_001338234.1	XP_040124070.1
OG0011023	XP_011509547.1, NP_077720.1	XP_005326491.1
OG0011024	NP_998814.1, XP_005269582.1	XP_005320773.1
OG0011025	NP_005821.2	XP_040137504.1
OG0011026	NP_002006.2	NP_001269185.1
OG0011027	NP_037470.1	XP_021586148.1
OG0011028	NP_001371941.1	XP_005317148.1
OG0011029	NP_002906.1	XP_040137847.1
OG0011030	NP_001307765.1	XP_005317137.2
OG0011031	NP_787050.6, XP_005266389.1	XP_021585806.1
OG0011032	XP_011533177.1	XP_040137850.1
OG0011033	NP_001361336.1	XP_005317112.1
OG0011034	NP_001273721.1	XP_040137256.1, XP_040128585.1
OG0011035	NP_005923.3, XP_011533399.1	XP_005337637.1
OG0011036	NP_002001.1	XP_005338663.1
OG0011037	XP_047286097.1, NP_689939.1	XP_005338664.1
OG0011038	NP_659498.4	XP_040137265.1
OG0011039	XP_047286540.1, NP_001340090.1	XP_005338679.1
OG0011040	XP_011530070.1	XP_040149556.1
OG0011041	NP_116172.2, XP_006714454.1	XP_005325552.1
OG0011042	XP_016863733.1, NP_001030017.2	XP_005325563.1
OG0011043	NP_056273.2	XP_005337293.1
OG0011044	XP_047277449.1, NP_001035121.2	XP_005337288.1
OG0011045	XP_011542759.1, NP_056069.2	XP_013219181.1
OG0011046	NP_776194.2	XP_005337271.3
OG0011047	NP_001122402.1, NP_004892.1	XP_005329381.1
OG0011048	NP_006120.1	XP_040149057.1
OG0011049	XP_006716444.1	XP_040149102.1
OG0011050	NP_079091.3, XP_011542952.1	XP_005329359.1
OG0011051	NP_001244127.1	XP_013216331.1
OG0011052	XP_016859893.1	XP_005326512.1
OG0011054	NP_689596.4	XP_040123936.1
OG0011055	NP_079478.1	XP_040123957.1
OG0011056	XP_047300175.1, NP_005532.2, NP_001017915.1	XP_013214558.1
OG0011057	NP_690618.2	XP_005326469.2
OG0011058	XP_047302249.1	XP_021582709.1
OG0011059	NP_001295282.1, NP_005846.1	XP_005326438.1
OG0011060	NP_110395.1	XP_040124069.1
OG0011061	NP_001278761.1	XP_021582698.1
OG0011062	XP_011510519.1	XP_021575302.1
OG0011063	NP_060696.4	XP_005339717.3
OG0011064	NP_002072.2, XP_047299917.1	XP_021575330.1
OG0011065	XP_011509233.1, NP_001073906.1	XP_021575300.2
OG0011066	NP_001307834.1	XP_040124159.1
OG0011067	XP_047301966.1	XP_040124072.1
OG0011068	NP_001161071.1	XP_040124178.1
OG0011069	NP_919299.3, XP_006719831.1	XP_021585940.1
OG0011070	XP_006712480.1	XP_005315916.1
OG0011071	NP_076983.1	XP_005336427.1
OG0011072	NP_006009.2, NP_808219.1	XP_005343084.2
OG0011073	NP_001154816.1	XP_013218820.1
OG0011074	NP_055929.1, XP_005266216.1	XP_013218808.1
OG0011075	NP_001164014.1	XP_005336408.1
OG0011076	XP_011536558.1, NP_778236.2	XP_005336426.1
OG0011077	NP_001397929.1, NP_057239.4	XP_005336424.2
OG0011078	NP_942122.2, NP_001317426.1	XP_040146859.1
OG0011079	XP_047284447.1	XP_013218824.1
OG0011080	NP_001353815.1, NP_001353818.1	XP_040148052.1
OG0011081	XP_005253647.1, NP_116045.2	XP_005329600.1
OG0011082	NP_079085.2, NP_001397918.1	XP_005329605.1
OG0011083	XP_016875199.1, NP_065987.1	XP_005329607.1
OG0011084	XP_047284432.1, NP_659495.1	XP_005329615.1
OG0011085	NP_001387211.1	XP_040145493.1
OG0011086	XP_005253658.1, NP_075388.2	XP_005329630.1
OG0011087	NP_001381137.1	XP_013215868.1
OG0011088	NP_001076007.1, XP_011537035.1	XP_021584999.1
OG0011089	XP_011536021.1	XP_021585024.1
OG0011090	XP_005254001.1, NP_006759.3	XP_005329682.1
OG0011091	NP_001104792.1	XP_013219027.1
OG0011092	NP_001138344.1, XP_011536629.2	XP_040145373.1
OG0011093	NP_775813.2, XP_011536325.1	XP_005336896.1
OG0011094	XP_011536526.1, NP_775869.4	XP_021585011.1
OG0011095	NP_061959.2, XP_011536804.1	XP_005329728.1
OG0011096	NP_848594.2, XP_016874400.1	XP_040146871.1
OG0011097	XP_011536085.1	XP_040145342.1
OG0011098	XP_006719757.1	XP_040145341.1
OG0011099	XP_047285192.1	XP_040145333.1
OG0011100	NP_003760.1	XP_005336866.1
OG0011101	NP_789788.1	XP_005336868.1
OG0011102	XP_047284893.1, NP_057517.1	XP_005340175.1
OG0011103	NP_998760.1	XP_005340155.2
OG0011104	NP_001373859.1	XP_040147947.1
OG0011105	XP_005261416.1, NP_741999.3	XP_005336093.1
OG0011106	NP_001380928.1	XP_013218683.2
OG0011107	NP_115549.2, NP_001193927.1	XP_005336096.1
OG0011108	XP_024308055.1	XP_005336122.1
OG0011109	NP_694691.1, NP_694690.1, NP_066576.1	XP_021577209.2
OG0011110	XP_006724341.1	XP_021576836.1
OG0011111	NP_057582.2	XP_005341938.1
OG0011112	NP_001154840.1, NP_777637.1	XP_005341930.1, XP_021576831.1
OG0011113	NP_114441.1, NP_114439.1, NP_055138.2	XP_005339918.1
OG0011114	NP_004318.3	XP_021588305.1
OG0011115	XP_024307967.1, NP_001345593.1	XP_005334617.1
OG0011116	NP_037510.1	XP_005334619.1
OG0011117	XP_047297313.1, NP_001352821.1	XP_040147003.1
OG0011118	NP_005650.2	XP_013217963.1
OG0011119	NP_003767.2	XP_021588370.1
OG0011120	NP_003316.3	XP_021588367.1
OG0011121	NP_073210.1, XP_005261339.1	XP_005334580.1
OG0011122	NP_114417.1	XP_005334578.1
OG0011123	NP_699165.3, XP_047297541.1	XP_013217931.3
OG0011124	NP_056487.1, NP_001122107.1, NP_001122105.1	XP_005334626.1
OG0011125	XP_011538050.1, NP_001121687.1	XP_013220147.2
OG0011126	XP_011538066.1, NP_000034.1	XP_040129240.1
OG0011127	XP_016875072.1, NP_061124.1	XP_005331957.1
OG0011128	NP_001177768.1, NP_000891.2	XP_005331941.1
OG0011129	XP_024304728.1, NP_068776.2	XP_005328964.1
OG0011130	NP_002169.1, XP_047284742.1	XP_005325067.1
OG0011131	NP_775864.3	XP_040137146.1
OG0011132	NP_057699.2	XP_005334020.1
OG0011135	XP_011518981.1	XP_005334061.1
OG0011136	NP_059113.1	XP_021587801.1
OG0011137	NP_055046.1	XP_021590958.1
OG0011138	NP_536859.1	XP_013219720.1
OG0011139	NP_057630.2	XP_040136954.1
OG0011140	NP_055533.2	XP_040136946.1
OG0011141	NP_001354292.1	XP_040136903.1
OG0011142	NP_001243399.1	XP_040136876.1, XP_040148837.1
OG0011143	NP_000912.3	XP_013215631.2
OG0011144	NP_001400015.1	XP_005328951.1, XP_005337494.1
OG0011145	NP_001138482.1	XP_021584519.2
