Orthogroup	Homo_sapiens	Sarcophilus_harrisii
OG0014569	NP_005199.2	XP_031825139.1
OG0014573	NP_060884.1	XP_031821732.1
OG0014574	NP_003059.1	XP_003759837.1
OG0014575	NP_056533.1	XP_003769610.1
OG0014576	XP_047299990.1	XP_003763814.1
OG0014579	NP_004084.1	XP_003765793.1
OG0014580	NP_620689.1	XP_031815320.1
OG0014581	NP_060915.2	XP_003755647.2
OG0014582	NP_003000.1	XP_031819765.1
OG0014583	NP_536355.1	XP_031804794.1
OG0014584	NP_000572.2	XP_003762337.2
OG0014585	NP_000867.3	XP_031793391.1
OG0014586	NP_079348.1	XP_003757426.2
OG0014587	NP_057262.2	NP_001277230.1
OG0014588	NP_003664.1	XP_031822048.1
OG0014589	NP_113642.1	XP_031794531.1
OG0014590	NP_001163.1	XP_012404377.1
OG0014592	NP_115943.1	XP_003761116.1
OG0014593	NP_789787.5	XP_003772622.2
OG0014594	NP_062545.1	XP_012396655.2
OG0014595	NP_005233.4	XP_031822116.1
OG0014596	NP_001230115.1	XP_031820807.1
OG0014597	NP_006507.2	XP_031818218.1
OG0014598	NP_001353.4	XP_031809104.1
OG0014599	NP_002181.1	XP_003769207.2
OG0014600	NP_065079.1	XP_003773684.1
OG0014602	NP_056456.1	XP_003771587.4
OG0014603	NP_036447.1	XP_003766753.1
OG0014604	NP_001358649.2	XP_012403671.2
OG0014605	NP_006658.1	XP_031801072.1
OG0014606	NP_116764.2	XP_012406548.1
OG0014607	NP_001805.4	XP_012402214.1
OG0014608	NP_001710.1	XP_031807531.1
OG0014609	NP_004255.2	XP_003771446.1
OG0014610	NP_291031.2	XP_003765519.1
OG0014611	NP_001108104.1	XP_031808005.1
OG0014612	NP_002414.1	XP_023355255.1
OG0014613	NP_000662.3	XP_003772995.1
OG0014614	NP_001503.1, XP_005249092.1	XP_031820584.1
OG0014615	NP_002484.1	XP_031799046.1
OG0014616	NP_036203.1	XP_012406706.2
OG0014617	NP_001035521.1	XP_003768208.4
OG0014618	NP_002267.2	XP_012403753.1
OG0014620	NP_001303249.1	XP_031818708.1
OG0014621	NP_002790.1	XP_003757158.1
OG0014622	NP_000200.1	XP_003764532.1
OG0014623	NP_000851.2	XP_003773109.1
OG0014624	NP_001136007.2	XP_023362540.1
OG0014626	NP_001269079.1	XP_031804427.1
OG0014627	NP_004703.1	XP_031821492.1
OG0014628	NP_000292.1	XP_031793389.1
OG0014629	NP_003371.2	XP_031795771.1
OG0014630	NP_004031.1	XP_031805441.1
OG0014631	NP_004882.1	XP_031807192.1
OG0014632	NP_057185.1	XP_031805945.1
OG0014633	NP_000630.1	XP_003767469.1
OG0014634	NP_001928.2	XP_003770569.1
OG0014635	NP_002854.3	XP_031808849.1
OG0014636	NP_036376.2	XP_003755886.1
OG0014637	NP_002528.1	XP_031811256.1
OG0014638	NP_004444.2	XP_003773150.1
OG0014639	XP_011508856.1	XP_031820016.1
OG0014640	NP_001006.1	XP_031819276.1
OG0014642	NP_036196.1	XP_003770939.1
OG0014643	NP_079471.1	XP_031803052.1
OG0014644	NP_000208.2	XP_031794169.1
OG0014645	NP_003947.1	XP_031812852.1
OG0014646	NP_001005278.1	XP_003767936.1
OG0014647	NP_001171549.1	XP_031796984.1
OG0014648	NP_000558.2	XP_003767916.2
OG0014649	NP_000470.3	XP_031803964.1
OG0014650	NP_005973.1	XP_003759368.1
OG0014651	NP_000415.2	XP_031793689.1
OG0014652	NP_787028.1	XP_003772626.1
OG0014653	NP_002274.1	XP_003772251.1
OG0014654	NP_056330.3	XP_012403837.1
OG0014655	NP_853513.2	XP_031822099.1
OG0014656	XP_016868908.1	XP_031802218.1
OG0014657	NP_001034779.1, NP_001035236.1	XP_031805953.1
OG0014659	NP_001004713.1	XP_012397805.1
OG0014660	NP_001004052.1	XP_003764924.3
OG0014661	NP_001005178.1	XP_012402821.3
OG0014662	NP_001004478.1	XP_003767932.1
OG0014664	NP_001005238.1	XP_003764822.1
OG0014665	NP_001004755.1	XP_003764852.1
OG0014666	XP_047290135.1, NP_036500.2	XP_003761940.1
OG0014668	NP_848544.1	XP_031817604.1
OG0014669	NP_006618.1	XP_031810267.1
OG0014670	NP_038463.2	XP_031805669.1
OG0014671	NP_005904.1	XP_023352021.1
OG0014672	NP_001008783.1	XP_003769538.1
OG0014673	NP_006696.1	XP_003762890.1
OG0014674	NP_001180552.1	XP_031819148.1
OG0014675	NP_055215.2	XP_031819123.1
OG0014676	NP_001265598.1	XP_003760162.1
OG0014677	NP_741996.2	XP_031802589.1
OG0014678	NP_787103.1	XP_003760155.2
OG0014679	NP_919431.2	XP_023351708.2
OG0014680	NP_060212.4	XP_003759706.3
OG0014681	NP_001369416.1	XP_031801785.1
OG0014682	NP_003918.1	XP_031801807.1
OG0014683	NP_057710.3	XP_031801808.1
OG0014684	NP_072090.1	XP_003769517.1
OG0014685	NP_006611.1	XP_003769520.1
OG0014686	NP_001185538.1	XP_031820070.1
OG0014687	NP_000279.1	XP_003769537.1
OG0014688	NP_001313309.1	XP_003769548.4
OG0014689	NP_001345339.1	XP_003769555.1
OG0014690	NP_003621.1	XP_031793545.1
OG0014691	NP_001013645.1	XP_031793537.1
OG0014692	NP_006825.1	XP_003769574.1
OG0014693	NP_001025231.1, XP_016866339.1	XP_031824267.1
OG0014694	NP_112211.1	XP_003769580.2
OG0014695	NP_079383.2	XP_012404862.1
OG0014696	NP_001124171.1	XP_031793448.1
OG0014697	NP_060922.2	XP_003769611.1
OG0014698	NP_001353007.1	XP_003769436.2
OG0014699	NP_714922.1	XP_012404757.1
OG0014701	NP_054753.1	XP_003769445.1
OG0014702	XP_011533872.1	XP_031820199.1
OG0014703	NP_001186548.1	XP_003769462.1
OG0014704	NP_001158157.1	XP_031820155.1
OG0014705	XP_047274166.1, NP_660310.2	XP_003769244.1
OG0014706	NP_777598.3	XP_023353451.1
OG0014707	XP_011517254.1	XP_031801354.1
OG0014708	NP_001351952.1	XP_031795413.1
OG0014709	NP_001197.1	XP_003761695.1
OG0014710	XP_006716795.1	XP_031799789.1
OG0014711	NP_005763.3	XP_031817982.1
OG0014712	NP_115686.3	XP_012398848.1
OG0014713	NP_001003800.1	XP_031807869.1
OG0014714	NP_003960.1	XP_031820008.1
OG0014715	NP_001182064.1	XP_023363060.2
OG0014717	NP_001182534.1	XP_031817664.1
OG0014718	NP_149104.3	XP_031819380.1
OG0014720	NP_055331.1, XP_005278336.1	XP_031819323.1
OG0014721	NP_001138775.2	XP_031817632.1
OG0014722	NP_001303258.1	XP_031817629.1
OG0014723	NP_001005367.1	XP_023355884.1
OG0014725	NP_001514.2	XP_031819145.1
OG0014727	NP_001295358.1	XP_031819967.1
OG0014729	NP_006261.1	XP_031819270.1
OG0014730	NP_065770.1	XP_031817591.1
OG0014731	XP_016882222.3, NP_002143.1	XP_031817600.1
OG0014733	NP_060275.2	XP_031817613.1
OG0014734	NP_001343.2	XP_031819310.1
OG0014736	XP_016881716.1	XP_031817506.1
OG0014740	NP_659493.2	XP_031819710.1
OG0014741	XP_005259150.1, NP_000951.1	XP_031819752.1
OG0014742	NP_006238.1	XP_031819740.1
OG0014744	NP_001025032.1	XP_031819763.1
OG0014745	NP_001411092.1	XP_031819711.1
OG0014746	NP_001180197.1	XP_031819701.1
OG0014747	NP_000391.1	XP_031819060.1
OG0014748	NP_006500.2	XP_031819084.1
OG0014750	NP_001352032.1	XP_031819117.1
OG0014752	NP_000704.1	XP_031819039.1
OG0014753	NP_689692.2	XP_031819031.1
OG0014754	NP_006494.1	XP_031819680.1
OG0014755	NP_001001563.2	XP_031818974.1
OG0014758	XP_016882820.1	XP_031819004.1
OG0014760	NP_001272.2	XP_031818961.1
OG0014761	NP_001034965.1	XP_031818968.1
OG0014763	NP_653218.1	XP_031819662.1
OG0014764	NP_077297.2	XP_031819642.1
OG0014765	XP_011525455.1	XP_031819671.1
OG0014766	NP_115722.1	XP_012409217.2
OG0014767	NP_000276.2	XP_031810231.1
OG0014768	XP_011525773.1	XP_031810241.1
OG0014769	NP_919227.2	XP_031809345.1
OG0014770	NP_001177716.1	XP_003759413.3
OG0014771	NP_835455.1	XP_031795727.1
OG0014772	NP_444277.2	XP_003772475.1
OG0014773	NP_002691.1	XP_003756750.1
OG0014774	NP_055404.1	XP_003766513.2
OG0014775	NP_114072.1	XP_031795509.1
OG0014776	NP_659447.1	XP_003771906.1
OG0014777	NP_001010908.1	XP_031795781.1
OG0014778	NP_003629.2	XP_031795785.1
OG0014779	NP_001034933.1	XP_003771952.1
OG0014780	XP_047280741.1	XP_023360477.1
OG0014781	NP_001290047.1, NP_660357.2	XP_003771476.1
OG0014782	XP_047280438.1	XP_023360466.2
OG0014783	NP_002207.2	XP_023360456.1
OG0014784	NP_078977.2	XP_023360429.2
OG0014785	NP_001291.3	XP_003771870.1
OG0014786	NP_061172.1	XP_031796100.1
OG0014787	NP_001155018.1	XP_012406238.2
OG0014788	NP_001071161.1	XP_023360632.1
OG0014789	NP_006074.2	XP_012406504.1
OG0014790	NP_919225.1	XP_023360855.2
OG0014791	NP_037472.2	XP_003756704.1
OG0014792	NP_001341968.1	XP_003756691.1
OG0014793	XP_005268438.1, NP_001025040.1	XP_003756749.1
OG0014794	NP_064502.9	XP_012407263.1
OG0014795	NP_056175.3	XP_012396484.2
OG0014796	NP_066970.3	XP_031805092.1
OG0014797	NP_001317966.1	XP_031821125.1
OG0014798	NP_006613.2	XP_031821160.1
OG0014799	NP_000073.1	XP_031821216.1
OG0014800	NP_055288.1	XP_031821302.1
OG0014801	NP_001128251.1	XP_003759439.1
OG0014802	NP_001157914.1	XP_012399443.1
OG0014803	NP_001352270.1	XP_031821543.1
OG0014804	NP_075060.1	XP_023351572.2
OG0014805	NP_037374.1	XP_031805791.1
OG0014806	NP_002419.1	XP_031805789.1
OG0014807	NP_078874.2	XP_031805790.1
OG0014808	NP_057077.1	XP_003757324.1
OG0014809	NP_115706.1	XP_003757307.1
OG0014810	XP_005256225.1	XP_031810351.1
OG0014811	NP_149110.1	XP_031805190.1
OG0014812	NP_004343.1	XP_012409243.2
OG0014813	NP_001335007.1	XP_031810299.1
OG0014814	NP_005871.1	XP_031810282.1
OG0014816	NP_001316651.1	XP_012401425.1
OG0014817	NP_003671.1	XP_003765482.1
OG0014818	NP_001153514.1	XP_031818139.1
OG0014819	NP_001092904.1	XP_031818144.1
OG0014820	NP_060526.2	XP_031818130.1
OG0014821	NP_006550.1	XP_023356002.2
OG0014822	NP_004805.2	XP_003765539.1
OG0014823	NP_060316.1	XP_003765068.1
OG0014824	NP_076412.3	XP_012401035.1
OG0014825	NP_054829.2	XP_031818332.1
OG0014826	NP_443175.2	XP_031818362.1
OG0014827	NP_006591.1	XP_031818365.1
OG0014828	NP_060536.3	XP_023355625.1
OG0014829	NP_056955.2	XP_031818397.1
OG0014830	NP_001004434.1	XP_031818400.1
OG0014831	NP_001026850.1	XP_031817392.1
OG0014832	NP_067081.2	XP_012400972.2
OG0014833	NP_001375129.1	XP_031818528.1
OG0014834	XP_047289187.1	XP_031818542.1
OG0014835	NP_997217.1	XP_031818573.1
OG0014836	NP_061935.1	XP_012402313.2
OG0014837	NP_000862.1	XP_012402816.2
OG0014838	NP_689588.2	XP_031818608.1
OG0014839	NP_031391.2	XP_012401069.2
OG0014840	NP_872429.2	XP_031818663.1
OG0014841	NP_001336611.1	XP_031818664.1
OG0014842	NP_004744.2	XP_031818692.1
OG0014843	NP_065083.3, XP_011540102.1, NP_001035284.1	XP_031818714.1
OG0014844	NP_066969.1	XP_012401023.1
OG0014845	XP_005263532.2	XP_031818730.1
OG0014847	NP_001073296.1	XP_031797822.1
OG0014848	NP_001268400.1	XP_031824655.1
OG0014849	NP_005659.1	XP_003759391.2
OG0014850	NP_005566.2	XP_012396579.1
OG0014851	NP_694966.3	XP_003759533.1
OG0014852	NP_055714.3	XP_031823671.1
OG0014853	NP_954713.1	XP_031823628.1
OG0014854	NP_981951.2	XP_031823288.1
OG0014855	NP_005702.3	XP_031823104.1
OG0014856	NP_001704.2	XP_003759466.1
OG0014857	NP_005782.1	XP_003755643.1
OG0014858	NP_997329.2	XP_031811401.1
OG0014859	NP_037404.2	XP_003755608.1
OG0014860	NP_689472.3	XP_012397808.1
OG0014861	NP_003861.1	XP_031812561.1
OG0014862	NP_079514.1	XP_023352300.1
OG0014863	NP_871629.1	XP_003755540.1
OG0014864	NP_072088.1	XP_031811508.1
OG0014865	XP_047288792.1	XP_031812633.1
OG0014866	NP_004369.1	XP_031812639.1, XP_031812638.1
OG0014867	NP_002328.1	XP_003773465.3
OG0014868	NP_001036155.1	XP_023361901.1
OG0014869	NP_001278907.1	XP_003773477.1
OG0014870	NP_077285.3	XP_031797206.1
OG0014871	NP_861524.2	XP_031798806.1
OG0014872	NP_848652.2	XP_003773486.1
OG0014873	NP_000311.2	XP_031797212.1
OG0014874	NP_001180.1, XP_047272005.1	XP_031798189.1
OG0014875	NP_001092903.1	XP_023361881.2
OG0014876	XP_047271704.1	XP_023361820.1
OG0014877	XP_011511995.1	XP_012407748.2
OG0014878	XP_047271612.1	XP_031799995.1
OG0014879	NP_001273685.1	XP_003773387.1
OG0014880	NP_079497.2	XP_031798713.1
OG0014881	NP_001238949.1	XP_031805209.1
OG0014882	NP_699207.1	XP_003773451.1
OG0014883	NP_819056.1	XP_031798311.1
OG0014885	NP_036320.2, NP_658982.1	XP_003756860.1
OG0014886	NP_001795.2	XP_003756755.1
OG0014887	NP_001193723.1	XP_031822782.1
OG0014888	NP_061963.3	XP_031822773.1
OG0014889	NP_787072.2	XP_023357841.2
OG0014890	NP_940954.1	XP_031822746.1
OG0014891	NP_116189.1	XP_012403434.2
OG0014892	NP_067028.1	XP_031822760.1
OG0014893	NP_001001330.1	XP_031812752.1
OG0014894	NP_821079.3	XP_031805338.1
OG0014896	NP_001357065.1	XP_003755160.2
OG0014897	NP_653190.2	XP_031812275.1
OG0014898	NP_116161.2	XP_031812274.1
OG0014899	NP_008986.2	XP_003755175.1
OG0014901	NP_689837.2	XP_031799592.1
OG0014902	NP_001025057.1	XP_003756952.1
OG0014903	XP_011532831.1	XP_003756936.1
OG0014904	NP_003705.1	XP_003756882.1
OG0014905	NP_002878.2	XP_003756857.1
OG0014906	NP_037415.1	XP_003756845.1
OG0014907	NP_001092757.2	XP_012407474.1
OG0014908	NP_001001343.2	XP_012407453.1
OG0014909	NP_055043.2	XP_003756756.1
OG0014910	XP_011535855.1	XP_023361267.2
OG0014911	NP_066550.2	XP_031820689.1
OG0014912	NP_036308.1	XP_003759967.1
OG0014913	NP_001230022.1	XP_031820229.1
OG0014914	NP_705618.1	XP_023351896.1
OG0014915	XP_011512437.1	XP_031820003.1
OG0014916	NP_001245367.1	XP_031801739.1
OG0014917	NP_071413.1	XP_031801744.1
OG0014918	NP_001271152.1	XP_031805228.1
OG0014919	XP_016872444.1	XP_003754961.1
OG0014920	NP_057288.1	XP_031812158.1
OG0014921	NP_004953.1	XP_012396003.1
OG0014922	NP_001091639.1	XP_003764170.1
OG0014923	NP_004762.2	XP_003764327.2
OG0014924	NP_001130.1	XP_003768776.1
OG0014925	NP_002344.2	XP_003770728.2
OG0014926	NP_112190.2	XP_031806000.1
OG0014927	NP_005743.5	XP_003758408.1
OG0014928	NP_001731.2	XP_031805817.1
OG0014929	NP_001032382.1	XP_031816729.1
OG0014930	NP_443107.1	XP_031816724.1
OG0014931	NP_620686.1	XP_003764459.1
OG0014932	NP_001357148.1	XP_003764458.1
OG0014933	NP_002008.2	XP_031816772.1
OG0014934	XP_047283453.1	XP_031816783.1
OG0014936	NP_001294956.1	XP_031816812.1
OG0014937	NP_001013765.2	XP_031816064.1
OG0014938	NP_848602.1	XP_031816012.1
OG0014939	NP_113621.1	XP_031817194.1
OG0014940	NP_057230.1	XP_003764193.1
OG0014941	NP_001707.1	XP_031815963.1
OG0014942	NP_001646.2	XP_003764195.1
OG0014943	NP_001135821.1, NP_777594.1	XP_031815932.1
OG0014944	NP_001070707.1	XP_031817183.1
OG0014945	NP_036591.3	XP_003764270.1
OG0014946	NP_835228.2, XP_011541037.1	XP_012400515.1
OG0014947	NP_001099008.1	XP_031813174.1
OG0014948	NP_112497.2	XP_031813205.1
OG0014949	NP_064547.2	XP_031813193.1
OG0014950	NP_001203.1	XP_003766651.3
OG0014951	XP_006721594.1	XP_031821241.1
OG0014952	NP_003954.2	XP_031821244.1
OG0014953	NP_055204.4	XP_031821252.1
OG0014954	NP_001136270.1	XP_023359918.1
OG0014955	NP_001004333.3	XP_031821259.1
OG0014956	NP_115818.2	XP_003768843.3
OG0014957	NP_001345628.1	XP_023358488.2
OG0014958	XP_047292896.1	XP_031821330.1
OG0014959	NP_001317054.1	XP_031821334.1
OG0014960	NP_689812.3	XP_003768794.1
OG0014962	NP_001139784.1	XP_031821383.1
OG0014963	NP_060228.3	XP_031794402.1
OG0014964	NP_060489.1	XP_003761567.3
OG0014965	NP_001351645.2	XP_031794091.1
OG0014966	NP_003867.1	XP_031796269.1
OG0014967	XP_016856343.3	XP_012403017.1
OG0014968	NP_001354490.1	XP_031824846.1
OG0014969	NP_002219.1	XP_031824881.1
OG0014970	NP_003704.3	XP_031824902.1
OG0014972	NP_055577.1	XP_031824911.1
OG0014975	NP_001192181.1	XP_031818942.1
OG0014976	XP_047272797.1	XP_031818936.1
OG0014977	XP_024302675.1, NP_001014980.1	XP_031818930.1
OG0014978	XP_024308825.1	XP_031818923.1
OG0014979	NP_073745.2	XP_023354581.2
OG0014980	NP_001140157.1	XP_031818904.1
OG0014981	XP_047302550.1	XP_031818889.1
OG0014982	NP_001291289.1	XP_031817429.1
OG0014983	NP_071397.3	XP_031817427.1
OG0014984	NP_056372.1	XP_031819596.1
OG0014985	NP_001186791.1	XP_031819610.1
OG0014986	NP_036537.1, XP_011539442.1	XP_031819595.1
OG0014987	NP_001381425.1	XP_031818801.1
OG0014988	XP_011521462.1	XP_031805960.1
OG0014989	NP_005242.1	XP_031806033.1
OG0014990	NP_005241.1	XP_031806032.1
OG0014991	NP_066972.1	XP_003758504.1
OG0014992	NP_065978.1	XP_031806207.1
OG0014993	NP_001099133.1	XP_003758409.2
OG0014994	NP_001070884.2	XP_031805862.1
OG0014995	NP_001164185.1	XP_031805087.1
OG0014997	NP_705690.2	XP_003758617.1
OG0014998	XP_005256203.1	XP_031805858.1
OG0014999	NP_478126.1	XP_003774907.3, XP_031805847.1
OG0015000	NP_055835.2	XP_031805876.1
OG0015001	NP_002802.2	XP_003758587.1
OG0015002	NP_653277.2	XP_003758560.1
OG0015003	NP_001366190.1	XP_023350909.2
OG0015004	NP_006741.1	XP_031805946.1
OG0015005	XP_011521414.1	XP_031806075.1
OG0015006	NP_002792.1	XP_012395781.1
OG0015007	NP_001898.1	XP_003758478.1
OG0015008	NP_065190.2	XP_023350824.2
OG0015009	XP_005256034.1	XP_031806124.1
OG0015010	NP_004682.2	XP_003758446.2
OG0015011	NP_001123199.1	XP_031805096.1
OG0015012	NP_054906.2	XP_031806162.1
OG0015013	NP_057146.1	XP_003758441.1
OG0015014	NP_848933.1	XP_031806188.1
OG0015015	NP_005469.2	XP_031824257.1
OG0015016	NP_001394169.1, NP_001394175.1	XP_031824908.1
OG0015017	NP_065761.1	XP_031818826.1
OG0015018	NP_001002911.1	XP_031798429.1
OG0015019	NP_006172.1	XP_031818242.1
OG0015020	NP_057394.3	XP_003761979.1
OG0015021	NP_001545.2	XP_003767375.1
OG0015022	NP_001915.1	XP_031824765.1
OG0015023	NP_076947.1	XP_003762010.1
OG0015024	NP_005540.1	XP_003769807.2
OG0015025	NP_115790.1	XP_003769796.1
OG0015026	NP_001287990.1	XP_031823815.1
OG0015027	NP_057152.2	XP_031821228.1
OG0015028	NP_001075.1	XP_012404280.1
OG0015029	NP_003293.2	XP_031821203.1
OG0015030	NP_002584.2	XP_023358588.1
OG0015031	NP_001335609.1	XP_012404256.1
OG0015033	NP_060745.3	XP_031821138.1
OG0015034	NP_005907.3	XP_003768879.1
OG0015035	NP_006824.2	XP_012404261.1
OG0015036	NP_689968.1	XP_003768901.2
OG0015037	NP_055706.1	XP_031796416.1
OG0015038	NP_002514.1	XP_003761515.1
OG0015039	NP_001258629.1	XP_003761510.1
OG0015040	NP_004218.1	XP_012398240.2
OG0015041	NP_060529.4	XP_031796800.1
OG0015042	NP_031379.2	XP_031796956.1
OG0015043	NP_001381716.1	XP_031805258.1
OG0015044	NP_001032360.1	XP_003761584.1
OG0015045	NP_001298240.1	XP_003775312.2
OG0015047	NP_003600.2	XP_012398758.1
OG0015048	NP_859069.2	XP_003762113.1
OG0015049	XP_011544085.1	XP_003762136.2
OG0015050	NP_077283.2	XP_003762124.2
OG0015051	XP_011544021.1	XP_031818919.1
OG0015052	NP_001139267.1	XP_031818874.1
OG0015053	NP_005021.2	XP_031801182.1
OG0015054	NP_115875.1	XP_031801168.1
OG0015055	NP_065769.3	XP_031801192.1
OG0015056	NP_006034.1	XP_031801193.1
OG0015057	NP_003357.2	XP_003761506.1
OG0015058	NP_057725.1	XP_031798533.1
OG0015059	NP_001030013.1	XP_012398199.2
OG0015060	NP_055976.1	XP_003761470.1
OG0015061	NP_775745.1	XP_031800144.1
OG0015062	NP_653275.1	XP_003761754.1
OG0015063	NP_005138.3	XP_023353488.2
OG0015064	NP_003214.1	XP_003761934.1
OG0015066	NP_061865.1	XP_031801529.1
OG0015067	NP_002519.2	XP_003762062.1
OG0015068	NP_006444.2	XP_012398705.3
OG0015069	NP_004539.1	XP_003762059.1
OG0015070	NP_005052.1, XP_011520873.1	XP_031801686.1
OG0015071	NP_001018114.2	XP_003762056.1
OG0015072	NP_001258980.1	XP_023353557.1
OG0015073	NP_001001410.1	XP_031801630.1
OG0015074	XP_011508972.1	XP_031801609.1
OG0015075	NP_076422.1	XP_003762011.1
OG0015076	NP_444514.1	XP_031801578.1
OG0015077	XP_011521021.1	XP_012398659.2
OG0015078	NP_001167.2	XP_031801558.1
OG0015079	NP_001303991.1	XP_031823137.1
OG0015080	NP_004687.1	XP_003769803.2
OG0015081	NP_006483.2	XP_031823103.1
OG0015082	NP_001337103.1	XP_031823082.1
OG0015083	NP_001127872.1	XP_003769783.1
OG0015084	NP_201569.1	XP_031823012.1
OG0015085	NP_001505.1	XP_003767291.3
OG0015086	NP_006247.1	XP_031825239.1
OG0015087	XP_011540699.1	XP_031825256.1
OG0015088	NP_891993.1	XP_031792609.1
OG0015090	NP_001357714.1	XP_031824748.1
OG0015091	NP_001107592.1	XP_031824754.1
OG0015092	NP_057629.2	XP_023357583.1
OG0015093	XP_011508266.2	XP_023357542.1
OG0015094	NP_005083.3	XP_031792767.1
OG0015095	NP_067637.2	XP_003760046.2
OG0015096	NP_001099051.1	XP_003760094.1
OG0015097	NP_001269331.1	XP_031822884.1
OG0015098	NP_004758.3	XP_031792993.1
OG0015099	NP_036266.2	XP_003767617.1
OG0015100	NP_000060.2, XP_005245535.1	XP_031792976.1
OG0015101	NP_001239029.1	XP_012405695.2
OG0015102	XP_006711325.1	XP_031793159.1
OG0015103	NP_758872.1	XP_031793171.1
OG0015104	NP_067017.2	XP_031793184.1
OG0015105	NP_056249.1	XP_003767730.1
OG0015106	NP_006234.1	XP_031793193.1
OG0015107	NP_061134.1	XP_031793200.1
OG0015108	NP_001353863.1	XP_031792855.1
OG0015109	NP_002284.3	XP_031792874.1
OG0015110	NP_001337149.1	XP_023357587.1
OG0015111	NP_001257368.1	XP_031792883.1
OG0015112	XP_016858338.1	XP_031792796.1
OG0015114	XP_005245072.1	XP_031792736.1
OG0015115	NP_001157101.1	XP_031792728.1
OG0015116	NP_000121.2	XP_023357538.1
OG0015117	NP_955376.1	XP_031792707.1
OG0015118	NP_116247.1	XP_031792685.1
OG0015119	NP_991331.1	XP_012403384.2
OG0015120	NP_001003665.1	XP_031822878.1
OG0015121	NP_112572.1, XP_011508336.1	XP_031822681.1, XP_031822682.1, XP_023359794.2
OG0015122	NP_001004341.1	XP_023358004.1
OG0015123	NP_005964.3	XP_031822653.1
OG0015124	NP_001087194.1	XP_031822610.1
OG0015125	NP_001394416.1	XP_012403633.2
OG0015126	NP_689707.2	XP_031822551.1
OG0015127	NP_001340828.1	XP_031801846.1
OG0015128	NP_057181.1	XP_031801839.1
OG0015129	NP_001371403.1	XP_031801852.1
OG0015130	NP_065834.1	XP_003759606.1
OG0015131	NP_001371396.1	XP_031802320.1
OG0015132	NP_001229338.1	XP_031802334.1
OG0015133	NP_653263.2	XP_003760037.1
OG0015134	NP_056276.1	XP_031802361.1
OG0015135	NP_003822.2	XP_003760049.1
OG0015136	NP_001385454.1	XP_031808763.1
OG0015137	NP_001317482.1	XP_031802457.1
OG0015138	XP_047293314.1	XP_031802458.1
OG0015139	NP_006859.2	XP_031802503.1
OG0015140	NP_055029.1	XP_031802516.1
OG0015141	NP_001095124.1	XP_012408958.3
OG0015142	NP_659457.2	XP_012396617.1
OG0015143	NP_006102.2	XP_003759590.1
OG0015144	NP_001093250.1	XP_031810893.1
OG0015145	NP_981947.1	XP_003755929.1
OG0015146	NP_115983.3	XP_003756479.1
OG0015147	NP_001017970.1	XP_031808545.1
OG0015148	NP_005243.1	XP_003756267.1
OG0015149	NP_116265.1	XP_031810892.1
OG0015150	NP_002788.1	XP_003755883.1
OG0015151	NP_001796.2	XP_003755917.1
OG0015152	NP_004554.3	XP_003755897.1
OG0015153	NP_078934.3	XP_012400498.1
OG0015154	NP_612485.2, NP_001186752.1	XP_012400608.1
OG0015156	NP_001374251.1	XP_031810965.1
OG0015157	NP_001034860.1	XP_003755934.1
OG0015158	NP_001316998.1	XP_023356963.1
OG0015159	NP_071356.1	XP_012402272.1
OG0015161	XP_006720161.1	XP_031808720.1
OG0015162	NP_115511.3	XP_031808674.1
OG0015163	NP_060392.3	XP_003756349.1
OG0015164	NP_002399.1	XP_012404563.1
OG0015165	NP_001253975.1	XP_003758858.1
OG0015166	NP_055739.2	XP_003756352.2
OG0015167	XP_011535262.1, NP_060947.1	XP_003756355.1
OG0015168	NP_006246.2	XP_031808546.1
OG0015169	NP_001354585.1	XP_031808548.1
OG0015170	NP_065714.1	XP_003756387.1
OG0015171	NP_110418.1	XP_031808560.1
OG0015173	NP_001295076.1	XP_031808577.1
OG0015174	NP_002019.1	XP_031808581.1
OG0015175	NP_001258436.1	XP_031808669.1
OG0015176	NP_001271140.1	XP_003756324.1
OG0015178	NP_113615.2	XP_031808413.1
OG0015179	NP_057046.1	XP_012403271.1
OG0015180	NP_001316166.1	XP_031808364.1
OG0015181	NP_006390.1	XP_003756289.2
OG0015182	NP_443105.2	XP_003756261.1
OG0015183	NP_036243.1	XP_003756255.2
OG0015184	NP_001388294.1	XP_031808211.1
OG0015185	NP_001353361.1	XP_031808202.1
OG0015186	NP_001092091.2	XP_003756197.1
OG0015187	NP_115879.2	XP_003756198.1
OG0015188	NP_075601.1	XP_031808195.1
OG0015189	NP_057501.2	XP_003756621.1
OG0015190	XP_011535247.1	XP_023360000.2
OG0015191	NP_055971.2	XP_031809073.1
OG0015192	NP_001349460.1	XP_031809052.1
OG0015193	NP_001357524.1	XP_031809039.1
OG0015194	NP_001381761.1	XP_031809020.1
OG0015195	XP_016876754.1	XP_023359840.1
OG0015196	NP_612429.2	XP_031808984.1
OG0015197	XP_011535607.1	XP_031808749.1
OG0015198	NP_001257766.1	XP_031808760.1
OG0015199	NP_001131073.1, NP_001357271.1	XP_012405459.1, XP_023359756.1
OG0015200	NP_001244238.1	XP_031822107.1
OG0015201	NP_002498.1	XP_003768433.1
OG0015202	NP_660315.2	XP_012405213.1
OG0015203	NP_001157877.1	XP_003770150.1
OG0015204	NP_001034463.4	XP_003757551.1
OG0015205	NP_065700.1	XP_003768695.2
