Orthogroup	Homo_sapiens	Urocitellus_parryii
OG0014261	NP_002259.1	XP_026267868.1
OG0014262	XP_011511447.2	XP_026259432.1
OG0014263	NP_079003.2	XP_026250792.1
OG0014264	NP_003253.1	XP_026250781.1
OG0014265	NP_002731.4	XP_026250770.1
OG0014266	NP_005593.2, NP_001171985.1	XP_026250778.1
OG0014267	NP_055843.1	XP_026250759.1
OG0014268	NP_000331.1	XP_026250777.1
OG0014269	NP_065843.4, NP_001139748.2	XP_026250771.1
OG0014270	NP_114161.3, XP_006713841.1	XP_026238729.1
OG0014271	NP_065433.2	XP_026252851.1
OG0014272	NP_008929.2	XP_026263507.1
OG0014274	NP_001003699.1	XP_026238602.1
OG0014275	XP_011512614.1, NP_689764.3	XP_026240388.1
OG0014276	XP_047274796.1	XP_026240426.1
OG0014277	NP_004743.1	XP_026240352.1
OG0014278	NP_001129047.1	XP_026240371.1
OG0014279	NP_001135865.1	XP_026240423.1
OG0014280	XP_011512881.1	XP_026240355.1
OG0014281	NP_057698.2	XP_026263484.1
OG0014282	NP_060943.1	XP_026263486.1
OG0014283	NP_001269421.1	XP_026263444.1
OG0014284	NP_112201.1	XP_026263485.1
OG0014285	XP_016866497.1	XP_026263478.1
OG0014286	NP_001265048.1	XP_026270328.1
OG0014287	NP_006501.1	XP_026270337.1
OG0014288	NP_001073927.1	XP_026261443.1
OG0014289	NP_055028.3	XP_026261429.1
OG0014290	NP_078777.1, XP_047300042.1	XP_026261440.1
OG0014291	XP_016859710.1	XP_026247819.1
OG0014292	NP_919226.1	XP_026256518.1
OG0014293	NP_620158.3	XP_026257255.1
OG0014294	XP_011509815.1	XP_026248889.1
OG0014295	NP_001926.2	XP_026248871.1
OG0014296	NP_004451.2	XP_026248873.1
OG0014297	XP_047300819.1	XP_026248918.1
OG0014298	NP_001265387.1	XP_026248917.1
OG0014299	NP_004481.2	XP_026248919.1
OG0014300	XP_006712743.1, NP_002967.2	XP_026266926.1
OG0014301	NP_689594.4	XP_026245384.1
OG0014302	NP_037365.2	XP_026245334.1
OG0014303	NP_004516.2, XP_011509485.1	XP_026245328.1
OG0014304	NP_689597.1	XP_026236654.1, XP_026245341.1
OG0014305	NP_006054.2	XP_026245297.1
OG0014306	NP_742067.3	XP_026245347.1
OG0014307	XP_011508956.1	XP_026245329.1
OG0014308	NP_056345.3	XP_026245349.1
OG0014309	NP_036422.3	XP_026245325.1
OG0014310	NP_079119.3	XP_026245360.1
OG0014311	NP_003102.1	XP_026245327.1
OG0014312	NP_001399139.1	XP_026238462.1
OG0014313	NP_001243019.1	XP_026261411.1
OG0014314	NP_003650.1, XP_011510343.1	XP_026247782.1
OG0014315	NP_003681.1	XP_026247818.1
OG0014316	NP_001339738.1	XP_026247807.1
OG0014317	NP_001025482.1	XP_026247813.1
OG0014318	NP_001248353.1	XP_026247823.1
OG0014319	NP_543152.1	XP_026247811.1
OG0014320	NP_803237.3	XP_026244858.1
OG0014321	NP_998773.2, XP_047300293.1	XP_026264628.1
OG0014322	NP_001359117.1	XP_026258150.1
OG0014323	XP_024308807.1	XP_026244816.1
OG0014324	NP_055177.2, XP_011509255.1	XP_026244841.1
OG0014325	XP_047300366.1	XP_026244824.1
OG0014326	NP_036218.1	XP_026264638.1
OG0014327	NP_079265.2	XP_026264637.1
OG0014328	XP_047301536.1	XP_026255108.1
OG0014329	NP_001356328.1, NP_001381884.1	XP_026255086.1
OG0014330	NP_057018.1	XP_026261123.1
OG0014331	NP_001098056.1	XP_026261121.1
OG0014332	NP_775782.2	XP_026261156.1
OG0014333	NP_001358624.1	XP_026250367.1
OG0014334	NP_001358355.1	XP_026250356.1
OG0014335	NP_001317147.1	XP_026250369.1
OG0014336	XP_011509080.1	XP_026237536.1
OG0014337	NP_001362433.1	XP_026259137.1
OG0014338	XP_011509104.1	XP_026268896.1
OG0014339	XP_011509253.1, NP_775099.2	XP_026258145.1
OG0014340	NP_004035.2, XP_047300445.1	XP_026258139.1
OG0014341	NP_072094.1	XP_026246077.1
OG0014342	XP_011509871.1	XP_026246187.1
OG0014343	NP_001258563.1	XP_026246133.1
OG0014344	NP_006513.1	XP_026246233.1
OG0014345	XP_011509205.1	XP_026246093.1
OG0014346	NP_002172.2	XP_026246223.1
OG0014347	NP_005680.1	XP_026246140.1
OG0014348	NP_006727.2	XP_026246168.1
OG0014349	XP_011509159.1, NP_056126.1	XP_026246199.1
OG0014350	NP_005678.3	XP_026246185.1
OG0014351	NP_003460.2	XP_026246236.1
OG0014352	NP_065881.1	XP_026246152.1
OG0014353	NP_075066.1, XP_011509970.1	XP_026246153.1
OG0014354	XP_047277349.1	XP_026236034.1
OG0014355	NP_001333739.1	XP_026235946.1
OG0014356	NP_001307794.1	XP_026246092.1
OG0014357	NP_002913.3	XP_026246495.1
OG0014358	NP_001096036.1, XP_016857643.1	XP_026236391.1
OG0014359	NP_001013683.1	XP_026263767.1
OG0014360	XP_047282850.1	XP_026243233.1
OG0014361	NP_976310.1	XP_026243237.1
OG0014362	NP_872604.1	XP_026243278.1
OG0014363	NP_003774.1	XP_026246483.1
OG0014364	NP_570138.1	XP_026246500.1
OG0014365	XP_011507567.1	XP_026243750.1
OG0014366	NP_001273053.1	XP_026243777.1
OG0014367	XP_047284056.1	XP_026262921.1
OG0014368	NP_001401401.1	XP_026236781.1
OG0014369	NP_444512.2	XP_026268473.1
OG0014370	XP_005245160.1, NP_872387.2	XP_026268468.1
OG0014371	NP_001070950.1	XP_026236362.1
OG0014372	NP_001364227.1	XP_026236381.1
OG0014373	NP_001020769.1	XP_026236379.1
OG0014374	NP_004974.2, XP_047275800.1	XP_026263766.1
OG0014375	NP_036469.2	XP_026263781.1
OG0014376	NP_002027.2, NP_001116423.1	XP_026263747.1
OG0014377	NP_116222.4, XP_005245608.2	XP_026252960.1
OG0014378	NP_068777.1	XP_026243767.1
OG0014379	NP_001164509.1	XP_026238403.1
OG0014380	NP_061154.1	XP_026237657.1
OG0014381	NP_997203.1	XP_026255749.1
OG0014382	NP_001316422.1	XP_026240331.1
OG0014383	NP_001718.1	XP_026248023.1
OG0014384	NP_001305397.1	XP_026258456.1
OG0014385	XP_011529518.1, NP_004215.2	XP_026259316.1
OG0014386	NP_000108.1	XP_026236850.1
OG0014387	XP_047297957.1, NP_037371.2	XP_026238555.1
OG0014388	XP_047298046.1, NP_002174.1	XP_026238082.1
OG0014389	NP_004183.2	XP_026238088.1
OG0014390	NP_001073324.1, NP_001171631.1, NP_001171632.1, NP_001171633.1, NP_003909.2, XP_016885416.1	XP_026237281.1
OG0014391	NP_000207.2	XP_026266928.1
OG0014392	NP_001161362.1	XP_026250955.1
OG0014393	NP_001001995.1	XP_026250929.1
OG0014394	NP_001712.1	XP_026252523.1
OG0014395	NP_065716.1, XP_016885169.1	XP_026252508.1
OG0014396	NP_116185.2	XP_026252518.1
OG0014397	XP_011543905.1	XP_026252533.1
OG0014398	NP_001032420.1	XP_026252522.1
OG0014399	NP_001001671.3, XP_011543809.4	XP_026261232.1
OG0014400	NP_001354703.1	XP_026261239.1
OG0014401	XP_006724544.1	XP_026261237.1
OG0014402	NP_056968.1	XP_026257170.1
OG0014403	NP_002961.1	XP_026257151.1
OG0014404	NP_689974.2	XP_026257164.1
OG0014405	NP_004836.2	XP_026257168.1
OG0014406	NP_001291477.1	XP_026237270.1
OG0014407	NP_006298.1	XP_026243357.1
OG0014408	NP_001354650.1	XP_026243329.1
OG0014409	NP_001191397.1	XP_026269507.1
OG0014410	NP_063939.2	XP_026269536.1, XP_026269537.1
OG0014411	NP_002612.1, NP_001138724.1	XP_026237154.1
OG0014412	NP_705582.1	XP_026237152.1
OG0014413	XP_047298313.1	XP_026262485.1
OG0014414	NP_001334146.1	XP_026262468.1
OG0014415	NP_064522.4	XP_026262519.1
OG0014416	NP_006141.2	XP_026262525.1
OG0014417	NP_005174.2	XP_026262466.1
OG0014418	NP_071400.1, XP_016885215.1	XP_026263201.1
OG0014419	NP_006297.2	XP_026263218.1
OG0014420	NP_112483.1	XP_026235279.1
OG0014421	NP_002435.1	XP_026235276.1
OG0014422	NP_000035.2	XP_026255764.1
OG0014423	NP_851820.1, XP_047298141.1	XP_026268394.1
OG0014424	NP_002628.2	XP_026269816.1
OG0014425	NP_006508.2	XP_026235482.1
OG0014426	NP_057584.2	XP_026261364.1
OG0014427	NP_000480.3	XP_026261370.1
OG0014428	NP_000043.4	XP_026261365.1
OG0014429	XP_016884912.1	XP_026266322.1
OG0014430	NP_476503.1	XP_026269410.1
OG0014431	NP_001293135.1	XP_026266311.1
OG0014432	XP_005262136.1, NP_997201.1	XP_026258662.1
OG0014433	XP_006724695.1, NP_940867.2	XP_026258676.1
OG0014434	NP_056180.1	XP_026252595.1
OG0014435	NP_001106962.1	XP_026252591.1
OG0014436	NP_065922.3	XP_026266771.1
OG0014437	NP_009162.1	XP_026236427.1
OG0014438	XP_005262533.1	XP_026264859.1
OG0014439	NP_001404819.1, XP_054189304.1	XP_026264865.1
OG0014440	XP_011529619.1	XP_026264856.1
OG0014441	NP_078804.2	XP_026264861.1
OG0014442	NP_060408.3	XP_026235350.1
OG0014443	NP_001116078.1	XP_026235337.1
OG0014444	NP_002342.1	XP_026268484.1
OG0014445	XP_006724828.1, NP_060136.1	XP_026235970.1
OG0014447	XP_016885464.1	XP_026247988.1
OG0014448	NP_001132972.1	XP_026247982.1
OG0014449	NP_002015.1	XP_026235675.1
OG0014450	NP_005620.1	XP_026268614.1
OG0014451	NP_001158213.1	XP_026268585.1
OG0014452	NP_001104026.1	XP_026236846.1
OG0014453	XP_006724899.1	XP_026236841.1
OG0014454	XP_011529253.1, NP_001155963.1	XP_026266294.1
OG0014455	NP_848928.1, NP_001008535.1, NP_001008534.1	XP_026264844.1
OG0014456	NP_006058.1	XP_026257644.1
OG0014457	NP_919253.1	XP_026270947.1
OG0014458	NP_078985.3	XP_026243760.1
OG0014459	NP_055436.2	XP_026261436.1
OG0014460	NP_114158.2	XP_026241697.1
OG0014461	NP_940909.1, XP_006714663.1	XP_026241691.1
OG0014462	NP_001316324.1	XP_026253788.1
OG0014463	NP_001003677.1	XP_026254847.1
OG0014464	NP_001382990.1	XP_026262889.1
OG0014465	NP_001004457.2	XP_026242222.1
OG0014467	NP_001001674.1	XP_026237906.1
OG0014468	NP_443191.1	XP_026260355.1
OG0014469	NP_001001922.2, NP_001372591.1	XP_026237567.1
OG0014471	NP_004858.1	XP_026266111.1, XP_026266110.1
OG0014473	XP_011513289.1, NP_150232.2	XP_026271115.1
OG0014474	NP_112221.1	XP_026238266.1, XP_026269174.1
OG0014475	XP_006720838.1	XP_026243920.1
OG0014476	NP_001007034.1	XP_026271251.1
OG0014477	NP_055250.2, XP_016863517.1	XP_026269456.1
OG0014478	XP_011513479.1	XP_026261493.1, XP_026261492.1
OG0014479	XP_016864546.1, NP_001310.3, NP_001351069.1	XP_026251974.1
OG0014480	NP_001304824.1	XP_026265629.1, XP_026265628.1
OG0014481	NP_000471.1	XP_026251649.1
OG0014482	NP_000632.1	XP_026237016.1
OG0014485	NP_689476.2	XP_026268713.1
OG0014486	NP_078861.1	XP_026260611.1
OG0014487	NP_663629.1	XP_026264036.1
OG0014490	NP_001094068.1, NP_001275734.1, NP_001275738.1, NP_001275737.1, NP_001275736.1, NP_776192.2, NP_001094069.1, NP_001275735.1	XP_026265683.1
OG0014491	NP_001244918.1, NP_001107227.1	XP_026269351.1
OG0014492	XP_024307242.1, NP_037400.1, NP_982297.1, NP_001177370.2, NP_001819.2	XP_026267377.1
OG0014494	NP_055334.2, XP_047292624.1, NP_001382480.1, NP_001307882.1, NP_001307883.1, NP_001382481.1, NP_001382479.1, NP_001307884.1, NP_001307881.1	XP_026236523.1
OG0014495	NP_003131.1	XP_026236188.1
OG0014508	NP_001139345.1	XP_026265272.1
OG0014509	XP_006712714.1	XP_026264648.1
OG0014510	NP_001403492.1	XP_026240408.1
OG0014511	NP_000443.2	XP_026256153.1
OG0014512	NP_000337.1	XP_026257138.1
OG0014513	NP_000065.1	XP_026248014.1
OG0014515	NP_006511.1	XP_026243356.1
OG0014516	NP_149094.3	XP_026247040.1
OG0014517	NP_543144.1	XP_026265985.1
OG0014518	XP_011515440.1, NP_061971.3	XP_026240373.1
OG0014519	NP_113630.1	XP_026268514.1
OG0014520	XP_005263263.1, NP_068605.1	XP_026241994.1
OG0014521	NP_653082.1, NP_000163.2	XP_026239538.1
OG0014522	NP_001106212.1	XP_026254804.1
OG0014523	NP_001316801.1	XP_026257328.1
OG0014524	NP_004161.4, XP_011516309.1	XP_026270043.1
OG0014525	NP_000610.2	XP_026242372.1
OG0014526	NP_001484.1	XP_026236838.1
OG0014527	NP_000080.2	XP_026247293.1
OG0014528	XP_047280581.1	XP_026264873.1
OG0014529	NP_000406.1, NP_001316130.1	XP_026247747.1
OG0014530	NP_000585.2	XP_026271233.1
OG0014531	NP_004654.1	XP_026240601.1
OG0014532	NP_001668.1	XP_026261003.1
OG0014533	NP_002178.2	XP_026251139.1
OG0014534	NP_005207.3	XP_026268817.1
OG0014535	NP_068575.1	XP_026238007.1
OG0014536	NP_067080.1	XP_026258017.1
OG0014537	NP_001073888.2	XP_026260657.1
OG0014538	NP_001358867.1, NP_006063.1, NP_001358865.1	XP_026252749.1
OG0014539	NP_570718.1	XP_026270320.1
OG0014540	NP_940988.2	XP_026257980.1
OG0014541	NP_000352.1	XP_026248833.1
OG0014542	NP_000530.1	XP_026238885.1
OG0014543	NP_000301.1	XP_026249152.1
OG0014544	NP_001556.2	XP_026269459.1
OG0014546	NP_001136269.1	XP_026268414.1
OG0014547	XP_005257609.1	XP_026242806.1
OG0014548	NP_000721.1	XP_026259649.1
OG0014549	NP_542780.1	XP_026247106.1
OG0014550	NP_006723.2	XP_026259613.1
OG0014551	NP_000382.3	XP_026270181.1
OG0014552	NP_002894.1	XP_026246459.1
OG0014553	NP_004998.3	XP_026271229.1
OG0014555	NP_001018121.1	XP_026248600.1
OG0014556	XP_047306111.1, NP_001284368.1	XP_026251077.1
OG0014557	XP_016857924.1, NP_689414.2	XP_026270684.1
OG0014559	NP_002145.3	XP_026255895.1
OG0014560	NP_000252.1	XP_026237325.1
OG0014561	NP_002746.1	XP_026264596.1
OG0014562	NP_078866.3, XP_016864081.1	XP_026245478.1
OG0014563	NP_001012301.1	XP_026270445.1, XP_026270446.1
OG0014564	NP_002111.1	XP_026238368.1
OG0014565	NP_058197.2	XP_026267837.1
OG0014566	NP_599030.1	XP_026260652.1
OG0014567	NP_005903.2	XP_026248981.1
OG0014568	NP_001300979.1, NP_000385.1	XP_026265884.1
OG0014569	NP_005199.2	XP_026244768.1
OG0014572	NP_997304.3	XP_026256583.1
OG0014573	NP_060884.1	XP_026260635.1
OG0014574	NP_003059.1	XP_026250983.1
OG0014575	NP_056533.1	XP_026249626.1
OG0014576	XP_047299990.1	XP_026244560.1
OG0014578	NP_005209.1	XP_026236329.1
OG0014579	NP_004084.1	XP_026256030.1
OG0014580	NP_620689.1	XP_026269542.1
OG0014581	NP_060915.2	XP_026250520.1
OG0014582	NP_003000.1	XP_026266218.1
OG0014583	NP_536355.1	XP_026264682.1
OG0014584	NP_000572.2	XP_026239575.1
OG0014585	NP_000867.3	XP_026248949.1
OG0014586	NP_079348.1	XP_026242276.1
OG0014587	NP_057262.2	XP_026259769.1
OG0014588	NP_003664.1	XP_026242655.1
OG0014589	NP_113642.1	XP_026269367.1
OG0014590	NP_001163.1	XP_026240899.1
OG0014591	NP_000058.1	XP_026238711.1
OG0014592	NP_115943.1	XP_026258796.1
OG0014593	NP_789787.5	XP_026261213.1
OG0014594	NP_062545.1	XP_026252845.1
OG0014595	NP_005233.4	XP_026259909.1
OG0014596	NP_001230115.1	XP_026239436.1
OG0014597	NP_006507.2	XP_026266178.1
OG0014598	NP_001353.4	XP_026237261.1
OG0014599	NP_002181.1	XP_026256688.1
OG0014600	NP_065079.1	XP_026239899.1
OG0014601	NP_001365188.1	XP_026249960.1
OG0014602	NP_056456.1	XP_026266086.1
OG0014603	NP_036447.1	XP_026262208.1
OG0014604	NP_001358649.2	XP_026260683.1
OG0014605	NP_006658.1	XP_026264850.1
OG0014606	NP_116764.2	XP_026265183.1
OG0014608	NP_001710.1	XP_026262570.1
OG0014609	NP_004255.2	XP_026248123.1
OG0014610	NP_291031.2	XP_026266195.1
OG0014611	NP_001108104.1	XP_026248340.1
OG0014612	NP_002414.1	XP_026248286.1
OG0014613	NP_000662.3	XP_026257799.1
OG0014614	NP_001503.1, XP_005249092.1	XP_026267017.1
OG0014615	NP_002484.1	XP_026243686.1
OG0014616	NP_036203.1	XP_026258159.1
OG0014617	NP_001035521.1	XP_026242623.1
OG0014618	NP_002267.2	XP_026242544.1
OG0014619	NP_001001964.1	XP_026236580.1
OG0014620	NP_001303249.1	XP_026253728.1
OG0014621	NP_002790.1	XP_026242158.1
OG0014622	NP_000200.1	XP_026244193.1
OG0014623	NP_000851.2	XP_026245524.1
OG0014625	NP_543021.1	XP_026257872.1
OG0014626	NP_001269079.1	XP_026241825.1
OG0014627	NP_004703.1	XP_026266587.1
OG0014628	NP_000292.1	XP_026248931.1
OG0014630	NP_004031.1	XP_026250571.1
OG0014631	NP_004882.1	XP_026267445.1
OG0014632	NP_057185.1	XP_026260255.1
OG0014633	NP_000630.1	XP_026244303.1
OG0014634	NP_001928.2	XP_026261004.1
OG0014635	NP_002854.3	XP_026246818.1
OG0014636	NP_036376.2	XP_026261835.1
OG0014637	NP_002528.1	XP_026240583.1
OG0014638	NP_004444.2	XP_026251747.1
OG0014639	XP_011508856.1	XP_026235088.1
OG0014640	NP_001006.1	XP_026262122.1
OG0014641	NP_002110.1	XP_026239462.1
OG0014642	NP_036196.1	XP_026254244.1
OG0014643	NP_079471.1	XP_026263144.1
OG0014645	NP_003947.1	XP_026252793.1
OG0014646	NP_001005278.1	XP_026263797.1
OG0014647	NP_001171549.1	XP_026254151.1
OG0014648	NP_000558.2	XP_026263752.1
OG0014649	NP_000470.3	XP_026270517.1
OG0014650	NP_005973.1	XP_026240994.1
OG0014651	NP_000415.2	XP_026254464.1
OG0014652	NP_787028.1	XP_026254407.1
OG0014653	NP_002274.1	XP_026254548.1
OG0014654	NP_056330.3	XP_026242597.1
OG0014655	NP_853513.2	XP_026242756.1
OG0014656	XP_016868908.1	XP_026246576.1
OG0014657	NP_001034779.1, NP_001035236.1	XP_026260260.1
OG0014659	NP_001004713.1	XP_026245832.1
OG0014660	NP_001004052.1	XP_026270162.1
OG0014661	NP_001005178.1	XP_026270134.1
OG0014662	NP_001004478.1	XP_026263725.1
OG0014664	NP_001005238.1	XP_026256787.1
OG0014665	NP_001004755.1	XP_026256844.1
OG0014666	XP_047290135.1, NP_036500.2	XP_026241041.1
OG0014668	NP_848544.1	XP_026262007.1
OG0014669	NP_006618.1	XP_026247009.1
OG0014670	NP_038463.2	XP_026248950.1
OG0014671	NP_005904.1	XP_026257781.1
OG0014672	NP_001008783.1	XP_026247696.1
OG0014673	NP_006696.1	XP_026263175.1
OG0014674	NP_001180552.1	XP_026238026.1
OG0014675	NP_055215.2	XP_026259659.1
OG0014676	NP_001265598.1	XP_026268232.1
OG0014677	NP_741996.2	XP_026268246.1
OG0014678	NP_787103.1	XP_026244453.1
OG0014679	NP_919431.2	XP_026260432.1
OG0014680	NP_060212.4	XP_026260418.1
OG0014681	NP_001369416.1	XP_026248957.1
OG0014682	NP_003918.1	XP_026265739.1
OG0014683	NP_057710.3	XP_026249580.1
OG0014684	NP_072090.1	XP_026247656.1
OG0014685	NP_006611.1	XP_026247642.1
OG0014686	NP_001185538.1	XP_026247659.1
OG0014687	NP_000279.1	XP_026247653.1
OG0014688	NP_001313309.1	XP_026247660.1
OG0014689	NP_001345339.1	XP_026253380.1
OG0014690	NP_003621.1	XP_026253383.1
OG0014691	NP_001013645.1	XP_026253395.1
OG0014692	NP_006825.1	XP_026257744.1
OG0014693	NP_001025231.1, XP_016866339.1	XP_026257753.1
OG0014694	NP_112211.1	XP_026255726.1
OG0014695	NP_079383.2	XP_026255725.1
OG0014696	NP_001124171.1	XP_026249592.1
OG0014697	NP_060922.2	XP_026249597.1
OG0014698	NP_001353007.1	XP_026270783.1
OG0014699	NP_714922.1	XP_026270777.1
OG0014700	NP_001078949.1	XP_026249882.1
OG0014701	NP_054753.1	XP_026249852.1
OG0014702	XP_011533872.1	XP_026249868.1
OG0014703	NP_001186548.1	XP_026236908.1
OG0014704	NP_001158157.1	XP_026236771.1
OG0014705	XP_047274166.1, NP_660310.2	XP_026247136.1
OG0014706	NP_777598.3	XP_026268259.1
OG0014707	XP_011517254.1	XP_026249795.1
OG0014708	NP_001351952.1	XP_026245063.1
OG0014709	NP_001197.1	XP_026244999.1
OG0014710	XP_006716795.1	XP_026268855.1
OG0014711	NP_005763.3	XP_026270048.1
OG0014712	NP_115686.3	XP_026262731.1
OG0014713	NP_001003800.1	XP_026262717.1
OG0014714	NP_003960.1	XP_026235557.1
OG0014715	NP_001182064.1	XP_026235555.1
OG0014716	NP_689687.1	XP_026235561.1
OG0014717	NP_001182534.1	XP_026236979.1
OG0014718	NP_149104.3	XP_026237021.1
OG0014719	NP_001138874.1	XP_026236977.1
OG0014720	NP_055331.1, XP_005278336.1	XP_026236961.1
OG0014721	NP_001138775.2	XP_026236965.1
OG0014722	NP_001303258.1	XP_026236959.1
OG0014723	NP_001005367.1	XP_026237876.1
OG0014724	NP_037474.1	XP_026236951.1
OG0014725	NP_001514.2	XP_026237821.1
OG0014727	NP_001295358.1	XP_026261986.1
OG0014728	NP_001351676.1	XP_026262045.1
OG0014729	NP_006261.1	XP_026262032.1
OG0014730	NP_065770.1	XP_026262051.1
OG0014731	XP_016882222.3, NP_002143.1	XP_026262175.1
OG0014732	NP_002094.2	XP_026262025.1
OG0014733	NP_060275.2	XP_026261991.1
OG0014734	NP_001343.2	XP_026262018.1
OG0014735	NP_055416.2	XP_026266209.1
OG0014736	XP_016881716.1	XP_026266236.1
OG0014737	NP_055878.1	XP_026266219.1
OG0014738	NP_060324.1	XP_026266246.1
OG0014739	NP_001073349.1	XP_026266205.1
OG0014740	NP_659493.2	XP_026266234.1
OG0014741	XP_005259150.1, NP_000951.1	XP_026266247.1
OG0014742	NP_006238.1	XP_026266204.1
OG0014743	NP_001012661.1	XP_026259548.1
OG0014744	NP_001025032.1	XP_026259461.1
OG0014745	NP_001411092.1	XP_026259533.1
OG0014746	NP_001180197.1	XP_026259494.1
OG0014747	NP_000391.1	XP_026259560.1
OG0014748	NP_006500.2	XP_026259596.1
OG0014749	NP_063937.2	XP_026259460.1
OG0014750	NP_001352032.1	XP_026259593.1
OG0014751	NP_001161339.1	XP_026236820.1
OG0014752	NP_000704.1	XP_026267342.1
OG0014753	NP_689692.2	XP_026267379.1
OG0014754	NP_006494.1	XP_026267361.1
OG0014755	NP_001001563.2	XP_026267328.1
OG0014756	NP_036369.2	XP_026267929.1
OG0014757	NP_002494.2	XP_026267928.1
OG0014758	XP_016882820.1	XP_026267904.1
OG0014759	NP_001385419.1	XP_026237212.1
OG0014760	NP_001272.2	XP_026235861.1
OG0014761	NP_001034965.1	XP_026235897.1
OG0014762	NP_001036096.2	XP_026235881.1
OG0014763	NP_653218.1	XP_026235860.1
OG0014764	NP_077297.2	XP_026235865.1
OG0014765	XP_011525455.1	XP_026247019.1
OG0014766	NP_115722.1	XP_026247028.1
OG0014767	NP_000276.2	XP_026247057.1
OG0014768	XP_011525773.1	XP_026247073.1
OG0014769	NP_919227.2	XP_026240292.1
OG0014770	NP_001177716.1	XP_026241703.1
OG0014771	NP_835455.1	XP_026256967.1
OG0014772	NP_444277.2	XP_026247628.1
OG0014773	NP_002691.1	XP_026240235.1
OG0014774	NP_055404.1	XP_026256606.1
OG0014775	NP_114072.1	XP_026264906.1
OG0014776	NP_659447.1	XP_026256991.1
OG0014777	NP_001010908.1	XP_026263931.1
OG0014778	NP_003629.2	XP_026263913.1
OG0014779	NP_001034933.1	XP_026263932.1
OG0014780	XP_047280741.1	XP_026266055.1
OG0014782	XP_047280438.1	XP_026247619.1
OG0014783	NP_002207.2	XP_026247595.1
OG0014784	NP_078977.2	XP_026247598.1
OG0014785	NP_001291.3	XP_026268500.1
OG0014786	NP_061172.1	XP_026267879.1
OG0014787	NP_001155018.1	XP_026257066.1
OG0014788	NP_001071161.1	XP_026257013.1
OG0014789	NP_006074.2	XP_026240165.1
OG0014790	NP_919225.1	XP_026240255.1
OG0014791	NP_037472.2	XP_026240206.1
OG0014792	NP_001341968.1	XP_026240208.1
OG0014793	XP_005268438.1, NP_001025040.1	XP_026240256.1
OG0014794	NP_064502.9	XP_026240171.1
OG0014795	NP_056175.3	XP_026241749.1
OG0014796	NP_066970.3	XP_026241702.1
OG0014797	NP_001317966.1	XP_026241738.1
OG0014798	NP_006613.2	XP_026241711.1
OG0014799	NP_000073.1	XP_026258333.1
OG0014800	NP_055288.1	XP_026258327.1
OG0014801	NP_001128251.1	XP_026258336.1
OG0014802	NP_001157914.1	XP_026246598.1
OG0014803	NP_001352270.1	XP_026246617.1
OG0014804	NP_075060.1	XP_026246663.1
OG0014805	NP_037374.1	XP_026251475.1
OG0014806	NP_002419.1	XP_026251510.1
OG0014807	NP_078874.2	XP_026251514.1
OG0014808	NP_057077.1	XP_026251496.1
OG0014809	NP_115706.1	XP_026248063.1
OG0014810	XP_005256225.1	XP_026248066.1
OG0014811	NP_149110.1	XP_026248073.1
OG0014812	NP_004343.1	XP_026266014.1
OG0014813	NP_001335007.1	XP_026266015.1
OG0014814	NP_005871.1	XP_026262660.1
OG0014815	NP_001073907.1	XP_026262651.1
OG0014816	NP_001316651.1	XP_026262631.1
OG0014817	NP_003671.1	XP_026262586.1
OG0014818	NP_001153514.1	XP_026262636.1
OG0014819	NP_001092904.1	XP_026262642.1
OG0014820	NP_060526.2	XP_026247468.1
OG0014821	NP_006550.1	XP_026247503.1
OG0014822	NP_004805.2	XP_026247463.1
OG0014823	NP_060316.1	XP_026247496.1
OG0014824	NP_076412.3	XP_026247448.1
OG0014825	NP_054829.2	XP_026247434.1
OG0014826	NP_443175.2	XP_026247544.1
OG0014827	NP_006591.1	XP_026247465.1
OG0014828	NP_060536.3	XP_026247479.1
OG0014829	NP_056955.2	XP_026247499.1
OG0014830	NP_001004434.1	XP_026247504.1
OG0014831	NP_001026850.1	XP_026247512.1
OG0014832	NP_067081.2	XP_026259421.1
OG0014833	NP_001375129.1	XP_026259383.1
OG0014834	XP_047289187.1	XP_026268795.1
OG0014835	NP_997217.1	XP_026268822.1
OG0014836	NP_061935.1	XP_026256551.1
OG0014837	NP_000862.1	XP_026256644.1
OG0014838	NP_689588.2	XP_026256639.1
OG0014839	NP_031391.2	XP_026256608.1
OG0014840	NP_872429.2	XP_026256629.1
OG0014841	NP_001336611.1	XP_026256580.1
OG0014842	NP_004744.2	XP_026253642.1
OG0014843	NP_065083.3, XP_011540102.1, NP_001035284.1	XP_026253703.1
OG0014844	NP_066969.1	XP_026253748.1
OG0014845	XP_005263532.2	XP_026253691.1
OG0014846	NP_001135780.2, XP_011517755.1	XP_026263537.1
OG0014847	NP_001073296.1	XP_026259110.1
OG0014848	NP_001268400.1	XP_026250816.1
OG0014849	NP_005659.1	XP_026250822.1
OG0014850	NP_005566.2	XP_026241700.1
OG0014851	NP_694966.3	XP_026241696.1
OG0014852	NP_055714.3	XP_026241668.1
OG0014853	NP_954713.1	XP_026241694.1
OG0014854	NP_981951.2	XP_026264564.1
OG0014855	NP_005702.3	XP_026250338.1
OG0014856	NP_001704.2	XP_026249037.1
OG0014857	NP_005782.1	XP_026262753.1
OG0014858	NP_997329.2	XP_026249839.1
OG0014859	NP_037404.2	XP_026249837.1
