Orthogroup	Homo_sapiens	Sus_scrofa
OG0013813	NP_848551.1	NP_001116560.1
OG0013814	XP_006723859.1, NP_005551.3	XP_020933876.1
OG0013815	XP_005260446.1	XP_020933870.1
OG0013816	NP_002783.1	NP_001230581.1
OG0013817	NP_060740.1	XP_020933904.1
OG0013818	XP_024307576.1	XP_020933888.1
OG0013819	NP_060268.2	XP_020933894.1
OG0013820	NP_001269938.1	XP_020934022.1
OG0013821	NP_003814.1	XP_020934035.1
OG0013822	NP_056978.2	XP_020933496.1
OG0013823	NP_060276.2	XP_020932930.1, NP_001231419.1
OG0013824	NP_542189.1	XP_020953719.1, XP_020933693.1
OG0013825	XP_006723869.1	XP_020933282.1
OG0013826	NP_004526.1	XP_020933445.1
OG0013827	NP_689824.2	XP_003359940.2
OG0013828	NP_542789.2, XP_005260717.1	XP_020933346.1
OG0013829	NP_001269862.1	XP_020933147.1
OG0013830	NP_849188.4	XP_020928723.1
OG0013831	XP_011509975.1, NP_945349.1, NP_001095937.1	XP_020931172.1
OG0013832	NP_057159.2	XP_003130995.1
OG0013833	NP_852480.1	XP_020920923.1
OG0013834	NP_060296.2, NP_001185839.1	XP_020921046.1
OG0013835	XP_047286715.1	XP_020920844.1
OG0013836	NP_055847.1, XP_005266355.1	XP_020921216.1
OG0013837	NP_001340556.1	XP_020920842.1
OG0013838	XP_047285955.1	XP_020920836.1
OG0013839	NP_001191335.1	NP_001157473.1, XP_013835877.1
OG0013840	NP_005791.3	XP_020921204.1
OG0013841	NP_001099047.1	XP_013835866.1, XP_003357857.2
OG0013842	NP_001251.1	XP_020921156.1
OG0013843	NP_001007539.1	XP_003482906.1
OG0013844	XP_047286210.1	XP_020921121.1
OG0013845	NP_001316988.1	XP_020921105.1
OG0013846	NP_001305422.1	XP_020921093.1
OG0013847	NP_057058.2	NP_999046.1, XP_020920812.1
OG0013848	NP_001035879.1	XP_020921077.1
OG0013849	NP_001186326.1	XP_013838168.1
OG0013850	NP_001362528.1	XP_020928096.1
OG0013851	XP_047277448.1, NP_940866.2	XP_020928303.1
OG0013852	NP_001349967.1	XP_001929033.5
OG0013853	NP_001311312.1	XP_005670515.1
OG0013854	NP_060561.3	XP_020927937.1
OG0013855	NP_057324.2	XP_003359089.1
OG0013856	NP_001138743.1, NP_055294.1	XP_020930034.1, XP_003132859.2
OG0013857	NP_057696.2	XP_020927963.1
OG0013858	NP_689485.1	XP_020929772.1
OG0013859	XP_005273482.1	XP_020928651.1
OG0013860	NP_061158.1	XP_020929046.1, XP_020950469.1
OG0013861	NP_001230903.1	XP_003483429.1
OG0013862	NP_079508.2	XP_020928662.1
OG0013863	NP_001684.2	XP_003483427.1
OG0013864	XP_006712680.1	XP_013839994.1
OG0013865	NP_079071.2, XP_011510178.1	XP_003133742.2
OG0013866	XP_011508789.1, NP_006047.3	XP_020930276.1, NP_001302643.1
OG0013867	NP_000742.1, NP_001298125.1	XP_003133778.3
OG0013868	NP_005190.4	XP_020930489.1
OG0013869	NP_062824.2	XP_020930563.1
OG0013870	NP_001350671.1	XP_020930250.1
OG0013871	NP_001369225.1	XP_020931862.1
OG0013872	XP_011509378.1	XP_013840068.2
OG0013873	NP_997721.2	XP_020930929.1
OG0013874	NP_006701.1	XP_003133809.1
OG0013875	NP_919288.2	XP_020930627.1
OG0013876	XP_047300605.1	XP_020931602.1
OG0013877	XP_011509593.1	XP_020932071.1
OG0013878	NP_116238.3	XP_013835882.1
OG0013879	NP_001229242.1, XP_011544462.1, NP_001375283.1	XP_005670979.1
OG0013880	NP_001376612.1	XP_020929526.1
OG0013881	NP_001182449.1, XP_011533082.1	XP_020928900.1, XP_013838190.1
OG0013882	NP_079491.2	XP_003132902.2
OG0013883	NP_003556.2, XP_011537100.1	XP_020928182.1
OG0013884	XP_011536242.1	XP_001924308.5
OG0013885	NP_001354910.1	NP_999132.1
OG0013886	NP_001191228.1, NP_001334831.1, NP_001352085.1	XP_001926696.2
OG0013887	NP_001359035.1	XP_020927878.1
OG0013888	NP_036595.2, XP_024304678.1	XP_020927888.1
OG0013889	NP_001405.1	XP_005670640.1
OG0013890	NP_847884.2	XP_013838237.1
OG0013891	XP_024304867.1	XP_005670656.1
OG0013892	NP_003950.1	XP_001925858.3
OG0013893	XP_011537045.1, NP_078943.1	NP_001230300.1
OG0013894	NP_075067.2	NP_001092074.1
OG0013895	XP_006719353.1, NP_055753.3	XP_020929419.1
OG0013896	NP_001019979.1, NP_066273.1	XP_020929905.1
OG0013897	NP_002804.2	XP_003132922.1
OG0013898	NP_653269.3	XP_013838285.2
OG0013899	NP_116179.2	NP_001166990.1
OG0013900	NP_001243725.1	XP_020928697.1
OG0013901	NP_037432.2, XP_011536548.1	NP_001231370.1
OG0013902	NP_001359503.1	XP_020928567.1
OG0013903	NP_001103132.4	XP_005657379.1
OG0013904	NP_001317366.1	XP_013845815.1
OG0013905	NP_001180449.1	XP_020928050.1
OG0013906	NP_001345274.1	XP_020928928.1
OG0013907	NP_057653.3	XP_001928037.1
OG0013908	XP_024304705.2	XP_013845792.1
OG0013909	NP_060369.3	XP_020929367.1
OG0013910	NP_296373.1	NP_001231426.1, XP_013845786.1
OG0013911	NP_001265486.1	XP_020929503.1
OG0013912	XP_006719702.1, NP_115690.3	XP_003483483.2
OG0013913	NP_000008.1	NP_999063.1, XP_005670765.1
OG0013914	XP_005254037.1, NP_149112.1	XP_020929948.1
OG0013915	NP_476510.1	XP_020929428.1
OG0013916	NP_001304324.1	XP_005670795.2
OG0013917	NP_061181.1	XP_020929542.1
OG0013918	XP_016875537.1	XP_001929319.2
OG0013919	NP_001397912.1	XP_005670812.2
OG0013920	XP_011528480.1, NP_001013716.2	XP_005670833.2
OG0013921	NP_001138890.1	XP_020929710.1
OG0013922	NP_000259.1	XP_003483494.1
OG0013923	NP_001191169.1	XP_020927958.1
OG0013924	NP_001032755.1	XP_013838496.1
OG0013925	NP_001017981.1	XP_005670895.2
OG0013926	NP_001001479.1	XP_001929360.1
OG0013927	NP_443112.2	XP_013838530.1
OG0013928	NP_775837.2	XP_001925074.2
OG0013929	XP_011528435.1	XP_013838582.1
OG0013931	NP_001339230.1, NP_006431.2	NP_001162173.2
OG0013932	NP_776154.4	XP_001929651.1
OG0013933	NP_005128.1	XP_020929332.1
OG0013934	XP_011528800.1	XP_020929698.1
OG0013935	NP_006758.2	XP_003133045.2
OG0013936	NP_001373743.1	XP_020929687.1
OG0013937	NP_004773.1	XP_003133041.1
OG0013938	NP_001017964.1	NP_001230491.1
OG0013939	NP_056050.1	XP_005671305.1
OG0013940	NP_001185748.1	XP_005671308.2
OG0013941	XP_011538226.1, NP_001026879.2	XP_005671316.1
OG0013942	NP_653191.2	XP_001928495.1
OG0013943	NP_066938.2	XP_013838454.2
OG0013944	NP_065689.1	XP_001926560.1
OG0013945	NP_001278751.1, NP_057607.1	XP_013843849.1
OG0013946	NP_001164269.1	XP_020947954.1
OG0013947	NP_003569.1, XP_047285627.1	XP_020947356.1
OG0013948	NP_055027.1	XP_020947383.1
OG0013949	NP_001687.1	XP_003126641.3
OG0013950	NP_001276976.1	XP_020948162.1
OG0013951	XP_016875415.1	XP_020948640.1
OG0013952	NP_689853.3	XP_003355657.2
OG0013953	NP_001153880.1	XP_003126614.1
OG0013954	NP_002005.1, XP_047284495.1	NP_001182266.1
OG0013955	NP_060933.3	XP_020948117.1
OG0013956	NP_065100.2	XP_003126607.3
OG0013957	NP_065108.1	XP_005655767.1
OG0013958	NP_066276.2, XP_016874484.1	XP_001928841.1
OG0013959	NP_004993.1	XP_003126608.2
OG0013960	NP_001265525.1	XP_020948094.1
OG0013961	NP_060479.3, NP_001338284.1	XP_005653214.1
OG0013962	NP_057581.2	XP_020948092.1
OG0013963	NP_001121054.1	XP_020948075.1
OG0013964	NP_002277.4	NP_001098776.1
OG0013965	NP_055077.2	XP_001925793.3
OG0013966	NP_001138303.1	NP_001230485.1
OG0013967	NP_006322.4	NP_001230407.1
OG0013968	NP_001341275.1	XP_020948067.1
OG0013969	NP_056324.2	XP_020948054.1
OG0013970	NP_525126.2, XP_011518934.1	XP_020937631.1
OG0013971	NP_065685.1	XP_003126560.2
OG0013972	NP_001978.1	XP_001924633.3
OG0013973	NP_001123887.1	XP_020947988.1
OG0013974	NP_079105.4	NP_001231558.1
OG0013975	XP_016874960.1	XP_013843805.1
OG0013976	NP_001139418.1	XP_003126493.4
OG0013977	NP_061108.3	XP_020947870.1
OG0013978	NP_005077.2	XP_003126463.1
OG0013979	XP_016874755.1	XP_020948578.1
OG0013980	NP_001381453.1	XP_020947810.1
OG0013981	NP_001354804.1	XP_020947782.1
OG0013982	NP_001002259.1	XP_005664067.1
OG0013983	XP_047284371.1	XP_020947749.1
OG0013984	NP_001400085.1	XP_020947734.1
OG0013985	NP_945343.1	XP_001927051.3
OG0013986	NP_001365368.1	XP_013853381.2
OG0013987	NP_001026918.2	XP_020948191.1
OG0013988	NP_775872.1	XP_020948197.1
OG0013989	NP_001229326.1	XP_005664212.1
OG0013990	NP_001004329.2	XP_020948237.1
OG0013991	NP_689854.2	XP_020948646.1
OG0013992	NP_060312.2	XP_020948264.1
OG0013993	NP_000716.2	XP_020947247.1
OG0013994	NP_006253.2	XP_020947259.1
OG0013995	NP_001012300.1	XP_020947285.1
OG0013996	XP_011537270.1	XP_020947264.1
OG0013997	XP_006719387.1	XP_020947277.1
OG0013998	NP_036438.2	XP_003126168.5
OG0013999	XP_005269277.1	XP_020947301.1
OG0014000	NP_005267.2	XP_020946577.1, NP_001177169.1
OG0014001	NP_001138947.1	XP_020948750.1
OG0014002	NP_001103089.1, XP_016875272.1	XP_020937377.1
OG0014003	NP_001366375.1	XP_020937365.1, NP_001121912.1
OG0014004	NP_005644.2	XP_020937370.1
OG0014005	NP_057377.4	XP_020937388.1
OG0014006	NP_001317189.1	XP_020947323.1
OG0014007	NP_859062.1	XP_003126196.2
OG0014008	NP_149034.2, XP_011536637.1	XP_003355445.3
OG0014009	NP_778253.2, XP_011536590.1	XP_020948765.1
OG0014010	NP_775487.2	XP_020947353.1
OG0014011	NP_001403133.1	XP_020947354.1
OG0014013	NP_008828.1	XP_020947390.1
OG0014014	NP_004494.1	XP_003355472.1
OG0014015	XP_047284926.1	XP_003126255.4
OG0014016	NP_001092285.1	XP_013853045.2
OG0014017	NP_899230.2	XP_020929192.1
OG0014018	NP_004079.3	XP_003133204.1
OG0014020	NP_001035816.1	XP_020928726.1
OG0014021	NP_001305120.1, NP_001018081.4	XP_020928707.1
OG0014022	XP_011538304.1	XP_020928731.1
OG0014023	NP_001026916.2, XP_016871316.1	XP_001924695.3
OG0014024	NP_001275672.1, XP_016871281.1	XP_013838883.2, NP_001177096.1
OG0014025	NP_001035892.1, NP_872360.2	XP_001926306.1
OG0014026	NP_001271188.1	XP_005671327.1
OG0014027	NP_001098016.1, NP_006404.1	XP_001924806.1
OG0014028	NP_060294.1	XP_001927607.1
OG0014029	NP_004514.2	XP_003133196.1
OG0014030	NP_002720.1	NP_001231508.1
OG0014031	NP_006195.3	XP_020927436.1
OG0014032	NP_001128130.1	XP_001928797.2
OG0014033	NP_071896.8	XP_020927689.1, NP_001137587.1
OG0014034	NP_001371381.1	XP_020929785.1
OG0014035	NP_001335937.1	XP_020929902.1
OG0014036	NP_036597.1	XP_001928510.1
OG0014037	NP_064508.3	XP_005671423.1
OG0014038	NP_001333445.1	XP_020929957.1, XP_020929962.1
OG0014039	NP_003052.2	XP_020928473.1
OG0014040	NP_001338285.1	XP_013845921.1
OG0014041	NP_001372805.1	XP_005657504.1
OG0014042	NP_057044.2	XP_020927981.1
OG0014043	NP_001299.1	XP_003483585.1
OG0014044	NP_001271296.1, NP_004995.1	NP_001138314.1
OG0014045	NP_001129595.1	XP_020928324.1
OG0014046	NP_068602.2	XP_003483588.2
OG0014047	XP_011538046.1	XP_020928759.1
OG0014048	NP_001316671.1	XP_001926760.1
OG0014049	NP_001106878.1	NP_001072153.1
OG0014050	XP_011538160.1	XP_020928409.1
OG0014051	NP_000093.1	NP_999593.1
OG0014052	NP_001338099.1	XP_001929313.3
OG0014053	NP_008882.2	XP_020929143.1
OG0014054	NP_001011663.1	XP_020929136.1
OG0014055	NP_005436.1	XP_005671509.1
OG0014056	NP_001354872.1	XP_005657519.1
OG0014057	NP_001248392.1	NP_001038081.1, XP_020927848.1
OG0014058	XP_011538473.1	XP_020928983.1
OG0014059	XP_047281809.1	XP_013839205.2
OG0014060	NP_631908.1	XP_013839224.1
OG0014061	NP_001317093.1	XP_020929056.1
OG0014062	NP_003741.1	XP_001928377.1
OG0014063	NP_996892.1	XP_005671560.1
OG0014064	NP_004272.2, XP_005270344.1	XP_020929117.1
OG0014065	NP_009121.1	XP_020929123.1
OG0014066	NP_001305096.1, XP_011537746.1	XP_001924214.1
OG0014067	XP_047280477.1	XP_013839264.1
OG0014068	NP_001350460.1	XP_005671572.1
OG0014069	NP_703143.1	XP_001928231.1
OG0014070	NP_997719.2	XP_013839297.1
OG0014071	NP_001189367.1	XP_003359444.1
OG0014072	NP_001337868.1	XP_001924838.4
OG0014073	NP_001310965.1	XP_013839312.1
OG0014074	XP_011537576.1, NP_689524.1	XP_003359446.1
OG0014075	NP_001186797.1	NP_001230825.1
OG0014076	NP_777597.2, XP_047280922.1	XP_020929378.1
OG0014077	NP_004043.4	XP_003359452.3
OG0014078	NP_689856.6	XP_013849607.2
OG0014079	NP_015628.2, XP_011515926.1	XP_001926150.2
OG0014080	NP_001073995.1	XP_020944151.1
OG0014081	XP_011515514.1, NP_002989.2	NP_001302683.1
OG0014082	NP_001274742.1	XP_020945072.1
OG0014083	NP_443169.2	XP_020945068.1
OG0014084	NP_057025.2	NP_999405.1, XP_013848694.2
OG0014085	NP_001071087.1	XP_001925017.1
OG0014086	NP_001138244.1	XP_005663139.1
OG0014087	XP_011515855.1	XP_020944993.1
OG0014088	NP_003869.1	XP_001926738.1
OG0014089	NP_001400347.1	XP_020944969.1
OG0014090	XP_016869491.1	XP_020944955.1
OG0014091	NP_653251.2	XP_003125651.1
OG0014092	NP_689978.2	XP_003125658.1
OG0014093	XP_016868944.1	XP_020944945.1
OG0014094	NP_001400123.1	XP_001928045.1
OG0014095	XP_011515900.2	XP_013852149.1
OG0014096	XP_047278223.1, NP_079146.2	XP_020944928.1
OG0014097	NP_078780.1	XP_020946443.1
OG0014098	NP_001357262.1	XP_020944899.1
OG0014099	NP_005089.2	XP_003125643.1
OG0014100	NP_078997.4	XP_020944836.1
OG0014101	NP_001186143.1	XP_001928591.3
OG0014102	NP_001274069.1	XP_020944154.1
OG0014103	NP_001374707.1, NP_054737.1	XP_020944187.1, NP_001172097.1
OG0014104	NP_001433.1	NP_001002817.1
OG0014105	NP_001942.2	XP_001924940.2
OG0014106	NP_940986.1	XP_001924497.3
OG0014107	XP_011515392.1	XP_013852091.1
OG0014108	NP_004920.1	NP_001123698.1
OG0014109	NP_071746.1, XP_011515515.1	XP_020944790.1
OG0014110	NP_061180.1	XP_013852075.1
OG0014111	NP_057107.4	XP_003125622.1
OG0014113	NP_001185608.1	XP_020944782.1
OG0014114	NP_036547.1	XP_020944760.1
OG0014115	NP_060167.2	XP_003125612.2
OG0014116	NP_055569.1	XP_020944732.1
OG0014117	NP_598378.3	NP_001231346.1
OG0014118	NP_001136248.2, NP_077016.3	XP_020940564.1
OG0014119	NP_005468.1	XP_003128545.2
OG0014120	NP_005567.2, XP_011519857.1	XP_005666227.1
OG0014121	NP_705841.2	NP_001139339.1
OG0014122	NP_001027.3	XP_020955566.1
OG0014123	NP_003237.2, XP_047288936.1	NP_001231465.1
OG0014124	NP_001202.5	XP_020953477.1
OG0014125	NP_997263.3	XP_003353441.1
OG0014126	NP_001310825.1	XP_005659803.2, XP_003121641.2
OG0014127	NP_055953.3	XP_020953105.1
OG0014128	NP_644670.1, XP_047288364.1	XP_020953010.1
OG0014129	NP_001353774.1	XP_005659765.1
OG0014130	XP_011519572.1, NP_612486.2	XP_020952813.1
OG0014131	NP_000110.2	XP_013848556.1
OG0014132	NP_001381324.1	XP_020952335.1
OG0014133	NP_079441.1	XP_001928178.1
OG0014134	NP_001244960.1	XP_013848521.2
OG0014135	NP_003749.2	XP_003121581.3
OG0014136	NP_689661.1	XP_003121579.3
OG0014137	XP_016877669.1, NP_997464.2	NP_001230479.1
OG0014138	NP_076968.2	NP_001171382.1
OG0014139	XP_016877583.1	XP_001925377.2
OG0014140	NP_987090.2, XP_047288421.1	XP_001927691.1
OG0014141	NP_861454.2, XP_016877610.1	XP_001926816.1
OG0014142	NP_037375.2	XP_001925946.1
OG0014143	NP_001273424.1	XP_005659648.1
OG0014144	NP_004489.1	XP_001929026.1
OG0014145	NP_001317255.1	XP_005654498.1
OG0014146	NP_001271267.1	XP_020950539.1
OG0014147	NP_001275517.1	XP_005659631.1
OG0014148	XP_047288657.1	XP_013848376.1
OG0014149	NP_001350659.1	XP_020948973.1
OG0014150	NP_079477.2	XP_013848345.1
OG0014151	NP_001137160.1	XP_020955929.1
OG0014152	NP_001026885.2	XP_020956060.1
OG0014153	NP_660143.1	XP_020956093.1
OG0014154	NP_001137408.1	XP_001924615.3
OG0014155	NP_056137.1	XP_003121799.1
OG0014156	NP_006082.3	XP_013848784.1
OG0014157	NP_663633.1	NP_001171402.1
OG0014158	NP_001185946.1	XP_005659937.1
OG0014159	NP_001310454.1	XP_020954765.1
OG0014160	NP_001034703.1	XP_001928647.1
OG0014161	NP_068591.2	XP_020954707.1
OG0014162	XP_011520041.1	XP_001924424.2
OG0014163	NP_002824.1	XP_003128529.1
OG0014164	XP_047288152.1, NP_001888.2	XP_003128533.4
OG0014165	NP_001271221.2	XP_013844550.2
OG0014166	NP_714544.1	XP_013848532.1
OG0014167	XP_047288350.1, NP_995322.1	XP_003121571.1
OG0014168	NP_001185713.1	XP_013840899.1
OG0014169	NP_976307.2	XP_020949801.1
OG0014170	XP_005260965.1, NP_005797.1	XP_003358977.2
OG0014171	NP_001373749.1, NP_001354277.1	XP_020926611.1
OG0014172	NP_000374.1	XP_020925516.1
OG0014173	NP_001307341.1	NP_999440.1
OG0014175	XP_016862278.1	XP_020926398.1
OG0014176	NP_000149.4	XP_020926442.1
OG0014177	NP_001307531.1	XP_020925499.1
OG0014178	NP_001339520.1	XP_020926517.1
OG0014179	NP_037372.4	XP_020926527.1
OG0014180	NP_006576.2	XP_003358947.2
OG0014181	NP_001307632.1	XP_020926628.1
OG0014182	NP_006043.1	XP_003483406.1
OG0014183	NP_001387.2	XP_003132818.1
OG0014184	NP_061836.2	XP_020926647.1
OG0014185	NP_006189.2	XP_020926659.1
OG0014186	NP_478066.3, XP_011527951.1, NP_996847.1	XP_020926666.1
OG0014187	NP_543136.1	XP_020926693.1
OG0014188	NP_004562.2	XP_020926702.1
OG0014189	NP_055871.1	XP_020926718.1
OG0014190	XP_011528016.1, NP_003265.3	XP_020926737.1
OG0014191	NP_001355167.1, NP_005040.2	XP_020926738.1
OG0014192	NP_003334.2	XP_003359057.1
OG0014193	NP_569711.2	XP_020927188.1
OG0014194	NP_001136326.1	XP_013845690.2
OG0014195	XP_011527931.1	XP_020938154.1
OG0014196	NP_066012.1	XP_003129279.3
OG0014197	XP_011530689.1, NP_003610.2	XP_003129275.1
OG0014198	NP_001373103.1	XP_020956362.1
OG0014199	NP_001095876.1	XP_003129293.5
OG0014200	NP_061039.3	XP_003482502.1
OG0014201	NP_006574.1	XP_003129314.2
OG0014202	NP_001317956.2	NP_999496.1
OG0014203	NP_055236.1	XP_003129317.1
OG0014204	NP_631912.3	XP_013844828.2
OG0014205	NP_060405.5	XP_020957378.1
OG0014206	NP_001026893.1	XP_020957380.1
OG0014207	NP_055210.2	XP_013834464.2
OG0014208	NP_055023.2	XP_020956061.1, NP_998942.1
OG0014209	XP_011530467.1	XP_013834505.2
OG0014210	NP_598375.3	XP_003129397.1
OG0014211	NP_001092010.1	NP_001139602.2
OG0014212	NP_689758.1	NP_001182296.1, XP_020955963.1
OG0014213	NP_001293076.1	XP_020957128.1
OG0014214	NP_059122.2	XP_020957117.1
OG0014215	NP_056251.2	XP_020955921.1, NP_001090959.1
OG0014216	XP_005247675.1	XP_005654094.1
OG0014217	NP_071355.1	XP_003358925.2
OG0014218	NP_001310442.1	XP_013845623.1
OG0014219	XP_005247182.1, NP_000088.3	NP_001230773.1
OG0014220	NP_001007566.1	XP_020926220.1
OG0014221	NP_078824.2	XP_020926159.1
OG0014222	XP_024309412.1	XP_020926116.1
OG0014223	NP_065941.2, XP_006713779.1	XP_020926091.1
OG0014224	NP_057472.2	XP_003358868.1
OG0014225	NP_055244.3, XP_011510993.1	XP_020926074.1
OG0014226	NP_060864.1	XP_020926051.1
OG0014227	XP_011510749.1, NP_861445.4	XP_020925484.1
OG0014228	NP_001335834.1	XP_013837911.2
OG0014229	NP_054889.2	XP_005670279.1
OG0014230	NP_079422.1	NP_001231736.1, XP_005670258.1
OG0014231	NP_776160.2, XP_047303627.1	XP_020926007.1
OG0014232	NP_065805.2, XP_006713777.1	XP_020925988.1
OG0014233	XP_047303357.1, NP_001093148.1	XP_020925967.1
OG0014234	NP_005326.3	XP_013836417.1
OG0014235	XP_024309300.1	XP_020925890.1
OG0014236	NP_001353264.1	XP_020925879.1
OG0014237	NP_065784.1	XP_020925878.1
OG0014238	NP_001350816.1	XP_005670199.1
OG0014239	XP_047303618.1, NP_689885.4	NP_001231195.1, XP_020924069.1
OG0014240	NP_689744.3	XP_020925735.1
OG0014241	NP_060855.2	XP_020925733.1
OG0014242	NP_001354478.1	XP_013837761.2
OG0014243	XP_047304691.1, NP_001032.2	XP_020925407.1
OG0014244	NP_001004312.2, XP_016861790.1	XP_001925137.1
OG0014245	NP_060225.4	XP_020932753.1
OG0014246	NP_872438.2	XP_005672682.1
OG0014247	NP_001364165.1, NP_001364168.1	XP_020932726.1
OG0014248	XP_011512374.1	XP_020932589.1
OG0014249	NP_004292.1	XP_003132593.1
OG0014250	NP_852091.1	XP_003132600.1
OG0014251	NP_569713.2	XP_020925559.1
OG0014252	NP_004414.3	XP_020925603.1
OG0014253	NP_060828.2	XP_003358755.1
OG0014254	NP_002799.3	NP_001230406.1
OG0014255	NP_004357.3	XP_013837709.1
OG0014257	XP_016862926.1, NP_542383.1	XP_020925647.1
OG0014258	NP_060662.2, NP_001127890.1	XP_020925708.1
OG0014259	NP_848591.2	XP_001925594.3
OG0014260	NP_115655.2, XP_047305019.1	XP_020925721.1
OG0014261	NP_002259.1	XP_020925394.1
OG0014262	XP_011511447.2	XP_013837631.1
OG0014263	NP_079003.2	XP_020925428.1
OG0014264	NP_003253.1	NP_001098775.1
OG0014265	NP_002731.4	XP_020925454.1
OG0014266	NP_005593.2, NP_001171985.1	NP_001155113.1
OG0014267	NP_055843.1	XP_020926810.1
OG0014268	NP_000331.1	NP_001090886.1
OG0014269	NP_065843.4, NP_001139748.2	NP_001230413.1
OG0014270	NP_114161.3, XP_006713841.1	NP_001171385.1
OG0014271	NP_065433.2	XP_020932666.1
OG0014272	NP_008929.2	NP_001070692.1, XP_005665696.1
OG0014273	NP_004262.1	NP_001090884.1
OG0014274	NP_001003699.1	XP_005665609.2
OG0014275	XP_011512614.1, NP_689764.3	XP_020955818.1
OG0014276	XP_047274796.1	XP_001928842.3
OG0014277	NP_004743.1	XP_020955832.1
OG0014279	NP_001135865.1	XP_003482179.2
OG0014280	XP_011512881.1	XP_020955862.1
OG0014281	NP_057698.2	NP_001230615.1
OG0014282	NP_060943.1	XP_005665685.1, NP_001231908.1
OG0014283	NP_001269421.1	XP_003128255.1
OG0014284	NP_112201.1	XP_001928424.1
OG0014285	XP_016866497.1	XP_013832940.1
OG0014287	NP_006501.1	XP_003128283.1
OG0014288	NP_001073927.1	XP_020930937.1
OG0014289	NP_055028.3	XP_013839751.2
OG0014290	NP_078777.1, XP_047300042.1	XP_001925052.2
OG0014291	XP_016859710.1	XP_003133557.4
OG0014292	NP_919226.1	XP_020931587.1
OG0014293	NP_620158.3	XP_020932118.1
OG0014294	XP_011509815.1	XP_020931562.1
OG0014295	NP_001926.2	NP_999422.1
OG0014296	NP_004451.2	XP_005671941.2
OG0014297	XP_047300819.1	XP_003483710.2
OG0014298	NP_001265387.1	XP_020931068.1
OG0014299	NP_004481.2	XP_020931085.1
OG0014300	XP_006712743.1, NP_002967.2	XP_020930947.1
OG0014301	NP_689594.4	XP_005671959.1
OG0014302	NP_037365.2	XP_003133502.3
OG0014303	NP_004516.2, XP_011509485.1	XP_020931970.1
OG0014304	NP_689597.1	XP_001926383.3
OG0014305	NP_006054.2	XP_003359596.1
OG0014306	NP_742067.3	XP_020932162.1
OG0014307	XP_011508956.1	XP_020932156.1
OG0014308	NP_056345.3	XP_020930487.1
OG0014309	NP_036422.3	XP_001927925.1
OG0014310	NP_079119.3	NP_001121924.1, XP_005671984.1
OG0014311	NP_003102.1	XP_020931500.1
OG0014312	NP_001399139.1	XP_020930635.1
OG0014313	NP_001243019.1	XP_020931584.1
OG0014314	NP_003650.1, XP_011510343.1	XP_020930787.1
OG0014315	NP_003681.1	XP_001927740.1
OG0014316	NP_001339738.1	XP_013839763.1
OG0014317	NP_001025482.1	XP_020931101.1
OG0014318	NP_001248353.1	XP_020930761.1
OG0014319	NP_543152.1	XP_020930410.1
OG0014320	NP_803237.3	XP_003133578.1
OG0014321	NP_998773.2, XP_047300293.1	XP_013837720.1
OG0014322	NP_001359117.1	XP_020930612.1
OG0014323	XP_024308807.1	XP_020931061.1
OG0014324	NP_055177.2, XP_011509255.1	XP_020931922.1
OG0014325	XP_047300366.1	XP_020931615.1
OG0014326	NP_036218.1	XP_013837729.1
OG0014327	NP_079265.2	XP_020931514.1
OG0014328	XP_047301536.1	XP_020931390.1
OG0014329	NP_001356328.1, NP_001381884.1	XP_003133619.1
OG0014330	NP_057018.1	XP_020931579.1
OG0014331	NP_001098056.1	XP_020931203.1
OG0014332	NP_775782.2	XP_003133638.2
OG0014333	NP_001358624.1	NP_001302738.1
OG0014334	NP_001358355.1	XP_020930963.1
OG0014335	NP_001317147.1	XP_005672187.1
OG0014336	XP_011509080.1	XP_013839888.1
OG0014337	NP_001362433.1	XP_003483773.2
OG0014338	XP_011509104.1	XP_020931628.1
OG0014339	XP_011509253.1, NP_775099.2	XP_020930634.1
OG0014340	NP_004035.2, XP_047300445.1	NP_001124208.1
OG0014341	NP_056303.3	XP_020931854.1
OG0014342	XP_011509871.1	XP_020932129.1
OG0014343	NP_001258563.1	XP_001925255.3
OG0014344	NP_006513.1	XP_020931175.1
OG0014345	XP_011509205.1	XP_020931100.1
OG0014346	NP_002172.2	XP_020930340.1, NP_001231399.1
OG0014347	NP_005680.1	XP_005672282.2
OG0014348	NP_001034639.1	XP_013839980.2
OG0014349	XP_011509159.1, NP_056126.1	XP_020931957.1
OG0014350	NP_005678.3	XP_020951555.1, XP_020930478.1
OG0014351	NP_003460.2	NP_001012299.1
OG0014352	NP_065881.1	NP_001230576.1
OG0014353	NP_075066.1, XP_011509970.1	NP_001230334.1
OG0014354	XP_047277349.1	XP_020930698.1
OG0014355	NP_001333739.1	NP_001231515.1, XP_020930278.1
OG0014356	NP_001307794.1	NP_001177149.1
OG0014357	NP_002913.3	XP_003357665.1
OG0014358	NP_001096036.1, XP_016857643.1	XP_003125705.2
OG0014359	NP_001013683.1	XP_003125715.1
OG0014360	XP_047282850.1	XP_003482703.1
OG0014361	NP_976310.1	XP_003357451.3
OG0014362	NP_872604.1	XP_020918974.1
OG0014363	NP_003774.1	XP_020919949.1, XP_005656832.1
OG0014364	NP_570138.1	NP_001230822.1
OG0014365	XP_011507567.1	XP_020919765.1
OG0014366	NP_001273053.1	XP_020919987.1
