Orthogroup	Homo_sapiens	Canis_lupus_familiaris
OG0013706	NP_001273768.1	XP_038425832.1
OG0013707	NP_001137544.1	XP_038425874.1
OG0013708	NP_004782.1	XP_038425915.1
OG0013709	XP_005254127.1	XP_038425924.1
OG0013710	NP_060481.3	XP_038425948.1
OG0013711	NP_078813.1	XP_038425973.1
OG0013712	NP_001273661.1	XP_038426044.1
OG0013713	NP_000696.1	XP_038426059.1
OG0013714	NP_872420.1	XP_038426061.1
OG0013715	NP_005192.1	XP_038426107.1
OG0013716	NP_065392.1	XP_038426145.1
OG0013717	NP_003641.3	XP_038426146.1
OG0013718	NP_006362.1	XP_038426257.1
OG0013719	NP_001034200.1	XP_038426259.1
OG0013720	NP_001155901.1	XP_038426266.1
OG0013721	XP_047304723.1	XP_038426294.1
OG0013722	NP_000240.1	XP_038426298.1
OG0013723	XP_005265126.1	XP_038426331.1
OG0013724	NP_002198.2	XP_038426337.1
OG0013725	XP_016861008.1	XP_038426339.1
OG0013726	NP_001124436.1	XP_038426367.1
OG0013727	NP_001333154.1	XP_038426403.1
OG0013728	XP_005264978.1	XP_038426407.1
OG0013729	NP_060345.2	XP_038426419.1
OG0013730	XP_047305190.1	XP_038426504.1
OG0013731	NP_057225.2	XP_038426535.1
OG0013732	NP_060271.1	XP_038426537.1
OG0013733	NP_055956.1, XP_006713131.1	XP_038426542.1
OG0013734	NP_849193.1	XP_038426546.1
OG0013735	NP_997242.2, XP_016861786.1	XP_038426549.1
OG0013736	NP_003332.1	XP_038426640.1
OG0013737	XP_016862680.1	XP_038426650.1
OG0013738	NP_003875.3	XP_038426663.1
OG0013739	NP_001239586.1	XP_038426664.1
OG0013740	NP_001182399.1	XP_038426667.1
OG0013742	NP_001265227.1	XP_038426740.1
OG0013743	NP_001096078.1, XP_011510726.1	XP_038426747.1
OG0013744	XP_047303378.1	XP_038426779.1
OG0013745	NP_001316055.1	XP_038426783.1
OG0013746	NP_115545.3	XP_038426791.1
OG0013747	NP_008958.2	XP_038426842.1
OG0013748	NP_002709.2	XP_038426880.1
OG0013749	NP_060603.2	XP_038426886.1
OG0013750	NP_001171485.1	XP_038426894.1
OG0013751	NP_001350870.1	XP_038426930.1
OG0013752	NP_689829.3, XP_011511042.1	XP_038426979.1
OG0013753	XP_047303405.1, NP_631948.1	XP_038427018.1, XP_038427020.1, XP_038427019.1
OG0013754	NP_001362702.1	XP_038427024.1
OG0013755	XP_024309204.1, NP_001034636.1	XP_038427029.1
OG0013756	NP_001238774.1	XP_038427038.1
OG0013757	NP_775924.1	XP_038427051.1
OG0013758	XP_016861874.1	XP_038427115.1
OG0013759	NP_004608.1	XP_038427116.1
OG0013760	NP_055594.1	XP_038427132.1
OG0013761	NP_114414.2	XP_038427136.1
OG0013762	NP_689607.2	XP_038427138.1
OG0013763	XP_016861165.1	XP_038427143.1
OG0013764	NP_001004316.2	XP_038427214.1
OG0013765	NP_064703.1	XP_038427225.1
OG0013766	NP_001295093.1	XP_038427244.1
OG0013767	NP_001381601.1	XP_038427269.1
OG0013768	NP_060015.1	XP_038427290.1
OG0013769	NP_542119.1	XP_038427302.1
OG0013770	NP_036204.2	XP_038427346.1
OG0013771	NP_001304889.1	XP_038427352.1
OG0013772	NP_056400.3	XP_038427362.1
OG0013773	NP_001304972.1	XP_038427393.1
OG0013774	NP_002585.2	XP_038427482.1
OG0013775	XP_005260807.1	XP_038427483.1
OG0013776	NP_057023.2	XP_038427584.1
OG0013777	NP_001810.2	XP_038427595.1
OG0013778	NP_056232.2	XP_038427642.1
OG0013779	XP_006723665.1	XP_038427778.1
OG0013780	NP_006805.2	XP_038427790.1
OG0013781	NP_542763.1	XP_038427814.1
OG0013782	NP_004600.3	XP_038427815.1
OG0013783	NP_695001.2	XP_038427832.1
OG0013784	NP_001008409.1	XP_038427858.1
OG0013785	NP_542178.2, NP_001307407.1, NP_817130.1, NP_001012662.1	XP_038427867.1
OG0013786	XP_005260356.1	XP_038427910.1
OG0013787	XP_011526875.1, NP_542406.2	XP_038427925.1
OG0013788	NP_003089.1	XP_038427944.1
OG0013789	NP_112509.3	XP_038427954.1
OG0013790	NP_789782.1	XP_038427963.1
OG0013791	XP_016883228.1	XP_038427980.1
OG0013792	NP_821158.2	XP_038428003.1
OG0013793	XP_047295848.1, NP_848563.1	XP_038428029.1
OG0013794	NP_542194.2	XP_038428141.1
OG0013795	NP_542195.1	XP_038428159.1
OG0013796	NP_542174.1, XP_011526832.1	XP_038428214.1
OG0013797	NP_004130.2	XP_038428227.1
OG0013798	NP_112181.3	XP_038428240.1
OG0013799	NP_068750.2	XP_038428241.1
OG0013800	NP_003277.1	XP_038428244.1
OG0013801	NP_055292.1, XP_011527092.1	XP_038428372.1
OG0013802	NP_001184058.1, NP_291020.1	XP_038428374.1
OG0013803	NP_057021.2	XP_038428377.1
OG0013804	NP_542790.2	XP_038428410.1
OG0013805	NP_542175.1, XP_024307594.1	XP_038428420.1
OG0013806	XP_011527362.1, NP_110404.1	XP_038428436.1
OG0013807	NP_006411.2	XP_038428471.1
OG0013808	NP_004767.1, XP_047296543.1	XP_038428499.1
OG0013809	NP_005976.2	XP_038428504.1
OG0013810	NP_001277197.1	XP_038428511.1
OG0013811	NP_001353227.1	XP_038428555.1
OG0013812	NP_001255972.1	XP_038428607.1
OG0013813	NP_848551.1	XP_038428624.1
OG0013814	XP_006723859.1, NP_005551.3	XP_038428706.1
OG0013815	XP_005260446.1	XP_038428726.1
OG0013816	NP_002783.1	XP_038428727.1
OG0013817	NP_060740.1	XP_038428744.1
OG0013818	XP_024307576.1	XP_038428751.1
OG0013819	NP_060268.2	XP_038428756.1
OG0013820	NP_001269938.1	XP_038428808.1
OG0013821	NP_003814.1	XP_038428818.1
OG0013822	NP_056978.2	XP_038428825.1
OG0013823	NP_060276.2	XP_038428829.1
OG0013824	NP_542189.1	XP_038428836.1
OG0013825	XP_006723869.1	XP_038428856.1
OG0013826	NP_004526.1	XP_038428887.1
OG0013827	NP_689824.2	XP_038428906.1
OG0013828	NP_542789.2, XP_005260717.1	XP_038428910.1
OG0013829	NP_001269862.1	XP_038428916.1
OG0013830	NP_849188.4	XP_038428994.1
OG0013831	XP_011509975.1, NP_945349.1, NP_001095937.1	XP_038429029.1
OG0013832	NP_057159.2	XP_038429046.1
OG0013833	NP_852480.1	XP_038429150.1
OG0013834	NP_060296.2, NP_001185839.1	XP_038429197.1
OG0013835	XP_047286715.1	XP_038429235.1
OG0013836	NP_055847.1, XP_005266355.1	XP_038429237.1
OG0013837	NP_001340556.1	XP_038429262.1
OG0013838	XP_047285955.1	XP_038429265.1
OG0013839	NP_001191335.1	XP_038429276.1
OG0013840	NP_005791.3	XP_038429278.1
OG0013841	NP_001099047.1	XP_038429320.1
OG0013842	NP_001251.1	XP_038429348.1
OG0013843	NP_001007539.1	XP_038429372.1
OG0013844	XP_047286210.1	XP_038429409.1
OG0013845	NP_001316988.1	XP_038429416.1
OG0013846	NP_001305422.1	XP_038429435.1
OG0013847	NP_057058.2	XP_038429442.1
OG0013848	NP_001035879.1	XP_038429471.1
OG0013849	NP_001186326.1	XP_038429496.1
OG0013850	NP_001362528.1	XP_038429523.1
OG0013851	XP_047277448.1, NP_940866.2	XP_038429594.1
OG0013852	NP_001349967.1	XP_038429613.1
OG0013853	NP_001311312.1	XP_038429616.1
OG0013854	NP_060561.3	XP_038429659.1
OG0013855	NP_057324.2	XP_038429674.1
OG0013856	NP_001138743.1, NP_055294.1	XP_038429713.1
OG0013857	NP_057696.2	XP_038429716.1
OG0013858	NP_689485.1	XP_038429733.1
OG0013859	XP_005273482.1	XP_038429752.1
OG0013860	NP_061158.1	XP_038429754.1
OG0013861	NP_001230903.1	XP_038429776.1
OG0013862	NP_079508.2	XP_038429798.1
OG0013863	NP_001684.2	XP_038429851.1
OG0013864	XP_006712680.1	XP_038429887.1
OG0013865	NP_079071.2, XP_011510178.1	XP_038429947.1
OG0013866	XP_011508789.1, NP_006047.3	XP_038430104.1
OG0013867	NP_000742.1, NP_001298125.1	XP_038430122.1
OG0013868	NP_005190.4	XP_038430123.1
OG0013869	NP_062824.2	XP_038430145.1
OG0013870	NP_001350671.1	XP_038430150.1
OG0013871	NP_001369225.1	XP_038430161.1
OG0013872	XP_011509378.1	XP_038430174.1
OG0013873	NP_997721.2	XP_038430213.1
OG0013874	NP_006701.1	XP_038430218.1
OG0013875	NP_919288.2	XP_038430275.1
OG0013876	XP_047300605.1	XP_038430325.1
OG0013877	XP_011509593.1	XP_038430385.1
OG0013878	NP_116238.3	XP_038430419.1
OG0013879	NP_001229242.1, XP_011544462.1, NP_001375283.1	XP_038430464.1
OG0013880	NP_001376612.1	XP_038430534.1
OG0013881	NP_001182449.1, XP_011533082.1	XP_038430591.1
OG0013882	NP_079491.2	XP_038430627.1
OG0013883	NP_003556.2, XP_011537100.1	XP_038430630.1
OG0013884	XP_011536242.1, NP_542193.3	XP_038430675.1
OG0013885	NP_001354910.1	XP_038430678.1
OG0013886	NP_001191228.1, NP_001334831.1, NP_001352085.1	XP_038430721.1
OG0013887	NP_001359035.1	XP_038430727.1
OG0013888	NP_036595.2, XP_024304678.1	XP_038430733.1
OG0013889	NP_001405.1	XP_038430747.1
OG0013890	NP_847884.2	XP_038430750.1
OG0013891	XP_024304867.1	XP_038430788.1
OG0013892	NP_003950.1	XP_038430811.1
OG0013893	XP_011537045.1, NP_078943.1	XP_038430814.1
OG0013894	NP_075067.2	XP_038430873.1
OG0013895	XP_006719353.1, NP_055753.3	XP_038430878.1
OG0013896	NP_001019979.1, NP_066273.1	XP_038430888.1
OG0013897	NP_002804.2	XP_038430889.1
OG0013898	NP_653269.3	XP_038430890.1
OG0013899	NP_116179.2	XP_038430942.1
OG0013900	NP_001243725.1	XP_038430951.1
OG0013901	NP_037432.2, XP_011536548.1	XP_038430979.1
OG0013902	NP_001359503.1	XP_038431020.1
OG0013903	NP_001103132.4	XP_038431064.1
OG0013904	NP_001317366.1	XP_038431076.1
OG0013905	NP_001180449.1	XP_038431084.1
OG0013906	NP_001345274.1	XP_038431100.1
OG0013907	NP_057653.3	XP_038431131.1
OG0013908	XP_024304705.2	XP_038431151.1
OG0013909	NP_060369.3	XP_038431155.1
OG0013910	NP_296373.1	XP_038431156.1
OG0013911	NP_001265486.1	XP_038431182.1
OG0013912	XP_006719702.1, NP_115690.3	XP_038431246.1
OG0013913	NP_000008.1	XP_038431262.1
OG0013914	XP_005254037.1, NP_149112.1	XP_038431293.1
OG0013915	NP_476510.1	XP_038431295.1
OG0013916	NP_001304324.1	XP_038431328.1
OG0013917	NP_061181.1	XP_038431340.1
OG0013918	XP_016875537.1	XP_038431343.1
OG0013919	NP_001397912.1	XP_038431363.1
OG0013920	XP_011528480.1, NP_001013716.2	XP_038431438.1
OG0013921	NP_001138890.1	XP_038431447.1
OG0013922	NP_000259.1	XP_038431520.1
OG0013923	NP_001191169.1	XP_038431556.1
OG0013924	NP_001032755.1	XP_038431559.1
OG0013925	NP_001017981.1	XP_038431572.1
OG0013926	NP_001001479.1	XP_038431590.1
OG0013927	NP_443112.2	XP_038431615.1
OG0013928	NP_775837.2	XP_038431655.1
OG0013929	XP_011528435.1	XP_038431729.1
OG0013930	NP_001074312.1, NP_000845.2, NP_001289599.1	XP_038431744.1
OG0013931	NP_001339230.1, NP_006431.2	XP_038431814.1
OG0013932	NP_776154.4	XP_038431830.1
OG0013933	NP_005128.1	XP_038431838.1
OG0013934	XP_011528800.1	XP_038431883.1
OG0013935	NP_006758.2	XP_038431885.1
OG0013936	NP_001373743.1	XP_038431887.1
OG0013937	NP_004773.1	XP_038431902.1
OG0013938	NP_001017964.1	XP_038431910.1
OG0013939	NP_056050.1	XP_038431959.1
OG0013940	NP_001185748.1	XP_038431960.1
OG0013941	XP_011538226.1	XP_038431981.1
OG0013942	NP_653191.2	XP_038431994.1
OG0013943	NP_066938.2	XP_038432020.1
OG0013944	NP_065689.1	XP_038432039.1
OG0013945	NP_001278752.1	XP_038432682.1
OG0013945	NP_001278751.1, NP_057607.1	XP_038432051.1
OG0013946	NP_001164269.1	XP_038432072.1
OG0013947	NP_003569.1, XP_047285627.1	XP_038432105.1
OG0013948	NP_055027.1	XP_038432118.1
OG0013949	NP_001687.1	XP_038432180.1
OG0013950	NP_001276976.1	XP_038432181.1
OG0013951	XP_016875415.1	XP_038432198.1
OG0013952	NP_689853.3	XP_038432240.1
OG0013953	NP_001153880.1	XP_038432368.1
OG0013954	NP_002005.1, XP_047284495.1	XP_038432375.1
OG0013955	NP_060933.3	XP_038432377.1
OG0013956	NP_065100.2	XP_038432437.1
OG0013957	NP_065108.1	XP_038432442.1
OG0013958	NP_066276.2, XP_016874484.1	XP_038432443.1
OG0013959	NP_004993.1	XP_038432473.1
OG0013960	NP_001265525.1	XP_038432479.1
OG0013961	NP_060479.3, NP_001338284.1	XP_038432492.1
OG0013962	NP_057581.2	XP_038432502.1
OG0013963	NP_001121054.1	XP_038432540.1
OG0013964	NP_002277.4	XP_038432553.1
OG0013965	NP_055077.2	XP_038432564.1
OG0013966	NP_001138303.1	XP_038432583.1
OG0013967	NP_006322.4	XP_038432584.1
OG0013968	NP_001341275.1	XP_038432587.1
OG0013969	NP_056324.2	XP_038432609.1
OG0013970	NP_525126.2, XP_011518934.1	XP_038432610.1
OG0013971	NP_065685.1	XP_038432630.1
OG0013972	NP_001978.1	XP_038432728.1
OG0013973	NP_001123887.1	XP_038432772.1
OG0013974	NP_079105.4	XP_038432799.1
OG0013975	XP_016874960.1	XP_038432859.1
OG0013976	NP_001139418.1	XP_038432901.1
OG0013977	NP_061108.3	XP_038432982.1
OG0013978	NP_005077.2	XP_038433049.1
OG0013979	XP_016874755.1	XP_038433050.1
OG0013980	NP_001381453.1	XP_038433053.1
OG0013981	NP_001354804.1	XP_038433098.1
OG0013982	NP_001002259.1	XP_038433103.1
OG0013983	XP_047284371.1	XP_038433120.1
OG0013984	NP_001400085.1	XP_038433150.1
OG0013985	NP_945343.1	XP_038433175.1
OG0013986	NP_001365368.1	XP_038433181.1
OG0013987	NP_001026918.2	XP_038433206.1
OG0013988	NP_775872.1	XP_038433253.1
OG0013989	NP_001229326.1	XP_038433329.1
OG0013990	NP_001004329.2	XP_038433341.1
OG0013991	NP_689854.2	XP_038433345.1
OG0013992	NP_060312.2	XP_038433391.1
OG0013993	NP_000716.2	XP_038433440.1
OG0013994	NP_006253.2	XP_038433475.1
OG0013995	NP_001012300.1	XP_038433497.1
OG0013996	XP_011537270.1	XP_038433515.1
OG0013997	XP_006719387.1	XP_038433521.1
OG0013998	NP_036438.2	XP_038433537.1
OG0013999	XP_005269277.1	XP_038433554.1
OG0014000	NP_005267.2	XP_038433556.1
OG0014001	NP_001138947.1	XP_038433566.1
OG0014002	NP_001103089.1, XP_016875272.1	XP_038433590.1
OG0014003	NP_001366375.1	XP_038433595.1
OG0014004	NP_005644.2	XP_038433608.1
OG0014005	NP_057377.4	XP_038433629.1
OG0014006	NP_001317189.1	XP_038433640.1
OG0014007	NP_859062.1	XP_038433651.1
OG0014008	NP_149034.2, XP_011536637.1	XP_038433665.1
OG0014009	NP_778253.2, XP_011536590.1	XP_038433669.1
OG0014010	NP_775487.2	XP_038433672.1
OG0014011	NP_001403133.1	XP_038433673.1
OG0014012	NP_001287750.1	XP_038433676.1
OG0014013	NP_008828.1	XP_038433762.1
OG0014014	NP_004494.1	XP_038433764.1
OG0014015	XP_047284926.1	XP_038433797.1
OG0014016	NP_001092285.1	XP_038433808.1
OG0014017	NP_899230.2	XP_038433873.1
OG0014018	NP_004079.3	XP_038433875.1
OG0014019	XP_047282086.1	XP_038433911.1
OG0014020	NP_001035816.1	XP_038433921.1
OG0014021	NP_001305120.1, NP_001018081.4	XP_038433940.1
OG0014022	XP_011538304.1	XP_038433949.1
OG0014023	NP_001026916.2, XP_016871316.1	XP_038433965.1
OG0014024	NP_001275672.1, XP_016871281.1	XP_038433972.1
OG0014025	NP_001035892.1, NP_872360.2	XP_038433984.1
OG0014026	NP_001271188.1	XP_038434096.1
OG0014027	NP_001098016.1, NP_006404.1	XP_038434103.1
OG0014028	NP_060294.1	XP_038434125.1
OG0014029	NP_004514.2	XP_038434126.1
OG0014030	NP_002720.1	XP_038434129.1
OG0014031	NP_006195.3	XP_038434141.1
OG0014032	NP_001128130.1	XP_038434158.1
OG0014033	NP_071896.8	XP_038434160.1
OG0014034	NP_001371381.1	XP_038434215.1
OG0014035	NP_001335937.1	XP_038434222.1
OG0014036	NP_036597.1	XP_038434313.1
OG0014037	XP_011538278.1, NP_064508.3	XP_038434317.1
OG0014038	NP_001333445.1	XP_038434318.1
OG0014039	NP_003052.2	XP_038434333.1
OG0014040	NP_001338285.1	XP_038434345.1
OG0014041	NP_001372805.1	XP_038434383.1
OG0014042	NP_057044.2	XP_038434429.1
OG0014043	NP_001299.1	XP_038434436.1
OG0014044	NP_001271296.1, NP_004995.1	XP_038434460.1
OG0014045	NP_001129595.1	XP_038434469.1
OG0014046	NP_068602.2	XP_038434478.1
OG0014047	XP_011538046.1	XP_038434490.1
OG0014048	NP_001316671.1	XP_038434509.1
OG0014049	NP_001106878.1	XP_038434518.1
OG0014050	XP_011538160.1	XP_038434575.1
OG0014051	NP_000093.1	XP_038434585.1
OG0014052	NP_001338099.1	XP_038434595.1
OG0014053	NP_008882.2	XP_038434608.1
OG0014054	NP_001011663.1	XP_038434609.1
OG0014055	NP_005436.1	XP_038434698.1
OG0014056	NP_001354872.1	XP_038434737.1
OG0014057	NP_001248392.1	XP_038434758.1
OG0014058	XP_011538473.1	XP_038434767.1
OG0014059	XP_047281809.1	XP_038434785.1
OG0014060	NP_631908.1	XP_038434815.1
OG0014061	NP_001317093.1	XP_038434828.1
OG0014062	NP_003741.1	XP_038434863.1
OG0014063	NP_996892.1	XP_038434865.1
OG0014064	NP_004272.2, XP_005270344.1	XP_038434891.1
OG0014065	NP_009121.1	XP_038434895.1
OG0014066	NP_001305096.1, XP_011537746.1	XP_038434900.1
OG0014067	XP_047280477.1	XP_038434906.1
OG0014068	NP_001350460.1	XP_038434935.1
OG0014069	NP_703143.1	XP_038434948.1
OG0014070	NP_997719.2	XP_038434973.1
OG0014071	NP_001189367.1	XP_038434998.1
OG0014072	NP_001337868.1	XP_038435004.1
OG0014073	NP_001310965.1	XP_038435009.1
OG0014074	XP_011537576.1, NP_689524.1	XP_038435038.1
OG0014075	NP_001186797.1	XP_038435068.1
OG0014076	NP_777597.2, XP_047280922.1	XP_038435074.1
OG0014077	NP_004043.4	XP_038435078.1
OG0014078	NP_689856.6	XP_038435116.1
OG0014079	NP_015628.2, XP_011515926.1	XP_038435174.1
OG0014080	NP_001073995.1	XP_038435180.1
OG0014081	XP_011515514.1, NP_002989.2	XP_038435189.1
OG0014082	NP_001274742.1	XP_038435201.1
OG0014083	NP_443169.2	XP_038435211.1
OG0014084	NP_057025.2	XP_038435231.1
OG0014085	NP_001071087.1	XP_038435292.1
OG0014086	NP_001138244.1	XP_038435294.1
OG0014087	XP_011515855.1	XP_038435304.1
OG0014088	NP_003869.1	XP_038435311.1
OG0014089	NP_001400347.1	XP_038435312.1
OG0014090	XP_016869491.1	XP_038435324.1
OG0014091	NP_653251.2	XP_038435349.1
OG0014092	NP_689978.2	XP_038435355.1
OG0014093	XP_016868944.1	XP_038435356.1
OG0014094	NP_001400123.1	XP_038435372.1
OG0014095	XP_011515900.2	XP_038435376.1
OG0014096	XP_047278223.1, NP_079146.2	XP_038435402.1
OG0014097	NP_078780.1	XP_038435406.1
OG0014098	NP_001357262.1	XP_038435429.1
OG0014099	NP_005089.2	XP_038435444.1
OG0014100	NP_078997.4	XP_038435499.1
OG0014101	NP_001186143.1	XP_038435507.1
OG0014102	NP_001274069.1	XP_038435508.1
OG0014103	NP_001374707.1, NP_054737.1	XP_038435517.1
OG0014104	NP_001433.1	XP_038444283.1, XP_038435535.1
OG0014105	NP_001942.2	XP_038435588.1
OG0014106	NP_940986.1	XP_038435593.1
OG0014107	XP_011515392.1	XP_038435604.1
OG0014108	NP_004920.1	XP_038435645.1
OG0014109	NP_071746.1, XP_011515515.1	XP_038435648.1
OG0014110	NP_061180.1	XP_038435651.1
OG0014111	NP_057107.4	XP_038435652.1
OG0014112	NP_001123362.1	XP_038435655.1
OG0014113	NP_001185608.1	XP_038435661.1
OG0014114	NP_036547.1	XP_038435701.1
OG0014115	NP_060167.2	XP_038435710.1
OG0014116	NP_055569.1	XP_038435744.1
OG0014117	NP_598378.3	XP_038435802.1
OG0014118	NP_001136248.2, NP_077016.3	XP_038435803.1
OG0014119	NP_005468.1, XP_011519450.1	XP_038435820.1
OG0014120	NP_005567.2, XP_011519857.1	XP_038435821.1
OG0014121	NP_705841.2	XP_038435826.1
OG0014122	NP_001027.3	XP_038435838.1
OG0014123	NP_003237.2, XP_047288936.1	XP_038435943.1
OG0014124	NP_001202.5	XP_038435958.1
OG0014125	NP_997263.3	XP_038435972.1
OG0014126	NP_001310825.1	XP_038436005.1
OG0014127	NP_055953.3	XP_038436048.1
OG0014128	NP_644670.1, XP_047288364.1	XP_038436073.1
OG0014129	NP_001353774.1	XP_038436102.1
OG0014130	XP_011519572.1, NP_612486.2	XP_038436115.1
OG0014131	NP_000110.2	XP_038436133.1
OG0014132	NP_001381324.1	XP_038436146.1
OG0014133	NP_079441.1	XP_038436197.1
OG0014134	NP_001244960.1	XP_038436200.1
OG0014135	NP_003749.2	XP_038436215.1
OG0014136	NP_689661.1, XP_011519542.1	XP_038436221.1
OG0014137	XP_016877669.1, NP_997464.2	XP_038436229.1
OG0014138	NP_076968.2	XP_038436235.1
OG0014139	XP_016877583.1	XP_038436322.1
OG0014140	NP_987090.2, XP_047288421.1	XP_038436332.1
OG0014141	NP_861454.2, XP_016877610.1	XP_038436346.1
OG0014142	NP_037375.2	XP_038436348.1
OG0014143	NP_001273424.1	XP_038436383.1
OG0014144	NP_004489.1	XP_038436385.1
OG0014145	NP_001317255.1	XP_038436412.1
OG0014146	NP_001271267.1	XP_038436413.1
OG0014147	NP_001275517.1	XP_038436430.1
OG0014148	XP_047288657.1	XP_038436486.1
OG0014150	NP_079477.2	XP_038436638.1
OG0014151	NP_001137160.1	XP_038436691.1
OG0014152	NP_001026885.2	XP_038436718.1
OG0014153	NP_660143.1	XP_038436719.1
OG0014154	NP_001137408.1	XP_038436729.1
OG0014155	NP_056137.1	XP_038436740.1
OG0014156	NP_006082.3	XP_038436747.1
OG0014157	NP_663633.1	XP_038436752.1
OG0014158	NP_001185946.1	XP_038436782.1
OG0014159	NP_001310454.1	XP_038436806.1
OG0014160	NP_001034703.1	XP_038436857.1
OG0014161	NP_068591.2	XP_038436920.1
OG0014162	XP_011520041.1	XP_038436960.1
OG0014163	NP_002824.1	XP_038436964.1
OG0014164	XP_047288152.1, NP_001888.2	XP_038436974.1
OG0014165	NP_001271221.2	XP_038437028.1
OG0014166	NP_714544.1	XP_038437031.1
OG0014167	XP_047288350.1, NP_995322.1	XP_038437034.1
OG0014168	NP_001185713.1	XP_038437035.1
OG0014169	NP_976307.2	XP_038437038.1
OG0014170	XP_005260965.1, NP_005797.1	XP_038437074.1
OG0014171	NP_001373749.1, NP_001354277.1	XP_038437076.1
OG0014172	NP_000374.1	XP_038437079.1
OG0014173	NP_001307341.1	XP_038437080.1
OG0014174	NP_478060.2	XP_038437087.1
OG0014175	XP_016862278.1	XP_038437091.1
OG0014176	NP_000149.4	XP_038437120.1
OG0014177	NP_001307531.1	XP_038437148.1
OG0014178	NP_001339520.1	XP_038437195.1
OG0014179	NP_037372.4	XP_038437213.1
OG0014180	NP_006576.2	XP_038437225.1
OG0014181	NP_001307632.1	XP_038437396.1
OG0014182	NP_006043.1	XP_038437397.1
OG0014183	NP_001387.2	XP_038437403.1
OG0014184	NP_061836.2	XP_038437434.1
OG0014185	NP_006189.2	XP_038437458.1
OG0014186	NP_478066.3, XP_011527951.1, NP_996847.1	XP_038437464.1
OG0014187	NP_543136.1	XP_038437487.1
OG0014188	NP_004562.2	XP_038437508.1
OG0014189	NP_055871.1	XP_038437524.1
OG0014190	XP_011528016.1, NP_003265.3	XP_038437540.1
OG0014191	NP_001355167.1, NP_005040.2	XP_038437543.1
OG0014193	NP_569711.2	XP_038437593.1
OG0014194	NP_001136326.1	XP_038437623.1
OG0014195	XP_011527931.1	XP_038437627.1
OG0014196	NP_066012.1	XP_038437698.1
OG0014197	XP_011530689.1, NP_003610.2	XP_038437704.1
OG0014198	NP_001373103.1	XP_038437734.1
OG0014199	NP_001095876.1	XP_038437797.1
OG0014200	NP_061039.3	XP_038437817.1
OG0014201	NP_006574.1	XP_038437836.1, XP_038437837.1
OG0014202	NP_001317956.2	XP_038437874.1
OG0014203	NP_055236.1	XP_038437894.1
OG0014204	NP_631912.3	XP_038437931.1
OG0014205	NP_060405.5	XP_038437951.1
OG0014206	NP_001026893.1	XP_038437958.1
OG0014207	NP_055210.2	XP_038437968.1, XP_038437967.1
OG0014208	NP_055023.2	XP_038438112.1
OG0014209	XP_011530467.1	XP_038438122.1
OG0014210	NP_598375.3	XP_038438169.1
OG0014211	NP_001092010.1	XP_038438183.1
OG0014212	NP_689758.1	XP_038438221.1
OG0014213	NP_001293076.1	XP_038438285.1
OG0014214	NP_059122.2	XP_038438328.1
OG0014215	NP_056251.2	XP_038438358.1
OG0014216	XP_005247675.1	XP_038438413.1
OG0014217	NP_071355.1	XP_038438438.1
OG0014218	NP_001310442.1	XP_038438463.1
OG0014219	XP_005247182.1, NP_000088.3	XP_038438485.1
OG0014220	NP_001007566.1	XP_038438596.1
OG0014221	NP_078824.2	XP_038438611.1
OG0014222	XP_024309412.1	XP_038438650.1
OG0014223	NP_065941.2, XP_006713779.1	XP_038438674.1
OG0014224	NP_057472.2	XP_038438679.1
OG0014225	NP_055244.3, XP_011510993.1	XP_038438680.1
OG0014226	NP_060864.1	XP_038438723.1
OG0014227	XP_011510749.1, NP_861445.4	XP_038438737.1
OG0014228	NP_001335834.1	XP_038438741.1
OG0014229	NP_054889.2	XP_038438749.1
OG0014230	NP_079422.1	XP_038438772.1
OG0014231	NP_776160.2, XP_047303627.1	XP_038438795.1
OG0014232	NP_065805.2, XP_006713777.1	XP_038438854.1
OG0014233	XP_047303357.1, NP_001093148.1	XP_038438886.1
OG0014234	NP_005326.3	XP_038438919.1
OG0014235	XP_024309300.1	XP_038438975.1
OG0014236	NP_001353264.1	XP_038438985.1
OG0014237	NP_065784.1	XP_038438994.1
OG0014238	NP_001350816.1	XP_038439008.1
OG0014239	XP_047303618.1, NP_689885.4	XP_038439062.1
OG0014240	NP_689744.3	XP_038439159.1
OG0014241	NP_060855.2	XP_038439161.1
OG0014242	NP_001354478.1	XP_038439165.1
OG0014243	XP_047304691.1, NP_001032.2	XP_038439206.1
OG0014244	NP_001004312.2, XP_016861790.1	XP_038439211.1
OG0014245	NP_060225.4	XP_038439269.1
OG0014246	NP_872438.2	XP_038439287.1
OG0014247	NP_001364165.1, NP_001364168.1	XP_038439312.1
OG0014248	XP_011512374.1	XP_038439317.1
OG0014249	NP_004292.1	XP_038439347.1
OG0014250	NP_852091.1	XP_038439387.1
OG0014251	NP_569713.2	XP_038439430.1
OG0014252	NP_004414.3	XP_038439449.1
OG0014253	NP_060828.2	XP_038439451.1
OG0014254	NP_002799.3	XP_038439459.1
OG0014255	NP_004357.3	XP_038439486.1
OG0014257	XP_016862926.1, NP_542383.1	XP_038439546.1
OG0014258	NP_060662.2, NP_001127890.1	XP_038439620.1
OG0014259	NP_848591.2	XP_038439636.1
OG0014260	NP_115655.2, XP_047305019.1	XP_038439651.1
OG0014261	NP_002259.1	XP_038439693.1
OG0014262	XP_011511447.2	XP_038439725.1
OG0014263	NP_079003.2	XP_038439779.1
