Orthogroup	Homo_sapiens	Myotis_lucifugus
OG0012707	NP_006169.2	XP_014314207.1
OG0012708	NP_787078.2	XP_006092259.1
OG0012709	NP_001398057.1	XP_014302899.1
OG0012710	NP_001350775.1	XP_006106152.1
OG0012711	XP_016879524.1	XP_023612727.1
OG0012712	NP_001015053.1	XP_023612625.1
OG0012713	XP_011522740.1, NP_694551.1	XP_006092346.2
OG0012714	NP_001129955.1	XP_006092355.1
OG0012715	NP_001073143.1	XP_006092360.1
OG0012716	NP_004932.1	XP_006092370.1, XP_006088588.1
OG0012717	NP_005431.1, XP_011523618.1	XP_006109804.3
OG0012719	NP_005524.2	XP_023612648.1, XP_006092383.1
OG0012720	NP_001149.2, NP_033720.2	XP_023612653.1
OG0012721	NP_115729.1	XP_006092406.1
OG0012722	XP_047291459.1, NP_835227.1	XP_006092411.1
OG0012723	NP_001356441.1	XP_006092427.2
OG0012724	NP_113609.1	XP_006092462.1
OG0012725	NP_003306.3	XP_023612693.1
OG0012726	NP_149124.3	XP_014314341.1
OG0012727	NP_001290203.1	XP_006092463.1
OG0012728	NP_001543.2	XP_006100885.2
OG0012729	NP_001352848.1	XP_006100882.1
OG0012730	NP_068370.1	XP_006100883.1
OG0012731	NP_002800.2	XP_006100873.1
OG0012732	NP_004765.2	XP_006100837.1
OG0012733	NP_001357137.2	XP_006100834.1
OG0012734	XP_005257702.1	XP_023620136.1
OG0012735	NP_001008777.2, XP_011523167.1	XP_006100828.1
OG0012736	NP_060218.1	XP_023620127.1
OG0012737	NP_001004334.3	XP_006099022.3
OG0012738	XP_047292928.1	XP_023618353.1
OG0012739	NP_001124390.1	XP_014319979.1
OG0012740	NP_008998.1	XP_014319992.1
OG0012741	XP_016880671.1	XP_006099014.1
OG0012742	XP_016879811.1	XP_006105324.2
OG0012743	NP_060979.2	XP_006105317.1
OG0012744	NP_060427.2	XP_014323689.1
OG0012745	NP_003777.2	XP_014323668.1
OG0012746	XP_005257825.1	XP_023599954.1
OG0012747	NP_005477.2	XP_006095637.1
OG0012748	XP_005257326.1	XP_006095641.1
OG0012749	NP_005073.2	XP_006095695.1
OG0012750	NP_008855.1	XP_023615391.1
OG0012751	XP_011522585.1, NP_001073908.2	XP_006095685.1
OG0012752	XP_006722064.1	XP_023615392.1
OG0012753	NP_060619.4	XP_006095692.1
OG0012754	NP_065799.2	XP_023612589.1
OG0012755	XP_011523588.1	XP_006092301.1
OG0012756	XP_005257746.1, NP_079111.1	XP_006092308.1
OG0012757	NP_036270.1	XP_023612607.1
OG0012758	NP_001392032.1	XP_023600979.1
OG0012759	NP_000449.1	XP_006104011.1
OG0012760	NP_689994.2	XP_023599175.1
OG0012761	NP_060566.2	XP_006101988.1
OG0012762	XP_047292309.1	XP_006099925.1
OG0012763	NP_115698.3	XP_023604133.1, XP_023599278.1
OG0012764	NP_056170.2	XP_023599270.1
OG0012765	NP_060898.2, XP_011523299.1	XP_006102122.1
OG0012766	XP_047292941.1	XP_006095565.1
OG0012767	NP_689677.1	XP_006095577.1
OG0012768	NP_542400.2	XP_006095581.1, XP_006108283.1
OG0012769	NP_149975.1	XP_006095584.1
OG0012770	NP_001275560.1	XP_023615251.1
OG0012771	NP_004286.2, XP_011523806.1	XP_006095596.2
OG0012772	NP_001028733.1	XP_006095600.1
OG0012773	XP_011522986.1	XP_023615320.1
OG0012774	NP_689558.4, XP_005257977.2	XP_023615260.1
OG0012775	XP_011523688.1	XP_014317095.1
OG0012776	NP_001269058.1	XP_023615290.1
OG0012777	NP_001186704.1, NP_001295.2	XP_023615262.1
OG0012778	XP_005258127.1	XP_006095619.1
OG0012779	NP_001376654.1	XP_006099263.1
OG0012780	NP_056536.2, XP_011522212.1	XP_006099260.1
OG0012782	NP_003576.2, XP_011533665.1	XP_023618603.1
OG0012783	NP_058431.2	XP_006099251.1
OG0012784	XP_011522403.1	XP_023618600.1
OG0012785	NP_060598.3	XP_006099229.1
OG0012786	NP_001091672.1	XP_023618601.1
OG0012787	XP_024306443.2	XP_006099224.1
OG0012788	NP_001397977.1	XP_023603134.1
OG0012789	NP_001245134.1	XP_006105205.1
OG0012790	NP_002552.2	XP_006105207.1
OG0012791	XP_047292114.1, NP_002549.1	XP_006107004.1
OG0012793	NP_056271.3	XP_014306907.2
OG0012797	NP_001167459.1	XP_006109555.1
OG0012798	NP_060087.3	XP_014305370.2
OG0012803	NP_060055.2	XP_006109346.3
OG0012804	NP_006257.1	XP_023601442.1
OG0012805	NP_005076.3	XP_023602499.1
OG0012806	NP_055100.2	XP_006105730.1
OG0012807	NP_055101.2	XP_006109769.1
OG0012808	NP_056169.1	XP_006103230.1
OG0012809	NP_057474.2	XP_023600208.1
OG0012810	XP_011516649.2, NP_004426.2	XP_006103214.1
OG0012811	NP_001304944.2	XP_023600245.1
OG0012812	NP_001362247.1	XP_023600264.1
OG0012813	NP_443076.2, XP_047280013.1	XP_006103204.1
OG0012814	XP_011516851.1	XP_006103203.1
OG0012815	NP_931045.1, XP_047278896.1	XP_006102136.1
OG0012816	NP_001002913.1	XP_014322926.2
OG0012817	NP_001382127.1	XP_014322940.1
OG0012818	NP_001397938.1	XP_006096293.1
OG0012819	NP_056450.2	XP_014317666.1
OG0012820	NP_005338.1	XP_006096310.1
OG0012821	NP_009140.1	XP_006096327.1
OG0012822	NP_005285.1, XP_005251990.1	XP_006096345.1
OG0012823	NP_055183.2	XP_014313401.1
OG0012824	NP_001381939.1	XP_006091177.2
OG0012825	NP_683695.1	XP_006093672.1
OG0012826	NP_008884.1	XP_006104601.1
OG0012827	NP_005859.1	XP_006085024.1
OG0012828	XP_016859240.1, NP_783862.2	XP_023617242.1
OG0012830	NP_055297.1	XP_006093042.1
OG0012831	NP_872342.2	XP_006093041.1
OG0012832	NP_006187.2	XP_006093026.1
OG0012833	NP_003300.1	XP_006089232.1
OG0012834	XP_016874236.1, NP_009155.1	XP_023613708.1
OG0012835	NP_001478.2	XP_006093747.1
OG0012836	NP_001171725.1	XP_023613712.1
OG0012837	XP_011536999.1	XP_006093696.1
OG0012838	NP_997227.1	XP_006093692.1
OG0012839	NP_001677.2	XP_006093683.1
OG0012840	NP_000937.1	XP_006093673.1
OG0012842	NP_005958.1	XP_006093660.1
OG0012843	XP_047284462.1	XP_006093648.1
OG0012844	NP_005403.2, NP_001159829.1	XP_006093657.1
OG0012845	NP_004981.2	XP_006093635.1
OG0012846	NP_001104740.2	XP_006093618.1
OG0012848	NP_000776.1	XP_014315376.1
OG0012849	NP_001166167.1	XP_023613790.1
OG0012850	NP_005721.3, XP_005268613.1	XP_006093593.1
OG0012851	XP_016874279.1, NP_700356.2	XP_023613716.1
OG0012852	NP_001239007.1	XP_023619997.1
OG0012853	NP_065751.1	XP_023620002.1
OG0012854	NP_065813.1	XP_006096909.1
OG0012855	NP_001287869.2	XP_014318218.1
OG0012856	NP_002067.1	XP_006096924.1
OG0012857	XP_016874587.1	XP_023617429.1
OG0012858	NP_006473.2	XP_023617424.1
OG0012859	NP_001341898.1	XP_014319083.1
OG0012860	NP_006521.1	XP_006095542.1
OG0012861	XP_011528981.1, NP_036456.1	XP_006106430.2
OG0012862	NP_005189.2	XP_006106432.1
OG0012863	NP_149977.2	XP_006106440.1
OG0012864	NP_443071.2	XP_006109637.1
OG0012865	XP_024307940.1, NP_001337246.1	XP_014306100.2
OG0012866	XP_016884211.2	XP_014305618.1
OG0012867	XP_047297161.1	XP_023604343.1
OG0012869	XP_047297270.1	XP_023601555.1
OG0012870	NP_683515.4	XP_006104597.1
OG0012871	NP_001336845.1	XP_014302338.1
OG0012872	NP_001009880.1, NP_056079.1	XP_023601556.1
OG0012873	NP_612424.1	XP_023604777.1
OG0012874	NP_115663.2	XP_023604798.1, XP_006108557.1
OG0012876	NP_055955.1	XP_023604830.1
OG0012877	NP_001265586.1	XP_006107642.2
OG0012878	NP_689826.2, XP_047297128.1	XP_023618021.1
OG0012880	NP_004590.2	XP_006098575.2
OG0012881	NP_065882.2	XP_014319630.1
OG0012882	NP_001155973.1	XP_023618013.1
OG0012883	NP_919307.1	XP_006105721.1
OG0012884	NP_001291493.1	XP_023602387.1
OG0012885	NP_055107.3	XP_023604140.1
OG0012886	XP_011528773.1	XP_023599556.1
OG0012887	NP_008872.1	XP_006102479.1
OG0012888	XP_011528179.1	XP_006102472.1
OG0012889	NP_077289.1	XP_023599564.1
OG0012890	NP_001275929.1	XP_006108987.2
OG0012891	XP_047297340.1	XP_006108551.1
OG0012892	NP_001171172.1	XP_006108227.1
OG0012893	NP_006069.1	XP_014303312.1
OG0012894	NP_055121.1	XP_014312886.1
OG0012895	NP_001317074.1	XP_006092788.1
OG0012896	NP_060552.4	XP_006092796.1, XP_023604817.1
OG0012897	NP_001138671.1	XP_023613020.1
OG0012898	NP_060883.1	XP_006084115.1
OG0012899	XP_005264059.1	XP_006085798.1
OG0012900	NP_001338473.1	XP_023607145.1
OG0012901	NP_872578.1	XP_023617848.1
OG0012902	NP_001381931.1	XP_014321610.1
OG0012903	NP_060016.3	XP_006102719.1
OG0012904	XP_016859799.2	XP_006097798.1
OG0012905	NP_056988.3	XP_023617240.1
OG0012906	XP_005263954.1	XP_023617237.1
OG0012907	NP_659431.5	XP_006102857.1
OG0012908	NP_008818.3	XP_006083538.1
OG0012909	NP_071881.1, XP_011531326.1	XP_006083475.1
OG0012910	NP_001411113.1, NP_001138523.1	XP_006083536.1
OG0012911	NP_001275880.1	XP_006083442.1
OG0012912	NP_002345.2	XP_023602743.1
OG0012913	NP_001393603.1	XP_006083438.2
OG0012914	XP_005264629.1	XP_006083437.1
OG0012915	NP_001008708.1	XP_006083414.2
OG0012916	NP_003119.2	XP_023602557.1
OG0012917	NP_689598.2	XP_014302730.1
OG0012918	NP_001352409.1	XP_014302680.1
OG0012919	XP_011531241.1	XP_023602425.1
OG0012920	NP_002899.1	XP_006083527.1
OG0012921	NP_001188472.1	XP_006083357.1
OG0012922	NP_006421.2	XP_006083356.1
OG0012923	NP_001341141.1	XP_023601756.1
OG0012924	NP_054900.2	XP_014303741.2
OG0012925	NP_003029.2	XP_014302205.2
OG0012926	NP_002389.1	XP_006093057.1
OG0012927	NP_612467.1	XP_006093050.1
OG0012928	NP_064528.1	XP_006093051.1
OG0012929	NP_775816.1	XP_023613214.1
OG0012930	NP_055726.4	XP_014314849.1
OG0012931	NP_006848.1	XP_014314871.1
OG0012932	NP_071505.2	XP_006093019.1
OG0012933	XP_047300645.1, NP_057381.3	XP_006093016.1
OG0012934	NP_653183.2	XP_006106829.1
OG0012935	NP_775738.3	XP_006108068.1
OG0012936	NP_997245.2, XP_005263980.1	XP_014318956.1
OG0012937	NP_002293.2	XP_006086622.1
OG0012938	NP_000146.2	XP_006098797.1
OG0012939	NP_598377.4, XP_047272832.1	XP_006081650.1
OG0012940	NP_065122.1	XP_023607938.1
OG0012941	NP_291027.3	XP_006085719.1, XP_006109915.3
OG0012942	XP_011532780.1, NP_891555.2	XP_014306324.1
OG0012943	NP_005101.1	XP_006102611.1
OG0012944	NP_001397758.1	XP_006102603.2
OG0012945	NP_942568.2, NP_055858.2	XP_006107792.2
OG0012946	NP_057259.2	XP_014323348.1
OG0012947	NP_000834.2	XP_023599120.1
OG0012948	XP_011541883.1	XP_006081206.1
OG0012949	XP_016865110.1	XP_006081203.1
OG0012950	XP_005271966.1	XP_006081181.1
OG0012951	NP_000934.1	XP_014309014.1
OG0012952	NP_005564.1	XP_006081140.1
OG0012953	NP_001157858.1	XP_023619526.1
OG0012954	XP_047273804.1	XP_006100208.1
OG0012955	NP_005723.2	XP_006100215.1
OG0012956	NP_001287720.1	XP_023619560.1
OG0012957	XP_011541731.1	XP_023607767.1
OG0012958	NP_542387.1	XP_006086652.1
OG0012959	NP_068817.1	XP_014309412.2
OG0012960	NP_001129058.1	XP_006086639.1
OG0012961	NP_001387330.1	XP_014309379.1
OG0012962	NP_004878.3	XP_006086626.1
OG0012963	NP_000349.1	XP_006086621.1
OG0012964	NP_059111.2	XP_014309364.1
OG0012965	NP_001372923.1	XP_006086612.1
OG0012966	NP_004652.2	XP_006086597.1
OG0012967	XP_011541790.1, NP_057688.3	XP_006086593.1
OG0012968	NP_001340926.1	XP_006100313.1
OG0012969	NP_001356387.1	XP_006090749.1
OG0012970	NP_001342476.1	XP_023614675.1
OG0012971	NP_060208.2	XP_023614674.1
OG0012972	XP_011516307.1	XP_023614686.1
OG0012973	NP_001317569.1	XP_006094862.1
OG0012974	NP_001382973.1	XP_006098182.1
OG0012975	NP_001026859.1	XP_006101297.2
OG0012976	NP_060695.2	XP_006098845.1
OG0012977	NP_001488.2	XP_006098844.2
OG0012978	NP_001305687.1	XP_014319857.1
OG0012979	NP_001356988.2	XP_006098825.1
OG0012980	NP_001268357.1	XP_006098809.1
OG0012981	NP_001397891.1	XP_006098815.2
OG0012982	NP_001171869.1	XP_023618188.1
OG0012983	NP_940975.2	XP_023618235.1
OG0012984	XP_047278737.1	XP_006109299.3, XP_006098861.1
OG0012985	NP_009057.1	XP_006098784.1
OG0012986	NP_004620.1	XP_006098782.1
OG0012987	NP_001037729.1	XP_006102771.1
OG0012988	NP_758516.1	XP_006102768.1
OG0012989	NP_001121699.1	XP_006102749.1
OG0012990	XP_047278750.1	XP_014323533.1
OG0012991	NP_057953.1	XP_006103287.1
OG0012992	NP_055105.2	XP_006096559.2
OG0012993	NP_001358586.1	XP_014317890.1
OG0012994	NP_005449.5, XP_016870820.1	XP_006096571.2
OG0012995	NP_775822.3	XP_023616098.1
OG0012996	NP_055866.1	XP_006096526.1
OG0012997	NP_001018126.1, XP_047279302.1	XP_006096521.1
OG0012998	NP_003443.2	XP_006088140.1
OG0012999	NP_000026.2	XP_023609092.1
OG0013000	NP_006678.1	XP_006088108.1
OG0013001	NP_699197.3	XP_014310685.1
OG0013002	XP_005251740.1	XP_006104976.2
OG0013003	NP_001304879.1	XP_023618808.1
OG0013004	XP_011516787.1, NP_001333819.1	XP_023618802.1
OG0013005	NP_001235.1	XP_006099422.1
OG0013006	XP_016870273.1, NP_002572.2	XP_006099430.2
OG0013007	NP_001362819.1	XP_014313371.1
OG0013009	NP_001304872.1	XP_006088153.1
OG0013010	XP_011512617.1, NP_001122.2	XP_006093311.1
OG0013011	NP_997293.2	XP_023611353.1
OG0013012	XP_016865905.1, NP_859528.1	XP_006093277.1
OG0013013	NP_001231367.1	XP_023606039.1
OG0013014	NP_001381570.1	XP_023601615.1
OG0013015	NP_667341.1, XP_054185734.1, NP_001138938.1, NP_001138939.1	XP_006104704.1
OG0013016	NP_067007.3	XP_006104682.1
OG0013017	NP_067000.1	XP_023601612.1
OG0013018	NP_008860.4	XP_023604239.1
OG0013019	XP_047274795.1, NP_002577.2	XP_006104442.1
OG0013020	XP_047275155.1	XP_006105523.1
OG0013021	NP_001014840.1	XP_023602278.1
OG0013022	XP_005249355.1, NP_077270.1	XP_006104774.1
OG0013023	NP_872354.1	XP_014322082.1
OG0013026	NP_006699.2	XP_006108973.2
OG0013027	NP_002053.3	XP_023601220.1
OG0013028	NP_001128577.1	XP_006108812.1
OG0013029	XP_005248961.1	XP_006107047.1
OG0013030	XP_006715102.3	XP_014301087.1
OG0013031	NP_001345459.1	XP_014301089.1
OG0013032	XP_011512591.1	XP_006107653.2
OG0013033	NP_004266.2	XP_023602078.1
OG0013034	XP_016866535.1	XP_014302925.1
OG0013035	XP_016867022.2	XP_014321462.1
OG0013036	NP_006434.1	XP_006100665.1
OG0013037	NP_055160.2	XP_006100667.1
OG0013038	NP_001012992.1	XP_006100644.1
OG0013039	NP_006493.1	XP_006100648.1
OG0013040	XP_016866410.1	XP_023619109.1
OG0013041	NP_001353298.1	XP_014315115.1
OG0013042	NP_060570.2	XP_006093294.1
OG0013043	XP_011513307.1	XP_014315101.1
OG0013044	XP_006715308.2	XP_023611352.1
OG0013045	XP_006715125.1, NP_055279.3	XP_006090768.1
OG0013046	NP_001026794.1	XP_006090779.1
OG0013047	NP_004273.1, XP_005249547.1	XP_006090781.1
OG0013048	XP_011533950.1	XP_023616419.1
OG0013049	NP_060838.3	XP_006089386.1
OG0013050	NP_055804.2	XP_023610084.1
OG0013051	NP_001153605.1	XP_023610078.1
OG0013052	NP_060103.2	XP_023610967.1
OG0013053	XP_054187850.1	XP_006090415.1
OG0013054	XP_011534540.1	XP_023610955.1
OG0013055	NP_002517.1	XP_006095434.1
OG0013056	NP_862820.1	XP_006095422.1
OG0013057	NP_002034.3	XP_006091854.1
OG0013058	NP_056138.1	XP_006095891.1
OG0013059	NP_115900.1	XP_006095899.1
OG0013060	XP_011534364.1	XP_006098068.1
OG0013061	NP_116119.2	XP_014319153.1
OG0013062	NP_055269.1	XP_006101752.1
OG0013063	NP_001104768.2	XP_006101744.1
OG0013064	XP_011533852.1	XP_006101763.1
OG0013066	NP_612417.1	XP_023605875.1
OG0013067	NP_060811.1	XP_006105960.2
OG0013068	NP_008937.1	XP_006106793.1
OG0013069	NP_001554.2	XP_023610080.1
OG0013070	NP_067633.2	XP_006095913.1
OG0013072	NP_001399948.1	XP_023604067.1
OG0013073	NP_783318.1	XP_023620566.1
OG0013074	NP_872412.3	XP_023600621.1
OG0013075	NP_689625.2	XP_006086370.1, XP_023607703.1
OG0013076	NP_054777.2, XP_011530198.1	XP_023600625.1
OG0013077	NP_997722.1	XP_023614422.1
OG0013078	NP_775820.2	XP_014302012.1, XP_006109081.1
OG0013079	NP_065748.1	XP_014320921.1
OG0013080	NP_060360.3	XP_023619392.1
OG0013081	NP_056483.3	XP_023619388.1
OG0013082	NP_056986.2	XP_023613563.1
OG0013083	NP_077721.2	XP_006093419.1
OG0013085	NP_612464.1, NP_001243028.1	XP_006093412.1
OG0013086	NP_110407.2	XP_006093410.1
OG0013087	NP_001185461.1	XP_023613548.1
OG0013088	NP_116258.2	XP_023606672.1
OG0013089	NP_937756.1	XP_006085372.1
OG0013090	NP_003747.1	XP_006085289.1
OG0013091	NP_002537.3	XP_006085298.2
OG0013092	NP_005319.1	XP_006085313.1
OG0013093	NP_060494.1	XP_006086387.1
OG0013094	NP_659400.3	XP_006086382.1
OG0013095	XP_005251168.1	XP_023607705.1
OG0013096	NP_004996.1	XP_006086372.1
OG0013097	XP_047277559.1	XP_023613542.1
OG0013100	NP_059140.1	XP_006106380.1
OG0013101	XP_047277972.1	XP_014304398.1
OG0013108	NP_079527.1	XP_006107362.1
OG0013109	XP_011511992.1, NP_938167.1	XP_006088525.1
OG0013110	NP_068746.2	XP_006088521.1
OG0013111	NP_775807.2	XP_023609377.1
OG0013112	XP_024309744.1	XP_006101344.1
OG0013113	NP_006578.2	XP_014322120.1
OG0013114	NP_997213.1, XP_016863273.1	XP_014322121.1
OG0013115	NP_001274684.1	XP_023601249.1
OG0013116	NP_573574.2	XP_006094025.1
OG0013117	NP_078868.1	XP_006094019.1
OG0013118	XP_011532676.1, NP_689614.2	XP_014315675.2
OG0013119	XP_047271950.1	XP_014315660.1
OG0013120	NP_001258647.1	XP_006093997.1
OG0013121	NP_000929.1	XP_014315652.1
OG0013122	NP_115689.1	XP_006109843.3
OG0013123	NP_060697.4, XP_016863848.1	XP_006095703.1
OG0013124	NP_001317627.1	XP_006103631.1
OG0013125	XP_011530549.1, NP_079019.3	XP_006103035.1
OG0013126	XP_047272056.1, NP_005411.1	XP_023600104.1
OG0013127	NP_149113.3	XP_006103030.1
OG0013128	NP_653247.1	XP_014316134.1
OG0013129	NP_000779.1	XP_006094466.1
OG0013130	NP_001287658.1	XP_023614417.1
OG0013131	NP_001257918.1, XP_011530119.1	XP_023614413.1
OG0013132	NP_001648.1	XP_006094436.1
OG0013133	NP_057171.2	XP_006098766.1
OG0013134	NP_000896.1	XP_006088858.2
OG0013135	NP_001010867.1, NP_001297256.1	XP_006100258.1
OG0013136	NP_003386.1, XP_011542573.1	XP_023619589.1
OG0013137	NP_001352629.1	XP_023609312.1
OG0013138	NP_037387.2	XP_006088398.1
OG0013139	XP_047277009.1	XP_006088409.1
OG0013140	NP_116231.2	XP_006088419.2
OG0013141	NP_001369145.1	XP_023609314.1
OG0013142	NP_001353051.1	XP_023609316.1
OG0013143	XP_047285908.1, NP_001185838.1	XP_006088440.1
OG0013144	XP_011514785.1	XP_014310988.1
OG0013145	NP_060547.2	XP_014304084.1
OG0013146	NP_055205.2	XP_006090550.1
OG0013147	XP_011514763.1, NP_071426.1	XP_023611093.1
OG0013148	NP_065102.1	XP_006090551.1
OG0013149	NP_001353039.1	XP_014312843.1
OG0013150	NP_001129474.1	XP_014304537.1
OG0013151	NP_003932.3	XP_023611103.1
OG0013152	NP_003121.1	XP_006099143.3
OG0013153	XP_011514879.1	XP_023606446.1
OG0013154	NP_149098.2	XP_014307854.1, XP_006108462.1
OG0013155	NP_061877.1	XP_023606553.1
OG0013156	XP_005268787.1	XP_023606554.1
OG0013157	NP_000457.1	XP_006085009.1
OG0013158	NP_057200.1	XP_023606436.1
OG0013159	NP_005213.3	XP_023606508.1
OG0013160	NP_612435.1	XP_023606524.1
OG0013161	NP_056019.1, XP_006715722.1	XP_014307935.1
OG0013162	NP_001129396.1, NP_001333902.1	XP_023604973.1
OG0013163	NP_001106177.1	XP_006085084.1
OG0013164	NP_005915.2	XP_006085102.2
OG0013165	NP_848512.1	XP_014307965.1
OG0013166	NP_001002926.1	XP_014307973.1
OG0013167	NP_003103.2	XP_023606550.1
OG0013168	NP_061189.2	XP_006088876.1
OG0013169	NP_115970.2	XP_006088871.1, XP_006093887.1
OG0013170	NP_001357372.1	XP_023609621.1
OG0013171	NP_061975.2	XP_006088827.1
OG0013172	NP_006726.1	XP_006088826.1
OG0013173	NP_005513.2, NP_705873.3	XP_006088831.1
OG0013174	NP_689953.1	XP_006088820.1
OG0013175	NP_001002010.2	XP_023606809.1
OG0013176	NP_001334970.1	XP_006085400.1
OG0013177	NP_001193409.1	XP_006085384.1
OG0013178	NP_061944.2	XP_023618166.1
OG0013179	NP_009033.1	XP_006087301.1
OG0013180	NP_597724.1	XP_006110203.1
OG0013181	NP_004566.2	XP_006081817.1
OG0013182	NP_001161719.1	XP_014310138.2
OG0013183	NP_001268885.1	XP_023614240.1
OG0013184	XP_011539114.1	XP_014319302.1
OG0013185	XP_005270689.1	XP_006087299.1
OG0013186	NP_001181936.1	XP_006107843.1
OG0013187	NP_055386.2, XP_005270802.1	XP_014320138.1
OG0013188	NP_057121.2	XP_006099189.1
OG0013189	NP_001106954.1, XP_005270567.1	XP_023618545.1
OG0013190	NP_078916.3	XP_006099198.1
OG0013191	NP_078976.2	XP_006099209.1
OG0013192	NP_000822.2	XP_023600287.1
OG0013193	NP_112570.2	XP_014315906.1
OG0013194	NP_001317422.1	XP_006094205.1
OG0013195	XP_016857829.1	XP_014315907.1
OG0013196	NP_060537.3	XP_023614244.1
OG0013197	NP_060295.1, XP_011539938.1	XP_006094224.1
OG0013198	NP_071394.2	XP_006094229.1
OG0013199	NP_001014839.1	XP_006094234.1
OG0013200	NP_079021.4	XP_014306544.2
OG0013201	NP_004790.2	XP_006087382.1
OG0013202	XP_047305587.1	XP_006087366.1
OG0013203	XP_011540610.1	XP_023608589.1
OG0013204	NP_078879.2	XP_006087350.1
OG0013205	NP_055589.1	XP_014310024.1
OG0013206	NP_001309184.1	XP_006087432.2
OG0013207	NP_001432.2	XP_014310011.1
OG0013208	NP_001136020.1	XP_023617702.1
OG0013209	XP_011539361.1	XP_023617651.1
OG0013210	NP_000365.3, XP_047285914.1	XP_006098241.1
OG0013211	NP_003729.3	XP_023617681.1
OG0013212	NP_001363415.1	XP_023617638.1
OG0013214	NP_055467.3	XP_023608447.1
OG0013215	NP_005364.1	XP_023608581.1
OG0013216	NP_060277.1	XP_006087517.1
OG0013217	NP_001025162.1	XP_014310185.1
OG0013218	XP_011535239.1	XP_014305245.1
OG0013219	NP_001140155.1	XP_023604209.1
OG0013220	XP_047286855.1, NP_009123.1	XP_006087459.1
OG0013221	NP_078961.3	XP_006084008.3
OG0013222	NP_056151.2	XP_006084100.1
OG0013223	NP_001019554.1	XP_023605521.1
OG0013224	NP_001129277.1	XP_023605523.1
OG0013225	NP_001138498.1	XP_023605527.1
OG0013226	NP_005584.2	XP_006084029.1
OG0013227	NP_078836.1, XP_047285505.1	XP_006084031.1
OG0013228	NP_115606.2	XP_006084042.2
OG0013229	NP_689801.1	XP_006084044.1
OG0013230	NP_005438.2	XP_006084050.1
OG0013231	NP_067052.2, NP_001316630.1	XP_006084186.1
OG0013232	NP_689648.2	XP_006084184.1
OG0013233	NP_002099.1	XP_006084183.1
OG0013234	NP_001354814.1	XP_023605588.1
OG0013235	NP_003267.1, XP_016875403.1	XP_006084173.1
OG0013236	NP_710154.1	XP_023605675.1
OG0013237	NP_071941.1	XP_006084161.1
OG0013238	NP_666018.3	XP_006084151.1
OG0013239	NP_055318.2	XP_006084150.1
OG0013240	XP_006719468.1	XP_023605637.1
OG0013241	NP_060840.2, XP_005269061.1	XP_023605586.1
OG0013242	NP_057137.1	XP_006084142.1
OG0013243	NP_004307.2	XP_006109980.1
OG0013245	NP_037452.1	XP_023605611.1
OG0013246	NP_071920.1, XP_005263235.1	XP_006081794.1
OG0013247	NP_001397779.1	XP_006081809.2
OG0013249	NP_612373.2	XP_006081822.1
OG0013250	NP_001336727.1	XP_023610854.1
OG0013251	NP_001345164.1	XP_014311594.1
OG0013252	NP_659416.1	XP_006081879.1
OG0013253	NP_005029.1	XP_006081911.1
OG0013254	NP_001353772.1	XP_014311842.1
OG0013255	NP_036596.3	XP_014311648.1
OG0013256	NP_001303892.1, NP_001720.1, XP_011530513.1	XP_014316092.1
OG0013257	NP_055534.2	XP_006108681.1
OG0013258	NP_005223.4	XP_006094814.1
OG0013259	NP_001073861.1	XP_023614633.1
OG0013260	NP_001350420.1	XP_014322151.1
OG0013261	NP_001078898.1	XP_023604187.1
OG0013262	NP_919047.2	XP_006088367.1
OG0013263	XP_047276976.1	XP_023609262.1
OG0013264	NP_995327.1, NP_001356626.1	XP_006088373.1
OG0013265	NP_001305121.1	XP_006088375.1
OG0013266	XP_047276274.1, NP_848658.3	XP_023609280.1
OG0013267	XP_047276814.1	XP_023605082.1, XP_023609310.1
OG0013268	XP_011513863.1	XP_014308594.2
OG0013270	XP_005249923.1	XP_023603240.1
OG0013271	NP_872353.2, NP_001289990.1	XP_006106764.1
OG0013272	XP_011513549.1, NP_056147.2	XP_006109845.2
OG0013273	NP_006546.1	XP_023603334.1
OG0013274	NP_114403.1	XP_006106854.1
OG0013275	XP_006716214.1	XP_023609580.1
OG0013276	NP_001182149.1, XP_011514003.1	XP_014311316.1
OG0013277	NP_036388.2	XP_014311317.1
OG0013278	NP_001381127.1	XP_023609555.1
OG0013279	NP_001291348.1	XP_014321857.1
OG0013280	NP_001135931.2	XP_023620332.1
OG0013281	NP_001003801.1	XP_006101059.1
OG0013282	NP_733751.2	XP_023599677.1
OG0013283	NP_001340295.1	XP_006103272.1
OG0013284	NP_002018.1	XP_014318370.1
OG0013285	NP_115786.1	XP_023616567.1
OG0013287	NP_075447.1	XP_014309114.1
OG0013288	NP_001167538.1	XP_006086308.1
OG0013289	XP_024303075.2	XP_006086304.1
OG0013290	NP_055277.1	XP_014309111.1
OG0013292	XP_016869335.1, NP_079063.2	XP_023607637.1
OG0013293	NP_000628.2, NP_001182031.1	XP_023607587.1
OG0013294	XP_016868469.1	XP_006086242.1
OG0013295	NP_001271168.1, NP_057211.4	XP_014309083.1
OG0013296	NP_065895.2	XP_023604164.1
OG0013297	NP_001007091.2	XP_006110052.2
OG0013298	NP_001349986.1	XP_014318667.2
OG0013299	NP_001359002.1, NP_006198.1	XP_023603958.1
OG0013300	NP_001339561.2	XP_023612900.1
OG0013301	NP_001382136.1	XP_023612946.1
