Orthogroup	Echinops_telfairi	Myotis_lucifugus
OG0014134	XP_004709542.1	XP_023613362.1
OG0014135	XP_004709458.2	XP_006093187.2
OG0014136	XP_004709459.1	XP_006105582.1
OG0014137	XP_004709550.1	XP_023602308.1
OG0014138	XP_030741636.1	XP_014308985.1
OG0014139	XP_012861826.3	XP_006086041.1
OG0014140	XP_004709564.1	XP_006086033.1
OG0014141	XP_004709486.1	XP_023607413.1
OG0014142	XP_004709487.1	XP_006086019.1
OG0014143	XP_045142351.1	XP_006085997.1
OG0014144	XP_004709492.2	XP_006085996.1
OG0014145	XP_030740372.2	XP_023607388.1
OG0014146	XP_004709499.1	XP_006085979.1
OG0014147	XP_045142426.1	XP_023607381.1
OG0014148	XP_004709513.2	XP_014308868.1
OG0014149	XP_030742787.1	XP_014315280.1
OG0014150	XP_012862552.2	XP_023613592.1
OG0014151	XP_004711991.1	XP_006107735.3
OG0014152	XP_045141729.1	XP_023620351.1
OG0014154	XP_004711994.4	XP_014321917.2
OG0014155	XP_004711999.1	XP_006101133.1
OG0014156	XP_004712001.1	XP_006105652.2
OG0014157	XP_045141753.1	XP_014302438.2
OG0014158	XP_004712070.1	XP_023608934.1
OG0014159	XP_030740179.1	XP_006087891.1
OG0014160	XP_004712084.1	XP_006087907.1
OG0014163	XP_045141605.1	XP_006087964.1
OG0014164	XP_045141606.1	XP_006087967.1
OG0014165	XP_004712795.1	XP_006108408.1
OG0014166	XP_004709539.1	XP_006093166.1
OG0014167	XP_004709552.1	XP_006086063.1
OG0014168	XP_045142458.1	XP_014308919.1
OG0014169	XP_004716357.1	XP_006093519.1
OG0014171	XP_045140791.1	XP_006107768.1
OG0014172	XP_004697358.1	XP_006100004.1
OG0014173	XP_004696943.1	XP_006104868.1
OG0014174	XP_004697333.2	XP_023601741.1
OG0014175	XP_045142179.1	XP_006090603.1
OG0014176	XP_004706482.1	XP_023614666.1
OG0014177	XP_004711373.1	XP_006093765.1
OG0014178	XP_004711361.1	XP_006097066.1
OG0014179	XP_004713165.1	XP_006105876.2
OG0014180	XP_004718041.1	XP_006105883.1
OG0014181	XP_045140396.1	XP_014322730.1
OG0014182	XP_012861375.1	XP_023599086.1
OG0014183	XP_004696992.1	XP_014322722.1
OG0014184	XP_030744543.2	XP_014322435.2
OG0014185	XP_045140820.1	XP_014301780.1
OG0014186	XP_045140695.1	XP_014303574.1
OG0014187	XP_030744694.1	XP_006103955.1
OG0014188	XP_004696964.1	XP_023600898.1
OG0014189	XP_045140553.1	XP_014303067.1
OG0014190	XP_004696956.1	XP_023619336.1
OG0014191	XP_004696955.1	XP_014320847.1
OG0014192	XP_004696949.2	XP_006099982.1
OG0014193	XP_045140529.1	XP_023619305.1
OG0014194	XP_004696941.1	XP_006104867.1
OG0014195	XP_045140351.1	XP_014302547.1
OG0014196	XP_004716002.1	XP_006105243.1
OG0014197	XP_045151777.1	XP_023602035.1
OG0014198	XP_045140160.1	XP_023602739.1
OG0014199	XP_012860320.1	XP_006109046.1
OG0014200	XP_004703370.1	XP_023603627.1
OG0014201	XP_004703517.1	XP_006101431.2
OG0014202	XP_004703512.1	XP_023616219.1
OG0014203	XP_004703355.1	XP_006096652.1
OG0014204	XP_004703503.2	XP_023618679.1
OG0014205	XP_045140262.1	XP_023614155.1
OG0014206	XP_004703340.1	XP_023619694.1
OG0014207	XP_004703498.1	XP_014321192.1
OG0014208	XP_004703478.1	XP_006109782.1
OG0014209	XP_045140274.1	XP_023606165.1
OG0014210	XP_012860308.1	XP_014307498.1
OG0014211	XP_012860282.1	XP_023606081.1
OG0014212	XP_045140071.1	XP_006084594.1
OG0014213	XP_045140283.1	XP_006106737.2
OG0014214	XP_045139952.1	XP_006103591.1
OG0014215	XP_004703259.1	XP_006103560.1
OG0014216	XP_004712355.1	XP_006091003.1
OG0014217	XP_045142196.1	XP_006090596.1
OG0014218	XP_004706500.1	XP_023617855.1
OG0014219	XP_004706574.1	XP_023614620.1
OG0014220	XP_045142066.1	XP_014319497.1
OG0014221	XP_004706518.1	XP_006094767.1
OG0014222	XP_004706443.1	XP_023610716.1
OG0014223	XP_004706446.1	XP_006090144.3
OG0014224	XP_004706522.1	XP_023610729.1
OG0014225	XP_045142084.1	XP_014312488.1
OG0014226	XP_045142136.1	XP_006094503.1
OG0014228	XP_030740300.1	XP_006094511.1
OG0014229	XP_045142096.1	XP_006094516.1
OG0014230	XP_045142122.1	XP_006094519.1
OG0014231	XP_045142088.1	XP_006096897.1
OG0014232	XP_045142094.1	XP_006091021.1
OG0014233	XP_004709854.1	XP_006090987.1
OG0014234	XP_045150201.1	XP_006090998.1
OG0014235	XP_045143442.1	XP_006092910.1
OG0014236	XP_045143514.1	XP_006092909.2
OG0014237	XP_045143455.1	XP_023613067.1
OG0014238	XP_045143458.1	XP_006092887.2
OG0014239	XP_012862602.1	XP_006092876.1
OG0014240	XP_045143464.1	XP_006084812.1
OG0014241	XP_012862606.1	XP_006084813.1
OG0014242	XP_045143438.1	XP_006084815.1
OG0014243	XP_004704162.1	XP_023609682.1
OG0014244	XP_004713520.1	XP_006084850.1
OG0014245	XP_045141222.1	XP_006081532.1
OG0014246	XP_045141082.1	XP_023608981.1
OG0014247	XP_012864043.1	XP_023607580.1
OG0014248	XP_012864042.2	XP_023607504.1
OG0014249	XP_004708658.1	XP_006084957.1
OG0014250	XP_004708671.1	XP_006084942.1
OG0014251	XP_004713512.1	XP_006084930.1
OG0014252	XP_045152352.1	XP_006084985.3
OG0014253	XP_004713501.1	XP_006084915.1
OG0014254	XP_004713494.1	XP_006084906.1
OG0014255	XP_045152392.1	XP_023606380.1
OG0014256	XP_004713530.1	XP_014307765.1
OG0014257	XP_004713481.2	XP_006084885.1
OG0014258	XP_004713517.1	XP_014307702.1
OG0014259	XP_004712350.1	XP_006084825.1
OG0014260	XP_045143467.1	XP_023606321.1
OG0014261	XP_045153602.1	XP_006102734.2
OG0014262	XP_045153603.1	XP_023609686.1
OG0014263	XP_004704294.2	XP_023609671.1
OG0014264	XP_045153604.1	XP_014311468.2
OG0014265	XP_030743513.1	XP_006088955.1
OG0014266	XP_004704142.1	XP_006088907.1
OG0014267	XP_045153606.1	XP_014311436.2
OG0014268	XP_045153516.1	XP_023609678.1
OG0014269	XP_004704135.1	XP_006088896.2
OG0014270	XP_004708640.1	XP_006088892.1
OG0014271	XP_004698478.2	XP_023607830.1
OG0014273	XP_030740645.2	XP_023618518.1
OG0014274	XP_045143307.1	XP_006099169.1
OG0014276	XP_004711713.1	XP_014314848.2
OG0014277	XP_004712248.1	XP_006092987.1
OG0014278	XP_004712277.1	XP_006092985.1
OG0014279	XP_004712249.2	XP_006092984.1
OG0014280	XP_004718136.2	XP_023612246.1
OG0014281	XP_030743030.2	XP_023603057.1
OG0014282	XP_004712533.1	XP_006106533.1
OG0014283	XP_012862659.1	XP_006107670.1
OG0014284	XP_004712534.1	XP_006106534.1
OG0014285	XP_030743038.2	XP_023602423.1
OG0014286	XP_045154634.1	XP_006105905.1
OG0014287	XP_004717458.2	XP_023601643.1
OG0014288	XP_030743214.1	XP_006109881.2
OG0014290	XP_045152387.1	XP_023599218.1
OG0014291	XP_004701516.1	XP_006083120.1
OG0014292	XP_004701533.1	XP_014322417.1
OG0014293	XP_045154496.1	XP_023599572.1
OG0014294	XP_045154757.1	XP_023599373.1
OG0014295	XP_045155390.1	XP_014301472.1
OG0014296	XP_045154009.1	XP_023601267.1
OG0014297	XP_004703842.1	XP_006083260.1
OG0014298	XP_045153973.1	XP_023601211.1
OG0014299	XP_045154579.1	XP_006083259.1
OG0014300	XP_004703967.2	XP_006083242.3
OG0014301	XP_045153928.1	XP_023601076.1
OG0014302	XP_045155497.1	XP_023599326.1
OG0014303	XP_012860404.1	XP_023599304.1
OG0014304	XP_004703817.1	XP_023610527.1
OG0014305	XP_004703818.1, XP_045155077.1	XP_023600960.1
OG0014306	XP_045153892.1	XP_023600778.1
OG0014307	XP_045154975.1	XP_023599285.1
OG0014308	XP_004703807.1	XP_006083212.1
OG0014309	XP_004703806.1	XP_006083211.2, XP_023600754.1
OG0014310	XP_004703951.1	XP_023600706.1
OG0014311	XP_045153835.1	XP_023599263.1
OG0014312	XP_004703944.1	XP_023600506.1
OG0014313	XP_004701494.1	XP_006083156.3
OG0014314	XP_004701508.1	XP_006083140.1
OG0014315	XP_004701515.1	XP_006110218.1
OG0014316	XP_030743092.1	XP_006083110.1
OG0014317	XP_045153327.1	XP_006083104.1
OG0014318	XP_004701528.1	XP_023599437.1
OG0014319	XP_045152048.1	XP_006083090.1
OG0014320	XP_030743251.1	XP_023617887.1
OG0014321	XP_012859765.3	XP_023618879.1
OG0014322	XP_012859792.1	XP_014317992.1
OG0014323	XP_004701546.1	XP_023617881.1
OG0014324	XP_045151601.1	XP_014319524.2
OG0014325	XP_045150868.1	XP_006082419.2
OG0014326	XP_004701566.1	XP_006082428.1
OG0014327	XP_004701567.1	XP_014306505.2, XP_006082430.1
OG0014328	XP_004701578.1	XP_006082437.1
OG0014329	XP_012859767.2	XP_006082442.1
OG0014330	XP_004701594.1	XP_006082477.1
OG0014331	XP_045151459.1	XP_006082483.2
OG0014332	XP_004701596.2	XP_023616129.1
OG0014333	XP_045152610.1	XP_023618977.1
OG0014334	XP_004701623.1	XP_006082510.1
OG0014335	XP_045152683.1	XP_014317612.1
OG0014336	XP_045152704.1	XP_014317721.1
OG0014337	XP_045153082.1	XP_023616578.1
OG0014338	XP_045151418.1	XP_006082540.1
OG0014339	XP_030743372.1	XP_006082549.1
OG0014340	XP_004701648.2	XP_006082550.1
OG0014341	XP_004701659.1	XP_006082571.1
OG0014343	XP_012859808.1	XP_006082578.1
OG0014344	XP_012859871.2	XP_023619110.1
OG0014345	XP_004701854.1	XP_023619129.1
OG0014346	XP_004701855.2	XP_006082594.3
OG0014347	XP_004701676.1	XP_023617156.1
OG0014348	XP_004701859.1	XP_014318444.1
OG0014349	XP_045150613.1	XP_023619177.1
OG0014350	XP_004701698.1	XP_006082637.1
OG0014351	XP_004701702.1	XP_006082640.1
OG0014352	XP_030743049.2	XP_023617598.1
OG0014353	XP_012859814.1	XP_006082642.1
OG0014356	XP_004701846.1	XP_023619093.1
OG0014357	XP_004706714.1	XP_006103254.1
OG0014358	XP_004716620.2	XP_014301157.1
OG0014359	XP_045154305.1	XP_023616466.1
OG0014360	XP_045154123.1	XP_006094887.1
OG0014361	XP_012859387.2	XP_014316398.1
OG0014362	XP_004700177.3	XP_023614764.1
OG0014363	XP_004706706.1	XP_006102848.1
OG0014364	XP_004706838.1	XP_006094386.1
OG0014365	XP_045154075.1	XP_023614362.1
OG0014366	XP_004699966.2	XP_023600853.1
OG0014368	XP_012861161.1	XP_006103835.1, XP_023600770.1
OG0014370	XP_004706831.1	XP_006103845.2
OG0014372	XP_004716594.1	XP_023600362.1
OG0014373	XP_045154375.1	XP_014301167.1
OG0014375	XP_012863739.2	XP_023616480.1
OG0014376	XP_004714864.2	XP_023616464.1
OG0014377	XP_045154120.1	XP_006094879.1
OG0014378	XP_045154136.1	XP_006103924.1
OG0014380	XP_004715492.1	XP_006082904.1
OG0014381	XP_045152924.1	XP_006083044.1, XP_006083043.1, XP_014308582.1
OG0014382	XP_004697735.2	XP_006085269.1
OG0014383	XP_004713452.1	XP_006082108.1
OG0014384	XP_004710090.1	XP_006082325.1
OG0014385	XP_004715678.1	XP_006087862.1
OG0014386	XP_030744884.1	XP_006087725.1
OG0014391	XP_045146620.1	XP_023605165.1, XP_006109571.3
OG0014392	XP_004710075.1	XP_006088686.1
OG0014393	XP_004710016.1	XP_006088659.1
OG0014394	XP_045146718.1	XP_006088641.1
OG0014395	XP_004710001.1	XP_023609510.1
OG0014396	XP_045146711.1	XP_006088629.1
OG0014397	XP_045146679.1	XP_023609508.1
OG0014398	XP_004709992.1	XP_006088613.1
OG0014399	XP_004710055.1	XP_023609504.1
OG0014400	XP_045146610.1	XP_023609450.1
OG0014401	XP_045146708.1	XP_014311141.1
OG0014402	XP_004709973.1	XP_006085678.2
OG0014403	XP_004709971.1	XP_006085687.1
OG0014404	XP_045146681.1	XP_006085689.1
OG0014405	XP_045146648.1	XP_006085704.1
OG0014406	XP_012863928.1	XP_014318336.1
OG0014407	XP_045145343.1	XP_006090615.1
OG0014408	XP_045145336.1	XP_023611145.1
OG0014409	XP_004713247.2	XP_023616712.1
OG0014411	XP_004713275.1	XP_006097212.1
OG0014412	XP_045144237.1	XP_023616687.1
OG0014413	XP_045144221.1	XP_014318480.1
OG0014414	XP_004713228.1	XP_006097230.1
OG0014415	XP_004713210.1	XP_014318490.1
OG0014416	XP_045144231.1	XP_006097257.1
OG0014417	XP_004713266.1	XP_023616720.1
OG0014418	XP_012862806.1	XP_006096180.1
OG0014419	XP_004713184.1	XP_006096191.1
OG0014420	XP_030743567.1	XP_014321968.1
OG0014421	XP_030743571.2	XP_006082909.2
OG0014422	XP_004715496.1	XP_006082997.1
OG0014423	XP_004716728.1	XP_023620147.1
OG0014424	XP_045146156.1	XP_006082919.1
OG0014425	XP_012863540.2	XP_006083001.1
OG0014426	XP_004715967.1	XP_006083011.1
OG0014427	XP_004715956.2	XP_006082894.1
OG0014428	XP_030743442.2	XP_006082890.1
OG0014429	XP_004714186.2	XP_006082871.1
OG0014430	XP_004714203.1	XP_006097055.1
OG0014431	XP_045146537.1	XP_006084751.1
OG0014432	XP_004717786.1	XP_006082344.1
OG0014433	XP_045154530.1	XP_023612688.1
OG0014434	XP_004710103.1	XP_006082298.1
OG0014435	XP_045154499.1	XP_006082271.1
OG0014436	XP_045154487.1	XP_006082266.1
OG0014437	XP_004710142.1	XP_006082261.1
OG0014438	XP_045154492.1	XP_014314581.1
OG0014439	XP_012861982.2	XP_006082234.1
OG0014440	XP_004710129.2	XP_023614162.1
OG0014441	XP_004710121.1	XP_006082222.2
OG0014442	XP_004713099.1	XP_006082390.1
OG0014443	XP_004713103.2	XP_006082215.1
OG0014444	XP_004713116.1	XP_006082194.1
OG0014445	XP_012864106.2	XP_014314016.1
OG0014447	XP_045144274.1	XP_006082102.1
OG0014448	XP_004713422.1	XP_006082095.1
OG0014449	XP_004715657.2	XP_006087813.1
OG0014450	XP_004717634.1	XP_006087757.1
OG0014451	XP_045141418.1	XP_006087743.1
OG0014452	XP_004717616.1	XP_023608786.1
OG0014453	XP_045141435.1	XP_014310364.1
OG0014454	XP_045146506.1	XP_023606223.1
OG0014456	XP_045147932.1, XP_004704577.1	XP_006087069.1
OG0014457	XP_045144287.1	XP_006082150.1
OG0014458	XP_004700208.1	XP_023600857.1
OG0014459	XP_004701502.1	XP_023600404.1, XP_023600395.1, XP_023600398.1
OG0014460	XP_004703697.2	XP_023605642.1
OG0014461	XP_004706704.1	XP_006081251.1
OG0014462	XP_004707062.1	XP_023612509.1
OG0014464	XP_004711549.1	XP_006091635.1
OG0014465	XP_004712661.1	XP_006105704.1
OG0014466	XP_004712665.2	XP_006105706.1
OG0014467	XP_004712722.1	XP_006087534.1
OG0014468	XP_004716321.1	XP_023605232.1, XP_006106912.1
OG0014469	XP_004717161.1	XP_006094709.1
OG0014471	XP_004717685.1	XP_014320657.1
OG0014475	XP_030740336.2	XP_014305101.2, XP_006107766.2
OG0014476	XP_045151929.1	XP_014307128.1
OG0014477	XP_030744406.1	XP_023600577.1
OG0014478	XP_045140308.1	XP_023604776.1
OG0014479	XP_045140987.1	XP_006101230.1
OG0014480	XP_045142721.1	XP_023604861.1
OG0014481	XP_045146905.1	XP_006089688.1, XP_006109144.1
OG0014483	XP_045149577.1	XP_023602771.1
OG0014484	XP_045150711.1	XP_023600657.1
OG0014484	XP_045150845.1	XP_023600663.1
OG0014485	XP_045154274.1	XP_014316651.1
OG0014486	XP_045155612.1	XP_023600515.1
OG0014509	XP_004711937.1	XP_006098866.1
OG0014510	XP_004712250.1	XP_014314819.1
OG0014511	XP_004704460.2	XP_006086980.1
OG0014512	XP_004709384.1	XP_006109876.2
OG0014513	XP_004713426.1	XP_023612214.1
OG0014514	XP_045140404.1	XP_014302848.1
OG0014515	XP_004714619.1	XP_006083016.1
OG0014516	XP_004704775.1	XP_006096047.1
OG0014517	XP_004699379.1	XP_006086158.1
OG0014519	XP_004717790.1	XP_006097052.1
OG0014520	NP_001268234.1	XP_006082035.1
OG0014522	XP_030741687.1	XP_006093883.1
OG0014523	XP_045144750.1	XP_006088797.1
OG0014525	XP_004700854.1	XP_006097942.1
OG0014526	XP_045141544.1, XP_004717611.1	XP_006087714.1
OG0014527	XP_004702721.1	XP_006085025.1
OG0014528	XP_045145753.1	XP_006086751.1
OG0014530	XP_004711752.1	XP_014302387.1
OG0014531	XP_004711990.1	XP_006093432.1
OG0014532	XP_045153891.1	XP_006099666.1
OG0014533	XP_004696818.1	XP_006089124.1
OG0014534	XP_004705436.2	XP_006094067.1
OG0014535	XP_004711900.1	XP_014312707.1
OG0014536	XP_004698789.1	XP_006087010.1
OG0014537	XP_004709194.1	XP_006103504.2
OG0014540	XP_004712525.1	XP_006109849.1
OG0014541	XP_004717004.1	XP_006097989.1
OG0014542	XP_004702435.1	XP_006083873.1
OG0014543	XP_004704995.1	XP_023617667.1
OG0014544	XP_004703264.1	XP_006103589.1
OG0014545	XP_004699657.1	XP_006086199.2
OG0014546	XP_030743359.2	XP_023620813.1
OG0014548	XP_004706360.1	XP_006093324.1
OG0014549	XP_004696373.1	XP_006089390.1
OG0014550	XP_004710439.1	XP_006107289.1
OG0014551	XP_004717129.1	XP_006105629.1
OG0014552	XP_004709242.1	XP_006099785.1
OG0014553	XP_004711748.1	XP_023601594.1
OG0014554	XP_004717102.1	XP_006094703.1
OG0014555	XP_045144861.1	XP_006088455.3
OG0014558	XP_004701798.2	XP_023618905.1
OG0014563	XP_004696782.1	XP_006104539.1
OG0014565	XP_045152631.1	XP_006099122.3
OG0014567	XP_004703079.1	XP_006087213.1
OG0014568	XP_004696961.1	XP_014301729.1
OG0014569	XP_004706967.1	XP_023615259.1
OG0014570	XP_045144836.1	XP_023609579.1
OG0014571	XP_004717530.1	XP_006094596.1
OG0014573	XP_004709328.1	XP_006107074.1
OG0014574	XP_004697605.1	XP_023607698.1
OG0014575	XP_004701992.1	XP_014315607.2
OG0014576	XP_045155221.1	XP_006106409.1
OG0014578	XP_004707796.1	XP_014303489.1
OG0014579	XP_004704353.1	XP_006086978.1
OG0014580	XP_045146607.1	XP_023607123.1
OG0014582	XP_045143008.1	XP_023604193.1
OG0014583	XP_012863787.1	XP_023601793.1
OG0014584	XP_004718123.2	XP_014304416.1
OG0014585	XP_045150474.1	XP_014304449.1
OG0014586	XP_004713338.1	XP_006103186.1
OG0014587	NP_001277387.1	NP_001288560.1
OG0014588	XP_004707176.1	XP_006100844.1
OG0014589	XP_012859583.3	XP_014305544.1
OG0014590	XP_012859180.2	XP_006091062.1
OG0014591	XP_004697542.1	XP_006107128.1
OG0014592	XP_004709781.1	XP_023600824.1
OG0014593	XP_004714075.1	XP_006094824.1
OG0014594	XP_004698473.1	XP_006095451.1
OG0014595	XP_004703726.2	XP_006081615.1
OG0014596	XP_004710798.1	XP_014302229.2
OG0014597	XP_004704973.2	XP_023608458.1
OG0014598	XP_030740867.1	XP_006109934.2
OG0014599	XP_030742741.1	XP_006093288.1
OG0014600	XP_004711663.1	XP_006094843.1
OG0014601	XP_004712291.2	XP_023613070.1
OG0014602	XP_004702626.1	XP_006100240.1
OG0014605	XP_004710135.1	XP_006082245.1
OG0014606	XP_004714052.1	XP_023614635.1
OG0014607	XP_045149119.1	XP_006092937.2
OG0014608	XP_004717200.1	XP_006095477.1
OG0014609	XP_004700047.1	XP_006103045.1
OG0014610	XP_004704981.1	XP_006087300.1
OG0014613	XP_012860311.2	XP_023619687.1
OG0014614	XP_004696615.2	XP_023613456.1, XP_023613455.1
OG0014615	XP_004712416.1	XP_006098850.1
OG0014616	XP_012862230.1	XP_006094349.1
OG0014617	XP_004707244.1	XP_006092404.1
OG0014620	XP_004705482.1	XP_014305258.2
OG0014621	XP_004716520.1	XP_006096332.1
OG0014622	XP_004715203.1	XP_006098330.1
OG0014623	XP_004696183.1	XP_006081964.1
OG0014624	XP_004713692.1	XP_006106939.1
OG0014625	XP_004698261.1	XP_006089614.2
OG0014626	XP_030743325.2	XP_006099082.1
OG0014627	XP_045155797.1	XP_006109294.1
OG0014628	XP_012859936.1	XP_006106065.1
OG0014629	XP_004716062.1	XP_006093794.1
OG0014631	XP_045143002.1	XP_006099910.1
OG0014632	XP_004704640.1	XP_006091215.1
OG0014634	XP_004706804.1	XP_014320604.1
OG0014635	XP_004698639.1	XP_014321114.1
OG0014636	XP_004698958.1	XP_006100118.1
OG0014637	NP_001276970.1	XP_006109939.1
OG0014638	XP_004708794.1	XP_006081912.1
OG0014639	XP_030744340.1	XP_023617238.1
OG0014640	XP_004710431.1	XP_023604248.1
OG0014642	XP_004700606.1	XP_006093693.1
OG0014643	XP_004697452.1	XP_006086362.1
OG0014644	XP_004717444.1	XP_023615710.1
OG0014645	XP_045147555.1	XP_006096683.1
OG0014647	XP_045148127.1	XP_014315412.1
OG0014649	XP_004714462.1	XP_023620423.1
OG0014650	XP_004698687.1	XP_006096104.1
OG0014651	XP_004711414.1	XP_006095755.1
OG0014652	XP_004711508.3	XP_006095767.1
OG0014653	XP_004711417.1	XP_006095750.1
OG0014654	XP_012861312.1	XP_014316530.1
OG0014656	XP_045142342.1	XP_023606761.1
OG0014659	XP_004715598.1	XP_006099750.1
OG0014660	XP_004717180.1	XP_023614575.1
OG0014661	XP_004717181.1	XP_006094637.1
OG0014662	XP_004714785.1	XP_006096996.1
OG0014663	XP_004717567.1	XP_006094671.1
OG0014664	XP_045146480.1	XP_014316178.1
OG0014665	XP_004717573.1	XP_006094666.1
OG0014669	XP_004704762.1	XP_014305027.1
OG0014671	XP_004704002.1	XP_006104509.1
OG0014672	XP_004702037.2	XP_006084488.1
OG0014673	XP_004714647.1	XP_006103003.1
OG0014675	XP_004710424.1	XP_023599339.1
OG0014676	XP_045152210.1	XP_023616941.1
OG0014677	XP_045152077.1	XP_023616943.1
OG0014678	XP_004715990.1	XP_006090857.1
OG0014679	XP_012860217.1	XP_014309944.1
OG0014680	XP_045152004.1	XP_014309917.1
OG0014681	XP_004703063.1	XP_014309882.1
OG0014682	XP_004703164.3	XP_014321832.1
OG0014683	XP_004703052.2	XP_006085255.1
OG0014684	XP_004702038.1	XP_006084512.1
OG0014685	XP_004702214.2	XP_023606008.1
OG0014686	XP_045150657.1	XP_023605974.1
OG0014687	XP_045150528.1	XP_006084489.1
OG0014688	XP_030742709.2	XP_014307358.1
OG0014689	XP_004702029.1	XP_014307456.1
OG0014690	XP_004702025.1	XP_006084465.1
OG0014691	XP_045150516.1	XP_014307447.1
OG0014692	XP_045150431.1	XP_014307303.2
OG0014694	XP_004702176.1	XP_006103668.1
OG0014695	XP_004702002.1	XP_023613984.1
OG0014696	XP_030742699.1	XP_023613950.1
OG0014697	XP_004701991.1	XP_006093938.1
OG0014698	XP_004702258.1	XP_006089239.1
OG0014699	XP_004702071.2	XP_006089237.1
OG0014700	XP_045150234.1	XP_023609973.1
OG0014701	XP_012859941.2	XP_006089269.1
OG0014702	XP_045150559.1	XP_006089282.2
OG0014703	XP_045150282.1	XP_014311741.1
OG0014704	XP_030742590.1	XP_023614920.1
OG0014706	XP_030743767.1	XP_006105650.1
OG0014707	XP_045144395.1	XP_023608174.1
OG0014708	XP_045144462.1	XP_014309628.1
OG0014709	XP_004713868.1	XP_023608114.1
OG0014710	XP_004714604.1	XP_006104351.1
OG0014711	XP_004714515.1	XP_006094186.1
OG0014712	XP_004713977.2	XP_014304166.1
OG0014713	XP_004717791.1	XP_014323057.1
OG0014714	XP_030742251.1	XP_006103444.1
OG0014721	XP_004715739.1	XP_023603752.1
OG0014724	XP_012863442.1	XP_006088700.1, XP_023615395.1
OG0014726	XP_004715476.2	XP_014321846.1
OG0014730	XP_045148567.1	XP_014305315.1
OG0014732	XP_045148575.1	XP_006108882.1, XP_006109173.2
OG0014733	XP_045148578.1	XP_006107051.1
OG0014734	XP_004710472.1	XP_014304438.1
OG0014736	XP_045148718.1	XP_006106970.1
OG0014738	XP_004710456.1	XP_023602639.1
OG0014742	XP_045148597.1	XP_006108851.2
OG0014743	XP_004717978.1	XP_023605257.1
OG0014744	XP_004710447.1	XP_014306315.1
OG0014745	XP_045148604.1	XP_023603023.1
OG0014746	XP_012862072.2	XP_023603025.1
OG0014747	XP_045148608.1	XP_023604919.1
OG0014748	XP_045148614.1	XP_006106199.1
OG0014749	XP_045148628.1	XP_014301481.1
OG0014751	XP_004710409.1	XP_006102705.1
OG0014752	XP_004710393.1	XP_014318130.1
OG0014753	XP_004710553.1	XP_006096785.1
OG0014754	XP_004710381.1	XP_006096781.1
OG0014755	XP_004710377.1	XP_014318120.1
OG0014756	XP_045148520.1	XP_006096743.1
OG0014757	XP_004715819.1	XP_006096746.1
OG0014758	XP_004715825.1	XP_014318084.1
OG0014759	XP_045148810.1	XP_006098669.1
OG0014760	XP_004715871.1	XP_006098690.1
OG0014761	XP_045148969.1	XP_014319732.1
OG0014762	XP_045148847.1	XP_023618122.1
OG0014764	XP_004715850.1	XP_006098731.1
OG0014765	XP_045148413.1	XP_023603987.1
OG0014766	XP_004715882.1	XP_006096031.1
OG0014767	XP_004704971.1	XP_006096038.1
OG0014768	XP_012860656.1	XP_023615661.1
OG0014769	XP_004697123.1	XP_006086454.2
OG0014771	XP_004710945.1	XP_006094337.1
OG0014772	XP_004712673.1	XP_023609320.1
OG0014773	XP_004696755.1	XP_006086458.1
OG0014774	XP_004705193.1	XP_014315704.2
OG0014776	XP_004716157.1	XP_014322866.1
OG0014777	XP_004712694.1	XP_023613852.1
OG0014778	XP_004712697.2	XP_006098281.1
OG0014779	XP_045141577.1	XP_006098916.1
OG0014780	XP_045141573.1	XP_023607260.1
OG0014782	XP_045141550.1	XP_023614161.1
OG0014783	XP_045141519.1	XP_006088468.1
OG0014784	XP_045141525.1	XP_023609365.1
OG0014785	XP_004702358.1	XP_006088494.1
OG0014786	XP_045145941.1	XP_023609368.1
OG0014787	XP_004697077.1	XP_006109836.1
OG0014788	XP_045140729.1	XP_006086576.1
OG0014789	XP_004696728.1	XP_023607930.1
OG0014790	XP_004696730.1	XP_006086540.1
OG0014791	XP_004697091.1	XP_006109697.1
OG0014792	XP_004696738.1	XP_006086498.1
OG0014793	XP_004696753.1	XP_006086461.1
OG0014794	XP_004696754.2	XP_006086460.1
OG0014795	XP_004703672.1	XP_006105681.1
OG0014796	XP_004703674.1	XP_006105688.1
OG0014797	XP_004703658.1	XP_006107491.1
OG0014798	XP_004703654.1	XP_023603353.1
OG0014799	XP_004703643.1	XP_006081487.2
OG0014800	XP_004703641.1	XP_006081480.1
OG0014801	XP_045141046.1	XP_006081479.1
OG0014802	XP_004703635.1	XP_006081626.1
OG0014803	XP_045141061.1	XP_023607198.1
OG0014804	XP_045141076.1	XP_006081440.2
OG0014805	XP_004704694.1	XP_006099272.1
OG0014806	XP_004704695.1	XP_006108915.1
OG0014807	XP_004704696.1	XP_006109367.3
OG0014809	XP_004704720.1	XP_006103119.2
OG0014810	XP_045149541.1	XP_023600168.1
OG0014811	XP_045149742.1	XP_014303497.2
OG0014812	XP_004704743.1	XP_006107361.1
OG0014813	XP_004704747.1	XP_023604384.1
OG0014814	XP_004704755.1	XP_023602252.1
OG0014815	XP_045154672.1	XP_006094265.3
OG0014816	XP_045154992.1	XP_006094277.1
OG0014817	XP_004705058.1	XP_006094283.1
OG0014818	XP_045155206.1	XP_006094305.1
OG0014820	XP_030743855.2	XP_006094313.1
OG0014821	XP_004705075.1	XP_006094316.1
OG0014822	XP_004705086.1	XP_023599995.1
