Orthogroup	Echinops_telfairi	Microcebus_murinus
OG0013074	XP_045140280.1	XP_012616422.1
OG0013075	XP_004697712.4	XP_012613519.1
OG0013076	XP_012861028.1	XP_020139820.1
OG0013077	XP_004703420.2	XP_012641357.1
OG0013078	XP_004697760.1	XP_012617447.1
OG0013079	XP_004697519.1	XP_012617454.1
OG0013080	XP_004697754.1	XP_012617463.1
OG0013081	XP_012862323.2	XP_012617472.1
OG0013082	XP_045143141.1	XP_012639772.1
OG0013083	XP_004697508.1	XP_012639770.1
OG0013084	XP_030740612.1	XP_012639764.1
OG0013085	XP_045143126.1	XP_012639691.1
OG0013086	XP_004697504.1	XP_012639760.1
OG0013087	XP_045143074.1	XP_012639694.1
OG0013088	XP_004697734.1	XP_012641763.1
OG0013089	XP_045141957.1	XP_012637311.1
OG0013090	XP_045144111.1, XP_012862102.1	XP_012606587.1
OG0013091	XP_012862074.1	XP_012609269.1
OG0013092	XP_004697466.1	XP_012598796.1
OG0013093	XP_004697718.1	XP_012598791.1
OG0013094	XP_004697458.1	XP_012598778.1
OG0013095	XP_045142959.1	XP_020144599.1
OG0013096	XP_004697454.1	XP_012643683.1
OG0013097	XP_004697446.2	XP_012640868.1
OG0013098	XP_045142862.1	XP_012591407.1
OG0013099	XP_004697436.1	XP_012591398.2
OG0013100	XP_004697437.1	XP_020144639.1
OG0013101	XP_045152467.1	XP_020144640.1
OG0013102	XP_004697692.4	XP_012607210.1
OG0013103	XP_045153948.1	XP_012608355.1
OG0013104	XP_045142744.1	XP_012615578.1
OG0013105	XP_045142730.1	XP_012615755.1
OG0013106	XP_045143928.1	XP_012615538.1
OG0013107	XP_004697654.1	XP_012615725.1
OG0013108	XP_004697402.1	XP_012615474.1
OG0013109	XP_004703201.2	XP_020139824.1
OG0013110	XP_012860307.2	XP_012598503.2
OG0013111	XP_004706325.1	XP_012598497.1
OG0013113	XP_045139991.1	XP_020140217.1
OG0013115	XP_004706339.1	XP_012624207.1
OG0013116	XP_004706384.1	XP_012617233.2
OG0013117	XP_004706387.2	XP_020140874.1
OG0013118	XP_045139996.1	XP_012613735.1
OG0013119	XP_045140227.1	XP_012613687.1
OG0013121	XP_004706351.1	XP_020140871.1
OG0013123	XP_045140023.1	XP_020139831.1
OG0013124	XP_030744371.1	XP_012616431.1
OG0013125	XP_012860293.1	XP_012641403.1
OG0013126	XP_045140194.1	XP_012641397.1
OG0013127	XP_004703416.1	XP_012641391.1
OG0013128	XP_004703237.1	XP_012641388.1
OG0013129	XP_004703243.1	XP_012641380.1
OG0013130	XP_004703249.1	XP_012600426.1
OG0013131	XP_045140293.1	XP_012600731.1
OG0013132	XP_004703434.1	XP_012600227.1
OG0013133	XP_004707830.1	XP_012612768.1
OG0013134	XP_012860128.1	XP_012628779.1
OG0013136	XP_004696934.1	XP_012634046.1
OG0013137	XP_045144857.1	XP_012595208.1
OG0013138	XP_045144711.1	XP_012595184.1
OG0013139	XP_045144751.1	XP_012644684.1
OG0013140	XP_045144724.1	XP_012644666.1
OG0013141	XP_004707865.1	XP_012644635.1
OG0013142	XP_030741139.1	XP_012644619.1
OG0013143	XP_004707862.1	XP_012644630.1
OG0013144	XP_045144698.1	XP_012644613.1
OG0013145	XP_045144691.1	XP_012644531.1
OG0013146	XP_004707850.1	XP_012644576.1
OG0013147	XP_004707848.1	XP_012644578.1
OG0013148	XP_004707847.1	XP_012644563.1
OG0013149	XP_030741141.1	XP_012644566.1
OG0013150	XP_045144866.1	XP_012644548.1, XP_012617527.2
OG0013151	XP_004707838.1	XP_012617523.1
OG0013152	XP_004702702.1	XP_020145409.1
OG0013153	XP_045144767.1	XP_012635042.1
OG0013154	XP_045144929.1	XP_012635047.1
OG0013155	XP_045144733.1	XP_012635068.1
OG0013156	XP_004702863.2	XP_012635086.1
OG0013157	XP_004702713.1	XP_012635084.1
OG0013158	XP_004702729.1	XP_012612637.1
OG0013159	XP_004702877.1	XP_012612596.1, XP_012612595.1
OG0013160	XP_045144888.1	XP_012612515.1
OG0013161	XP_004702882.1	XP_012612553.1
OG0013162	XP_045144587.1	XP_012612630.1
OG0013163	XP_004702746.1	XP_012612623.1
OG0013164	XP_004702758.1	XP_012597427.1
OG0013165	XP_045144590.1	XP_012636471.1
OG0013166	XP_004702894.1	XP_012636460.1
OG0013167	XP_004702770.1	XP_012636446.1
OG0013168	XP_045144593.1	XP_012628743.1
OG0013169	XP_045144726.1	XP_012628755.1
OG0013170	XP_045144741.1	XP_012628763.1
OG0013171	XP_004702793.1	XP_012628823.1
OG0013172	XP_004702792.1	XP_012628810.1
OG0013173	XP_004702791.1	XP_012628854.1
OG0013174	XP_004702800.1	XP_012628841.1
OG0013175	XP_045141622.1	XP_012596726.1
OG0013176	XP_045144605.1	XP_012596734.1
OG0013177	XP_045142295.1	XP_012633026.1
OG0013178	XP_012861419.1	XP_012612765.1
OG0013179	XP_004705323.1	XP_012620637.1
OG0013181	XP_004708758.2	XP_012639038.1
OG0013182	XP_045154831.1	XP_020135950.1
OG0013183	XP_045154847.1	XP_012620768.1
OG0013184	XP_045147703.1	XP_012631477.1
OG0013185	XP_004704980.1	XP_020145638.1
OG0013186	XP_045155117.1	XP_012635313.1
OG0013187	XP_004705001.1	XP_012635304.1
OG0013188	XP_004705007.1	XP_012635358.1
OG0013189	XP_004705011.1	XP_012635375.2
OG0013190	XP_004705342.1	XP_012635372.2
OG0013191	XP_004705014.1	XP_012635385.1, XP_012635384.1
OG0013192	XP_004705015.1	XP_012635393.1
OG0013193	XP_045155120.1	XP_012620657.1
OG0013194	XP_004705017.1	XP_012620654.1
OG0013195	XP_045155113.1	XP_012620664.1
OG0013196	XP_045154844.1	XP_012620670.1
OG0013197	XP_004705356.1	XP_012620684.1
OG0013198	XP_045154914.1	XP_012620695.1
OG0013199	XP_045154828.1	XP_012620718.1
OG0013200	XP_004704760.2	XP_020140954.1
OG0013201	XP_004699481.1	XP_012631693.1
OG0013202	XP_012859302.2	XP_012631671.1
OG0013203	XP_012859318.1	XP_012631585.1
OG0013204	XP_004699502.1	XP_012631581.1
OG0013205	XP_004699512.1	XP_012631546.1
OG0013206	XP_030741928.1	XP_012631532.1, XP_012631533.1
OG0013207	XP_012859310.1	XP_012631519.1
OG0013208	XP_004699516.1	XP_012631516.1
OG0013209	XP_045147752.1	XP_012631488.1
OG0013210	XP_004699530.1	XP_012631459.1
OG0013211	XP_045147903.1	XP_012631435.1
OG0013212	XP_004699539.2	XP_012631401.1
OG0013213	XP_045147968.1	XP_012631381.1
OG0013214	XP_004699549.1	XP_012631351.1
OG0013215	XP_004699563.1	XP_012631313.1
OG0013216	XP_004698490.1	XP_012608213.1
OG0013217	XP_045144010.1	XP_012608278.1
OG0013218	XP_045144035.1	XP_020141476.1
OG0013219	XP_004698943.1	XP_012608141.2
OG0013220	XP_004698507.1	XP_012608099.1
OG0013221	XP_004700493.1	XP_012605821.1
OG0013222	XP_045144674.1	XP_012605802.1
OG0013223	XP_045145715.1	XP_012605783.1
OG0013224	XP_004700488.1	XP_012605785.1
OG0013225	XP_045144601.1	XP_012615208.2
OG0013226	XP_004700483.1	XP_012615186.1
OG0013227	XP_045144591.1	XP_012615206.1
OG0013228	XP_004700481.1	XP_012604990.1
OG0013229	XP_004700480.1	XP_012604982.1
OG0013230	XP_045148459.1	XP_012596295.1
OG0013231	XP_045146096.1	XP_012630762.1
OG0013232	XP_045147300.1	XP_012630768.1
OG0013233	XP_004700436.1	XP_012630773.1, XP_012630772.1
OG0013234	XP_030742151.1	XP_012630785.2
OG0013235	XP_004700433.1	XP_012643105.1
OG0013236	XP_004700432.1	XP_012643074.1
OG0013237	XP_004700805.1	XP_012643104.1
OG0013238	XP_004700416.1	XP_012628097.1
OG0013239	XP_004700415.1	XP_020143487.1
OG0013240	XP_045147199.1	XP_012628101.1
OG0013241	XP_012864126.1	XP_020143484.1
OG0013242	XP_004700411.1	XP_012628127.1
OG0013243	XP_004700404.2	XP_012628138.1
OG0013244	XP_030741710.1	XP_012628147.1
OG0013245	XP_030741781.1	XP_012628171.1
OG0013246	XP_004708753.1	XP_012639253.1
OG0013247	XP_030743064.1	XP_012639224.1
OG0013249	XP_004708812.1	XP_012639210.1
OG0013250	XP_030743067.1	XP_012639151.1
OG0013251	XP_045151734.1	XP_012639100.2
OG0013252	XP_045151772.1	XP_012639085.1
OG0013253	XP_004708796.1	XP_012639047.1
OG0013254	XP_030743029.1	XP_012639043.2
OG0013255	XP_045146433.1	XP_020135857.1
OG0013256	XP_004703435.2	XP_012600214.1
OG0013257	XP_004714008.2	XP_012623568.1
OG0013258	XP_004714049.1	XP_012623561.1
OG0013259	XP_045144671.1	XP_012623489.1
OG0013260	XP_045144852.1	XP_012623418.1
OG0013261	XP_004714101.2	XP_012598161.1
OG0013262	XP_030741133.1	XP_012598153.1
OG0013263	XP_045144782.1	XP_020145296.1
OG0013264	XP_004707957.1	XP_012600212.1
OG0013265	XP_045144855.1	XP_012600208.1
OG0013266	XP_004707952.1	XP_012600143.1
OG0013267	XP_045144692.1	XP_012600155.2
OG0013268	XP_045142227.1	XP_012618862.1
OG0013269	XP_004708117.1	XP_012618855.1
OG0013270	XP_045142273.1	XP_012618839.1
OG0013271	XP_004708125.1	XP_012618826.1
OG0013272	XP_004708241.2	XP_012618822.1
OG0013273	XP_004708126.1	XP_012596975.1
OG0013274	XP_004708247.1	XP_012596988.1
OG0013275	XP_012863001.2	XP_012623634.1
OG0013276	XP_045144896.1	XP_012641487.1
OG0013278	XP_045144837.1	XP_012641504.1
OG0013279	XP_045146082.1	XP_012641646.1
OG0013280	XP_045146083.1	XP_012641642.1
OG0013281	XP_004702379.1	XP_012641653.1
OG0013282	XP_045145805.1	XP_020145227.1
OG0013283	XP_045145985.1	XP_012641726.1
OG0013284	XP_004707736.2	XP_012632819.2
OG0013285	XP_045142581.1	XP_012632820.1
OG0013286	XP_012861337.1	XP_020138044.1
OG0013287	XP_045142834.1	XP_012618422.1
OG0013288	XP_045142627.1	XP_012618442.1
OG0013290	XP_012861130.1	XP_012618432.1
OG0013291	XP_045142805.1	XP_012618385.1
OG0013292	XP_004696553.1	XP_012631190.1
OG0013293	XP_045142821.1	XP_012639589.2
OG0013294	XP_045142806.1	XP_012639595.1
OG0013295	XP_004696248.1	XP_012639604.1
OG0013296	XP_045142884.1	XP_012595251.1
OG0013297	XP_004718220.4	XP_012595275.1
OG0013298	XP_004696220.2	XP_012640464.1
OG0013299	XP_045142503.1	XP_012640462.1
OG0013300	XP_045142759.1	XP_012640468.1
OG0013301	XP_045142704.1	XP_012640337.1
OG0013302	XP_004696523.1	XP_012640320.1
OG0013303	XP_045142505.1	XP_012640408.1
OG0013304	XP_045142632.1	XP_012599208.1
OG0013305	XP_045142507.1	XP_012626182.1
OG0013306	XP_045142510.1	XP_012626166.1
OG0013307	XP_004704527.1	XP_012642346.1
OG0013308	XP_030740538.2	XP_012611784.1
OG0013309	XP_004717741.1	XP_012646644.1
OG0013311	XP_004717757.1	XP_012646743.1, XP_012646744.1
OG0013312	XP_045150167.1	XP_012618587.2
OG0013313	XP_004699118.1, XP_012861423.1, XP_012861911.2	XP_012618612.2
OG0013314	XP_012862098.1	XP_012618804.1
OG0013315	XP_030740412.1	XP_012641159.1
OG0013316	XP_045142534.1	XP_012634425.1
OG0013317	XP_004696103.1	XP_012631956.1
OG0013318	XP_012859262.1	XP_012600891.1
OG0013319	XP_004696448.1	XP_020144243.1
OG0013320	XP_030740439.2	XP_012643183.1
OG0013321	XP_045142848.1	XP_012643171.1
OG0013323	XP_045142525.1	XP_012643547.1
OG0013324	XP_004696472.2	XP_012643609.1
OG0013326	XP_012860116.1	XP_012643638.1
OG0013327	XP_004696476.1	XP_012643637.1
OG0013328	XP_004710198.1	XP_012643665.1
OG0013329	XP_004696132.1	XP_012643642.1
OG0013330	XP_045150104.1	XP_012643684.1
OG0013331	XP_045150081.1	XP_012643697.1
OG0013332	XP_004710190.1	XP_012643715.1
OG0013333	XP_030742522.1	XP_012643716.1
OG0013334	XP_012862295.1	XP_012643816.1
OG0013335	XP_045142957.1	XP_012643831.1
OG0013336	XP_004711226.1	XP_012643904.1
OG0013337	XP_045142947.1	XP_012643915.1
OG0013338	XP_045142965.1	XP_012643926.1
OG0013339	XP_012862304.2	XP_012643960.1
OG0013340	XP_045142966.1	XP_012643954.1
OG0013341	XP_045142969.1	XP_012643986.1
OG0013342	XP_004699832.2	XP_012612154.1
OG0013343	XP_004699829.1	XP_012612089.1
OG0013344	XP_004704417.4	XP_012642359.1
OG0013345	XP_004704421.1	XP_012642352.1
OG0013346	XP_004708047.1	XP_012598300.1
OG0013347	XP_004708006.1	XP_012629783.1
OG0013348	XP_045139900.1	XP_012629786.1
OG0013349	XP_045139802.1	XP_012629766.1
OG0013350	XP_045139858.1	XP_012629758.1
OG0013351	XP_004708013.1	XP_012629750.1
OG0013352	XP_045139782.1	XP_012629726.1
OG0013353	XP_004713913.1	XP_012629713.2
OG0013354	XP_004713912.2	XP_012629714.1
OG0013355	XP_045142684.1	XP_012644052.1
OG0013356	XP_004696167.1	XP_012644055.1
OG0013357	XP_004696493.1	XP_012644096.1
OG0013358	XP_045142660.1	XP_012644075.1
OG0013359	XP_012860210.1	XP_012605526.1
OG0013360	XP_045142519.1	XP_012605516.1
OG0013361	XP_004699218.1	XP_020137837.1
OG0013362	XP_012859223.1	XP_012633886.1
OG0013363	XP_004699220.1	XP_012633888.1
OG0013364	XP_004699217.1	XP_012633882.1
OG0013365	XP_004699219.1	XP_012633883.1
OG0013366	XP_004714930.1	XP_012617295.1
OG0013367	XP_004717325.1	XP_012617366.1
OG0013368	XP_004717324.1	XP_012617368.1
OG0013369	XP_004716631.1	XP_020139834.1
OG0013370	XP_004716643.1	XP_012622919.1
OG0013371	XP_045151556.1	XP_012622921.1
OG0013372	XP_004716705.2	XP_012622949.2
OG0013373	XP_004716676.1	XP_012623003.1
OG0013374	XP_004716672.1	XP_012623007.1
OG0013375	XP_045151573.1	XP_012623017.1
OG0013376	XP_045151551.1	XP_012623041.1
OG0013377	XP_045151652.1	XP_012623055.1
OG0013378	XP_004716687.1	XP_012623056.1
OG0013379	XP_004716697.1	XP_012623068.1
OG0013380	XP_045147939.1	XP_012633890.1
OG0013381	XP_012859354.3	XP_012633964.1
OG0013382	XP_004699576.1	XP_012633963.1
OG0013383	XP_045144798.1, XP_045144799.1	XP_012634948.1
OG0013384	XP_004717271.1	XP_020142007.1
OG0013385	XP_004713800.1	XP_012612850.1
OG0013386	XP_012862890.2	XP_012633306.1
OG0013387	XP_004708214.4	XP_012633044.1
OG0013388	XP_004702845.1	XP_020145387.1
OG0013389	XP_045142221.1	XP_012596415.1
OG0013390	XP_004708085.1	XP_012633055.1
OG0013391	XP_045142218.1	XP_012633053.1
OG0013392	XP_045142297.1	XP_012633052.1
OG0013393	XP_045142216.1	XP_012633043.1
OG0013394	XP_045144863.1	XP_012601533.1
OG0013396	XP_012860143.1	XP_012601986.1
OG0013397	XP_045144721.1	XP_012602100.1
OG0013398	XP_045144973.1	XP_012602528.1
OG0013399	XP_004702847.1	XP_012602817.1
OG0013400	XP_012860088.2	XP_020145389.1
OG0013401	XP_045146373.1	XP_012625054.1
OG0013402	XP_045146379.1	XP_012625036.1
OG0013403	XP_004718227.1	XP_012625068.1
OG0013404	XP_004717245.2, XP_045146352.1	XP_012625012.1
OG0013405	XP_004717248.1	XP_012624917.1
OG0013406	XP_045146351.1	XP_012624933.1
OG0013407	XP_004708339.1	XP_020142107.1, XP_020142106.1
OG0013408	XP_004718129.2	XP_012595332.2
OG0013409	XP_004708331.1	XP_020142420.1
OG0013410	XP_004708320.1	XP_012595297.1
OG0013412	XP_004708319.1	XP_020142121.1
OG0013413	XP_004714981.2	XP_012615271.1
OG0013414	XP_045152989.1	XP_012605374.1
OG0013415	XP_004714975.2	XP_020141936.1
OG0013416	XP_045153036.1	XP_012605336.1
OG0013417	XP_004714969.1	XP_012605366.1
OG0013418	XP_004714957.1	XP_012605443.1
OG0013419	XP_045147051.1	XP_012643947.1
OG0013420	XP_012861532.1	XP_012643970.1
OG0013421	XP_045146956.1	XP_012644143.1
OG0013422	XP_045147056.1	XP_012644839.1
OG0013423	XP_045146828.1	XP_012644309.1
OG0013424	XP_012861527.1	XP_020142075.1
OG0013425	XP_045146771.1	XP_020142078.1
OG0013426	XP_004708382.1	XP_012645422.1
OG0013427	XP_004708378.1	XP_020142089.1
OG0013428	XP_004708374.1	XP_012645758.1
OG0013429	XP_004717257.3	XP_012624968.1
OG0013430	XP_012863918.1	XP_012624996.2
OG0013431	XP_030741557.1	XP_020142402.1
OG0013432	XP_045146378.1	XP_012625005.1
OG0013433	XP_045153217.1	XP_012613084.1
OG0013434	XP_012862922.1	XP_012613185.1, XP_012613187.1
OG0013436	XP_004713651.1	XP_012612906.1
OG0013437	XP_004713642.1	XP_012612855.1
OG0013438	XP_004713781.1	XP_012612864.1
OG0013439	XP_004713637.1	XP_012613003.1
OG0013440	XP_004713772.1	XP_012612994.1
OG0013441	XP_004713635.1	XP_012613001.1
OG0013442	XP_045153257.1	XP_012612986.1
OG0013443	XP_045153248.1	XP_012612993.1
OG0013444	XP_045153087.1	XP_012613167.1
OG0013445	XP_004713631.1	XP_012613184.1
OG0013446	XP_004713763.1	XP_012612961.1
OG0013447	XP_004713620.1	XP_012612948.1
OG0013448	XP_004713606.1	XP_012612933.1
OG0013449	XP_030744925.1	XP_012633615.1
OG0013450	XP_004713748.2	XP_012633614.1
OG0013451	XP_004713599.1	XP_012633607.1
OG0013452	XP_004713595.3	XP_012633586.1
OG0013453	XP_004713592.1	XP_012633564.1
OG0013454	XP_045153099.1	XP_012633540.1
OG0013455	XP_012862927.3	XP_012633552.1
OG0013456	XP_004713737.1	XP_012633555.1
OG0013457	XP_045153100.1	XP_012633530.1
OG0013458	XP_045153102.1	XP_012633507.1
OG0013460	XP_012862898.1	XP_012633480.1
OG0013462	XP_045153108.1	XP_012633467.1
OG0013463	XP_045153111.1	XP_012633459.1
OG0013464	XP_030743427.1	XP_012633365.1
OG0013465	XP_045153066.1	XP_012633304.1
OG0013466	XP_045153125.1	XP_020141952.1
OG0013467	XP_004713545.2	XP_012633643.1
OG0013468	XP_004713680.1	XP_012633658.1
OG0013469	XP_004713679.1	XP_012633669.1
OG0013470	XP_030742962.1	XP_012633668.1
OG0013471	XP_045153136.1	XP_012633697.1
OG0013472	XP_045153031.1	XP_012633708.1
OG0013473	XP_004715100.1	XP_012633774.1
OG0013474	XP_004714986.1	XP_012633796.1
OG0013476	XP_004708566.1	XP_012602171.1
OG0013477	XP_004708509.1	XP_020142463.1, XP_020142465.1, XP_020142464.1, XP_012643288.1
OG0013478	XP_030743395.1	XP_012612845.1
OG0013479	XP_004713777.1	XP_012613107.1
OG0013482	XP_045154216.1	XP_012634899.1
OG0013483	XP_004711971.1	XP_012594942.2
OG0013484	XP_004712198.2	XP_012639285.2
OG0013485	XP_045149489.1	XP_012621739.1
OG0013486	XP_012862563.2	XP_012621749.1
OG0013487	XP_045143336.1	XP_012646550.1
OG0013488	XP_004711918.1	XP_012646527.1
OG0013489	XP_045143330.1	XP_012646523.1
OG0013490	XP_030740646.1	XP_020135801.1
OG0013491	XP_012862492.1	XP_020135802.1
OG0013492	XP_030740650.1	XP_012639627.1
OG0013493	XP_045143335.1	XP_012639637.1
OG0013494	XP_045146150.1	XP_012639658.1
OG0013495	XP_004716544.1	XP_012639662.1
OG0013496	XP_004716545.1	XP_012639664.1
OG0013497	XP_045146149.1	XP_012601308.1
OG0013498	XP_045154261.1	XP_012605448.1
OG0013499	XP_045154259.1	XP_012595384.1
OG0013500	XP_004703904.1	XP_012634683.1
OG0013501	XP_004711952.1	XP_012594941.1
OG0013502	XP_045143354.1	XP_020144098.1
OG0013503	XP_030743847.1	XP_020144101.1
OG0013504	XP_045143355.1	XP_012595560.1
OG0013505	XP_004703939.1	XP_012595540.1
OG0013506	XP_045154349.1	XP_012595570.1
OG0013507	XP_045154462.1	XP_012595585.1
OG0013508	XP_004703886.1	XP_012635434.1
OG0013509	XP_030743612.1	XP_020144039.1
OG0013510	XP_004712184.1	XP_012621765.1
OG0013511	XP_045146053.1	XP_020140432.1
OG0013512	XP_004702469.1	XP_020140853.1
OG0013513	XP_004715251.1	XP_012627112.1
OG0013515	XP_045145634.1	XP_012613877.2
OG0013516	XP_012863820.2	XP_012645826.1
OG0013518	XP_004714345.1	XP_012624842.1
OG0013519	XP_004714346.1	XP_012624845.1
OG0013521	XP_045153333.1	XP_020135873.1
OG0013522	XP_045153646.1	XP_012626743.1
OG0013523	XP_004715518.1	XP_020139385.1
OG0013524	XP_045155998.1	XP_012617191.2
OG0013525	XP_045155967.1	XP_012601325.2
OG0013526	XP_004702365.2	XP_020139145.1
OG0013527	XP_012859991.2	XP_012615833.1
OG0013528	XP_004702524.2	XP_012607216.1
OG0013529	XP_045146075.1	XP_020138862.1
OG0013530	XP_004702569.1	XP_012640671.1
OG0013531	XP_004702425.1	XP_020139161.1, XP_020139163.1
OG0013532	XP_012860028.1	XP_020139162.1
OG0013534	XP_004702431.1	XP_020138847.1
OG0013535	XP_045146066.1	XP_012640761.2
OG0013536	XP_045145980.1	XP_012640754.1
OG0013537	XP_045145903.1	XP_012640681.1
OG0013538	XP_045145930.1	XP_012616091.1
OG0013539	XP_045145992.1	XP_020139900.1
OG0013540	XP_045145777.1	XP_020139798.1
OG0013541	XP_045145882.1	XP_012615978.1
OG0013542	XP_004714170.1	XP_012616616.1
OG0013543	XP_045146051.1	XP_012642864.1
OG0013545	XP_012860073.3	XP_012637316.1
OG0013546	XP_030741467.1	XP_012625367.1
OG0013547	XP_030741406.2	XP_012625377.1
OG0013549	XP_045145962.1	XP_012621073.1
OG0013550	XP_012859979.1	XP_012627844.1
OG0013551	XP_045153320.1	XP_012626991.1
OG0013552	XP_045153328.1	XP_012626986.1
OG0013553	XP_004715259.1	XP_012626983.1
OG0013554	XP_030743468.1, XP_012859737.1	XP_020135872.1
OG0013555	XP_045153347.1	XP_012626845.1
OG0013556	XP_004711255.1	XP_012626831.1
OG0013557	XP_045153311.1	XP_012626826.2
OG0013558	XP_030743465.1	XP_012626735.1
OG0013559	XP_004704026.1	XP_012626670.1
OG0013560	XP_045153377.1	XP_012626686.1
OG0013561	XP_004704035.1	XP_012626658.1
OG0013562	XP_045153496.1	XP_012626606.1
OG0013563	XP_004704042.1	XP_012626584.1
OG0013564	XP_004704046.1	XP_012626551.1
OG0013565	XP_045153638.1	XP_012626534.1
OG0013566	XP_004704049.1	XP_012626549.1
OG0013567	XP_045153637.1	XP_012626524.1
OG0013569	XP_045153399.1	XP_012625771.2
OG0013570	XP_004708598.1	XP_012625788.1
OG0013571	XP_030742833.2	XP_012625800.1
OG0013573	XP_004705288.2	XP_012596902.1
OG0013574	XP_045154964.1	XP_012596919.1
OG0013575	XP_004705567.1	XP_012596882.1
OG0013576	XP_004705569.1	XP_012596877.1
OG0013577	XP_004705293.1	XP_012596898.1
OG0013578	XP_030743905.1	XP_012591122.1
OG0013579	XP_045155178.1	XP_020139463.1
OG0013580	XP_045155185.1	XP_020139475.1
OG0013581	XP_045155188.1	XP_020139582.1
OG0013582	XP_045155018.1	XP_020140100.1
OG0013583	XP_045155007.1	XP_012610961.1
OG0013584	XP_004715579.2	XP_012613826.1
OG0013585	XP_045145613.1	XP_012613843.1
OG0013586	XP_004715527.2	XP_012613789.1
OG0013587	XP_004715597.3	XP_020140081.1
OG0013588	XP_004715532.1	XP_020140067.1
OG0013589	XP_045150159.1	XP_012613781.1
OG0013590	XP_004715537.1	XP_012613788.1
OG0013591	XP_045145621.1	XP_012613767.1
OG0013592	XP_045145691.1	XP_012645840.1
OG0013593	XP_004715557.1	XP_012645872.1
OG0013594	XP_045145641.1	XP_020139624.1
OG0013595	XP_004715648.1	XP_012645898.1
OG0013596	XP_004715572.1	XP_012645945.1
OG0013597	XP_045145643.1	XP_012645950.1
OG0013598	XP_004716879.1	XP_012646029.1
OG0013599	XP_045146341.1	XP_012646031.1
OG0013600	XP_045146282.1	XP_012646040.1
OG0013601	XP_004716885.1	XP_012646054.1
OG0013602	XP_004716892.1	XP_012646072.1
OG0013603	XP_045146302.1	XP_012646089.2
OG0013605	XP_045146227.1	XP_012646120.1
OG0013607	XP_004717403.2	XP_012646193.1
OG0013608	XP_045146246.1	XP_012646200.1
OG0013609	XP_045146324.1	XP_012646190.1
OG0013610	XP_045146244.1	XP_012646204.1
OG0013611	XP_045146290.1	XP_012646210.1
OG0013612	XP_012863964.1	XP_012645818.2
OG0013613	XP_004717389.1	XP_012646256.1
OG0013615	XP_045146276.1	XP_012646263.1
OG0013616	XP_045146234.1	XP_012646282.1
OG0013617	XP_045146235.1	XP_012646280.1
OG0013618	XP_004714295.1	XP_012617141.1
OG0013619	XP_004714307.1	XP_012617087.1
OG0013620	XP_004714403.1	XP_012617069.2
OG0013621	XP_004714313.1	XP_012624687.1
OG0013622	XP_004714414.1	XP_012624688.1
OG0013623	XP_030744166.1	XP_012624696.1
OG0013624	XP_004714421.2	XP_012624715.1
OG0013625	XP_045155992.1	XP_020139402.1
OG0013626	XP_045156078.1	XP_012624723.1
OG0013627	XP_045155989.1	XP_012624750.1
OG0013628	XP_004714432.3	XP_012624751.1
OG0013629	XP_045156067.1	XP_012624787.1
OG0013630	XP_012863120.1	XP_020139530.1
OG0013631	XP_045155980.1	XP_012624846.1
OG0013632	XP_045155971.1	XP_012601151.1
OG0013633	XP_004717034.1	XP_012601152.2
OG0013634	XP_045155974.1	XP_012601202.1
OG0013635	XP_045156124.1	XP_020139591.1
OG0013636	XP_045156039.1	XP_012601168.1
OG0013637	XP_004717020.1	XP_012601259.1
OG0013638	XP_004717022.2	XP_012601223.1
OG0013639	XP_045155963.1	XP_012601253.1
OG0013640	XP_030744127.2	XP_012601153.1
OG0013641	XP_045155964.1	XP_020139470.1
OG0013642	XP_045156051.1	XP_020139575.1
OG0013643	XP_030744133.1	XP_012601363.1
OG0013644	XP_045147027.1	XP_020142132.1
OG0013645	XP_012864015.1	XP_012641901.1
OG0013646	XP_030743542.1	XP_012626013.1
OG0013647	XP_004709073.1	XP_012599374.1
OG0013648	XP_004709075.1	XP_020142434.1
OG0013649	XP_004709077.1	XP_012595131.1
OG0013650	XP_012861668.1	XP_012595092.1
OG0013651	XP_004708945.1	XP_012600623.1
OG0013652	XP_004709008.1	XP_012594173.1
OG0013653	XP_045149146.1	XP_012591561.1
OG0013654	XP_004708896.1	XP_020142205.1
OG0013655	XP_045149024.1	XP_012600350.1
OG0013656	XP_004708888.1	XP_012600356.1
OG0013657	XP_045149104.1	XP_012600509.1
OG0013658	XP_004708882.1	XP_012600533.1
OG0013659	XP_045149163.1	XP_012600568.1
OG0013660	XP_004708851.1	XP_012600416.1
OG0013661	XP_045146493.1	XP_012642010.1
OG0013662	XP_004717183.1	XP_012642001.1
OG0013663	XP_045146476.1	XP_012641991.1
OG0013664	XP_004717124.1	XP_012641974.1
OG0013665	XP_004716486.3	XP_012599660.1
OG0013666	XP_045146869.1	XP_012599657.1
OG0013667	XP_004716446.1	XP_012639394.1
OG0013668	XP_004716444.1	XP_012639453.1
OG0013669	XP_030741707.1	XP_012639460.1
OG0013670	XP_045146997.1	XP_012639469.1
OG0013671	XP_004711597.1	XP_012639474.1
OG0013672	XP_045146913.1	XP_012639475.1
OG0013673	XP_045147080.1	XP_020142168.1
OG0013674	XP_004711592.1	XP_012611289.1
OG0013675	XP_004711620.1	XP_012636169.1, XP_012636168.1
OG0013676	XP_004711649.1	XP_012636070.1
OG0013677	XP_004711656.1	XP_020142136.1
OG0013678	XP_004711658.2	XP_012590977.1
OG0013679	XP_004708306.1	XP_012600095.1
