Orthogroup	Echinops_telfairi	Sus_scrofa
OG0013197	XP_004705356.1	XP_003127836.1
OG0013198	XP_045154914.1	XP_020951581.1
OG0013199	XP_045154828.1	XP_020951573.1
OG0013200	XP_004704760.2	XP_020949908.1
OG0013201	XP_004699481.1	XP_020952305.1
OG0013202	XP_012859302.2	XP_020952329.1
OG0013203	XP_012859318.1	XP_020953481.1
OG0013204	XP_004699502.1	XP_020953480.1
OG0013205	XP_004699512.1	XP_020952368.1
OG0013206	XP_030741928.1	XP_020953504.1
OG0013207	XP_012859310.1	XP_013854872.1, NP_999079.1
OG0013208	XP_004699516.1	NP_001116655.1
OG0013209	XP_045147752.1	XP_020952383.1
OG0013210	XP_004699530.1	NP_001231869.1
OG0013211	XP_045147903.1	XP_020952419.1
OG0013212	XP_004699539.2	XP_003482150.2
OG0013213	XP_045147968.1	XP_020952485.1
OG0013214	XP_004699549.1	XP_003356535.1
OG0013215	XP_004699563.1	XP_013854907.2
OG0013216	XP_004698490.1	XP_001929285.1
OG0013217	XP_045144010.1	NP_001231255.1
OG0013218	XP_045144035.1	XP_020954966.1
OG0013219	XP_004698943.1	XP_003362143.2
OG0013220	XP_004698507.1	XP_020954962.1
OG0013221	XP_004700493.1	XP_003481713.1
OG0013222	XP_045144674.1	XP_020948474.1
OG0013223	XP_045145715.1	XP_020948732.1
OG0013224	XP_004700488.1	XP_005652679.2
OG0013225	XP_045144601.1	XP_020948723.1
OG0013226	XP_004700483.1	NP_001265704.1
OG0013227	XP_045144591.1	XP_003481811.2
OG0013228	XP_004700481.1	XP_020948459.1
OG0013229	XP_004700480.1	XP_020948690.1
OG0013230	XP_045148459.1	XP_020948441.1
OG0013231	XP_045146096.1	XP_020948400.1
OG0013232	XP_045147300.1	XP_020948398.1
OG0013233	XP_004700436.1	XP_001925096.2
OG0013234	XP_030742151.1	XP_020948389.1
OG0013235	XP_004700433.1	XP_020937606.1
OG0013236	XP_004700432.1	NP_001231058.1, XP_005664276.1
OG0013237	XP_004700805.1	XP_003355720.1
OG0013238	XP_004700416.1	NP_001278343.1, XP_020946743.1
OG0013239	XP_004700415.1	XP_005664260.1
OG0013240	XP_045147199.1	XP_005664259.1
OG0013241	XP_012864126.1	NP_001177215.1
OG0013242	XP_004700411.1	XP_020948336.1
OG0013243	XP_004700404.2	XP_020948313.1
OG0013244	XP_030741710.1	XP_020948307.1
OG0013245	XP_030741781.1	XP_003126692.1
OG0013246	XP_004708753.1	XP_003129219.4
OG0013247	XP_030743064.1	XP_020957194.1
OG0013249	XP_004708812.1	XP_020957181.1
OG0013250	XP_030743067.1	XP_020957159.1
OG0013251	XP_045151734.1	XP_020957144.1
OG0013252	XP_045151772.1	XP_003357034.1
OG0013253	XP_004708796.1	XP_020956018.1, NP_001231315.1
OG0013254	XP_030743029.1	XP_020956958.1
OG0013255	XP_045146433.1	XP_020956942.1
OG0013256	XP_004703435.2	XP_020957091.1
OG0013257	XP_004714008.2	XP_003134613.1
OG0013258	XP_004714049.1	XP_003134614.1
OG0013259	XP_045144671.1	XP_003134651.4
OG0013260	XP_045144852.1	NP_001170960.1, XP_013846222.2
OG0013261	XP_004714101.2	XP_003134669.1
OG0013262	XP_030741133.1	XP_003134683.1
OG0013263	XP_045144782.1	XP_020934663.1
OG0013264	XP_004707957.1	XP_003484061.2
OG0013265	XP_045144855.1	XP_003134691.1
OG0013266	XP_004707952.1	XP_020934834.1
OG0013267	XP_045144692.1	XP_005673200.1
OG0013268	XP_045142227.1	XP_003134920.3
OG0013269	XP_004708117.1	XP_020934837.1
OG0013270	XP_045142273.1	XP_020934321.1
OG0013271	XP_004708125.1	XP_005673406.2
OG0013272	XP_004708241.2	XP_013841278.1
OG0013273	XP_004708126.1	NP_001231843.1
OG0013274	XP_004708247.1	XP_003134910.2
OG0013275	XP_012863001.2	XP_020934197.1
OG0013276	XP_045144896.1	XP_020934415.1
OG0013278	XP_045144837.1	XP_020934346.1
OG0013279	XP_045146082.1	XP_020934842.1
OG0013280	XP_045146083.1	XP_020934451.1
OG0013281	XP_004702379.1	XP_020934923.1
OG0013282	XP_045145805.1	XP_020934780.1
OG0013283	XP_045145985.1	XP_020934339.1
OG0013284	XP_004707736.2	XP_020933197.1
OG0013285	XP_045142581.1	XP_020933505.1
OG0013286	XP_012861337.1	XP_020933652.1
OG0013287	XP_045142834.1	XP_020931566.1
OG0013288	XP_045142627.1	XP_005671824.2
OG0013289	XP_045142903.1, XP_012864196.1	XP_005671828.3
OG0013290	XP_012861130.1	XP_005671835.1
OG0013291	XP_045142805.1	XP_020931066.1
OG0013292	XP_004696553.1	XP_013839549.1
OG0013293	XP_045142821.1	XP_003483683.2
OG0013294	XP_045142806.1	XP_020930522.1
OG0013295	XP_004696248.1	XP_020932001.1
OG0013296	XP_045142884.1	XP_013840405.1
OG0013297	XP_004718220.4	XP_005674648.2
OG0013298	XP_004696220.2	XP_020933654.1
OG0013299	XP_045142503.1	XP_020933655.1
OG0013300	XP_045142759.1	XP_020933561.1
OG0013301	XP_045142704.1	XP_020931223.1
OG0013302	XP_004696523.1	XP_020930388.1
OG0013303	XP_045142505.1	XP_003133386.3
OG0013304	XP_045142632.1	XP_020932012.1
OG0013305	XP_045142507.1	XP_001926185.2
OG0013306	XP_045142510.1	XP_020930958.1
OG0013307	XP_004704527.1	XP_020942760.1
OG0013308	XP_030740538.2	NP_001272897.1
OG0013309	XP_004717741.1	XP_003125804.1
OG0013311	XP_004717757.1	XP_005663476.1, XP_013852553.1
OG0013312	XP_045150167.1	XP_020943568.1
OG0013313	XP_004699118.1, XP_012861423.1, XP_012861911.2	NP_001230627.1
OG0013314	XP_012862098.1	XP_020943566.1
OG0013315	XP_030740412.1	XP_020943536.1
OG0013316	XP_045142534.1	XP_020943511.1
OG0013317	XP_004696103.1	XP_020943481.1
OG0013318	XP_012859262.1	XP_003354964.4
OG0013319	XP_004696448.1	XP_020943469.1
OG0013320	XP_030740439.2	XP_005662781.1
OG0013321	XP_045142848.1	XP_005662776.1
OG0013323	XP_045142525.1	XP_020943442.1
OG0013324	XP_004696472.2	NP_999127.1
OG0013326	XP_012860116.1	XP_020943386.1
OG0013327	XP_004696476.1	XP_003481320.2
OG0013328	XP_004710198.1	XP_020943372.1
OG0013329	XP_004696132.1	XP_003125375.1
OG0013330	XP_045150104.1	XP_020943363.1
OG0013331	XP_045150081.1	XP_020943355.1
OG0013332	XP_004710190.1	XP_020943352.1
OG0013333	XP_030742522.1	NP_001231168.1
OG0013334	XP_012862295.1	XP_003481303.1
OG0013335	XP_045142957.1	XP_020941478.1, NP_998914.1
OG0013336	XP_004711226.1	XP_003481293.2
OG0013337	XP_045142947.1	XP_005662669.1
OG0013338	XP_045142965.1	NP_999571.1
OG0013339	XP_012862304.2	XP_020943994.1
OG0013340	XP_045142966.1	XP_020943250.1
OG0013341	XP_045142969.1	XP_013843372.2
OG0013342	XP_004699832.2	XP_020943242.1
OG0013343	XP_004699829.1	XP_003125243.2
OG0013344	XP_004704417.4	XP_020942752.1
OG0013345	XP_004704421.1	XP_003124892.3
OG0013346	XP_004708047.1	XP_020942679.1
OG0013347	XP_004708006.1	XP_005662456.1
OG0013348	XP_045139900.1	XP_003354782.3
OG0013349	XP_045139802.1	XP_020942941.1
OG0013350	XP_045139858.1	XP_013851445.2
OG0013351	XP_004708013.1	XP_013843329.1
OG0013352	XP_045139782.1	XP_020942955.1
OG0013353	XP_004713913.1	XP_020942964.1
OG0013354	XP_004713912.2	NP_999574.1, XP_020941544.1
OG0013355	XP_045142684.1	XP_020942986.1
OG0013356	XP_004696167.1	XP_005674603.2
OG0013357	XP_004696493.1	XP_005662496.1
OG0013358	XP_045142660.1	XP_020943008.1
OG0013359	XP_012860210.1	XP_013851496.2
OG0013360	XP_045142519.1	XP_020943041.1
OG0013361	XP_004699218.1	XP_020945668.1
OG0013362	XP_012859223.1	XP_020946377.1
OG0013363	XP_004699220.1	XP_020946379.1
OG0013364	XP_004699217.1	XP_005655478.1
OG0013365	XP_004699219.1	XP_003125887.2
OG0013366	XP_004714930.1	XP_001926938.5
OG0013367	XP_004717325.1	XP_003481521.3
OG0013368	XP_004717324.1	XP_020945609.1
OG0013369	XP_004716631.1	NP_001231923.1
OG0013370	XP_004716643.1	NP_001129437.1
OG0013371	XP_045151556.1	XP_003355246.1
OG0013372	XP_004716705.2	XP_001929699.1
OG0013373	XP_004716676.1	XP_001929689.1
OG0013374	XP_004716672.1	XP_001929692.1
OG0013375	XP_045151573.1	XP_013852610.1
OG0013376	XP_045151551.1	XP_005663507.1
OG0013377	XP_045151652.1	XP_020945518.1
OG0013378	XP_004716687.1	XP_003125809.1
OG0013379	XP_004716697.1	XP_005663498.1
OG0013380	XP_045147939.1	XP_001925162.4
OG0013381	XP_012859354.3	XP_020945686.1
OG0013382	XP_004699576.1	XP_020945684.1
OG0013383	XP_045144798.1, XP_045144799.1	XP_020919152.1
OG0013384	XP_004717271.1	NP_001027530.1
OG0013385	XP_004713800.1	XP_003122466.1
OG0013386	XP_012862890.2	XP_003122649.2
OG0013387	XP_004708214.4	XP_020919237.1
OG0013388	XP_004702845.1	XP_003130280.1
OG0013389	XP_045142221.1	XP_020934602.1
OG0013390	XP_004708085.1	XP_003360265.3
OG0013391	XP_045142218.1	XP_013841296.1
OG0013392	XP_045142297.1	XP_003134954.3
OG0013393	XP_045142216.1	NP_001121937.1
OG0013394	XP_045144863.1	XP_020919177.1
OG0013396	XP_012860143.1	XP_005667780.1
OG0013397	XP_045144721.1	XP_003130302.1
OG0013398	XP_045144973.1	XP_003130290.1
OG0013399	XP_004702847.1	XP_020958211.1
OG0013400	XP_012860088.2	XP_020958187.1
OG0013401	XP_045146373.1	XP_013847583.1
OG0013402	XP_045146379.1	XP_020938189.1
OG0013403	XP_004718227.1	XP_003124277.3
OG0013404	XP_004717245.2, XP_045146352.1	XP_020938197.1
OG0013405	XP_004717248.1	XP_020938204.1
OG0013406	XP_045146351.1	XP_005652843.1
OG0013407	XP_004708339.1	XP_003122929.2
OG0013408	XP_004718129.2	XP_013849898.1
OG0013409	XP_004708331.1	XP_020938875.1
OG0013410	XP_004708320.1	XP_003353965.2
OG0013411	XP_045147002.1	XP_020938876.1
OG0013412	XP_004708319.1	XP_003122940.3
OG0013413	XP_004714981.2	XP_020938650.1
OG0013414	XP_045152989.1	XP_020938666.1
OG0013415	XP_004714975.2	XP_013849758.2
OG0013416	XP_045153036.1	XP_005660946.1
OG0013417	XP_004714969.1	XP_020938689.1
OG0013418	XP_004714957.1	XP_020937677.1
OG0013419	XP_045147051.1	XP_020940711.1
OG0013420	XP_012861532.1	XP_020938722.1
OG0013421	XP_045146956.1	XP_020938735.1
OG0013422	XP_045147056.1	NP_001001865.1, XP_005660978.1
OG0013423	XP_045146828.1	XP_020940831.1
OG0013424	XP_012861527.1	XP_020940889.1
OG0013425	XP_045146771.1	XP_020940900.1
OG0013426	XP_004708382.1	XP_003122877.1
OG0013427	XP_004708378.1	XP_003122880.2
OG0013428	XP_004708374.1	XP_020938806.1
OG0013429	XP_004717257.3	XP_020932192.1, NP_001092075.1
OG0013430	XP_012863918.1	XP_020938239.1
OG0013431	XP_030741557.1	XP_020938243.1
OG0013432	XP_045146378.1	XP_020938255.1
OG0013433	XP_045153217.1	XP_020938299.1
OG0013434	XP_012862922.1	XP_020941112.1
OG0013436	XP_004713651.1	XP_020938352.1
OG0013437	XP_004713642.1	XP_003122486.1
OG0013438	XP_004713781.1	XP_003122485.1
OG0013439	XP_004713637.1	XP_003122510.2
OG0013440	XP_004713772.1	XP_005660689.2
OG0013441	XP_004713635.1	XP_003122511.1
OG0013442	XP_045153257.1	XP_020938423.1
OG0013443	XP_045153248.1	XP_005660694.3
OG0013444	XP_045153087.1	XP_013849495.2
OG0013445	XP_004713631.1	XP_003353796.4
OG0013446	XP_004713763.1	XP_020938428.1
OG0013447	XP_004713620.1	XP_020935524.1, NP_001231150.1
OG0013448	XP_004713606.1	XP_013849518.1
OG0013449	XP_030744925.1	XP_003122565.3
OG0013450	XP_004713748.2	XP_013849532.1
OG0013451	XP_004713599.1	XP_003122567.1
OG0013452	XP_004713595.3	XP_005660736.1
OG0013453	XP_004713592.1	XP_005660749.1
OG0013454	XP_045153099.1	XP_020938494.1
OG0013455	XP_012862927.3	XP_020938510.1
OG0013456	XP_004713737.1	XP_003122582.1
OG0013457	XP_045153100.1	XP_003122606.2
OG0013458	XP_045153102.1	XP_020938518.1
OG0013460	XP_012862898.1	XP_003122595.1
OG0013462	XP_045153108.1	XP_013849579.1
OG0013463	XP_045153111.1	NP_001177207.1, XP_020933199.1
OG0013464	XP_030743427.1	XP_003122640.3
OG0013465	XP_045153066.1	XP_020938563.1
OG0013466	XP_045153125.1	XP_020940076.1
OG0013467	XP_004713545.2	XP_020935694.1, NP_001230279.1
OG0013468	XP_004713680.1	XP_005660840.2
OG0013469	XP_004713679.1	XP_003353868.2
OG0013471	XP_045153136.1	XP_003353876.1
OG0013472	XP_045153031.1	XP_020938581.1
OG0013473	XP_004715100.1	XP_003122699.2
OG0013474	XP_004714986.1	NP_001121929.1
OG0013477	XP_004708509.1	XP_020938719.1
OG0013478	XP_030743395.1	NP_001167528.1
OG0013479	XP_004713777.1	XP_020938954.1
OG0013480	XP_045140520.1, XP_030744708.1	XP_020940820.1
OG0013482	XP_045154216.1	XP_020931457.1
OG0013483	XP_004711971.1	NP_001121959.1, XP_020930214.1
OG0013484	XP_004712198.2	XP_020957214.1
OG0013485	XP_045149489.1	XP_020957219.1
OG0013486	XP_012862563.2	NP_001182292.1
OG0013487	XP_045143336.1	XP_020957264.1
OG0013488	XP_004711918.1	XP_020957266.1
OG0013489	XP_045143330.1	XP_020957268.1
OG0013490	XP_030740646.1	XP_005666933.3
OG0013491	XP_012862492.1	XP_020957270.1
OG0013492	XP_030740650.1	NP_001171384.1
OG0013493	XP_045143335.1	XP_003362020.1
OG0013495	XP_004716544.1	XP_005666953.1
OG0013496	XP_004716545.1	NP_001171397.1
OG0013497	XP_045146149.1	XP_020957299.1
OG0013498	XP_045154261.1	XP_003133447.4
OG0013499	XP_045154259.1	XP_020931812.1, XP_020931813.1
OG0013500	XP_004703904.1	XP_020930114.1, NP_001090909.1
OG0013501	XP_004711952.1	NP_001230621.1
OG0013502	XP_045143354.1	XP_003483643.2
OG0013503	XP_030743847.1	XP_020930910.1
OG0013504	XP_045143355.1	XP_013839399.2
OG0013505	XP_004703939.1	XP_005654217.2
OG0013506	XP_045154349.1	XP_003133311.2
OG0013507	XP_045154462.1	XP_020931757.1
OG0013508	XP_004703886.1	NP_999461.1
OG0013509	XP_030743612.1	XP_005671905.2
OG0013510	XP_004712184.1	XP_020957247.1
OG0013511	XP_045146053.1	XP_020924869.1
OG0013512	XP_004702469.1	XP_020924841.1
OG0013513	XP_004715251.1	XP_020924526.1
OG0013514	XP_004698186.1	XP_003354183.1
OG0013515	XP_045145634.1	XP_003123412.3
OG0013516	XP_012863820.2	XP_020939444.1
OG0013517	XP_045146232.1	XP_013842842.1, XP_013842844.1
OG0013518	XP_004714345.1	XP_005654758.1
OG0013519	XP_004714346.1	XP_003354038.1
OG0013521	XP_045153333.1	XP_005669695.1
OG0013522	XP_045153646.1	XP_003132267.1
OG0013523	XP_004715518.1	XP_013850098.2
OG0013524	XP_045155998.1	XP_003480863.1
OG0013526	XP_004702365.2	NP_001231151.1, XP_013852237.1
OG0013527	XP_012859991.2	XP_020953765.1, NP_001231148.1
OG0013528	XP_004702524.2	XP_020925470.1
OG0013529	XP_045146075.1	XP_020925101.1
OG0013530	XP_004702569.1	XP_020925064.1
OG0013531	XP_004702425.1	XP_020925039.1
OG0013532	XP_012860028.1	NP_001230428.1
OG0013533	XP_045146069.1	XP_013837457.2
OG0013534	XP_004702431.1	XP_003358580.2
OG0013535	XP_045146066.1	XP_020925023.1
OG0013536	XP_045145980.1	XP_020925018.1
OG0013537	XP_045145903.1	XP_020924980.1
OG0013538	XP_045145930.1	XP_020924979.1
OG0013539	XP_045145992.1	XP_005669801.1, NP_001106159.2
OG0013540	XP_045145777.1	XP_020924950.1
OG0013541	XP_045145882.1	XP_013837400.2
OG0013542	XP_004714170.1	NP_001231939.1, XP_020924082.1
OG0013543	XP_045146051.1	XP_020924876.1
OG0013545	XP_012860073.3	NP_001041538.1
OG0013546	XP_030741467.1	XP_013837299.2
OG0013547	XP_030741406.2	XP_020924843.1
OG0013548	XP_045146064.1	XP_020925466.1
OG0013549	XP_045145962.1	XP_020924650.1
OG0013550	XP_012859979.1	XP_020924636.1
OG0013551	XP_045153320.1	XP_020924561.1
OG0013552	XP_045153328.1	XP_020924559.1
OG0013553	XP_004715259.1	NP_001123715.1
OG0013554	XP_030743468.1, XP_012859737.1	NP_001231584.1
OG0013555	XP_045153347.1	XP_005669650.1
OG0013556	XP_004711255.1	XP_003132272.1
OG0013557	XP_045153311.1	XP_001927860.2
OG0013558	XP_030743465.1	XP_003132262.1
OG0013559	XP_004704026.1	XP_020926304.1
OG0013560	XP_045153377.1	XP_005669590.1
OG0013561	XP_004704035.1	XP_020926301.1
OG0013562	XP_045153496.1	XP_005669582.3
OG0013563	XP_004704042.1	XP_020926272.1
OG0013564	XP_004704046.1	XP_020924385.1
OG0013565	XP_045153638.1	XP_020924364.1
OG0013566	XP_004704049.1	XP_020924380.1
OG0013567	XP_045153637.1	XP_020924308.1
OG0013569	XP_045153399.1	XP_020924302.1
OG0013570	XP_004708598.1	XP_005669508.1
OG0013571	XP_030742833.2	XP_003132198.3
OG0013573	XP_004705288.2	XP_013842955.2
OG0013574	XP_045154964.1	XP_020939078.1
OG0013575	XP_004705567.1	XP_003123618.1
OG0013576	XP_004705569.1	NP_001274340.1
OG0013577	XP_004705293.1	XP_020939089.1
OG0013578	XP_030743905.1	XP_003123571.1
OG0013579	XP_045155178.1	XP_020939134.1
OG0013580	XP_045155185.1	XP_020939138.1
OG0013581	XP_045155188.1	XP_003123541.1
OG0013582	XP_045155018.1	XP_020939220.1
OG0013583	XP_045155007.1	XP_003123539.1
OG0013584	XP_004715579.2	XP_020939236.1
OG0013585	XP_045145613.1	XP_020939240.1
OG0013586	XP_004715527.2	XP_013846561.1
OG0013587	XP_004715597.3	XP_003123474.1
OG0013588	XP_004715532.1	XP_003123477.1
OG0013589	XP_045150159.1	NP_001231359.1
OG0013590	XP_004715537.1	XP_003480823.2
OG0013591	XP_045145621.1	XP_005661289.2
OG0013593	XP_004715557.1	XP_003123381.1
OG0013594	XP_045145641.1	XP_020939380.1
OG0013595	XP_004715648.1	NP_999361.1
OG0013596	XP_004715572.1	XP_013846052.1
OG0013597	XP_045145643.1	XP_003123365.1
OG0013598	XP_004716879.1	XP_020939534.1
OG0013599	XP_045146341.1	XP_005654823.1
OG0013600	XP_045146282.1	XP_005654831.1
OG0013601	XP_004716885.1	XP_020939510.1
OG0013602	XP_004716892.1	XP_020939459.1
OG0013603	XP_045146302.1	XP_020939450.1
OG0013605	XP_045146227.1	XP_003123268.1
OG0013607	XP_004717403.2	XP_005674549.3
OG0013608	XP_045146246.1	XP_020939577.1
OG0013609	XP_045146324.1	XP_020939595.1
OG0013610	XP_045146244.1	XP_020939567.1
OG0013611	XP_045146290.1	XP_003123200.3
OG0013612	XP_012863964.1	XP_020940796.1
OG0013613	XP_004717389.1	XP_003123233.2
OG0013614	XP_004717390.1	NP_001231804.1
OG0013615	XP_045146276.1	NP_001231844.1, XP_005654809.1
OG0013616	XP_045146234.1	XP_020939544.1
OG0013617	XP_045146235.1	XP_020939549.1
OG0013618	XP_004714295.1	XP_003480864.1
OG0013619	XP_004714307.1	XP_003123140.1
OG0013620	XP_004714403.1	NP_001230149.1
OG0013621	XP_004714313.1	XP_020939700.1
OG0013622	XP_004714414.1	XP_020939701.1
OG0013623	XP_030744166.1	XP_020939706.1
OG0013624	XP_004714421.2	XP_003123116.2
OG0013625	XP_045155992.1	XP_020939722.1
OG0013626	XP_045156078.1	XP_020939725.1
OG0013627	XP_045155989.1	XP_003354055.1
OG0013628	XP_004714432.3	XP_003354050.1
OG0013629	XP_045156067.1	XP_020939795.1
OG0013630	XP_012863120.1	XP_003354039.2
OG0013631	XP_045155980.1	XP_020939842.1
OG0013632	XP_045155971.1	XP_020939863.1
OG0013633	XP_004717034.1	XP_020939867.1
OG0013634	XP_045155974.1	XP_020939882.1
OG0013635	XP_045156124.1	XP_013850291.1
OG0013636	XP_045156039.1	NP_001193360.1
OG0013637	XP_004717020.1	XP_005661451.1
OG0013638	XP_004717022.2	XP_005661432.1, NP_001233126.1
OG0013639	XP_045155963.1	XP_005661424.2
OG0013640	XP_030744127.2	XP_005661420.1
OG0013641	XP_045155964.1	XP_003354012.3
OG0013642	XP_045156051.1	XP_020939968.1
OG0013643	XP_030744133.1	XP_020940806.1
OG0013644	XP_045147027.1	XP_003122961.6
OG0013645	XP_012864015.1	XP_020918067.1
OG0013646	XP_030743542.1	XP_020918358.1
OG0013647	XP_004709073.1	XP_003129806.4
OG0013648	XP_004709075.1	XP_005667307.1
OG0013649	XP_004709077.1	XP_013834745.2
OG0013650	XP_012861668.1	XP_005667282.2
OG0013651	XP_004708945.1	XP_003482633.1
OG0013652	XP_004709008.1	XP_020918268.1
OG0013653	XP_045149146.1	XP_020918238.1
OG0013654	XP_004708896.1	XP_013834604.1
OG0013655	XP_045149024.1	XP_020918178.1
OG0013656	XP_004708888.1	XP_005667190.2
OG0013657	XP_045149104.1	XP_013834594.1
OG0013658	XP_004708882.1	NP_001231164.1
OG0013659	XP_045149163.1	XP_005667158.1
OG0013660	XP_004708851.1	XP_003129639.1
OG0013661	XP_045146493.1	XP_020918006.1
OG0013662	XP_004717183.1	XP_020957866.1, NP_999118.1
OG0013663	XP_045146476.1	XP_003357184.3
OG0013664	XP_004717124.1	XP_020917996.1
OG0013665	XP_004716486.3	XP_020917966.1
OG0013667	XP_004716446.1	XP_003129436.1
OG0013668	XP_004716444.1	XP_020917912.1
OG0013669	XP_030741707.1	XP_020917911.1
OG0013670	XP_045146997.1	XP_020917899.1
OG0013671	XP_004711597.1	XP_003123030.1
OG0013672	XP_045146913.1	XP_003123029.2
OG0013673	XP_045147080.1	XP_005661188.2
OG0013674	XP_004711592.1	XP_005661187.1
OG0013675	XP_004711620.1	XP_003480779.2
OG0013676	XP_004711649.1	XP_020938918.1
OG0013677	XP_004711656.1	XP_020938911.1
OG0013678	XP_004711658.2	XP_020940956.1
OG0013679	XP_004708306.1	XP_013842738.1
OG0013680	XP_012863258.2	NP_001230287.1, XP_020935680.1
OG0013681	XP_030743374.1	XP_003353887.1
OG0013682	XP_012861695.1	XP_003129839.1
OG0013683	XP_004717579.1	XP_020918062.1
OG0013684	XP_004704439.1	XP_020921426.1
OG0013685	XP_004704335.1	XP_003357931.2
OG0013687	XP_004704442.1	XP_001925756.5
OG0013688	XP_004704327.1	NP_001230458.1
OG0013689	XP_030741166.1	XP_005652396.2, NP_001035834.1
OG0013690	XP_045144991.1	XP_020921243.1
OG0013691	XP_012860588.1	XP_020921051.1
OG0013692	XP_004704539.2	XP_013835993.2
OG0013693	XP_004707980.1	NP_001230557.1
OG0013694	XP_012861436.2	XP_001927460.2
OG0013695	XP_045143028.1	XP_001925155.3
OG0013696	XP_045143027.1	XP_020921283.1
OG0013697	XP_045143026.1	XP_020921284.1
OG0013698	XP_045143025.1	XP_020921285.1
OG0013699	XP_004708025.1	XP_005668506.1
OG0013700	XP_012861428.1	XP_003482951.2
OG0013701	XP_045139724.1	XP_020921424.1
OG0013702	XP_045139706.1	XP_013836049.1
OG0013703	XP_004709834.1	NP_001295758.1
OG0013704	XP_004709830.1	XP_020921030.1
OG0013705	XP_004714107.1	NP_001177113.1
OG0013706	XP_004704331.1	XP_020921033.1
OG0013707	XP_004704333.1	XP_020921510.1
OG0013708	XP_004704342.1	XP_005668583.2
OG0013709	XP_030744288.1	XP_020921541.1
OG0013710	XP_004704354.1	XP_001927236.1
OG0013711	XP_004704468.2	XP_020921571.1
OG0013712	XP_045139748.1	XP_020921633.1
OG0013713	XP_004704371.1	NP_001001258.1, XP_005653896.1
OG0013714	XP_045139898.1	XP_013834450.1
OG0013715	XP_004708622.1	XP_020927340.1
OG0013716	XP_004717841.1	XP_001927122.3
OG0013717	XP_004717840.1	NP_001230239.1
OG0013718	XP_004704110.1	XP_020927216.1
OG0013719	XP_012860477.1	XP_020927211.1
OG0013720	XP_004704118.1	XP_020927280.1
OG0013721	XP_004704123.1	XP_003358403.2
OG0013722	XP_045153545.1	NP_001165838.1, XP_020924023.1
OG0013723	XP_045153440.1	XP_005652452.2
OG0013724	XP_030743517.2	XP_020927317.1
OG0013725	XP_045153608.1	XP_003358411.1
OG0013726	XP_004704130.1	NP_001230518.1
OG0013727	XP_004708626.1	XP_003132167.2
OG0013728	XP_030742810.1	XP_013836928.2
OG0013729	XP_004708731.1	XP_020927343.1
OG0013730	XP_004708722.1	XP_003132183.1
OG0013731	XP_004704107.4	XP_020927201.1
OG0013732	XP_004704267.1	XP_020927199.1
OG0013733	XP_045145544.1, XP_045153524.1	XP_003483187.1
OG0013734	XP_012860502.1	XP_003132136.3
OG0013735	XP_045153506.1	XP_020927153.1
OG0013737	XP_045153393.1	XP_020925404.1
OG0013738	XP_004704250.2	XP_020927025.1
OG0013739	XP_012860469.1	XP_020927024.1
OG0013740	XP_004704075.1	XP_003358373.2
OG0013741	XP_045153630.1	XP_020927155.1
OG0013742	XP_045153631.1	XP_005669320.2
OG0013743	XP_004704238.1	XP_020926990.1
OG0013744	XP_004704058.2	XP_020926981.1
OG0013745	XP_030743565.1	XP_020925116.1
OG0013746	XP_004716045.1	XP_001924800.3
OG0013747	XP_045153750.1	XP_020925124.1
OG0013748	XP_004712159.1	XP_020925141.1
OG0013749	XP_004712158.1	XP_001927797.3
OG0013750	XP_045140159.1, XP_004712157.1	NP_999066.1
OG0013751	XP_004712147.1	XP_020925159.1
OG0013752	XP_004712139.1	XP_013837537.2
OG0013753	XP_004712130.1	XP_020924190.1, NP_999212.1
OG0013754	XP_045143387.1	XP_020925210.1
OG0013755	XP_012862553.1	XP_003483305.2
OG0013756	XP_004712123.1	NP_001139223.1, XP_020923916.1
OG0013757	XP_045143404.1	XP_020926788.1
OG0013758	XP_012861581.1	XP_003132526.1
OG0013759	XP_012861582.2	XP_003132528.2
OG0013760	XP_045150938.1	XP_001925665.4
OG0013761	XP_004708591.1	XP_020925259.1
OG0013762	XP_045150936.1	XP_005657147.2
OG0013763	XP_045150934.1	XP_020925266.1
OG0013764	XP_030743509.1	XP_020925365.1
OG0013765	XP_045152254.1	XP_005670005.1
OG0013766	XP_045153315.1	XP_003358691.1
OG0013767	XP_004704276.1	XP_005652450.2
OG0013768	XP_004697895.1	NP_001230360.1
OG0013769	XP_004698040.1	XP_003134485.1
OG0013770	XP_004717005.2	XP_003359965.2, NP_001302506.1
OG0013771	XP_004697859.1	XP_005672806.2
OG0013772	XP_045151111.1	XP_020933072.1
OG0013773	XP_030742864.1	XP_003134325.3
OG0013774	XP_004697873.1	NP_001004044.1
OG0013775	XP_045151366.1	XP_020933701.1
OG0013776	XP_004697902.1	XP_005672738.2
OG0013777	XP_004698222.1	NP_999246.2
OG0013778	XP_004698229.1	NP_001182298.1
OG0013779	XP_030742885.2	XP_020933348.1
OG0013780	XP_004697949.1	NP_001230269.1
OG0013781	XP_004697952.1	XP_003134409.2
OG0013782	XP_004718188.1	XP_003134406.1
OG0013783	XP_045151374.1	XP_001925791.3
OG0013784	XP_004698273.1	XP_003483984.3
OG0013786	XP_004698278.2	XP_020933091.1
OG0013787	XP_004698279.2	NP_001171381.1
OG0013788	XP_004697985.2	XP_003359993.1
OG0013789	XP_004698287.2	XP_020933020.1
