Orthogroup	Echinops_telfairi	Ictidomys_tridecemlineatus
OG0015921	XP_045146919.1	XP_040140611.1
OG0015922	XP_045147078.1	XP_040139675.1
OG0015923	XP_045147077.1	XP_040140596.1
OG0015924	XP_004711683.1	XP_005326793.1
OG0015925	XP_004711651.2	XP_005336000.1
OG0015926	XP_045146941.1	XP_005328113.1
OG0015927	XP_045153664.1	XP_040139694.1
OG0015928	XP_004707973.1	XP_005339728.1
OG0015929	XP_004711317.1	XP_005330279.1
OG0015932	XP_045144980.1	XP_013216200.1
OG0015933	XP_012860587.1	XP_005341298.1
OG0015934	XP_045143024.1	XP_005336847.1
OG0015935	XP_004711314.1	XP_005324879.1
OG0015936	XP_004711309.1	XP_005324871.1
OG0015937	XP_045143106.1	XP_040137316.1
OG0015938	XP_004709829.1	XP_005317101.1
OG0015939	XP_045145013.1	XP_021585566.1
OG0015940	XP_045139701.1	XP_040137854.1
OG0015941	XP_004704351.1	XP_005317059.1
OG0015942	XP_045139726.1	XP_021585337.2
OG0015943	XP_012860582.2	XP_005317050.1
OG0015944	XP_045139828.1	XP_005317187.1
OG0015945	XP_004704364.1	XP_040137664.1
OG0015946	XP_004704478.1	XP_005317029.1
OG0015947	XP_045139750.1	XP_005342402.1
OG0015948	XP_004704373.1	XP_021577085.1
OG0015949	XP_004714137.1	XP_005330296.1
OG0015950	XP_004712153.1	XP_005328059.1
OG0015951	XP_004712341.1	XP_005338473.1
OG0015952	XP_045153596.1	XP_005325765.1
OG0015953	XP_004717877.2	XP_005334640.1
OG0015954	XP_030741777.1	XP_005334638.1
OG0015955	XP_045153576.1	XP_040145889.1
OG0015956	XP_030743515.1	XP_005317418.1
OG0015957	XP_004708734.1	XP_005317445.1
OG0015958	XP_045150994.1	XP_040145992.1
OG0015959	XP_004708607.1	XP_005337981.1
OG0015960	XP_004704095.1	XP_040145829.1
OG0015961	XP_004704091.1	XP_005317353.1
OG0015962	XP_030743522.1	XP_005317337.1
OG0015963	XP_045153620.1	XP_005317331.1
OG0015964	XP_004704257.1	XP_021587314.1
OG0015965	XP_004704247.2	XP_040145771.1
OG0015966	XP_004704065.1	XP_005317226.1
OG0015967	XP_004704235.1	XP_005327065.1
OG0015968	XP_045153739.1	XP_021583220.1
OG0015969	XP_004716046.1	XP_005327071.1
OG0015970	XP_004716050.2	XP_005327096.1
OG0015972	XP_045143406.1	XP_040125781.1
OG0015973	XP_045143396.1	XP_040125828.1
OG0015974	XP_004712163.1	XP_005328132.3
OG0015975	XP_045143378.1	XP_005328099.1
OG0015976	XP_004712119.1	XP_005328102.1
OG0015977	XP_030742807.1	XP_040125857.1
OG0015978	XP_012861584.1	XP_040125939.1
OG0015979	XP_004708594.2	XP_013220470.2
OG0015980	XP_004709084.1	XP_005325742.1
OG0015981	XP_004709081.1	XP_005325748.1
OG0015982	XP_045153589.1	XP_005325757.1
OG0015983	XP_004704174.1	XP_005325763.1
OG0015984	XP_045151437.1	XP_005329891.1
OG0015985	XP_004698338.1	XP_005325445.2
OG0015986	XP_030742958.1	XP_005325429.1
OG0015987	XP_012861456.1	XP_040146837.1
OG0015988	XP_004698208.1	XP_005320489.1
OG0015989	XP_045151109.1	XP_040129999.1
OG0015990	XP_004697864.1	XP_021578809.1
OG0015991	XP_004697866.1	XP_013211936.1
OG0015992	XP_045151107.1	XP_005320520.1
OG0015993	XP_045151105.1	XP_005320527.1
OG0015994	XP_004697886.2	XP_005320534.1
OG0015995	XP_045151104.1	XP_005320536.1
OG0015996	XP_004697894.1	XP_005320544.1
OG0015997	XP_004697934.1	XP_005320596.1
OG0015998	XP_012863289.1	XP_005320600.1
OG0015999	XP_045151353.1	XP_005320621.1
OG0016000	XP_004697957.1	XP_040126486.1
OG0016001	XP_004697959.1	XP_040131445.1
OG0016002	XP_004698276.2	XP_005320644.2
OG0016003	XP_004698000.1	XP_005329953.1
OG0016004	XP_004698054.2	XP_040132160.1
OG0016005	XP_004698056.1	XP_005327260.1
OG0016006	XP_004711947.1	XP_005325315.1
OG0016007	XP_004698076.1	XP_005325303.1
OG0016008	XP_004698107.1	XP_005325282.1
OG0016009	XP_012863774.2	XP_005325422.1
OG0016010	XP_045151419.1	XP_005343151.3
OG0016011	XP_004698116.1	XP_005325271.1
OG0016012	XP_004718168.2	XP_040131372.1
OG0016013	XP_045152874.1	XP_005327157.1
OG0016015	XP_004716093.1	XP_040130833.1
OG0016016	XP_030742853.1	XP_040131355.1
OG0016017	XP_004715279.1	XP_005317108.1
OG0016019	XP_004707663.1	XP_040125446.1
OG0016020	XP_004701892.1	XP_005326550.1
OG0016021	XP_045151248.1	XP_040123981.1
OG0016023	XP_004701955.1	XP_040124182.1, XP_040124179.1, XP_040124181.1, XP_005339708.1, XP_040124180.1
OG0016024	XP_004711326.1	XP_040137844.1
OG0016025	XP_004711286.1	XP_005330286.1
OG0016026	XP_004711288.1	XP_005330287.1
OG0016027	XP_030740597.2	XP_040137523.1
OG0016029	XP_045149926.1	XP_040137571.1
OG0016030	XP_030742504.2	XP_040137579.1
OG0016031	XP_004715278.1	XP_013215808.1
OG0016032	XP_045149995.1	XP_040137255.1
OG0016033	XP_004696182.2	XP_005325569.1
OG0016034	XP_004707692.1	XP_005337289.1
OG0016035	XP_045142894.1	XP_005337265.1
OG0016036	XP_004707671.1	XP_005339941.1
OG0016037	XP_004707670.1	XP_005339943.1
OG0016038	XP_004707667.1	XP_021575540.1
OG0016039	XP_045142774.1	XP_005329386.1
OG0016040	XP_004707666.1	XP_005329385.1
OG0016041	XP_004707746.1	XP_005329362.1
OG0016042	XP_004707640.1	XP_005329354.1
OG0016043	XP_004707712.1	XP_040147811.1
OG0016044	XP_030742560.2	XP_040123886.1
OG0016045	XP_045150653.1	XP_021582788.1
OG0016046	XP_004701877.1	XP_021582786.1
OG0016047	XP_004701725.1	XP_005326502.1
OG0016049	XP_004701729.1	XP_005326499.1
OG0016050	XP_045150230.1	XP_005326497.3
OG0016051	XP_045150236.1	XP_021582701.2
OG0016052	XP_045150957.1	XP_021582729.1
OG0016053	XP_045150321.1	XP_040123991.1
OG0016055	XP_004701943.2	XP_005339691.1
OG0016056	XP_004701260.1	XP_013217969.1
OG0016057	XP_004701262.1	XP_005334590.3
OG0016058	XP_004701150.1	XP_005340386.1
OG0016059	XP_045152700.1	XP_005336406.1
OG0016060	XP_045152672.1	XP_040148029.1
OG0016061	XP_045152670.1	XP_005336396.1
OG0016062	XP_004709676.1	XP_005329598.2
OG0016063	XP_045152664.1	XP_040146891.1
OG0016064	XP_045152777.1	XP_013215878.1
OG0016065	XP_030743333.1	XP_005329656.1
OG0016066	XP_004709641.1	XP_005329668.1
OG0016067	XP_045152649.1	XP_005329674.1
OG0016068	XP_045152822.1	XP_040145406.1
OG0016069	XP_045152648.1	XP_005329685.1
OG0016070	XP_004709601.1	XP_005329687.1
OG0016071	XP_045152769.1	XP_040145384.1
OG0016072	XP_004709603.1	XP_005329689.1
OG0016073	XP_012861854.2	XP_040146870.1
OG0016074	XP_030743287.1	XP_005336875.1
OG0016075	XP_045152677.1	XP_005336861.1
OG0016076	XP_004709629.1	XP_005336856.1
OG0016077	XP_004709630.1	XP_040145316.1
OG0016078	XP_004709703.1	XP_040145293.1
OG0016079	XP_004709704.1	XP_005340168.1
OG0016080	XP_030741303.2	XP_005336130.1
OG0016081	XP_004715372.2	XP_005336088.1
OG0016082	XP_004715405.1	XP_005336106.1
OG0016083	XP_004715409.1	XP_021589456.2
OG0016084	XP_004716783.1	XP_005341944.1
OG0016085	XP_012863792.1	XP_005341926.1
OG0016087	XP_004701482.3	XP_005334610.1
OG0016088	XP_045147337.1	XP_040146977.1
OG0016089	XP_004701261.1	XP_005334593.1
OG0016090	XP_030741330.1	XP_005334579.1
OG0016091	XP_012863682.3	XP_040145172.1
OG0016092	XP_045145545.1	XP_005334561.1
OG0016093	XP_004716385.1	XP_005334548.1
OG0016096	XP_012862367.2	XP_021581850.1
OG0016097	XP_004716936.1	XP_040137880.1
OG0016098	XP_004710349.2	XP_005334072.1
OG0016099	XP_045151832.1	XP_040137120.1
OG0016100	XP_030743081.2	XP_005334021.1
OG0016101	XP_045151881.1	XP_005334052.1
OG0016102	XP_004710537.1	XP_013217721.1
OG0016103	XP_045141800.1	XP_021587873.1
OG0016104	XP_004717699.1	XP_005334065.1
OG0016105	XP_004708165.1	XP_005338420.1
OG0016106	XP_045151934.1	XP_040136987.1
OG0016107	XP_004708187.1	XP_005338376.1
OG0016109	XP_012864038.2	XP_005341868.1
OG0016110	XP_004717679.1	XP_005341870.1
OG0016111	XP_004716269.1	XP_005331967.1
OG0016112	XP_004716276.1	XP_021586441.1
OG0016113	XP_004716280.2	XP_005331956.1
OG0016114	XP_045144412.1	XP_005331974.1
OG0016115	XP_004713826.2	XP_005331931.1
OG0016116	XP_004713827.2	XP_040136887.1
OG0016117	XP_004713836.2	XP_005328973.1
OG0016118	XP_004713833.1	XP_005328974.2
OG0016119	XP_004713849.1	XP_005328965.1
OG0016120	XP_012862964.2	XP_005328960.1
OG0016121	XP_004713853.1	XP_005328959.1
OG0016122	XP_004700054.1	XP_005342942.1
OG0016123	XP_012859468.2	XP_005339983.1
OG0016124	XP_004700077.2	XP_005334087.1
OG0016125	XP_030743199.1	XP_005334081.1
OG0016127	XP_045143269.1	XP_005324935.1
OG0016128	XP_004711544.1	XP_005324950.1
OG0016129	XP_012862378.1	XP_005324957.1
OG0016130	XP_004711464.1	XP_005324963.1
OG0016131	XP_004711467.1	XP_021581925.1
OG0016133	XP_004711457.2	XP_005324985.2
OG0016134	XP_045143161.1	XP_040136580.1
OG0016135	XP_004711420.1	XP_005325040.1
OG0016136	XP_045143175.1	XP_040136526.1
OG0016139	XP_004711400.1	XP_005325073.1
OG0016140	XP_004711392.1	XP_005325085.1
OG0016141	XP_004716938.1	XP_005325121.1
OG0016142	XP_004716940.1	XP_005325123.1
OG0016143	XP_004716943.1	XP_005325126.1
OG0016144	XP_004711565.1	XP_005325159.1
OG0016146	XP_004701024.1	XP_005333697.1
OG0016147	XP_004701340.1	XP_040128458.1
OG0016148	XP_004700982.1	XP_005320730.1
OG0016149	XP_004700941.1	XP_005320803.1
OG0016151	XP_004701135.1	XP_005333793.1
OG0016152	XP_004701118.1	XP_005333777.1
OG0016153	XP_004701110.2	XP_005335353.1
OG0016154	XP_004701101.1	XP_021588900.1
OG0016155	XP_012859640.1	XP_013218311.1
OG0016156	XP_045147550.1	XP_005335332.1
OG0016157	XP_004701088.1	XP_005335327.1
OG0016158	XP_030742322.1	XP_005335323.1
OG0016159	XP_004701080.1	XP_005335319.1
OG0016160	XP_012859593.2	XP_021588850.1
OG0016161	XP_004701381.1	XP_005335308.1
OG0016162	XP_045147296.1	XP_005335296.2
OG0016163	XP_004701378.2	XP_005335293.1
OG0016164	XP_004701057.1	XP_005335291.1
OG0016165	XP_004701053.1	XP_005335283.1
OG0016167	XP_004701050.3	XP_005333741.2
OG0016168	XP_004701012.1	XP_005333673.1
OG0016169	XP_004701002.1	XP_005333658.1
OG0016170	XP_030741849.2	XP_021587504.1
OG0016171	XP_030741795.1	XP_021587503.1
OG0016172	XP_004701350.1	XP_005333647.1
OG0016173	XP_045147360.1	XP_040128896.1
OG0016174	XP_004700995.2	XP_005333636.1
OG0016175	XP_045147352.1	XP_040128464.1
OG0016176	XP_004700967.1	XP_005320766.1
OG0016177	XP_004700962.1	XP_040128404.1
OG0016178	XP_045147209.1	XP_040128399.1
OG0016179	XP_045147330.1	XP_040128949.1
OG0016180	XP_045147315.1	XP_040128073.1
OG0016181	XP_004701293.1	XP_040127693.1
OG0016182	XP_004701285.1	XP_040128141.1
OG0016183	XP_004700925.1	XP_005320846.1
OG0016184	XP_004701272.3	XP_040128730.1
OG0016185	XP_004716312.2	XP_005339139.2
OG0016186	XP_004716292.1	XP_005339122.1
OG0016187	XP_004697825.2	XP_013216978.2
OG0016188	XP_012862357.1	XP_005316383.1
OG0016189	XP_004697620.1	XP_005322977.1
OG0016190	XP_004697835.1	XP_040124038.1
OG0016191	XP_004697593.1	XP_005323001.1
OG0016192	XP_004697575.1	XP_005335881.1
OG0016193	XP_004697574.2	XP_005335883.1
OG0016194	XP_004697569.1	XP_005335891.1
OG0016195	XP_004697565.2	XP_005335894.3
OG0016196	XP_004697541.1	XP_005328687.1
OG0016197	XP_045143991.1	XP_005328703.1
OG0016198	XP_004697530.1	XP_005328713.1
OG0016199	XP_004712810.2	XP_005316468.1
OG0016200	XP_030744938.1	XP_040131335.1
OG0016201	XP_004712037.1	XP_005316895.1
OG0016202	XP_004712731.1	XP_005337197.1
OG0016204	XP_045143997.1	XP_040130100.1
OG0016205	XP_004712749.1	XP_021581373.1
OG0016206	XP_004712755.1	XP_013213219.1
OG0016207	XP_004712763.2	XP_005316465.2
OG0016208	XP_004712768.2	XP_005316471.1
OG0016209	XP_004712817.1	XP_005316493.1
OG0016210	XP_045144143.1	XP_013214725.1
OG0016212	XP_045142478.1	XP_040131497.1
OG0016213	XP_045142390.1	XP_040129940.1
OG0016214	XP_004709534.3	XP_005316534.1
OG0016215	XP_030740388.2	XP_040131940.1
OG0016216	XP_004709448.1	XP_005316550.1
OG0016217	XP_045142423.1	XP_005316559.1
OG0016218	XP_045142459.1	XP_021582226.1
OG0016219	XP_004709474.1	XP_013215298.1
OG0016220	XP_045142469.1	XP_005316598.1
OG0016221	XP_045142401.1	XP_005316610.1
OG0016222	XP_045142406.1	XP_021582599.1
OG0016223	XP_004716344.1	XP_005316736.1
OG0016224	XP_045141585.1	XP_013213083.1
OG0016225	XP_045141588.1	XP_005316762.1
OG0016226	XP_004712052.2	XP_021583357.1
OG0016227	XP_045141594.1	XP_005317005.1
OG0016228	XP_045141598.1	XP_021583752.2
OG0016229	XP_004712016.1	XP_040131634.1
OG0016230	XP_004712027.1	XP_005316860.1
OG0016232	XP_004713158.1	XP_005323609.1
OG0016233	XP_004711341.1	XP_005323600.1
OG0016234	XP_004711371.1	XP_005324364.2
OG0016235	XP_045140779.1	XP_005324363.1
OG0016236	XP_045140592.1	XP_005323627.1
OG0016238	XP_004711379.1	XP_040143144.1
OG0016239	XP_030744520.1	XP_005323657.2
OG0016240	XP_004711387.1	XP_040143145.1
OG0016241	XP_045140378.1	XP_013213236.1
OG0016242	XP_004696970.1	XP_005323522.1
OG0016243	XP_004696952.2	XP_040143053.1
OG0016244	XP_045140711.1	XP_021575730.1
OG0016245	XP_004713164.1	XP_005335449.1
OG0016246	XP_012860321.1	XP_005330163.1
OG0016247	XP_004703366.1	XP_005330154.1
OG0016248	XP_004703520.1	XP_005330153.1
OG0016249	XP_004703361.1	XP_040149064.1
OG0016250	XP_045140258.1	XP_005339861.1
OG0016251	XP_045140214.1	XP_040149090.1
OG0016252	XP_004703301.1	XP_040148128.1
OG0016253	XP_004703273.1	XP_021590230.2
OG0016255	XP_004706442.1	XP_005335631.1
OG0016257	XP_045142149.1	XP_005335634.1
OG0016258	XP_004706448.1	XP_005341035.1
OG0016259	XP_045150163.1	XP_005327691.1
OG0016260	XP_030740674.1	XP_040126511.1
OG0016261	XP_004712304.1	XP_005338934.1
OG0016262	XP_045143503.1	XP_013220640.1
OG0016263	XP_004712384.1	XP_005340339.1
OG0016264	XP_004712317.1	XP_005340342.1
OG0016265	XP_045143523.1	XP_021576306.1
OG0016266	XP_004713468.1	XP_005331048.1
OG0016267	XP_004704163.1	XP_005338355.1
OG0016268	XP_045152384.1	XP_040126146.1, XP_040126504.1
OG0016269	XP_045141215.1	XP_040129319.1
OG0016270	XP_004698477.1	XP_040127582.1
OG0016271	XP_004698166.1	XP_021588826.1
OG0016272	XP_045141218.1	XP_005340791.1
OG0016273	XP_045141049.1	XP_040127848.1
OG0016274	XP_045151040.1	XP_021585483.1
OG0016275	XP_004713533.1	XP_005331118.1
OG0016276	XP_045152348.1	XP_040126122.1
OG0016278	XP_004713529.1	XP_005331083.1
OG0016279	XP_045152336.1	XP_013216519.1
OG0016280	XP_004713524.1	XP_005331058.1
OG0016281	XP_004713466.1	XP_005331045.1
OG0016282	XP_004713459.1	XP_005331027.1
OG0016283	XP_004712352.1	XP_005338479.1
OG0016284	XP_045153539.1	XP_005338350.1
OG0016285	XP_045153537.1	XP_005332564.1
OG0016286	XP_004704149.1	XP_005332553.1
OG0016287	XP_045153330.1	XP_021586833.1
OG0016288	XP_045154143.1	XP_021588816.2
OG0016289	XP_004700236.2	XP_040138123.1
OG0016290	XP_004700031.1	XP_005335219.1
OG0016291	XP_004711710.2	XP_005327581.2
OG0016293	XP_045154152.1	XP_040139600.1
OG0016294	XP_012862586.2	XP_013215091.1
OG0016295	XP_045154624.1	XP_040138058.1
OG0016296	XP_004715349.1	XP_005329196.1
OG0016297	XP_004715339.1	XP_005329197.1
OG0016299	XP_004717867.1	XP_005337117.1
OG0016301	XP_004703873.1	XP_005315851.1
OG0016302	XP_004703977.1	XP_005315812.1
OG0016303	XP_004703820.1	XP_005315744.1
OG0016304	XP_012860400.1	XP_005324653.1
OG0016305	XP_004703869.1	XP_005315848.1
OG0016306	XP_045154371.1	XP_005315832.1
OG0016307	XP_045155055.1	XP_005315747.1
OG0016308	XP_045154640.1	XP_040150402.1
OG0016309	XP_030744097.1	XP_013213744.1
OG0016310	XP_004701763.3	XP_013213729.1
OG0016311	XP_004701500.1	XP_005324685.1
OG0016312	XP_012859861.1	XP_005324726.1
OG0016313	XP_004701541.1	XP_005324445.1
OG0016314	XP_004701771.1	XP_005324704.1
OG0016315	XP_045153361.1	XP_005335169.1
OG0016316	XP_004701668.2	XP_005330541.1
OG0016317	XP_004701782.1	XP_005324442.1
OG0016318	XP_004701581.2	XP_005340923.1
OG0016319	XP_004701584.1	XP_005338950.1
OG0016320	XP_004701591.1	XP_040150644.1
OG0016322	XP_004701808.1	XP_040150648.1
OG0016323	XP_045152712.1	XP_040150782.1
OG0016324	XP_045151170.1	XP_013221059.1
OG0016325	XP_045152750.1	XP_040150808.1
OG0016326	XP_004701651.1	XP_005331893.1
OG0016327	XP_004701841.1	XP_005331888.1
OG0016328	XP_004701667.1	XP_005330540.1
OG0016330	XP_004701560.1	XP_005324416.1
OG0016331	XP_004716571.1	XP_005339422.1
OG0016332	XP_004699878.1	XP_005330377.2
OG0016333	XP_004706711.1	XP_005335407.3
OG0016334	XP_012859407.1	XP_005335023.1
OG0016335	XP_004700203.1	XP_005335017.1
OG0016336	XP_004700212.1	XP_005335909.1
OG0016337	XP_012861175.1	XP_005319912.1
OG0016338	XP_004706817.1	XP_005319913.1
OG0016339	XP_004706819.1	XP_005319952.1
OG0016340	XP_004706825.1	XP_005342680.1
OG0016341	XP_045154354.1	XP_013221422.1
OG0016342	XP_004716608.1	XP_005339436.1
OG0016343	XP_004706911.1	XP_021578370.1
OG0016346	XP_004715955.1	XP_005337551.1
OG0016347	XP_012863058.2	XP_040144631.1
OG0016348	XP_004711248.1	XP_005331821.1
OG0016349	XP_004710168.2	XP_005319425.1
OG0016351	XP_045144300.1	XP_040141434.1
OG0016352	XP_004715424.1	XP_005337743.1
OG0016353	XP_004713447.1	XP_040142095.1
OG0016355	XP_004710038.2	XP_005316014.1
OG0016356	XP_004709999.1	XP_005316058.1
OG0016357	XP_004710061.2	XP_040148090.1
OG0016358	XP_004709976.1	XP_005334875.1
OG0016359	XP_030743781.1	XP_005329222.1
OG0016360	XP_004714616.1	XP_005324010.1
OG0016361	XP_004714625.1	XP_005324025.1
OG0016362	XP_004713254.1	XP_005324042.1
OG0016363	XP_004713273.1	XP_021591179.1
OG0016364	XP_004713226.1	XP_005338710.1
OG0016365	XP_004713200.1	XP_005338741.1
OG0016366	XP_004713185.1	XP_021575476.1
OG0016367	XP_004717731.1	XP_005339848.1
OG0016369	XP_004715501.1	XP_005340216.1
OG0016370	XP_004716734.2	XP_040137926.1
OG0016371	XP_045152946.1	XP_040137923.1
OG0016372	XP_045152927.1	XP_021575593.1
OG0016373	XP_045146157.1	XP_040137860.1
OG0016374	XP_004715948.1	XP_005337541.1
OG0016375	XP_012862320.3	XP_013218608.1
OG0016376	XP_004711242.1	XP_005340738.1
OG0016377	XP_045146550.1	XP_013220825.3
OG0016378	XP_045146590.1	XP_021580908.1
OG0016379	XP_004710150.1	XP_021580892.1
OG0016380	XP_004710086.1	XP_013213200.1
OG0016381	XP_045154509.1	XP_040139947.1
OG0016382	XP_004710093.1	XP_005323426.1
OG0016383	XP_012861970.1	XP_040140737.1, XP_013211469.1
OG0016384	XP_004717843.1	XP_005319362.1
OG0016385	XP_045144284.1	XP_040144986.1
OG0016386	XP_045144304.1	XP_021581944.1
OG0016387	XP_004715659.1	XP_040142668.1
OG0016388	XP_045141400.1	XP_021591082.1
OG0016389	XP_045141453.1	XP_040142926.1
OG0016390	XP_045141417.1	XP_005340683.1
OG0016391	XP_045141394.1	XP_005340687.1
OG0016392	XP_004717613.1	XP_005340702.1
OG0016394	XP_004716747.1	XP_021575606.1
OG0016396	XP_012862249.2	XP_005329826.1
OG0016397	XP_004696247.1	XP_005330833.1
OG0016398	XP_004696582.1	XP_005324836.1
OG0016399	XP_004697226.2	XP_005340934.1
OG0016401	XP_004703436.2	XP_005333293.1
OG0016402	XP_004703728.1	XP_040128336.1
OG0016403	XP_004705865.2	XP_005337933.2
OG0016405	XP_004707310.1	XP_013215382.1
OG0016406	XP_004715129.1, XP_004708196.1	XP_005338368.1
OG0016407	XP_004711224.1	XP_005336604.1
OG0016408	XP_004713018.1	XP_005339525.1
OG0016409	XP_004714282.1, XP_004714281.1, XP_004714283.1	XP_005328483.1
OG0016410	XP_004714659.1	XP_005337495.1
OG0016411	XP_004715745.1	XP_005341645.1
OG0016412	XP_004716007.1	XP_005341395.1
OG0016413	XP_004716271.1	XP_005331965.1
OG0016414	XP_004716604.1	XP_005339444.3
OG0016415	XP_004717188.1	XP_040130987.1
OG0016416	XP_012861611.1	XP_005340085.1
OG0016417	XP_012861988.2	XP_005322183.1
OG0016418	XP_012862577.1, XP_045150289.1, XP_045151065.1	XP_040137897.1
OG0016419	XP_012863441.2	XP_005342311.2
OG0016420	XP_030741620.1	XP_005339844.1
OG0016422	XP_030743191.2	XP_005325114.1
OG0016423	XP_045145488.1	XP_013221440.1
OG0016425	XP_045146809.1	XP_040137733.1
OG0016426	XP_045149414.1	XP_021590237.1
OG0016427	XP_045150160.1	XP_040123841.1
OG0016428	XP_045152146.1	XP_021582214.1, XP_040129748.1
OG0016429	XP_045152985.1	XP_005331706.2
OG0016430	XP_045153300.1	XP_021584464.1
OG0016431	XP_045153593.1	XP_005325787.1
OG0016432	XP_045154145.1	XP_021578763.1
OG0016433	XP_045154846.1	XP_013217701.2
OG0016434	XP_045155264.1	XP_005321811.1
OG0016435	XP_045155405.1	XP_040124609.1
OG0016454	XP_004707032.1	XP_005321552.1
OG0016455	XP_004710954.1	XP_005335939.1
OG0016457	XP_030742027.2	XP_040135862.1
OG0016461	XP_045154199.1	XP_005330364.1
OG0016462	XP_012863138.1	XP_040129428.1
OG0016464	XP_004711511.1	XP_005325058.1
OG0016465	XP_004701446.1	XP_005326060.2
OG0016474	XP_004708593.2	XP_013220478.3
OG0016475	XP_045152179.1	XP_040126156.1
OG0016477	XP_012864021.2	XP_005342056.1
OG0016479	XP_004704570.2	XP_040134948.1
OG0016481	XP_004699421.1	XP_005337781.1
OG0016483	XP_004702784.1	XP_005319181.1
OG0016484	XP_004715764.1	XP_005341656.2
OG0016485	XP_045140879.1, XP_045140881.1, XP_045140880.1, XP_004697219.1	XP_005340943.1
OG0016486	XP_004717577.1	XP_005323166.1
OG0016487	XP_004714784.1	XP_005339459.1
OG0016488	XP_004714857.1	XP_005339453.1
OG0016490	XP_004699763.1	XP_013218262.1
OG0016491	XP_012863027.1	XP_005326679.2
OG0016492	XP_030743369.1	XP_005331716.1
OG0016494	XP_004714284.1	XP_005339613.1
OG0016495	XP_004717522.1	XP_005342161.1
OG0016496	XP_012864004.1, XP_004717520.1	XP_005342146.1
OG0016498	XP_004715006.1	XP_005331661.1
OG0016499	XP_004712793.1	XP_005337227.1
OG0016500	XP_012861534.1	XP_005330011.1
OG0016502	XP_004702139.1	XP_005343135.2
OG0016503	XP_030742257.1	XP_005342721.1
OG0016504	XP_004710509.1	XP_040135157.1
OG0016505	XP_004710492.1	XP_005336728.1
OG0016506	XP_004710373.1	XP_005336471.1
OG0016507	XP_004716000.2	XP_005334419.1
OG0016509	XP_004702076.1	XP_005342476.2
OG0016510	XP_004702084.1	XP_005336147.1
OG0016513	XP_004714599.1	XP_005324150.1
OG0016514	XP_004714612.2	XP_005324123.1
OG0016515	XP_045148228.1	XP_013221363.1
OG0016516	XP_045148255.1	XP_005342708.1
OG0016517	XP_004715774.3	XP_040135743.1
OG0016518	XP_045148787.1	XP_040135770.1
OG0016520	XP_004710508.1	XP_005341726.1
OG0016521	XP_045148559.1	XP_005341734.3
OG0016522	XP_004710711.1	XP_005336713.1
OG0016523	XP_045148917.1	XP_040135788.1
OG0016524	XP_012862063.2	XP_040135234.1
OG0016525	XP_045148436.1	XP_005336522.1
OG0016526	XP_004710372.1	XP_005336466.1
OG0016529	XP_004704777.1	XP_005330690.1
OG0016531	XP_004705439.1	XP_005317599.1
OG0016532	XP_045156157.1	XP_040133545.1
OG0016533	XP_045141569.1	XP_013217858.1
OG0016534	XP_004696716.1	XP_005327336.1
OG0016535	XP_004696732.1	XP_005327371.1
OG0016537	XP_004703773.1	XP_005319732.1
OG0016538	XP_004703666.1	XP_005319671.1
OG0016539	XP_004703653.1	XP_021578182.2
OG0016540	XP_004703650.1	XP_040129609.1
OG0016541	XP_045149497.1	XP_040135297.1
OG0016543	XP_030743888.1	XP_005317577.1
OG0016544	XP_030743875.2	XP_005317542.1
OG0016545	XP_004703716.1	XP_005329077.1
OG0016546	XP_004708136.2	XP_005320260.3
OG0016547	XP_012863283.1	XP_013211296.2
OG0016548	XP_004715137.1	XP_005319134.1
OG0016552	XP_045141627.1	XP_005316927.1
OG0016553	XP_030741286.1	XP_040148601.1
OG0016554	XP_012861043.1	XP_040148068.1
OG0016555	XP_004715183.1	XP_005319120.1
OG0016556	XP_004712241.1	XP_005320407.1
OG0016557	XP_030743607.1	XP_005320473.1
OG0016559	XP_004703775.1	XP_005319733.2
OG0016560	XP_045140904.1	XP_005319695.1
OG0016562	XP_004713969.1, XP_004713970.1	XP_005328461.1
OG0016563	XP_004712868.1	XP_021588033.1
OG0016564	XP_012863649.1	XP_013219230.1
OG0016566	XP_030744266.1	XP_005330824.1
OG0016567	XP_045139516.1	XP_021588046.1
OG0016569	XP_012863633.2	XP_005337454.2
OG0016570	XP_004712968.1	XP_005332873.1
OG0016573	XP_004705556.1	XP_005339322.1
OG0016574	XP_045155027.1	XP_005339314.1
OG0016575	XP_012860790.1	XP_040143684.1
OG0016577	XP_004704786.2	XP_040135799.1
OG0016579	XP_004704574.2	XP_021577317.1
OG0016580	XP_004704590.1	XP_005318511.1
OG0016581	XP_045149719.1	XP_021577396.1
OG0016582	XP_004704652.1	XP_005318399.1
OG0016584	XP_004706015.1	XP_040133421.1
OG0016586	XP_012860873.1	XP_040134547.1
OG0016587	XP_045140702.1	XP_005328665.3
OG0016588	XP_004705685.1	XP_005328582.2
OG0016589	XP_004706018.1	XP_005328535.1
OG0016590	XP_004706010.1	XP_005328636.2
OG0016591	XP_045139693.1	XP_021575402.1
OG0016593	XP_045140364.1	XP_040134538.1
OG0016594	XP_045141767.1	XP_021575635.1
OG0016595	XP_004705706.1	XP_005323927.1
OG0016596	XP_030744341.1	XP_005323799.1
OG0016597	XP_004706308.1	XP_005327241.1
OG0016599	XP_045141964.1	XP_040133251.1
OG0016600	XP_045141962.1	XP_005337938.4
OG0016601	XP_004705853.1	XP_005337879.1
