Orthogroup	Echinops_telfairi	Mus_musculus
OG0013130	XP_004703249.1	NP_001156928.1
OG0013131	XP_045140293.1	NP_444317.1
OG0013132	XP_004703434.1	NP_033834.1
OG0013133	XP_004707830.1	NP_444346.3
OG0013134	XP_012860128.1	NP_075945.1
OG0013136	XP_004696934.1	NP_647459.1
OG0013137	XP_045144857.1	XP_006506776.1
OG0013138	XP_045144711.1	NP_038819.1, XP_036022093.1
OG0013139	XP_045144751.1	NP_114387.1, XP_006505270.1
OG0013140	XP_045144724.1	XP_006505234.1
OG0013141	XP_004707865.1	NP_001334008.1
OG0013142	XP_030741139.1	NP_001025156.3, XP_011239372.1
OG0013143	XP_004707862.1	NP_079657.1
OG0013144	XP_045144698.1	NP_001334000.1
OG0013145	XP_045144691.1	XP_030111433.1, NP_598686.2
OG0013146	XP_004707850.1	NP_062750.2
OG0013147	XP_004707848.1	NP_619623.2
OG0013148	XP_004707847.1	NP_062515.2
OG0013149	XP_030741141.1	NP_035168.1
OG0013150	XP_045144866.1	NP_795987.2
OG0013151	XP_004707838.1	NP_082735.2
OG0013152	XP_004702702.1	NP_001074443.1
OG0013153	XP_045144767.1	XP_006503623.1, NP_766035.1
OG0013154	XP_045144929.1	NP_694756.1
OG0013155	XP_045144733.1	NP_001276456.1
OG0013156	XP_004702863.2	NP_083430.1, XP_006503674.1, NP_083417.1
OG0013157	XP_004702713.1	NP_001280735.1
OG0013158	XP_004702729.1	NP_001342591.1, NP_075535.1
OG0013159	XP_004702877.1	NP_034187.1
OG0013160	XP_045144888.1	NP_573499.2
OG0013161	XP_004702882.1	NP_001158277.1
OG0013162	XP_045144587.1	NP_001355800.1
OG0013163	XP_004702746.1	NP_001139668.1
OG0013164	XP_004702758.1	NP_032610.1
OG0013165	XP_045144590.1	XP_006515324.1
OG0013166	XP_004702894.1	XP_036013358.1, NP_758457.1
OG0013167	XP_004702770.1	NP_033265.4
OG0013168	XP_045144593.1	NP_001399862.1
OG0013169	XP_045144726.1	NP_444320.2
OG0013170	XP_045144741.1	NP_694732.3
OG0013171	XP_004702793.1	NP_034583.1
OG0013172	XP_004702792.1	NP_034581.1
OG0013173	XP_004702791.1	NP_034579.3
OG0013174	XP_004702800.1	NP_663542.1
OG0013175	XP_045141622.1	NP_080280.3
OG0013176	XP_045144605.1	NP_001347188.1
OG0013177	XP_045142295.1	XP_006516607.1
OG0013178	XP_012861419.1	NP_076115.3
OG0013179	XP_004705323.1	NP_032217.2
OG0013181	XP_004708758.2	NP_620394.2
OG0013182	XP_045154831.1	NP_808238.1
OG0013183	XP_045154847.1	XP_011238862.1, NP_001268884.1
OG0013184	XP_045147703.1	NP_001033005.1
OG0013185	XP_004704980.1	NP_001344106.1
OG0013186	XP_045155117.1	XP_006503313.1
OG0013187	XP_004705001.1	NP_038933.2
OG0013188	XP_004705007.1	NP_080307.1
OG0013189	XP_004705011.1	NP_001007574.1
OG0013190	XP_004705342.1	NP_705794.2
OG0013191	XP_004705014.1	NP_780455.2
OG0013192	XP_004705015.1	XP_006502835.1, NP_001074566.1
OG0013193	XP_045155120.1	NP_079820.2
OG0013194	XP_004705017.1	XP_006503097.1
OG0013195	XP_045155113.1	NP_001156005.1
OG0013196	XP_045154844.1	NP_659190.3
OG0013197	XP_004705356.1	NP_598644.1
OG0013198	XP_045154914.1	NP_001392727.1
OG0013199	XP_045154828.1	NP_001411870.1
OG0013200	XP_004704760.2	NP_035499.1
OG0013201	XP_004699481.1	XP_006503049.1
OG0013202	XP_012859302.2	XP_006503057.1
OG0013203	XP_012859318.1	XP_011238954.1
OG0013204	XP_004699502.1	NP_080555.1, XP_006503386.1
OG0013205	XP_004699512.1	NP_766286.2
OG0013206	XP_030741928.1	NP_001307474.1
OG0013207	XP_012859310.1	NP_034303.3
OG0013208	XP_004699516.1	NP_001116430.1
OG0013209	XP_045147752.1	NP_001355990.1
OG0013210	XP_004699530.1	NP_033504.2
OG0013211	XP_045147903.1	NP_032984.1
OG0013212	XP_004699539.2	XP_006503348.1
OG0013213	XP_045147968.1	XP_030109496.1, NP_001030048.1
OG0013214	XP_004699549.1	NP_666264.1
OG0013215	XP_004699563.1	XP_011238770.1, NP_001116421.1
OG0013216	XP_004698490.1	NP_598437.2
OG0013217	XP_045144010.1	NP_001025161.1
OG0013218	XP_045144035.1	XP_006519104.1
OG0013219	XP_004698943.1	NP_001028977.1, XP_011243430.1
OG0013220	XP_004698507.1	NP_291096.2
OG0013221	XP_004700493.1	NP_082190.1
OG0013222	XP_045144674.1	NP_766142.2
OG0013223	XP_045145715.1	NP_001074504.1
OG0013224	XP_004700488.1	NP_001239270.1
OG0013225	XP_045144601.1	XP_006513698.1, NP_001357916.1
OG0013226	XP_004700483.1	XP_006513382.1, NP_032682.1
OG0013227	XP_045144591.1	NP_001136276.1
OG0013228	XP_004700481.1	XP_011241713.1
OG0013229	XP_004700480.1	NP_796342.2
OG0013230	XP_045148459.1	NP_666352.1, XP_006513695.1
OG0013231	XP_045146096.1	NP_067295.2
OG0013232	XP_045147300.1	NP_082184.1, XP_006514230.1
OG0013233	XP_004700436.1	NP_034531.1
OG0013234	XP_030742151.1	NP_001333989.1, XP_011241936.1
OG0013235	XP_004700433.1	NP_035735.2
OG0013236	XP_004700432.1	NP_080442.2
OG0013237	XP_004700805.1	NP_080190.1
OG0013238	XP_004700416.1	NP_663398.2
OG0013239	XP_004700415.1	NP_780367.2
OG0013240	XP_045147199.1	XP_006513108.1
OG0013242	XP_004700411.1	NP_080346.1
OG0013243	XP_004700404.2	NP_032579.2
OG0013244	XP_030741710.1	NP_001003910.2
OG0013245	XP_030741781.1	XP_030101101.1
OG0013246	XP_004708753.1	NP_064655.4
OG0013247	XP_030743064.1	XP_006531305.1
OG0013249	XP_004708812.1	NP_001074709.1
OG0013250	XP_030743067.1	NP_001171244.1
OG0013251	XP_045151734.1	XP_036018694.1, NP_001344094.1
OG0013252	XP_045151772.1	NP_001139800.1
OG0013253	XP_004708796.1	NP_080628.1
OG0013254	XP_030743029.1	NP_001392095.1
OG0013255	XP_045146433.1	NP_001411845.1, NP_033416.2
OG0013256	XP_004703435.2	NP_031594.1
OG0013257	XP_004714008.2	NP_001342697.1
OG0013258	XP_004714049.1	NP_076069.2
OG0013259	XP_045144671.1	NP_001343304.1
OG0013260	XP_045144852.1	NP_001334051.1
OG0013261	XP_004714101.2	NP_084197.1
OG0013262	XP_030741133.1	NP_848776.2
OG0013263	XP_045144782.1	XP_017177113.1
OG0013264	XP_004707957.1	NP_775551.1
OG0013265	XP_045144855.1	NP_766480.1
OG0013266	XP_004707952.1	NP_001276585.1
OG0013267	XP_045144692.1	XP_006505408.3
OG0013268	XP_045142227.1	NP_666126.1
OG0013269	XP_004708117.1	NP_848534.2, XP_006514763.1
OG0013270	XP_045142273.1	NP_001412498.1
OG0013271	XP_004708125.1	NP_598781.1
OG0013272	XP_004708241.2	NP_776109.1
OG0013273	XP_004708126.1	NP_062635.2
OG0013274	XP_004708247.1	NP_080356.1, NP_001349800.1
OG0013275	XP_012863001.2	XP_011239401.1, NP_666287.3
OG0013278	XP_045144837.1	XP_006506619.1
OG0013279	XP_045146082.1	NP_808344.3
OG0013280	XP_045146083.1	NP_536692.1
OG0013281	XP_004702379.1	XP_006535860.1, NP_080167.3
OG0013282	XP_045145805.1	XP_006535745.1, NP_001074852.1
OG0013283	XP_045145985.1	NP_001028629.2, XP_011248078.1
OG0013284	XP_004707736.2	NP_032059.1
OG0013285	XP_045142581.1	XP_006509211.1, NP_997542.1
OG0013286	XP_012861337.1	XP_006509161.1, NP_663567.1
OG0013287	XP_045142834.1	NP_001074738.1
OG0013288	XP_045142627.1	NP_034336.2
OG0013289	XP_045142903.1, XP_012864196.1	NP_082276.1
OG0013290	XP_012861130.1	XP_011240458.1, NP_080308.1
OG0013291	XP_045142805.1	XP_006509087.1, NP_032458.3
OG0013292	XP_004696553.1	NP_001355302.1
OG0013293	XP_045142821.1	NP_034474.4
OG0013294	XP_045142806.1	XP_006509097.1
OG0013295	XP_004696248.1	NP_080708.4
OG0013296	XP_045142884.1	NP_001371028.1
OG0013297	XP_004718220.4	NP_001034309.1
OG0013298	XP_004696220.2	NP_001390879.1
OG0013299	XP_045142503.1	NP_081116.3
OG0013300	XP_045142759.1	XP_036009708.1
OG0013301	XP_045142704.1	XP_011240500.1
OG0013302	XP_004696523.1	XP_006509452.1, NP_776150.2
OG0013303	XP_045142505.1	NP_082249.1
OG0013304	XP_045142632.1	XP_036009877.1
OG0013305	XP_045142507.1	NP_666320.1
OG0013306	XP_045142510.1	NP_705809.1
OG0013307	XP_004704527.1	NP_034220.2
OG0013308	XP_030740538.2	NP_065621.1
OG0013309	XP_004717741.1	NP_079897.2
OG0013311	XP_004717757.1	NP_780633.1
OG0013312	XP_045150167.1	NP_001348584.1
OG0013313	XP_004699118.1, XP_012861423.1, XP_012861911.2	NP_598813.1
OG0013314	XP_012862098.1	NP_065582.3
OG0013315	XP_030740412.1	XP_006515313.1
OG0013316	XP_045142534.1	NP_001154878.1
OG0013317	XP_004696103.1	NP_598801.1
OG0013318	XP_012859262.1	XP_030102499.1, NP_001104588.1
OG0013319	XP_004696448.1	NP_766058.3
OG0013320	XP_030740439.2	XP_036013103.1
OG0013321	XP_045142848.1	NP_001153691.1
OG0013323	XP_045142525.1	XP_006515209.1, NP_001028660.2
OG0013324	XP_004696472.2	NP_849209.1
OG0013325	XP_004696478.1	NP_034738.1
OG0013326	XP_012860116.1	NP_082759.1
OG0013327	XP_004696476.1	NP_083561.1
OG0013328	XP_004710198.1	XP_036020907.1
OG0013329	XP_004696132.1	NP_783606.2
OG0013331	XP_045150081.1	NP_001390328.1
OG0013332	XP_004710190.1	NP_001332939.1, NP_067265.1
OG0013333	XP_030742522.1	NP_001334255.1
OG0013334	XP_012862295.1	NP_082140.2
OG0013335	XP_045142957.1	NP_001156342.1
OG0013336	XP_004711226.1	NP_001303658.1, NP_081731.1
OG0013337	XP_045142947.1	NP_001344682.1
OG0013338	XP_045142965.1	NP_795937.1
OG0013339	XP_012862304.2	XP_036016462.1
OG0013340	XP_045142966.1	NP_001138924.1, XP_006524572.1
OG0013341	XP_045142969.1	XP_011244938.1, NP_082414.1
OG0013342	XP_004699832.2	XP_011244536.1
OG0013343	XP_004699829.1	NP_705732.1, XP_006524263.1
OG0013344	XP_004704417.4	NP_659067.2
OG0013345	XP_004704421.1	NP_647469.2
OG0013346	XP_004708047.1	XP_006500221.1, NP_853620.1
OG0013347	XP_004708006.1	NP_033569.2
OG0013348	XP_045139900.1	NP_001348334.1
OG0013349	XP_045139802.1	NP_083949.2
OG0013350	XP_045139858.1	NP_722473.1
OG0013351	XP_004708013.1	XP_006506279.1
OG0013352	XP_045139782.1	NP_001360959.1, XP_011239848.1
OG0013353	XP_004713913.1	NP_001158141.1
OG0013354	XP_004713912.2	NP_063932.2
OG0013355	XP_045142684.1	NP_031543.3
OG0013356	XP_004696167.1	NP_932109.2
OG0013357	XP_004696493.1	NP_058037.2
OG0013358	XP_045142660.1	NP_031861.2
OG0013359	XP_012860210.1	XP_006506226.1
OG0013360	XP_045142519.1	XP_006505767.1
OG0013361	XP_004699218.1	NP_001288233.1
OG0013362	XP_012859223.1	NP_001396723.1
OG0013363	XP_004699220.1	NP_001343485.1
OG0013364	XP_004699217.1	NP_598620.2
OG0013365	XP_004699219.1	XP_011238405.1
OG0013366	XP_004714930.1	NP_033349.2
OG0013367	XP_004717325.1	NP_080505.1
OG0013368	XP_004717324.1	NP_032149.1
OG0013369	XP_004716631.1	NP_038869.1
OG0013370	XP_004716643.1	NP_001303680.1, NP_081817.2
OG0013371	XP_045151556.1	NP_001074762.1
OG0013372	XP_004716705.2	XP_030108439.1, NP_001020012.1
OG0013373	XP_004716676.1	NP_033362.2
OG0013375	XP_045151573.1	NP_001280644.1
OG0013376	XP_045151551.1	NP_766271.2
OG0013377	XP_045151652.1	NP_035786.1
OG0013378	XP_004716687.1	NP_001075953.1
OG0013379	XP_004716697.1	NP_001355582.1, NP_796224.2
OG0013380	XP_045147939.1	NP_001152826.1
OG0013381	XP_012859354.3	NP_780607.2
OG0013382	XP_004699576.1	XP_006501764.1, NP_059093.3
OG0013383	XP_045144798.1, XP_045144799.1	NP_001074612.1
OG0013384	XP_004717271.1	NP_033431.1
OG0013385	XP_004713800.1	NP_034332.2
OG0013386	XP_012862890.2	XP_011245417.1
OG0013387	XP_004708214.4	NP_598826.3
OG0013388	XP_004702845.1	NP_808537.2
OG0013389	XP_045142221.1	NP_032156.2
OG0013390	XP_004708085.1	NP_080180.1
OG0013391	XP_045142218.1	NP_778171.2, XP_036013870.1
OG0013392	XP_045142297.1	NP_742118.3
OG0013393	XP_045142216.1	NP_057896.1
OG0013394	XP_045144863.1	XP_006514999.1
OG0013396	XP_012860143.1	NP_001360951.1
OG0013397	XP_045144721.1	NP_796297.2
OG0013398	XP_045144973.1	NP_033610.1
OG0013399	XP_004702847.1	NP_001074446.1
OG0013400	XP_012860088.2	XP_006535806.1
OG0013401	XP_045146373.1	XP_030098658.1, NP_061212.3
OG0013402	XP_045146379.1	XP_017177593.1, NP_663362.2
OG0013403	XP_004718227.1	NP_444318.1
OG0013404	XP_004717245.2, XP_045146352.1	NP_848468.2, XP_006536311.2
OG0013405	XP_004717248.1	NP_001334494.1
OG0013406	XP_045146351.1	XP_006536200.1
OG0013407	XP_004708339.1	NP_849221.2
OG0013408	XP_004718129.2	XP_011237828.1
OG0013409	XP_004708331.1	NP_808268.2
OG0013410	XP_004708320.1	NP_033063.1
OG0013411	XP_045147002.1	NP_083023.1
OG0013412	XP_004708319.1	NP_076365.2
OG0013413	XP_004714981.2	NP_766223.2
OG0013414	XP_045152989.1	NP_443735.2
OG0013415	XP_004714975.2	NP_598913.1
OG0013416	XP_045153036.1	XP_006498688.1
OG0013417	XP_004714969.1	NP_080144.1
OG0013418	XP_004714957.1	NP_001028518.2, XP_006499531.1
OG0013419	XP_045147051.1	NP_067487.1
OG0013420	XP_012861532.1	NP_061298.2
OG0013421	XP_045146956.1	NP_001393097.1
OG0013422	XP_045147056.1	NP_001365827.1
OG0013423	XP_045146828.1	XP_030106062.1
OG0013424	XP_012861527.1	NP_766256.3
OG0013425	XP_045146771.1	NP_766257.3
OG0013426	XP_004708382.1	NP_036087.2
OG0013427	XP_004708378.1	NP_001407463.1
OG0013428	XP_004708374.1	XP_030101794.1
OG0013429	XP_004717257.3	NP_001157161.1
OG0013430	XP_012863918.1	NP_001343997.1
OG0013431	XP_030741557.1	NP_076055.4
OG0013432	XP_045146378.1	NP_001361564.1
OG0013433	XP_045153217.1	NP_084497.1
OG0013434	XP_012862922.1	XP_006526669.1, NP_001356763.1
OG0013436	XP_004713651.1	NP_001347358.1
OG0013437	XP_004713642.1	NP_598427.1
OG0013438	XP_004713781.1	NP_079805.1
OG0013439	XP_004713637.1	NP_067460.1
OG0013440	XP_004713772.1	XP_036017269.1
OG0013441	XP_004713635.1	NP_035367.1
OG0013442	XP_045153257.1	NP_064336.1
OG0013443	XP_045153248.1	NP_081472.1
OG0013444	XP_045153087.1	NP_080996.2
OG0013445	XP_004713631.1	NP_031511.1
OG0013446	XP_004713763.1	NP_067262.1
OG0013447	XP_004713620.1	NP_063922.2
OG0013448	XP_004713606.1	NP_080829.1
OG0013449	XP_030744925.1	XP_030106658.1, NP_058578.3
OG0013450	XP_004713748.2	NP_001278009.1
OG0013451	XP_004713599.1	NP_034365.1
OG0013452	XP_004713595.3	XP_006531870.1, NP_001157824.1
OG0013453	XP_004713592.1	NP_080892.1
OG0013454	XP_045153099.1	NP_001108069.1, XP_030106561.1
OG0013455	XP_012862927.3	NP_001405272.1
OG0013456	XP_004713737.1	XP_006531729.1, NP_034739.2
OG0013457	XP_045153100.1	NP_076401.1
OG0013458	XP_045153102.1	NP_001278007.1
OG0013460	XP_012862898.1	NP_081188.1, XP_006531894.1
OG0013462	XP_045153108.1	NP_083243.1
OG0013463	XP_045153111.1	NP_001395209.1
OG0013464	XP_030743427.1	XP_006526620.1
OG0013465	XP_045153066.1	XP_006526667.1
OG0013466	XP_045153125.1	NP_001355625.1
OG0013467	XP_004713545.2	NP_058093.2
OG0013468	XP_004713680.1	NP_001074665.1
OG0013469	XP_004713679.1	NP_001347557.1, NP_001013037.1
OG0013470	XP_030742962.1	NP_034446.1
OG0013471	XP_045153136.1	NP_077218.1
OG0013472	XP_045153031.1	XP_006527475.1
OG0013473	XP_004715100.1	NP_001397148.1
OG0013474	XP_004714986.1	NP_001240772.1
OG0013476	XP_004708566.1	NP_666804.2
OG0013478	XP_030743395.1	XP_006508660.1, NP_033460.1
OG0013479	XP_004713777.1	XP_006531826.1
OG0013482	XP_045154216.1	NP_001357798.1, XP_006526465.1
OG0013483	XP_004711971.1	NP_081953.2
OG0013484	XP_004712198.2	NP_001104774.1
OG0013485	XP_045149489.1	NP_542983.3, XP_036019246.1
OG0013486	XP_012862563.2	NP_080634.2
OG0013487	XP_045143336.1	NP_082416.2
OG0013488	XP_004711918.1	NP_001397550.1
OG0013489	XP_045143330.1	NP_001397392.1
OG0013490	XP_030740646.1	NP_780724.3
OG0013491	XP_012862492.1	NP_899044.3
OG0013492	XP_030740650.1	NP_001156983.1
OG0013493	XP_045143335.1	XP_036011329.1, NP_665824.1
OG0013494	XP_045146150.1	XP_006535598.1, NP_082086.2
OG0013495	XP_004716544.1	NP_062266.1
OG0013496	XP_004716545.1	NP_033958.2
OG0013497	XP_045146149.1	XP_006506667.1
OG0013498	XP_045154261.1	NP_056633.2
OG0013499	XP_045154259.1	NP_115770.2
OG0013500	XP_004703904.1	XP_006526041.1
OG0013501	XP_004711952.1	NP_001343223.1
OG0013502	XP_045143354.1	XP_036019612.1, NP_035867.2
OG0013503	XP_030743847.1	XP_006529471.1
OG0013504	XP_045143355.1	NP_001389242.1
OG0013505	XP_004703939.1	NP_001343458.1
OG0013506	XP_045154349.1	NP_032778.1, XP_011237337.1
OG0013507	XP_045154462.1	XP_017170400.1, NP_084200.1
OG0013508	XP_004703886.1	NP_083086.1
OG0013509	XP_030743612.1	XP_006498393.1
OG0013510	XP_004712184.1	NP_001391306.1
OG0013511	XP_045146053.1	XP_036022143.1, NP_001121564.1
OG0013512	XP_004702469.1	NP_079826.2
OG0013513	XP_004715251.1	XP_006511678.1, NP_001095098.2
OG0013514	XP_004698186.1	NP_001093932.1, XP_006509768.1
OG0013515	XP_045145634.1	NP_001074884.1
OG0013516	XP_012863820.2	NP_001096638.1
OG0013517	XP_045146232.1	NP_001388168.1
OG0013518	XP_004714345.1	NP_032681.1
OG0013519	XP_004714346.1	NP_038923.1
OG0013521	XP_045153333.1	NP_705775.2
OG0013522	XP_045153646.1	NP_001365320.1
OG0013523	XP_004715518.1	NP_001398710.1
OG0013524	XP_045155998.1	XP_006524096.1, NP_033430.1
OG0013526	XP_004702365.2	NP_766590.1
OG0013527	XP_012859991.2	NP_001334258.1
OG0013528	XP_004702524.2	NP_079627.3
OG0013529	XP_045146075.1	NP_062659.1
OG0013530	XP_004702569.1	NP_766266.3, XP_036018919.1
OG0013531	XP_004702425.1	NP_083042.1
OG0013532	XP_012860028.1	NP_598689.1
OG0013533	XP_045146069.1	XP_006506166.1
OG0013534	XP_004702431.1	NP_079854.2
OG0013535	XP_045146066.1	NP_080652.2
OG0013536	XP_045145980.1	NP_034904.2
OG0013537	XP_045145903.1	XP_030110982.1
OG0013538	XP_045145930.1	NP_077168.2
OG0013539	XP_045145992.1	NP_001359193.1
OG0013540	XP_045145777.1	NP_081125.2
OG0013541	XP_045145882.1	XP_006506740.1
OG0013542	XP_004714170.1	NP_035628.1
OG0013543	XP_045146051.1	XP_036014155.1, NP_062717.2
OG0013545	XP_012860073.3	NP_075368.1
OG0013546	XP_030741467.1	XP_036014225.1, NP_001357836.1
OG0013547	XP_030741406.2	NP_001412961.1
OG0013548	XP_045146064.1	NP_001357813.1, XP_017171732.1
OG0013549	XP_045145962.1	NP_001276615.1
OG0013550	XP_012859979.1	NP_795894.1
OG0013551	XP_045153320.1	NP_001074720.1
OG0013552	XP_045153328.1	NP_001361016.1
OG0013553	XP_004715259.1	NP_033419.1
OG0013554	XP_030743468.1, XP_012859737.1	NP_083379.2
OG0013555	XP_045153347.1	NP_001230677.1
OG0013556	XP_004711255.1	NP_062716.1, XP_036020493.1
OG0013557	XP_045153311.1	NP_001357806.1, XP_030100302.1
OG0013558	XP_030743465.1	NP_076227.1
OG0013559	XP_004704026.1	NP_113569.1
OG0013560	XP_045153377.1	NP_001365850.1
OG0013561	XP_004704035.1	NP_109654.2, XP_006511923.1
OG0013562	XP_045153496.1	NP_766362.2
OG0013563	XP_004704042.1	NP_001239612.1
OG0013564	XP_004704046.1	NP_001074512.1, XP_030099856.1
OG0013565	XP_045153638.1	NP_001398108.1
OG0013566	XP_004704049.1	NP_001347235.1
OG0013567	XP_045153637.1	NP_899099.2
OG0013569	XP_045153399.1	XP_006512466.1, NP_201579.1
OG0013570	XP_004708598.1	NP_035736.2
OG0013571	XP_030742833.2	NP_079615.1
OG0013573	XP_004705288.2	XP_006509627.1, NP_573487.2
OG0013574	XP_045154964.1	NP_001407451.1, NP_001020125.1
OG0013575	XP_004705567.1	NP_081094.2
OG0013576	XP_004705569.1	NP_114393.1
OG0013577	XP_004705293.1	XP_036010233.1
OG0013578	XP_030743905.1	NP_848886.1
OG0013579	XP_045155178.1	NP_001365728.1, NP_001403921.1
OG0013580	XP_045155185.1	NP_001389902.1
OG0013581	XP_045155188.1	NP_666323.2
OG0013582	XP_045155018.1	XP_006509800.1, NP_115933.2
OG0013583	XP_045155007.1	XP_036010138.1
OG0013584	XP_004715579.2	XP_006531149.1, NP_795914.3
OG0013585	XP_045145613.1	NP_001345953.1
OG0013586	XP_004715527.2	XP_036016381.1
OG0013587	XP_004715597.3	XP_006514211.1, NP_082151.1
OG0013588	XP_004715532.1	XP_006513485.3, NP_033226.1
OG0013589	XP_045150159.1	NP_061278.1
OG0013590	XP_004715537.1	NP_080119.1
OG0013591	XP_045145621.1	NP_001186522.1
OG0013592	XP_045145691.1	NP_918948.1
OG0013593	XP_004715557.1	NP_001357981.1
OG0013594	XP_045145641.1	XP_036010090.1, NP_064329.2
OG0013595	XP_004715648.1	NP_034192.1, NP_001355225.1
OG0013596	XP_004715572.1	NP_001116315.1
OG0013597	XP_045145643.1	NP_081067.2
OG0013598	XP_004716879.1	XP_036011193.1, NP_076111.2
OG0013599	XP_045146341.1	XP_011240927.1
OG0013600	XP_045146282.1	NP_001277228.1
OG0013601	XP_004716885.1	NP_080558.1
OG0013602	XP_004716892.1	XP_006510036.1
OG0013603	XP_045146302.1	XP_011240895.1
OG0013605	XP_045146227.1	NP_001397167.1, NP_032345.2
OG0013607	XP_004717403.2	NP_536709.2
OG0013608	XP_045146246.1	NP_444407.1
OG0013609	XP_045146324.1	NP_001355305.1
OG0013610	XP_045146244.1	NP_001350168.1
OG0013611	XP_045146290.1	NP_001123275.1
OG0013612	XP_012863964.1	NP_062294.3
OG0013613	XP_004717389.1	NP_075691.1
OG0013614	XP_004717390.1	NP_033023.1
OG0013615	XP_045146276.1	NP_663461.2
OG0013616	XP_045146234.1	NP_444444.2
OG0013617	XP_045146235.1	NP_080988.1
OG0013618	XP_004714295.1	NP_705779.1
OG0013619	XP_004714307.1	XP_036016453.1
OG0013620	XP_004714403.1	NP_083058.2
OG0013621	XP_004714313.1	NP_789799.1, NP_034322.3
OG0013622	XP_004714414.1	NP_001347213.1
OG0013623	XP_030744166.1	NP_543027.1
OG0013624	XP_004714421.2	NP_038761.1
OG0013625	XP_045155992.1	NP_080806.4
OG0013626	XP_045156078.1	NP_001397254.1
OG0013627	XP_045155989.1	NP_067476.2
OG0013628	XP_004714432.3	NP_031933.1
OG0013629	XP_045156067.1	NP_001361632.1
OG0013631	XP_045155980.1	XP_006513905.2, NP_001075157.2
OG0013632	XP_045155971.1	XP_006513379.1, NP_067437.2
OG0013633	XP_004717034.1	NP_001366013.1
OG0013634	XP_045155974.1	NP_001157619.1
OG0013635	XP_045156124.1	XP_006513561.1
OG0013636	XP_045156039.1	NP_001359169.1, NP_001359167.1
OG0013637	XP_004717020.1	NP_001334048.1
OG0013638	XP_004717022.2	NP_001366350.1
OG0013639	XP_045155963.1	NP_780659.2
OG0013640	XP_030744127.2	NP_001365926.1
OG0013641	XP_045155964.1	NP_001408352.1
OG0013642	XP_045156051.1	NP_001019710.1
OG0013643	XP_030744133.1	NP_035713.1
OG0013644	XP_045147027.1	NP_848820.4, XP_006540889.1
OG0013645	XP_012864015.1	NP_667303.1
OG0013646	XP_030743542.1	NP_001359492.1
OG0013647	XP_004709073.1	NP_084537.2
OG0013648	XP_004709075.1	XP_017169090.1, NP_082289.2
OG0013649	XP_004709077.1	XP_006510729.1, NP_001074864.1
OG0013650	XP_012861668.1	NP_758493.2
OG0013651	XP_004708945.1	NP_082514.4
OG0013652	XP_004709008.1	NP_001156451.1
OG0013653	XP_045149146.1	NP_001394841.1
OG0013654	XP_004708896.1	XP_006507678.1
OG0013655	XP_045149024.1	NP_001349096.1
OG0013656	XP_004708888.1	XP_006508283.1, NP_082421.1
OG0013657	XP_045149104.1	XP_006507261.1
OG0013658	XP_004708882.1	NP_001355309.1
OG0013659	XP_045149163.1	XP_036009129.1, NP_942128.2
OG0013660	XP_004708851.1	NP_079881.2
OG0013661	XP_045146493.1	NP_035551.1
OG0013662	XP_004717183.1	NP_059067.2
OG0013663	XP_045146476.1	NP_084078.3
OG0013664	XP_004717124.1	NP_064408.2
OG0013665	XP_004716486.3	NP_068689.2
OG0013666	XP_045146869.1	XP_017177792.1
OG0013667	XP_004716446.1	NP_064435.1
OG0013668	XP_004716444.1	NP_065635.1
OG0013669	XP_030741707.1	NP_067469.1
OG0013670	XP_045146997.1	NP_001361547.1
OG0013671	XP_004711597.1	NP_033542.2
OG0013672	XP_045146913.1	NP_033328.3
OG0013673	XP_045147080.1	XP_006507990.1
OG0013674	XP_004711592.1	NP_444477.2
OG0013675	XP_004711620.1	XP_006507901.1, NP_796356.2
OG0013676	XP_004711649.1	NP_780527.2
OG0013677	XP_004711656.1	NP_598501.1
OG0013678	XP_004711658.2	NP_001032995.1
OG0013679	XP_004708306.1	NP_001121575.1
OG0013680	XP_012863258.2	NP_001020781.1, NP_001263327.1, NP_082112.3
OG0013681	XP_030743374.1	NP_899013.1
OG0013682	XP_012861695.1	NP_083582.2
OG0013683	XP_004717579.1	NP_667296.2
OG0013684	XP_004704439.1	NP_035273.3, XP_006518768.1
OG0013685	XP_004704335.1	NP_033600.3
OG0013687	XP_004704442.1	NP_001230786.1, XP_036014670.1
OG0013688	XP_004704327.1	NP_079973.1
OG0013689	XP_030741166.1	NP_032436.1
OG0013690	XP_045144991.1	NP_035636.1
OG0013691	XP_012860588.1	NP_001355951.1
OG0013692	XP_004704539.2	NP_001157611.1
OG0013693	XP_004707980.1	NP_081092.1
OG0013694	XP_012861436.2	NP_038773.1
OG0013695	XP_045143028.1	NP_079660.1
OG0013696	XP_045143027.1	XP_036014587.1
OG0013697	XP_045143026.1	NP_082182.1
OG0013698	XP_045143025.1	NP_080108.1
OG0013699	XP_004708025.1	NP_080750.1
OG0013700	XP_012861428.1	NP_001338876.1
OG0013701	XP_045139724.1	NP_001348568.1
OG0013702	XP_045139706.1	XP_030103918.1
OG0013703	XP_004709834.1	NP_951020.1
OG0013704	XP_004709830.1	NP_001073313.1
OG0013705	XP_004714107.1	NP_032955.2
OG0013706	XP_004704331.1	NP_001412704.1
OG0013707	XP_004704333.1	XP_006519555.1, NP_081137.2
OG0013708	XP_004704342.1	NP_663442.2
OG0013709	XP_030744288.1	NP_033444.1
OG0013710	XP_004704354.1	NP_789819.2
