Orthogroup	Echinops_telfairi	Homo_sapiens
OG0014071	XP_045147320.1	NP_001189367.1
OG0014072	XP_004701295.1	NP_001337868.1
OG0014073	XP_045147319.1	NP_001310965.1
OG0014074	XP_004700931.1	XP_011537576.1, NP_689524.1
OG0014075	XP_045147310.1	NP_001186797.1
OG0014076	XP_045147309.1	NP_777597.2, XP_047280922.1
OG0014077	XP_004701287.2	NP_004043.4
OG0014078	XP_045147272.1	NP_689856.6
OG0014079	XP_045146169.1	NP_015628.2, XP_011515926.1
OG0014080	XP_004697553.1	NP_001073995.1
OG0014081	XP_045143226.1	XP_011515514.1, NP_002989.2
OG0014082	XP_004697606.1	NP_001274742.1
OG0014083	XP_004697607.1	NP_443169.2
OG0014084	XP_004697612.1	NP_057025.2
OG0014085	XP_012862911.1	NP_001071087.1
OG0014086	XP_045149473.1	NP_001138244.1
OG0014087	XP_004697637.1	XP_011515855.1
OG0014088	XP_004697814.2	NP_003869.1
OG0014089	XP_004697813.2	NP_001400347.1
OG0014090	XP_030740713.2	XP_016869491.1
OG0014091	XP_004697595.2	NP_653251.2
OG0014092	XP_004697594.1	NP_689978.2
OG0014093	XP_012862310.3	XP_016868944.1
OG0014094	XP_004697586.2	NP_001400123.1
OG0014095	XP_045151574.1	XP_011515900.2
OG0014096	XP_004697583.2	XP_047278223.1, NP_079146.2
OG0014097	XP_004697803.1	NP_078780.1
OG0014098	XP_045141754.1	NP_001357262.1
OG0014099	XP_004697577.1	NP_005089.2
OG0014100	XP_004697796.1	NP_078997.4
OG0014101	XP_004697562.1	NP_001186143.1
OG0014102	XP_012862194.2	NP_001274069.1
OG0014104	XP_004697552.1	NP_001433.1
OG0014106	XP_004697788.1	NP_940986.1
OG0014107	XP_004697785.1	XP_011515392.1
OG0014108	XP_004697538.1	NP_004920.1
OG0014109	XP_045142856.1	NP_071746.1, XP_011515515.1
OG0014110	XP_004697777.1	NP_061180.1
OG0014111	XP_004697536.2	NP_057107.4
OG0014112	XP_004697776.1	NP_001123362.1
OG0014113	XP_045141996.1	NP_001185608.1
OG0014114	XP_045143275.1	NP_036547.1
OG0014115	XP_004697526.1	NP_060167.2
OG0014116	XP_030744416.2	NP_055569.1
OG0014117	XP_004712774.1	NP_598378.3
OG0014118	XP_004712777.1	NP_001136248.2, NP_077016.3
OG0014119	XP_045141600.1	XP_011519450.1
OG0014120	XP_004712085.1	NP_005567.2, XP_011519857.1
OG0014121	XP_045143604.1	NP_705841.2
OG0014122	XP_012862710.2	NP_001027.3
OG0014123	XP_045143666.1	NP_003237.2, XP_047288936.1
OG0014124	XP_004712806.3	NP_001202.5
OG0014125	XP_045143783.1	NP_997263.3
OG0014126	XP_004712767.1	NP_001310825.1
OG0014127	XP_004712781.1	NP_055953.3
OG0014128	XP_004709424.1	NP_644670.1, XP_047288364.1
OG0014129	XP_045142431.1	NP_001353774.1
OG0014130	XP_045142391.1	XP_011519572.1, NP_612486.2
OG0014131	XP_004709533.1	NP_000110.2
OG0014132	XP_045142359.1	NP_001381324.1
OG0014133	XP_030740368.1	NP_079441.1
OG0014134	XP_004709542.1	NP_001244960.1
OG0014135	XP_004709458.2	NP_003749.2
OG0014136	XP_004709459.1	NP_689661.1, XP_011519542.1
OG0014137	XP_004709550.1	XP_016877669.1, NP_997464.2
OG0014138	XP_030741636.1	NP_076968.2
OG0014139	XP_012861826.3	XP_016877583.1
OG0014140	XP_004709564.1	NP_987090.2, XP_047288421.1
OG0014141	XP_004709486.1	NP_861454.2, XP_016877610.1
OG0014142	XP_004709487.1	NP_037375.2
OG0014143	XP_045142351.1	NP_001273424.1
OG0014144	XP_004709492.2	NP_004489.1
OG0014145	XP_030740372.2	NP_001317255.1
OG0014146	XP_004709499.1	NP_001271267.1
OG0014147	XP_045142426.1	NP_001275517.1
OG0014148	XP_004709513.2	XP_047288657.1
OG0014149	XP_030742787.1	NP_001350659.1
OG0014150	XP_012862552.2	NP_079477.2
OG0014151	XP_004711991.1	NP_001137160.1
OG0014152	XP_045141729.1	NP_001026885.2
OG0014153	XP_004711995.1	NP_660143.1
OG0014154	XP_004711994.4	NP_001137408.1
OG0014155	XP_004711999.1	NP_056137.1
OG0014156	XP_004712001.1	NP_006082.3
OG0014157	XP_045141753.1	NP_663633.1
OG0014158	XP_004712070.1	NP_001185946.1
OG0014159	XP_030740179.1	NP_001310454.1
OG0014160	XP_004712084.1	NP_001034703.1
OG0014161	XP_004712094.2	NP_068591.2
OG0014162	XP_045141738.1	XP_011520041.1
OG0014163	XP_045141605.1	NP_002824.1
OG0014164	XP_045141606.1	XP_047288152.1, NP_001888.2
OG0014165	XP_004712795.1	NP_001271221.2
OG0014166	XP_004709539.1	NP_714544.1
OG0014167	XP_004709552.1	XP_047288350.1, NP_995322.1
OG0014168	XP_045142458.1	NP_001185713.1
OG0014169	XP_004716357.1	NP_976307.2
OG0014170	XP_012862354.1	XP_005260965.1, NP_005797.1
OG0014171	XP_045140791.1	NP_001373749.1, NP_001354277.1
OG0014172	XP_004697358.1	NP_000374.1
OG0014173	XP_004696943.1	NP_001307341.1
OG0014174	XP_004697333.2	NP_478060.2
OG0014175	XP_045142179.1	XP_016862278.1
OG0014176	XP_004706482.1	NP_000149.4
OG0014177	XP_004711373.1	NP_001307531.1
OG0014178	XP_004711361.1	NP_001339520.1
OG0014179	XP_004713165.1	NP_037372.4
OG0014180	XP_004718041.1	NP_006576.2
OG0014181	XP_045140396.1	NP_001307632.1
OG0014182	XP_012861375.1	NP_006043.1
OG0014183	XP_004696992.1	NP_001387.2
OG0014184	XP_030744543.2	NP_061836.2
OG0014185	XP_045140820.1	NP_006189.2
OG0014186	XP_045140695.1	NP_478066.3, XP_011527951.1, NP_996847.1
OG0014187	XP_030744694.1	NP_543136.1
OG0014188	XP_004696964.1	NP_004562.2
OG0014189	XP_045140553.1	NP_055871.1
OG0014190	XP_004696956.1	XP_011528016.1, NP_003265.3
OG0014191	XP_004696955.1	NP_001355167.1, NP_005040.2
OG0014192	XP_004696949.2	NP_003334.2
OG0014193	XP_045140529.1	NP_569711.2
OG0014194	XP_004696941.1	NP_001136326.1
OG0014195	XP_045140351.1	XP_011527931.1
OG0014196	XP_004716002.1	NP_066012.1
OG0014197	XP_045151777.1	XP_011530689.1, NP_003610.2
OG0014198	XP_045140160.1	NP_001373103.1
OG0014199	XP_012860320.1	NP_001095876.1
OG0014200	XP_004703370.1	NP_061039.3
OG0014201	XP_004703517.1	NP_006574.1
OG0014202	XP_004703512.1	NP_001317956.2
OG0014203	XP_004703355.1	NP_055236.1
OG0014204	XP_004703503.2	NP_631912.3
OG0014205	XP_045140262.1	NP_060405.5
OG0014206	XP_004703340.1	NP_001026893.1
OG0014207	XP_004703498.1	NP_055210.2
OG0014208	XP_004703478.1	NP_055023.2
OG0014209	XP_045140274.1	XP_011530467.1
OG0014210	XP_012860308.1	NP_598375.3
OG0014211	XP_012860282.1	NP_001092010.1
OG0014212	XP_045140071.1	NP_689758.1
OG0014213	XP_045140283.1	NP_001293076.1
OG0014214	XP_045139952.1	NP_059122.2
OG0014215	XP_004703259.1	NP_056251.2
OG0014216	XP_004712355.1	XP_005247675.1
OG0014217	XP_045142196.1	NP_071355.1
OG0014218	XP_004706500.1	NP_001310442.1
OG0014219	XP_004706574.1	XP_005247182.1, NP_000088.3
OG0014220	XP_045142066.1	NP_001007566.1
OG0014221	XP_004706518.1	NP_078824.2
OG0014222	XP_004706443.1	XP_024309412.1
OG0014223	XP_004706446.1	NP_065941.2, XP_006713779.1
OG0014224	XP_004706522.1	NP_057472.2
OG0014225	XP_045142084.1	NP_055244.3, XP_011510993.1
OG0014226	XP_045142136.1	NP_060864.1
OG0014228	XP_030740300.1	NP_001335834.1
OG0014229	XP_045142096.1	NP_054889.2
OG0014230	XP_045142122.1	NP_079422.1
OG0014231	XP_045142088.1	NP_776160.2, XP_047303627.1
OG0014232	XP_045142094.1	NP_065805.2, XP_006713777.1
OG0014233	XP_004709854.1	XP_047303357.1, NP_001093148.1
OG0014234	XP_045150201.1	NP_005326.3
OG0014235	XP_045143442.1	XP_024309300.1
OG0014236	XP_045143514.1	NP_001353264.1
OG0014237	XP_045143455.1	NP_065784.1
OG0014238	XP_045143458.1	NP_001350816.1
OG0014239	XP_012862602.1	XP_047303618.1, NP_689885.4
OG0014240	XP_045143464.1	NP_689744.3
OG0014241	XP_012862606.1	NP_060855.2
OG0014242	XP_045143438.1	NP_001354478.1
OG0014243	XP_004704162.1	XP_047304691.1, NP_001032.2
OG0014244	XP_004713520.1	NP_001004312.2, XP_016861790.1
OG0014245	XP_045141222.1	NP_060225.4
OG0014246	XP_045141082.1	NP_872438.2
OG0014247	XP_012864043.1	NP_001364165.1, NP_001364168.1
OG0014248	XP_012864042.2	XP_011512374.1
OG0014249	XP_004708658.1	NP_004292.1
OG0014250	XP_004708671.1	NP_852091.1
OG0014251	XP_004713512.1	NP_569713.2
OG0014252	XP_045152352.1	NP_004414.3
OG0014253	XP_004713501.1	NP_060828.2
OG0014254	XP_004713494.1	NP_002799.3
OG0014255	XP_045152392.1	NP_004357.3
OG0014257	XP_004713481.2	XP_016862926.1, NP_542383.1
OG0014258	XP_004713517.1	NP_060662.2, NP_001127890.1
OG0014259	XP_004712350.1	NP_848591.2
OG0014260	XP_045143467.1	NP_115655.2, XP_047305019.1
OG0014261	XP_045153602.1	NP_002259.1
OG0014262	XP_045153603.1	XP_011511447.2
OG0014263	XP_004704294.2	NP_079003.2
OG0014264	XP_045153604.1	NP_003253.1
OG0014265	XP_030743513.1	NP_002731.4
OG0014266	XP_004704142.1	NP_005593.2, NP_001171985.1
OG0014267	XP_045153606.1	NP_055843.1
OG0014268	XP_045153516.1	NP_000331.1
OG0014269	XP_004704135.1	NP_065843.4, NP_001139748.2
OG0014270	XP_004708640.1	NP_114161.3, XP_006713841.1
OG0014271	XP_004698478.2	NP_065433.2
OG0014272	XP_004712575.1	NP_008929.2
OG0014273	XP_030740645.2	NP_004262.1
OG0014274	XP_045143307.1	NP_001003699.1
OG0014275	XP_012862462.1	XP_011512614.1, NP_689764.3
OG0014276	XP_004711713.1	XP_047274796.1
OG0014277	XP_004712248.1	NP_004743.1
OG0014278	XP_004712277.1	NP_001129047.1
OG0014279	XP_004712249.2	NP_001135865.1
OG0014280	XP_004718136.2	XP_011512881.1
OG0014281	XP_030743030.2	NP_057698.2
OG0014282	XP_004712533.1	NP_060943.1
OG0014283	XP_012862659.1	NP_001269421.1
OG0014284	XP_004712534.1	NP_112201.1
OG0014285	XP_030743038.2	XP_016866497.1
OG0014286	XP_045154634.1	NP_001265048.1
OG0014287	XP_004717458.2	NP_006501.1
OG0014288	XP_030743214.1	NP_001073927.1
OG0014290	XP_045152387.1	NP_078777.1, XP_047300042.1
OG0014291	XP_004701516.1	XP_016859710.1
OG0014292	XP_004701533.1	NP_919226.1
OG0014293	XP_045154496.1	NP_620158.3
OG0014294	XP_045154757.1	XP_011509815.1
OG0014295	XP_045155390.1	NP_001926.2
OG0014296	XP_045154009.1	NP_004451.2
OG0014297	XP_004703842.1	XP_047300819.1
OG0014298	XP_045153973.1	NP_001265387.1
OG0014299	XP_045154579.1	NP_004481.2
OG0014300	XP_004703967.2	XP_006712743.1, NP_002967.2
OG0014301	XP_045153928.1	NP_689594.4
OG0014302	XP_045155497.1	NP_037365.2
OG0014303	XP_012860404.1	NP_004516.2, XP_011509485.1
OG0014304	XP_004703817.1	NP_689597.1
OG0014305	XP_004703818.1, XP_045155077.1	NP_006054.2
OG0014306	XP_045153892.1	NP_742067.3
OG0014307	XP_045154975.1	XP_011508956.1
OG0014308	XP_004703807.1	NP_056345.3
OG0014309	XP_004703806.1	NP_036422.3
OG0014310	XP_004703951.1	NP_079119.3
OG0014311	XP_045153835.1	NP_003102.1
OG0014312	XP_004703944.1	NP_001399139.1
OG0014313	XP_004701494.1	NP_001243019.1
OG0014314	XP_004701508.1	NP_003650.1, XP_011510343.1
OG0014315	XP_004701515.1	NP_003681.1
OG0014316	XP_030743092.1	NP_001339738.1
OG0014317	XP_045153327.1	NP_001025482.1
OG0014318	XP_004701528.1	NP_001248353.1
OG0014319	XP_045152048.1	NP_543152.1
OG0014320	XP_030743251.1	NP_803237.3
OG0014321	XP_012859765.3	NP_998773.2, XP_047300293.1
OG0014322	XP_012859792.1	NP_001359117.1
OG0014323	XP_004701546.1	XP_024308807.1
OG0014324	XP_045151601.1	NP_055177.2, XP_011509255.1
OG0014325	XP_045150868.1	XP_047300366.1
OG0014326	XP_004701566.1	NP_036218.1
OG0014327	XP_004701567.1	NP_079265.2
OG0014328	XP_004701578.1	XP_047301536.1
OG0014329	XP_012859767.2	NP_001356328.1, NP_001381884.1
OG0014330	XP_004701594.1	NP_057018.1
OG0014331	XP_045151459.1	NP_001098056.1
OG0014332	XP_004701596.2	NP_775782.2
OG0014333	XP_045152610.1	NP_001358624.1
OG0014334	XP_004701623.1	NP_001358355.1
OG0014335	XP_045152683.1	NP_001317147.1
OG0014336	XP_045152704.1	XP_011509080.1
OG0014337	XP_045153082.1	NP_001362433.1
OG0014338	XP_045151418.1	XP_011509104.1
OG0014339	XP_030743372.1	XP_011509253.1, NP_775099.2
OG0014340	XP_004701648.2	NP_004035.2, XP_047300445.1
OG0014341	XP_004701659.1	NP_056303.3
OG0014342	XP_045150851.1	XP_011509871.1
OG0014343	XP_012859808.1	NP_001258563.1
OG0014344	XP_012859871.2	NP_006513.1
OG0014345	XP_004701854.1	XP_011509205.1
OG0014346	XP_004701855.2	NP_002172.2
OG0014347	XP_004701676.1	NP_005680.1
OG0014348	XP_004701859.1	NP_006727.2, NP_001034639.1
OG0014349	XP_045150613.1	XP_011509159.1, NP_056126.1
OG0014350	XP_004701698.1	NP_005678.3
OG0014351	XP_004701702.1	NP_003460.2
OG0014352	XP_030743049.2	NP_065881.1
OG0014353	XP_012859814.1	NP_075066.1, XP_011509970.1
OG0014354	XP_045142738.1	XP_047277349.1
OG0014355	XP_004707711.1	NP_001333739.1
OG0014356	XP_004701846.1	NP_001307794.1
OG0014357	XP_004706714.1	NP_002913.3
OG0014358	XP_004716620.2	NP_001096036.1, XP_016857643.1
OG0014359	XP_045154305.1	NP_001013683.1
OG0014360	XP_045154123.1	XP_047282850.1
OG0014361	XP_012859387.2	NP_976310.1
OG0014362	XP_004700177.3	NP_872604.1
OG0014363	XP_004706706.1	NP_003774.1
OG0014364	XP_004706838.1	NP_570138.1
OG0014365	XP_045154075.1	XP_011507567.1
OG0014366	XP_004699966.2	NP_001273053.1
OG0014367	XP_045154060.1	XP_047284056.1
OG0014368	XP_012861161.1	NP_001401401.1
OG0014369	XP_004706829.1	NP_444512.2
OG0014370	XP_004706831.1	XP_005245160.1, NP_872387.2
OG0014371	XP_030743742.1	NP_001070950.1
OG0014372	XP_004716594.1	NP_001364227.1
OG0014373	XP_045154375.1	NP_001020769.1
OG0014375	XP_012863739.2	NP_036469.2
OG0014376	XP_004714864.2	NP_002027.2, NP_001116423.1
OG0014377	XP_045154120.1	NP_116222.4, XP_005245608.2
OG0014378	XP_045154136.1	NP_068777.1
OG0014380	XP_004715492.1	NP_061154.1
OG0014381	XP_045152924.1	NP_997203.1
OG0014382	XP_004697735.2	NP_001316422.1
OG0014383	XP_004713452.1	NP_001718.1
OG0014384	XP_004710090.1	NP_001305397.1
OG0014385	XP_004715678.1	XP_011529518.1, NP_004215.2
OG0014386	XP_030744884.1	NP_000108.1
OG0014387	XP_045146763.1	XP_047297957.1, NP_037371.2
OG0014389	XP_045151900.1	NP_004183.2
OG0014391	XP_045146620.1	XP_005274558.1
OG0014392	XP_004710075.1	NP_001161362.1
OG0014393	XP_004710016.1	NP_001001995.1
OG0014394	XP_045146718.1	NP_001712.1
OG0014395	XP_004710001.1	NP_065716.1, XP_016885169.1
OG0014396	XP_045146711.1	NP_116185.2
OG0014397	XP_045146679.1	XP_011543905.1
OG0014398	XP_004709992.1	NP_001032420.1
OG0014399	XP_004710055.1	NP_001001671.3, XP_011543809.4
OG0014400	XP_045146610.1	NP_001354703.1
OG0014401	XP_045146708.1	XP_006724544.1
OG0014402	XP_004709973.1	NP_056968.1
OG0014403	XP_004709971.1	NP_002961.1
OG0014404	XP_045146681.1	NP_689974.2
OG0014405	XP_045146648.1	NP_004836.2
OG0014406	XP_012863928.1	NP_001291477.1
OG0014407	XP_045145343.1	NP_006298.1
OG0014408	XP_045145336.1	NP_001354650.1
OG0014409	XP_004713247.2	NP_001191397.1
OG0014410	XP_012862813.1	NP_063939.2
OG0014411	XP_004713275.1	NP_002612.1, NP_001138724.1
OG0014412	XP_045144237.1	NP_705582.1
OG0014413	XP_045144221.1	XP_047298313.1
OG0014414	XP_004713228.1	NP_001334146.1
OG0014415	XP_004713210.1	NP_064522.4
OG0014416	XP_045144231.1	NP_006141.2
OG0014417	XP_004713266.1	NP_005174.2
OG0014418	XP_012862806.1	NP_071400.1, XP_016885215.1
OG0014419	XP_004713184.1	NP_006297.2
OG0014420	XP_030743567.1	NP_112483.1
OG0014421	XP_030743571.2	NP_002435.1
OG0014422	XP_004715496.1	NP_000035.2
OG0014423	XP_004716728.1	NP_851820.1, XP_047298141.1
OG0014424	XP_045146156.1	NP_002628.2
OG0014425	XP_012863540.2	NP_006508.2
OG0014426	XP_004715967.1	NP_057584.2
OG0014427	XP_004715956.2	NP_000480.3
OG0014428	XP_030743442.2	NP_000043.4
OG0014429	XP_004714186.2	XP_016884912.1
OG0014430	XP_004714203.1	NP_476503.1
OG0014431	XP_045146537.1	NP_001293135.1
OG0014432	XP_004717786.1	XP_005262136.1, NP_997201.1
OG0014433	XP_045154530.1	XP_006724695.1, NP_940867.2
OG0014434	XP_004710103.1	NP_056180.1
OG0014435	XP_045154499.1	NP_001106962.1
OG0014436	XP_045154487.1	NP_065922.3
OG0014437	XP_004710142.1	NP_009162.1
OG0014438	XP_045154492.1	XP_005262533.1
OG0014439	XP_012861982.2	NP_001404819.1, XP_054189304.1
OG0014440	XP_004710129.2	XP_011529619.1
OG0014441	XP_004710121.1	NP_078804.2
OG0014442	XP_004713099.1	NP_060408.3
OG0014443	XP_004713103.2	NP_001116078.1
OG0014444	XP_004713116.1	NP_002342.1
OG0014445	XP_012864106.2	XP_006724828.1, NP_060136.1
OG0014446	XP_030740950.1	XP_024308083.1, XP_024308092.2, NP_001342448.1, NP_001342451.1, NP_001345378.1
OG0014447	XP_045144274.1	XP_016885464.1
OG0014448	XP_004713422.1	NP_001132972.1
OG0014449	XP_004715657.2	NP_002015.1
OG0014450	XP_004717634.1	NP_005620.1
OG0014451	XP_045141418.1	NP_001158213.1
OG0014452	XP_004717616.1	NP_001104026.1
OG0014453	XP_045141435.1	XP_006724899.1
OG0014454	XP_045146506.1	XP_011529253.1, NP_001155963.1
OG0014455	XP_045154536.1	NP_848928.1, NP_001008535.1, NP_001008534.1
OG0014456	XP_045147932.1, XP_004704577.1	NP_006058.1
OG0014457	XP_045144287.1	NP_919253.1
OG0014458	XP_004700208.1	NP_078985.3
OG0014459	XP_004701502.1	NP_055436.2
OG0014460	XP_004703697.2	NP_114158.2
OG0014461	XP_004706704.1	NP_940909.1, XP_006714663.1
OG0014462	XP_004707062.1	NP_001316324.1
OG0014463	XP_004708403.1	NP_001003677.1
OG0014464	XP_004711549.1	NP_001382990.1
OG0014465	XP_004712661.1	NP_001004457.2
OG0014467	XP_004712722.1	NP_001001674.1
OG0014468	XP_004716321.1	NP_443191.1
OG0014469	XP_004717161.1	NP_001001922.2, NP_001372591.1
OG0014471	XP_004717685.1	NP_004858.1
OG0014473	XP_012863934.1	XP_011513289.1, NP_150232.2
OG0014474	XP_012863942.1, XP_012864090.1	NP_112221.1
OG0014475	XP_030740336.2	XP_006720838.1
OG0014476	XP_045151929.1	NP_001007034.1
OG0014476	XP_030741571.1	NP_001358319.1
OG0014477	XP_030744406.1	NP_055250.2, XP_016863517.1
OG0014478	XP_045140308.1	XP_011513479.1
OG0014479	XP_045140987.1	XP_016864546.1, NP_001310.3, NP_001351069.1
OG0014480	XP_045142721.1	NP_001304824.1
OG0014481	XP_045146905.1	NP_000471.1
OG0014482	XP_045148317.1	NP_000632.1
OG0014485	XP_045154274.1	NP_689476.2, NP_001351608.1
OG0014486	XP_045155612.1	NP_078861.1
OG0014487	XP_045155884.1	NP_663629.1
OG0014508	XP_030744339.1	NP_001139345.1
OG0014509	XP_004711937.1	XP_006712714.1
OG0014510	XP_004712250.1	NP_001403492.1
OG0014511	XP_004704460.2	NP_000443.2
OG0014512	XP_004709384.1	NP_000337.1
OG0014513	XP_004713426.1	NP_000065.1
OG0014514	XP_045140404.1	NP_003217.4
OG0014515	XP_004714619.1	NP_006511.1
OG0014516	XP_004704775.1	NP_149094.3
OG0014517	XP_004699379.1	NP_543144.1
OG0014518	XP_004697783.1	XP_011515440.1, NP_061971.3
OG0014519	XP_004717790.1	NP_113630.1
OG0014520	NP_001268234.1	XP_005263263.1, NP_068605.1
OG0014521	XP_004715232.1	NP_653082.1, NP_000163.2
OG0014522	XP_030741687.1	NP_001106212.1
OG0014523	XP_045144750.1	NP_001316801.1
OG0014524	XP_045145304.1	NP_004161.4, XP_011516309.1
OG0014525	XP_004700854.1	NP_000610.2
OG0014526	XP_004717611.1	NP_001484.1
OG0014527	XP_004702721.1	NP_000080.2
OG0014528	XP_045145753.1	XP_047280581.1
OG0014529	XP_030740975.1	NP_000406.1, NP_001316130.1
OG0014530	XP_004711752.1	NP_000585.2
OG0014531	XP_004711990.1	NP_004654.1
OG0014532	XP_045153891.1	NP_001668.1
OG0014533	XP_004696818.1	NP_002178.2
OG0014534	XP_004705436.2	NP_005207.3
OG0014535	XP_004711900.1	NP_068575.1
OG0014536	XP_004698789.1	NP_067080.1
OG0014537	XP_004709194.1	NP_001073888.2
OG0014540	XP_004712525.1	NP_940988.2
OG0014541	XP_004717004.1	NP_000352.1
OG0014542	XP_004702435.1	NP_000530.1
OG0014543	XP_004704995.1	NP_000301.1
OG0014544	XP_004703264.1	NP_001556.2
OG0014546	XP_030743359.2	NP_001136269.1
OG0014547	XP_004707191.1	XP_005257609.1
OG0014548	XP_004706360.1	NP_000721.1
OG0014549	XP_004696373.1	NP_542780.1
OG0014550	XP_004710439.1	NP_006723.2
OG0014551	XP_004717129.1	NP_000382.3
OG0014552	XP_004709242.1	NP_002894.1
OG0014553	XP_004711748.1	NP_004998.3
OG0014555	XP_045144861.1	NP_001018121.1
OG0014556	XP_045145429.1	XP_047306111.1, NP_001284368.1
OG0014557	XP_004705553.1	XP_016857924.1, NP_689414.2
OG0014560	XP_012861150.1	NP_000252.1
OG0014561	XP_045141667.1	NP_002746.1
OG0014562	XP_004703389.1	NP_078866.3, XP_016864081.1
OG0014563	XP_004696782.1	NP_001012301.1
OG0014564	XP_045148903.1	NP_002111.1
OG0014565	XP_045152631.1	NP_058197.2
OG0014566	XP_045155442.1	NP_599030.1
OG0014567	XP_004703079.1	NP_005903.2
OG0014568	XP_004696961.1	NP_001300979.1, NP_000385.1
OG0014569	XP_004706967.1	NP_005199.2
OG0014573	XP_004709328.1	NP_060884.1
OG0014574	XP_004697605.1	NP_003059.1
OG0014575	XP_004701992.1	NP_056533.1
OG0014576	XP_045155221.1	XP_047299990.1
OG0014578	XP_004707796.1	NP_005209.1
OG0014579	XP_004704353.1	NP_004084.1
OG0014580	XP_045146607.1	NP_620689.1
OG0014581	XP_012863996.3	NP_060915.2
OG0014582	XP_045143008.1	NP_003000.1
OG0014583	XP_012863787.1	NP_536355.1
OG0014584	XP_004718123.2	NP_000572.2
OG0014585	XP_045150474.1	NP_000867.3
OG0014586	XP_004713338.1	NP_079348.1
OG0014587	NP_001277387.1	NP_057262.2
OG0014588	XP_004707176.1	NP_003664.1
OG0014589	XP_012859583.3	NP_113642.1
OG0014590	XP_012859180.2	NP_001163.1
OG0014591	XP_004697542.1	NP_000058.1
OG0014592	XP_004709781.1	NP_115943.1
OG0014593	XP_004714075.1	NP_789787.5
OG0014594	XP_004698473.1	NP_062545.1
OG0014595	XP_004703726.2	NP_005233.4
OG0014596	XP_004710798.1	NP_001230115.1
OG0014597	XP_004704973.2	NP_006507.2
OG0014598	XP_030740867.1	NP_001353.4
OG0014599	XP_030742741.1	NP_002181.1
OG0014600	XP_004711663.1	NP_065079.1
OG0014601	XP_004712291.2	NP_001365188.1
OG0014602	XP_004702626.1	NP_056456.1
OG0014603	XP_012862149.1	NP_036447.1
OG0014605	XP_004710135.1	NP_006658.1
OG0014606	XP_004714052.1	NP_116764.2
OG0014607	XP_045149119.1	NP_001805.4
OG0014608	XP_004717200.1	NP_001710.1
OG0014609	XP_004700047.1	NP_004255.2
OG0014610	XP_004704981.1	NP_291031.2
OG0014611	XP_004712785.1	NP_001108104.1
OG0014613	XP_012860311.2	NP_000662.3
OG0014614	XP_004696615.2	NP_001503.1, XP_005249092.1
OG0014615	XP_004712416.1	NP_002484.1
OG0014616	XP_012862230.1	NP_036203.1
OG0014617	XP_004707244.1	NP_001035521.1
OG0014619	XP_004696919.1	NP_001001964.1
OG0014620	XP_004705482.1	NP_001303249.1
OG0014621	XP_004716520.1	NP_002790.1
OG0014622	XP_004715203.1	NP_000200.1
OG0014623	XP_004696183.1	NP_000851.2
OG0014624	XP_004713692.1	NP_001136007.2
OG0014625	XP_004698261.1	NP_543021.1
OG0014626	XP_030743325.2	NP_001269079.1
OG0014627	XP_045155797.1	NP_004703.1
OG0014628	XP_012859936.1	NP_000292.1
OG0014629	XP_004716062.1	NP_003371.2
OG0014631	XP_045143002.1	NP_004882.1
OG0014632	XP_004704640.1	NP_057185.1
OG0014634	XP_004706804.1	NP_001928.2
OG0014635	XP_004698639.1	NP_002854.3
OG0014636	XP_004698958.1	NP_036376.2
OG0014637	NP_001276970.1	NP_002528.1
OG0014638	XP_004708794.1	NP_004444.2
OG0014639	XP_030744340.1	XP_011508856.1
OG0014640	XP_004710431.1	NP_001006.1
OG0014641	XP_030742064.2	NP_002110.1
OG0014642	XP_004700606.1	NP_036196.1
OG0014643	XP_004697452.1	NP_079471.1
OG0014644	XP_004717444.1	NP_000208.2
OG0014645	XP_045147555.1	NP_003947.1
OG0014646	XP_004714786.1	NP_001005278.1
OG0014647	XP_045148127.1	NP_001171549.1
OG0014648	XP_045154304.1	NP_000558.2
OG0014649	XP_004714462.1	NP_000470.3
OG0014650	XP_004698687.1	NP_005973.1
OG0014651	XP_004711414.1	NP_000415.2
OG0014652	XP_004711508.3	NP_787028.1
OG0014653	XP_004711417.1	NP_002274.1
OG0014654	XP_012861312.1	NP_056330.3
OG0014655	XP_004707199.1	NP_853513.2
OG0014656	XP_045142342.1	XP_016868908.1
OG0014657	XP_045149165.1, XP_004704645.1	NP_001034779.1, NP_001035236.1
OG0014659	XP_004715598.1	NP_001004713.1
OG0014660	XP_004717180.1	NP_001004052.1
OG0014661	XP_004717181.1	NP_001005178.1
OG0014662	XP_004714785.1	NP_001004478.1
OG0014664	XP_045146480.1	NP_001005238.1
OG0014665	XP_004717573.1	NP_001004755.1
OG0014666	XP_004705884.2	XP_047290135.1, NP_036500.2
OG0014669	XP_004704762.1	NP_006618.1
OG0014670	XP_045151992.1	NP_038463.2
OG0014671	XP_004704002.1	NP_005904.1
OG0014672	XP_004702037.2	NP_001008783.1
OG0014673	XP_004714647.1	NP_006696.1
OG0014674	XP_012862156.1, XP_030743536.1	NP_001180552.1
OG0014675	XP_004710424.1	NP_055215.2
OG0014676	XP_045152210.1	NP_001265598.1
OG0014677	XP_045152077.1	NP_741996.2
OG0014678	XP_004715990.1	NP_787103.1
OG0014679	XP_012860217.1	NP_919431.2
OG0014680	XP_045152004.1	NP_060212.4
OG0014681	XP_004703063.1	NP_001369416.1
OG0014682	XP_004703164.3	NP_003918.1
