Orthogroup	Echinops_telfairi	Canis_lupus_familiaris
OG0015353	XP_045146717.1	XP_038406196.1
OG0015354	XP_004700349.1	XP_038406293.1
OG0015355	XP_004700326.1	XP_038406385.1
OG0015356	XP_004700303.1	XP_038406553.1
OG0015357	XP_004700296.1	XP_038406573.1
OG0015358	XP_004700764.1	XP_038406587.1
OG0015359	XP_012859580.1	XP_038406593.1
OG0015360	XP_004700376.1	XP_038406661.1
OG0015362	XP_004700382.1	XP_038406696.1
OG0015363	XP_004700788.1	XP_038406729.1
OG0015364	XP_012860554.2	XP_038406912.1
OG0015365	XP_030741621.1	XP_038406943.1, XP_038443474.1
OG0015367	XP_045141744.1	XP_038407088.1
OG0015368	XP_004699822.1	XP_038407105.1
OG0015369	XP_030740217.1	XP_038407113.1
OG0015370	XP_004699805.1	XP_038407164.1
OG0015371	XP_012862007.2	XP_038407188.1
OG0015372	XP_045150032.1	XP_038407204.1
OG0015373	XP_004717896.1, XP_004710271.1	XP_038407224.1
OG0015374	XP_045150119.1	XP_038407232.1
OG0015375	XP_045150022.1	XP_038407416.1
OG0015376	XP_004710213.1	XP_038407445.1
OG0015377	XP_030741496.1	XP_038407485.1
OG0015378	XP_004700310.1	XP_038407498.1
OG0015380	XP_004696641.1	XP_038407537.1
OG0015381	XP_004696682.1	XP_038407539.1
OG0015382	XP_045140963.1	XP_038407544.1
OG0015383	XP_004706667.1	XP_038407546.1
OG0015384	XP_004712442.1	XP_038407557.1
OG0015385	XP_004697061.1	XP_038407587.1
OG0015386	XP_045140523.1	XP_038407591.1
OG0015387	XP_045140433.1	XP_038407671.1
OG0015388	XP_004697238.1	XP_038407681.1
OG0015389	XP_004696909.1	XP_038407687.1
OG0015390	XP_045140420.1	XP_038407732.1
OG0015391	XP_004696885.1	XP_038407743.1
OG0015392	XP_045140619.1	XP_038407749.1
OG0015393	XP_004706630.1	XP_038407773.1
OG0015394	XP_045141097.1	XP_038407890.1
OG0015395	XP_012859966.2	XP_038407990.1
OG0015396	XP_012861420.2	XP_038407994.1
OG0015397	XP_045140978.1	XP_038408071.1
OG0015398	XP_004696667.1	XP_038408077.1
OG0015399	XP_004696669.1	XP_038408085.1
OG0015400	XP_004696671.1	XP_038408089.1
OG0015401	XP_030744742.1	XP_038408125.1
OG0015402	XP_030744738.1	XP_038408134.1
OG0015403	XP_045140969.1	XP_038408176.1
OG0015404	XP_004697070.1	XP_038408202.1
OG0015405	XP_004696689.1	XP_038408211.1
OG0015406	XP_004696700.1	XP_038408238.1
OG0015407	XP_004696702.1	XP_038408242.1
OG0015408	XP_004696704.1	XP_038408245.1
OG0015409	XP_030741194.2	XP_038408255.1
OG0015410	XP_004706596.1	XP_038408365.1
OG0015411	XP_030741204.1	XP_038408377.1
OG0015412	XP_004706607.1	XP_038408419.1
OG0015413	XP_012861110.2	XP_038408464.1
OG0015414	XP_004712410.1	XP_038408486.1
OG0015415	XP_045145212.1	XP_038408495.1
OG0015416	XP_004712424.1	XP_038408527.1
OG0015417	XP_004712427.1	XP_038408538.1
OG0015418	XP_004712447.1	XP_038408606.1
OG0015419	XP_045145314.1	XP_038408624.1
OG0015420	XP_045145198.1	XP_038408627.1
OG0015421	XP_004712457.1	XP_038408671.1
OG0015422	XP_030741216.1	XP_038408691.1
OG0015423	XP_004712497.1	XP_038408708.1
OG0015424	XP_012862630.1	XP_038408732.1
OG0015425	XP_030741175.1	XP_038408733.1
OG0015426	XP_004711085.1	XP_038408734.1
OG0015427	XP_004711063.1	XP_038408782.1
OG0015428	XP_004711056.1	XP_038408802.1
OG0015429	XP_004711053.1	XP_038408804.1
OG0015430	XP_004711048.1	XP_038408827.1
OG0015431	XP_004711047.1	XP_038408832.1
OG0015432	XP_004711046.1	XP_038408841.1
OG0015433	XP_045152537.1	XP_038408847.1
OG0015434	XP_004711130.1	XP_038408854.1
OG0015435	XP_045152544.1	XP_038408935.1
OG0015436	XP_045152470.1	XP_038408973.1
OG0015437	XP_004711098.1	XP_038409007.1
OG0015438	XP_004711095.2	XP_038409021.1
OG0015439	XP_004711092.1	XP_038409034.1
OG0015440	XP_004712589.1	XP_038409074.1
OG0015441	XP_004712603.1	XP_038409149.1
OG0015442	XP_004712612.1	XP_038409175.1
OG0015443	XP_030743245.2	XP_038409232.1
OG0015444	XP_004710915.1	XP_038409258.1
OG0015445	XP_045150691.1	XP_038409303.1
OG0015446	XP_004711730.1	XP_038409357.1
OG0015447	XP_004711833.1	XP_038409360.1
OG0015448	XP_004711736.1	XP_038409377.1
OG0015449	XP_045148849.1	XP_038409396.1
OG0015450	XP_045148195.1	XP_038409397.1
OG0015451	XP_004711849.1	XP_038409418.1
OG0015452	XP_045148527.1	XP_038409435.1
OG0015453	XP_004711859.1	XP_038409502.1
OG0015454	XP_004711776.1	XP_038440981.1, XP_038409541.1
OG0015455	XP_004711785.1	XP_038409563.1
OG0015456	XP_004711869.1	XP_038409566.1
OG0015457	XP_045148863.1	XP_038409580.1
OG0015458	XP_045148543.1	XP_038409652.1
OG0015459	XP_012861425.1	XP_038409691.1
OG0015460	XP_004717300.2	XP_038409726.1
OG0015461	XP_004710799.1	XP_038409837.1
OG0015463	XP_045150853.1	XP_038409867.1
OG0015464	XP_004710811.1	XP_038409927.1
OG0015465	XP_045150705.1	XP_038410014.1
OG0015466	XP_004710823.1	XP_038410023.1
OG0015467	XP_045150805.1	XP_038410028.1
OG0015468	XP_004710845.1	XP_038410098.1
OG0015469	XP_045150698.1	XP_038410099.1
OG0015470	XP_004710931.1	XP_038410125.1
OG0015471	XP_004696419.1	XP_038410227.1
OG0015472	XP_004696399.1	XP_038410290.1
OG0015473	XP_004696388.1	XP_038410350.1
OG0015474	XP_004696359.1	XP_038410472.1
OG0015475	XP_004696351.1	XP_038410525.1
OG0015476	XP_045150451.1	XP_038410527.1
OG0015477	XP_004696342.2	XP_038410559.1
OG0015478	XP_012859084.1	XP_038410576.1
OG0015479	XP_004696325.1	XP_038410587.1
OG0015480	XP_004696577.3	XP_038410597.1
OG0015483	XP_004710991.1	XP_038410690.1
OG0015484	XP_012862246.1	XP_038410706.1
OG0015485	XP_004702240.2	XP_038410872.1
OG0015486	XP_004701960.1	XP_038410948.1
OG0015487	XP_045150635.1	XP_038410964.1
OG0015489	XP_030742599.1	XP_038410984.1
OG0015490	XP_045142590.1	XP_038411002.1
OG0015491	XP_004706334.1	XP_038411003.1
OG0015492	XP_004697685.1	XP_038411027.1
OG0015493	XP_004697683.2	XP_038411028.1
OG0015494	XP_004697413.2	XP_038411035.1
OG0015495	XP_030744410.1	XP_038411041.1
OG0015496	XP_004703202.1	XP_038411042.1
OG0015497	XP_045140299.1	XP_038411055.1
OG0015498	XP_012863048.2	XP_038411121.1
OG0015499	XP_004697748.1	XP_038411132.1
OG0015500	XP_004697503.1	XP_038411192.1
OG0015501	XP_004697492.1	XP_038411259.1
OG0015502	XP_004697477.1	XP_038411312.1
OG0015503	XP_004697476.1	XP_038411313.1
OG0015504	XP_004697725.1	XP_038411322.1
OG0015505	XP_004697469.1	XP_038411349.1
OG0015506	XP_004697463.1	XP_038411357.1
OG0015507	XP_004697459.1	XP_038411371.1
OG0015508	XP_045142899.1	XP_038411508.1
OG0015510	XP_004697672.1	XP_038411675.1
OG0015511	XP_004697670.1	XP_038411691.1
OG0015512	XP_045142191.1	XP_038411696.1
OG0015513	XP_004697647.1	XP_038411803.1
OG0015514	XP_030740400.2	XP_038411822.1
OG0015515	XP_045141770.1	XP_038411854.1
OG0015516	XP_004715140.1	XP_038411861.1
OG0015517	XP_004703203.1	XP_038411886.1
OG0015518	XP_030744413.1	XP_038411945.1
OG0015519	XP_004706340.1	XP_038412011.1
OG0015520	XP_004706383.1	XP_038412025.1
OG0015521	XP_004706390.1	XP_038412076.1
OG0015522	XP_004706354.2	XP_038412103.1
OG0015524	XP_045140001.1	XP_038412119.1
OG0015525	XP_004703413.1	XP_038412170.1
OG0015526	XP_004703238.1	XP_038412199.1
OG0015527	XP_012860301.1	XP_038412200.1
OG0015528	XP_004703255.1	XP_038412246.1
OG0015529	XP_030744407.1	XP_038412257.1
OG0015530	XP_012862269.1	XP_038412261.1
OG0015531	XP_004697702.1	XP_038412271.1
OG0015532	XP_004707860.1	XP_038412302.1
OG0015533	XP_004702893.1	XP_038412312.1
OG0015534	XP_004702799.1	XP_038412319.1
OG0015535	XP_004702818.1	XP_038412321.1
OG0015536	XP_004697292.2	XP_038412382.1
OG0015537	XP_004707874.1	XP_038412437.1
OG0015538	XP_004707869.1	XP_038412460.1
OG0015539	XP_045144937.1	XP_038412473.1
OG0015540	XP_045144818.1	XP_038412529.1
OG0015541	XP_004707840.1	XP_038412564.1
OG0015542	XP_004707925.2	XP_038412568.1
OG0015543	XP_045144948.1	XP_038412591.1
OG0015544	XP_004702857.1	XP_038412659.1
OG0015545	XP_004702708.1	XP_038412693.1
OG0015546	XP_030741062.2	XP_038412704.1
OG0015547	XP_004702710.1	XP_038412716.1
OG0015548	XP_030741031.1	XP_038412765.1
OG0015549	XP_045144635.1	XP_038412777.1
OG0015550	XP_004702730.1	XP_038412803.1
OG0015551	XP_004702735.1	XP_038412809.1
OG0015552	XP_030741159.2	XP_038412810.1
OG0015553	XP_045144906.1	XP_038412875.1
OG0015554	XP_045144793.1	XP_038412905.1
OG0015555	XP_004702886.1	XP_038412921.1
OG0015556	XP_004702760.1	XP_038412926.1
OG0015557	XP_004702888.2	XP_038412940.1
OG0015558	XP_045144589.1	XP_038412945.1
OG0015559	XP_045144938.1	XP_038412985.1
OG0015560	XP_004702768.1	XP_038412999.1
OG0015561	XP_030741068.1	XP_038413008.1
OG0015562	XP_004702772.1	XP_038413014.1
OG0015563	XP_004718236.3	XP_038413073.1
OG0015564	XP_004702906.1	XP_038413108.1
OG0015565	XP_004702794.1	XP_038413109.1
OG0015566	XP_004702796.1	XP_038413111.1
OG0015567	XP_004702797.1	XP_038413115.1
OG0015568	XP_004702798.1	XP_038413116.1
OG0015569	XP_004702803.1	XP_038413132.1
OG0015570	XP_012860133.2	XP_038413145.1
OG0015571	XP_012860120.2	XP_038413166.1
OG0015572	XP_045144875.1	XP_038413320.1
OG0015573	XP_004707826.1	XP_038413396.1
OG0015574	XP_030741067.2	XP_038413397.1
OG0015575	XP_004707833.1	XP_038413441.1
OG0015576	XP_004705314.2	XP_038413476.1
OG0015577	XP_004704993.1	XP_038413481.1
OG0015578	XP_004705358.1	XP_038413490.1
OG0015579	XP_012859306.1	XP_038413506.1
OG0015580	XP_004699750.1	XP_038413508.1
OG0015581	XP_045143603.1, XP_012864207.2, XP_030740791.1	XP_038413523.1
OG0015582	XP_004698925.1	XP_038413525.1
OG0015583	XP_004700477.2	XP_038413532.1
OG0015585	XP_004698930.1	XP_038413572.1
OG0015586	XP_004705318.2	XP_038413580.1
OG0015587	XP_004705319.1	XP_038413585.1
OG0015588	XP_004704979.1	XP_038413616.1
OG0015589	XP_004705326.1	XP_038413629.1
OG0015590	XP_045154833.1	XP_038413736.1
OG0015591	XP_004705341.1	XP_038413776.1
OG0015592	XP_004705013.1	XP_038413783.1
OG0015593	XP_004705031.1	XP_038413859.1
OG0015594	XP_004705036.1	XP_038413867.1
OG0015595	XP_004704959.1	XP_038413907.1
OG0015596	XP_004699477.1	XP_038413926.1
OG0015597	XP_004699480.1	XP_038413953.1
OG0015598	XP_004699484.1	XP_038413964.1
OG0015599	XP_004699510.2	XP_038414068.1
OG0015600	XP_012859350.1	XP_038414103.1
OG0015601	XP_004699746.1	XP_038414175.1
OG0015602	XP_004699531.1	XP_038414177.1
OG0015603	XP_004699537.1	XP_038414202.1
OG0015604	XP_045147708.1	XP_038414260.1
OG0015605	XP_045148035.1	XP_038414294.1
OG0015606	XP_004699557.1	XP_038414297.1
OG0015607	XP_030740761.1	XP_038414329.1
OG0015608	XP_004698492.1	XP_038414340.1
OG0015609	XP_012859215.1	XP_038414348.1
OG0015610	XP_004698509.1	XP_038414404.1
OG0015612	XP_004700484.1	XP_038414460.1
OG0015613	XP_012859536.1	XP_038414464.1
OG0015614	XP_004700469.1	XP_038414552.1
OG0015615	XP_045147297.1	XP_038414629.1
OG0015616	XP_045147930.1	XP_038414712.1
OG0015617	XP_004708806.1	XP_038414830.1
OG0015618	XP_045151740.1	XP_038414932.1
OG0015619	XP_045151738.1	XP_038414961.1
OG0015620	XP_045151771.1	XP_038414999.1
OG0015621	XP_004708776.1	XP_038415001.1
OG0015622	XP_004708784.1	XP_038415016.1
OG0015623	XP_045151695.1	XP_038415049.1
OG0015624	XP_004717442.1	XP_038415080.1
OG0015626	XP_004700403.2	XP_038415101.1
OG0015627	XP_004708833.1	XP_038415111.1
OG0015628	XP_030740553.1	XP_038415130.1
OG0015630	XP_004702545.1	XP_038415149.1
OG0015631	XP_045142787.1	XP_038415154.1
OG0015632	XP_045142792.1	XP_038415158.1
OG0015633	XP_004696243.1	XP_038415162.1
OG0015634	XP_004714073.1	XP_038415292.1
OG0015635	XP_004714079.1	XP_038415299.1
OG0015636	XP_004707881.1	XP_038415393.1
OG0015637	XP_004708239.1	XP_038415485.1
OG0015638	XP_045142229.1	XP_038415494.1
OG0015639	XP_012861511.1	XP_038415518.1
OG0015640	XP_045144572.1	XP_038415566.1
OG0015642	XP_045145798.1	XP_038419833.1
OG0015642	XP_045140604.1, XP_030743048.1	XP_038415683.1, XP_038419613.1, XP_038444750.1
OG0015643	XP_030741482.1	XP_038415720.1
OG0015644	XP_004702551.1	XP_038415733.1
OG0015645	XP_012861339.1	XP_038415847.1
OG0015646	XP_045142570.1	XP_038415875.1
OG0015647	XP_045142717.1	XP_038415912.1
OG0015648	XP_045142797.1	XP_038415943.1
OG0015649	XP_004696264.1	XP_038416008.1
OG0015650	XP_030740486.1	XP_038416021.1
OG0015651	XP_030740529.1	XP_038416045.1
OG0015652	XP_004696259.1	XP_038416067.1
OG0015653	XP_045142501.1	XP_038416156.1
OG0015654	XP_004696204.1	XP_038416298.1
OG0015655	XP_045142535.1	XP_038416319.1
OG0015656	XP_004696511.1	XP_038416426.1
OG0015657	XP_045142509.1	XP_038416429.1
OG0015658	XP_004707802.1	XP_038416475.1
OG0015659	XP_012863007.1	XP_038416490.1
OG0015660	XP_030741130.2	XP_038416493.1
OG0015661	XP_004696439.1	XP_038416511.1
OG0015662	XP_004704529.1	XP_038416522.1
OG0015663	XP_030743015.1	XP_038416547.1
OG0015664	XP_004709895.1	XP_038416620.1
OG0015665	XP_030740440.1	XP_038416766.1
OG0015666	XP_004696109.1	XP_038416776.1
OG0015667	XP_004696124.1	XP_038416874.1
OG0015668	XP_030740493.1	XP_038416901.1
OG0015669	XP_004696471.3	XP_038416907.1
OG0015670	XP_045150103.1	XP_038416975.1
OG0015671	XP_004710281.2	XP_038416999.1
OG0015672	XP_045150144.1	XP_038417006.1
OG0015673	XP_004710187.1	XP_038417019.1
OG0015674	XP_004710181.1	XP_038417024.1
OG0015675	XP_004710186.1	XP_038417026.1
OG0015676	XP_045142950.1	XP_038417090.1
OG0015677	XP_045142958.1	XP_038417150.1
OG0015678	XP_004711163.1	XP_038417181.1
OG0015679	XP_045142977.1	XP_038417185.1
OG0015680	XP_004711174.1	XP_038417229.1
OG0015681	XP_004711179.1	XP_038417255.1
OG0015682	XP_004704418.1	XP_038417304.1
OG0015683	XP_004704419.1	XP_038417305.1
OG0015684	XP_045143093.1	XP_038417355.1
OG0015685	XP_004707992.1	XP_038417405.1
OG0015686	XP_045139829.1	XP_038417462.1
OG0015687	XP_004713932.1	XP_038417507.1
OG0015688	XP_045139801.1	XP_038417524.1
OG0015689	XP_045139789.1	XP_038417531.1
OG0015690	XP_012860524.1	XP_038417610.1
OG0015691	XP_004696166.1	XP_038417611.1
OG0015693	XP_045142514.1	XP_038417625.1
OG0015694	XP_045142617.1	XP_038417678.1
OG0015695	XP_004696141.1	XP_038417693.1
OG0015696	XP_004699215.1	XP_038417764.1
OG0015697	XP_004699202.1	XP_038417770.1
OG0015698	XP_004714913.1	XP_038417783.1
OG0015699	XP_004714939.1	XP_038417805.1
OG0015700	XP_004717316.1	XP_038417863.1
OG0015701	XP_045139645.1	XP_038417900.1
OG0015702	XP_004717343.1	XP_038417957.1
OG0015703	XP_012863931.1	XP_038417960.1
OG0015704	XP_004717331.1	XP_038417969.1
OG0015705	XP_004717337.1	XP_038417988.1
OG0015706	XP_004716628.1	XP_038418018.1
OG0015707	XP_004716708.2	XP_038418179.1
OG0015708	XP_004716688.1	XP_038418184.1
OG0015709	XP_004699231.2	XP_038418278.1
OG0015710	XP_004699234.1	XP_038418290.1
OG0015711	XP_004696449.1	XP_038418322.1
OG0015714	XP_045153084.1	XP_038418432.1
OG0015715	XP_012861514.1	XP_038418543.1
OG0015716	XP_004708091.1	XP_038418580.1
OG0015717	XP_045142219.1	XP_038418588.1
OG0015718	XP_004702672.1	XP_038418727.1
OG0015719	XP_045141261.1	XP_038418799.1
OG0015720	XP_004717216.1	XP_038418814.1
OG0015721	XP_012863905.2	XP_038418834.1
OG0015722	XP_004717242.1	XP_038418835.1
OG0015723	XP_045146355.1	XP_038418890.1
OG0015724	XP_045146409.1	XP_038418892.1
OG0015725	XP_004717223.1	XP_038418898.1
OG0015726	XP_045146819.1	XP_038418995.1
OG0015727	XP_004708333.1	XP_038419001.1
OG0015728	XP_045152996.1	XP_038419094.1
OG0015729	XP_004714968.3	XP_038419152.1
OG0015730	XP_045147052.1	XP_038419200.1
OG0015731	XP_004708425.1	XP_038419210.1
OG0015732	XP_045147053.1	XP_038419211.1
OG0015733	XP_045146878.1	XP_038419338.1
OG0015734	XP_045147030.1	XP_038419363.1
OG0015735	XP_004708485.1	XP_038419409.1
OG0015736	XP_004708377.1	XP_038419415.1
OG0015737	XP_004708482.1	XP_038419422.1
OG0015738	XP_004708371.1	XP_038419440.1
OG0015739	XP_004717263.1	XP_038419467.1
OG0015740	XP_045146363.1	XP_038419503.1
OG0015741	XP_012862943.1	XP_038419512.1
OG0015742	XP_004713782.1, XP_045143171.1	XP_038419655.1
OG0015743	XP_045153275.1	XP_038419680.1
OG0015744	XP_030743403.1	XP_038419743.1
OG0015745	XP_004713617.1	XP_038419744.1
OG0015746	XP_004713756.1	XP_038419766.1
OG0015747	XP_004713607.1	XP_038419768.1
OG0015748	XP_004713754.1	XP_038419773.1
OG0015749	XP_004713752.2	XP_038419777.1
OG0015750	XP_004713750.1	XP_038419798.1
OG0015751	XP_004713598.1	XP_038419808.1
OG0015752	XP_045153226.1	XP_038419865.1
OG0015753	XP_004713735.2	XP_038419867.1
OG0015754	XP_030743432.2	XP_038419907.1
OG0015755	XP_045153173.1	XP_038419921.1
OG0015756	XP_004713580.1	XP_038419924.1
OG0015757	XP_012862900.1	XP_038419927.1
OG0015758	XP_004713570.1	XP_038420005.1
OG0015759	XP_045153119.1	XP_038420033.1
OG0015760	XP_045153170.1	XP_038420039.1
OG0015763	XP_045153135.1	XP_038420200.1
OG0015764	XP_045153138.1	XP_038420207.1
OG0015765	XP_045153270.1	XP_038420212.1
OG0015766	XP_012862930.2	XP_038420216.1
OG0015767	XP_004713674.1	XP_038420219.1
OG0015768	XP_004714994.1	XP_038420270.1
OG0015769	XP_004714990.1	XP_038420302.1
OG0015770	XP_045152976.1	XP_038420312.1
OG0015771	XP_012863261.1	XP_038420369.1
OG0015772	XP_012863260.1	XP_038420377.1
OG0015773	XP_004708472.1	XP_038420390.1
OG0015774	XP_004715093.1	XP_038420430.1
OG0015775	XP_004714985.1	XP_038420431.1
OG0015776	XP_004711943.1	XP_038420454.1
OG0015777	XP_004711965.1	XP_038420456.1
OG0015778	XP_012862564.1	XP_038420525.1
OG0015779	XP_004712187.1	XP_038420531.1
OG0015780	XP_045143319.1	XP_038420594.1
OG0015781	XP_004711916.1	XP_038420630.1
OG0015783	XP_004703920.1	XP_038420762.1
OG0015784	XP_004711958.1	XP_038420851.1
OG0015785	XP_045143352.1	XP_038420951.1
OG0015786	XP_004711953.1	XP_038420984.1
OG0015787	XP_012860441.1	XP_038421023.1
OG0015788	XP_004703990.1	XP_038421126.1
OG0015789	XP_004714180.1	XP_038421195.1
OG0015791	XP_004715569.1	XP_038421243.1
OG0015792	XP_004716880.1	XP_038421249.1
OG0015793	XP_004716907.1	XP_038421254.1
OG0015794	XP_004714389.1	XP_038421261.1
OG0015795	XP_004698181.1	XP_038421289.1
OG0015796	XP_012863102.2	XP_038421317.1
OG0015798	XP_045155962.1	XP_038421324.1
OG0015799	XP_045145824.1	XP_038421345.1
OG0015800	XP_004702364.1	XP_038421377.1
OG0015801	XP_030741418.2	XP_038421398.1
OG0015802	XP_004702409.1	XP_038421408.1
OG0015803	XP_045146073.1	XP_038421424.1
OG0015804	XP_004702426.1	XP_038421460.1
OG0015805	XP_045145791.1	XP_038421520.1
OG0015806	XP_045146028.1	XP_038421527.1
OG0015807	XP_045146065.1	XP_038421529.1
OG0015808	XP_004702302.1	XP_038421601.1
OG0015809	XP_004702307.1	XP_038421631.1
OG0015810	XP_004702499.1	XP_038421652.1
OG0015811	XP_045145893.1	XP_038421655.1
OG0015812	XP_045141563.1	XP_038421715.1
OG0015813	XP_004715969.2	XP_038421732.1
OG0015814	XP_030741463.1	XP_038421774.1
OG0015815	XP_004702602.1	XP_038421878.1
OG0015816	XP_004702455.1	XP_038422032.1
OG0015818	XP_045153351.1	XP_038422164.1
OG0015819	XP_004715317.1	XP_038422200.1
OG0015821	XP_004715301.2	XP_038422268.1
OG0015822	XP_004715244.1	XP_038422295.1
OG0015823	XP_045153310.1	XP_038422310.1
OG0015824	XP_004715227.1	XP_038422341.1
OG0015825	XP_004704031.1	XP_038422438.1
OG0015826	XP_004704036.2	XP_038422464.1
OG0015827	XP_004704218.1	XP_038422574.1
OG0015828	XP_012861591.1	XP_038422621.1
OG0015829	XP_030743902.1	XP_038422657.1
OG0015830	XP_012860794.2	XP_038422672.1
OG0015831	XP_045155176.1	XP_038422673.1
OG0015832	XP_045155079.1	XP_038422674.1
OG0015833	XP_045154809.1	XP_038422680.1
OG0015834	XP_004705577.1	XP_038422719.1
OG0015835	XP_045155179.1	XP_038422731.1
OG0015836	XP_030743843.1	XP_038422763.1
OG0015837	XP_004698200.1	XP_038422769.1
OG0015838	XP_045155190.1	XP_038422830.1
OG0015839	XP_045155193.1	XP_038422856.1
OG0015840	XP_045145622.1	XP_038422875.1
OG0015841	XP_030741363.1	XP_038422877.1
OG0015842	XP_045145693.1	XP_038422879.1
OG0015843	XP_045145627.1	XP_038422933.1
OG0015844	XP_045145695.1	XP_038422944.1
OG0015845	XP_004715541.1	XP_038422988.1
OG0015846	XP_045145635.1	XP_038422991.1
OG0015847	XP_004715634.1	XP_038422993.1
OG0015848	XP_004715547.1	XP_038422994.1
OG0015849	XP_004715548.1	XP_038423008.1
OG0015850	XP_004715551.1	XP_038423023.1
OG0015851	XP_004715645.1	XP_038423047.1
OG0015852	XP_045145672.1	XP_038423048.1
OG0015853	XP_004715646.1	XP_038423050.1
OG0015854	XP_004715563.1	XP_038423051.1
OG0015855	XP_004715564.1	XP_038423052.1
OG0015856	XP_004715651.1	XP_038423069.1
OG0015857	XP_045146279.1	XP_038423123.1
OG0015858	XP_004716851.2	XP_038423178.1
OG0015859	XP_004716888.1	XP_038423201.1
OG0015861	XP_004716896.1	XP_038423244.1
OG0015862	XP_004716862.2	XP_038423261.1
OG0015863	XP_004716863.1	XP_038423269.1
OG0015864	XP_004716866.1	XP_038423282.1
OG0015865	XP_045156098.1	XP_038423315.1
OG0015866	XP_004717384.1	XP_038423402.1
OG0015867	XP_045146274.1	XP_038423407.1
OG0015868	XP_004717387.1	XP_038423413.1
OG0015869	XP_012863140.1	XP_038423479.1
OG0015870	XP_004714305.2	XP_038423550.1
OG0015871	XP_004714400.3	XP_038423552.1
OG0015872	XP_004714401.1	XP_038423562.1
OG0015873	XP_045155955.1	XP_038423622.1
OG0015874	XP_004714411.1	XP_038423629.1
OG0015875	XP_030744165.2	XP_038423648.1
OG0015876	XP_045156024.1	XP_038423656.1
OG0015877	XP_045155993.1	XP_038423657.1
OG0015878	XP_045156111.1	XP_038423659.1
OG0015879	XP_004714318.1	XP_038423671.1
OG0015880	XP_045155987.1	XP_038423707.1
OG0015881	XP_004714326.1	XP_038423736.1
OG0015882	XP_004718019.1	XP_038423780.1
OG0015883	XP_045155978.1	XP_038423845.1
OG0015885	XP_045155957.1	XP_038423934.1
OG0015886	XP_012863877.2	XP_038423968.1
OG0015887	XP_004717032.1	XP_038423999.1
OG0015888	XP_004717134.1	XP_038424093.1
OG0015889	XP_004711634.1	XP_038424118.1
OG0015890	XP_004711655.1	XP_038424120.1
OG0015891	XP_004709072.1	XP_038424146.1
OG0015892	XP_045153665.1	XP_038424169.1
OG0015893	XP_012861697.1	XP_038424229.1
OG0015894	XP_045149012.1	XP_038424237.1
OG0015895	XP_004708942.1	XP_038424287.1
OG0015896	XP_045149087.1	XP_038424300.1
OG0015897	XP_012861681.1	XP_038424347.1
OG0015898	XP_004708917.2	XP_038424399.1
OG0015900	XP_004708893.1	XP_038424508.1
OG0015901	XP_045149091.1	XP_038424512.1
OG0015902	XP_004708988.1	XP_038424549.1
OG0015903	XP_004708980.3	XP_038424572.1
OG0015904	XP_004708976.1	XP_038424638.1
OG0015905	XP_004708972.1	XP_038424691.1
OG0015906	XP_045149168.1	XP_038424738.1
OG0015907	XP_045149123.1	XP_038424762.1
OG0015908	XP_004717153.1	XP_038424784.1
OG0015909	XP_004717110.1	XP_038424803.1
OG0015910	XP_045146479.1	XP_038424810.1
OG0015911	XP_004717115.1	XP_038424813.1
OG0015912	XP_004717184.3	XP_038424829.1
OG0015913	XP_004717130.1	XP_038424842.1
OG0015914	XP_045146800.1	XP_038424862.1
OG0015915	XP_012863707.1	XP_038424877.1
OG0015916	XP_045146822.1	XP_038424943.1
OG0015917	XP_004711590.1	XP_038424970.1
OG0015918	XP_004711604.1	XP_038424974.1
OG0015919	XP_004711606.1	XP_038424994.1
OG0015920	XP_004711617.1	XP_038425038.1
OG0015921	XP_045146919.1	XP_038425082.1
OG0015922	XP_045147078.1	XP_038425103.1
OG0015923	XP_045147077.1	XP_038425106.1
OG0015924	XP_004711683.1	XP_038425155.1
OG0015925	XP_004711651.2	XP_038425167.1
OG0015926	XP_045146941.1	XP_038425210.1
OG0015927	XP_045153664.1	XP_038425258.1
OG0015928	XP_004707973.1	XP_038425295.1
OG0015929	XP_004711317.1	XP_038425331.1
OG0015932	XP_045144980.1	XP_038425398.1
OG0015933	XP_012860587.1	XP_038425503.1
OG0015934	XP_045143024.1	XP_038425604.1
OG0015936	XP_004711309.1	XP_038425659.1
OG0015937	XP_045143106.1	XP_038425690.1
OG0015938	XP_004709829.1	XP_038425801.1
OG0015939	XP_045145013.1	XP_038425814.1
OG0015940	XP_045139701.1	XP_038425886.1
OG0015941	XP_004704351.1	XP_038425942.1
OG0015942	XP_045139726.1	XP_038425943.1
OG0015943	XP_012860582.2	XP_038425955.1
OG0015944	XP_045139828.1	XP_038425966.1
OG0015945	XP_004704364.1	XP_038426005.1
OG0015946	XP_004704478.1	XP_038426045.1
OG0015947	XP_045139750.1	XP_038426067.1
OG0015948	XP_004704373.1	XP_038426074.1
OG0015949	XP_004714137.1	XP_038426089.1
OG0015950	XP_004712153.1	XP_038426113.1
OG0015951	XP_004712341.1	XP_038426130.1
OG0015952	XP_045153596.1	XP_038426136.1
OG0015953	XP_004717877.2	XP_038426155.1
OG0015954	XP_030741777.1	XP_038426167.1
OG0015955	XP_045153576.1	XP_038426269.1
OG0015956	XP_030743515.1	XP_038426342.1
OG0015957	XP_004708734.1	XP_038426404.1
OG0015958	XP_045150994.1	XP_038426465.1
OG0015959	XP_004708607.1	XP_038426508.1
