Orthogroup	Sarcophilus_harrisii	Microcebus_murinus
OG0011336	XP_023361506.1	XP_012621711.1
OG0011337	XP_003763630.1	XP_012642911.1
OG0011338	XP_031814759.1	XP_012616424.1
OG0011339	XP_031814739.1	XP_012622430.1
OG0011340	XP_031815424.1	XP_012598535.2
OG0011341	XP_031815429.1	XP_012598551.1
OG0011342	XP_031817136.1	XP_020143410.1
OG0011343	XP_023354729.2	XP_012635129.1, XP_012635130.1
OG0011344	XP_003763587.1	XP_012635128.1
OG0011345	XP_031815514.1	XP_012642912.1
OG0011346	XP_031815515.1	XP_012642917.1
OG0011347	XP_031815527.1	XP_012642960.1
OG0011348	XP_023354768.1	XP_012642956.1
OG0011349	XP_031815540.1	XP_012642999.1
OG0011350	XP_031815544.1	XP_012643008.1
OG0011351	XP_003763652.1	XP_012641037.1
OG0011352	XP_003763657.1	XP_012636039.1
OG0011353	XP_031815555.1	XP_012636037.1
OG0011354	XP_003766637.2	XP_012636032.1
OG0011355	XP_003766636.1	XP_012636030.1
OG0011356	XP_031815567.1	XP_012636015.1
OG0011357	XP_031815561.1	XP_012636027.1
OG0011358	XP_031815571.1	XP_012635997.1
OG0011359	XP_003763663.1	XP_012635995.1
OG0011360	XP_012400004.1	XP_012635976.1
OG0011361	XP_003763678.4	XP_012635952.1
OG0011365	XP_031800525.1	XP_020142583.1
OG0011368	XP_012402138.1	XP_012600624.1
OG0011369	XP_031816975.1	XP_012607658.1
OG0011370	XP_003766868.2	XP_012634701.1, XP_012634700.1, XP_012634699.1
OG0011371	XP_023356590.1	XP_012591855.1
OG0011372	XP_012396664.1	XP_012645718.1
OG0011373	XP_031801996.1	XP_012645724.2
OG0011374	XP_031801988.1	XP_020145608.1
OG0011375	XP_031801986.1	XP_020145609.1
OG0011376	XP_031801970.1	XP_012599690.2
OG0011377	XP_003759634.1	XP_012629572.1
OG0011378	XP_003759632.1	XP_012629576.1
OG0011379	XP_012396644.1	XP_012629614.1
OG0011380	XP_031801934.1	XP_012629606.1
OG0011381	XP_003759625.1	XP_012629617.1
OG0011382	XP_003766084.1	XP_012592477.1
OG0011383	XP_031813567.1	XP_012592456.1
OG0011384	XP_031813581.1	XP_012592433.1
OG0011385	XP_031813602.1	XP_012592413.1
OG0011386	XP_031823871.1	XP_012592392.1
OG0011387	XP_023359605.2	XP_012592371.1
OG0011388	XP_031813278.1	XP_012600644.1
OG0011389	XP_031813439.1	XP_012595232.1, XP_012617886.1
OG0011390	XP_003766228.1	XP_012607665.1
OG0011391	XP_003766208.1	XP_012634736.1
OG0011392	XP_031819462.1	XP_012609209.1
OG0011393	XP_031813538.1	XP_012604129.1
OG0011394	XP_003760181.2	XP_012609099.2
OG0011395	XP_031802289.1	XP_012645471.1
OG0011396	XP_031802805.1	XP_012623926.1
OG0011397	XP_031802792.1	XP_012623858.1
OG0011398	XP_031802767.1	XP_012593174.1
OG0011399	XP_031802742.1	XP_012609050.1
OG0011400	XP_003760248.2	XP_012609024.1
OG0011401	XP_003760245.1	XP_012609018.1
OG0011402	XP_003760231.1	XP_012609034.1
OG0011403	XP_031802720.1	XP_012609101.1, XP_020135704.1
OG0011404	XP_003760225.2	XP_012609114.1
OG0011405	XP_012397084.1	XP_012609130.2
OG0011406	XP_031802682.1	XP_012609123.1
OG0011407	XP_031802667.1	XP_012609065.1
OG0011408	XP_003760187.1	XP_012609092.1
OG0011409	XP_031802635.1	XP_012596803.1
OG0011411	XP_012405123.1, XP_003768755.1	XP_020135725.1, XP_012596768.1
OG0011412	XP_003775126.1, XP_003766508.3	XP_012597526.1
OG0011413	XP_031817502.1	XP_012597441.1
OG0011414	XP_031821100.1	XP_012591739.1
OG0011415	XP_031816340.1	XP_012637317.1
OG0011416	XP_003764084.1	XP_012634931.1
OG0011417	XP_031816515.1	XP_012635398.1
OG0011418	XP_031816490.1	XP_012600732.1
OG0011419	XP_031816430.1	XP_020144087.1
OG0011420	XP_003763958.1	XP_012605489.1
OG0011421	XP_003763980.1	XP_012637353.1
OG0011422	XP_012400272.1	XP_012637388.1
OG0011423	XP_031816324.1	XP_012637393.1
OG0011424	XP_003764032.1	XP_012608888.1
OG0011425	XP_031816279.1	XP_012608865.1
OG0011426	XP_003764060.1	XP_012641309.1
OG0011427	XP_003764059.1	XP_012641313.1
OG0011428	XP_031816247.1	XP_012641296.1
OG0011429	XP_003764067.2	XP_012641268.1
OG0011430	XP_003764069.1	XP_012641255.1
OG0011431	XP_023355098.1	XP_012632465.1
OG0011432	XP_003763931.1	XP_012598193.2
OG0011433	XP_031819560.1	XP_012594320.1, XP_012594321.1
OG0011434	XP_031816180.1	XP_012632312.1
OG0011435	XP_023355114.2	XP_012632355.1
OG0011436	XP_031816140.1	XP_012632417.1
OG0011437	XP_031816124.1	XP_012632425.1
OG0011438	XP_003764117.1	XP_012632432.1
OG0011439	XP_031816121.1, XP_031816122.1	XP_012632437.1
OG0011440	XP_003764122.1	XP_012632449.1
OG0011441	XP_003764130.1	XP_012594548.1
OG0011442	XP_031814189.1, XP_031797292.1	XP_012594445.1
OG0011443	XP_031814157.1	XP_020143642.1
OG0011444	XP_031814106.1	XP_012594368.1
OG0011445	XP_012401863.1	XP_012594352.1
OG0011446	XP_031814071.1	XP_012594328.1
OG0011447	XP_003766035.2	XP_012607574.1
OG0011448	XP_031819552.1	XP_012607561.1
OG0011449	XP_031813979.1	XP_012643514.2, XP_012606912.1
OG0011450	XP_003766003.2	XP_012612234.1
OG0011451	XP_031813944.1	XP_020143641.1
OG0011452	XP_031813909.1	XP_012595712.1
OG0011453	XP_031813890.1	XP_012595665.1
OG0011454	XP_031813869.1	XP_012595647.1
OG0011455	XP_031813843.1	XP_012595588.1
OG0011456	XP_023356393.2	XP_012595587.1
OG0011457	XP_031813844.1	XP_012595599.1
OG0011458	XP_031816149.1	XP_012632411.1
OG0011459	XP_031814185.1	XP_020143865.1
OG0011460	XP_031813972.1	XP_012606944.1
OG0011461	XP_023356387.1	XP_012595739.1
OG0011462	XP_003767673.1	XP_012616440.1
OG0011463	XP_031793107.1, XP_023357705.1	XP_012615731.1
OG0011464	XP_003767579.1	XP_012627873.1
OG0011465	XP_003767938.1	XP_012607806.1
OG0011466	XP_003767655.1	XP_020139950.1
OG0011467	XP_031793047.1	XP_012614363.1
OG0011468	XP_003770627.1	XP_012614406.1, XP_012614399.1
OG0011469	XP_031793050.1	XP_020140026.1
OG0011470	XP_003767662.1	XP_012615176.1
OG0011471	XP_031793088.1	XP_012615250.1
OG0011472	XP_003767675.2	XP_020139967.1
OG0011473	XP_031792940.1	XP_012598836.1
OG0011474	XP_031792913.1	XP_012627853.1, XP_012627854.1
OG0011475	XP_003767581.1	XP_012627851.1
OG0011476	XP_031793248.1	XP_012646889.1
OG0011477	XP_031793251.1	XP_012646953.1
OG0011478	XP_003767767.1	XP_020140016.1
OG0011479	XP_031792666.1	XP_020141021.1
OG0011480	XP_031792652.1	XP_012624090.1
OG0011481	XP_031792646.1	XP_012624065.1
OG0011482	XP_003769699.1	XP_020140205.1
OG0011483	XP_031793269.1	XP_012623995.1
OG0011484	XP_031793276.1	XP_012624010.1
OG0011485	XP_031793293.1	XP_012623977.1
OG0011487	XP_031824549.1	XP_012604675.1, XP_012624091.1
OG0011488	XP_031822731.1	XP_012604608.1
OG0011489	XP_031822719.1	XP_012604634.1
OG0011490	XP_031822692.1	XP_012607824.1
OG0011491	XP_031822690.1	XP_020140505.1, XP_020141109.1
OG0011492	XP_031793048.1	XP_012616385.2
OG0011495	XP_012407885.1	XP_020137468.1, XP_020144690.1
OG0011496	XP_031814893.1	XP_012629339.1
OG0011497	XP_012401527.1	XP_012640237.1
OG0011498	XP_012401515.1	XP_012640197.1
OG0011499	XP_012401505.1	XP_012640153.1
OG0011500	XP_031817115.1	XP_012640150.1
OG0011501	XP_031815365.1	XP_012640084.1
OG0011502	XP_003763552.1	XP_012640070.1
OG0011503	XP_003763547.1	XP_012640064.1
OG0011504	XP_003763493.1	XP_012609540.1
OG0011505	XP_012408875.1	XP_012603793.1
OG0011506	XP_031800885.1	XP_012593532.1
OG0011507	XP_031800160.1	XP_012593624.1
OG0011508	XP_012409007.2	XP_012593618.1
OG0011509	XP_012408896.1	XP_012602086.1
OG0011510	XP_012408631.1	XP_012591723.1
OG0011511	XP_031800412.1	XP_012591711.1
OG0011512	XP_031800943.1, XP_003764023.2	XP_012639799.1
OG0011513	XP_003765880.1	XP_012639806.1
OG0011514	XP_031800550.1	XP_012610804.1
OG0011515	XP_031800866.1	XP_012645550.1, XP_012645551.1, XP_012645549.1
OG0011516	XP_031800742.1	XP_012645543.1
OG0011517	XP_031800390.1	XP_020140681.1
OG0011518	XP_031800825.1	XP_012606594.1
OG0011519	XP_012408648.1	XP_012606430.1
OG0011520	XP_031800790.1	XP_012605739.1
OG0011522	XP_031800835.1	XP_012594915.1
OG0011523	XP_031800264.1	XP_012594846.1, XP_012594853.1, XP_012594860.1
OG0011524	XP_031800889.1	XP_012594811.1
OG0011525	XP_031801020.1	XP_012594598.1
OG0011526	XP_003774822.2	XP_012594504.1
OG0011527	XP_031800231.1	XP_012605895.1
OG0011528	XP_031800519.1	XP_012620640.1
OG0011529	XP_031800474.1	XP_012620198.1
OG0011530	XP_031800506.1	XP_012620205.1
OG0011531	XP_012408715.1	XP_012620221.1
OG0011532	XP_031800781.1	XP_012620227.1
OG0011533	XP_031800920.1	XP_020140813.1
OG0011534	XP_031800862.1	XP_020140633.1
OG0011535	XP_031800645.1	XP_020140465.1
OG0011537	XP_003773287.1, XP_031801071.1	XP_012612718.1
OG0011538	XP_031800818.1	XP_012612652.1
OG0011539	XP_031801051.1	XP_012612690.1
OG0011540	XP_031801057.1	XP_012613630.1
OG0011541	XP_031801132.1	XP_012613645.1
OG0011542	XP_031815294.1	XP_012592120.1
OG0011543	XP_003775013.1	XP_012591628.1
OG0011544	XP_031800418.1	XP_012642656.1
OG0011546	XP_003761511.1	XP_012614285.1
OG0011547	XP_031819021.1	XP_012630213.1
OG0011549	XP_003755870.1	XP_012608109.1
OG0011553	XP_031792645.1	XP_020141016.1
OG0011554	XP_012401954.1	XP_012617854.1
OG0011555	XP_012400821.2, XP_023355515.1, XP_003764773.1	XP_012600371.2
OG0011556	XP_031817143.1	XP_012636022.1
OG0011558	XP_031803556.1	XP_012613873.1
OG0011559	XP_012409169.2	XP_012627329.1
OG0011560	XP_031795307.1	XP_012641658.1
OG0011563	XP_031800415.1	XP_020140658.1
OG0011564	XP_012407825.1, XP_031809506.1	XP_020139306.1
OG0011565	XP_023350803.1	XP_012598094.1
OG0011566	XP_031824135.1	XP_012611121.1
OG0011567	XP_031803221.1	XP_012615469.1
OG0011571	XP_003771744.1	XP_012607279.1
OG0011572	XP_031796548.1, XP_031796549.1	XP_012636474.1
OG0011576	XP_012405742.1	XP_012601766.1, XP_012601765.1
OG0011581	XP_003759731.1	XP_012595483.1
OG0011582	XP_003771318.1	XP_012629893.1
OG0011583	XP_003764094.1	XP_012632327.1
OG0011584	XP_031809066.1	XP_012601951.1
OG0011585	XP_031794343.1	XP_012594991.1
OG0011586	XP_031820592.1	XP_012616339.1
OG0011587	XP_031815612.1	XP_012626638.1
OG0011588	XP_031802344.1	XP_012638009.1
OG0011589	XP_031799653.1	XP_012610868.1
OG0011590	XP_003771684.1	XP_012600194.1
OG0011591	XP_031814063.1	XP_012626960.1
OG0011592	XP_012401452.1	XP_012591293.1
OG0011593	XP_031819115.1	XP_012613924.1
OG0011594	XP_031793375.1	XP_012601065.1
OG0011595	XP_031818480.1	XP_012606238.1
OG0011596	XP_003761228.2	XP_012611956.1
OG0011598	XP_003769315.1	XP_012606350.1
OG0011599	XP_031816906.1	XP_012626008.1
OG0011600	XP_031821440.1	XP_012611735.1
OG0011601	XP_003768423.1	XP_012645195.1
OG0011602	XP_031816222.1	XP_012641246.1
OG0011603	XP_031809539.1	XP_012615144.1
OG0011604	XP_031821683.1	XP_012634294.1
OG0011605	XP_003764351.1	XP_012595137.1
OG0011606	XP_031811158.1	XP_012623768.1
OG0011607	XP_003768692.1	XP_020136568.1
OG0011608	XP_003773267.1	XP_012616420.1
OG0011609	XP_003759977.1	XP_012591895.1
OG0011610	XP_031799334.1	XP_012593006.1
OG0011611	XP_003764029.1	XP_012608887.2
OG0011612	XP_031824008.1	XP_012590787.1
OG0011613	XP_031824489.1	XP_012596466.1
OG0011615	XP_012405036.2	XP_020141102.1
OG0011616	XP_003773643.1	XP_012611290.1
OG0011617	XP_003757494.1	XP_012599571.1
OG0011618	XP_031808329.1	XP_012597609.1
OG0011619	XP_031799388.1	XP_012592310.1
OG0011620	XP_031796625.1	XP_012612548.1
OG0011621	XP_003769046.1	XP_012602262.1
OG0011622	XP_031810447.1	XP_012598452.1
OG0011623	XP_003756894.2	XP_020139295.1
OG0011624	XP_003755965.1	XP_012618980.1
OG0011626	XP_031818468.1	XP_012606062.1
OG0011627	XP_023352241.1	XP_012598774.1
OG0011628	XP_003756926.1	XP_012642731.1
OG0011629	XP_031799184.1	XP_012613692.2
OG0011630	XP_003768623.1	XP_012602941.1
OG0011631	XP_031802132.1	XP_012626242.2
OG0011632	XP_031821710.1	XP_012634313.1
OG0011633	XP_031820700.1, XP_031805368.1	XP_012628640.1
OG0011634	XP_031823862.1	XP_012614655.1
OG0011635	NP_001295919.1	XP_012639615.1
OG0011636	XP_003766297.1	XP_012645077.1
OG0011637	XP_023355476.2	XP_012600491.1
OG0011638	XP_003761886.1	XP_012624462.1
OG0011639	XP_031819668.1	XP_012630489.1
OG0011640	XP_012407473.1	XP_012626418.1
OG0011641	XP_003767572.3	XP_012591973.1
OG0011642	XP_031812892.1	XP_012636853.1
OG0011643	XP_023352649.1	XP_012601158.2
OG0011644	XP_023360293.2	XP_012633074.1
OG0011645	XP_023359372.1	XP_012598258.1, XP_012598328.1
OG0011646	XP_012398493.1	XP_012625553.1
OG0011647	XP_003757519.1	XP_012637425.1
OG0011648	XP_023360194.1	XP_012628132.1
OG0011649	XP_031797127.1	XP_012613124.1
OG0011650	XP_023355767.1	XP_012630509.1
OG0011651	XP_003761382.1	XP_012619574.1
OG0011652	XP_031811738.1	XP_012627852.1, XP_012627850.1, XP_012627858.1
OG0011653	XP_031822225.1	XP_012645204.1
OG0011654	XP_031798659.1	XP_020137105.1
OG0011656	XP_031809534.1	XP_012620962.1
OG0011657	XP_003765943.2	XP_012595618.1
OG0011658	XP_003762879.1	XP_012639503.1, XP_012639504.1
OG0011659	XP_023362914.1	XP_012643351.1
OG0011660	XP_031813922.1	XP_012595675.1
OG0011661	XP_003759776.1	XP_012592643.1
OG0011662	XP_031800609.1	XP_012594014.1
OG0011663	XP_031816608.1	XP_012597759.2
OG0011664	XP_031804126.1	XP_012601304.2
OG0011665	XP_003768591.1	XP_012611609.1
OG0011666	XP_031818607.1	XP_012609522.1
OG0011667	XP_003762297.1	XP_012626725.1
OG0011669	XP_031817608.1	XP_012609709.1
OG0011670	XP_031799357.1	XP_020140873.1
OG0011671	XP_031796189.1	XP_020143399.1
OG0011672	XP_031820817.1	XP_012646840.1
OG0011673	XP_031804432.1	XP_012611792.2
OG0011674	XP_012404421.1, XP_012404422.1	XP_012646822.1
OG0011675	XP_003773020.1	XP_012644834.1
OG0011676	XP_031821996.1	XP_012622278.1
OG0011677	XP_003771904.1	XP_012632788.1
OG0011678	XP_003771759.1	XP_012623670.1
OG0011679	XP_003757816.1	XP_020145513.1
OG0011680	XP_012403962.1	XP_012634357.1
OG0011681	XP_012403180.1	XP_020140011.1
OG0011682	XP_031804866.1	XP_012631974.1
OG0011683	XP_031821808.1	XP_012606502.1
OG0011685	XP_012398728.1	XP_012599023.1
OG0011686	XP_031807946.1	XP_020135972.1
OG0011687	XP_003756396.2	XP_012633186.1
OG0011688	XP_031795500.1	XP_012628179.1
OG0011689	XP_031803956.1	XP_012601128.1
OG0011690	XP_031810183.1	XP_012627430.1
OG0011691	XP_031810587.1	XP_012627529.1
OG0011692	XP_031805673.1	XP_012629811.2
OG0011693	XP_031797284.1	XP_012593122.1
OG0011694	XP_031824535.1	XP_012623309.1
OG0011695	XP_031820579.1	XP_012616290.1
OG0011696	XP_003759347.3	XP_012596326.1
OG0011697	XP_031807274.1	XP_012643626.2
OG0011698	XP_031814419.1	XP_012625189.1
OG0011699	XP_031796358.1	XP_012591328.1
OG0011700	XP_031808093.1	XP_012621072.1
OG0011701	XP_023355188.2	XP_012629089.1
OG0011703	XP_003761468.2	XP_012624390.1
OG0011704	XP_031796629.1	XP_012612625.1
OG0011705	XP_031813854.1	XP_012595602.2
OG0011706	XP_031818935.1	XP_012631935.1
OG0011707	XP_031804537.1	XP_012612101.1
OG0011708	XP_012403388.1	XP_012606726.1
OG0011709	XP_031802146.1	XP_012595361.2
OG0011710	XP_012398342.1	XP_012619654.1
OG0011711	XP_031809575.1	XP_012636994.1
OG0011712	XP_031793685.1	XP_012618555.1
OG0011713	XP_003763075.2, XP_031800204.1	XP_020140573.1
OG0011714	XP_031792944.1	XP_012599828.1
OG0011716	XP_012404251.1	XP_012614732.1
OG0011717	XP_031794772.1	XP_012594290.1
OG0011718	XP_023359131.1	XP_020142897.1
OG0011719	XP_012402555.2	XP_012609632.1
OG0011720	XP_031792842.1	XP_012590822.1
OG0011721	XP_003769495.1	XP_012591999.1
OG0011722	XP_031793921.1	XP_012594948.1
OG0011723	XP_003770882.1	XP_012637828.1
OG0011724	XP_031809250.1	XP_012604323.1
OG0011725	XP_031824734.1	XP_012615827.1
OG0011726	XP_023363159.1	XP_012627192.1
OG0011727	XP_031804331.1	XP_012637641.2
OG0011728	XP_023362372.1	XP_012633346.1
OG0011729	XP_031806635.1	XP_020138223.1
OG0011730	XP_003768326.1	XP_012621406.1
OG0011731	XP_031802425.1	XP_020137795.1
OG0011732	XP_031812355.1	XP_020138828.1
OG0011733	XP_031800316.1	XP_012591377.1
OG0011734	XP_031811457.1	XP_012618778.1
OG0011735	XP_023358622.1	XP_012591772.1
OG0011736	XP_031820899.1	XP_012602230.1
OG0011737	XP_031821430.1, XP_031821429.1	XP_012611695.1
OG0011738	XP_031823535.1	XP_012596126.1
OG0011739	XP_003768122.1	XP_012623285.1
OG0011740	XP_003755367.1	XP_012594625.1
OG0011742	XP_003772908.1	XP_012629505.2
OG0011743	XP_031810422.1	XP_012606888.1
OG0011744	XP_012395299.1	XP_012643520.1
OG0011745	XP_031799611.1	XP_012644051.1
OG0011746	XP_031820814.1	XP_012646838.1
OG0011747	XP_003759929.2	XP_012638576.1
OG0011748	XP_003773083.1	XP_012640439.1
OG0011749	XP_003769641.1	XP_012615136.1
OG0011750	XP_031819377.1	XP_012605680.1
OG0011751	XP_031818361.1	XP_012606207.1
OG0011752	XP_003758682.1	XP_012629799.1
OG0011753	XP_003757875.2	XP_012643824.1
OG0011754	XP_031803951.1	XP_012624853.1
OG0011755	XP_003755761.1	XP_012638491.1
OG0011756	XP_031816005.1	XP_020142336.1
OG0011757	XP_003764338.1	XP_012626024.1
OG0011758	XP_023358732.2	XP_012602405.1
OG0011759	XP_003755237.1	XP_012623629.1
OG0011760	XP_031806253.1	XP_012643992.1
OG0011761	XP_031815477.1	XP_012632624.1
OG0011762	XP_031823218.1	XP_012617254.1
OG0011763	XP_003759244.1, XP_003771985.2, XP_031805122.1	XP_012599599.1
OG0011764	XP_031793566.1	XP_012620038.1
OG0011765	XP_031815461.1	XP_012635131.1
OG0011766	XP_031819648.1	XP_012630456.1
OG0011767	XP_031817540.1	XP_012613918.1
OG0011768	XP_003768136.1	XP_012623229.2
OG0011769	XP_031794381.1	XP_012596301.1
OG0011770	XP_031804097.1	XP_020139398.1
OG0011771	XP_031802000.1	XP_012614006.1
OG0011772	XP_012407203.1	XP_012618615.1
OG0011773	XP_003772254.1	XP_012618541.1
OG0011774	XP_031822096.1	XP_012621281.1
OG0011775	XP_031798557.1	XP_012633302.1
OG0011778	XP_003766561.1, XP_003764907.1	XP_012641854.1
OG0011779	XP_003759098.1	XP_012599614.2
OG0011782	XP_031824682.1, XP_031824683.1, XP_003767943.1	XP_012607801.1
OG0011783	XP_003764844.1	XP_012641855.1
OG0011784	XP_003755817.1	XP_012608171.1
OG0011785	XP_031815291.1	XP_012592130.1
OG0011786	XP_031797701.1	XP_012639101.1
OG0011787	XP_031801769.1	XP_012600970.1
OG0011790	XP_031819725.1	XP_012616917.1
OG0011791	XP_003767509.1	XP_020141047.1
OG0011792	XP_003769540.1	XP_012600940.1, XP_012600949.1
OG0011793	XP_003769551.1	XP_012603519.1
OG0011794	XP_003769429.1	XP_012609309.1
OG0011795	XP_012402557.1	XP_012609655.1
OG0011797	XP_031817453.1	XP_012630492.1
OG0011798	XP_031820113.1	XP_012592078.1
OG0011799	XP_031802612.1	XP_020137913.1
OG0011800	XP_031802590.1	XP_012644351.1
OG0011801	XP_031802588.1	XP_012602412.1
OG0011802	XP_031802577.1	XP_020138023.1
OG0011803	XP_031802574.1	XP_012617735.1
OG0011804	XP_031802567.1	XP_012636663.1
OG0011805	XP_031802560.1	XP_012636670.1
OG0011806	XP_031802039.1	XP_012629920.1
OG0011807	XP_031802038.1	XP_012629922.2
OG0011808	XP_003760024.2	XP_012600961.1
OG0011809	XP_031801776.1	XP_020137688.1
OG0011810	XP_012396933.1	XP_012600932.1
OG0011811	XP_003769488.1	XP_012592079.1
OG0011812	XP_003769522.1	XP_012594928.1
OG0011813	XP_031820084.1	XP_012594919.1
OG0011814	XP_031820067.1	XP_012600960.1
OG0011815	XP_031820064.1	XP_012603524.1, XP_012609562.1
OG0011816	XP_031820055.1	XP_012603494.1
OG0011817	XP_003769554.2	XP_012598737.1
OG0011818	XP_031820051.1	XP_012598738.1
OG0011819	XP_031793541.1	XP_012607851.1
OG0011820	XP_012404832.1	XP_012607907.1
OG0011821	XP_031793512.1	XP_012607644.1
OG0011822	XP_003769584.1	XP_020142845.1
OG0011823	XP_012404853.1	XP_012615152.1
OG0011824	XP_031793479.1	XP_012596370.1
OG0011825	XP_012404887.1	XP_012615313.1
OG0011826	XP_031793446.1	XP_012615061.1
OG0011827	XP_003769609.1	XP_012615064.1
OG0011828	XP_031793417.1	XP_012615025.1
OG0011829	XP_003769623.1	XP_012615109.2
OG0011830	XP_003769642.2	XP_012615093.1
OG0011831	XP_012404912.2	XP_020142890.1
OG0011832	XP_031793368.1	XP_012632255.1
OG0011833	XP_031793318.1	XP_012637984.1
OG0011834	XP_003769441.1	XP_012609277.1
OG0011835	XP_003769455.1	XP_012632997.1
OG0011836	XP_012404772.1	XP_012632979.1
OG0011837	XP_031820178.1	XP_012632964.1
OG0011838	XP_031820172.1	XP_012632961.1
OG0011839	XP_003761360.1	XP_012642682.1
OG0011840	XP_003761859.1	XP_012635279.1
OG0011841	XP_031801335.1	XP_012635280.1
OG0011842	XP_031801339.1	XP_012635282.1
OG0011843	XP_003761870.1	XP_012615263.1
OG0011845	XP_031801366.1	XP_020144849.1
OG0011846	XP_023353315.2	XP_012615253.1
OG0011847	XP_031799464.1	XP_012592233.1
OG0011848	XP_003761699.1	XP_012592264.1
OG0011849	XP_031799370.1	XP_012592494.1
OG0011850	XP_031818035.1	XP_012593200.1
OG0011852	XP_012398810.2	XP_012593521.1
OG0011853	XP_003762861.1	XP_012629290.1
OG0011854	XP_003761294.2	XP_012629250.1
OG0011855	XP_003761301.1	XP_012593985.1
OG0011856	XP_031812614.1	XP_012593962.1
OG0011857	XP_031812650.1	XP_012593966.1
OG0011858	XP_031819971.1	XP_012607850.1
OG0011859	XP_031819237.1	XP_012607875.1
OG0011860	XP_031819958.1	XP_012613552.1
OG0011861	XP_031817661.1	XP_012605716.2
OG0011862	XP_031817662.1	XP_020139035.1
OG0011863	XP_031819368.1	XP_012631005.1
OG0011864	XP_031819339.1	XP_012630935.1
OG0011865	XP_031819366.1	XP_012631001.1
OG0011866	XP_031819324.1	XP_012626323.1, XP_012635391.2
OG0011868	XP_031819146.1	XP_020138843.1
OG0011869	XP_031819154.1	XP_012640988.1
OG0011870	XP_003766565.1	XP_012640989.1
OG0011871	XP_031819162.1	XP_012609663.1
OG0011872	XP_031819966.1	XP_012609635.1
OG0011873	XP_031817693.1	XP_020139192.1
OG0011874	XP_031819964.1	XP_012609686.1
OG0011876	XP_031819254.1	XP_012609776.1
OG0011877	XP_031819258.1	XP_012609766.1
OG0011879	XP_031819263.1	XP_012609880.1
OG0011880	XP_031817588.1	XP_012609842.2
OG0011881	XP_031819302.1	XP_012609893.1
OG0011882	XP_031819280.1	XP_012609710.1
OG0011883	XP_031819308.1	XP_012609874.1
OG0011884	XP_012402329.3	XP_012609870.1
OG0011885	XP_003766444.1	XP_012616516.1
OG0011886	XP_031817504.1	XP_020139004.1, XP_012611822.2
OG0011887	XP_031817513.1	XP_012616962.1
OG0011888	XP_031819767.1	XP_012616959.1
OG0011889	XP_012401214.1	XP_012616934.1
OG0011890	XP_031819708.1	XP_012616904.1
OG0011891	XP_031819709.1	XP_012616919.1
OG0011892	XP_031819718.1	XP_012616905.1
OG0011893	XP_023355837.1	XP_012616861.1
OG0011894	XP_031819055.1	XP_012616860.1
OG0011895	XP_031819066.1	XP_012616850.1
OG0011896	XP_031819076.1	XP_012616839.1
OG0011897	XP_031819088.1	XP_012616831.1
OG0011898	XP_031819083.1	XP_012616822.1
OG0011899	XP_031819097.1	XP_012616811.1, XP_012616810.1
OG0011901	XP_012402650.2	XP_012616784.1
OG0011902	XP_031819131.1	XP_020139075.1
OG0011903	XP_031817532.1	XP_020138883.1
OG0011905	XP_031819750.1	XP_012616196.1
OG0011906	XP_012402576.1	XP_020138840.1
OG0011907	XP_031817488.1	XP_020138944.1
OG0011908	XP_031819033.1	XP_020138946.1
OG0011909	XP_031817460.1	XP_012630076.1
OG0011911	XP_031819005.1	XP_012630171.1
OG0011912	XP_031819006.1	XP_012630177.1
OG0011916	XP_031818954.1	XP_012630398.1
OG0011918	XP_031817444.1	XP_012630421.1
OG0011920	XP_031817450.1	XP_012630438.1
OG0011921	XP_031819628.1	XP_012630457.1
OG0011922	XP_031819656.1	XP_012630465.1
OG0011923	XP_012401698.1	XP_012630482.2
OG0011924	XP_031817455.1	XP_012630672.2
OG0011925	XP_031810243.1	XP_012630632.2
OG0011926	XP_023349919.1	XP_012630633.1
OG0011927	XP_023349932.2	XP_012630662.1
OG0011928	XP_003760152.1	XP_020137780.1
OG0011929	XP_031809572.1	XP_012629648.1
OG0011930	XP_031810421.1	XP_012606867.1
OG0011931	XP_003765494.1	XP_012620870.1
OG0011932	XP_023355645.2	XP_012640769.2
OG0011933	XP_003771901.2	XP_012632760.1
OG0011934	XP_031796102.1	XP_012632789.1
OG0011935	XP_012406700.1	XP_012622757.1
OG0011936	XP_023360857.1	XP_012622763.1
OG0011937	XP_003771931.2	XP_020139648.1
OG0011938	XP_031795736.1	XP_012622777.1
OG0011939	XP_031795743.1	XP_012622798.1
OG0011940	XP_031795604.1	XP_012639023.1
OG0011941	XP_031795649.1	XP_012644518.2
OG0011942	XP_031795758.1	XP_012604105.1
OG0011943	XP_012406716.1	XP_020139676.1
OG0011944	XP_031795764.1	XP_012604122.1
OG0011945	XP_031795775.1	XP_012609227.1
OG0011946	XP_012406723.1	XP_012593412.1
OG0011947	XP_003771482.1	XP_012593454.1
OG0011948	XP_003771496.1	XP_012593456.1
OG0011949	XP_031794450.1	XP_012621156.1
OG0011950	XP_003771486.3	XP_020139744.1
OG0011951	XP_003771453.1	XP_020139724.1
OG0011952	XP_023360430.1	XP_012596698.1
OG0011953	XP_031795657.1	XP_012596707.1
OG0011954	XP_003771863.1	XP_012632219.1
OG0011955	XP_023360788.1	XP_020139653.1
OG0011956	XP_003756651.1	XP_012604488.1
OG0011957	XP_031809247.1	XP_012604378.1
