Orthogroup	Sarcophilus_harrisii	Echinops_telfairi
OG0014605	XP_031801072.1	XP_004710135.1
OG0014606	XP_012406548.1	XP_004714052.1
OG0014607	XP_012402214.1	XP_045149119.1
OG0014608	XP_031807531.1	XP_004717200.1
OG0014609	XP_003771446.1	XP_004700047.1
OG0014610	XP_003765519.1	XP_004704981.1
OG0014611	XP_031808005.1	XP_004712785.1
OG0014613	XP_003772995.1	XP_012860311.2
OG0014614	XP_031820584.1	XP_004696615.2
OG0014615	XP_031799046.1	XP_004712416.1
OG0014616	XP_012406706.2	XP_012862230.1
OG0014617	XP_003768208.4	XP_004707244.1
OG0014620	XP_031818708.1	XP_004705482.1
OG0014621	XP_003757158.1	XP_004716520.1
OG0014622	XP_003764532.1	XP_004715203.1
OG0014623	XP_003773109.1	XP_004696183.1
OG0014624	XP_023362540.1	XP_004713692.1
OG0014626	XP_031804427.1	XP_030743325.2
OG0014627	XP_031821492.1	XP_045155797.1
OG0014628	XP_031793389.1	XP_012859936.1
OG0014629	XP_031795771.1	XP_004716062.1
OG0014631	XP_031807192.1	XP_045143002.1
OG0014632	XP_031805945.1	XP_004704640.1
OG0014634	XP_003770569.1	XP_004706804.1
OG0014635	XP_031808849.1	XP_004698639.1
OG0014636	XP_003755886.1	XP_004698958.1
OG0014637	XP_031811256.1	NP_001276970.1
OG0014638	XP_003773150.1	XP_004708794.1
OG0014639	XP_031820016.1	XP_030744340.1
OG0014640	XP_031819276.1	XP_004710431.1
OG0014642	XP_003770939.1	XP_004700606.1
OG0014643	XP_031803052.1	XP_004697452.1
OG0014644	XP_031794169.1	XP_004717444.1
OG0014645	XP_031812852.1	XP_045147555.1
OG0014646	XP_003767936.1	XP_004714786.1
OG0014647	XP_031796984.1	XP_045148127.1
OG0014648	XP_003767916.2	XP_045154304.1
OG0014649	XP_031803964.1	XP_004714462.1
OG0014650	XP_003759368.1	XP_004698687.1
OG0014651	XP_031793689.1	XP_004711414.1
OG0014652	XP_003772626.1	XP_004711508.3
OG0014653	XP_003772251.1	XP_004711417.1
OG0014654	XP_012403837.1	XP_012861312.1
OG0014655	XP_031822099.1	XP_004707199.1
OG0014656	XP_031802218.1	XP_045142342.1
OG0014657	XP_031805953.1	XP_045149165.1, XP_004704645.1
OG0014658	XP_012406541.1	XP_004714046.1
OG0014659	XP_012397805.1	XP_004715598.1
OG0014660	XP_003764924.3	XP_004717180.1
OG0014661	XP_012402821.3	XP_004717181.1
OG0014662	XP_003767932.1	XP_004714785.1
OG0014663	XP_003764859.1	XP_004717567.1
OG0014664	XP_003764822.1	XP_045146480.1
OG0014665	XP_003764852.1	XP_004717573.1
OG0014666	XP_003761940.1	XP_004705884.2
OG0014669	XP_031810267.1	XP_004704762.1
OG0014670	XP_031805669.1	XP_045151992.1
OG0014671	XP_023352021.1	XP_004704002.1
OG0014672	XP_003769538.1	XP_004702037.2
OG0014673	XP_003762890.1	XP_004714647.1
OG0014674	XP_031819148.1	XP_012862156.1, XP_030743536.1
OG0014675	XP_031819123.1	XP_004710424.1
OG0014676	XP_003760162.1	XP_045152210.1
OG0014677	XP_031802589.1	XP_045152077.1
OG0014678	XP_003760155.2	XP_004715990.1
OG0014679	XP_023351708.2	XP_012860217.1
OG0014680	XP_003759706.3	XP_045152004.1
OG0014681	XP_031801785.1	XP_004703063.1
OG0014682	XP_031801807.1	XP_004703164.3
OG0014683	XP_031801808.1	XP_004703052.2
OG0014684	XP_003769517.1	XP_004702038.1
OG0014685	XP_003769520.1	XP_004702214.2
OG0014686	XP_031820070.1	XP_045150657.1
OG0014687	XP_003769537.1	XP_045150528.1
OG0014688	XP_003769548.4	XP_030742709.2
OG0014689	XP_003769555.1	XP_004702029.1
OG0014690	XP_031793545.1	XP_004702025.1
OG0014691	XP_031793537.1	XP_045150516.1
OG0014692	XP_003769574.1	XP_045150431.1
OG0014694	XP_003769580.2	XP_004702176.1
OG0014695	XP_012404862.1	XP_004702002.1
OG0014696	XP_031793448.1	XP_030742699.1
OG0014697	XP_003769611.1	XP_004701991.1
OG0014698	XP_003769436.2	XP_004702258.1
OG0014699	XP_012404757.1	XP_004702071.2
OG0014701	XP_003769445.1	XP_012859941.2
OG0014702	XP_031820199.1	XP_045150559.1
OG0014703	XP_003769462.1	XP_045150282.1
OG0014704	XP_031820155.1	XP_030742590.1
OG0014705	XP_003769244.1	XP_004714645.1
OG0014706	XP_023353451.1	XP_030743767.1
OG0014707	XP_031801354.1	XP_045144395.1
OG0014708	XP_031795413.1	XP_045144462.1
OG0014709	XP_003761695.1	XP_004713868.1
OG0014710	XP_031799789.1	XP_004714604.1
OG0014711	XP_031817982.1	XP_004714515.1
OG0014712	XP_012398848.1	XP_004713977.2
OG0014713	XP_031807869.1	XP_004717791.1
OG0014714	XP_031820008.1	XP_030742251.1
OG0014715	XP_023363060.2	XP_030742074.1
OG0014717	XP_031817664.1	XP_004715773.2
OG0014718	XP_031819380.1	XP_004715769.1
OG0014720	XP_031819323.1	XP_045148380.1
OG0014721	XP_031817632.1	XP_004715739.1
OG0014722	XP_031817629.1	XP_004715691.2
OG0014723	XP_023355884.1	XP_045148330.1
OG0014725	XP_031819145.1	XP_004710518.2
OG0014727	XP_031819967.1	XP_045148554.1
OG0014730	XP_031817591.1	XP_045148567.1
OG0014731	XP_031817600.1	XP_045148756.1
OG0014733	XP_031817613.1	XP_045148578.1
OG0014734	XP_031819310.1	XP_004710472.1
OG0014736	XP_031817506.1	XP_045148718.1
OG0014740	XP_031819710.1	XP_012862084.1
OG0014741	XP_031819752.1	XP_004710449.1
OG0014742	XP_031819740.1	XP_045148597.1
OG0014744	XP_031819763.1	XP_004710447.1
OG0014745	XP_031819711.1	XP_045148604.1
OG0014746	XP_031819701.1	XP_012862072.2
OG0014747	XP_031819060.1	XP_045148608.1
OG0014748	XP_031819084.1	XP_045148614.1
OG0014750	XP_031819117.1	XP_030742265.1
OG0014752	XP_031819039.1	XP_004710393.1
OG0014753	XP_031819031.1	XP_004710553.1
OG0014754	XP_031819680.1	XP_004710381.1
OG0014755	XP_031818974.1	XP_004710377.1
OG0014758	XP_031819004.1	XP_004715825.1
OG0014760	XP_031818961.1	XP_004715871.1
OG0014761	XP_031818968.1	XP_045148969.1
OG0014763	XP_031819662.1	XP_045148741.1
OG0014764	XP_031819642.1	XP_004715850.1
OG0014765	XP_031819671.1	XP_045148413.1
OG0014766	XP_012409217.2	XP_004715882.1
OG0014767	XP_031810231.1	XP_004704971.1
OG0014768	XP_031810241.1	XP_012860656.1
OG0014769	XP_031809345.1	XP_004697123.1
OG0014770	XP_003759413.3	XP_004703771.1
OG0014771	XP_031795727.1	XP_004710945.1
OG0014772	XP_003772475.1	XP_004712673.1
OG0014773	XP_003756750.1	XP_004696755.1
OG0014774	XP_003766513.2	XP_004705193.1
OG0014776	XP_003771906.1	XP_004716157.1
OG0014777	XP_031795781.1	XP_004712694.1
OG0014778	XP_031795785.1	XP_004712697.2
OG0014779	XP_003771952.1	XP_045141577.1
OG0014780	XP_023360477.1	XP_045141573.1
OG0014782	XP_023360466.2	XP_045141550.1
OG0014783	XP_023360456.1	XP_045141519.1
OG0014784	XP_023360429.2	XP_045141525.1
OG0014785	XP_003771870.1	XP_004702358.1
OG0014786	XP_031796100.1	XP_045145941.1
OG0014787	XP_012406238.2	XP_004697077.1
OG0014788	XP_023360632.1	XP_045140729.1
OG0014789	XP_012406504.1	XP_004696728.1
OG0014790	XP_023360855.2	XP_004696730.1
OG0014791	XP_003756704.1	XP_004697091.1
OG0014792	XP_003756691.1	XP_004696738.1
OG0014793	XP_003756749.1	XP_004696753.1
OG0014794	XP_012407263.1	XP_004696754.2
OG0014795	XP_012396484.2	XP_004703672.1
OG0014796	XP_031805092.1	XP_004703674.1
OG0014797	XP_031821125.1	XP_004703658.1
OG0014798	XP_031821160.1	XP_004703654.1
OG0014799	XP_031821216.1	XP_004703643.1
OG0014800	XP_031821302.1	XP_004703641.1
OG0014801	XP_003759439.1	XP_045141046.1
OG0014802	XP_012399443.1	XP_004703635.1
OG0014803	XP_031821543.1	XP_045141061.1
OG0014804	XP_023351572.2	XP_045141076.1
OG0014805	XP_031805791.1	XP_004704694.1
OG0014806	XP_031805789.1	XP_004704695.1
OG0014807	XP_031805790.1	XP_004704696.1
OG0014808	XP_003757324.1	XP_045149831.1
OG0014809	XP_003757307.1	XP_004704720.1
OG0014810	XP_031810351.1	XP_045149541.1
OG0014811	XP_031805190.1	XP_045149742.1
OG0014812	XP_012409243.2	XP_004704743.1
OG0014813	XP_031810299.1	XP_004704747.1
OG0014814	XP_031810282.1	XP_004704755.1
OG0014816	XP_012401425.1	XP_045154992.1
OG0014817	XP_003765482.1	XP_004705058.1
OG0014818	XP_031818139.1	XP_045155206.1
OG0014820	XP_031818130.1	XP_030743855.2
OG0014821	XP_023356002.2	XP_004705075.1
OG0014822	XP_003765539.1	XP_004705086.1
OG0014823	XP_003765068.1	XP_004705379.4
OG0014824	XP_012401035.1	XP_045155000.1
OG0014825	XP_031818332.1	XP_004705117.1
OG0014826	XP_031818362.1	XP_004705128.1
OG0014827	XP_031818365.1	XP_045155073.1
OG0014828	XP_023355625.1	XP_045155076.1
OG0014829	XP_031818397.1	XP_004705145.1
OG0014830	XP_031818400.1	XP_012860836.2
OG0014831	XP_031817392.1	XP_004705155.2
OG0014832	XP_012400972.2	XP_004705412.1
OG0014833	XP_031818528.1	XP_045154709.1
OG0014834	XP_031818542.1	XP_045154698.1
OG0014835	XP_031818573.1	XP_004705191.1
OG0014836	XP_012402313.2	XP_045155105.1
OG0014837	XP_012402816.2	XP_045155129.1
OG0014838	XP_031818608.1	XP_004705207.1
OG0014839	XP_012401069.2	XP_004705457.1
OG0014840	XP_031818663.1	XP_012860849.2
OG0014841	XP_031818664.1	XP_004705219.1
OG0014842	XP_031818692.1	XP_004705228.1
OG0014844	XP_012401023.1	XP_004705234.1
OG0014845	XP_031818730.1	XP_004705491.1
OG0014847	XP_031797822.1	XP_012861383.1
OG0014848	XP_031824655.1	XP_012861115.1
OG0014849	XP_003759391.2	XP_004706653.1
OG0014850	XP_012396579.1	XP_004703531.1
OG0014851	XP_003759533.1	XP_004703530.1
OG0014852	XP_031823671.1	XP_045141129.1
OG0014854	XP_031823288.1	XP_004703546.1
OG0014855	XP_031823104.1	XP_045141269.1
OG0014856	XP_003759466.1	XP_004703578.1
OG0014857	XP_003755643.1	XP_012859363.3
OG0014858	XP_031811401.1	XP_004709946.2
OG0014859	XP_003755608.1	XP_004709923.2
OG0014860	XP_012397808.1	XP_045152415.1
OG0014861	XP_031812561.1	XP_004708148.1
OG0014862	XP_023352300.1	XP_030740329.1
OG0014863	XP_003755540.1	XP_004708252.1
OG0014864	XP_031811508.1	XP_004708135.1
OG0014865	XP_031812633.1	XP_004699773.2
OG0014866	XP_031812639.1, XP_031812638.1	XP_004699771.1
OG0014867	XP_003773465.3	XP_045145400.1
OG0014868	XP_023361901.1	XP_004715122.3
OG0014869	XP_003773477.1	XP_004715155.1
OG0014870	XP_031797206.1	XP_004715158.1
OG0014871	XP_031798806.1	XP_004715163.3
OG0014872	XP_003773486.1	XP_004715164.1, XP_045143350.1
OG0014873	XP_031797212.1	XP_012861382.2
OG0014875	XP_023361881.2	XP_004715139.1
OG0014876	XP_023361820.1	XP_004703224.1
OG0014877	XP_012407748.2	XP_004706410.2
OG0014878	XP_031799995.1	XP_030744433.1
OG0014879	XP_003773387.1	XP_045140016.1
OG0014881	XP_031805209.1	XP_030740168.2
OG0014882	XP_003773451.1	XP_004715143.2
OG0014883	XP_031798311.1	XP_004715194.1
OG0014885	XP_003756860.1	XP_004696835.2
OG0014886	XP_003756755.1	XP_004696779.1
OG0014887	XP_031822782.1	XP_045153795.1
OG0014888	XP_031822773.1	XP_004712232.1
OG0014889	XP_023357841.2	XP_004712228.1
OG0014890	XP_031822746.1	XP_004712256.1
OG0014891	XP_012403434.2	XP_004712226.1
OG0014892	XP_031822760.1	XP_004712217.1
OG0014893	XP_031812752.1	XP_004701179.1
OG0014894	XP_031805338.1	XP_045147610.1
OG0014896	XP_003755160.2	XP_004701242.1
OG0014897	XP_031812275.1	XP_004701250.1
OG0014898	XP_031812274.1	XP_030741889.1
OG0014899	XP_003755175.1	XP_012859703.2
OG0014901	XP_031799592.1	XP_004706636.1
OG0014902	XP_003756952.1	XP_045140723.1
OG0014903	XP_003756936.1	XP_045140567.1
OG0014904	XP_003756882.1	XP_004696851.1
OG0014905	XP_003756857.1	XP_004696831.1
OG0014906	XP_003756845.1	XP_004696830.1
OG0014907	XP_012407474.1	XP_045140638.1
OG0014908	XP_012407453.1	XP_012859867.1
OG0014909	XP_003756756.1	XP_004697144.2
OG0014910	XP_023361267.2	XP_045140648.1
OG0014911	XP_031820689.1	XP_004703684.2
OG0014912	XP_003759967.1	XP_045141183.1
OG0014914	XP_023351896.1	XP_004698131.1
OG0014915	XP_031820003.1	XP_045141275.1
OG0014916	XP_031801739.1	XP_004698143.2
OG0014917	XP_031801744.1	XP_004698145.2
OG0014919	XP_003754961.1	XP_045149421.1
OG0014920	XP_031812158.1	XP_004716824.1
OG0014922	XP_003764170.1	XP_030742843.1
OG0014923	XP_003764327.2	XP_004709066.1
OG0014924	XP_003768776.1	XP_004712981.1
OG0014925	XP_003770728.2	XP_004699446.1
OG0014926	XP_031806000.1	XP_045149540.1
OG0014927	XP_003758408.1	XP_004704841.1
OG0014928	XP_031805817.1	XP_004704617.1
OG0014930	XP_031816724.1	XP_004714266.1
OG0014931	XP_003764459.1	XP_004714260.2
OG0014932	XP_003764458.1	XP_012863081.1
OG0014933	XP_031816772.1	XP_004714230.1
OG0014934	XP_031816783.1	XP_004714222.1
OG0014937	XP_031816064.1	XP_004713972.1
OG0014938	XP_031816012.1	XP_030744242.1
OG0014939	XP_031817194.1	XP_045139534.1
OG0014940	XP_003764193.1	XP_004712833.1
OG0014941	XP_031815963.1	XP_012862735.1
OG0014942	XP_003764195.1	XP_004712838.2
OG0014943	XP_031815932.1	XP_004712847.1
OG0014944	XP_031817183.1	XP_045139496.1
OG0014945	XP_003764270.1	XP_045153678.1
OG0014946	XP_012400515.1	XP_030743543.1
OG0014947	XP_031813174.1	XP_045149263.1
OG0014948	XP_031813205.1	XP_004716208.2
OG0014949	XP_031813193.1	XP_004716203.1
OG0014950	XP_003766651.3	XP_004716202.1
OG0014951	XP_031821241.1	XP_045149433.1
OG0014952	XP_031821244.1	XP_004716228.1
OG0014953	XP_031821252.1	XP_004716176.1
OG0014954	XP_023359918.1	XP_004713045.1
OG0014955	XP_031821259.1	XP_004712930.1
OG0014956	XP_003768843.3	XP_004713054.1
OG0014958	XP_031821330.1	XP_004712984.1
OG0014959	XP_031821334.1	XP_045149449.1
OG0014960	XP_003768794.1	XP_004713071.1
OG0014962	XP_031821383.1	XP_004709395.2
OG0014963	XP_031794402.1	XP_030742351.2
OG0014964	XP_003761567.3	XP_004713007.1
OG0014965	XP_031794091.1	XP_045149241.1
OG0014966	XP_031796269.1	XP_004709244.1
OG0014967	XP_012403017.1	XP_045148101.1
OG0014968	XP_031824846.1	XP_030741920.2
OG0014969	XP_031824881.1	XP_004699445.1
OG0014970	XP_031824902.1	XP_045147884.1
OG0014972	XP_031824911.1	XP_004699451.1
OG0014975	XP_031818942.1	XP_045155174.1
OG0014976	XP_031818936.1	XP_045155172.1
OG0014977	XP_031818930.1	XP_004705555.3
OG0014978	XP_031818923.1	XP_045154890.1
OG0014979	XP_023354581.2	XP_045155168.1
OG0014980	XP_031818904.1	XP_004705549.1
OG0014981	XP_031818889.1	XP_004705276.2
OG0014982	XP_031817429.1	XP_045155164.1
OG0014983	XP_031817427.1	XP_045155156.1
OG0014984	XP_031819596.1	XP_030743896.1
OG0014985	XP_031819610.1	XP_004705523.1
OG0014986	XP_031819595.1	XP_004705259.1
OG0014987	XP_031818801.1	XP_012860781.1
OG0014990	XP_031806032.1	XP_004704809.2
OG0014991	XP_003758504.1	XP_045149876.1
OG0014992	XP_031806207.1	XP_004704591.1
OG0014993	XP_003758409.2	XP_004704592.1
OG0014994	XP_031805862.1	XP_012860610.1
OG0014995	XP_031805087.1	XP_045149707.1
OG0014997	XP_003758617.1	XP_004704600.1
OG0014998	XP_031805858.1	XP_004704849.2
OG0015000	XP_031805876.1	XP_004704621.1
OG0015001	XP_003758587.1	XP_004704633.1
OG0015002	XP_003758560.1	XP_004704639.1
OG0015003	XP_023350909.2	XP_004704873.1
OG0015004	XP_031805946.1	XP_045149854.1
OG0015005	XP_031806075.1	XP_045149851.1
OG0015006	XP_012395781.1	XP_004704655.1
OG0015007	XP_003758478.1	XP_004704656.1
OG0015008	XP_023350824.2	XP_004704659.1
OG0015009	XP_031806124.1	XP_004704662.1
OG0015010	XP_003758446.2	XP_004704670.1
OG0015011	XP_031805096.1	XP_004704897.1
OG0015012	XP_031806162.1	XP_004704674.1
OG0015013	XP_003758441.1	XP_004704905.1
OG0015014	XP_031806188.1	XP_030742453.2
OG0015015	XP_031824257.1	XP_004699675.1
OG0015016	XP_031824908.1	XP_012859292.1
OG0015017	XP_031818826.1	XP_045155154.1
OG0015018	XP_031798429.1	XP_004705799.1
OG0015019	XP_031818242.1	XP_030740241.1
OG0015020	XP_003761979.1	XP_004705815.1
OG0015021	XP_003767375.1	XP_045147978.1
OG0015022	XP_031824765.1	XP_004699403.1
OG0015023	XP_003762010.1	XP_004706175.1
OG0015024	XP_003769807.2	XP_004699255.1
OG0015026	XP_031823815.1	XP_045140651.1
OG0015027	XP_031821228.1	XP_004705671.1
OG0015028	XP_012404280.1	XP_012860891.1
OG0015029	XP_031821203.1	XP_004705661.1
OG0015030	XP_023358588.1	XP_045139463.1
OG0015031	XP_012404256.1	XP_045140527.1
OG0015033	XP_031821138.1	XP_004705644.1
OG0015034	XP_003768879.1	XP_004705640.1
OG0015035	XP_012404261.1	XP_004705639.1
OG0015036	XP_003768901.2	XP_004705643.1
OG0015037	XP_031796416.1	XP_004705618.1
OG0015038	XP_003761515.1	XP_012860869.1
OG0015039	XP_003761510.1	XP_030744450.1
OG0015040	XP_012398240.2	XP_030744518.1
OG0015041	XP_031796800.1	XP_045140930.1
OG0015042	XP_031796956.1	XP_045141849.1
OG0015043	XP_031805258.1	XP_030744484.1
OG0015044	XP_003761584.1	XP_030740270.1
OG0015045	XP_003775312.2	XP_045140982.1
OG0015047	XP_012398758.1	XP_045140819.1
OG0015048	XP_003762113.1	XP_004705730.1
OG0015049	XP_003762136.2	XP_045140815.1
OG0015050	XP_003762124.2	XP_004706094.1
OG0015051	XP_031818919.1	XP_045140855.1
OG0015052	XP_031818874.1	XP_004705753.1
OG0015053	XP_031801182.1	XP_004705776.1
OG0015054	XP_031801168.1	XP_004705778.1
OG0015055	XP_031801192.1	XP_004705783.2
OG0015056	XP_031801193.1	XP_012860919.1
OG0015057	XP_003761506.1	XP_012860922.1
OG0015058	XP_031798533.1	XP_004705803.1
OG0015059	XP_012398199.2	XP_004706147.1
OG0015060	XP_003761470.1	XP_004705809.1
OG0015061	XP_031800144.1	XP_045141993.1
OG0015062	XP_003761754.1	XP_004705911.1
OG0015063	XP_023353488.2	XP_045141885.1
OG0015064	XP_003761934.1	XP_045141978.1
OG0015065	XP_012398583.3	XP_045141910.1
OG0015067	XP_003762062.1	XP_045141851.1
OG0015068	XP_012398705.3	XP_004705857.1
OG0015069	XP_003762059.1	XP_004718274.2
OG0015070	XP_031801686.1	XP_004705855.1
OG0015071	XP_003762056.1	XP_004706202.1
OG0015072	XP_023353557.1	XP_004706193.1
OG0015073	XP_031801630.1	XP_045141894.1
OG0015074	XP_031801609.1	XP_004705845.1
OG0015075	XP_003762011.1	XP_045141589.1
OG0015076	XP_031801578.1	XP_004706171.1
OG0015077	XP_012398659.2	XP_004705826.2
OG0015078	XP_031801558.1	XP_004706164.2
OG0015079	XP_031823137.1	XP_004699241.1
OG0015081	XP_031823103.1	XP_012859231.1
OG0015082	XP_031823082.1	XP_030741957.2
OG0015083	XP_003769783.1	XP_004699271.1
OG0015084	XP_031823012.1	XP_004699287.1
OG0015085	XP_003767291.3	XP_004699332.2
OG0015086	XP_031825239.1	XP_045147835.1
OG0015087	XP_031825256.1	XP_004699342.1
OG0015088	XP_031792609.1	XP_045147759.1
OG0015090	XP_031824748.1	XP_045148048.1
OG0015091	XP_031824754.1	XP_004699396.1
OG0015092	XP_023357583.1	XP_030743691.1
OG0015093	XP_023357542.1	XP_004706881.1
OG0015094	XP_031792767.1	XP_030743625.2
OG0015095	XP_003760046.2	XP_004703129.1
OG0015096	XP_003760094.1	XP_004703109.1
OG0015097	XP_031822884.1	XP_004700224.1
OG0015098	XP_031792993.1	XP_004699861.1, XP_045153947.1
OG0015099	XP_003767617.1	XP_004699857.1
OG0015100	XP_031792976.1	XP_004700135.1
OG0015101	XP_012405695.2	XP_004700134.1
OG0015102	XP_031793159.1	XP_004699917.1
OG0015103	XP_031793171.1	XP_004699921.2
OG0015104	XP_031793184.1	XP_004700197.1
OG0015105	XP_003767730.1	XP_004699926.1
OG0015106	XP_031793193.1	XP_004699930.1
OG0015107	XP_031793200.1	XP_045154027.1
OG0015108	XP_031792855.1	XP_030743636.1
OG0015109	XP_031792874.1	XP_012861133.1
OG0015110	XP_023357587.1	XP_045153788.1
OG0015111	XP_031792883.1	XP_004706738.1
OG0015112	XP_031792796.1	XP_045153852.1
OG0015114	XP_031792736.1	XP_045154189.1
OG0015115	XP_031792728.1	XP_045153898.1
OG0015116	XP_023357538.1	XP_004706894.1
OG0015117	XP_031792707.1	XP_004706899.1
OG0015118	XP_031792685.1	XP_045154090.1
OG0015119	XP_012403384.2	XP_045154024.1
OG0015120	XP_031822878.1	XP_045154142.1
OG0015121	XP_031822681.1, XP_031822682.1, XP_023359794.2	XP_045154295.1
OG0015122	XP_023358004.1	XP_004714777.1
OG0015123	XP_031822653.1	XP_004714776.1
OG0015124	XP_031822610.1	XP_030743738.2
OG0015125	XP_012403633.2	XP_004714718.1
OG0015126	XP_031822551.1	XP_004714808.1
OG0015127	XP_031801846.1	XP_045151981.1
OG0015128	XP_031801839.1	XP_004703029.1
OG0015129	XP_031801852.1	XP_004703025.2
OG0015130	XP_003759606.1	XP_004703020.1
OG0015131	XP_031802320.1	XP_004702998.1
OG0015132	XP_031802334.1	XP_004702993.1
OG0015133	XP_003760037.1	XP_004702977.1
OG0015134	XP_031802361.1	XP_045152214.1
OG0015135	XP_003760049.1	XP_004702961.1
OG0015136	XP_031808763.1	XP_030743142.1
OG0015137	XP_031802457.1	XP_045152181.1
OG0015138	XP_031802458.1	XP_045152183.1
OG0015139	XP_031802503.1	XP_045145012.1
OG0015140	XP_031802516.1	XP_004703932.1
OG0015141	XP_012408958.3	XP_012860189.1
OG0015142	XP_012396617.1	XP_004703040.1
OG0015143	XP_003759590.1	XP_004703039.1
OG0015144	XP_031810893.1	XP_004698956.1
OG0015145	XP_003755929.1	XP_004698543.1
OG0015146	XP_003756479.1	XP_004699000.1
OG0015147	XP_031808545.1	XP_004699050.1
OG0015148	XP_003756267.1	XP_030740815.2
OG0015149	XP_031810892.1	XP_004698954.1
OG0015150	XP_003755883.1	XP_004698955.1
OG0015151	XP_003755917.1	XP_004698957.1
OG0015152	XP_003755897.1	XP_004698542.1
OG0015153	XP_012400498.1	XP_004698548.3
OG0015154	XP_012400608.1	XP_045143826.1
OG0015156	XP_031810965.1	XP_004698980.1
OG0015157	XP_003755934.1	XP_004698566.2
OG0015158	XP_023356963.1	XP_030740789.2
OG0015159	XP_012402272.1	XP_004698579.1
OG0015160	XP_003758969.1	XP_004698582.1
OG0015161	XP_031808720.1	XP_045143701.1
OG0015162	XP_031808674.1	XP_030740740.1
OG0015163	XP_003756349.1	XP_004698617.1
OG0015164	XP_012404563.1	XP_012859199.1
OG0015165	XP_003758858.1	XP_004698641.1
OG0015166	XP_003756352.2	XP_004698662.1
OG0015167	XP_003756355.1	XP_030740862.1
OG0015168	XP_031808546.1	XP_004698693.1
OG0015169	XP_031808548.1	XP_004698694.1
OG0015170	XP_003756387.1	XP_004698698.1
OG0015171	XP_031808560.1	XP_004698703.1
OG0015172	XP_003759211.2, XP_031808562.1	XP_045143558.1
OG0015173	XP_031808577.1	XP_012859200.1
OG0015174	XP_031808581.1	XP_004698711.1
OG0015175	XP_031808669.1	XP_004699070.1
OG0015176	XP_003756324.1	XP_004698746.1
OG0015178	XP_031808413.1	XP_004698758.1
OG0015179	XP_012403271.1	XP_030740716.2
OG0015180	XP_031808364.1	XP_030740917.1
OG0015181	XP_003756289.2	XP_004698778.1
OG0015182	XP_003756261.1	XP_045143748.1
OG0015183	XP_003756255.2	XP_004698792.1
OG0015184	XP_031808211.1	XP_045144069.1
OG0015185	XP_031808202.1	XP_045144055.1
OG0015186	XP_003756197.1	XP_045143790.1
OG0015187	XP_003756198.1	XP_045143990.1
OG0015188	XP_031808195.1	XP_004699144.2
OG0015189	XP_003756621.1	XP_004698839.1
OG0015190	XP_023360000.2	XP_045144034.1
OG0015191	XP_031809073.1	XP_004699164.1
OG0015193	XP_031809039.1	XP_030740869.1
OG0015194	XP_031809020.1	XP_045143767.1
OG0015195	XP_023359840.1	XP_004699185.1
OG0015196	XP_031808984.1	XP_045143984.1
OG0015197	XP_031808749.1	XP_045143745.1
OG0015198	XP_031808760.1	XP_004698888.1
OG0015200	XP_031822107.1	XP_012861247.2
OG0015201	XP_003768433.1	XP_004707467.1
OG0015203	XP_003770150.1	XP_030744105.1
OG0015204	XP_003757551.1	XP_004714494.1
OG0015205	XP_003768695.2	XP_004709169.1
OG0015206	XP_003768376.2	XP_004707480.1
OG0015207	XP_003768413.1	XP_045155249.1
OG0015208	XP_031821929.1	XP_004707121.1
OG0015209	XP_003768014.1	XP_004707089.1
OG0015210	XP_031822315.1	XP_004707446.1
OG0015211	XP_003757575.1	XP_004714538.1
OG0015212	XP_023359747.1	XP_045155359.1
OG0015213	XP_031824324.1	XP_045155466.1
OG0015214	XP_031816987.1	XP_004709273.1
OG0015215	XP_012405722.1, XP_012404054.1	XP_004709278.1
OG0015216	XP_003768653.1	XP_045155461.1
OG0015217	XP_003768654.1	XP_004709155.1
OG0015218	XP_003768659.1	XP_045155459.1
OG0015219	XP_031821484.1	XP_045155711.1
OG0015220	XP_031824345.1	XP_004709170.1
OG0015221	XP_023358292.1	XP_045155435.1
OG0015222	XP_031821704.1	XP_004709191.1
OG0015223	XP_003768576.2	XP_004709358.1
OG0015224	XP_031821625.1	XP_004709360.1
OG0015226	XP_003768598.1	XP_004709377.1
OG0015227	XP_031821575.1	XP_045155652.1
OG0015228	XP_031821546.1	XP_004709235.1
OG0015229	XP_031821544.1	XP_045155810.1
OG0015230	XP_031821527.1	XP_045155417.1
OG0015231	XP_031813109.1	XP_004707340.1
OG0015235	XP_031821748.1	XP_004707331.1
OG0015236	XP_003768500.1	XP_004707330.2
OG0015237	XP_003768498.1	XP_004707326.1
OG0015238	XP_031821800.1	XP_004707312.1
OG0015239	XP_003768479.1	XP_045155826.1
OG0015240	XP_003768459.1	XP_004707293.1
OG0015241	XP_003768474.1	XP_004707569.1
OG0015242	XP_003768426.1	XP_004707563.1
OG0015243	XP_003768231.1	XP_004707252.3
OG0015244	XP_031822198.1	XP_045155279.1
OG0015245	XP_023358093.1	XP_004707245.1
OG0015246	XP_012403695.1	XP_004707546.3
OG0015247	XP_012403696.1	XP_004707239.1
OG0015248	XP_031822171.1	XP_045155383.1
OG0015249	XP_003768212.3	XP_004707236.1
OG0015250	XP_012403722.1	XP_004707231.1
OG0015251	XP_031822123.1	XP_045155380.1
OG0015252	XP_012403737.1	XP_004707217.1
OG0015253	XP_012403787.1	XP_004707200.1
OG0015254	XP_003768294.1	XP_004707513.1
