Orthogroup	Sarcophilus_harrisii	Mesocricetus_auratus
OG0011466	XP_003767655.1	XP_021084783.1
OG0011467	XP_031793047.1	XP_005073419.1
OG0011468	XP_003770627.1	XP_005073416.1
OG0011469	XP_031793050.1	XP_021084766.1
OG0011470	XP_003767662.1	XP_040593576.1
OG0011471	XP_031793088.1	XP_005087403.1
OG0011472	XP_003767675.2	XP_005079908.2
OG0011473	XP_031792940.1	XP_040594221.1
OG0011474	XP_031792913.1	XP_005073513.1
OG0011475	XP_003767581.1	XP_005073518.1
OG0011476	XP_031793248.1	XP_040594877.1
OG0011477	XP_031793251.1	XP_040593809.1
OG0011478	XP_003767767.1	XP_040593325.1
OG0011479	XP_031792666.1	XP_005071476.1
OG0011480	XP_031792652.1	XP_005071485.1
OG0011481	XP_031792646.1	XP_040594962.1
OG0011482	XP_003769699.1	XP_005087831.2
OG0011483	XP_031793269.1	XP_005087829.1
OG0011484	XP_031793276.1	XP_012981936.1
OG0011485	XP_031793293.1	XP_005087814.1
OG0011487	XP_031824549.1	XP_021087566.1
OG0011488	XP_031822731.1	XP_040594093.1
OG0011489	XP_031822719.1	XP_005078266.1
OG0011490	XP_031822692.1	XP_005078242.1
OG0011491	XP_031822690.1	XP_040594861.1
OG0011492	XP_031793048.1	NP_001268497.1
OG0011494	XP_023363048.1	XP_040600445.1
OG0011495	XP_012407885.1	XP_012974049.1, XP_005069600.1
OG0011496	XP_031814893.1	XP_005078027.1
OG0011497	XP_012401527.1	XP_040600000.1
OG0011498	XP_012401515.1	XP_005074276.1
OG0011499	XP_012401505.1	XP_040600041.1
OG0011500	XP_031817115.1	XP_012971857.1
OG0011501	XP_031815365.1	XP_005074300.1
OG0011502	XP_003763552.1	XP_005074310.1
OG0011503	XP_003763547.1	XP_005078034.1
OG0011504	XP_003763493.1	XP_005080596.1
OG0011505	XP_012408875.1	XP_040589706.1
OG0011506	XP_031800885.1	XP_005085167.3
OG0011507	XP_031800160.1	XP_005085144.1
OG0011508	XP_012409007.2	XP_005085146.1
OG0011509	XP_012408896.1	XP_005085965.1
OG0011510	XP_012408631.1	XP_040600168.1
OG0011511	XP_031800412.1	XP_005081214.2
OG0011512	XP_031800943.1, XP_003764023.2	XP_040600205.1
OG0011513	XP_003765880.1	XP_021089262.1
OG0011514	XP_031800550.1	XP_005086588.1
OG0011515	XP_031800866.1	XP_012978183.1
OG0011516	XP_031800742.1	XP_012978182.1
OG0011517	XP_031800390.1	XP_012970678.1
OG0011518	XP_031800825.1	XP_005076757.1
OG0011519	XP_012408648.1	XP_040600389.1
OG0011520	XP_031800790.1	XP_040600417.1
OG0011522	XP_031800835.1	XP_012978267.1
OG0011523	XP_031800264.1	XP_040600480.1
OG0011524	XP_031800889.1	XP_040600482.1
OG0011525	XP_031801020.1	XP_005083175.1
OG0011526	XP_003774822.2	XP_005083167.1
OG0011527	XP_031800231.1	XP_040600510.1
OG0011528	XP_031800519.1	XP_012973683.1
OG0011529	XP_031800474.1	XP_040600554.1
OG0011530	XP_031800506.1	XP_021091871.1
OG0011531	XP_012408715.1	XP_005085609.1
OG0011532	XP_031800781.1	XP_005085608.1
OG0011533	XP_031800920.1	XP_040599843.1
OG0011534	XP_031800862.1	XP_005085950.1
OG0011535	XP_031800643.1	XP_040600638.1
OG0011537	XP_003773287.1, XP_031801071.1	XP_005087014.1
OG0011538	XP_031800818.1	XP_005087003.2
OG0011539	XP_031801051.1	XP_005086992.1
OG0011540	XP_031801057.1	XP_005086962.1
OG0011541	XP_031801132.1	XP_005086957.1
OG0011542	XP_031815294.1	XP_040589632.1
OG0011543	XP_003775013.1	XP_005081226.1
OG0011544	XP_031800418.1	XP_012973621.2
OG0011546	XP_003761511.1	XP_005079992.1
OG0011547	XP_031819021.1	XP_040590362.1
OG0011549	XP_003755870.1	XP_040592651.1
OG0011553	XP_031792645.1	XP_005071490.1
OG0011554	XP_012401954.1	XP_005080777.1
OG0011555	XP_012400821.2, XP_023355515.1, XP_003764773.1	XP_012971754.1
OG0011556	XP_031817143.1	XP_012969950.1
OG0011558	XP_031803556.1	XP_040592731.1
OG0011559	XP_012409169.2	XP_040591522.1
OG0011560	XP_031795307.1	XP_005087288.2, XP_012981574.1
OG0011563	XP_031800415.1	XP_021090306.2
OG0011564	XP_012407825.1, XP_031809506.1	XP_040604376.1
OG0011565	XP_023350803.1	XP_005076242.1
OG0011566	XP_031824135.1	XP_005082254.1
OG0011567	XP_031803221.1	XP_005086061.1
OG0011571	XP_003771744.1	XP_005078114.1
OG0011572	XP_031796548.1, XP_031796549.1	XP_012973290.1
OG0011576	XP_012405742.1	XP_021081755.2, XP_040598409.1
OG0011581	XP_003759731.1	XP_040597330.1
OG0011582	XP_003771318.1	XP_040599361.1
OG0011583	XP_003764094.1	XP_005084547.1
OG0011584	XP_031809066.1	XP_040598372.1
OG0011585	XP_031794343.1	XP_040599537.1
OG0011586	XP_031820592.1	XP_040585446.1
OG0011587	XP_031815612.1	XP_005075021.1
OG0011588	XP_031802344.1	XP_040613807.1
OG0011589	XP_031799653.1	XP_021087122.1
OG0011590	XP_003771684.1	XP_005082459.1
OG0011591	XP_031814063.1	XP_012972396.2
OG0011592	XP_012401452.1	XP_005083900.1
OG0011593	XP_031819115.1	XP_040590636.1
OG0011594	XP_031793375.1	XP_040614117.1
OG0011595	XP_031818480.1	XP_005081050.1
OG0011596	XP_003761228.2	XP_005079042.1
OG0011598	XP_003769315.1	XP_005080886.1
OG0011599	XP_031816906.1	XP_005077381.1
OG0011600	XP_031821440.1	XP_005069908.1
OG0011601	XP_003768423.1	XP_005075907.1
OG0011602	XP_031816222.1	XP_012976618.1
OG0011603	XP_031809539.1	XP_005066353.1
OG0011604	XP_031821683.1	XP_005069968.1
OG0011605	XP_003764351.1	XP_005084089.1
OG0011606	XP_031811158.1	XP_040595578.1
OG0011607	XP_003768692.1	XP_005069892.1
OG0011608	XP_003773267.1	XP_040602519.1
OG0011609	XP_003759977.1	XP_040613534.1
OG0011610	XP_031799334.1	XP_005068772.1
OG0011611	XP_003764029.1	XP_040601534.1
OG0011612	XP_031824008.1	XP_040609059.1
OG0011615	XP_012405036.2	XP_005076636.1
OG0011616	XP_003773643.1	XP_005075742.1
OG0011617	XP_003757494.1	XP_021091793.1
OG0011618	XP_031808329.1	XP_040596093.1
OG0011619	XP_031799388.1	XP_012971564.3
OG0011620	XP_031796625.1	XP_005082969.1
OG0011621	XP_003769046.1	XP_005084958.1
OG0011622	XP_031810447.1	XP_005085041.1
OG0011623	XP_003756894.2	NP_001268877.1
OG0011624	XP_003755965.1	XP_012967843.1
OG0011626	XP_031818468.1	XP_040612286.1
OG0011627	XP_023352241.1	XP_005082799.1
OG0011628	XP_003756926.1	XP_005078412.1
OG0011629	XP_031799184.1	XP_005080817.1
OG0011630	XP_003768623.1	XP_005070044.1
OG0011631	XP_031802132.1	XP_040597361.1
OG0011632	XP_031821710.1	XP_040606012.1
OG0011633	XP_031820700.1, XP_031805368.1	XP_040585583.1
OG0011634	XP_031823862.1	XP_005080428.1
OG0011635	NP_001295919.1	NP_001268558.1
OG0011636	XP_003766297.1	XP_005071662.1
OG0011637	XP_023355476.2	XP_005074045.1
OG0011638	XP_003761886.1	XP_005078784.1
OG0011639	XP_031819668.1	XP_040591441.1
OG0011640	XP_012407473.1	XP_040607681.1
OG0011641	XP_003767572.3	XP_005073526.1
OG0011642	XP_031812892.1	XP_040608444.1
OG0011643	XP_023352649.1	XP_012978431.1
OG0011644	XP_023360293.2	XP_012965751.2
OG0011645	XP_023359372.1	XP_005077021.2
OG0011646	XP_012398493.1	XP_040595687.1
OG0011647	XP_003757519.1	XP_012980158.2
OG0011648	XP_023360194.1	XP_021081610.1
OG0011649	XP_031797127.1	XP_005064167.1
OG0011650	XP_023355767.1	XP_005081925.1
OG0011651	XP_003761382.1	XP_005064373.2
OG0011652	XP_031811738.1	XP_005063480.3
OG0011653	XP_031822225.1	XP_012973158.1
OG0011654	XP_031798659.1	XP_005075686.1
OG0011655	XP_031812456.1	NP_001268302.1
OG0011656	XP_031809534.1	XP_005087062.1
OG0011657	XP_003765943.2	NP_001268541.1
OG0011658	XP_003762879.1	XP_012980731.1
OG0011659	XP_023362914.1	XP_005076770.1
OG0011660	XP_031813922.1	XP_005088107.3
OG0011661	XP_003759776.1	XP_005066799.1
OG0011662	XP_031800609.1	XP_005071900.1
OG0011663	XP_031816608.1	XP_040607315.1
OG0011664	XP_031804126.1	XP_005083487.2
OG0011665	XP_003768591.1	XP_012968719.1
OG0011666	XP_031818607.1	XP_005081124.2
OG0011667	XP_003762297.1	XP_005074985.1
OG0011670	XP_031799357.1	XP_005080831.1
OG0011671	XP_031796189.1	XP_040610016.1
OG0011672	XP_031820817.1	XP_005086917.1
OG0011673	XP_031804432.1	XP_012975254.2
OG0011674	XP_012404421.1, XP_012404422.1	XP_005086920.1
OG0011675	XP_003773020.1	XP_040603393.1
OG0011676	XP_031821996.1	XP_005065706.2
OG0011677	XP_003771904.1	XP_005082745.1
OG0011678	XP_003771759.1	XP_005083126.1
OG0011679	XP_003757816.1	NP_001268305.1
OG0011680	XP_012403962.1	XP_012968633.1
OG0011681	XP_012403180.1	XP_005071342.1
OG0011682	XP_031804866.1	XP_005077580.1
OG0011683	XP_031821808.1	XP_040605799.1
OG0011685	XP_012398728.1	XP_012977037.1
OG0011686	XP_031807946.1	XP_021087261.1
OG0011687	XP_003756396.2	XP_005072811.2
OG0011688	XP_031795500.1	XP_040611096.1
OG0011689	XP_031803956.1	NP_001268250.2
OG0011690	XP_031810183.1	XP_040591566.1
OG0011691	XP_031810587.1	XP_040592876.1
OG0011692	XP_031805673.1	XP_005076137.2
OG0011693	XP_031797284.1	XP_005068825.1
OG0011694	XP_031824535.1	XP_005080223.3
OG0011695	XP_031820579.1	XP_040596345.1
OG0011696	XP_003759347.3	XP_005067956.2
OG0011697	XP_031807274.1	XP_005073566.3
OG0011698	XP_031814419.1	XP_040601638.1
OG0011699	XP_031796358.1	XP_040593126.1, XP_040610387.1
OG0011700	XP_031808093.1	XP_012974260.1
OG0011701	XP_023355188.2	XP_005069516.1
OG0011703	XP_003761468.2	XP_005085114.2
OG0011704	XP_031796629.1	NP_001278152.1
OG0011705	XP_031813854.1	XP_012969192.1
OG0011706	XP_031818935.1	XP_021088234.1
OG0011707	XP_031804537.1	XP_040587275.1
OG0011708	XP_012403388.1	XP_021087552.1
OG0011709	XP_031802146.1	XP_005066812.1
OG0011710	XP_012398342.1	XP_005064416.1
OG0011711	XP_031809575.1	XP_005078390.2
OG0011712	XP_031793685.1	XP_021081238.1
OG0011713	XP_003763075.2, XP_031800204.1	XP_021078423.1
OG0011714	XP_031792944.1	XP_040594354.1
OG0011716	XP_012404251.1	XP_005080458.1
OG0011717	XP_031794772.1	XP_005081525.1
OG0011718	XP_023359131.1	XP_040584045.1
OG0011719	XP_012402555.2	XP_005084853.1
OG0011720	XP_031792842.1	XP_040594839.1
OG0011721	XP_003769495.1	XP_005065867.2
OG0011722	XP_031793921.1	XP_040599560.1
OG0011723	XP_003770882.1	XP_040610728.1
OG0011724	XP_031809250.1	XP_012968166.1
OG0011725	XP_031824734.1	XP_012978575.1
OG0011726	XP_023363159.1	XP_012977499.1
OG0011727	XP_031804331.1	NP_001268620.1
OG0011728	XP_023362372.1	XP_005063953.1
OG0011729	XP_031806635.1	XP_005066590.1
OG0011730	XP_003768326.1	XP_012973053.2, XP_040600415.1
OG0011731	XP_031802425.1	XP_040608752.1
OG0011732	XP_031812355.1	XP_040593219.1
OG0011733	XP_031800316.1	XP_012980865.1, XP_040599311.1
OG0011734	XP_031811457.1	XP_012974419.2
OG0011735	XP_023358622.1	XP_005087247.1
OG0011736	XP_031820899.1	XP_040588412.1
OG0011737	XP_031821430.1, XP_031821429.1	XP_005069915.1
OG0011738	XP_031823535.1	XP_005077061.1
OG0011739	XP_003768122.1	XP_012976106.1
OG0011740	XP_003755367.1	XP_040609236.1
OG0011742	XP_003772908.1	XP_005076103.1
OG0011743	XP_031810422.1	XP_040596689.1
OG0011744	XP_012395299.1	XP_005073626.2
OG0011745	XP_031799611.1	XP_005078355.1
OG0011746	XP_031820814.1	XP_040588333.1
OG0011747	XP_003759929.2	NP_001273043.1
OG0011748	XP_003773083.1	XP_005066738.1
OG0011749	XP_003769641.1	XP_040584245.1
OG0011750	XP_031819377.1	XP_012979102.1
OG0011751	XP_031818361.1	XP_040612344.1
OG0011752	XP_003758682.1	XP_005076138.1
OG0011753	XP_003757875.2	NP_001268555.1
OG0011754	XP_031803951.1	XP_012978510.2
OG0011755	XP_003755761.1	XP_012972838.1, XP_005075520.1
OG0011756	XP_031816005.1	XP_040585685.1
OG0011757	XP_003764338.1	XP_040590709.1
OG0011758	XP_023358732.2	XP_040588183.1
OG0011759	XP_003755237.1	XP_005063624.1
OG0011760	XP_031806253.1	XP_012973958.1
OG0011761	XP_031815477.1	XP_012972333.1
OG0011762	XP_031823218.1	XP_005076583.1
OG0011763	XP_003759244.1, XP_003771985.2, XP_031805122.1	XP_012972966.1
OG0011764	XP_031793566.1	XP_012966690.1
OG0011765	XP_031815461.1	XP_040606613.1
OG0011766	XP_031819648.1	XP_040591433.1
OG0011767	XP_031817540.1	XP_040590225.1
OG0011768	XP_003768136.1	XP_040608402.1
OG0011769	XP_031794381.1	XP_005068088.1
OG0011770	XP_031804097.1	XP_012978427.1
OG0011771	XP_031802000.1	XP_005081357.1
OG0011772	XP_012407203.1	XP_021081007.1
OG0011773	XP_003772254.1	XP_040609692.1
OG0011774	XP_031822096.1	XP_005076030.1
OG0011775	XP_031798557.1	XP_005063947.2
OG0011778	XP_003766561.1, XP_003764907.1	XP_012981600.1
OG0011779	XP_003759098.1	XP_012972953.1
OG0011782	XP_031824682.1, XP_031824683.1, XP_003767943.1	XP_005078237.2
OG0011783	XP_003764844.1	XP_005087339.1
OG0011785	XP_031815291.1	XP_005080629.1
OG0011786	XP_031797701.1	NP_001268487.1
OG0011787	XP_031801769.1	XP_005074714.1
OG0011790	XP_031819725.1	XP_040590617.1
OG0011791	XP_003767509.1	XP_040594489.1
OG0011792	XP_003769540.1	XP_005065896.1
OG0011793	XP_003769551.1	XP_005065909.1
OG0011794	XP_003769429.1	XP_040584238.1
OG0011795	XP_012402557.1	XP_040592040.1
OG0011797	XP_031817453.1	XP_005081857.1
OG0011798	XP_031820113.1	XP_005065860.1
OG0011799	XP_031802612.1	XP_040613703.1
OG0011800	XP_031802590.1	XP_040613721.1
OG0011801	XP_031802588.1	XP_021090941.1
OG0011802	XP_031802577.1	XP_040613729.1
OG0011803	XP_031802574.1	XP_040613736.1
OG0011804	XP_031802567.1	XP_012978861.2
OG0011805	XP_031802560.1	XP_040613743.1
OG0011806	XP_031802039.1	XP_040593523.1
OG0011807	XP_031802038.1	XP_005081509.1
OG0011808	XP_003760024.2	XP_040597633.1
OG0011809	XP_031801776.1	XP_040597635.1
OG0011810	XP_012396933.1	XP_005074718.1
OG0011811	XP_003769488.1	XP_005065862.1
OG0011812	XP_003769522.1	XP_005065883.1
OG0011813	XP_031820084.1	XP_005065889.1
OG0011814	XP_031820067.1	XP_005065786.2
OG0011815	XP_031820064.1	XP_005065898.1
OG0011816	XP_031820055.1	XP_040584372.1
OG0011817	XP_003769554.2	XP_005065911.1
OG0011818	XP_031820051.1	XP_005065913.1
OG0011819	XP_031793541.1	XP_040614156.1
OG0011820	XP_012404832.1	XP_012965705.1
OG0011821	XP_031793512.1	XP_040584052.1
OG0011822	XP_003769584.1	XP_040584317.1
OG0011823	XP_012404853.1	XP_012965670.1
OG0011824	XP_031793479.1	XP_012982218.1
OG0011825	XP_012404887.1	XP_005065963.1
OG0011826	XP_031793446.1	XP_005065966.1
OG0011827	XP_003769609.1	XP_040584347.1
OG0011828	XP_031793417.1	XP_040614086.1
OG0011829	XP_003769623.1	XP_005065983.1
OG0011830	XP_003769642.2	XP_040584106.1
OG0011831	XP_012404912.2	XP_021090340.2
OG0011832	XP_031793368.1	XP_005083068.1
OG0011833	XP_031793318.1	XP_040614205.1
OG0011834	XP_003769441.1	XP_040584155.1
OG0011835	XP_003769455.1	XP_040584279.1
OG0011836	XP_012404772.1	XP_005073372.1
OG0011837	XP_031820178.1	XP_040584156.1
OG0011838	XP_031820172.1	XP_005065830.1
OG0011839	XP_003761360.1	XP_040612077.1
OG0011840	XP_003761859.1	XP_005078461.3
OG0011841	XP_031801335.1	XP_005078458.1
OG0011842	XP_031801339.1	XP_040612012.1
OG0011843	XP_003761870.1	XP_040602736.1
OG0011845	XP_031801366.1	XP_040602623.1
OG0011846	XP_023353315.2	XP_040602510.1
OG0011847	XP_031799464.1	XP_005063796.1
OG0011848	XP_003761699.1	XP_005063281.2
OG0011849	XP_031799370.1	XP_005063790.1
OG0011850	XP_031818035.1	XP_040601836.1
OG0011852	XP_012398810.2	XP_040601703.1
OG0011853	XP_003762861.1	XP_005066354.1
OG0011854	XP_003761294.2	XP_040611905.1
OG0011855	XP_003761301.1	XP_005066297.1
OG0011856	XP_031812614.1	XP_012966097.1
OG0011857	XP_031812650.1	XP_040611878.1
OG0011858	XP_031819971.1	XP_005088010.3
OG0011859	XP_031819237.1	XP_005086784.1
OG0011860	XP_031819958.1	XP_040586530.1
OG0011861	XP_031817661.1	XP_012979095.1
OG0011862	XP_031817662.1	XP_005084214.2
OG0011863	XP_031819368.1	XP_040590077.1
OG0011864	XP_031819339.1	XP_021090973.1
OG0011865	XP_031819366.1	XP_005084222.1, XP_012979103.1
OG0011866	XP_031819324.1	XP_005084200.1
OG0011868	XP_031819146.1	XP_021079011.2
OG0011869	XP_031819154.1	XP_040591971.1
OG0011870	XP_003766565.1	XP_005084862.1
OG0011871	XP_031819162.1	XP_021091378.1
OG0011872	XP_031819966.1	XP_012979617.1
OG0011873	XP_031817693.1	XP_021091419.2
OG0011874	XP_031819964.1	XP_040591930.1
OG0011876	XP_031819254.1	XP_021091454.1
OG0011877	XP_031819258.1	XP_012979653.1
OG0011879	XP_031819263.1	XP_005084805.1
OG0011880	XP_031817588.1	XP_040592032.1
OG0011881	XP_031819302.1	XP_021091395.1
OG0011882	XP_031819280.1	XP_005084767.1
OG0011883	XP_031819308.1	XP_012979673.1
OG0011884	XP_012402329.3	XP_040591955.1
OG0011885	XP_003766444.1	XP_040590404.1
OG0011886	XP_031817504.1	XP_005086508.1
OG0011887	XP_031817513.1	XP_012980979.1
OG0011888	XP_031819767.1	XP_040590319.1
OG0011889	XP_012401214.1	XP_005086338.2
OG0011890	XP_031819708.1	XP_040590616.1
OG0011891	XP_031819709.1	XP_005086346.1
OG0011892	XP_031819718.1	XP_021078861.2
OG0011893	XP_023355837.1	XP_040590370.1
OG0011894	XP_031819055.1	XP_021078870.1
OG0011895	XP_031819066.1	XP_040590233.1
OG0011896	XP_031819076.1	XP_005086367.1
OG0011897	XP_031819088.1	XP_005086371.1
OG0011898	XP_031819083.1	XP_005086374.1
OG0011899	XP_031819097.1	XP_005086382.1
OG0011901	XP_012402650.2	XP_040590579.1
OG0011902	XP_031819131.1	XP_040590235.1
OG0011903	XP_031817532.1	XP_005087118.1
OG0011905	XP_031819750.1	XP_005086652.1
OG0011906	XP_012402576.1	XP_021078990.1
OG0011907	XP_031817488.1	XP_005086617.1
OG0011908	XP_031819033.1	XP_040590412.1
OG0011909	XP_031817460.1	XP_021078807.2
OG0011911	XP_031819005.1	XP_040590510.1
OG0011912	XP_031819006.1	XP_040590500.1
OG0011916	XP_031818954.1	XP_005081887.1
OG0011918	XP_031817444.1	XP_005081882.1
OG0011920	XP_031817450.1	XP_005081873.1
OG0011921	XP_031819628.1	XP_021089587.1
OG0011922	XP_031819656.1	XP_012977259.1
OG0011923	XP_012401698.1	XP_005081862.1
OG0011924	XP_031817455.1	XP_040591398.1
OG0011925	XP_031810243.1	XP_040591427.1
OG0011926	XP_023349919.1	XP_040591476.1
OG0011927	XP_023349932.2	XP_005066482.2
OG0011928	XP_003760152.1	XP_005065452.1
OG0011929	XP_031809572.1	XP_021082259.1, XP_040597793.1
OG0011930	XP_031810421.1	NP_001268593.1
OG0011931	XP_003765494.1	XP_005079550.1
OG0011932	XP_023355645.2	XP_005079400.1
OG0011933	XP_003771901.2	XP_005082733.2
OG0011934	XP_031796102.1	XP_040611332.1
OG0011935	XP_012406700.1	XP_021090120.2
OG0011936	XP_023360857.1	XP_040611353.1
OG0011937	XP_003771931.2	XP_040611375.1
OG0011938	XP_031795736.1	XP_040611357.1
OG0011939	XP_031795743.1	XP_040611380.1
OG0011940	XP_031795604.1	XP_005085218.1
OG0011941	XP_031795649.1	XP_005085227.1
OG0011942	XP_031795758.1	XP_005081323.1
OG0011943	XP_012406716.1	XP_040611393.1
OG0011944	XP_031795764.1	XP_005081319.1
OG0011945	XP_031795775.1	XP_005081317.1
OG0011946	XP_012406723.1	XP_021089282.1
OG0011947	XP_003771482.1	XP_040611423.1
OG0011948	XP_003771496.1	XP_040611426.1
OG0011949	XP_031794450.1	XP_005081297.1
OG0011950	XP_003771486.3	XP_005081292.1
OG0011951	XP_003771453.1	XP_005071774.1
OG0011952	XP_023360430.1	XP_040611476.1
OG0011953	XP_031795657.1	XP_040611484.1
OG0011954	XP_003771863.1	XP_005071823.1
OG0011955	XP_023360788.1	XP_040611510.1
OG0011956	XP_003756651.1	XP_005065334.2
OG0011957	XP_031809247.1	XP_021089976.2
OG0011958	XP_003756683.1	XP_005069137.1
OG0011959	XP_031809286.1	XP_005069270.2
OG0011960	XP_003756737.1	XP_005069115.1, XP_040597825.1
OG0011961	XP_003756745.1	XP_005069114.1
OG0011962	XP_031809338.1	XP_005069233.1
OG0011963	XP_031809343.1	XP_021082295.1
OG0011964	XP_031820936.1	XP_005065589.1
OG0011965	XP_031820968.1	XP_005065592.1
OG0011966	XP_012396504.1	XP_040584946.1
OG0011967	XP_031793264.1	XP_040584950.1
OG0011968	XP_031821554.1	XP_040585022.1
OG0011969	XP_031821455.1	XP_005065633.1
OG0011970	XP_003759450.2	XP_040584913.1
OG0011971	XP_031821770.1	XP_040584924.1
OG0011972	XP_031822650.1	XP_040584893.1
OG0011973	XP_031822636.1	XP_005065668.1
OG0011974	XP_031822356.1	XP_040585029.1
OG0011975	XP_031822336.1	XP_005065683.1
OG0011976	XP_003757327.1	XP_040596697.1
OG0011977	XP_003757325.1	XP_005078677.2
OG0011978	XP_012409284.1	XP_005078667.1, XP_040596722.1
OG0011979	XP_023349974.1	XP_021087796.1
OG0011980	XP_003757311.1	XP_005079193.1
OG0011981	XP_012409272.1	XP_005079212.1
OG0011982	XP_031810365.1	XP_012975360.1
OG0011983	XP_003757291.1	XP_005079219.1
OG0011984	XP_031810307.1	XP_021088137.1
OG0011985	XP_003757277.3	XP_040591324.1
OG0011986	XP_031818150.1	XP_005079548.1
OG0011987	XP_031818126.1	XP_040612474.1
OG0011988	XP_003765466.1	XP_040593657.1, XP_005079691.1
OG0011989	XP_031818239.1	XP_005079572.1
OG0011990	XP_023356027.1	XP_040612428.1
OG0011991	XP_012401474.1	XP_005079584.1
OG0011992	XP_031818313.1	XP_040612395.1
OG0011993	XP_023355663.1	XP_040612376.1
OG0011994	XP_023355605.1	XP_005079618.1
OG0011995	XP_003765030.2	XP_005079617.1
OG0011996	XP_031818366.1	XP_005079621.1
OG0011997	XP_031818375.1	XP_040612336.1
OG0011998	XP_031818394.1	XP_005079635.1
OG0011999	XP_031818395.1	XP_005079712.1
OG0012000	XP_003765009.1	XP_012975659.1
OG0012001	XP_031818415.1	XP_040612306.1
OG0012002	XP_031817390.1	XP_005079647.1
OG0012003	XP_003773649.1, XP_031818430.1	XP_005079651.1
OG0012004	XP_012400967.2	XP_040612295.1
OG0012005	XP_023355544.1	XP_012976716.1
OG0012006	XP_031818571.1	XP_005081093.1
OG0012007	XP_012400955.1	XP_040612209.1
OG0012008	XP_031817401.1	XP_005081099.1, XP_040612205.1
OG0012009	XP_031818617.1	XP_040613465.1
OG0012010	XP_031818616.1	XP_040613464.1
OG0012011	XP_031818619.1	XP_012976717.1
OG0012012	XP_031818629.1	XP_040613456.1
OG0012013	XP_031818645.1	XP_005081142.1
OG0012014	XP_031818651.1	XP_040613432.1
OG0012015	XP_031818667.1	XP_005081145.1
OG0012016	XP_031818658.1	XP_040613428.1, XP_005081183.1
OG0012017	XP_031818684.1	XP_040613408.1
OG0012018	XP_031818690.1	XP_040613401.1
OG0012019	XP_003766810.1	XP_005079460.1
OG0012020	XP_031818726.1	XP_005079388.1
OG0012021	XP_031818729.1	XP_005079387.1
OG0012022	XP_031818737.1	XP_005079368.1
OG0012023	XP_031817416.1	XP_005079367.1
OG0012024	XP_031818750.1	XP_005079364.1
OG0012025	XP_003759473.2	XP_005065702.1
OG0012026	XP_031797440.1	XP_040602889.1
OG0012027	XP_031797908.1	XP_040602948.1
OG0012028	XP_031824255.1	XP_040613974.1
OG0012029	XP_003759543.1	XP_005065373.1
OG0012030	XP_031824491.1	XP_005077226.1
OG0012031	XP_031824694.1	XP_005077236.1
OG0012032	XP_031805131.1	XP_040584775.1
OG0012033	XP_023351833.2	XP_012980633.2
OG0012034	XP_031823452.1	XP_040584965.1
OG0012035	XP_023351852.1	XP_012981689.1
OG0012036	XP_003759920.3	XP_005065733.1
OG0012037	XP_031822846.1	XP_040584824.1
OG0012038	XP_003759938.1	XP_005065717.1
OG0012039	XP_031821823.1	XP_040584771.1
OG0012040	XP_003759464.2	XP_012980738.1
OG0012041	XP_031821909.1	XP_040584843.1
OG0012042	XP_023351564.2, XP_031821963.1	XP_005065709.1
OG0012043	XP_003759469.1	XP_040584960.1
OG0012044	XP_003759487.1	XP_040584848.1
OG0012045	XP_012396544.1	XP_005065690.1
OG0012046	XP_012399469.1	XP_012981951.1
OG0012047	XP_031822257.1	XP_040585012.1
OG0012048	XP_003765673.1	XP_040589208.1
OG0012049	XP_031814962.1	XP_040589244.1
OG0012050	XP_031811320.1	XP_005084462.1
OG0012051	XP_012398285.2	XP_040586659.1
OG0012052	XP_003755635.1	XP_005084482.1
OG0012053	XP_031811354.1	XP_040586535.1
OG0012054	XP_003755622.1	XP_005084004.2
OG0012055	XP_031811393.1	XP_040586177.1
OG0012056	XP_031811424.1	XP_005139381.2
OG0012057	XP_003755567.1	XP_005077859.1
OG0012058	XP_031811463.1	XP_005077853.1
OG0012059	XP_031811487.1	XP_021087323.1
OG0012060	XP_031812164.1	XP_040585345.1
OG0012061	XP_003755503.2	XP_005077896.1
OG0012062	XP_023352520.2	XP_012974364.1
OG0012063	XP_031811496.1, XP_003755553.1	XP_005080760.1
OG0012064	XP_031812626.1	XP_005069609.1
OG0012065	XP_031812631.1	XP_040585695.1
OG0012066	XP_031799106.1	XP_040602916.1
OG0012067	XP_031799616.1	XP_040602855.1
OG0012068	XP_031798701.1	XP_005068787.1
OG0012069	XP_031798819.1	XP_040602989.1
OG0012070	XP_031797245.1	XP_040602976.1
OG0012071	XP_031798691.1	XP_040602961.1
OG0012072	XP_012407792.2	XP_012967985.1
OG0012073	XP_031797752.1	XP_040603051.1
OG0012074	XP_003773364.4	XP_005074435.3
OG0012075	XP_031800123.1	XP_040603044.1
OG0012076	XP_023361818.1	XP_021085362.1
OG0012077	XP_031797128.1	XP_005074441.1
OG0012078	XP_003773372.1	XP_005074446.1
OG0012079	XP_031797805.1	XP_005068818.1
OG0012080	XP_031798914.1	XP_005068833.1
OG0012081	XP_031797213.1	XP_005068834.1
OG0012082	XP_031799008.1	XP_040603005.1
OG0012083	XP_031798928.1	XP_040603000.1
OG0012084	XP_031797491.1	XP_005077467.1
OG0012085	XP_031798522.1	XP_040589371.1
OG0012086	XP_003759489.1	XP_005065693.2
OG0012087	XP_031805387.1	XP_021087346.1
OG0012088	XP_031799792.1	XP_005068820.1
