Orthogroup	Sarcophilus_harrisii	Mus_musculus
OG0011993	XP_023355663.1	XP_036020285.1, NP_765988.2
OG0011994	XP_023355605.1	NP_766464.1
OG0011995	XP_003765030.2	NP_035980.1
OG0011996	XP_031818366.1	NP_061224.2
OG0011997	XP_031818375.1	NP_001388200.1
OG0011998	XP_031818394.1	NP_542126.1
OG0011999	XP_031818395.1	NP_808534.1
OG0012000	XP_003765009.1	NP_062524.2
OG0012001	XP_031818415.1	NP_083376.2
OG0012002	XP_031817390.1	XP_036019960.1
OG0012003	XP_003773649.1, XP_031818430.1	NP_081056.1
OG0012004	XP_012400967.2	NP_001013778.1
OG0012005	XP_023355544.1	XP_011248629.1, NP_080576.1
OG0012006	XP_031818571.1	NP_081156.2, XP_036020293.1
OG0012007	XP_012400955.1	NP_082452.1
OG0012008	XP_031817401.1	NP_032894.2
OG0012009	XP_031818617.1	NP_035190.3
OG0012010	XP_031818616.1	NP_035189.1
OG0012011	XP_031818619.1	XP_006539299.1
OG0012012	XP_031818629.1	NP_079659.1
OG0012013	XP_031818645.1	XP_006539132.1
OG0012014	XP_031818651.1	NP_001365755.1
OG0012015	XP_031818667.1	NP_001028322.1
OG0012016	XP_031818658.1	NP_666099.2
OG0012017	XP_031818684.1	XP_036020329.1
OG0012018	XP_031818690.1	XP_006538918.1, NP_001156455.1
OG0012019	XP_003766810.1	NP_081332.1, XP_006539217.1
OG0012020	XP_031818726.1	NP_001076811.1
OG0012021	XP_031818729.1	NP_082149.1
OG0012022	XP_031818737.1	NP_062755.1
OG0012023	XP_031817416.1	NP_001020467.1, NP_034174.2
OG0012024	XP_031818750.1	NP_001074743.1
OG0012025	XP_003759473.2	NP_035151.1, XP_006517630.1
OG0012026	XP_031797440.1	NP_694747.2
OG0012027	XP_031797908.1	NP_034965.2
OG0012028	XP_031824255.1	NP_001103485.1
OG0012029	XP_003759543.1	NP_080441.1
OG0012030	XP_031824491.1	NP_032575.2
OG0012031	XP_031824694.1	NP_080526.2
OG0012032	XP_031805131.1	XP_006517525.3
OG0012033	XP_023351833.2	XP_036014072.1
OG0012034	XP_031823452.1	NP_612185.1
OG0012035	XP_023351852.1	XP_011242797.1
OG0012036	XP_003759920.3	XP_006517353.1, NP_001139351.1
OG0012037	XP_031822846.1	NP_034959.2
OG0012038	XP_003759938.1	NP_001157099.1
OG0012039	XP_031821823.1	NP_766176.1
OG0012040	XP_003759464.2	XP_006517773.1, NP_001156417.1
OG0012041	XP_031821909.1	NP_001348466.1
OG0012042	XP_023351564.2, XP_031821963.1	NP_067285.2
OG0012043	XP_003759469.1	NP_083429.1
OG0012044	XP_003759487.1	NP_079906.2
OG0012045	XP_012396544.1	NP_034299.2
OG0012046	XP_012399469.1	NP_034300.3
OG0012047	XP_031822257.1	XP_030103201.1, NP_001357857.1
OG0012048	XP_003765673.1	NP_705806.1
OG0012049	XP_031814962.1	NP_001380595.1
OG0012050	XP_031811320.1	NP_766330.2
OG0012051	XP_012398285.2	NP_758514.2
OG0012052	XP_003755635.1	NP_444310.3
OG0012053	XP_031811354.1	NP_001029049.2
OG0012054	XP_003755622.1	NP_964001.2
OG0012055	XP_031811393.1	NP_001074814.2
OG0012056	XP_031811424.1	NP_075820.1
OG0012057	XP_003755567.1	NP_835171.2
OG0012058	XP_031811463.1	NP_766599.2
OG0012059	XP_031811487.1	NP_034324.2, XP_006540667.1
OG0012060	XP_031812164.1	XP_011249086.1
OG0012061	XP_003755503.2	NP_663350.2
OG0012062	XP_023352520.2	NP_083611.2, XP_006508354.1
OG0012063	XP_031811496.1, XP_003755553.1	XP_006511305.1, NP_997143.1
OG0012064	XP_031812626.1	NP_062660.1, XP_036011040.1
OG0012065	XP_031812631.1	NP_083849.1
OG0012066	XP_031799106.1	NP_112151.2, XP_006504265.1
OG0012067	XP_031799616.1	NP_001230052.1
OG0012068	XP_031798701.1	XP_006504281.1, NP_001357734.1
OG0012069	XP_031798819.1	NP_067391.3
OG0012070	XP_031797245.1	NP_001411529.1
OG0012071	XP_031798691.1	XP_006504113.1
OG0012072	XP_012407792.2	XP_036021288.1
OG0012073	XP_031797752.1	NP_058066.2
OG0012074	XP_003773364.4	NP_112457.1, XP_006504267.1
OG0012075	XP_031800123.1	NP_001408138.1
OG0012076	XP_023361818.1	XP_017176698.1, NP_001357743.1
OG0012077	XP_031797128.1	NP_001297540.1
OG0012078	XP_003773372.1	XP_036021100.1, NP_795980.2
OG0012079	XP_031797805.1	NP_001350277.1
OG0012080	XP_031798914.1	NP_766078.1
OG0012081	XP_031797213.1	XP_006504028.1, NP_659194.1
OG0012082	XP_031799008.1	NP_001366160.1
OG0012083	XP_031798928.1	NP_598672.1
OG0012084	XP_031797491.1	NP_705797.1
OG0012085	XP_031798522.1	XP_011247694.1
OG0012086	XP_003759489.1	NP_001074628.1
OG0012087	XP_031805387.1	XP_006507654.1, NP_808363.3
OG0012088	XP_031799792.1	NP_653100.1
OG0012089	XP_031812714.1	NP_663394.1
OG0012090	XP_003754915.1	NP_033849.3
OG0012091	XP_003755194.1	NP_570948.1
OG0012092	XP_031809538.1	NP_001277609.1
OG0012093	XP_003756869.1	NP_081326.1
OG0012094	XP_031809514.1	NP_064300.2, XP_036012630.1
OG0012095	XP_031824372.1	NP_076357.2, XP_006516673.1
OG0012096	XP_003767853.3	XP_006516627.1
OG0012097	XP_003767863.3	NP_001158070.1
OG0012098	XP_023357831.1	NP_001350429.1
OG0012099	XP_031822774.1	NP_079912.1
OG0012100	XP_031822769.1	NP_001074806.1
OG0012101	XP_031822745.1	NP_941034.2
OG0012102	XP_003767877.1	XP_006531467.1, NP_076198.2
OG0012103	XP_031822756.1	NP_758492.2
OG0012104	XP_031812823.1	NP_001334120.1
OG0012105	XP_031812809.1	NP_077206.3
OG0012106	XP_031812813.1	NP_848736.2
OG0012107	XP_031805244.1	XP_006514339.1, NP_001104591.1
OG0012108	XP_031812760.1	NP_001346247.1
OG0012109	XP_031812758.1	NP_001005419.2
OG0012110	XP_003755072.1	NP_058560.1
OG0012111	XP_031812728.1	XP_006513930.1
OG0012112	XP_031812726.1	NP_444413.1
OG0012113	XP_031812707.1	XP_011241862.1, NP_932113.2
OG0012114	XP_031812695.1	XP_011241624.1
OG0012115	XP_031812684.1	NP_038639.2
OG0012116	XP_031812420.1	NP_079549.1
OG0012117	XP_031812394.1	NP_083359.1
OG0012118	XP_031812393.1	NP_001361685.1
OG0012119	XP_023363101.1	NP_035089.1
OG0012120	XP_031812384.1	NP_001303300.1
OG0012121	XP_031812373.1	NP_083974.1
OG0012122	XP_031812371.1	NP_001361686.1
OG0012123	XP_003755143.2	XP_036014801.1
OG0012124	XP_003755146.2	NP_001297360.1
OG0012125	XP_031812294.1	XP_006519097.1
OG0012126	XP_012409090.3	NP_034941.2
OG0012127	XP_031812351.1	NP_082704.1
OG0012128	XP_031812353.1	NP_079642.1
OG0012129	XP_031805327.1	XP_006519739.1, NP_082551.1
OG0012130	XP_023350050.1	NP_598845.1, XP_030103456.1
OG0012131	XP_003759193.4	NP_997112.1
OG0012132	XP_031805229.1	XP_006519199.1, NP_808484.2
OG0012133	XP_031812594.1	NP_001004436.2
OG0012134	XP_012396446.1	NP_694767.3
OG0012135	XP_031812123.1	NP_899032.2, XP_006519275.1
OG0012136	XP_031809614.1	NP_001395574.1
OG0012137	XP_031809632.1	NP_001347643.1
OG0012138	XP_031809583.1	XP_006517515.1, NP_848484.2
OG0012139	XP_003756876.1	NP_038670.1
OG0012140	XP_031809517.1	NP_032031.1
OG0012141	XP_031809509.1	XP_017170240.1
OG0012142	XP_012407844.1	NP_034826.2
OG0012143	XP_012407876.1	XP_030101614.1, NP_740749.1
OG0012144	XP_003756854.1	XP_006533350.1
OG0012145	XP_031809486.1	NP_795973.2, XP_017170095.1
OG0012146	XP_003756814.1	NP_001333689.1
OG0012147	XP_012407493.3	NP_082461.1
OG0012148	XP_003756813.2	NP_001074438.1
OG0012149	XP_031809433.1	XP_006532454.1, NP_598950.2
OG0012150	XP_031809423.1	NP_694719.2
OG0012151	XP_003759232.1	NP_001103681.1, NP_038500.2
OG0012152	XP_031809379.1	XP_006525531.1
OG0012153	XP_003756757.2	NP_001390238.1
OG0012154	XP_031809366.1	NP_840061.1
OG0012155	XP_031809544.1	NP_849259.2
OG0012156	XP_012408089.1	NP_067271.1
OG0012157	XP_023362178.1	NP_001157963.1
OG0012158	XP_031820863.1	NP_570614.2
OG0012159	XP_003759405.1	NP_035017.2
OG0012160	XP_031820756.1	NP_001028400.2
OG0012161	XP_023351509.1	NP_598819.2
OG0012162	XP_003759399.1	NP_067434.3
OG0012163	XP_031820736.1	XP_006517781.1
OG0012164	XP_012396859.1	NP_034460.3
OG0012165	XP_003759949.2	NP_067531.1
OG0012166	XP_031820664.1, XP_031820670.1	NP_032028.1
OG0012167	XP_003759955.1	NP_001159535.1
OG0012168	XP_031820411.1	NP_796329.2
OG0012169	XP_012396873.1	NP_001230766.1, XP_030104134.1
OG0012170	XP_031820184.1	XP_006520066.1, NP_084444.3
OG0012171	XP_023351902.1	NP_001078879.1
OG0012172	XP_003759998.1	NP_080672.3
OG0012173	XP_031819757.1	NP_032563.2
OG0012174	XP_031801741.1	XP_006520120.1
OG0012175	XP_031801742.1	NP_766546.1
OG0012176	XP_031805280.1	NP_035542.2
OG0012177	XP_023351689.2	NP_808265.2
OG0012178	XP_012400373.1	NP_666826.1
OG0012179	XP_012400491.3	NP_001359483.1
OG0012180	XP_031821347.1	NP_665689.1
OG0012181	XP_031821361.1	NP_808447.2, XP_006533546.1
OG0012183	XP_031816721.1	NP_835214.2
OG0012184	XP_031816725.1	XP_030100601.1, NP_075766.1
OG0012185	XP_031816754.1	NP_001355774.1
OG0012186	XP_031816752.1	NP_001392026.1
OG0012187	XP_003764454.1	NP_038828.2
OG0012188	XP_031816770.1	XP_006510505.1
OG0012189	XP_031816793.1	NP_038960.2
OG0012190	XP_031816710.1, XP_031816709.1	NP_001139432.1
OG0012191	XP_023355304.1	NP_065264.2
OG0012192	XP_031816815.1	NP_035864.2
OG0012193	XP_031816046.1	XP_017168808.1
OG0012194	XP_031816016.1	NP_081420.2
OG0012195	XP_031815984.1	NP_573489.2
OG0012196	XP_031815976.1	NP_082165.1
OG0012197	XP_031815980.1	NP_001346188.1
OG0012198	XP_012400423.1	NP_038579.2
OG0012199	XP_031813080.1	NP_033502.2
OG0012200	XP_031815923.1	NP_663378.1
OG0012201	XP_012400434.1	NP_032374.1
OG0012202	XP_012400440.1	NP_031494.2
OG0012203	XP_031817163.1	NP_035882.1
OG0012204	XP_003764250.1	NP_077195.2
OG0012205	XP_031813099.1	NP_064670.1
OG0012206	XP_003764266.1	NP_001363880.1
OG0012207	XP_031817037.1	NP_080141.2
OG0012208	XP_031816998.1	NP_035266.1
OG0012209	XP_031816962.1	NP_084212.2, XP_006510747.1
OG0012211	XP_003764307.1	NP_001074621.1
OG0012212	XP_003764303.2	NP_780771.1
OG0012213	XP_031816952.1	NP_001391965.1
OG0012214	XP_003764340.1	NP_082200.1
OG0012215	XP_031816938.1	XP_030099868.1
OG0012216	XP_003764329.1	XP_030100571.1
OG0012217	XP_003764336.3	NP_032637.3
OG0012218	XP_003764335.1	NP_001297646.1
OG0012219	XP_003764323.1	NP_950182.1
OG0012220	XP_003764331.1	XP_006509925.1
OG0012221	XP_031816910.1	XP_006509912.1
OG0012223	XP_031813175.1	XP_006532997.1
OG0012224	XP_031813157.1	XP_036012633.1, NP_808444.1
OG0012225	XP_031813211.1	XP_006533630.1
OG0012226	XP_003766710.2	NP_080835.1
OG0012227	XP_031813190.1	NP_062273.2
OG0012228	XP_031813191.1	NP_001076800.1
OG0012229	XP_031821231.1	XP_006532981.1
OG0012230	XP_023358550.2	XP_006534089.1, NP_077173.1
OG0012231	XP_012406124.1	NP_061210.2
OG0012232	XP_023358525.2	NP_080293.1
OG0012233	XP_012404210.1	NP_062723.1
OG0012234	XP_012404203.3	XP_036012737.1
OG0012235	XP_031821281.1	NP_694783.1
OG0012237	XP_003768838.1	XP_011247023.1
OG0012238	XP_003768813.1	NP_001277987.1
OG0012239	XP_003775357.4	NP_033261.1
OG0012240	XP_031824494.1	NP_001406856.1
OG0012241	XP_003768807.1	NP_001038990.1, XP_011247375.1
OG0012242	XP_003768808.1	NP_080191.3
OG0012243	XP_003768780.1	NP_034729.3
OG0012244	XP_003768779.2	NP_001019377.1
OG0012245	XP_003768775.1	NP_035916.2
OG0012246	XP_003768771.1	NP_001272370.1
OG0012247	XP_031821368.1	NP_061238.1
OG0012248	XP_031821407.1, XP_003770542.2	NP_001013031.2
OG0012249	XP_031821394.1	XP_006533682.1, NP_001402693.1
OG0012250	XP_031823735.1	NP_942561.1
OG0012252	XP_031823705.1	XP_017169845.1
OG0012253	XP_031823727.1	NP_081474.1
OG0012254	XP_003770186.2	XP_030101968.1
OG0012255	XP_012398118.1	NP_001346059.1
OG0012256	XP_003761371.1	NP_001369197.1, NP_001028399.1, XP_006532041.1
OG0012257	XP_031794412.1	NP_071292.1
OG0012258	XP_003761330.1	NP_001395816.1
OG0012259	XP_003761568.1	NP_033052.1
OG0012260	XP_031796218.1, XP_012398336.1	NP_067324.1, XP_006533914.1
OG0012261	XP_031796296.1	NP_079570.1
OG0012262	XP_031824779.1	XP_036020022.1
OG0012263	XP_031824812.1	NP_001391715.1, XP_006502919.1
OG0012264	XP_031824831.1	NP_898845.1
OG0012265	XP_031824840.1	XP_006503184.1, NP_038873.2
OG0012266	XP_003767322.1	NP_038941.1
OG0012267	XP_031824861.1	NP_766284.2
OG0012268	XP_031824867.1	NP_001116424.1
OG0012269	XP_031824918.1	XP_006503471.1
OG0012270	XP_031824924.1	NP_001334088.1
OG0012271	XP_031824928.1	NP_079776.1
OG0012272	XP_031824931.1	NP_083841.4
OG0012273	XP_031824941.1	NP_082631.1
OG0012274	XP_031824947.1	NP_034079.2
OG0012275	XP_031824951.1	NP_083030.1
OG0012276	XP_031824962.1	XP_006503039.1, NP_001161408.2
OG0012278	XP_031818947.1	XP_030109548.1
OG0012279	XP_031818897.1	XP_030109373.1, NP_848814.3
OG0012280	XP_031818872.1	XP_036019573.1, NP_001408102.1
OG0012281	XP_031818866.1	NP_035515.2
OG0012282	XP_031818859.1	XP_030109754.1
OG0012283	XP_031817428.1	NP_766466.4, XP_017175716.1
OG0012284	XP_031818842.1	NP_038811.2
OG0012285	XP_031818818.1	NP_780496.2
OG0012286	XP_031819591.1	XP_011248597.1, NP_001028661.2
OG0012287	XP_031818816.1	XP_017175471.1, NP_032262.2, NP_001288734.1
OG0012288	XP_031818802.1	NP_766293.2
OG0012289	XP_031817421.1	NP_766292.2
OG0012290	XP_003765561.1	NP_776135.2
OG0012291	XP_003765089.1	NP_071303.1, XP_006539148.1
OG0012292	XP_031805963.1	XP_011246811.1
OG0012293	XP_031805967.1	NP_001297590.1
OG0012294	XP_031805985.1	NP_031688.2
OG0012295	XP_031806002.1	NP_033828.2
OG0012296	XP_031806005.1	NP_722470.2
OG0012297	XP_003758532.2	NP_619597.2
OG0012298	XP_031806022.1	NP_031634.2
OG0012299	XP_003758516.1	NP_065630.1
OG0012300	XP_031806031.1	NP_001401852.1
OG0012301	XP_012395812.1	XP_006530998.1
OG0012302	XP_012395805.3	XP_006531208.3
OG0012303	XP_012395795.1	XP_011246731.1, NP_001029152.2
OG0012304	XP_031806046.1	XP_006530908.1
OG0012305	XP_031806059.1	NP_075884.1
OG0012306	XP_031806062.1	XP_006531527.1, NP_083704.1
OG0012307	XP_031806068.1	NP_067416.2
OG0012308	XP_031806071.1	NP_080924.1
OG0012309	XP_003757906.1	NP_032316.2
OG0012310	XP_031805871.1, XP_031805863.1	NP_001124340.1
OG0012311	XP_012396342.1	NP_065609.2
OG0012312	XP_031805855.1	NP_835187.2
OG0012313	XP_031805851.1	NP_001355244.1
OG0012314	XP_003759124.2	NP_598734.1
OG0012315	XP_031805820.1	XP_006530981.1, NP_666328.2
OG0012316	XP_031805878.1	NP_033807.2
OG0012317	XP_031805888.1	NP_853522.2, NP_001273383.1, NP_001034789.2, XP_017168310.1
OG0012318	XP_003758562.1	NP_080553.1
OG0012319	XP_031805941.1	NP_001357994.1
OG0012320	XP_031806080.1	NP_035031.2
OG0012321	XP_031806101.1	NP_001390999.1
OG0012322	XP_003758483.1	NP_778189.1
OG0012323	XP_031806133.1	NP_001344262.1, XP_017168231.1
OG0012324	XP_031806143.1	NP_032315.2
OG0012325	XP_031806144.1	XP_011246701.1
OG0012326	XP_031806148.1	NP_001074801.1
OG0012327	XP_003758445.2	NP_001164259.1
OG0012328	XP_031805095.1	NP_001365935.1
OG0012329	XP_023350807.1	NP_808456.1
OG0012330	XP_031806172.1	NP_071704.3
OG0012331	XP_031794383.1	NP_080033.3
OG0012332	XP_031824837.1	NP_932154.1
OG0012333	XP_012395822.1	XP_036009870.1, NP_665833.4
OG0012334	XP_012398647.2	NP_780649.1
OG0012335	XP_012398699.2	NP_001012402.1
OG0012336	XP_003762017.1	NP_035577.1, XP_036016319.1
OG0012337	XP_031825202.1	NP_001005477.1
OG0012338	XP_031824723.1	NP_034843.2
OG0012339	XP_031801727.1	NP_034153.2
OG0012340	XP_031801687.1	NP_898972.1
OG0012341	XP_031801635.1	XP_006524012.1, NP_001073398.2
OG0012342	XP_023353551.2	XP_006524491.1, NP_808490.1
OG0012343	XP_031824725.1	NP_780385.1
OG0012344	XP_031823755.1	NP_081192.2, NP_001346237.1
OG0012345	XP_031823741.1	XP_036020874.1, NP_766097.1
OG0012346	XP_031823770.1	XP_006504447.1
OG0012347	XP_031823797.1	NP_064406.1
OG0012348	XP_031823798.1	NP_291039.1
OG0012349	XP_031824607.1	XP_036020724.1
OG0012350	XP_031823803.1	NP_034033.1
OG0012351	XP_031823807.1	XP_030110611.1
OG0012352	XP_031823825.1	XP_036020581.1
OG0012353	XP_031823828.1	XP_036020878.1
OG0012354	XP_031823843.1	NP_598675.2
OG0012355	XP_031823845.1	NP_082167.2
OG0012356	XP_031823854.1	NP_001346343.1
OG0012357	XP_031823863.1	NP_035423.2
OG0012358	XP_031823846.1	NP_001289867.1
OG0012360	XP_003768868.1	NP_001412719.1
OG0012361	XP_031821172.1	NP_666276.1
OG0012362	XP_003768894.1	NP_081984.1
OG0012363	XP_031821165.1	NP_001290195.1
OG0012364	XP_023358590.1	XP_017176362.1
OG0012365	XP_012404249.1	XP_030110658.1
OG0012366	XP_003768877.1	NP_067367.3, XP_006504614.1
OG0012367	XP_031796489.1	XP_006504947.1
OG0012368	XP_003759883.2, XP_031796983.1	XP_006504802.1
OG0012369	XP_031797028.1	XP_030110765.1
OG0012370	XP_031797216.1	XP_011239276.1, NP_777275.2
OG0012371	XP_031805279.1	XP_006504782.1, NP_001153737.1
OG0012372	XP_003761547.1	NP_080545.2
OG0012373	XP_031797286.1	NP_932097.1
OG0012374	XP_031795618.1	NP_080646.1
OG0012375	XP_031795732.1	XP_006507602.1
OG0012376	XP_023353302.1	NP_001408690.1
OG0012377	XP_012398329.1	NP_001334581.1
OG0012378	XP_031795884.1	NP_001291195.1
OG0012379	XP_012398326.1	NP_075692.1
OG0012380	XP_003761649.3	NP_653105.3
OG0012381	XP_031796113.1	NP_598447.1
OG0012382	XP_031819553.1	XP_006507264.1
OG0012383	XP_031819336.1	NP_001157247.1
OG0012384	XP_031819387.1	NP_001357694.1
OG0012385	XP_031819238.1	NP_081160.1
OG0012386	XP_003762137.2	NP_898954.2, XP_006508410.1
OG0012387	XP_003762141.2	NP_083696.2
OG0012388	XP_031819163.1	NP_780312.1
OG0012390	XP_012398753.1	NP_612183.1, XP_036008620.1
OG0012391	XP_031818689.1	XP_017167830.1
OG0012392	XP_031818578.1	NP_997122.1
OG0012393	XP_031801448.1	NP_001390011.1
OG0012394	XP_003761926.1, XP_031801447.1	NP_062303.2
OG0012395	XP_023353382.2	NP_001074707.1
OG0012396	XP_012398464.2	NP_083034.1
OG0012397	XP_031797882.1	NP_031698.2
OG0012398	XP_003761519.2	NP_001357810.1, XP_036009123.1
OG0012399	XP_031797935.1	NP_001158052.1
OG0012400	XP_031798097.1	NP_082361.2
OG0012401	XP_031798088.1	NP_057878.1
OG0012402	XP_003761499.1	NP_081974.3
OG0012403	XP_003761480.1	NP_848873.1, XP_006507967.1
OG0012404	XP_031798467.1	NP_001361534.1
OG0012405	XP_031798473.1	NP_082091.4, XP_006508275.1
OG0012406	XP_023353171.1	NP_892040.1
OG0012407	XP_031798597.1	NP_001390574.1
OG0012408	XP_031800070.1	NP_001389724.1
OG0012409	XP_031800142.1	NP_291042.2
OG0012410	XP_003761729.3	XP_011244355.1
OG0012411	XP_031800143.1	NP_001034610.1
OG0012412	XP_031800354.1	NP_083037.1
OG0012413	XP_031800299.1	XP_006522171.1
OG0012414	XP_031800401.1	NP_083858.1
OG0012415	XP_031800453.1	XP_006522723.1
OG0012416	XP_023353351.2	NP_001289547.1
OG0012417	XP_003761753.1	NP_036085.1
OG0012418	XP_012398440.1	NP_001073282.1
OG0012419	XP_003761786.1	NP_082577.2, XP_006522671.1
OG0012420	XP_012398449.1	NP_001365941.1
OG0012421	XP_031801110.1	NP_663334.1, XP_030104875.1
OG0012422	XP_003761931.1	NP_080669.1
OG0012423	XP_031801466.1	NP_079847.1
OG0012424	XP_031801475.1	NP_080784.1
OG0012425	XP_031801523.1	XP_006524968.4, NP_598492.2
OG0012426	XP_031801524.1	NP_035192.2
OG0012427	XP_031818310.1	XP_036016505.1, NP_766523.2
OG0012428	XP_031819641.1	NP_001396761.1
OG0012429	XP_012399637.1	NP_001288713.1
OG0012430	XP_012398704.1	NP_783613.1
OG0012431	XP_031801697.1	NP_001273649.1
OG0012432	XP_003762060.1	NP_080481.1
OG0012433	XP_003762053.1	NP_036086.1
OG0012434	XP_012398706.1	NP_001001183.1
OG0012435	XP_031801585.1	NP_001159401.1, XP_017173031.1
OG0012436	XP_012398681.1	NP_082377.3
OG0012437	XP_012398689.1	NP_001157238.1
OG0012438	XP_031801580.1	NP_666111.1
OG0012439	XP_031801579.1	XP_036016651.1
OG0012440	XP_031801533.1	NP_001271288.1
OG0012441	XP_031801532.1, XP_031801531.1	NP_084369.2
OG0012442	XP_031823120.1	NP_001034577.1
OG0012443	XP_003764630.1	NP_080395.1
OG0012444	XP_031823109.1	NP_001039272.1
OG0012445	XP_023359207.1	NP_034490.1
OG0012446	XP_023359199.1	NP_032622.1
OG0012447	XP_031823066.1	NP_080474.2
OG0012448	XP_003769774.1	NP_035634.1
OG0012449	XP_031823048.1	NP_080121.1
OG0012450	XP_023359200.1	NP_001157039.1, XP_036019034.1
OG0012451	XP_003769758.1	NP_001365916.1
OG0012452	XP_031823009.1	NP_034152.2
OG0012453	XP_031823002.1	XP_006502203.1
OG0012454	XP_031822992.1	NP_075734.3, XP_036018753.1
OG0012455	XP_003769727.1	NP_808332.3
OG0012456	XP_031822979.1	XP_006501794.1
OG0012457	XP_031822972.1	NP_663369.2
OG0012458	XP_031822964.1	NP_032155.1
OG0012459	XP_031822957.1	NP_038895.1
OG0012460	XP_031822963.1	NP_001108137.1
OG0012461	XP_003769706.1	NP_080382.2
OG0012462	XP_031822956.1	NP_083152.1
OG0012463	XP_031825162.1	NP_080338.1
OG0012464	XP_031825166.1	XP_006534839.1
OG0012465	XP_023357389.2	NP_001365195.1
OG0012466	XP_003767278.3	NP_001001804.2
OG0012467	XP_012403042.1	NP_001342163.1
OG0012468	XP_003767373.1	NP_848812.1
OG0012469	XP_031825258.1	XP_017175068.1, NP_766452.2
OG0012470	XP_012403057.2	NP_080932.2
OG0012471	XP_031792606.1	XP_036019195.1
OG0012472	XP_023357504.1	NP_573485.2
OG0012473	XP_031824689.1	XP_006501723.1
OG0012474	XP_031824710.1	NP_573510.2
OG0012475	XP_031824716.1	XP_011238417.1
OG0012476	XP_031824719.1	NP_036158.3
OG0012477	XP_031823257.1	XP_006501282.1
OG0012478	XP_031824721.1	NP_114076.2
OG0012479	XP_003767302.1	NP_666065.1
OG0012480	XP_031824739.1	NP_001366460.2
OG0012481	XP_003767697.1	NP_444325.3
OG0012482	XP_031792870.1	NP_001028334.1
OG0012483	XP_003767647.2	NP_112466.1
OG0012484	XP_003767612.2, XP_031792987.1	NP_038778.1
OG0012485	XP_031822464.1	XP_011238431.1, NP_036118.2
OG0012486	XP_031824431.1	NP_075630.2
OG0012487	XP_003759868.1	NP_853543.1
OG0012488	XP_031793019.1	NP_001138327.1
OG0012489	XP_031793015.1	NP_663485.1
OG0012490	XP_031792990.1	NP_722469.1
OG0012491	XP_023357628.1	XP_006529432.1
OG0012492	XP_012403254.1	NP_598425.2
OG0012493	XP_031792969.1	NP_083148.4
OG0012494	XP_031792961.1	XP_006529895.1
OG0012495	XP_003767600.1	XP_006529779.1
OG0012496	XP_031792947.1	XP_006529280.1, NP_573502.2
OG0012497	XP_031793120.1	NP_032577.1
OG0012499	XP_012403312.1	NP_032085.1
OG0012500	XP_003767745.3	NP_081171.1
OG0012501	XP_012403327.1	NP_067396.3
OG0012502	XP_031804522.1	NP_001074705.1
OG0012503	XP_012403176.1	NP_001344454.1
OG0012504	XP_003767541.1	NP_001392438.1
OG0012505	XP_003767542.1	NP_780669.1
OG0012506	XP_023357591.1	NP_001333046.1
OG0012507	XP_023357596.2	NP_081152.2
OG0012508	XP_031792824.1	NP_001128213.1
OG0012509	XP_031792789.1	NP_036061.1
OG0012510	XP_003767493.1	NP_079750.1
OG0012511	XP_031824226.1	NP_038890.3, XP_006496938.1
OG0012513	XP_031792772.1	NP_796230.1, NP_031479.1
OG0012514	XP_031792777.1	NP_001182118.1
OG0012515	XP_003767479.1	NP_001137428.1
OG0012516	XP_023357544.1	XP_006496972.2
OG0012517	XP_031792712.1	NP_473428.1, NP_001263384.1
OG0012518	XP_031792692.1	NP_035934.1
OG0012519	XP_031822810.1	NP_062318.2, XP_036008326.1
OG0012520	XP_031822814.1	XP_006496891.1
OG0012521	XP_012403379.2	NP_001344319.1
OG0012523	XP_031822848.1	NP_058085.2, XP_036008205.1
OG0012524	XP_003767812.1	NP_848768.1, NP_001404405.1
OG0012525	XP_031822864.1	XP_017175608.1
OG0012526	XP_031822880.1	NP_031441.2
OG0012527	XP_031822885.1	NP_573488.2
OG0012528	XP_023357790.1	NP_666055.1
OG0012529	XP_031824558.1	NP_001363968.1
OG0012530	XP_031822913.1	NP_663489.4
OG0012531	XP_031822921.1	NP_780336.1
OG0012532	XP_031822924.1	NP_775554.2
OG0012533	XP_031822646.1	XP_036018813.1, NP_057910.3
OG0012534	XP_031822639.1	NP_766114.1
OG0012535	XP_003768139.2	NP_033966.1
OG0012536	XP_031822625.1	NP_064387.1
OG0012537	XP_031824539.1	NP_277068.1
OG0012538	XP_031822568.1	NP_031738.2
OG0012539	XP_031824536.1	NP_001344296.2
OG0012540	XP_031822564.1	XP_006501676.1
OG0012541	XP_031822532.1	XP_030108249.1, NP_033732.2
OG0012543	XP_031822469.1	XP_017175032.1
OG0012544	XP_003768063.1	NP_598615.1
OG0012545	XP_031801861.1	XP_030106421.1, NP_001094508.1
OG0012546	XP_031801901.1	XP_036016986.1
OG0012547	XP_031801892.1	NP_001349204.1
OG0012548	XP_031801908.1	NP_001390829.1
OG0012549	XP_031801917.1	NP_067423.2
OG0012550	XP_003759844.1	NP_694698.3
OG0012551	XP_031802332.1	NP_081892.2
OG0012552	XP_031802338.1	NP_997506.1
OG0012553	XP_003759856.1	NP_001351902.1
OG0012554	XP_031802343.1	NP_031909.2
OG0012555	XP_031802598.1	NP_951010.1
OG0012556	XP_031802368.1	NP_997413.2
OG0012557	XP_031802379.1	NP_082617.2, XP_030106474.1
OG0012558	XP_012396961.1	XP_006526404.1, NP_083899.1
