Orthogroup	Sarcophilus_harrisii	Urocitellus_parryii
OG0011356	XP_031815567.1	XP_026251993.1
OG0011357	XP_031815561.1	XP_026249717.1
OG0011358	XP_031815571.1	XP_026250551.1
OG0011359	XP_003763663.1	XP_026250052.1
OG0011360	XP_012400004.1	XP_026249772.1
OG0011361	XP_003763678.4	XP_026250615.1
OG0011365	XP_031800525.1	XP_026251101.1
OG0011369	XP_031816975.1	XP_026259433.1
OG0011370	XP_003766868.2	XP_026250772.1
OG0011371	XP_023356590.1	XP_026250795.1
OG0011372	XP_012396664.1	XP_026248168.1
OG0011373	XP_031801996.1	XP_026248171.1
OG0011374	XP_031801988.1	XP_026252866.1
OG0011375	XP_031801986.1	XP_026252847.1
OG0011376	XP_031801970.1	XP_026252857.1
OG0011377	XP_003759634.1	XP_026235818.1
OG0011378	XP_003759632.1	XP_026235822.1
OG0011379	XP_012396644.1	XP_026237310.1
OG0011380	XP_031801934.1	XP_026237230.1
OG0011381	XP_003759625.1	XP_026237219.1
OG0011382	XP_003766084.1	XP_026238598.1
OG0011383	XP_031813567.1	XP_026238707.1
OG0011384	XP_031813581.1	XP_026238565.1
OG0011385	XP_031813602.1	XP_026238718.1
OG0011386	XP_031823871.1	XP_026245172.1
OG0011387	XP_023359605.2	XP_026245150.1
OG0011388	XP_031813278.1	XP_026238127.1
OG0011389	XP_031813439.1	XP_026248686.1
OG0011390	XP_003766228.1	XP_026259443.1
OG0011391	XP_003766208.1	XP_026250789.1
OG0011392	XP_031819462.1	XP_026238709.1
OG0011393	XP_031813538.1	XP_026238727.1
OG0011394	XP_003760181.2	XP_026263483.1
OG0011395	XP_031802289.1	XP_026250971.1
OG0011396	XP_031802805.1	XP_026254705.1
OG0011397	XP_031802792.1	XP_026262893.1
OG0011398	XP_031802767.1	XP_026236444.1
OG0011399	XP_031802742.1	XP_026240395.1
OG0011400	XP_003760248.2	XP_026240429.1
OG0011401	XP_003760245.1	XP_026240430.1
OG0011402	XP_003760231.1	XP_026240385.1
OG0011403	XP_031802720.1	XP_026240389.1
OG0011404	XP_003760225.2	XP_026240413.1
OG0011405	XP_012397084.1	XP_026240407.1
OG0011406	XP_031802682.1	XP_026240424.1
OG0011407	XP_031802667.1	XP_026257987.1
OG0011408	XP_003760187.1	XP_026257985.1
OG0011409	XP_031802635.1	XP_026263491.1
OG0011411	XP_012405123.1, XP_003768755.1	XP_026263479.1
OG0011412	XP_003775126.1, XP_003766508.3	XP_026263469.1
OG0011413	XP_031817502.1	XP_026270408.1
OG0011414	XP_031821100.1	XP_026271110.1
OG0011415	XP_031816340.1	XP_026245348.1
OG0011416	XP_003764084.1	XP_026244859.1
OG0011417	XP_031816515.1	XP_026258908.1
OG0011418	XP_031816490.1	XP_026257251.1, XP_026257250.1
OG0011419	XP_031816430.1	XP_026248884.1
OG0011420	XP_003763958.1	XP_026248885.1
OG0011421	XP_003763980.1	XP_026245322.1
OG0011422	XP_012400272.1	XP_026245298.1
OG0011423	XP_031816324.1	XP_026245337.1
OG0011424	XP_003764032.1	XP_026261431.1
OG0011425	XP_031816279.1	XP_026261414.1
OG0011426	XP_003764060.1	XP_026247799.1
OG0011427	XP_003764059.1	XP_026247815.1
OG0011428	XP_031816247.1	XP_026247791.1
OG0011429	XP_003764067.2	XP_026247806.1
OG0011430	XP_003764069.1	XP_026247792.1
OG0011431	XP_023355098.1	XP_026244827.1
OG0011432	XP_003763931.1	XP_026257248.1, XP_026257247.1
OG0011433	XP_031819560.1	XP_026250353.1
OG0011434	XP_031816180.1	XP_026244815.1
OG0011435	XP_023355114.2	XP_026244839.1
OG0011436	XP_031816140.1	XP_026264639.1
OG0011437	XP_031816124.1	XP_026264629.1
OG0011438	XP_003764117.1	XP_026255124.1
OG0011439	XP_031816121.1, XP_031816122.1	XP_026255089.1
OG0011440	XP_003764122.1	XP_026255123.1
OG0011441	XP_003764130.1	XP_026255085.1
OG0011442	XP_031814189.1, XP_031797292.1	XP_026261143.1
OG0011443	XP_031814157.1	XP_026261139.1
OG0011444	XP_031814106.1	XP_026250377.1
OG0011445	XP_012401863.1	XP_026250362.1
OG0011446	XP_031814071.1	XP_026250375.1
OG0011447	XP_003766035.2	XP_026250392.1
OG0011448	XP_031819552.1	XP_026237535.1
OG0011449	XP_031813979.1	XP_026259147.1
OG0011450	XP_003766003.2	XP_026258152.1
OG0011451	XP_031813944.1	XP_026258151.1
OG0011452	XP_031813909.1	XP_026246124.1
OG0011453	XP_031813890.1	XP_026246211.1
OG0011454	XP_031813869.1	XP_026246154.1
OG0011455	XP_031813843.1	XP_026246181.1
OG0011456	XP_023356393.2	XP_026246186.1
OG0011457	XP_031813844.1	XP_026246204.1
OG0011458	XP_031816149.1	XP_026264631.1
OG0011459	XP_031814185.1	XP_026261122.1
OG0011460	XP_031813972.1	XP_026259127.1
OG0011461	XP_023356387.1	XP_026246141.1
OG0011462	XP_003767673.1	XP_026243281.1
OG0011463	XP_031793107.1, XP_023357705.1	XP_026243161.1
OG0011464	XP_003767579.1	XP_026246498.1
OG0011465	XP_003767938.1	XP_026263763.1
OG0011466	XP_003767655.1	XP_026253005.1
OG0011467	XP_031793047.1	XP_026252962.1
OG0011468	XP_003770627.1	XP_026253002.1
OG0011469	XP_031793050.1	XP_026253004.1
OG0011470	XP_003767662.1	XP_026243303.1, XP_026243304.1
OG0011471	XP_031793088.1	XP_026243261.1
OG0011472	XP_003767675.2	XP_026243255.1
OG0011473	XP_031792940.1	XP_026265337.1
OG0011474	XP_031792913.1	XP_026246480.1
OG0011475	XP_003767581.1	XP_026246493.1
OG0011476	XP_031793248.1	XP_026243759.1
OG0011477	XP_031793251.1	XP_026243764.1
OG0011478	XP_003767767.1	XP_026243790.1
OG0011479	XP_031792666.1	XP_026265298.1
OG0011480	XP_031792652.1	XP_026268458.1
OG0011481	XP_031792646.1	XP_026237248.1
OG0011482	XP_003769699.1	XP_026236394.1
OG0011483	XP_031793269.1	XP_026236376.1
OG0011484	XP_031793276.1	XP_026236347.1
OG0011485	XP_031793293.1	XP_026236363.1
OG0011487	XP_031824549.1	XP_026263783.1
OG0011488	XP_031822731.1	XP_026263782.1
OG0011489	XP_031822719.1	XP_026263727.1
OG0011490	XP_031822692.1	XP_026263745.1
OG0011491	XP_031822690.1	XP_026263749.1
OG0011492	XP_031793048.1	XP_026252906.1
OG0011494	XP_023363048.1	XP_026252557.1
OG0011495	XP_012407885.1	XP_026235239.1
OG0011496	XP_031814893.1	XP_026235842.1, XP_026238626.1
OG0011497	XP_012401527.1	XP_026252546.1
OG0011498	XP_012401515.1	XP_026252504.1
OG0011499	XP_012401505.1	XP_026252540.1
OG0011500	XP_031817115.1	XP_026252552.1
OG0011501	XP_031815365.1	XP_026261242.1
OG0011502	XP_003763552.1	XP_026257160.1
OG0011503	XP_003763547.1	XP_026257173.1
OG0011504	XP_003763493.1	XP_026237534.1
OG0011505	XP_012408875.1	XP_026237149.1
OG0011506	XP_031800885.1	XP_026262503.1
OG0011507	XP_031800160.1	XP_026262539.1
OG0011508	XP_012409007.2	XP_026262477.1
OG0011509	XP_012408896.1	XP_026263204.1
OG0011510	XP_012408631.1	XP_026255770.1
OG0011511	XP_031800412.1	XP_026255781.1
OG0011512	XP_031800943.1, XP_003764023.2	XP_026269815.1
OG0011513	XP_003765880.1	XP_026269813.1
OG0011514	XP_031800550.1	XP_026261376.1
OG0011515	XP_031800866.1	XP_026266329.1
OG0011516	XP_031800742.1	XP_026268911.1
OG0011517	XP_031800390.1	XP_026256087.1
OG0011518	XP_031800825.1	XP_026258436.1
OG0011519	XP_012408648.1	XP_026258447.1
OG0011520	XP_031800790.1	XP_026252558.1
OG0011522	XP_031800835.1	XP_026264863.1
OG0011523	XP_031800264.1	XP_026264841.1
OG0011524	XP_031800889.1	XP_026264860.1
OG0011525	XP_031801020.1	XP_026264849.1
OG0011526	XP_003774822.2	XP_026235345.1
OG0011527	XP_031800231.1	XP_026269600.1
OG0011528	XP_031800519.1	XP_026235971.1
OG0011529	XP_031800474.1	XP_026270953.1
OG0011530	XP_031800506.1	XP_026270950.1
OG0011531	XP_012408715.1	XP_026261389.1
OG0011532	XP_031800781.1	XP_026261388.1
OG0011533	XP_031800920.1	XP_026247986.1
OG0011534	XP_031800862.1	XP_026235038.1
OG0011535	XP_031800643.1	XP_026259319.1
OG0011537	XP_003773287.1, XP_031801071.1	XP_026268595.1
OG0011538	XP_031800818.1	XP_026268568.1
OG0011539	XP_031801051.1	XP_026268592.1
OG0011540	XP_031801057.1	XP_026236834.1
OG0011541	XP_031801132.1	XP_026236862.1
OG0011542	XP_031815294.1	XP_026243378.1
OG0011543	XP_003775013.1	XP_026255752.1
OG0011544	XP_031800418.1	XP_026258669.1
OG0011546	XP_003761511.1	XP_026259996.1
OG0011547	XP_031819021.1	XP_026267952.1
OG0011549	XP_003755870.1	XP_026270013.1
OG0011553	XP_031792645.1	XP_026237249.1
OG0011554	XP_012401954.1	XP_026240796.1
OG0011555	XP_012400821.2, XP_023355515.1, XP_003764773.1	XP_026256733.1
OG0011556	XP_031817143.1	XP_026251365.1
OG0011558	XP_031803556.1	XP_026255645.1
OG0011559	XP_012409169.2	XP_026242334.1
OG0011560	XP_031795307.1	XP_026235593.1
OG0011564	XP_012407825.1, XP_031809506.1	XP_026257079.1
OG0011565	XP_023350803.1	XP_026269076.1
OG0011566	XP_031824135.1	XP_026251789.1
OG0011567	XP_031803221.1	XP_026265593.1
OG0011571	XP_003771744.1	XP_026244528.1
OG0011572	XP_031796548.1, XP_031796549.1	XP_026264614.1
OG0011576	XP_012405742.1	XP_026269557.1
OG0011581	XP_003759731.1	XP_026238946.1
OG0011582	XP_003771318.1	XP_026265085.1
OG0011583	XP_003764094.1	XP_026244834.1
OG0011584	XP_031809066.1	XP_026261340.1
OG0011585	XP_031794343.1	XP_026248093.1
OG0011586	XP_031820592.1	XP_026256675.1
OG0011587	XP_031815612.1	XP_026239758.1
OG0011588	XP_031802344.1	XP_026256546.1
OG0011589	XP_031799653.1	XP_026260625.1
OG0011590	XP_003771684.1	XP_026254352.1
OG0011591	XP_031814063.1	XP_026239668.1
OG0011592	XP_012401452.1	XP_026266199.1
OG0011593	XP_031819115.1	XP_026259657.1
OG0011594	XP_031793375.1	XP_026248943.1
OG0011595	XP_031818480.1	XP_026259386.1
OG0011596	XP_003761228.2	XP_026259169.1
OG0011598	XP_003769315.1	XP_026267089.1
OG0011599	XP_031816906.1	XP_026248279.1
OG0011600	XP_031821440.1	XP_026264192.1
OG0011601	XP_003768423.1	XP_026242671.1
OG0011602	XP_031816222.1	XP_026247817.1
OG0011603	XP_031809539.1	XP_026236420.1, XP_026236421.1
OG0011604	XP_031821683.1	XP_026260514.1
OG0011605	XP_003764351.1	XP_026251903.1
OG0011606	XP_031811158.1	XP_026243629.1
OG0011607	XP_003768692.1	XP_026264186.1
OG0011608	XP_003773267.1	XP_026263568.1
OG0011609	XP_003759977.1	XP_026257574.1
OG0011610	XP_031799334.1	XP_026259231.1
OG0011611	XP_003764029.1	XP_026261437.1
OG0011612	XP_031824008.1	XP_026252040.1
OG0011613	XP_031824489.1	XP_026271183.1
OG0011615	XP_012405036.2	XP_026249927.1
OG0011616	XP_003773643.1	XP_026251679.1
OG0011617	XP_003757494.1	XP_026251364.1
OG0011618	XP_031808329.1	XP_026257372.1
OG0011619	XP_031799388.1	XP_026245055.1
OG0011620	XP_031796625.1	XP_026247290.1
OG0011621	XP_003769046.1	XP_026239173.1
OG0011622	XP_031810447.1	XP_026264119.1
OG0011623	XP_003756894.2	XP_026240224.1
OG0011624	XP_003755965.1	XP_026247536.1
OG0011626	XP_031818468.1	XP_026259381.1
OG0011627	XP_023352241.1	XP_026263465.1
OG0011628	XP_003756926.1	XP_026253928.1
OG0011629	XP_031799184.1	XP_026241459.1
OG0011630	XP_003768623.1	XP_026262436.1
OG0011631	XP_031802132.1	XP_026253059.1
OG0011632	XP_031821710.1	XP_026260601.1
OG0011633	XP_031820700.1, XP_031805368.1	XP_026239505.1
OG0011634	XP_031823862.1	XP_026252702.1
OG0011635	NP_001295919.1	XP_026237493.1
OG0011636	XP_003766297.1	XP_026245203.1
OG0011637	XP_023355476.2	XP_026243098.1
OG0011638	XP_003761886.1	XP_026235134.1
OG0011639	XP_031819668.1	XP_026246995.1
OG0011640	XP_012407473.1	XP_026253918.1
OG0011641	XP_003767572.3	XP_026248667.1
OG0011642	XP_031812892.1	XP_026266874.1
OG0011643	XP_023352649.1	XP_026269756.1
OG0011644	XP_023360293.2	XP_026235102.1
OG0011645	XP_023359372.1	XP_026267665.1
OG0011646	XP_012398493.1	XP_026243696.1
OG0011647	XP_003757519.1	XP_026251303.1
OG0011648	XP_023360194.1	XP_026253859.1
OG0011649	XP_031797127.1	XP_026252362.1
OG0011650	XP_023355767.1	XP_026247082.1
OG0011651	XP_003761382.1	XP_026256171.1
OG0011652	XP_031811738.1	XP_026244994.1
OG0011653	XP_031822225.1	XP_026242874.1
OG0011654	XP_031798659.1	XP_026258241.1
OG0011655	XP_031812456.1	XP_026243503.1, XP_026243505.1
OG0011656	XP_031809534.1	XP_026257127.1
OG0011657	XP_003765943.2	XP_026246239.1
OG0011658	XP_003762879.1	XP_026246661.1
OG0011659	XP_023362914.1	XP_026258656.1
OG0011660	XP_031813922.1	XP_026246130.1
OG0011661	XP_003759776.1	XP_026265823.1
OG0011662	XP_031800609.1	XP_026270064.1
OG0011663	XP_031816608.1	XP_026244168.1
OG0011664	XP_031804126.1	XP_026269758.1
OG0011665	XP_003768591.1	XP_026267501.1
OG0011666	XP_031818607.1	XP_026256637.1
OG0011667	XP_003762297.1	XP_026239574.1
OG0011669	XP_031817608.1	XP_026262146.1
OG0011670	XP_031799357.1	XP_026241419.1
OG0011671	XP_031796189.1	XP_026250112.1
OG0011672	XP_031820817.1	XP_026238365.1
OG0011673	XP_031804432.1	XP_026267835.1
OG0011674	XP_012404421.1, XP_012404422.1	XP_026239283.1
OG0011675	XP_003773020.1	XP_026238468.1
OG0011676	XP_031821996.1	XP_026249050.1
OG0011677	XP_003771904.1	XP_026256974.1
OG0011678	XP_003771759.1	XP_026265195.1
OG0011679	XP_003757816.1	XP_026255288.1
OG0011680	XP_012403962.1	XP_026260630.1
OG0011681	XP_012403180.1	XP_026248643.1
OG0011682	XP_031804866.1	XP_026257477.1
OG0011683	XP_031821808.1	XP_026263975.1
OG0011685	XP_012398728.1	XP_026241054.1
OG0011686	XP_031807946.1	XP_026244390.1
OG0011687	XP_003756396.2	XP_026240912.1, XP_026240911.1
OG0011688	XP_031795500.1	XP_026252528.1
OG0011689	XP_031803956.1	XP_026270524.1
OG0011690	XP_031810183.1	XP_026242143.1
OG0011691	XP_031810587.1	XP_026242122.1
OG0011692	XP_031805673.1	XP_026265239.1
OG0011693	XP_031797284.1	XP_026259669.1
OG0011694	XP_031824535.1	XP_026260833.1, XP_026250923.1
OG0011695	XP_031820579.1	XP_026267016.1
OG0011696	XP_003759347.3	XP_026255948.1
OG0011697	XP_031807274.1	XP_026238950.1
OG0011698	XP_031814419.1	XP_026255601.1
OG0011699	XP_031796358.1	XP_026257349.1
OG0011700	XP_031808093.1	XP_026244376.1
OG0011701	XP_023355188.2	XP_026252135.1
OG0011703	XP_003761468.2	XP_026246924.1
OG0011704	XP_031796629.1	XP_026247346.1
OG0011705	XP_031813854.1	XP_026246189.1
OG0011706	XP_031818935.1	XP_026270677.1
OG0011707	XP_031804537.1	XP_026241943.1
OG0011708	XP_012403388.1	XP_026246549.1
OG0011709	XP_031802146.1	XP_026263547.1
OG0011710	XP_012398342.1	XP_026256144.1
OG0011711	XP_031809575.1	XP_026236264.1
OG0011712	XP_031793685.1	XP_026254536.1
OG0011713	XP_003763075.2, XP_031800204.1	XP_026269518.1
OG0011714	XP_031792944.1	XP_026257278.1
OG0011716	XP_012404251.1	XP_026252691.1
OG0011717	XP_031794772.1	XP_026242396.1
OG0011718	XP_023359131.1	XP_026238503.1
OG0011719	XP_012402555.2	XP_026262068.1
OG0011720	XP_031792842.1	XP_026248659.1
OG0011721	XP_003769495.1	XP_026236229.1
OG0011722	XP_031793921.1	XP_026266479.1
OG0011723	XP_003770882.1	XP_026248771.1
OG0011724	XP_031809250.1	XP_026240272.1
OG0011725	XP_031824734.1	XP_026265555.1
OG0011726	XP_023363159.1	XP_026266141.1
OG0011727	XP_031804331.1	XP_026258757.1
OG0011728	XP_023362372.1	XP_026270251.1
OG0011729	XP_031806635.1	XP_026265118.1
OG0011730	XP_003768326.1	XP_026242875.1
OG0011732	XP_031812355.1	XP_026266713.1
OG0011733	XP_031800316.1	XP_026259320.1
OG0011734	XP_031811457.1	XP_026244046.1
OG0011735	XP_023358622.1	XP_026270127.1
OG0011736	XP_031820899.1	XP_026239183.1
OG0011737	XP_031821430.1, XP_031821429.1	XP_026264183.1
OG0011738	XP_031823535.1	XP_026244568.1, XP_026244569.1
OG0011739	XP_003768122.1	XP_026260748.1
OG0011740	XP_003755367.1	XP_026240044.1
OG0011742	XP_003772908.1	XP_026260982.1
OG0011743	XP_031810422.1	XP_026251468.1
OG0011744	XP_012395299.1	XP_026254960.1
OG0011745	XP_031799611.1	XP_026253215.1
OG0011746	XP_031820814.1	XP_026238369.1
OG0011747	XP_003759929.2	XP_026246653.1
OG0011748	XP_003773083.1	XP_026256381.1
OG0011749	XP_003769641.1	XP_026248942.1
OG0011750	XP_031819377.1	XP_026237000.1
OG0011751	XP_031818361.1	XP_026247456.1
OG0011752	XP_003758682.1	XP_026265265.1
OG0011753	XP_003757875.2	XP_026269891.1
OG0011754	XP_031803951.1	XP_026270533.1
OG0011755	XP_003755761.1	XP_026240595.1
OG0011756	XP_031816005.1	XP_026259291.1
OG0011757	XP_003764338.1	XP_026248260.1
OG0011758	XP_023358732.2	XP_026239477.1
OG0011759	XP_003755237.1	XP_026250563.1
OG0011761	XP_031815477.1	XP_026262224.1
OG0011762	XP_031823218.1	XP_026249911.1
OG0011763	XP_003759244.1, XP_003771985.2, XP_031805122.1	XP_026237381.1
OG0011764	XP_031793566.1	XP_026254617.1
OG0011765	XP_031815461.1	XP_026258200.1
OG0011766	XP_031819648.1	XP_026235888.1
OG0011767	XP_031817540.1	XP_026259662.1
OG0011768	XP_003768136.1	XP_026260851.1
OG0011769	XP_031794381.1	XP_026247219.1
OG0011770	XP_031804097.1	XP_026269697.1
OG0011771	XP_031802000.1	XP_026249379.1
OG0011772	XP_012407203.1	XP_026254560.1
OG0011773	XP_003772254.1	XP_026254541.1
OG0011774	XP_031822096.1	XP_026242928.1
OG0011778	XP_003766561.1, XP_003764907.1	XP_026237991.1
OG0011779	XP_003759098.1	XP_026237382.1
OG0011782	XP_031824682.1, XP_031824683.1, XP_003767943.1	XP_026263771.1
OG0011783	XP_003764844.1	XP_026237866.1
OG0011784	XP_003755817.1	XP_026236413.1
OG0011785	XP_031815291.1	XP_026243361.1
OG0011786	XP_031797701.1	XP_026240521.1
OG0011787	XP_031801769.1	XP_026248979.1
OG0011790	XP_031819725.1	XP_026259462.1
OG0011791	XP_003767509.1	XP_026244257.1
OG0011792	XP_003769540.1	XP_026247689.1
OG0011793	XP_003769551.1	XP_026247641.1
OG0011794	XP_003769429.1	XP_026249860.1
OG0011795	XP_012402557.1	XP_026262164.1
OG0011797	XP_031817453.1	XP_026247010.1
OG0011798	XP_031820113.1	XP_026236661.1
OG0011799	XP_031802612.1	XP_026236912.1
OG0011800	XP_031802590.1	XP_026268238.1
OG0011801	XP_031802588.1	XP_026269929.1
OG0011802	XP_031802577.1	XP_026269920.1
OG0011803	XP_031802574.1	XP_026244452.1
OG0011804	XP_031802567.1	XP_026244454.1
OG0011805	XP_031802560.1	XP_026244480.1
OG0011806	XP_031802039.1	XP_026260421.1
OG0011807	XP_031802038.1	XP_026260431.1
OG0011808	XP_003760024.2	XP_026248956.1
OG0011809	XP_031801776.1	XP_026248984.1
OG0011810	XP_012396933.1	XP_026248997.1
OG0011811	XP_003769488.1	XP_026237095.1
OG0011812	XP_003769522.1	XP_026247662.1
OG0011813	XP_031820084.1	XP_026247634.1
OG0011814	XP_031820067.1	XP_026247698.1
OG0011815	XP_031820064.1	XP_026247655.1
OG0011816	XP_031820055.1	XP_026247694.1
OG0011817	XP_003769554.2	XP_026253418.1
OG0011818	XP_031820051.1	XP_026253417.1
OG0011819	XP_031793541.1	XP_026253384.1
OG0011820	XP_012404832.1	XP_026253394.1
OG0011821	XP_031793512.1	XP_026257725.1
OG0011822	XP_003769584.1	XP_026257743.1
OG0011823	XP_012404853.1	XP_026257751.1
OG0011824	XP_031793479.1	XP_026255728.1
OG0011825	XP_012404887.1	XP_026249589.1
OG0011826	XP_031793446.1	XP_026249609.1
OG0011827	XP_003769609.1	XP_026249610.1
OG0011828	XP_031793417.1	XP_026249618.1
OG0011829	XP_003769623.1	XP_026237759.1
OG0011830	XP_003769642.2	XP_026248948.1
OG0011831	XP_012404912.2	XP_026248922.1
OG0011832	XP_031793368.1	XP_026248929.1
OG0011833	XP_031793318.1	XP_026236102.1
OG0011834	XP_003769441.1	XP_026249872.1
OG0011835	XP_003769455.1	XP_026236884.1, XP_026253901.1
OG0011836	XP_012404772.1	XP_026237313.1
OG0011837	XP_031820178.1	XP_026237200.1
OG0011838	XP_031820172.1	XP_026236796.1
OG0011839	XP_003761360.1	XP_026236270.1
OG0011840	XP_003761859.1	XP_026268263.1
OG0011841	XP_031801335.1	XP_026268255.1
OG0011842	XP_031801339.1	XP_026268265.1
OG0011843	XP_003761870.1	XP_026249812.1
OG0011845	XP_031801366.1	XP_026249794.1
OG0011846	XP_023353315.2	XP_026245070.1
OG0011847	XP_031799464.1	XP_026245040.1
OG0011848	XP_003761699.1	XP_026245073.1
OG0011849	XP_031799370.1	XP_026245071.1
OG0011850	XP_031818035.1	XP_026270040.1
OG0011852	XP_012398810.2	XP_026247265.1
OG0011853	XP_003762861.1	XP_026267684.1
OG0011854	XP_003761294.2	XP_026263163.1
OG0011855	XP_003761301.1	XP_026263176.1
OG0011856	XP_031812614.1	XP_026262701.1
OG0011857	XP_031812650.1	XP_026262715.1
OG0011858	XP_031819971.1	XP_026235500.1
OG0011859	XP_031819237.1	XP_026235515.1
OG0011860	XP_031819958.1	XP_026235540.1
OG0011861	XP_031817661.1	XP_026237020.1
OG0011862	XP_031817662.1	XP_026237012.1
OG0011863	XP_031819368.1	XP_026237163.1
OG0011864	XP_031819339.1	XP_026237869.1
OG0011865	XP_031819366.1	XP_026237176.1
OG0011866	XP_031819324.1	XP_026236964.1
OG0011868	XP_031819146.1	XP_026237820.1
OG0011869	XP_031819154.1	XP_026238024.1
OG0011870	XP_003766565.1	XP_026238025.1
OG0011871	XP_031819162.1	XP_026262065.1
OG0011872	XP_031819966.1	XP_026262213.1
OG0011873	XP_031817693.1	XP_026261983.1
OG0011874	XP_031819964.1	XP_026262211.1
OG0011876	XP_031819254.1	XP_026261973.1
OG0011877	XP_031819258.1	XP_026262038.1
OG0011879	XP_031819263.1	XP_026262115.1, XP_026262114.1
OG0011880	XP_031817588.1	XP_026262105.1
OG0011881	XP_031819302.1	XP_026262145.1
OG0011882	XP_031819280.1	XP_026262153.1
OG0011883	XP_031819308.1	XP_026262125.1
OG0011884	XP_012402329.3	XP_026261990.1
OG0011885	XP_003766444.1	XP_026237642.1
OG0011886	XP_031817504.1	XP_026266239.1
OG0011887	XP_031817513.1	XP_026266245.1
OG0011888	XP_031819767.1	XP_026266237.1
OG0011889	XP_012401214.1	XP_026259658.1
OG0011890	XP_031819708.1	XP_026259525.1
OG0011891	XP_031819709.1	XP_026259652.1
OG0011892	XP_031819718.1	XP_026259526.1
OG0011893	XP_023355837.1	XP_026259564.1
OG0011894	XP_031819055.1	XP_026259491.1
OG0011895	XP_031819066.1	XP_026259498.1
OG0011896	XP_031819076.1	XP_026259667.1
OG0011897	XP_031819088.1	XP_026259467.1
OG0011898	XP_031819083.1	XP_026259565.1
OG0011899	XP_031819097.1	XP_026259468.1
OG0011901	XP_012402650.2	XP_026259475.1
OG0011902	XP_031819131.1	XP_026259607.1
OG0011903	XP_031817532.1	XP_026259666.1
OG0011905	XP_031819750.1	XP_026236822.1
OG0011906	XP_012402576.1	XP_026267321.1
OG0011907	XP_031817488.1	XP_026267376.1
OG0011908	XP_031819033.1	XP_026267348.1
OG0011909	XP_031817460.1	XP_026267373.1
OG0011911	XP_031819005.1	XP_026267959.1
OG0011912	XP_031819006.1	XP_026267917.1
OG0011916	XP_031818954.1	XP_026235867.1
OG0011918	XP_031817444.1	XP_026235869.1
OG0011920	XP_031817450.1	XP_026235887.1
OG0011921	XP_031819628.1	XP_026235854.1
OG0011922	XP_031819656.1	XP_026235858.1
OG0011923	XP_012401698.1	XP_026235894.1
OG0011924	XP_031817455.1	XP_026247045.1
OG0011925	XP_031810243.1	XP_026246978.1
OG0011926	XP_023349919.1	XP_026246976.1
OG0011927	XP_023349932.2	XP_026246975.1
OG0011928	XP_003760152.1	XP_026244482.1
OG0011929	XP_031809572.1	XP_026240295.1
OG0011930	XP_031810421.1	XP_026251412.1
OG0011931	XP_003765494.1	XP_026262649.1
OG0011932	XP_023355645.2	XP_026253669.1
OG0011933	XP_003771901.2	XP_026264377.1
OG0011934	XP_031796102.1	XP_026256975.1
OG0011935	XP_012406700.1	XP_026256984.1
OG0011936	XP_023360857.1	XP_026258160.1
OG0011937	XP_003771931.2	XP_026258173.1
OG0011938	XP_031795736.1	XP_026258164.1
OG0011939	XP_031795743.1	XP_026258168.1
OG0011940	XP_031795604.1	XP_026258119.1
OG0011941	XP_031795649.1	XP_026258093.1
OG0011942	XP_031795758.1	XP_026263512.1
OG0011943	XP_012406716.1	XP_026263536.1
OG0011944	XP_031795764.1	XP_026263531.1
OG0011945	XP_031795775.1	XP_026263918.1
OG0011946	XP_012406723.1	XP_026263904.1
OG0011947	XP_003771482.1	XP_026266047.1
OG0011948	XP_003771496.1	XP_026266038.1
OG0011949	XP_031794450.1	XP_026264339.1
OG0011950	XP_003771486.3	XP_026264338.1
OG0011951	XP_003771453.1	XP_026247596.1
OG0011952	XP_023360430.1	XP_026247568.1
OG0011953	XP_031795657.1	XP_026247591.1
OG0011954	XP_003771863.1	XP_026268400.1
OG0011955	XP_023360788.1	XP_026268963.1
OG0011956	XP_003756651.1	XP_026257071.1
OG0011957	XP_031809247.1	XP_026257055.1
OG0011958	XP_003756683.1	XP_026240187.1
OG0011959	XP_031809286.1	XP_026240120.1
OG0011960	XP_003756737.1	XP_026240132.1
OG0011961	XP_003756745.1	XP_026240248.1
OG0011962	XP_031809338.1	XP_026240146.1
OG0011963	XP_031809343.1	XP_026240140.1
OG0011964	XP_031820936.1	XP_026241730.1
OG0011965	XP_031820968.1	XP_026241741.1
OG0011966	XP_012396504.1	XP_026258341.1
OG0011967	XP_031793264.1	XP_026246662.1
OG0011968	XP_031821554.1	XP_026246642.1
OG0011969	XP_031821455.1	XP_026246605.1
OG0011970	XP_003759450.2	XP_026246606.1
OG0011971	XP_031821770.1	XP_026246622.1
OG0011972	XP_031822650.1	XP_026249020.1
OG0011973	XP_031822636.1	XP_026249070.1
OG0011974	XP_031822356.1	XP_026249036.1
OG0011975	XP_031822336.1	XP_026259889.1
OG0011976	XP_003757327.1	XP_026251472.1
OG0011977	XP_003757325.1	XP_026251424.1
OG0011978	XP_012409284.1	XP_026251421.1
OG0011979	XP_023349974.1	XP_026251455.1
OG0011980	XP_003757311.1	XP_026251413.1
OG0011981	XP_012409272.1	XP_026248055.1
OG0011982	XP_031810365.1	XP_026248086.1
OG0011983	XP_003757291.1	XP_026248082.1
OG0011984	XP_031810307.1	XP_026266008.1
OG0011985	XP_003757277.3	XP_026262669.1
OG0011986	XP_031818150.1	XP_026262624.1
