Orthogroup	Sarcophilus_harrisii	Ictidomys_tridecemlineatus
OG0015814	XP_031809880.1	XP_005333940.1
OG0015815	XP_003762394.1	XP_005343016.2
OG0015816	XP_031808970.1	XP_005317290.1
OG0015817	XP_003762611.2	XP_005317244.1
OG0015818	XP_023354080.1	XP_013216552.1
OG0015819	XP_031814107.1	XP_013222001.1
OG0015820	XP_031814256.1	XP_005327036.1
OG0015821	XP_003762311.1	XP_040125696.1
OG0015822	XP_003762362.2	XP_005327018.1
OG0015823	XP_012398941.1	XP_005327006.1
OG0015824	XP_031814935.1	XP_005326991.2
OG0015825	XP_003762289.2	XP_005326947.1
OG0015826	XP_003762284.1	XP_005326937.1
OG0015827	XP_012398892.1	XP_021587108.2
OG0015828	XP_031795934.1	XP_040146003.1
OG0015829	XP_031803777.1	XP_013217266.2
OG0015830	XP_003760784.1	XP_005333014.1
OG0015831	XP_031803771.1	XP_005333015.1
OG0015832	XP_031803794.1	XP_013217323.1
OG0015833	XP_003760781.1	XP_013217322.1
OG0015834	XP_031804037.1	XP_005333032.1
OG0015835	XP_031804052.1	XP_005333043.1
OG0015836	XP_031804073.1	XP_040146205.1
OG0015837	XP_012397617.1	XP_005333059.1
OG0015838	XP_031803333.1	XP_005333066.1
OG0015839	XP_031803843.1	XP_040146235.1
OG0015841	XP_031803835.1	XP_005333086.1
OG0015842	XP_003761047.1	XP_005333087.1
OG0015843	XP_023352754.1	XP_005333177.2
OG0015844	XP_012397816.1	XP_005333111.2
OG0015845	XP_003760706.2	XP_005336301.1
OG0015846	XP_012397559.2	XP_040146925.1
OG0015847	XP_012397534.2	XP_040146926.1
OG0015848	XP_031803551.1	XP_040146306.1
OG0015849	XP_031803538.1	XP_005336294.1
OG0015850	XP_003760715.1	XP_005336289.1
OG0015851	XP_012397562.2	XP_005336278.1
OG0015852	XP_031803506.1	XP_040146316.1
OG0015853	XP_031803507.1	XP_005336274.1
OG0015854	XP_003760716.1	XP_005336273.1
OG0015855	XP_031803504.1	XP_005336272.1
OG0015856	XP_031803478.1	XP_021589569.1
OG0015857	XP_031803440.1	XP_005336234.1
OG0015858	XP_031803423.1	XP_013218771.1
OG0015859	XP_031803411.1	XP_005336210.1
OG0015860	XP_031803383.1	XP_005336192.1
OG0015861	XP_031803369.1	XP_040146399.1
OG0015862	XP_031803358.1	XP_005336179.2
OG0015863	XP_031803361.1	XP_005336178.2
OG0015864	XP_031803354.1	XP_040146433.1
OG0015866	XP_031804192.1	XP_005332184.1
OG0015867	XP_031804176.1	XP_021586636.1
OG0015868	XP_023352681.1	XP_005332196.1
OG0015869	XP_031803595.1	XP_013216953.1
OG0015870	XP_003760680.1	XP_005332131.1
OG0015871	XP_003760670.1	XP_005332130.1
OG0015872	XP_012397493.1	XP_013216968.3
OG0015873	XP_031803660.1	XP_005332118.1
OG0015875	XP_003760650.2	XP_005332106.2
OG0015876	XP_023352468.2	XP_040146601.1
OG0015877	XP_031803678.1	XP_013216881.1
OG0015878	XP_031803681.1	XP_005332104.1
OG0015879	XP_031803695.1	XP_005332101.1
OG0015880	XP_031803717.1	XP_013216875.1
OG0015881	XP_012397477.1	XP_005332267.1
OG0015882	XP_023352740.1	XP_005332069.1
OG0015884	XP_031804008.1	XP_013216951.2
OG0015885	XP_031804115.1	XP_021586495.1
OG0015886	XP_031803877.1	XP_040146965.1
OG0015887	XP_003760917.3	XP_005331990.1
OG0015888	XP_003764835.1	XP_005342575.1
OG0015889	XP_003773606.1	XP_005326811.1
OG0015890	XP_003773679.1	XP_005336010.1
OG0015891	XP_003764343.2	XP_005338071.1
OG0015892	XP_023355263.1	XP_040141058.1
OG0015893	XP_031816868.1	XP_005337257.1
OG0015894	XP_031816866.1	XP_005337248.1
OG0015895	XP_031817759.1	XP_005323355.1
OG0015896	XP_003764643.1	XP_005323347.1
OG0015897	XP_003764650.1	XP_005323332.1
OG0015898	XP_003766911.2	XP_005323316.1
OG0015899	XP_012400815.1	XP_005323294.2, XP_021591177.1
OG0015900	XP_031817221.1	XP_040140900.1
OG0015901	XP_031817230.1	XP_040140894.1
OG0015902	XP_012400790.1	XP_021580770.1
OG0015903	XP_023355483.2	XP_005323250.1
OG0015904	XP_031817322.1	XP_005323229.1
OG0015905	XP_003764751.1	XP_021580735.1
OG0015906	XP_031817893.1	XP_013213144.1
OG0015907	XP_031817901.1	XP_005323186.1
OG0015908	XP_003764905.1	XP_005342352.1
OG0015909	XP_031817930.1	XP_040140796.1
OG0015910	XP_031817931.1	XP_013221039.1
OG0015911	XP_031817932.1	XP_005341181.3
OG0015912	XP_031817943.1	XP_040140779.1
OG0015913	XP_003765368.1	XP_040139683.1
OG0015914	XP_031798024.1	XP_040140745.1
OG0015915	XP_031799409.1	XP_005341141.1
OG0015916	XP_031799002.1	XP_005326873.1
OG0015917	XP_031799835.1	XP_005326857.1
OG0015918	XP_003773660.2	XP_040140674.1
OG0015919	XP_031797615.1	XP_040140664.1
OG0015920	XP_003773564.1	XP_005326836.1
OG0015921	XP_031797938.1	XP_040140611.1
OG0015922	XP_031818973.1	XP_040139675.1
OG0015923	XP_003773580.1	XP_040140596.1
OG0015924	XP_031800047.1	XP_005326793.1
OG0015925	XP_031799872.1	XP_005336000.1
OG0015926	XP_031797524.1	XP_005328113.1
OG0015927	XP_031816883.1	XP_040139694.1
OG0015928	XP_031814284.1	XP_005339728.1
OG0015930	XP_012400724.1	XP_040137842.1
OG0015931	XP_031817818.1	XP_005330268.1
OG0015932	XP_003764620.2	XP_013216200.1
OG0015933	XP_031814238.1	XP_005341298.1
OG0015934	XP_031814312.1	XP_005336847.1
OG0015935	XP_003765853.1	XP_005324879.1
OG0015936	XP_031814328.1	XP_005324871.1
OG0015937	XP_031814361.1	XP_040137316.1
OG0015938	XP_003765842.1	XP_005317101.1
OG0015939	XP_023356289.1	XP_021585566.1
OG0015940	XP_031814483.1	XP_040137854.1
OG0015941	XP_003765798.1	XP_005317059.1
OG0015942	XP_031817060.1	XP_021585337.2
OG0015943	XP_003765791.2	XP_005317050.1
OG0015944	XP_031814563.1	XP_005317187.1
OG0015945	XP_031814592.1	XP_040137664.1
OG0015946	XP_031814612.1	XP_005317029.1
OG0015947	XP_031814620.1	XP_005342402.1
OG0015948	XP_003765750.1	XP_021577085.1
OG0015949	XP_031817810.1	XP_005330296.1
OG0015950	XP_012400053.1	XP_005328059.1
OG0015951	XP_031813253.1	XP_005338473.1
OG0015952	XP_031813438.1	XP_005325765.1
OG0015953	XP_031806865.1	XP_005334640.1
OG0015954	XP_003758164.2	XP_005334638.1
OG0015955	XP_031807240.1	XP_040145889.1
OG0015957	XP_031808304.1	XP_005317445.1
OG0015958	XP_023360901.1	XP_040145992.1
OG0015959	XP_003762282.1	XP_005337981.1
OG0015960	XP_031794035.1	XP_040145829.1
OG0015961	XP_012406831.2	XP_005317353.1
OG0015962	XP_031796240.1	XP_005317337.1
OG0015963	XP_031796235.1	XP_005317331.1
OG0015964	XP_031796233.1	XP_021587314.1
OG0015965	XP_031796167.1	XP_040145771.1
OG0015966	XP_031796121.1	XP_005317226.1
OG0015967	XP_031796016.1	XP_005327065.1
OG0015968	XP_031795976.1	XP_021583220.1
OG0015969	XP_012406791.1	XP_005327071.1
OG0015970	XP_031815632.1	XP_005327096.1
OG0015972	XP_031815657.1	XP_040125781.1
OG0015973	XP_023356546.1	XP_040125828.1
OG0015974	XP_003766163.1	XP_005328132.3
OG0015975	XP_012401992.1	XP_005328099.1
OG0015976	XP_031813672.1	XP_005328102.1
OG0015977	XP_003766145.1	XP_040125857.1
OG0015978	XP_031813643.1	XP_040125939.1
OG0015979	XP_003766131.4	XP_013220470.2
OG0015980	XP_031813394.1	XP_005325742.1
OG0015981	XP_031813404.1	XP_005325748.1
OG0015982	XP_031813426.1	XP_005325757.1
OG0015983	XP_031813436.1	XP_005325763.1
OG0015984	XP_031809881.1	XP_005329891.1
OG0015985	XP_003757803.1	XP_005325445.2
OG0015986	XP_031805129.1	XP_005325429.1
OG0015987	XP_031821419.1	XP_040146837.1
OG0015988	XP_003758195.2	XP_005320489.1
OG0015989	XP_031806928.1	XP_040129999.1
OG0015990	XP_031806929.1	XP_021578809.1
OG0015991	XP_003758197.1	XP_013211936.1
OG0015992	XP_031805036.1	XP_005320520.1
OG0015993	XP_003758231.1	XP_005320527.1
OG0015994	XP_031806950.1	XP_005320534.1
OG0015996	XP_031806981.1	XP_005320544.1
OG0015997	XP_031799959.1	XP_005320596.1
OG0015998	XP_031797406.1	XP_005320600.1
OG0015999	XP_003757098.1	XP_005320621.1
OG0016001	XP_031809997.1	XP_040131445.1
OG0016002	XP_003757079.2	XP_005320644.2
OG0016003	XP_003756980.1	XP_005329953.1
OG0016004	XP_012395222.1	XP_040132160.1
OG0016005	XP_003757769.1	XP_005327260.1
OG0016006	XP_031810432.1	XP_005325315.1
OG0016007	XP_031810437.1	XP_005325303.1
OG0016008	XP_031807465.1	XP_005325282.1
OG0016009	XP_003759217.3	XP_005325422.1
OG0016010	XP_003757735.2	XP_005343151.3
OG0016011	XP_031807492.1	XP_005325271.1
OG0016012	XP_023350265.1	XP_040131372.1
OG0016013	XP_003757690.1	XP_005327157.1
OG0016014	XP_012395128.1, XP_023350259.1	XP_005325354.1
OG0016015	XP_003757648.2	XP_040130833.1
OG0016016	XP_012409334.2	XP_040131355.1
OG0016017	XP_003764516.1	XP_005317108.1
OG0016019	XP_012396014.1	XP_040125446.1
OG0016020	XP_012405454.1	XP_005326550.1
OG0016021	XP_031824118.1	XP_040123981.1
OG0016022	XP_023359520.2	XP_005326431.1
OG0016024	XP_031817834.1	XP_040137844.1
OG0016025	XP_003764586.1	XP_005330286.1
OG0016026	XP_003764585.1	XP_005330287.1
OG0016027	XP_031817324.1	XP_040137523.1
OG0016028	XP_031816587.1	XP_005317135.1
OG0016029	XP_023355359.1	XP_040137571.1
OG0016030	XP_003764519.1	XP_040137579.1
OG0016031	XP_003764517.1	XP_013215808.1
OG0016032	XP_012400640.2	XP_040137255.1
OG0016033	XP_003773112.1	XP_005325569.1
OG0016034	XP_003758123.1	XP_005337289.1
OG0016035	XP_031807316.1	XP_005337265.1
OG0016036	XP_031805499.1	XP_005339941.1
OG0016037	XP_031805500.1	XP_005339943.1
OG0016038	XP_031805511.1	XP_021575540.1
OG0016039	XP_031805054.1	XP_005329386.1
OG0016040	XP_031805515.1	XP_005329385.1
OG0016041	XP_003758092.1	XP_005329362.1
OG0016042	XP_031806698.1	XP_005329354.1
OG0016043	XP_031807018.1	XP_040147811.1
OG0016044	XP_031813760.1	XP_040123886.1
OG0016045	XP_031813747.1	XP_021582788.1
OG0016046	XP_031813746.1	XP_021582786.1
OG0016047	XP_031824629.1	XP_005326502.1
OG0016048	XP_031824013.1	XP_005326553.2
OG0016049	XP_031824012.1	XP_005326499.1
OG0016050	XP_031824628.1	XP_005326497.3
OG0016051	XP_031824627.1	XP_021582701.2
OG0016052	XP_031824652.1	XP_021582729.1
OG0016053	XP_031824110.1	XP_040123991.1
OG0016054	XP_031823872.1	XP_021575299.1
OG0016055	XP_031813354.1	XP_005339691.1
OG0016056	XP_031804849.1	XP_013217969.1
OG0016057	XP_031804843.1	XP_005334590.3
OG0016058	XP_031812827.1	XP_005340386.1
OG0016059	XP_003760963.1	XP_005336406.1
OG0016060	XP_031804217.1	XP_040148029.1
OG0016061	XP_031804246.1	XP_005336396.1
OG0016062	XP_012397796.2	XP_005329598.2
OG0016063	XP_031804316.1	XP_040146891.1
OG0016064	XP_012397890.1	XP_013215878.1
OG0016065	XP_031804410.1	XP_005329656.1
OG0016066	XP_003761069.1	XP_005329668.1
OG0016067	XP_031804429.1	XP_005329674.1
OG0016068	XP_031804417.1	XP_040145406.1
OG0016069	XP_031804463.1	XP_005329685.1
OG0016070	XP_031804464.1	XP_005329687.1
OG0016071	XP_031804467.1	XP_040145384.1
OG0016072	XP_031804468.1	XP_005329689.1
OG0016073	XP_031804570.1	XP_040146870.1
OG0016074	XP_031804572.1	XP_005336875.1
OG0016075	XP_031804588.1	XP_005336861.1
OG0016076	XP_031804591.1	XP_005336856.1
OG0016077	XP_031804595.1	XP_040145316.1
OG0016078	XP_031804638.1	XP_040145293.1
OG0016079	XP_031804644.1	XP_005340168.1
OG0016080	XP_031804682.1	XP_005336130.1
OG0016081	XP_031804683.1	XP_005336088.1
OG0016082	XP_031804721.1	XP_005336106.1
OG0016083	XP_031804751.1	XP_021589456.2
OG0016084	XP_031804760.1	XP_005341944.1
OG0016085	XP_031804775.1	XP_005341926.1
OG0016087	XP_031804886.1	XP_005334610.1
OG0016088	XP_031804860.1	XP_040146977.1
OG0016089	XP_031804847.1	XP_005334593.1
OG0016090	XP_003763377.1	XP_005334579.1
OG0016092	XP_031805008.1	XP_005334561.1
OG0016093	XP_031804894.1	XP_005334548.1
OG0016096	XP_031796047.1	XP_021581850.1
OG0016097	XP_031793603.1	XP_040137880.1
OG0016098	XP_003771390.2	XP_005334072.1
OG0016099	XP_031795391.1	XP_040137120.1
OG0016100	XP_031795349.1	XP_005334021.1
OG0016101	XP_031795171.1	XP_005334052.1
OG0016102	XP_023360385.1	XP_013217721.1
OG0016103	XP_003771354.1	XP_021587873.1
OG0016104	XP_031794874.1	XP_005334065.1
OG0016105	XP_031794160.1	XP_005338420.1
OG0016106	XP_031794131.1	XP_040136987.1
OG0016107	XP_023360338.1	XP_005338376.1
OG0016111	XP_031794068.1	XP_005331967.1
OG0016112	XP_003771316.2	XP_021586441.1
OG0016113	XP_003771314.1	XP_005331956.1
OG0016115	XP_003771228.3	XP_005331931.1
OG0016116	XP_012406145.1	XP_040136887.1
OG0016117	XP_031794240.1	XP_005328973.1
OG0016119	XP_031794289.1	XP_005328965.1
OG0016120	XP_003771199.1	XP_005328960.1
OG0016121	XP_023360266.1	XP_005328959.1
OG0016122	XP_003775384.1	XP_005342942.1
OG0016123	XP_003770894.1	XP_005339983.1
OG0016125	XP_031796325.1	XP_005334081.1
OG0016127	XP_031793886.1	XP_005324935.1
OG0016128	XP_023356711.1	XP_005324950.1
OG0016129	XP_003772402.2	XP_005324957.1
OG0016130	XP_003772399.1	XP_005324963.1
OG0016132	XP_003770914.4	XP_005324971.1
OG0016133	XP_012405889.2	XP_005324985.2
OG0016134	XP_031793760.1	XP_040136580.1
OG0016135	XP_012406950.1	XP_005325040.1
OG0016136	XP_003772250.1	XP_040136526.1
OG0016138	XP_003772275.1	XP_013213860.1
OG0016139	XP_031793678.1	XP_005325073.1
OG0016140	XP_031793673.1	XP_005325085.1
OG0016141	XP_003772376.2	XP_005325121.1
OG0016142	XP_003772364.2	XP_005325123.1
OG0016143	XP_003772366.2	XP_005325126.1
OG0016144	XP_003772756.2	XP_005325159.1
OG0016145	XP_031811898.1	XP_005333792.1
OG0016146	XP_012397290.2	XP_005333697.1
OG0016147	XP_003755431.2	XP_040128458.1
OG0016148	XP_003755415.2	XP_005320730.1
OG0016149	XP_031811863.1	XP_005320803.1
OG0016150	XP_031812884.1	XP_040129349.1
OG0016151	XP_003755294.1	XP_005333793.1
OG0016152	XP_003755292.1	XP_005333777.1
OG0016153	XP_003755290.1	XP_005335353.1
OG0016154	XP_031812011.1	XP_021588900.1
OG0016155	XP_012395972.1	XP_013218311.1
OG0016156	XP_031812049.1	XP_005335332.1
OG0016157	XP_031812066.1	XP_005335327.1
OG0016158	XP_031812057.1	XP_005335323.1
OG0016159	XP_031812068.1	XP_005335319.1
OG0016160	XP_023350540.2	XP_021588850.1
OG0016161	XP_031812074.1	XP_005335308.1
OG0016162	XP_031812088.1	XP_005335296.2
OG0016163	XP_031812094.1	XP_005335293.1
OG0016164	XP_031812098.1	XP_005335291.1
OG0016165	XP_003758861.1	XP_005335283.1
OG0016166	XP_031811562.1	XP_021587579.1
OG0016167	XP_031805240.1	XP_005333741.2
OG0016168	XP_031811622.1	XP_005333673.1
OG0016169	XP_003755455.1	XP_005333658.1
OG0016170	XP_031811644.1	XP_021587504.1
OG0016171	XP_023351883.1	XP_021587503.1
OG0016173	XP_031811664.1	XP_040128896.1
OG0016174	XP_031811668.1	XP_005333636.1
OG0016175	XP_023351749.2	XP_040128464.1
OG0016176	XP_031811794.1	XP_005320766.1
OG0016177	XP_031811799.1	XP_040128404.1
OG0016178	XP_031811849.1	XP_040128399.1
OG0016179	XP_003755350.1	XP_040128949.1
OG0016180	XP_031812877.1	XP_040128073.1
OG0016181	XP_031812880.1	XP_040127693.1
OG0016183	XP_003754985.1	XP_005320846.1
OG0016184	XP_003754986.1	XP_040128730.1
OG0016185	XP_003755204.2	XP_005339139.2
OG0016186	XP_003759321.2	XP_005339122.1
OG0016187	XP_003759833.2	XP_013216978.2
OG0016188	XP_003760318.2	XP_005316383.1
OG0016189	XP_031802249.1	XP_005322977.1
OG0016190	XP_031802241.1	XP_040124038.1
OG0016191	XP_031802186.1	XP_005323001.1
OG0016192	XP_003759752.3	XP_005335881.1
OG0016193	XP_003759750.1	XP_005335883.1
OG0016194	XP_003759746.1	XP_005335891.1
OG0016195	XP_003759744.2	XP_005335894.3
OG0016196	XP_031802809.1	XP_005328687.1
OG0016197	XP_012397171.2	XP_005328703.1
OG0016198	XP_003760298.1	XP_005328713.1
OG0016199	XP_031807955.1	XP_005316468.1
OG0016200	XP_031811187.1	XP_040131335.1
OG0016201	XP_031812658.1	XP_005316895.1
OG0016202	XP_003756012.3	XP_005337197.1
OG0016203	XP_031807894.1	XP_005337188.1
OG0016204	XP_023356040.1	XP_040130100.1
OG0016205	XP_031807927.1	XP_021581373.1
OG0016206	XP_031807935.1	XP_013213219.1
OG0016207	XP_003756041.2	XP_005316465.2
OG0016208	XP_031807964.1	XP_005316471.1
OG0016209	XP_031807982.1	XP_005316493.1
OG0016210	XP_031807985.1	XP_013214725.1
OG0016211	XP_031805143.1	XP_040131578.1
OG0016212	XP_031808007.1	XP_040131497.1
OG0016213	XP_003756096.1	XP_040129940.1
OG0016214	XP_023356476.2	XP_005316534.1
OG0016215	XP_003756111.2	XP_040131940.1
OG0016216	XP_003756107.1	XP_005316550.1
OG0016217	XP_031808079.1	XP_005316559.1
OG0016218	XP_031808107.1	XP_021582226.1
OG0016219	XP_031811008.1	XP_013215298.1
OG0016221	XP_031811039.1	XP_005316610.1
OG0016222	XP_003755766.1	XP_021582599.1
OG0016223	XP_031811267.1	XP_005316736.1
OG0016224	XP_031811227.1	XP_013213083.1
OG0016225	XP_031811219.1	XP_005316762.1
OG0016227	XP_031811157.1	XP_005317005.1
OG0016228	XP_031812209.1	XP_021583752.2
OG0016229	XP_003755018.1	XP_040131634.1
OG0016230	XP_003759239.1	XP_005316860.1
OG0016231	XP_031811236.1	XP_040130373.1
OG0016232	XP_003763426.1	XP_005323609.1
OG0016233	XP_003766645.1	XP_005323600.1
OG0016234	XP_031815025.1	XP_005324364.2
OG0016235	XP_003766774.1	XP_005324363.1
OG0016236	XP_031815109.1	XP_005323627.1
OG0016238	XP_031815150.1	XP_040143144.1
OG0016239	XP_023354668.1	XP_005323657.2
OG0016240	XP_031815206.1	XP_040143145.1
OG0016241	XP_031815184.1	XP_013213236.1
OG0016242	XP_003763427.1	XP_005323522.1
OG0016244	XP_031824164.1	XP_021575730.1
OG0016245	XP_012399798.1	XP_005335449.1
OG0016246	XP_003773042.1	XP_005330163.1
OG0016247	XP_003773038.1	XP_005330154.1
OG0016248	XP_031797678.1	XP_005330153.1
OG0016249	XP_003774361.1	XP_040149064.1
OG0016250	XP_031797522.1	XP_005339861.1
OG0016252	XP_031797617.1	XP_040148128.1
OG0016253	XP_031798316.1	XP_021590230.2
OG0016254	XP_003772825.2	XP_005327109.1
OG0016255	XP_003763575.1	XP_005335631.1
OG0016256	XP_031815496.1	XP_040126520.1
OG0016257	XP_003763614.1	XP_005335634.1
OG0016258	XP_023354752.1	XP_005341035.1
OG0016259	XP_023354813.1	XP_005327691.1
OG0016261	XP_031799548.1	XP_005338934.1
OG0016263	XP_031824551.1	XP_005340339.1
OG0016265	XP_031819422.1	XP_021576306.1
OG0016266	XP_031819541.1	XP_005331048.1
OG0016267	XP_003766246.1	XP_005338355.1
OG0016268	XP_023356666.1	XP_040126146.1, XP_040126504.1
OG0016269	XP_031808173.1	XP_040129319.1
OG0016270	XP_031801974.1	XP_040127582.1
OG0016271	XP_003759662.2	XP_021588826.1
OG0016272	XP_023351669.2	XP_005340791.1
OG0016273	XP_031801942.1	XP_040127848.1
OG0016274	XP_023356481.1	XP_021585483.1
OG0016275	XP_031823978.1	XP_005331118.1
OG0016276	XP_031823961.1	XP_040126122.1
OG0016277	XP_031823974.1	XP_005331109.1
OG0016278	XP_031823939.1	XP_005331083.1
OG0016280	XP_023356640.1	XP_005331058.1
OG0016281	XP_031813302.1	XP_005331045.1
OG0016282	XP_031813288.1	XP_005331027.1
OG0016283	XP_031813274.1	XP_005338479.1
OG0016284	XP_003766238.1	XP_005338350.1
OG0016285	XP_023356588.1	XP_005332564.1
OG0016286	XP_031813491.1	XP_005332553.1
OG0016287	XP_031813500.1	XP_021586833.1
OG0016288	XP_003760278.3	XP_021588816.2
OG0016289	XP_031802808.1	XP_040138123.1
OG0016290	XP_031802806.1	XP_005335219.1
OG0016291	XP_031802740.1	XP_005327581.2
OG0016292	XP_031802738.1	XP_005327540.1
OG0016293	XP_031802714.1	XP_040139600.1
OG0016294	XP_031802708.1	XP_013215091.1
OG0016295	XP_023352098.2	XP_040138058.1
OG0016296	XP_031802671.1	XP_005329196.1
OG0016297	XP_003760195.1	XP_005329197.1
OG0016298	XP_031802668.1	XP_013215718.2
OG0016300	XP_031802771.1	XP_005327551.1
OG0016301	XP_003763920.1	XP_005315851.1
OG0016302	XP_003763943.1	XP_005315812.1
OG0016303	XP_003763991.1	XP_005315744.1
OG0016304	XP_031816322.1	XP_005324653.1
OG0016305	XP_003763921.4	XP_005315848.1
OG0016306	XP_003763928.1	XP_005315832.1
OG0016307	XP_031816374.1	XP_005315747.1
OG0016308	XP_031816325.1	XP_040150402.1
OG0016309	XP_012400277.1	XP_013213744.1
OG0016310	XP_003764041.3	XP_013213729.1
OG0016311	XP_003764031.1	XP_005324685.1
OG0016312	XP_003764068.1	XP_005324726.1
OG0016313	XP_003764087.1	XP_005324445.1
OG0016314	XP_031816272.1	XP_005324704.1
OG0016315	XP_003766038.2	XP_005335169.1
OG0016316	XP_031813896.1	XP_005330541.1
OG0016317	XP_003764088.2	XP_005324442.1
OG0016318	XP_031816090.1	XP_005340923.1
OG0016319	XP_003765922.1	XP_005338950.1
OG0016320	XP_031814180.1	XP_040150644.1
OG0016321	XP_031814174.1	XP_021591357.1
OG0016322	XP_003766056.1	XP_040150648.1
OG0016323	XP_031813984.1	XP_040150782.1
OG0016324	XP_031813973.1	XP_013221059.1
OG0016325	XP_031813962.1	XP_040150808.1
OG0016326	XP_003765995.1	XP_005331893.1
OG0016327	XP_031813939.1	XP_005331888.1
OG0016328	XP_031813897.1	XP_005330540.1
OG0016329	XP_031819550.1	XP_005330542.1
OG0016330	XP_003764102.1	XP_005324416.1
OG0016331	XP_012403465.1	XP_005339422.1
OG0016332	XP_003767625.2	XP_005330377.2
OG0016333	XP_031792916.1	XP_005335407.3
OG0016334	XP_003767740.2	XP_005335023.1
OG0016335	XP_031793237.1	XP_005335017.1
OG0016336	XP_003767772.1	XP_005335909.1
OG0016337	XP_012403082.1	XP_005319912.1
OG0016338	XP_012403083.3	XP_005319913.1
OG0016339	XP_003767436.1	XP_005319952.1
OG0016340	XP_003767411.1	XP_005342680.1
OG0016341	XP_012404945.1	XP_013221422.1
OG0016342	XP_003767924.2	XP_005339436.1
OG0016343	XP_031824274.1, XP_012403078.1	XP_021578370.1
OG0016345	XP_003775008.1	XP_005340225.1
OG0016346	XP_031800291.1	XP_005337551.1
OG0016348	XP_023362820.1	XP_005331821.1
OG0016349	XP_031800379.1	XP_005319425.1
OG0016352	XP_003774852.1	XP_005337743.1
OG0016353	XP_031800513.1	XP_040142095.1
OG0016355	XP_031814868.1	XP_005316014.1
OG0016356	XP_003765593.1	XP_005316058.1
OG0016357	XP_031814793.1	XP_040148090.1
OG0016358	XP_031815353.1	XP_005334875.1
OG0016359	XP_031815318.1	XP_005329222.1
OG0016360	XP_031815298.1	XP_005324010.1
OG0016361	XP_003763506.1	XP_005324025.1
OG0016362	XP_031815237.1	XP_005324042.1
OG0016364	XP_031800666.1	XP_005338710.1
OG0016365	XP_031800174.1	XP_005338741.1
OG0016366	XP_031800158.1	XP_021575476.1
OG0016367	XP_031800938.1	XP_005339848.1
OG0016368	XP_031801028.1	XP_005335259.1
OG0016369	XP_031800269.1	XP_005340216.1
OG0016370	XP_031800650.1	XP_040137926.1
OG0016371	XP_031800651.1	XP_040137923.1
OG0016372	XP_031800420.1	XP_021575593.1
OG0016373	XP_031800478.1	XP_040137860.1
OG0016374	XP_031800669.1	XP_005337541.1
OG0016376	XP_003775076.1	XP_005340738.1
OG0016377	XP_023351028.1	XP_013220825.3
OG0016378	XP_031800183.1	XP_021580908.1
OG0016381	XP_031801130.1	XP_040139947.1
OG0016382	XP_003774718.1	XP_005323426.1
OG0016383	XP_031801032.1	XP_040140737.1, XP_013211469.1
OG0016384	XP_003774835.1	XP_005319362.1
OG0016387	XP_003774868.1	XP_040142668.1
OG0016388	XP_031800392.1	XP_021591082.1
OG0016389	XP_031800221.1	XP_040142926.1
OG0016390	XP_031800372.1	XP_005340683.1
OG0016391	XP_031800371.1	XP_005340687.1
OG0016392	XP_003774701.2	XP_005340702.1
OG0016394	XP_003775015.1	XP_021575606.1
OG0016395	XP_003774801.1	XP_005337532.1
OG0016396	XP_012404799.2	XP_005329826.1
OG0016397	XP_031799021.1	XP_005330833.1
OG0016398	XP_031820424.1	XP_005324836.1
OG0016401	XP_031798990.1	XP_005333293.1
OG0016402	XP_012396573.1	XP_040128336.1
OG0016403	XP_003770806.2, XP_031801725.1	XP_005337933.2
OG0016405	XP_003768465.1	XP_013215382.1
OG0016406	XP_031794111.1	XP_005338368.1
OG0016407	XP_023351254.1	XP_005336604.1
OG0016408	XP_003761323.1	XP_005339525.1
OG0016409	XP_012400552.1, XP_003764403.1	XP_005328483.1
OG0016410	XP_003761346.1	XP_005337495.1
OG0016411	XP_012401272.3	XP_005341645.1
OG0016412	XP_003772829.1	XP_005341395.1
OG0016413	XP_031794073.1	XP_005331965.1
OG0016414	XP_003767917.1	XP_005339444.3
OG0016416	XP_031797772.1	XP_005340085.1
OG0016417	XP_012395405.2	XP_005322183.1
OG0016418	XP_031823606.1, XP_031823605.1	XP_040137897.1
OG0016419	XP_012401266.2	XP_005342311.2
OG0016420	XP_031800967.1	XP_005339844.1
OG0016422	XP_003772695.2	XP_005325114.1
OG0016423	XP_031804711.1	XP_013221440.1
OG0016425	XP_031795755.1	XP_040137733.1
OG0016427	XP_012402042.1	XP_040123841.1
OG0016428	XP_012405581.1	XP_021582214.1, XP_040129748.1
OG0016429	XP_012408482.1	XP_005331706.2
OG0016430	XP_031800419.1	XP_021584464.1
OG0016431	XP_031813417.1	XP_005325787.1
OG0016432	XP_003767876.1	XP_021578763.1
OG0016433	XP_031817965.1	XP_013217701.2
OG0016434	XP_031822020.1	XP_005321811.1
OG0016442	XP_031799520.1	XP_040140193.1
OG0016455	XP_003769361.1	XP_005335939.1
OG0016457	XP_031819367.1	XP_040135862.1
OG0016458	XP_003767652.1	XP_005330374.2
OG0016460	XP_012406292.1	XP_005320365.1
OG0016461	XP_031793045.1	XP_005330364.1
OG0016464	XP_031793682.1	XP_005325058.1
OG0016466	XP_003771591.1	XP_005332334.1
OG0016470	XP_003767370.2	XP_005339183.2
OG0016472	XP_012395140.1	XP_005341439.1
OG0016474	XP_031813635.1	XP_013220478.3
OG0016477	XP_031801062.1	XP_005342056.1
