Orthogroup	Sarcophilus_harrisii	Canis_lupus_familiaris
OG0015007	XP_003758478.1	XP_038394476.1
OG0015008	XP_023350824.2	XP_038394498.1
OG0015009	XP_031806124.1	XP_038394526.1
OG0015010	XP_003758446.2	XP_038394542.1
OG0015011	XP_031805096.1	XP_038394543.1
OG0015012	XP_031806162.1	XP_038394613.1
OG0015013	XP_003758441.1	XP_038394665.1
OG0015014	XP_031806188.1	XP_038394698.1
OG0015015	XP_031824257.1	XP_038394736.1
OG0015016	XP_031824908.1	XP_038394739.1
OG0015017	XP_031818826.1	XP_038394744.1
OG0015018	XP_031798429.1	XP_038394798.1
OG0015019	XP_031818242.1	XP_038394813.1
OG0015020	XP_003761979.1	XP_038394822.1
OG0015021	XP_003767375.1	XP_038394843.1
OG0015022	XP_031824765.1	XP_038394855.1
OG0015023	XP_003762010.1	XP_038394870.1
OG0015024	XP_003769807.2	XP_038394873.1
OG0015025	XP_003769796.1	XP_038394874.1
OG0015026	XP_031823815.1	XP_038395047.1
OG0015027	XP_031821228.1	XP_038395135.1
OG0015028	XP_012404280.1	XP_038395136.1
OG0015029	XP_031821203.1	XP_038395161.1
OG0015030	XP_023358588.1	XP_038395190.1
OG0015031	XP_012404256.1	XP_038395192.1
OG0015033	XP_031821138.1	XP_038395230.1
OG0015034	XP_003768879.1	XP_038395243.1
OG0015035	XP_012404261.1	XP_038395255.1
OG0015036	XP_003768901.2	XP_038395268.1
OG0015037	XP_031796416.1	XP_038395362.1
OG0015038	XP_003761515.1	XP_038395381.1
OG0015039	XP_003761510.1	XP_038395401.1
OG0015040	XP_012398240.2	XP_038395411.1
OG0015041	XP_031796800.1	XP_038395502.1
OG0015042	XP_031796956.1	XP_038395532.1
OG0015043	XP_031805258.1	XP_038395549.1
OG0015044	XP_003761584.1	XP_038395572.1
OG0015045	XP_003775312.2	XP_038395685.1
OG0015047	XP_012398758.1	XP_038395794.1
OG0015048	XP_003762113.1	XP_038395797.1
OG0015049	XP_003762136.2	XP_038395798.1
OG0015050	XP_003762124.2	XP_038395837.1
OG0015051	XP_031818919.1	XP_038395859.1
OG0015052	XP_031818874.1	XP_038395885.1
OG0015053	XP_031801182.1	XP_038395957.1
OG0015054	XP_031801168.1	XP_038395970.1
OG0015055	XP_031801192.1	XP_038395974.1
OG0015056	XP_031801193.1	XP_038395977.1
OG0015057	XP_003761506.1	XP_038396019.1
OG0015058	XP_031798533.1	XP_038396161.1
OG0015059	XP_012398199.2	XP_038396173.1
OG0015060	XP_003761470.1	XP_038396181.1
OG0015061	XP_031800144.1	XP_038396220.1
OG0015062	XP_003761754.1	XP_038396320.1
OG0015063	XP_023353488.2	XP_038396472.1
OG0015064	XP_003761934.1	XP_038396488.1
OG0015065	XP_012398583.3	XP_038396551.1
OG0015066	XP_031801529.1	XP_038396612.1
OG0015067	XP_003762062.1	XP_038396683.1
OG0015068	XP_012398705.3	XP_038396693.1
OG0015069	XP_003762059.1	XP_038396703.1
OG0015070	XP_031801686.1	XP_038396704.1
OG0015071	XP_003762056.1	XP_038396715.1
OG0015072	XP_023353557.1	XP_038396764.1
OG0015073	XP_031801630.1	XP_038396780.1
OG0015074	XP_031801609.1	XP_038396788.1
OG0015075	XP_003762011.1	XP_038396820.1
OG0015076	XP_031801578.1	XP_038396851.1
OG0015077	XP_012398659.2	XP_038396889.1
OG0015078	XP_031801558.1	XP_038396895.1
OG0015079	XP_031823137.1	XP_038396924.1
OG0015080	XP_003769803.2	XP_038396961.1
OG0015081	XP_031823103.1	XP_038396978.1
OG0015082	XP_031823082.1	XP_038397000.1
OG0015083	XP_003769783.1	XP_038397006.1
OG0015084	XP_031823012.1	XP_038397130.1
OG0015085	XP_003767291.3	XP_038397385.1
OG0015086	XP_031825239.1	XP_038397386.1
OG0015087	XP_031825256.1	XP_038397429.1
OG0015088	XP_031792609.1	XP_038397493.1
OG0015090	XP_031824748.1	XP_038397610.1
OG0015091	XP_031824754.1	XP_038397619.1
OG0015092	XP_023357583.1	XP_038397694.1
OG0015093	XP_023357542.1	XP_038397698.1
OG0015094	XP_031792767.1	XP_038397700.1
OG0015095	XP_003760046.2	XP_038397718.1
OG0015096	XP_003760094.1	XP_038397722.1
OG0015097	XP_031822884.1	XP_038397729.1
OG0015098	XP_031792993.1	XP_038397817.1
OG0015099	XP_003767617.1	XP_038397826.1
OG0015100	XP_031792976.1	XP_038397848.1
OG0015101	XP_012405695.2	XP_038397850.1
OG0015102	XP_031793159.1	XP_038397979.1
OG0015103	XP_031793171.1	XP_038397984.1
OG0015104	XP_031793184.1	XP_038397998.1
OG0015105	XP_003767730.1	XP_038398001.1
OG0015106	XP_031793193.1	XP_038398005.1
OG0015107	XP_031793200.1	XP_038398016.1
OG0015108	XP_031792855.1	XP_038398140.1
OG0015109	XP_031792874.1	XP_038398180.1
OG0015110	XP_023357587.1	XP_038398181.1
OG0015111	XP_031792883.1	XP_038398203.1
OG0015112	XP_031792796.1	XP_038398328.1
OG0015114	XP_031792736.1	XP_038398465.1
OG0015115	XP_031792728.1	XP_038398490.1
OG0015116	XP_023357538.1	XP_038398524.1
OG0015117	XP_031792707.1	XP_038398545.1
OG0015118	XP_031792685.1	XP_038398580.1
OG0015119	XP_012403384.2	XP_038398665.1
OG0015120	XP_031822878.1	XP_038398739.1
OG0015121	XP_031822681.1, XP_031822682.1, XP_023359794.2	XP_038398839.1
OG0015122	XP_023358004.1	XP_038398872.1
OG0015123	XP_031822653.1	XP_038398910.1
OG0015124	XP_031822610.1	XP_038398986.1
OG0015125	XP_012403633.2	XP_038399053.1
OG0015126	XP_031822551.1	XP_038399105.1
OG0015127	XP_031801846.1	XP_038399269.1
OG0015128	XP_031801839.1	XP_038399287.1
OG0015129	XP_031801852.1	XP_038399292.1
OG0015130	XP_003759606.1	XP_038399322.1
OG0015131	XP_031802320.1	XP_038399481.1
OG0015132	XP_031802334.1	XP_038399509.1
OG0015133	XP_003760037.1	XP_038399555.1
OG0015134	XP_031802361.1	XP_038399557.1
OG0015135	XP_003760049.1	XP_038399581.1
OG0015136	XP_031808763.1	XP_038399659.1
OG0015137	XP_031802457.1	XP_038399675.1
OG0015138	XP_031802458.1	XP_038399680.1
OG0015139	XP_031802503.1	XP_038399794.1
OG0015140	XP_031802516.1	XP_038399831.1
OG0015141	XP_012408958.3	XP_038399871.1
OG0015142	XP_012396617.1	XP_038399903.1
OG0015143	XP_003759590.1	XP_038399905.1
OG0015144	XP_031810893.1	XP_038399947.1
OG0015145	XP_003755929.1	XP_038399952.1
OG0015146	XP_003756479.1	XP_038399959.1
OG0015147	XP_031808545.1	XP_038399967.1
OG0015148	XP_003756267.1	XP_038399978.1
OG0015149	XP_031810892.1	XP_038400096.1
OG0015150	XP_003755883.1	XP_038400116.1
OG0015151	XP_003755917.1	XP_038400133.1
OG0015152	XP_003755897.1	XP_038400192.1
OG0015153	XP_012400498.1	XP_038400204.1
OG0015154	XP_012400608.1	XP_038400235.1
OG0015156	XP_031810965.1	XP_038400277.1
OG0015157	XP_003755934.1	XP_038400281.1
OG0015158	XP_023356963.1	XP_038400307.1
OG0015159	XP_012402272.1	XP_038400396.1
OG0015160	XP_003758969.1	XP_038400414.1
OG0015161	XP_031808720.1	XP_038400425.1
OG0015162	XP_031808674.1	XP_038400520.1
OG0015163	XP_003756349.1	XP_038400544.1
OG0015164	XP_012404563.1	XP_038400569.1
OG0015165	XP_003758858.1	XP_038400633.1
OG0015166	XP_003756352.2	XP_038400719.1
OG0015167	XP_003756355.1	XP_038400751.1
OG0015168	XP_031808546.1	XP_038400813.1
OG0015169	XP_031808548.1	XP_038400816.1
OG0015170	XP_003756387.1	XP_038400825.1
OG0015171	XP_031808560.1	XP_038400829.1
OG0015172	XP_003759211.2, XP_031808562.1	XP_038400842.1
OG0015173	XP_031808577.1	XP_038400866.1
OG0015174	XP_031808581.1	XP_038400877.1
OG0015175	XP_031808669.1	XP_038400994.1
OG0015176	XP_003756324.1	XP_038401033.1
OG0015178	XP_031808413.1	XP_038401155.1
OG0015179	XP_012403271.1	XP_038401198.1
OG0015180	XP_031808364.1	XP_038401225.1
OG0015181	XP_003756289.2	XP_038401235.1
OG0015182	XP_003756261.1	XP_038401269.1
OG0015183	XP_003756255.2	XP_038401345.1
OG0015184	XP_031808211.1	XP_038401477.1
OG0015185	XP_031808202.1	XP_038401503.1
OG0015186	XP_003756197.1	XP_038401505.1
OG0015187	XP_003756198.1	XP_038401510.1
OG0015188	XP_031808195.1	XP_038401545.1
OG0015189	XP_003756621.1	XP_038401583.1
OG0015190	XP_023360000.2	XP_038401716.1
OG0015191	XP_031809073.1	XP_038401722.1
OG0015192	XP_031809052.1	XP_038401758.1
OG0015193	XP_031809039.1	XP_038401762.1
OG0015194	XP_031809020.1	XP_038401776.1
OG0015195	XP_023359840.1	XP_038401811.1
OG0015196	XP_031808984.1	XP_038401846.1
OG0015197	XP_031808749.1	XP_038401881.1
OG0015198	XP_031808760.1	XP_038401890.1
OG0015199	XP_012405459.1, XP_023359756.1	XP_038401916.1
OG0015200	XP_031822107.1	XP_038401953.1
OG0015201	XP_003768433.1	XP_038401958.1
OG0015202	XP_012405213.1	XP_038401968.1
OG0015203	XP_003770150.1	XP_038401974.1
OG0015204	XP_003757551.1	XP_038401978.1
OG0015205	XP_003768695.2	XP_038402008.1
OG0015206	XP_003768376.2	XP_038402068.1
OG0015207	XP_003768413.1	XP_038402070.1
OG0015208	XP_031821929.1	XP_038402072.1
OG0015209	XP_003768014.1	XP_038402074.1
OG0015210	XP_031822315.1	XP_038402077.1
OG0015211	XP_003757575.1	XP_038402087.1
OG0015212	XP_023359747.1	XP_038402143.1
OG0015213	XP_031824324.1	XP_038402155.1
OG0015214	XP_031816987.1	XP_038402198.1
OG0015215	XP_012405722.1, XP_012404054.1	XP_038402216.1
OG0015216	XP_003768653.1	XP_038402238.1
OG0015217	XP_003768654.1	XP_038402239.1
OG0015218	XP_003768659.1	XP_038402252.1
OG0015219	XP_031821484.1	XP_038402261.1
OG0015220	XP_031824345.1	XP_038402320.1
OG0015221	XP_023358292.1	XP_038402473.1
OG0015222	XP_031821704.1	XP_038402489.1
OG0015223	XP_003768576.2	XP_038402567.1
OG0015224	XP_031821625.1	XP_038402572.1
OG0015226	XP_003768598.1	XP_038402636.1
OG0015227	XP_031821575.1	XP_038402670.1
OG0015228	XP_031821546.1	XP_038402717.1
OG0015229	XP_031821544.1	XP_038402719.1
OG0015230	XP_031821527.1	XP_038402739.1
OG0015231	XP_031813109.1	XP_038402746.1
OG0015235	XP_031821748.1	XP_038402828.1
OG0015236	XP_003768500.1	XP_038402833.1
OG0015237	XP_003768498.1	XP_038402836.1
OG0015238	XP_031821800.1	XP_038402936.1
OG0015239	XP_003768479.1	XP_038402982.1
OG0015240	XP_003768459.1	XP_038402990.1
OG0015241	XP_003768474.1	XP_038403006.1
OG0015242	XP_003768426.1	XP_038403061.1
OG0015243	XP_003768231.1	XP_038403145.1
OG0015244	XP_031822198.1	XP_038403146.1
OG0015245	XP_023358093.1	XP_038403168.1
OG0015246	XP_012403695.1	XP_038403175.1
OG0015247	XP_012403696.1	XP_038403182.1
OG0015248	XP_031822171.1	XP_038403202.1
OG0015249	XP_003768212.3	XP_038403211.1
OG0015250	XP_012403722.1	XP_038403227.1
OG0015251	XP_031822123.1	XP_038403270.1
OG0015252	XP_012403737.1	XP_038403272.1
OG0015253	XP_012403787.1	XP_038403299.1
OG0015254	XP_003768294.1	XP_038403300.1
OG0015255	XP_031822083.1	XP_038403320.1
OG0015256	XP_031822056.1	XP_038403350.1
OG0015257	XP_003768317.1	XP_038403361.1
OG0015258	XP_031821990.1	XP_038403443.1
OG0015259	XP_031821980.1	XP_038403467.1
OG0015260	XP_031821974.1	XP_038403474.1
OG0015261	XP_003768382.1	XP_038403509.1
OG0015262	XP_003768405.1	XP_038403510.1
OG0015263	XP_003768386.1	XP_038403521.1
OG0015264	XP_031821953.1	XP_038403530.1
OG0015265	XP_003768391.1	XP_038403534.1
OG0015266	XP_012403857.2	XP_038403561.1
OG0015267	XP_003770374.1	XP_038403576.1
OG0015268	XP_031824528.1	XP_038403577.1
OG0015269	XP_031822258.1	XP_038403617.1
OG0015270	XP_012403534.1	XP_038403682.1
OG0015271	XP_023357927.1	XP_038403717.1
OG0015272	XP_031822302.1	XP_038403733.1
OG0015273	XP_031822330.1	XP_038403787.1
OG0015274	XP_031822338.1	XP_038403821.1
OG0015275	XP_003767982.2	XP_038403883.1
OG0015276	XP_031824370.1	XP_038403914.1
OG0015277	XP_023357879.1	XP_038403915.1
OG0015278	XP_031822388.1	XP_038403917.1
OG0015279	XP_023357966.1	XP_038403972.1
OG0015281	XP_031823448.1	XP_038404037.1
OG0015282	XP_031823464.1	XP_038404062.1
OG0015283	XP_031823518.1	XP_038404136.1
OG0015284	XP_003770070.3	XP_038404150.1
OG0015285	XP_003770073.1	XP_038404155.1
OG0015286	XP_031823536.1	XP_038404159.1
OG0015287	XP_031823550.1	XP_038404173.1
OG0015288	XP_031823563.1	XP_038404215.1
OG0015289	XP_031823566.1	XP_038404216.1
OG0015290	XP_031823597.1	XP_038404332.1
OG0015291	XP_031823600.1	XP_038404338.1
OG0015292	XP_031824598.1	XP_038404357.1
OG0015293	XP_031823627.1	XP_038404368.1
OG0015294	XP_031823641.1	XP_038404394.1
OG0015295	XP_031823648.1	XP_038404402.1
OG0015296	XP_031823650.1	XP_038404407.1
OG0015297	XP_031823658.1	XP_038404421.1
OG0015298	XP_031823678.1	XP_038404464.1
OG0015299	XP_031813224.1	XP_038404490.1
OG0015300	XP_031813217.1	XP_038404495.1
OG0015301	XP_012395063.2	XP_038404511.1
OG0015302	XP_031807769.1	XP_038404611.1
OG0015303	XP_031807811.1	XP_038404615.1
OG0015304	XP_031807823.1	XP_038404624.1
OG0015306	XP_031805138.1	XP_038404644.1
OG0015307	XP_023350122.1	XP_038404714.1
OG0015308	XP_031810820.1	XP_038404724.1
OG0015309	XP_031810825.1	XP_038404726.1
OG0015310	XP_003757497.1	XP_038404756.1
OG0015311	XP_012409456.1	XP_038404761.1
OG0015312	XP_003757503.1	XP_038404776.1
OG0015313	XP_003757510.1	XP_038404798.1
OG0015314	XP_003757482.1	XP_038404863.1
OG0015315	XP_031810718.1	XP_038404916.1
OG0015316	XP_012409390.2	XP_038405000.1
OG0015317	XP_031810653.1	XP_038405002.1
OG0015318	XP_003757446.1	XP_038405015.1
OG0015319	XP_003757380.1	XP_038405032.1
OG0015320	XP_003757437.2	XP_038405049.1
OG0015321	XP_031810574.1	XP_038405135.1
OG0015322	XP_003757427.1	XP_038416563.1, XP_038405145.1
OG0015323	XP_031810547.1	XP_038405195.1
OG0015324	XP_031810536.1	XP_038405221.1
OG0015325	XP_031810155.1	XP_038405300.1
OG0015326	XP_031810154.1	XP_038405301.1
OG0015327	XP_031810104.1	XP_038405402.1
OG0015328	XP_023358341.2	XP_038405419.1
OG0015329	XP_031797035.1	XP_038405432.1, XP_038405431.1
OG0015330	XP_003772325.1	XP_038405436.1
OG0015331	XP_012406982.2	XP_038405439.1
OG0015332	XP_012407040.1	XP_038405452.1
OG0015333	XP_023356225.1	XP_038405455.1
OG0015334	XP_031805112.1	XP_038405476.1
OG0015335	XP_023361050.1	XP_038405543.1
OG0015336	XP_031797036.1	XP_038405603.1
OG0015337	XP_003772763.2	XP_038405615.1
OG0015338	XP_031796957.1	XP_038405710.1
OG0015339	XP_031796943.1	XP_038405718.1
OG0015340	XP_003772350.2	XP_038405764.1
OG0015341	XP_031796793.1	XP_038405800.1
OG0015342	XP_012405917.2	XP_038405855.1
OG0015343	XP_012405884.1	XP_038405898.1
OG0015344	XP_003770976.1	XP_038405917.1
OG0015345	XP_003770979.1	XP_038405934.1
OG0015346	XP_031794808.1	XP_038405948.1
OG0015347	XP_023360075.1	XP_038405950.1
OG0015349	XP_031794413.1	XP_038406030.1
OG0015350	XP_031794492.1	XP_038406069.1
OG0015351	XP_003770839.1	XP_038406089.1
OG0015352	XP_031796744.1	XP_038406126.1
OG0015353	XP_031796912.1	XP_038406196.1
OG0015354	XP_003772286.2	XP_038406293.1
OG0015355	XP_031796764.1	XP_038406385.1
OG0015356	XP_003772384.1	XP_038406553.1
OG0015357	XP_031797043.1	XP_038406573.1
OG0015358	XP_012406114.1	XP_038406587.1
OG0015359	XP_031796759.1	XP_038406593.1
OG0015360	XP_031794751.1	XP_038406661.1
OG0015361	XP_012406078.2	XP_038406669.1
OG0015362	XP_031793955.1	XP_038406696.1
OG0015363	XP_031793680.1	XP_038406729.1
OG0015364	XP_031817103.1	XP_038406912.1
OG0015366	XP_023356188.1	XP_038406976.1, XP_038406980.1, XP_038406978.1, XP_038406977.1
OG0015367	XP_023350757.1	XP_038407088.1
OG0015368	XP_012395693.1	XP_038407105.1
OG0015369	XP_031805109.1	XP_038407113.1
OG0015370	XP_031806307.1	XP_038407164.1
OG0015371	XP_031806334.1	XP_038407188.1
OG0015372	XP_031806340.1	XP_038407204.1
OG0015373	XP_003758322.2	XP_038407224.1
OG0015374	XP_031806367.1	XP_038407232.1
OG0015375	XP_012395389.1	XP_038407416.1
OG0015376	XP_031806519.1	XP_038407445.1
OG0015377	XP_003775382.3	XP_038407485.1
OG0015378	XP_031795754.1	XP_038407498.1
OG0015380	XP_003759550.2	XP_038407537.1
OG0015381	XP_023359293.2	XP_038407539.1
OG0015382	XP_012406086.1	XP_038407544.1
OG0015383	XP_003762198.1	XP_038407546.1
OG0015384	XP_023353428.1	XP_038407557.1
OG0015385	XP_031805162.1	XP_038407587.1
OG0015387	XP_031809682.1	XP_038407671.1
OG0015388	XP_031809694.1	XP_038407681.1
OG0015389	XP_031809695.1	XP_038407687.1
OG0015390	XP_031809649.1	XP_038407732.1
OG0015391	XP_003756930.1	XP_038407743.1
OG0015392	XP_003756927.1	XP_038407749.1
OG0015393	XP_003761321.1	XP_038407773.1
OG0015394	XP_031794904.1	XP_038407890.1
OG0015395	XP_031824201.1	XP_038407990.1
OG0015398	XP_003756533.1	XP_038408077.1
OG0015399	XP_031808921.1	XP_038408085.1
OG0015400	XP_031808919.1	XP_038408089.1
OG0015401	XP_003756505.1	XP_038408125.1
OG0015402	XP_031808885.1	XP_038408134.1
OG0015403	XP_031808867.1	XP_038408176.1
OG0015404	XP_003756638.1	XP_038408202.1
OG0015405	XP_031809186.1	XP_038408211.1
OG0015406	XP_031809209.1	XP_038408238.1
OG0015407	XP_003756633.1	XP_038408242.1
OG0015408	XP_031809217.1	XP_038408245.1
OG0015409	XP_003762187.1	XP_038408255.1
OG0015410	XP_031817424.1	XP_038408365.1
OG0015411	XP_031817363.1	XP_038408377.1
OG0015412	XP_031800482.1	XP_038408419.1
OG0015414	XP_023353128.1	XP_038408486.1
OG0015415	XP_031799179.1	XP_038408495.1
OG0015416	XP_012398079.1	XP_038408527.1
OG0015417	XP_003763021.1	XP_038408538.1
OG0015418	XP_023353424.1	XP_038408606.1
OG0015419	XP_031801271.1	XP_038408624.1
OG0015420	XP_012398502.2	XP_038408627.1
OG0015421	XP_031801231.1	XP_038408671.1
OG0015422	XP_031801212.1	XP_038408691.1
OG0015423	XP_031801226.1	XP_038408708.1
OG0015424	XP_012399562.1	XP_038408732.1
OG0015426	XP_003761389.1	XP_038408734.1
OG0015427	XP_031792974.1	XP_038408782.1
OG0015428	XP_023353088.1	XP_038408802.1
OG0015429	XP_003761418.4	XP_038408804.1
OG0015430	XP_031825233.1	XP_038408827.1
OG0015431	XP_003761417.1	XP_038408832.1
OG0015432	XP_031825163.1	XP_038408841.1
OG0015433	XP_031801388.1	XP_038408847.1
OG0015434	XP_023353463.1	XP_038408854.1
OG0015435	XP_031817304.1	XP_038408935.1
OG0015436	XP_031825096.1	XP_038408973.1
OG0015437	XP_031807440.1	XP_038409007.1
OG0015438	XP_031798694.1	XP_038409021.1
OG0015439	XP_031800220.1	XP_038409034.1
OG0015440	XP_003757357.1	XP_038409074.1
OG0015441	XP_003757115.1	XP_038409149.1
OG0015442	XP_023363151.1	XP_038409175.1
OG0015443	XP_031810068.1	XP_038409232.1
OG0015444	XP_012404549.1	XP_038409258.1
OG0015445	XP_031824477.1	XP_038409303.1
OG0015446	XP_003768939.1	XP_038409357.1
OG0015447	XP_003768935.2	XP_038409360.1
OG0015448	XP_003768942.1	XP_038409377.1
OG0015449	XP_031821056.1	XP_038409396.1
OG0015450	XP_031821058.1	XP_038409397.1
OG0015452	XP_031821030.1	XP_038409435.1
OG0015453	XP_012404399.1	XP_038409502.1
OG0015454	XP_031821014.1	XP_038440981.1, XP_038409541.1
OG0015455	XP_003768969.1	XP_038409563.1
OG0015457	XP_031820973.1	XP_038409580.1
OG0015458	XP_031820926.1	XP_038409652.1
OG0015459	XP_003769016.1	XP_038409691.1
OG0015460	XP_031820885.1	XP_038409726.1
OG0015461	XP_031820805.1	XP_038409837.1
OG0015462	XP_003769056.2	XP_038409847.1
OG0015463	XP_031820785.1	XP_038409867.1
OG0015464	XP_003769090.1	XP_038409927.1
OG0015465	XP_031820699.1	XP_038410014.1
OG0015466	XP_023359757.2	XP_038410023.1
OG0015467	XP_003769119.2	XP_038410028.1
OG0015468	XP_031820657.1	XP_038410098.1
OG0015469	XP_012404532.1	XP_038410099.1
OG0015470	XP_031820625.1	XP_038410125.1
OG0015471	XP_031820593.1	XP_038410227.1
OG0015472	XP_003769220.1	XP_038410290.1
OG0015473	XP_031820546.1	XP_038410350.1
OG0015474	XP_003769261.2	XP_038410472.1
OG0015475	XP_031820456.1	XP_038410525.1
OG0015476	XP_012404633.2	XP_038410527.1
OG0015477	XP_031820440.1	XP_038410559.1
OG0015478	XP_003769300.2	XP_038410576.1
OG0015479	XP_012404654.1	XP_038410587.1
OG0015480	XP_003769313.1	XP_038410597.1
OG0015481	XP_003769328.1	XP_038410653.1
OG0015482	XP_003769343.3	XP_038410662.1
OG0015483	XP_003769351.1	XP_038410690.1
OG0015484	XP_012404681.2	XP_038410706.1
OG0015485	XP_031820265.1	XP_038410872.1
OG0015486	XP_003769671.1	XP_038410948.1
OG0015487	XP_031793295.1	XP_038410964.1
OG0015489	XP_031820324.1	XP_038410984.1
OG0015490	XP_031818321.1	XP_038411002.1
OG0015491	XP_003773322.2	XP_038411003.1
OG0015492	XP_012397317.1	XP_038411027.1
OG0015493	XP_012399499.1	XP_038411028.1
OG0015494	XP_031803258.1	XP_038411035.1
OG0015495	XP_031799651.1	XP_038411041.1
OG0015496	XP_003773338.1	XP_038411042.1
OG0015497	XP_031798116.1	XP_038411055.1
OG0015498	XP_003760349.2	XP_038411121.1
OG0015499	XP_031802920.1	XP_038411132.1
OG0015500	XP_003760361.1	XP_038411192.1
OG0015501	XP_003760364.1	XP_038411259.1
OG0015502	XP_003760387.1	XP_038411312.1
OG0015503	XP_003760388.1	XP_038411313.1
OG0015504	XP_003760396.1	XP_038411322.1
OG0015505	XP_031803010.1	XP_038411349.1
OG0015506	XP_031803014.1	XP_038411357.1
OG0015507	XP_003760407.1	XP_038411371.1
OG0015508	XP_031803090.1	XP_038411508.1
OG0015509	XP_031803368.1	XP_038411629.1, XP_038445045.1, XP_038411632.1
OG0015510	XP_023352449.2	XP_038411675.1
OG0015511	XP_012397401.1	XP_038411691.1
OG0015512	XP_003760565.1	XP_038411696.1
OG0015513	XP_031803211.1	XP_038411803.1
OG0015515	XP_023351560.2	XP_038411854.1
OG0015516	XP_031799821.1	XP_038411861.1
OG0015517	XP_031797610.1	XP_038411886.1
OG0015518	XP_031799215.1	XP_038411945.1
OG0015519	XP_031797457.1	XP_038412011.1
OG0015520	XP_031798472.1	XP_038412025.1
OG0015521	XP_031799272.1	XP_038412076.1
OG0015522	XP_031799185.1	XP_038412103.1
OG0015523	XP_031797970.1	XP_038412117.1
OG0015524	XP_031797271.1	XP_038412119.1
OG0015526	XP_003772864.1	XP_038412199.1
OG0015527	XP_031799781.1	XP_038412200.1
OG0015529	XP_031797502.1	XP_038412257.1
OG0015530	XP_003763257.2	XP_038412261.1
OG0015531	XP_012397284.1	XP_038412271.1
OG0015532	XP_003771640.1	XP_038412302.1
OG0015533	XP_012406891.1	XP_038412312.1
OG0015534	XP_031794432.1	XP_038412319.1
OG0015535	XP_003762684.1	XP_038412321.1
OG0015536	XP_003770721.3	XP_038412382.1
OG0015537	XP_031794929.1	XP_038412437.1
OG0015538	XP_031794908.1	XP_038412460.1
OG0015539	XP_023360634.1, XP_023360635.1	XP_038412473.1
OG0015541	XP_003771623.1	XP_038412564.1
OG0015542	XP_031794810.1	XP_038412568.1
OG0015543	XP_003771616.1	XP_038412591.1
OG0015544	XP_031796104.1	XP_038412659.1
OG0015545	XP_003771983.2	XP_038412693.1
OG0015546	XP_031795860.1	XP_038412704.1
OG0015547	XP_031795861.1	XP_038412716.1
OG0015548	XP_031796636.1	XP_038412765.1
OG0015549	XP_031796153.1	XP_038412777.1
OG0015550	XP_031796623.1	XP_038412803.1
OG0015551	XP_031794504.1	XP_038412809.1
OG0015552	XP_012406951.2	XP_038412810.1
OG0015553	XP_031796601.1	XP_038412875.1
OG0015554	XP_031796560.1	XP_038412905.1
OG0015555	XP_031796554.1	XP_038412921.1
OG0015556	XP_031796556.1	XP_038412926.1
OG0015557	XP_031796550.1	XP_038412940.1
OG0015558	XP_031796545.1	XP_038412945.1
OG0015559	XP_031796520.1	XP_038412985.1
OG0015561	XP_031796500.1	XP_038413008.1
OG0015562	XP_031796482.1	XP_038413014.1
OG0015563	XP_031796417.1	XP_038413073.1
OG0015564	XP_031796390.1	XP_038413108.1
OG0015565	XP_003772141.1	XP_038413109.1
OG0015566	XP_031796126.1	XP_038413111.1
OG0015567	XP_031796387.1	XP_038413115.1
OG0015568	XP_031796386.1	XP_038413116.1
OG0015569	XP_031796372.1	XP_038413132.1
OG0015570	XP_031796363.1	XP_038413145.1
OG0015571	XP_031807481.1	XP_038413166.1
OG0015572	XP_031794696.1	XP_038413320.1
OG0015573	XP_031794724.1	XP_038413396.1
OG0015574	XP_031794727.1	XP_038413397.1
OG0015575	XP_003771611.1	XP_038413441.1
OG0015576	XP_031818219.1, XP_003766701.2, XP_031818220.1, XP_012402409.1	XP_038413476.1
OG0015577	XP_003765459.2	XP_038413481.1
OG0015578	XP_031817987.1	XP_038413490.1
OG0015579	XP_031825021.1	XP_038413506.1
OG0015580	XP_003770704.2	XP_038413508.1
OG0015583	XP_031793942.1	XP_038413532.1
OG0015585	XP_003755846.3	XP_038413572.1
OG0015587	XP_031818215.1	XP_038413585.1
OG0015588	XP_012401445.3	XP_038413616.1
OG0015589	XP_031818190.1	XP_038413629.1
OG0015590	XP_003765434.1	XP_038413736.1
OG0015592	XP_012401369.1	XP_038413783.1
OG0015593	XP_031817989.1	XP_038413859.1
OG0015594	XP_031817968.1	XP_038413867.1
OG0015595	XP_012409245.1	XP_038413907.1
OG0015596	XP_031824967.1	XP_038413926.1
OG0015597	XP_031824979.1	XP_038413953.1
OG0015598	XP_012405744.1	XP_038413964.1
OG0015599	XP_031825041.1	XP_038414068.1
OG0015600	XP_031825054.1	XP_038414103.1
OG0015601	XP_031825089.1	XP_038414175.1
OG0015602	XP_031825090.1	XP_038414177.1
OG0015603	XP_031825101.1	XP_038414202.1
OG0015604	XP_031825118.1	XP_038414260.1
OG0015606	XP_031811556.1	XP_038414297.1
OG0015607	XP_003755803.1	XP_038414329.1
OG0015608	XP_003755808.1	XP_038414340.1
OG0015609	XP_003759255.2	XP_038414348.1
OG0015610	XP_003755861.1	XP_038414404.1
OG0015611	XP_031796018.1	XP_038414414.1
OG0015612	XP_003770996.2	XP_038414460.1
OG0015613	XP_031795495.1	XP_038414464.1
OG0015614	XP_003771060.2	XP_038414552.1
OG0015615	XP_031796820.1	XP_038414629.1
