Orthogroup	Sarcophilus_harrisii	Loxodonta_africana
OG0013423	XP_031797328.1	XP_023406415.1
OG0013424	XP_031799666.1	XP_023406680.1
OG0013425	XP_031798873.1	XP_003412305.1
OG0013426	XP_012408072.1	XP_003412309.1
OG0013427	XP_031799817.1	XP_003412310.3
OG0013428	XP_031798672.1	XP_023406458.1
OG0013429	XP_031798399.1	XP_023398118.1
OG0013430	XP_031798371.1	XP_010600741.1
OG0013431	XP_031799449.1	XP_010600743.2, XP_023398372.1
OG0013432	XP_031798418.1	XP_010599968.1
OG0013433	XP_031799253.1	XP_023397586.1
OG0013435	XP_023362523.1, XP_023362522.1	XP_023397609.1
OG0013436	XP_031798005.1	XP_023415280.1
OG0013437	XP_031797516.1	XP_003419441.1
OG0013438	XP_031797595.1	XP_023415300.1
OG0013439	XP_012408527.1	XP_003419447.1
OG0013440	XP_031797319.1	XP_023415510.1
OG0013441	XP_031799112.1	XP_010597304.1
OG0013442	XP_031799115.1	XP_003419449.1
OG0013443	XP_031799116.1	XP_023415312.1
OG0013444	XP_031799481.1	XP_023415314.1
OG0013445	XP_023362285.1	XP_003419601.1
OG0013446	XP_031799483.1	XP_023415323.1
OG0013447	XP_031797529.1	XP_010597317.1
OG0013448	XP_031799485.1	XP_010597326.1
OG0013449	XP_031799712.1	XP_003419628.1
OG0013450	XP_031799488.1	XP_023415344.1
OG0013451	XP_031799823.1	XP_010597328.1
OG0013453	XP_031797298.1	XP_003419632.1
OG0013454	XP_031799497.1	XP_023415515.1
OG0013455	XP_031797975.1	XP_003419475.1
OG0013456	XP_031799496.1	XP_023415354.1
OG0013457	XP_031799499.1	XP_023415517.1
OG0013458	XP_031797252.1	XP_003419640.1
OG0013459	XP_031799502.1	XP_003419649.2
OG0013460	XP_012408271.1	XP_003419650.1
OG0013461	XP_003774167.1	XP_003419652.1
OG0013462	XP_023362305.2	XP_023415520.1
OG0013463	XP_031799503.1	XP_010597365.1
OG0013464	XP_012408305.2	XP_023415411.1
OG0013465	XP_031799335.1	XP_003419504.2
OG0013467	XP_031800098.1	XP_003419688.1
OG0013468	XP_031798785.1	XP_010597410.1
OG0013469	XP_031798791.1	XP_010597411.2, XP_023415446.1
OG0013470	XP_031798796.1, XP_031798795.1	XP_003419690.1
OG0013471	XP_003774091.1	XP_010597413.1
OG0013472	XP_031799340.1	XP_023415451.1
OG0013473	XP_031797578.1	XP_003419416.1
OG0013474	XP_003774058.2	XP_003419420.1
OG0013475	XP_031797287.1	XP_023406509.1, XP_010590440.1
OG0013476	XP_031797866.1, XP_031801170.1	XP_003423185.1, XP_003422700.1, XP_023397918.1
OG0013478	XP_003774197.1	XP_023397590.1
OG0013479	XP_031799479.1	XP_003419591.2
OG0013480	XP_023360804.1	XP_023405438.1
OG0013481	XP_023361737.1	XP_003410424.1
OG0013482	XP_031815741.1	XP_023411821.1
OG0013483	XP_003763861.1	XP_023398791.1
OG0013484	XP_031798989.1	XP_003410495.1
OG0013485	XP_031798581.1	XP_010588870.1
OG0013486	XP_012407662.1	XP_023409003.1, XP_003410420.1
OG0013487	XP_003772801.1	XP_010588843.1
OG0013488	XP_031798129.1	XP_010588842.1
OG0013489	XP_031798131.1	XP_003410483.1
OG0013490	XP_023361393.1	XP_003410482.1
OG0013491	XP_012407342.1	XP_010588840.1
OG0013492	XP_031797222.1	XP_023404287.1
OG0013493	XP_023361398.1	XP_003421274.1, XP_023404285.1
OG0013494	XP_031800077.1	XP_003410474.1
OG0013495	XP_003774484.1	XP_003410552.1
OG0013496	XP_031799871.1	XP_010588901.1
OG0013497	XP_031799138.1	XP_023404393.1
OG0013498	XP_003763802.1	XP_003416729.1
OG0013499	XP_031817153.1	XP_023411827.1
OG0013500	XP_031815729.1	XP_023411828.1
OG0013501	XP_031815842.1	XP_003405918.1
OG0013502	XP_031815858.1	XP_010584647.1
OG0013503	XP_003763875.2	XP_023398759.1
OG0013504	XP_031815860.1	XP_003405912.1
OG0013505	XP_003763869.1	XP_003405908.1
OG0013506	XP_023354963.1	XP_010584638.1
OG0013507	XP_031815899.1	XP_023398833.1
OG0013508	XP_003763898.1	XP_003405896.1
OG0013509	XP_031816517.1	XP_023398715.1
OG0013510	XP_003773247.1	XP_010588861.1
OG0013511	XP_031819236.1	XP_023403799.1
OG0013512	XP_031809458.1	XP_003410080.1
OG0013513	XP_031821734.1	XP_003409910.3
OG0013514	XP_031804010.1	XP_003413075.1
OG0013515	XP_003760731.3	XP_023408090.1
OG0013516	XP_023352343.2	XP_023408208.1
OG0013517	XP_023354470.1	XP_023396280.1, XP_023396281.1
OG0013518	XP_003760856.1	XP_023397014.1
OG0013519	XP_031803952.1	XP_003423705.1
OG0013521	XP_031813667.1	XP_010588052.2
OG0013522	XP_031821833.1	XP_023403455.1
OG0013523	XP_031804064.1	XP_023408034.1
OG0013524	XP_003762927.1	XP_003421731.1
OG0013525	XP_031804131.1	XP_003422584.2
OG0013526	XP_031811736.1	XP_023403614.1
OG0013527	XP_031811730.1	XP_023403901.1
OG0013528	XP_031812026.1	XP_023403616.1
OG0013529	XP_031812166.1	XP_003409775.1
OG0013530	XP_031812529.1	XP_003410003.1
OG0013531	XP_031811709.1	XP_003409783.1
OG0013532	XP_031811720.1	XP_003410007.1
OG0013533	XP_031820285.1	XP_010588239.1
OG0013534	XP_003762499.1	XP_003409790.1
OG0013535	XP_031811453.1	XP_023403836.1
OG0013536	XP_023353973.1	XP_010588257.1
OG0013537	XP_031811047.1	XP_023403837.1
OG0013538	XP_031810950.1	XP_010588271.1
OG0013539	XP_003762456.1	XP_003410025.2
OG0013540	XP_031810466.1	XP_010588299.1
OG0013541	XP_023353921.1	XP_023403732.1
OG0013542	XP_031810191.1	XP_010588332.1
OG0013543	XP_031809841.1	XP_023403842.1
OG0013544	XP_031816894.1	XP_023403784.1
OG0013545	XP_031809697.1	XP_003409842.1
OG0013547	XP_031809434.1	XP_010588003.1
OG0013548	XP_031808945.1	XP_010588403.1
OG0013549	XP_031808135.1	XP_023403368.1
OG0013550	XP_031805007.1	XP_010588042.2
OG0013551	XP_031813429.1	XP_023403401.1
OG0013552	XP_031801063.1	XP_010588056.1
OG0013553	XP_031813832.1	XP_023403852.1
OG0013554	XP_031814480.1	XP_003410127.3
OG0013555	XP_003762359.1	XP_023403434.1
OG0013556	XP_031814656.1	XP_003410139.1
OG0013557	XP_031814757.1	XP_023403878.1
OG0013558	XP_012398940.2	XP_003409697.1
OG0013559	XP_031815377.1	XP_023403509.1
OG0013560	XP_031815346.1	XP_023403505.1
OG0013561	XP_031815523.1	XP_023403517.1
OG0013562	XP_031817026.1	XP_003409935.1
OG0013563	XP_031816712.1	XP_010588146.1
OG0013564	XP_031816611.1	XP_003409736.1
OG0013565	XP_012398879.1	XP_023403542.1
OG0013566	XP_012398880.2	XP_010588158.1
OG0013567	XP_031816422.1	XP_023403888.1
OG0013568	XP_031816333.1	XP_003409740.1
OG0013570	XP_003772017.1	XP_003409751.1
OG0013571	XP_003772013.2	XP_003409754.1
OG0013573	XP_031803335.1	XP_010591499.1
OG0013575	XP_023352581.1	XP_023407622.1
OG0013576	XP_003760788.2	XP_003413562.1
OG0013577	XP_031803772.1	XP_023407956.1
OG0013578	XP_031804046.1	XP_023407974.1
OG0013580	XP_031804080.1	XP_023407987.1
OG0013581	XP_023352366.1	XP_023407627.1
OG0013582	XP_031803864.1	XP_003413077.1
OG0013583	XP_012397845.1	XP_010591539.2
OG0013584	XP_012397848.3	XP_010591541.1
OG0013585	XP_031803822.1	XP_010591547.1
OG0013586	XP_031803788.1	XP_023408054.1
OG0013587	XP_031803779.1	XP_010591781.1
OG0013588	XP_023352741.1	XP_003413096.1
OG0013589	XP_012397530.3	XP_003413101.1
OG0013590	XP_031803574.1	XP_003413103.1
OG0013591	XP_031803563.1	XP_023407640.1
OG0013592	XP_003763624.1, XP_012397538.1	XP_003413383.1
OG0013593	XP_031803508.1	XP_023408102.1
OG0013594	XP_031803488.1	XP_023407649.1
OG0013595	XP_012397558.1	XP_010591586.1
OG0013596	XP_031803468.1	XP_003413119.1
OG0013597	XP_031803470.1	XP_003413396.1
OG0013599	XP_012397326.1	XP_003413129.1
OG0013600	XP_031803430.1	XP_023407655.1
OG0013601	XP_031803419.1	XP_023407660.1
OG0013602	XP_031803393.1	XP_023408195.1
OG0013603	XP_012397392.1	XP_010591657.1
OG0013604	XP_031803380.1	XP_003413421.1
OG0013605	XP_031803362.1	XP_023407666.1
OG0013607	XP_031804212.1	XP_010599170.2
OG0013608	XP_031804213.1	XP_023396248.1
OG0013609	XP_012397770.1	XP_003421346.1
OG0013610	XP_031804227.1	XP_010599171.1
OG0013611	XP_031804205.1	XP_003421323.2
OG0013612	XP_031804160.1	XP_003421363.1
OG0013613	XP_023352676.1	XP_010599150.1
OG0013614	XP_012397738.1	XP_003421334.1
OG0013615	XP_031804166.1	XP_003421335.1
OG0013616	XP_031804171.1	XP_023396303.1
OG0013617	XP_023352669.2	XP_023396277.1
OG0013618	XP_012397515.1	XP_023396437.1
OG0013619	XP_003760658.1	XP_003421704.1
OG0013620	XP_012397490.2	XP_023396486.1
OG0013621	XP_012397481.3	XP_010599347.1
OG0013622	XP_031803671.1	XP_023396491.1
OG0013623	XP_031803674.1	XP_003421710.1
OG0013624	XP_031803685.1	XP_003421978.1
OG0013625	XP_031803688.1	XP_023396753.1
OG0013626	XP_031803693.1	XP_003421947.1
OG0013627	XP_031803713.1	XP_003421941.1
OG0013628	XP_003760626.1	XP_010599561.1
OG0013629	XP_031804101.1	XP_023396744.1
OG0013630	XP_031803948.1	XP_023397022.1
OG0013631	XP_031804138.1	XP_023398491.1
OG0013634	XP_031803997.1	XP_023397564.1
OG0013635	XP_031803929.1	XP_023397562.1
OG0013638	XP_031803901.1	XP_023397541.1
OG0013639	XP_023354474.1	XP_010600152.1
OG0013640	XP_031803867.1	XP_023397538.1
OG0013641	XP_003762909.2	XP_010600178.1
OG0013643	XP_031804116.1	XP_023397535.1
OG0013645	XP_012400854.2	XP_003421577.1
OG0013646	XP_003764319.1	XP_003415643.1
OG0013647	XP_031816892.1	XP_023410499.1
OG0013648	XP_003764357.1	XP_010593780.1
OG0013649	XP_031816886.1	XP_023410495.1
OG0013650	XP_031816839.1	XP_003415632.1
OG0013651	XP_003764693.2	XP_023414307.1, XP_003418601.1
OG0013652	XP_003764642.1	XP_010596516.1
OG0013653	XP_031817707.1	XP_010596484.2
OG0013654	XP_012400777.1	XP_010597866.1
OG0013655	XP_031817236.1	XP_023394687.1
OG0013656	XP_003764703.2	XP_010597879.1
OG0013657	XP_031817244.1	XP_023394704.1
OG0013658	XP_003764709.1	XP_010597883.1
OG0013659	XP_031817298.1	XP_023394736.1
OG0013660	XP_003764756.1	XP_003420111.1
OG0013661	XP_003765373.2	XP_003412105.1
OG0013662	XP_012401316.2	XP_023406365.1
OG0013663	XP_031817941.1	XP_010590569.1
OG0013664	XP_031817953.1	XP_023406364.1
OG0013665	XP_031799869.1	XP_023406660.1
OG0013666	XP_031800072.1	XP_023406659.1
OG0013667	XP_031797925.1	XP_023406382.1
OG0013668	XP_031797247.1	XP_010590546.1
OG0013669	XP_031797855.1	XP_023406632.1
OG0013670	XP_031799015.1	XP_023406629.1
OG0013671	XP_031800023.1	XP_003412055.1
OG0013672	XP_003773621.1	XP_003412054.1
OG0013673	XP_031797834.1	XP_023406360.1
OG0013674	XP_003773646.1	XP_003412052.1
OG0013675	XP_003773624.1	XP_003412043.1
OG0013676	XP_003773574.1	XP_010590493.1
OG0013677	XP_012407980.1	XP_003412016.1
OG0013678	XP_031797818.1	XP_003412014.1
OG0013679	XP_031798457.1	XP_023406541.1
OG0013681	XP_003774067.1	XP_003419556.1
OG0013682	XP_031816882.1	XP_023410493.1
OG0013683	XP_012400857.1	XP_003421580.2
OG0013684	XP_031814395.1	XP_003409370.1
OG0013685	XP_031814484.1	XP_003414011.1
OG0013686	XP_031814549.1	XP_023408847.1
OG0013687	XP_012400721.2	XP_003412620.1
OG0013688	XP_031817815.1	XP_003412673.1
OG0013689	XP_031817786.1	XP_003412667.1
OG0013690	XP_031817782.1	XP_010590917.1
OG0013691	XP_031814239.1	XP_023406993.1
OG0013692	XP_031814247.1	XP_003412659.1
OG0013693	XP_031814254.1	XP_003412656.1
OG0013694	XP_003765917.1	XP_003412712.1
OG0013695	XP_003765907.1	XP_010590892.1
OG0013696	XP_031814290.1	XP_023407020.1
OG0013697	XP_031814301.1	XP_003412650.1
OG0013698	XP_031814303.1	XP_010590884.1
OG0013699	XP_031814311.1	XP_010590874.1
OG0013700	XP_012401747.1	XP_003412700.1
OG0013701	XP_031814392.1	XP_023403043.1
OG0013702	XP_031814400.1	XP_010587700.1
OG0013703	XP_003765849.1	XP_010587694.1
OG0013704	XP_031819480.1	XP_003409682.1
OG0013705	XP_003765831.1	XP_023403034.1
OG0013706	XP_031814441.1	XP_010587681.1
OG0013707	XP_031814478.1	XP_023408929.1
OG0013708	XP_031814492.1	XP_003414014.1
OG0013709	XP_031814493.1	XP_023408949.1
OG0013710	XP_003765792.2	XP_003414022.1
OG0013711	XP_031814564.1	XP_023408849.1
OG0013712	XP_031814611.1	XP_003414101.1
OG0013713	XP_003765755.1	XP_003413675.1
OG0013714	XP_031814616.1	XP_023408436.1
OG0013715	XP_031795885.1	XP_023410576.1
OG0013716	XP_012396285.1	XP_003411656.1
OG0013717	XP_012396286.1	XP_010590099.2
OG0013718	XP_003771996.3	XP_010593832.1
OG0013719	XP_031796303.1	XP_010593889.1
OG0013720	XP_031807222.1	XP_023410621.1
OG0013721	XP_023354287.2	XP_023410570.1
OG0013722	XP_031808368.1	XP_003415755.1
OG0013723	XP_031808505.1	XP_010593812.1
OG0013724	XP_031818319.1	XP_023410567.1
OG0013726	XP_031807506.1	XP_010593806.2
OG0013727	XP_031808289.1	XP_023410590.1
OG0013728	XP_031808268.1	XP_023410563.1
OG0013729	XP_031795886.1	XP_023410582.1
OG0013730	XP_031815712.1	XP_003409763.2
OG0013731	XP_031796294.1	XP_010593837.2
OG0013732	XP_031796293.1	XP_003415821.1
OG0013733	XP_031796292.1	XP_010593892.2
OG0013734	XP_031796290.1	XP_010593838.1
OG0013735	XP_031796277.1	XP_010593841.1
OG0013736	XP_031796212.1	XP_003415779.1
OG0013737	XP_031796202.1	XP_010593859.1
OG0013738	XP_031796198.1	XP_010593897.1
OG0013739	XP_023360944.2	XP_010593898.1
OG0013740	XP_003772062.1	XP_023410690.1
OG0013741	XP_031796086.1	XP_023395823.1
OG0013742	XP_031796083.1	XP_023395802.1
OG0013743	XP_023360931.1	XP_023395803.1
OG0013744	XP_031796014.1	XP_010598793.1
OG0013745	XP_031795984.1	XP_010598795.1
OG0013746	XP_031795981.1	XP_003420968.2
OG0013747	XP_031795955.1	XP_003420040.1
OG0013748	XP_031815638.1	XP_003420032.1
OG0013749	XP_003763760.1	XP_003420031.1
OG0013750	XP_003766466.1	XP_003420030.2
OG0013751	XP_012400066.1	XP_010597823.1
OG0013752	XP_031815690.1	XP_003416227.1
OG0013753	XP_003766156.1	XP_003416222.2
OG0013754	XP_031813687.1	XP_023411237.1
OG0013755	XP_031813685.1	XP_023411235.1
OG0013756	XP_031813674.1	XP_023411221.1
OG0013757	XP_031813669.1	XP_023411117.1
OG0013758	XP_003766110.1	XP_010594261.1
OG0013760	XP_031813639.1	XP_023411112.1
OG0013761	XP_031813636.1	XP_010594259.1
OG0013762	XP_031813632.1	XP_023411111.1
OG0013763	XP_031813611.1	XP_023411160.1
OG0013764	XP_003766256.1	XP_003416241.3
OG0013765	XP_031813421.1	XP_023411129.1
OG0013766	XP_031813435.1	XP_023411123.1
OG0013767	XP_031812819.1	XP_010593886.2
OG0013768	XP_003758247.1	XP_003411592.1
OG0013769	XP_031809884.1	XP_010589982.1
OG0013770	XP_031806889.1	XP_003411714.1
OG0013771	XP_031806897.1	XP_003411764.1
OG0013772	XP_031806908.1	XP_003411834.1
OG0013773	XP_012395578.1	XP_023405759.1
OG0013774	XP_003758218.1	XP_003411466.1
OG0013775	XP_031806936.1	XP_010590109.1
OG0013776	XP_003758257.2	XP_003411629.1
OG0013777	XP_003758253.1	XP_023405674.1
OG0013778	XP_031812939.1	XP_003411485.2
OG0013779	XP_012409091.1	XP_003411517.1
OG0013780	XP_031810019.1	XP_003411675.1
OG0013781	XP_003757090.2	XP_010590131.1
OG0013782	XP_031810011.1	XP_003411676.1
OG0013783	XP_031810000.1	XP_023405888.1
OG0013784	XP_031809979.1	XP_023405690.1
OG0013785	XP_003757066.1	XP_023405892.1
OG0013786	XP_003757060.1	XP_023405912.1
OG0013787	XP_023351261.1	XP_023405916.1
OG0013788	XP_031809706.1	XP_010589918.1
OG0013789	XP_031809714.1	XP_003411707.1
OG0013790	XP_031809731.1	XP_003411709.1
OG0013791	XP_031809744.1	XP_003411561.2
OG0013792	XP_003756976.1	XP_023405934.1
OG0013793	XP_012408590.1	XP_003411567.1
OG0013794	XP_023362980.2	XP_023405987.1
OG0013795	XP_012408826.1	XP_023405989.1
OG0013796	XP_003757045.3	XP_003411757.1
OG0013797	XP_003759111.1	XP_003411590.1
OG0013798	XP_012408978.2	XP_003411763.1
OG0013799	XP_031809882.1	XP_010589984.1
OG0013800	XP_031809878.1, XP_012397041.3	XP_023406015.1
OG0013801	XP_012395243.1	XP_023405663.1
OG0013803	XP_003757778.1	XP_023406057.1
OG0013804	XP_031810433.1	XP_003411630.1
OG0013805	XP_031810438.1	XP_003411793.1
OG0013806	XP_003757765.2	XP_023406090.1
OG0013807	XP_031807441.1	XP_003411805.1
OG0013808	XP_031807470.1	XP_003411809.1
OG0013809	XP_003757747.1	XP_003419974.1
OG0013810	XP_031807482.1	XP_003419941.2
OG0013811	XP_031807510.1	XP_010597745.1
OG0013812	XP_012395129.1	XP_023394525.1
OG0013813	XP_003757710.1	XP_003419993.2
OG0013814	XP_031807581.1	XP_023396613.1
OG0013816	XP_003757676.1, XP_012395105.1	XP_003421821.1
OG0013817	XP_031807593.1	XP_003421816.1
OG0013818	XP_031807607.1	XP_010599452.1
OG0013819	XP_031807614.1	XP_003421814.1
OG0013820	XP_023350209.1	XP_023396609.1
OG0013821	XP_031807667.1, XP_012395050.1, XP_003757643.1, XP_031807669.1, XP_031807668.1, XP_023350211.1, XP_012395051.1, XP_023350213.1	XP_023396575.1
OG0013822	XP_031807650.1	XP_003421830.3
OG0013823	XP_012409543.1	XP_023396607.1
OG0013824	XP_031807672.1	XP_003421827.1
OG0013825	XP_031807684.1	XP_023396616.1
OG0013826	XP_031807702.1	XP_023396602.1
OG0013827	XP_003758255.2	XP_023405673.1
OG0013828	XP_012406755.1	XP_010590122.1
OG0013829	XP_031809725.1	XP_010590143.1
OG0013830	XP_031805117.1	XP_023406984.1
OG0013832	XP_031817827.1	XP_003412680.1
OG0013833	XP_003764575.1	XP_010590964.1
OG0013834	XP_031816560.1	XP_023402991.1
OG0013835	XP_012400683.1	XP_003409501.1
OG0013836	XP_031816572.1	XP_010587667.1
OG0013837	XP_031816582.1	XP_023403011.1
OG0013838	XP_031816588.1	XP_023403016.1
OG0013839	XP_003764542.1	XP_010592296.2
OG0013840	XP_031816602.1	XP_003414068.1
OG0013841	XP_003764521.1	XP_010592328.2
OG0013842	XP_023355353.1	XP_003414104.1
OG0013843	XP_031816640.1, XP_031816639.1	XP_003414102.1
OG0013844	XP_031816648.1	XP_010592253.1
OG0013845	XP_031816657.1	XP_023408888.1
OG0013846	XP_031816674.1	XP_010592238.1
OG0013847	XP_031816683.1	XP_010592237.1
OG0013848	XP_031816696.1	XP_003414013.1
OG0013849	XP_031797854.1	XP_023410723.1
OG0013850	XP_031797746.1	XP_023410752.1
OG0013852	XP_031806774.1	XP_010590639.1
OG0013853	XP_031806779.1	XP_003412503.1
OG0013854	XP_031806800.1	XP_010590645.2
OG0013855	XP_031807324.1	XP_003412408.2
OG0013856	XP_023351069.1	XP_003412419.3
OG0013857	XP_031805518.1	XP_003412520.1
OG0013858	XP_003758118.1	XP_003412521.1
OG0013859	XP_031806749.1	XP_003412522.1
OG0013860	XP_031806745.1	XP_010590682.2
OG0013861	XP_012395494.2	XP_010590696.1
OG0013862	XP_031806725.1	XP_003412530.1
OG0013863	XP_003758087.1	XP_023406810.1
OG0013864	XP_031813812.1	XP_010595955.2
OG0013865	XP_003766182.1	XP_003417970.1
OG0013867	XP_031823999.1	XP_010595956.1
OG0013868	XP_003770322.1	XP_003418009.2
OG0013869	XP_031824032.1	XP_023413474.1
OG0013870	XP_031824038.1	XP_010595912.1
OG0013871	XP_031824638.1	XP_010595908.1
OG0013872	XP_031816966.1	XP_023413472.1
OG0013873	XP_031824112.1	XP_010595904.1
OG0013874	XP_031824108.1	XP_003417949.1
OG0013875	XP_031816967.1	XP_023413489.1
OG0013876	XP_031823868.1	XP_023396088.1
OG0013877	XP_031813314.1	XP_003421211.1
OG0013878	XP_003764547.1	XP_010592297.1
OG0013879	XP_031804928.1	XP_010597194.1
OG0013880	XP_031811490.1	XP_010599117.1
OG0013881	XP_031813074.1	XP_023396203.1
OG0013882	XP_031804240.1	XP_023396200.1
OG0013883	XP_031804245.1	XP_023396199.1
OG0013884	XP_003760998.2	XP_010598101.2
OG0013885	XP_031804289.1	XP_010598103.1
OG0013887	XP_031804297.1	XP_010598109.1
OG0013888	XP_031804298.1	XP_003420372.1
OG0013889	XP_031804306.1	XP_010598117.1
OG0013890	XP_031804309.1	XP_003420331.1
OG0013891	XP_031804334.1	XP_010598132.1
OG0013892	XP_031804342.1	XP_010598136.2
OG0013893	XP_031804341.1	XP_023394959.1
OG0013894	XP_003761097.1	XP_003420384.1
OG0013895	XP_031804386.1	XP_010598155.2
OG0013896	XP_031804387.1	XP_023395023.1
OG0013897	XP_003761094.1	XP_003420343.1
OG0013898	XP_031804353.1	XP_010598195.1
OG0013899	XP_031804400.1	XP_010598162.2
OG0013900	XP_031804415.1	XP_010598170.1
OG0013901	XP_003761068.1	XP_010598174.1
OG0013902	XP_031804441.1	XP_023395073.1
OG0013903	XP_031804470.1	XP_023395094.1
OG0013904	XP_031804478.1	XP_023395098.1
OG0013905	XP_031804444.1	XP_023415256.1
OG0013906	XP_031804496.1	XP_023415276.1
OG0013907	XP_031804514.1	XP_010597251.1
OG0013908	XP_023352938.2	XP_010597245.2
OG0013911	XP_031804543.1	XP_003419377.1
OG0013912	XP_003761154.1	XP_003419306.1
OG0013913	XP_031804593.1	XP_003419368.3
OG0013914	XP_031804656.1	XP_003419397.1
OG0013915	XP_031804589.1	XP_003419398.1
OG0013916	XP_031804639.1	XP_010597208.1
OG0013917	XP_003761187.1	XP_010597216.1
OG0013918	XP_031804626.1	XP_010597214.1
OG0013919	XP_031804605.1	XP_023415203.1
OG0013920	XP_031804677.1	XP_003419212.1
OG0013921	XP_031804652.1	XP_023415043.1
OG0013922	XP_031804747.1	XP_023415022.1
OG0013923	XP_031804759.1	XP_010597047.2
OG0013925	XP_031804763.1	XP_023415001.1
OG0013926	XP_031804778.1	XP_003419109.1
OG0013927	XP_031804804.1	XP_003419102.1
OG0013928	XP_031804808.1	XP_023414975.1
OG0013929	XP_031805050.1	XP_003419191.2
OG0013931	XP_031804851.1	XP_010597091.1
OG0013932	XP_012399770.2	XP_003419219.1
OG0013933	XP_031804819.1	XP_003422332.1
OG0013934	XP_031804915.1	XP_023415155.1
OG0013935	XP_031804889.1	XP_003419327.1
OG0013936	XP_031804893.1	XP_003419333.1
OG0013937	XP_031804895.1	XP_003419345.1
OG0013938	XP_031804900.1	XP_003419352.1
OG0013940	XP_012407973.1	XP_003409072.1
OG0013941	XP_003758949.2	XP_003409297.2
OG0013942	XP_012396101.1	XP_023402712.1
OG0013943	XP_031804671.1	XP_023415098.1
OG0013944	XP_003771350.1	XP_003410677.1
OG0013946	XP_003771236.1	XP_010598516.1
OG0013947	XP_023361335.1	XP_003405095.1
OG0013948	XP_003772361.1	XP_003405107.1
OG0013949	XP_003771395.1	XP_003410656.1
OG0013950	XP_031795502.1	XP_023404514.1
OG0013951	XP_031793652.1	XP_023404750.1
OG0013952	XP_031793655.1	XP_023404751.1
OG0013953	XP_031795170.1	XP_010589103.1
OG0013954	XP_031795179.1	XP_023404480.1
OG0013955	XP_003771358.3	XP_023404481.1
OG0013956	XP_003771344.2	XP_003410674.2
OG0013957	XP_003771351.1	XP_003410676.1
OG0013958	XP_003771343.1	XP_003410678.1
OG0013959	XP_003771339.1	XP_003410681.1
OG0013960	XP_031794163.1	XP_023404484.1, XP_023404485.1
OG0013962	XP_003771261.2	XP_003410685.1
OG0013963	XP_023360324.1	XP_003410690.1
OG0013964	XP_023360344.1	XP_003410840.1
OG0013965	XP_003771301.1	XP_023404832.1
OG0013966	XP_031794109.1	XP_003410708.1
OG0013967	XP_003771279.1	XP_003410709.1
OG0013968	XP_023360297.1	XP_010600944.1
OG0013969	XP_003771235.2	XP_023404489.1
OG0013971	XP_003771255.1	XP_003410854.1
OG0013972	XP_012406215.1	XP_010593277.1
OG0013973	XP_031794080.1	XP_003405706.2
OG0013974	XP_003771310.2	XP_023410314.1
OG0013976	XP_003771209.2	XP_003405728.1
OG0013977	XP_031794315.1	XP_003405741.1
OG0013978	XP_031794346.1	XP_003405409.1
OG0013979	XP_031794347.1	XP_023409962.1
OG0013980	XP_031794357.1	XP_023409969.1
OG0013981	XP_031793962.1	XP_023410898.1
OG0013982	XP_031793979.1	XP_003405421.2
OG0013983	XP_031793991.1	XP_023410962.1
OG0013984	XP_031794002.1	XP_023410005.1
OG0013985	XP_031796366.1	XP_003405765.1
OG0013986	XP_031796337.1	XP_023411094.1
OG0013987	XP_031796025.1	XP_003405428.1
OG0013988	XP_012407126.1	XP_023411124.1
OG0013989	XP_031796283.1	XP_003405774.1
OG0013990	XP_003771420.1	XP_003405777.1
OG0013991	XP_031796231.1	XP_010594319.1
OG0013992	XP_031793910.1	XP_003405788.1
OG0013993	XP_031793861.1	XP_023411626.1
OG0013994	XP_012405888.1	XP_010594696.1
OG0013995	XP_012405890.1	XP_023395090.1
OG0013996	XP_031793797.1	XP_023411824.1
OG0013997	XP_031793802.1	XP_023395095.1
OG0013998	XP_003770921.2	XP_023411886.1
OG0013999	XP_031793777.1	XP_023395104.1
OG0014000	XP_023360042.1	XP_023411926.1
OG0014001	XP_031793773.1	XP_023411995.1
OG0014003	XP_031793748.1	XP_003405826.1
OG0014004	XP_031793740.1	XP_003405827.1
OG0014005	XP_031793726.1	XP_003405834.2
OG0014006	XP_031793712.1	XP_010595000.1
OG0014007	XP_031793703.1	XP_023395132.1
OG0014008	XP_031793690.1	XP_003405079.1
OG0014009	XP_031793681.1	XP_003405512.1
OG0014010	XP_012407201.3	XP_023395945.1
OG0014011	XP_031796044.1	XP_003405092.1
OG0014012	XP_012407091.1	XP_023412608.1
OG0014013	XP_003772363.2	XP_003405109.1
OG0014014	XP_003772365.1	XP_003405111.1
OG0014015	XP_031793569.1	XP_010595652.1
OG0014016	XP_023360067.1	XP_023412955.1
OG0014017	XP_031811936.1	XP_003409054.1
OG0014018	XP_003755286.1	XP_023402638.1
OG0014019	XP_031805222.1	XP_023415615.1, XP_023415565.1
OG0014021	XP_031805226.1	XP_023402966.1
OG0014022	XP_031812145.1	XP_023402965.1
OG0014023	XP_031812141.1	XP_023402943.1
OG0014024	XP_012395131.1	XP_023402962.1
OG0014025	XP_003755233.1	XP_003408975.1
OG0014026	XP_012396046.1	XP_023402700.1
OG0014027	XP_003755328.2	XP_003409289.1
OG0014028	XP_031811911.1	XP_010587412.1
OG0014029	XP_003755318.2	XP_003409281.1
OG0014030	XP_031811923.1	XP_023402986.1
OG0014031	XP_003755311.1	XP_003409277.1
OG0014032	XP_031811948.1	XP_003409051.1
